Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),H(5),O(6),H2(7),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),CH2O(19),F(37),HF(38),CHF(40),CHF3(41),CF2(42),CF3(44),CHFO(46),CF3O(47),CF2O(48),CF(49),CFO(50),CHFCF2(54),CH2CF2(56),CF2CF2(60),CHF2-CH2(63),CH3-CF2(64),CHF2-CHF(66),CH2F-CF2(67),CHF2-CF2(68),CHFCF[Z](71),CF2CH(72),CHF2(81),[O]OC(F)F(128),FC(F)C(F)F(130),FC1OO1(136),[O]C([O])F(138),CHO2(142),CFO2(143),[O]C(F)F(146),[O]O[C](F)F(147),CF2O2(152),O2(176),O[C](F)F(220),C2F4O2(252),F[C]C(F)F(276),FC1OC1(F)F(286),C2HF4O2(406),CF3O2(416),C3H2F5(444),C2HF3O(467),C2H2F3O2(603),C2HF2O3(899),FC1(F)OO1(932),C2H2F3(962),C2HF2O(1007),C3H2F5O2(1017),C3H2F5O2(1096),C3H3F4(1175),FC1(F)CO1(1224),C2HF2O3(2126),CHF(88),CF2(89),OO[C](F)F(503)
3.886547435270946e-20,0.36203212424930203,3.76,0.0,1.0028055213481453,0.9999999999996203,5.519607870287995e-45,2.412021842749812e-32,1.8692508021672183e-28,1.5851059140313362e-23,1.351387963002062e-19,1.2482565457407271e-17,6.50152584636638e-33,1.620423854464431e-46,3.0681394252325163e-41,2.750151565290027e-55,3.932540652110938e-85,6.49098901538827e-33,3.120439185356097e-16,1.0392234035330378e-32,3.604593420213461e-42,1.5596272567235e-37,8.223070470735087e-55,1.7914339192323691e-32,7.666046067339633e-69,2.408870830714855e-32,1.189195049000823e-31,3.7877903959202216e-48,1.7257008294663407e-38,3.728074613864055e-48,3.1556487385061106e-51,1.8809088029829983e-66,6.117954352367752e-65,2.3019013378050683e-42,7.307896710383236e-50,4.761215967192636e-43,2.5677717557726915e-52,7.724775156496573e-51,1.2482565457546122e-17,3.1518494515403903e-32,3.958499711332105e-38,8.836938424538331e-35,1.1676506071230754e-33,6.471984751742594e-33,4.789674183989896e-29,1.4187624553449015e-32,2.95709022390591e-37,1.916793244458405e-35,3.7965530907076984e-13,5.9184907408245505e-49,3.5730293379876464e-72,1.0435886735413253e-49,4.490251475155231e-57,1.0264372104410837e-56,4.6645184397109064e-66,6.26443367047032e-70,1.4268632694385408e-58,3.6647207939075254e-64,2.9634532146173965e-102,1.2449929440206495e-36,1.7590430112213428e-49,1.3926168126881662e-79,1.954022327857648e-83,7.380886484815019e-85,1.5585179201298817e-79,6.408651592580385e-77,1.12197991331566e-106,3.120439185355617e-16,1.351387963002061e-19,2.476009465805472e-43
7.776471540772362e-20,0.36203212424930215,3.76,0.0,1.002805521348145,0.9999999999992403,4.4190424547976764e-44,9.654373282933099e-32,4.699070598652979e-28,3.171588989955699e-23,2.7039500250162883e-19,2.4975975889141528e-17,2.6023046850805996e-32,1.297324370646211e-45,2.456377100299032e-40,2.2017934619840148e-54,1.2599678900311235e-83,2.598087218725817e-32,6.243589438640391e-16,4.159601908481594e-32,1.442776769194656e-41,6.242573532796753e-37,6.585125571864093e-54,7.170404288456835e-32,1.2278996598386344e-67,9.641761021998686e-32,4.759879327740189e-31,3.0325354554512647e-47,6.907301314751795e-38,2.98548329264419e-47,2.5270783168789033e-50,3.0127229197663624e-65,9.799359368330389e-64,9.213618536470177e-42,5.852244323795663e-49,1.9057272378212513e-42,2.056299959155199e-51,6.1860851935105845e-50,2.4975975889419012e-17,1.2615611762729763e-31,1.5844314994521385e-37,3.5370783428040614e-34,4.673645413586388e-33,2.590480548347479e-32,1.917117898710173e-28,5.678747222458586e-32,1.1836067293607165e-36,7.672168284329064e-35,7.596404662631779e-13,4.7383912878142665e-48,5.7230564716587324e-71,8.357173264892589e-49,3.5949317811727994e-56,8.217739031066063e-56,3.7364700794207567e-65,1.003475927361702e-68,1.1423583161418139e-57,5.869922182539508e-63,1.8999479973183942e-100,4.983216327991113e-36,1.408661052750555e-48,4.463044553306429e-78,6.260391297455284e-82,2.3647241320838955e-83,4.994722777968954e-78,2.053838308120298e-75,7.193309072067711e-105,6.243589438638467e-16,2.7039500250162854e-19,1.9823130290803212e-42
1.5556319751775193e-19,0.3620321242493022,3.76,0.0,1.0028055213481444,0.9999999999984803,3.5365770021472376e-43,3.8630068548084695e-31,1.3236794442800367e-27,6.344555161165152e-23,5.409074149044739e-19,4.9962796752591644e-17,1.0412608399141035e-31,1.0382537798768936e-44,1.9658482233749287e-39,1.7621039393517212e-53,4.034392917358051e-82,1.0395733136359793e-31,1.2489889945208972e-15,1.664382576630408e-31,5.772986516218637e-41,2.497842545952172e-36,5.270769440268423e-53,2.869095703790844e-31,1.9657058951164587e-66,3.8579603067951925e-31,1.9045717340883756e-30,2.426950013787831e-46,2.7638207963273055e-37,2.3895966658094572e-46,2.022686884246932e-49,4.82297323081023e-64,1.5687485763322163e-62,3.686658953479635e-41,4.6841673998379697e-48,7.625391614101705e-42,1.6458733962620504e-50,4.9513754068692414e-49,4.9962796753145406e-17,5.047887964494594e-31,6.3397898163856595e-37,1.4152920632084814e-33,1.8700669357738134e-32,1.0365296448539272e-31,7.670968756527676e-28,2.272238579593479e-31,4.735968635364439e-36,3.0698666592370585e-34,1.5196107803323084e-12,3.7921531231503976e-47,9.161860810240497e-70,6.689125817111458e-48,2.8770385357728253e-55,6.57668903540527e-55,2.9935434413143756e-64,1.6064955608650465e-67,9.142340096122263e-57,9.396973527259556e-62,1.2170359196991047e-98,1.993935630510365e-35,1.1274997786221634e-47,1.429242490114013e-76,2.0045295222112513e-80,7.571666230960445e-82,1.5995067798858562e-76,6.577198463358335e-74,4.607765862307837e-103,1.2489889945201276e-15,5.409074149044727e-19,1.5864527869370675e-41
3.111601617378086e-19,0.36203212424930226,3.76,0.0,1.002805521348143,0.9999999999969603,2.829798933165847e-42,1.545454286847473e-30,4.182457913572764e-27,1.269048758102697e-22,1.0819322397101635e-18,9.993643847941833e-17,4.165721387992728e-31,8.30760770950419e-44,1.572977259760031e-38,1.4099508763310198e-52,1.2914090462816554e-80,4.158970260955399e-31,2.498249095834611e-15,6.658614087357032e-31,2.3095706293474766e-40,9.99299668100052e-36,4.2176834075687264e-52,1.147825105806994e-30,3.1459828278972213e-65,1.5434353383774248e-30,7.619527118973932e-30,1.941928749581883e-45,1.105708730017541e-36,1.9121614635428765e-45,1.6185592997634634e-48,7.718851013090295e-63,2.510678778064524e-61,1.4749127712923891e-40,3.7482829278725363e-47,3.0506534518760347e-41,1.3170321700283652e-49,3.9621034712730476e-48,9.993643848052066e-17,2.0194838844206997e-30,2.536328749656186e-36,5.662089838056767e-33,7.481485456215645e-32,4.146793525368183e-31,3.068887006085582e-27,9.090433907520557e-31,1.8946958409121127e-35,1.228146560853063e-33,3.0395514072078292e-12,3.034298657652572e-46,1.466295478812369e-68,5.352655866691248e-47,2.3020688118095912e-54,5.262350892452749e-54,2.400461420098669e-63,2.571141150441806e-66,7.315263849495127e-56,1.503923723379156e-60,7.792453028299127e-97,7.97704093758492e-35,9.022282532826973e-47,4.575285870404902e-75,6.416423871161823e-79,2.423661985431387e-80,5.120335298579476e-75,2.105490384201698e-72,2.9502661726131516e-101,2.4982490958315324e-15,1.0819322397101581e-18,1.2694031042547558e-40
6.22354090177922e-19,0.36203212424930237,3.76,0.0,1.0028055213481404,0.9999999999939203,2.2640541041748834e-41,6.182320279212633e-30,1.4504949653954445e-26,2.5382352730522267e-22,2.1639818893215398e-18,1.9988372193277753e-16,1.6664241705196377e-30,6.646717223195511e-43,1.2585012929742952e-37,1.128067802027861e-51,4.1331790649547016e-79,1.663723561467376e-30,4.996769298462028e-15,2.6636624065394577e-30,9.239035268081178e-40,3.997523994888634e-35,3.3745739227242767e-51,4.5916740984084865e-30,5.034255341920471e-64,6.17424382283593e-30,3.0480589017699685e-29,1.5536905108316229e-44,4.423198422815672e-36,1.5299228468333745e-44,1.2950113767733393e-47,1.235183693435193e-61,4.017630967215186e-60,5.900204282597357e-40,2.999005991757152e-46,1.220360911428031e-40,1.0537591335440463e-48,3.1700840843146044e-47,1.9988372193496092e-16,8.078592981138207e-30,1.014614070831629e-35,2.2650202668202016e-32,2.9928377416516715e-31,1.658852407980235e-30,1.2276547102358542e-26,3.63646949965605e-30,7.57940017515943e-35,4.9129860628780326e-33,6.079432655907905e-12,2.4276694125792984e-45,2.346391008881291e-67,4.282666844731192e-46,1.841831294135941e-53,4.210281144557713e-53,1.9288272126433563e-62,4.1144269302759225e-65,5.852771126402845e-55,2.4066043710386333e-59,4.988265615070713e-95,3.1910761022209463e-34,7.218739859939545e-46,1.4643651204054255e-73,2.053565569766476e-77,7.756889070702795e-79,1.6388135373395696e-73,6.7388284957716436e-71,1.888585179879449e-99,4.996769298449712e-15,2.163981889321518e-18,1.015618647959786e-39
1.2447419470581487e-18,0.36203212424930276,3.76,0.0,1.0028055213481353,0.9999999999878404,1.8113292743504808e-40,2.4730287465490867e-29,5.356967234144857e-26,5.076608426859949e-22,4.328081188544281e-18,3.9977828883831906e-16,6.665967922363124e-30,5.317626214251655e-42,1.006848830964184e-36,9.024970836272835e-51,1.3227403364520363e-77,6.655165538970064e-30,9.993809703716828e-15,1.0655083184729324e-29,3.6957651838675655e-39,1.5990746646762028e-34,2.699830031077537e-50,1.8367443770515467e-29,8.055354850879458e-63,2.4697980283582402e-29,1.2192731733038794e-28,1.2430114162637957e-43,1.7693541955493728e-35,1.2240157525896311e-43,1.036074680210338e-46,1.976427944035489e-60,6.428645516285213e-59,2.360236182690771e-39,2.3993566623146583e-45,4.881644013004663e-40,8.430606691462742e-48,2.5362278001567097e-46,3.9977828884260056e-16,3.2315686853412164e-29,4.058621434894553e-35,9.06044975501283e-32,1.1971838095856026e-30,6.635679629430979e-30,4.910818663597441e-26,1.454646987494509e-29,3.031883432000823e-34,1.965274389233016e-32,1.2159195133104202e-11,1.942227726663035e-44,3.754480220533025e-66,3.4263503495579725e-45,1.4735371892908959e-52,3.36838593201359e-52,1.5563768292116386e-61,6.583571644710535e-64,4.6824461771706803e-54,3.8508281429288895e-58,3.1928406533826104e-93,1.276482408642981e-33,5.775357444655767e-45,4.686406253259353e-72,6.571913262512918e-76,2.4823946795070592e-77,5.244693358070872e-72,2.1566266201134772e-69,1.2088272768549309e-97,9.993809703667562e-15,4.3280811885441914e-18,8.125330732481159e-39
2.489517660818602e-18,0.3620321242493034,3.76,0.0,1.0028055213481248,0.9999999999756805,1.4490978221811181e-39,9.892316298840123e-29,2.0537807453972664e-25,1.0153355230110052e-21,8.656279786989717e-18,7.995674226446949e-16,2.666441417953473e-29,4.254201948337657e-41,8.054981838605696e-36,7.22014803092009e-50,4.233067109848533e-76,2.66212077060292e-29,1.9987890514226273e-14,4.262119987102759e-29,1.478336706324072e-38,6.39642879371383e-34,2.1599323901869627e-49,7.347126986171588e-29,1.2889004855457454e-61,9.87939312970226e-29,4.8771919201205695e-28,9.94432736649586e-43,7.077583424091897e-35,9.792435930576439e-43,8.288859764916405e-46,3.1623919416557176e-59,1.0286181612972579e-57,9.441604287461669e-39,1.919546079038028e-44,1.9526987184595118e-39,6.744698809654373e-47,2.0290464551477952e-45,7.995674226529162e-16,1.292653772792267e-28,1.6234816078591678e-34,3.624253649992526e-31,4.788832660785877e-30,2.6543258460201306e-29,1.9643674306301092e-25,5.818706312910129e-29,1.2127780418208447e-33,7.861257466674063e-32,2.431872000668137e-11,1.5538190563029537e-43,6.007372025856026e-65,2.7411670317777546e-44,1.1788612575661461e-51,2.694774490808334e-51,1.266318407229236e-60,1.0534129957634469e-62,3.7460570472565165e-53,6.161533954785477e-57,2.0435302357605201e-91,5.106033735673361e-33,4.620432184341021e-44,1.4997200599404308e-70,2.103097601830325e-74,7.943985483367914e-76,1.6783802845414628e-70,6.901527586848447e-68,7.736919433946718e-96,1.9987890514029203e-14,8.656279786989356e-18,6.500412201599795e-38
4.979069088339508e-18,0.36203212424930464,3.76,0.0,1.002805521348104,0.9999999999513606,1.1592920276137174e-38,3.9569668138893653e-28,8.037107062003761e-25,2.0306850819148904e-21,1.7312676983880406e-17,1.599145690238618e-15,1.0665874170680525e-28,3.403401949922804e-40,6.444061947378914e-35,5.7761869533008425e-49,1.3546939089919367e-74,1.064859455685041e-28,3.997605213524456e-14,1.7048653376001103e-28,5.913411426712251e-38,2.5585975441196568e-33,1.7279732684240427e-48,2.9388806902702625e-28,2.0622757563616955e-60,3.9517974668872828e-28,1.950896613563329e-27,7.955556308513046e-42,2.83108028745982e-34,7.834072710152054e-42,6.631192742925963e-45,5.059912892334307e-58,1.6458169613672484e-56,3.777054117846623e-38,1.5356611629057438e-43,7.810885413795745e-39,5.395844432781197e-46,1.6232628504882464e-44,1.5991456902536935e-15,5.170667685832087e-28,6.493992523825241e-34,1.4497162170284182e-30,1.9155525448637998e-29,1.0617411323812293e-28,7.857549653205029e-25,2.327506186409576e-28,4.851161475314476e-33,3.1445349518876587e-31,4.863776943057401e-11,1.2430699877848664e-42,9.611958120888236e-64,2.1929683267636818e-43,9.431058387251679e-51,2.1558480301751925e-50,1.046966974907682e-59,1.6855018488681944e-61,2.9968991088500994e-52,9.85862146910141e-56,1.3078952610185484e-89,2.0424344456688773e-32,3.696404242167359e-43,4.799216265241643e-69,6.730079647268162e-73,2.542138613380474e-74,5.37094236724228e-69,2.2085404026351679e-66,4.951764395487552e-94,3.997605213445627e-14,1.7312676983878964e-17,5.200380795535348e-37
9.958171943381322e-18,0.36203212424930714,3.76,0.0,1.0028055213480624,0.9999999999027209,9.274391438429808e-38,1.5827948096352666e-27,3.1792392783455212e-24,4.0613849927381416e-21,3.4625471377661055e-17,3.19830222535115e-15,4.266371368049659e-28,2.72273771644934e-39,5.1552801472912755e-34,4.620976946871668e-48,4.335614790130657e-73,4.259462008480122e-28,7.995237537727872e-14,6.8194960357722795e-28,2.3653801592983056e-37,1.0234442225183744e-32,1.382389572896115e-47,1.1755582552489946e-27,3.299669230313023e-59,1.5807270389077414e-27,7.803626145119718e-27,6.364482812391588e-41,1.1324523699244455e-33,6.267307754545203e-41,5.304996167215291e-44,8.095929254330113e-57,2.6333294605127013e-55,1.5111285206891684e-37,1.2285386496768915e-42,3.124378923768689e-38,4.316709702366467e-45,1.2986205549675353e-43,3.1983022253758326e-15,2.0682775908188783e-27,2.5976102472649083e-33,5.798894440729051e-30,7.662249107826023e-29,4.246986077787347e-28,3.143035847162763e-24,9.310071975926973e-28,1.9404744274165863e-32,1.25782036021507e-30,9.727586698531254e-11,9.944618754547242e-42,1.537926310048443e-62,1.7543885419885092e-42,7.54498172190148e-50,1.7246932217925628e-49,8.91819234887413e-59,2.696860855539755e-60,2.397562160972311e-51,1.577392805719527e-54,8.370644576887052e-88,8.169780733613962e-32,2.9571467955589457e-42,1.5357671216357867e-67,2.1536719362887e-71,8.135019377419927e-73,1.718721629211331e-67,7.067411739322401e-65,3.169172717303888e-92,7.995237537412551e-14,3.462547137765529e-17,4.160312229881316e-36
1.991637765346495e-17,0.3620321242493121,3.76,0.0,1.0028055213479792,0.9999999998054415,7.419535458109345e-37,6.3311956081203414e-27,1.2645749656070986e-23,8.122787986446752e-21,6.925106016521944e-17,6.3966152952749546e-15,1.706552887111049e-27,2.1781966356289503e-38,4.124236351367016e-33,3.696792467421595e-47,1.3877570253712883e-71,1.7037911531543145e-27,1.599050218613374e-13,2.727805351158282e-27,9.461573160935282e-37,4.093787296001844e-32,1.1059160664982153e-46,4.7022449789360005e-27,5.279493303583887e-58,6.3229243328987406e-27,3.121458395966478e-26,5.091601354920129e-40,4.529936960406602e-33,5.013866037911464e-40,4.244013723237536e-43,1.295354170024462e-55,4.2133449931378034e-54,6.046922973438373e-37,9.828348065500779e-42,1.2497618413151247e-37,3.4533814273744626e-44,1.0389005537413518e-42,6.3966152953024456e-15,8.273131376347381e-27,1.0390467618174421e-32,2.3195637375648606e-29,3.064907402500704e-28,1.698798708952993e-27,1.2572175357865187e-23,3.7240381625191014e-27,7.761917189417079e-32,5.0312940909121864e-30,1.9455205692260284e-10,7.95571835407088e-41,2.4606924414211284e-61,1.4035163857391274e-41,6.036147672204488e-49,1.3797659726249046e-48,8.002428615502813e-58,4.315103855032976e-59,1.9181012549608138e-50,2.5238391832613592e-53,7.078673528282714e-86,3.2679217220152897e-31,2.365726803242859e-41,4.914483275705269e-66,6.891950450974393e-70,2.6032822245369684e-71,5.499941317681519e-66,2.26158486581425e-63,2.680025273379563e-90,1.5990502184872455e-13,6.925106016519636e-17,3.3282323089422336e-35
3.98327890736322e-17,0.36203212424932213,3.76,0.0,1.0028055213478129,0.9999999996108827,5.9356376419033686e-36,2.5324816782753856e-26,5.044058333038089e-23,1.6245606662113785e-20,1.3850223774032453e-16,1.2793241433917529e-14,6.82622022764452e-27,1.7425598932448152e-37,3.299393970896008e-32,2.9574382678267147e-46,4.443096276971462e-70,6.815189412988401e-27,3.198103148294163e-13,1.0911235276423827e-26,3.7846568466946164e-36,1.6375169965200485e-31,8.847346563176118e-46,1.8809003828703704e-26,8.447207687958743e-57,2.5291730269579795e-26,1.2485849457541919e-25,4.073287123907294e-39,1.812069856948666e-32,4.011100763462767e-39,3.3952176947912785e-42,2.072571060888921e-54,6.741366268915605e-53,2.4206870823442795e-36,7.86269398450958e-41,4.9991104700868085e-37,2.762710612858622e-43,8.311220867765394e-42,1.2793241433885017e-14,3.309256737200381e-26,4.1561924959677005e-32,9.278267246715335e-29,1.2259644918191044e-27,6.795203136905344e-27,5.028876534901203e-23,1.489617080295018e-26,3.104770615821561e-31,2.012520079260848e-29,3.891044161084387e-10,6.364583718560875e-40,3.9371159801101523e-60,1.1228153292886479e-40,4.8291563193148135e-48,1.1038260979647813e-47,7.790520275796562e-57,6.90452389540285e-58,1.5345566170175835e-49,4.038151240627278e-52,4.547577972266083e-84,1.3071712452126576e-30,1.8925851989676722e-40,1.5726391295730394e-64,2.205536784171026e-68,8.330930571688299e-70,1.759986351569382e-64,7.237092193900618e-62,1.721738380735021e-88,3.1981031477896484e-13,1.385022377402322e-16,2.662546038285198e-34
7.966561191396669e-17,0.3620321242493423,3.76,0.0,1.00280552134748,0.9999999992217654,4.7485143876219163e-35,1.0129934872026672e-25,2.0147750223538277e-22,3.249129476645837e-20,2.770045928904879e-16,2.5586493706382543e-14,2.7304898264254786e-26,1.3940489480926546e-36,2.639517126848403e-31,2.365952219678497e-45,1.4232409054192076e-68,2.7260904059400076e-26,6.396209007654196e-13,4.36449688339043e-26,1.5138819178316644e-35,6.550072117771734e-31,7.077885100519595e-45,7.523606311718521e-26,1.3515548222587797e-55,1.0116699162167749e-25,4.9943429560106625e-25,3.258632111849705e-38,7.249026186502482e-32,3.208883783080024e-38,2.716176842959794e-41,3.3161172001050183e-53,1.0786197437583655e-51,9.698073033823678e-36,6.290161376209221e-40,1.999690857963767e-36,2.2101706862823815e-42,6.648983267326697e-41,2.558649370596753e-14,1.323703519446806e-25,1.6624781864225288e-31,3.71130965709563e-28,4.903860860460041e-27,2.7180827113079267e-26,2.0115518906363671e-22,5.958471478601875e-26,1.2419088696201881e-30,8.050084505900276e-29,7.782090517251492e-10,5.091670101157897e-39,6.299391379390118e-59,8.982531514447545e-40,3.863697549979884e-47,8.83080225174994e-47,8.454131483877245e-56,1.1048345337245799e-56,1.2277635429515108e-48,6.461048797664839e-51,2.910626080278664e-82,5.228695459190538e-30,1.5140696771616617e-39,5.032451856557412e-63,7.05841376710306e-67,2.666161966709424e-68,5.631964489429389e-63,2.3158725590181375e-60,1.1019792656544546e-86,6.396209005636137e-13,2.770045928901185e-16,2.1299683997798268e-33
1.5933125759463569e-16,0.3620321242493825,3.76,0.0,1.0028055213468146,0.9999999984435309,3.798814122031882e-34,4.051976611697002e-25,8.053403453184855e-22,6.498287398727954e-20,5.540093031906285e-16,5.1172998232032014e-14,1.0921962772651335e-25,1.115239571231862e-35,2.111614472266099e-30,1.8927622384858413e-44,4.563643301372999e-67,1.0904468350603916e-25,1.2792420726368093e-12,1.7457993066894802e-25,6.055675341320992e-35,2.6200296538077244e-30,5.662312240418293e-44,3.0094434788490335e-25,2.1624893734167014e-54,4.0466814491300364e-25,1.997737815608764e-24,2.60690664934312e-37,2.9002051168487795e-31,2.5671082938739e-37,2.172942550248992e-40,5.305790295432631e-52,1.7257924972841508e-50,3.89148528901843e-35,5.0321315376124536e-39,7.999129163417252e-36,1.7681374396001635e-41,5.319189239867219e-40,5.1172998229802024e-14,5.294815624792227e-25,6.649915908123795e-31,1.4845246538138508e-27,1.961544788056331e-26,1.0872332128934007e-25,8.04621010249115e-22,2.3833888444014033e-25,4.9676357273061945e-30,3.220034082581661e-28,1.5564179919388663e-09,4.0733365509459026e-38,1.0079028782838844e-57,7.18602875935989e-39,3.091550592970707e-46,7.064943490302256e-46,1.0318047237078728e-54,1.7680865175838907e-55,9.823989406901022e-48,1.033768344551989e-49,1.8628036675798956e-80,2.0914845717627063e-29,1.211256373623411e-38,1.610385318344673e-61,2.259133908377505e-65,8.533394059671463e-67,1.8022299151056416e-61,7.410795524555129e-59,7.052678568253679e-85,1.2792420718295854e-12,5.540093031891504e-16,1.7038633451501434e-32
2.389969032753047e-16,0.3620321242494227,3.76,0.0,1.002805521346149,0.9999999976652968,1.0862237140554995e-33,8.61045312364546e-25,1.7109921926048447e-21,9.74746562203226e-20,8.310140134905829e-16,7.675950273840095e-14,2.3209173054583334e-25,3.1888884512166785e-35,6.037898186193291e-30,5.412117148760869e-44,2.1368859981984962e-66,2.317214907374323e-25,1.9188632445075817e-12,3.7098238709092036e-25,1.2868557261384197e-34,5.567563496070809e-30,1.680999074571904e-43,6.395067986422522e-25,8.181142069396201e-54,8.599199614052654e-25,4.245193252064582e-24,7.45412439870248e-37,6.163938352922219e-31,7.621103814888426e-37,6.450917552791007e-40,2.0072884959650653e-51,6.529024400827512e-50,8.290087071039542e-35,1.493913899122374e-38,1.699876394640858e-35,5.249158787386879e-41,1.5791345265014755e-39,7.675950273330602e-14,1.1251484053894165e-24,1.413107439530707e-30,3.1546156527027895e-27,4.1682828001435393e-26,2.310370474164878e-25,1.7098198039003e-21,5.064701026266345e-25,1.0556224952839274e-29,6.84257197291099e-28,2.3346266011330195e-09,1.164719609989997e-37,3.8130984752818096e-57,2.1333525868005923e-38,8.84099607933332e-46,2.0201877360923226e-45,3.607110382733665e-54,6.741511427060492e-55,2.8093941333642943e-47,3.910955257365513e-49,9.24415246973172e-80,4.444413536213475e-29,3.5959168420614207e-38,7.704373657208183e-61,1.0603823123838649e-64,4.005367310207164e-66,8.622192974434748e-61,3.545458169353708e-58,3.499887676818222e-84,1.918863242792231e-12,8.310140134874412e-16,4.8718008663630264e-32
3.1866254895597367e-16,0.3620321242494629,3.76,0.0,1.0028055213454836,0.999999996887063,2.291160901082174e-33,1.468842392476494e-24,2.9184330430246198e-21,1.299666414656774e-19,1.1080187237903522e-15,1.0234600722548936e-13,3.9592120669023822e-25,6.726289653013982e-35,1.2735676587312647e-29,1.1415722363500864e-43,6.899083333508865e-66,3.95292003384499e-25,2.558484416377738e-12,6.328523379666673e-25,2.1952655239228905e-34,9.497608721018757e-30,3.662808707185366e-43,1.0909234151881069e-24,2.12955217539988e-53,1.4669224737129408e-24,7.241800603460237e-24,1.572290800757486e-36,1.0516621832456407e-30,1.6605985369736765e-36,1.4056198977754936e-39,5.2249609378030345e-51,1.6995014698120913e-49,1.4176335650223078e-34,3.2551593502873115e-38,2.899891300093056e-35,1.1437641655840138e-40,3.4408512832693576e-39,1.0234600721647954e-13,1.9193708716617284e-24,2.410595456540462e-30,5.3814041715415285e-27,7.110600004102395e-26,3.941219912215015e-25,2.9167515687266716e-21,8.639783361899019e-25,1.800767567245697e-29,1.1672621633252164e-27,3.11283487930775e-09,2.4567307829443623e-37,9.925466459078987e-57,4.648463359925171e-38,1.8650431963068232e-45,4.2612729803768475e-45,8.93633851207322e-54,1.8140610262603176e-54,5.926527584282396e-47,1.0180192987322879e-48,3.9106207382529893e-79,7.581660194828845e-29,7.835312287560666e-38,2.549881719570909e-60,3.305839426057444e-64,1.2487110065474645e-65,2.853648740346906e-60,1.1734242622342105e-57,1.4805828198243327e-83,2.558484413451551e-12,1.1080187237849913e-15,1.027568778389986e-31
4.779938403173117e-16,0.36203212424954334,3.76,0.0,1.0028055213441527,0.999999995330596,6.257873059698872e-33,3.041052838894639e-24,6.0415950536384754e-21,1.9495108841413185e-19,1.662028144389456e-15,1.5351901615441599e-13,8.197046064833275e-25,1.837158411449738e-34,3.4785084304998204e-29,3.1179876547969135e-43,3.802880225883081e-65,8.184101535797956e-25,3.8377267601166e-12,1.3102404404911074e-24,4.545175615127086e-34,1.9663593176698653e-29,1.0632004583219381e-42,2.2586184652049605e-24,7.815219102427699e-53,3.0370771915293814e-24,1.4993228978551985e-23,4.294414029134637e-36,2.177972395621632e-30,4.820205655154077e-36,4.0800750789033614e-39,1.917487089779956e-50,6.236931091822397e-49,2.948226544317056e-34,9.448720751248503e-38,6.004247964290112e-35,3.3199948218312333e-40,9.98773059477833e-39,1.5351901613511214e-13,3.9738136675578486e-24,4.990833061342213e-30,1.1141516853150821e-26,1.4721593372269982e-25,8.159793861971946e-25,6.0387639038936795e-21,1.788757083380005e-24,3.7282596272751967e-29,2.4166675632519873e-27,4.669250658775328e-09,6.710092573523275e-37,3.6425012617804153e-56,1.3493056194681073e-37,5.095105488939234e-45,1.1639411695734217e-44,3.097885249346453e-53,7.339266426194639e-54,1.6190656926988137e-46,3.735986107367919e-48,3.522442740857514e-78,1.569691076970308e-28,2.2743486593377742e-37,1.487773998086185e-59,1.629184066253137e-63,6.15391250648268e-65,1.6650131110884494e-59,6.846553285320514e-57,1.333616465261841e-82,3.8377267540583026e-12,1.6620281443783522e-15,2.806449198731579e-31
6.373251316786497e-16,0.3620321242496237,3.76,0.0,1.0028055213428217,0.9999999937741303,1.3093567271166824e-32,5.172036278002312e-24,1.0274542854266629e-20,2.599362819120085e-19,2.216037564987882e-15,2.046920250124413e-13,1.3941028754664581e-24,3.8439500353796397e-34,7.278203375609112e-29,6.523872702034745e-43,1.2220314694211725e-64,1.3919146726528688e-24,5.1169691038531956e-12,2.228375868287012e-24,7.730419625778674e-34,3.344262225788662e-29,2.325099697823671e-42,3.841318531142625e-24,2.0265527574365865e-52,5.16527361135574e-24,2.5499556120706828e-23,8.985350872080315e-36,3.705244624162357e-30,1.054124656671876e-35,8.922655083212637e-39,4.972187785476978e-50,1.6172829950203337e-48,5.036534537371681e-34,2.0663282321742455e-37,1.0212316499012914e-34,7.260454589150627e-40,2.1842041267857774e-38,2.046920249789824e-13,6.758416231419544e-24,8.488101980820713e-30,1.8948806601796854e-26,2.5037572794572745e-25,1.3877669712418514e-24,1.0270355977747094e-20,3.0422067173909452e-24,6.340791572614769e-29,4.110117701795671e-27,6.225665220967599e-09,1.4039755835280133e-36,9.445268866789005e-56,2.950779333212171e-37,1.0662806856554663e-44,2.43546260948136e-44,7.768380031041202e-53,1.9884058352453845e-53,3.3883067418921116e-46,9.687689463857243e-48,1.3894218317278611e-77,2.6696408434134895e-28,4.973742783085536e-37,4.950002820802788e-59,5.112799307585484e-63,1.9312587498835214e-64,5.539700204796733e-59,2.2779305274153296e-56,5.260428538677867e-82,5.1169690935496165e-12,2.2160375649689884e-15,5.8717337319442555e-31
