Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),H(5),O(6),H2(7),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),CH2O(19),F(37),HF(38),CHF(40),CHF3(41),CF2(42),CF3(44),CHFO(46),CF3O(47),CF2O(48),CF(49),CFO(50),CHFCF2(54),CH2CF2(56),CF2CF2(60),CHF2-CH2(63),CH3-CF2(64),CHF2-CHF(66),CH2F-CF2(67),CHF2-CF2(68),CHFCF[Z](71),CF2CH(72),CHF2(81),[O]OC(F)F(128),FC(F)C(F)F(130),FC1OO1(136),[O]C([O])F(138),CHO2(142),CFO2(143),[O]C(F)F(146),[O]O[C](F)F(147),CF2O2(152),O2(176),O[C](F)F(220),C2F4O2(252),F[C]C(F)F(276),FC1OC1(F)F(286),C2HF4O2(406),CF3O2(416),C3H2F5(444),C2HF3O(467),C2H2F3O2(603),C2HF2O3(899),FC1(F)OO1(932),C2H2F3(962),C2HF2O(1007),C3H2F5O2(1017),C3H2F5O2(1096),C3H3F4(1175),FC1(F)CO1(1224),C2HF2O3(2126),CHF(88),CF2(89),OO[C](F)F(503),F[C]C(F)F(182)
1.732922538214425e-20,0.31041889504730125,3.76,0.0,0.8694033571030068,0.9999999999996175,5.347551005515256e-45,3.80524876260368e-32,1.1276814593703511e-27,2.477093370102127e-22,7.700881093328948e-19,2.988928853621959e-17,1.9246677147092483e-32,3.6018756169534774e-46,3.9128922493569754e-41,4.303676573281909e-54,9.30669293071627e-84,8.612071759268791e-33,9.921249845400297e-16,4.293404974169966e-32,1.616658763084077e-40,2.4049071013040415e-36,4.750255906726311e-53,3.080730674989637e-32,3.778166136483105e-67,3.753038501787788e-32,5.612679889625247e-31,1.0921935629470125e-46,1.9600398390469583e-37,1.618424541276995e-47,3.019365322361594e-50,2.2833155256973996e-65,6.464821605948964e-64,8.303561698520472e-41,3.853146483124801e-49,4.324647953382673e-42,1.2074371116802762e-50,3.4186662796538076e-49,2.988928853723851e-17,3.113021142201549e-32,3.0061529564689447e-37,2.5614873990812498e-34,3.1772457842731606e-33,8.538710523814551e-33,1.0813256400975235e-28,3.627351874737167e-32,2.5473917801006316e-36,1.4141235697728455e-34,3.824343864862242e-13,2.5324866040618628e-48,2.5920964890962293e-71,7.471138748352397e-49,2.9437247789481063e-55,4.085876794941881e-56,3.086265739390725e-64,9.45220119622865e-69,8.85871914305694e-57,6.978734049267394e-64,1.4871455857429564e-76,1.0386443996092743e-35,7.411035414402335e-49,2.6433154714462e-62,9.869951996084558e-83,4.257656837663462e-84,9.428565274421165e-79,4.4351737487826754e-76,2.1112610989047004e-80,9.92124984539921e-16,7.700881093328943e-19,2.0403719158034894e-43,3.475240054856693e-37
3.467350656392547e-20,0.3104188950473013,3.76,0.0,0.8694033571030058,0.9999999999992347,4.2812923451316666e-44,1.5230911817843497e-31,2.472873490679712e-27,4.956338864385529e-22,1.540845278708649e-18,5.98045451771479e-17,7.703686687657294e-32,2.883690588136512e-45,3.132693005483159e-40,3.445558078140198e-53,2.9818195122468123e-82,3.4470730898524577e-32,1.9851119369206654e-15,1.7184808832949497e-31,6.470848205295553e-40,9.625895773972782e-36,3.804057335562285e-52,1.2330951315800895e-31,6.051631920565632e-66,1.5021934708696658e-31,2.2465346624423073e-30,8.744189508006589e-46,7.845267676402405e-37,1.2960522330768272e-46,2.4179410357904232e-49,3.657273019505768e-64,1.0354949795283855e-62,3.3235893838208204e-40,3.0856421884343667e-48,1.7309862391269614e-41,9.669287909500957e-50,2.7377049436967555e-48,5.980454517918547e-17,1.2460197335900557e-31,1.2032446086793016e-36,1.0252625025497424e-33,1.2717263278253177e-32,3.4177094615265116e-32,4.3281205763331335e-28,1.4518860649800598e-31,1.0196205814228163e-35,5.660179591174645e-34,7.652010356337842e-13,2.0275291433513312e-47,4.1518591270595585e-70,5.982970358825053e-48,2.3567698205165912e-54,3.271185862682051e-55,2.4713577934813693e-63,1.5141122571529034e-67,7.092362055710896e-56,1.1178102636754582e-62,4.764205726284868e-75,4.1572843862280886e-35,5.934838848035855e-48,4.233897350536019e-61,3.1621828624406997e-81,1.364088634972174e-82,3.0216572508592957e-77,1.4213800855380707e-74,6.763616362523089e-79,1.98511193692023e-15,1.5408452787086476e-18,1.633538151231625e-42,1.3910016956508635e-36
6.93620689274879e-20,0.3104188950473014,3.76,0.0,0.8694033571030038,0.9999999999984691,3.4263350494910024e-43,6.094348647638708e-31,5.8131321491557504e-27,9.91482985702677e-22,3.0823596174601546e-18,1.196350584589616e-16,3.0824781267212366e-31,2.3078288829476965e-44,2.5071064937373106e-39,2.7574936378148857e-52,9.547715937926556e-81,1.3792782503850192e-31,3.9710858416819315e-15,6.876161958183239e-31,2.5891821640387854e-39,3.851612140555871e-35,3.0447876656766e-51,4.933986707106646e-31,9.687866950114725e-65,6.010730581837018e-31,8.98906489667052e-30,6.998009144092186e-45,3.13912921125984e-36,1.037367083079057e-45,1.935332818495194e-48,5.854813184130096e-63,1.6576912978402285e-61,1.3298692583098033e-39,2.469764362385604e-47,6.926199846481353e-41,7.739348647971635e-49,2.1912732647652837e-47,1.1963505846303287e-16,4.985701950112871e-31,4.8145457335716626e-36,4.1023854767377785e-33,5.088561811298286e-32,1.3675289617372298e-31,1.7318119943428425e-27,5.8094354283350895e-31,4.0798104424043407e-35,2.2648091087651878e-33,1.5307343337638758e-12,1.6226395219050549e-46,6.646580453162921e-69,4.788801215639966e-47,1.8861322655979838e-53,2.6179429322811773e-54,1.9785874080971457e-62,2.42398872564995e-66,5.676045575588287e-55,1.7894672277835862e-61,1.5254007306669392e-73,1.6634552677538285e-34,4.750276460110949e-47,6.777911932715567e-60,1.0125067154932317e-79,4.367707235995465e-81,9.676535563781579e-76,4.5518183580466455e-73,2.165570912403847e-77,3.971085841680189e-15,3.0823596174601485e-18,1.3073269596051461e-41,5.5658186463134886e-36
1.3873919365461277e-19,0.31041889504730175,3.76,0.0,0.8694033571029997,0.9999999999969379,2.7415886216690828e-42,2.4381363010988947e-30,1.5093147849523292e-26,1.9831811858607e-21,6.1653882949631506e-18,2.392960850224172e-16,1.2331919696088548e-30,1.8466137462538545e-43,2.0060661121130426e-38,2.2064138697275752e-51,3.0562154343313674e-79,5.51801123266638e-31,7.943033651204435e-15,2.7509125320458757e-30,1.0358414749626226e-38,1.5408956581261068e-34,2.436447002098542e-50,1.973915964760176e-30,1.550479302024841e-63,2.4046836286054046e-30,3.596211291416205e-29,5.599470557514567e-44,1.2558562901637927e-35,8.301038364308155e-45,1.5486583464874043e-47,9.370242900967114e-62,2.653025746026197e-60,5.32034769059063e-39,1.9763118567001606e-46,2.770931086451472e-40,6.193046629414302e-48,1.753462444101864e-46,2.392960850305417e-16,1.9946054293711477e-30,1.9261317979569522e-35,1.6412213222231886e-32,2.0357560715610193e-31,5.4710063271599945e-31,6.928375665597332e-27,2.324152458440978e-30,1.6321898377852289e-34,9.060711188276897e-33,3.061800929363943e-12,1.2983581527620323e-45,1.0637414224612743e-67,3.8320111808550435e-46,1.5091926039151458e-52,2.0947522020622743e-53,1.5843708945486976e-61,3.879510065338138e-65,4.5416995182188483e-54,2.863924430487594e-60,4.882650592783167e-72,6.654904263194505e-34,3.80118355593673e-46,1.084760086780501e-58,3.24099531464768e-78,1.398086398183542e-79,3.0976490526971183e-74,1.4571264405021591e-71,6.931769394763155e-76,7.943033651197466e-15,6.165388294963127e-18,1.0460601519359239e-40,2.2266898829473035e-35
2.7749344310886247e-19,0.31041889504730213,3.76,0.0,0.8694033571029914,0.9999999999938756,2.1934791547953794e-41,9.753338956358322e-30,4.4051172783809946e-26,3.9665775926958424e-21,1.2331445649969084e-17,4.786181381486411e-16,4.933169344859002e-30,1.4774312679439027e-42,1.6050052728052836e-37,1.7652986972126116e-50,9.781423180957632e-78,2.207384211534185e-30,1.5886929270249335e-14,1.10045456894761e-29,4.1437032141487e-38,6.164084271933259e-34,1.94940437968259e-49,7.896306468623835e-30,2.4811034031907545e-62,9.61951736551376e-30,1.438601591449699e-28,4.4800017883168074e-43,5.023835588330841e-35,6.641671473948147e-44,1.239083533018563e-46,1.4994422375909409e-60,4.245417011166907e-59,2.128316039596997e-38,1.581249656438039e-45,1.108462755076123e-39,4.955064464658314e-47,1.4029475098682506e-45,4.786181381648157e-16,7.979071061848799e-30,7.705154246364142e-35,6.5654195913683e-32,8.14368702629629e-31,2.188580638887071e-30,2.7715758199334483e-26,9.297366458197996e-30,6.529290707757446e-34,3.6245794458139873e-32,6.123934117923616e-12,1.0387851463139014e-44,1.7022171480177424e-66,3.06599707539893e-45,1.207469078403439e-51,1.675961040173234e-52,1.2695378110033526e-60,6.208120155309735e-64,3.6337056762449175e-53,4.582900670102823e-59,1.562667143733818e-70,2.662178368238729e-33,3.041331847164215e-45,1.7358515143955518e-57,1.0372745731621518e-76,4.474549739802269e-78,9.91432963941525e-73,4.66367609976202e-70,2.2184770497431784e-74,1.5886929270221453e-14,1.2331445649968985e-17,8.369275099179468e-40,8.907484432717216e-35
5.5500194201736195e-19,0.31041889504730297,3.76,0.0,0.869403357102975,0.9999999999877508,1.7548666350827114e-40,3.9014943476696797e-29,1.4355919678570706e-25,7.933370432442521e-21,2.4663560359980712e-17,9.572622443983402e-16,1.9733480340819375e-29,1.1820011257256113e-41,1.2840651747257693e-36,1.41230600150146e-49,3.130313249359353e-76,8.829896771462767e-30,3.1774720508338707e-14,4.4019973944041327e-29,1.6575488081923298e-37,2.4657340401499276e-33,1.55962222105885e-48,3.158651113931235e-29,3.970034680284355e-61,3.847963524880642e-29,5.7546405238735895e-28,3.584171576618522e-42,2.009617273571767e-34,5.313673512666617e-43,9.913295725807933e-46,2.3992702903558067e-59,6.793127904453872e-58,8.513640653892848e-38,1.2650797983473876e-44,4.434032343717912e-39,3.964302451732338e-46,1.1224290340589677e-44,9.572622444303889e-16,3.191758297812975e-29,3.0821871145787885e-34,2.6262747019436276e-31,3.257607362267038e-30,8.75467877865588e-30,1.1086754403081306e-25,3.7190979106250127e-29,2.611822555914171e-33,1.4498907736101998e-31,1.2248200484481122e-11,8.310675679577502e-44,2.7237321451887282e-65,2.452952922071844e-44,9.660216896011451e-51,1.340832737396722e-51,1.0187518019945916e-59,9.93372009086673e-63,2.90710425578215e-52,7.333138372519513e-58,5.000885212436251e-69,1.0649146887079361e-32,2.4332194885359494e-44,2.777550736842235e-56,3.319529863989816e-75,1.4319642985556222e-76,3.1728819431857364e-71,1.4925158042829212e-68,7.099623946440636e-73,3.177472050822719e-14,2.466356035998032e-17,6.695736788681481e-39,3.5631387588043287e-34
1.110018939834361e-18,0.31041889504730474,3.76,0.0,0.8694033571029423,0.9999999999755013,1.4039266395555267e-39,1.5606294999234917e-28,5.0894314131573655e-25,1.5866956216241442e-20,4.932778978000302e-17,1.9145504568867433e-15,7.89355273142071e-29,9.456233457237704e-41,1.0272765229923426e-35,1.1298716187353074e-48,1.001749432331037e-74,3.5320310754080994e-29,6.355030298451575e-14,1.7608347821042527e-28,6.630330738410842e-37,9.86313682627362e-33,1.2477372651145211e-47,1.263486151317554e-28,6.352270884412759e-60,1.5392167285502473e-28,2.3019030419750236e-27,2.867405321427475e-41,8.038642772019828e-34,4.251073347607585e-42,7.930887573043433e-45,3.838962636970614e-58,1.0869373208752059e-56,3.4055496070507684e-37,1.0120958687394457e-43,1.7736497436109647e-38,3.171542316838922e-45,8.979716385715567e-44,1.9145504569496364e-15,1.2767292938634556e-28,1.232899930013039e-33,1.0505312551142388e-30,1.3030694549432857e-29,3.501942752854492e-29,4.434791987425196e-25,1.4876694279146493e-28,1.0447502754694411e-32,5.799681079777645e-31,2.4496733175348758e-11,6.64869833802806e-43,4.358119196389402e-64,1.9624244442376858e-43,7.728366050351193e-50,1.0726920574193094e-50,8.19938243352147e-59,1.5894548979408002e-61,2.3257413444105562e-51,1.173341925010786e-56,1.6003393260617238e-67,4.259745497418896e-32,1.9466371977317937e-43,4.444231835240725e-55,1.0622907099132865e-73,4.582463333114485e-75,1.0153696574568594e-69,4.776273703245718e-67,2.2719592477601916e-71,6.355030298406964e-14,4.9327789780001456e-17,5.356714740291931e-38,1.4252845014771435e-33
2.2200529354683585e-18,0.31041889504730813,3.76,0.0,0.8694033571028768,0.9999999999510023,1.1231546541796404e-38,6.242581580091314e-28,1.90518261642426e-24,3.1734128201061546e-20,9.865624862004388e-17,3.8291268818195705e-15,3.1574532118386398e-28,7.56507654749354e-40,8.218309717575724e-35,9.039080210658385e-48,3.2057276944048066e-73,1.4128272080385866e-28,1.271014679368631e-13,7.043410777596831e-28,2.6521597632725573e-36,3.945294863480142e-32,9.982056078591692e-47,5.053996017146759e-28,1.0163805735359113e-58,6.156929570398267e-28,9.207705833400255e-27,2.293951481445213e-40,3.215497923319558e-33,3.40091249384127e-41,6.344810457043135e-44,6.142444357642534e-57,1.7391291986101267e-55,1.3622529481697418e-36,8.096895069000657e-43,7.094676913723626e-38,2.5372739968861597e-44,7.183886755470442e-43,3.829126881940535e-15,5.106969122682039e-28,4.931649893088595e-33,4.202167776527318e-30,5.212330834036523e-29,1.4007913459488684e-28,1.7739348403027908e-24,5.950738220780028e-28,4.179043593768812e-32,2.3198960233221323e-30,4.899379838809453e-11,5.3190217674523175e-42,6.973108902438248e-63,1.5699643983752965e-42,6.18278076848546e-49,8.58164480622236e-50,6.638264034334993e-58,2.5431802360466305e-60,1.860619535571166e-50,1.8773789087907114e-55,5.121175535132193e-66,1.7039155942148181e-31,1.5573344024444352e-42,7.110891463187856e-54,3.3994022300297595e-72,1.4664193415770845e-73,3.2492588011959583e-68,1.52844328278181e-65,7.270396930469384e-70,1.2710146793507859e-13,9.865624862003761e-17,4.285419712199952e-37,5.701196004701241e-33
4.440120926736354e-18,0.3104188950473152,3.76,0.0,0.8694033571027457,0.9999999999020044,8.985290760118021e-38,2.497045394669212e-27,7.359547910383337e-24,6.346847383959086e-20,1.9731316630011053e-16,7.658279731509303e-15,1.2629877085908102e-27,6.052097150806349e-39,6.574686786956347e-34,7.231307055854848e-47,1.0258860970138296e-71,5.651340823095538e-28,2.5420379784153065e-13,2.817378640823963e-27,1.0608696921469102e-35,1.5781259716048626e-31,7.985708049938459e-46,2.021608689222815e-27,1.626222703552778e-57,2.462784374209561e-27,3.6831010663957115e-26,1.835172074768846e-39,1.286212195198403e-32,2.7207515214502192e-40,5.075888525572389e-43,9.827994279647853e-56,2.7826303053694215e-54,5.449193492519863e-36,6.47756729823984e-42,2.837889814521461e-37,2.029835255991522e-43,5.747154863268728e-42,7.658279731731945e-15,2.0427980363961125e-27,1.9726699952688582e-32,1.6808756674760824e-29,2.084942931489264e-28,5.603193844750905e-28,7.095775451505646e-24,2.3803073751928337e-27,1.6716259241676572e-31,9.279631229389911e-30,9.79879281376281e-11,4.255242618447345e-41,1.1157068714805317e-61,1.255981455928486e-41,4.946277248358953e-48,6.865366984797504e-49,5.436531869840873e-57,4.069145182882415e-59,1.488511466667337e-49,3.0038317169287884e-54,1.638790520195977e-64,6.81569754011243e-31,1.2458773815291743e-41,1.1377522762193675e-52,1.087824138352443e-70,4.692608649907413e-72,1.0397749590222135e-66,4.891075596858983e-64,2.326547391562843e-68,2.5420379783439243e-13,1.9731316630008549e-16,3.428351410768366e-36,2.280490003583147e-32
8.880256909272344e-18,0.3104188950473292,3.76,0.0,0.8694033571024837,0.9999999998040084,7.188254268732531e-37,9.988207475972338e-27,2.891582386965499e-23,1.269371717922062e-19,3.9462700166018347e-16,1.5316585430185088e-14,5.051963681884089e-27,4.841692085642306e-38,5.2597650334643165e-33,5.785062772042521e-46,3.283128769029594e-70,2.2605446754893012e-27,5.084084576507573e-13,1.1269543222014012e-26,4.243492688151829e-35,6.3125199355443355e-31,6.388591720493787e-45,8.086455321209569e-27,2.601967354925683e-56,9.851162707034947e-27,1.4732441730555084e-25,1.4681420153845815e-38,5.144913736076991e-32,2.1766098276013265e-39,4.0607268847953485e-42,1.5724857480506125e-54,4.452227356238974e-53,2.1798061282030306e-35,5.182074327908636e-41,1.1351625045108614e-36,1.6238746298012943e-42,4.597742073899503e-41,1.5316585430553215e-14,8.171212902928583e-27,7.890700084238747e-32,6.723519828576964e-29,8.339792881551832e-28,2.2412832070756937e-27,2.838317398251963e-23,9.521253554608118e-27,6.686520575981402e-31,3.711861881452588e-29,1.959761849328634e-10,3.404204121393755e-40,1.78513852631169e-60,1.004789139582649e-40,3.9570707915033247e-47,5.492326525100918e-48,4.5506616043719965e-56,6.510725370069754e-58,1.1908239152448254e-48,4.806151116246007e-53,5.244152611153836e-63,2.7262863467945123e-30,9.967058519395461e-41,1.8204113552864493e-51,3.4810869547368917e-69,1.501656352409007e-70,3.3272992902091285e-65,1.565153309644498e-62,7.444984248674154e-67,5.084084576222043e-13,3.9462700166008314e-16,2.7426817416890604e-35,9.121983232929475e-32
1.7760528874344325e-17,0.3104188950473574,3.76,0.0,0.8694033571019596,0.9999999996080167,5.7506124790869015e-36,3.995288467432637e-26,1.1461855724469545e-22,2.538745943996664e-19,7.89254672380088e-16,3.0633196824721945e-14,2.020788042085904e-26,3.873359414241802e-37,4.207818266243715e-32,4.628057024381094e-45,1.0507813004204134e-68,9.042210978872555e-27,1.0168177772687761e-12,4.507823019822755e-26,1.6974017358780012e-34,2.525011181377124e-30,5.110883497624463e-44,3.234586240987527e-26,4.163156592897904e-55,3.9404702192913244e-26,5.892984184278939e-25,1.1745153540742075e-37,2.0580096083008596e-31,1.7412913060359672e-38,3.248587934065117e-41,2.5159825233262814e-53,7.12357885610016e-52,8.720221104925206e-35,4.1456676453057924e-40,4.540685326569996e-36,1.2991022763940273e-41,3.678200931900424e-40,3.0633196825149545e-14,3.2684892987659215e-26,3.1562840759740834e-31,2.689411399092535e-28,3.3359213515830234e-27,8.965143982438626e-27,1.1353284024921292e-22,3.808506136632998e-26,2.674611531020639e-30,1.4847466004867343e-28,3.9195268770800724e-10,2.723367219468853e-39,2.856227585224324e-59,8.038329014985321e-40,3.1657209332955494e-46,4.393894365045456e-47,3.962812289488002e-55,1.0417387479821987e-56,9.526784795467317e-48,7.689858077448601e-52,1.678132499400726e-61,1.0905162433360288e-29,7.973662648358725e-40,2.912664337904214e-50,1.1139809190831862e-67,4.805422079726551e-69,1.0647388757345496e-63,5.0085049896926455e-61,2.3824001732429895e-65,1.0168177771545642e-12,7.892546723796869e-16,2.1941366093004e-34,3.6487979490082984e-31
3.552107280448829e-17,0.3104188950474135,3.76,0.0,0.8694033571009113,0.999999999216033,4.6004942486432905e-35,1.5981167204456468e-25,4.563847495894303e-22,5.077495464235255e-19,1.5785100138189315e-15,6.126641960253676e-14,8.083157305612937e-26,3.098689829237703e-36,3.3662571054293996e-31,3.7024482714734803e-44,3.3636406192294415e-67,3.6169033144536006e-26,2.0336364165030777e-12,1.8031303535468824e-25,6.789631278533386e-34,1.0100051118477575e-29,4.088710860984029e-43,1.293835318604577e-25,6.661057613604582e-54,1.5761891905586184e-25,2.357195171367086e-24,9.396129792238968e-37,8.232375643430144e-31,1.393034422047052e-37,2.5988729185166576e-40,4.025576285004231e-52,1.139773821295879e-50,3.4888790641528005e-34,3.316537369017783e-39,1.8162989132263574e-35,1.0392828542091783e-40,2.942563653760469e-39,6.126641960215742e-14,1.3073965359225623e-25,1.262514456158962e-30,1.0757652819084787e-27,1.3343693546970348e-26,3.586059676421909e-26,4.54131649363119e-22,1.5234033208253034e-25,1.0698452123439695e-29,5.9389898574746585e-28,7.839056499969927e-10,2.1786952032263925e-38,4.5699686270500634e-58,6.43066956961896e-39,2.532673991410841e-45,3.515160702101019e-46,3.685896734657675e-54,1.6668489240923086e-55,7.621720435132319e-47,1.230378594458675e-50,5.37002981144189e-60,4.362070290316117e-29,6.37893652534586e-39,4.660267872253103e-49,3.5648807446402896e-66,1.5377968061365777e-67,3.4071693380996908e-62,1.6027238195358925e-59,7.623688885676823e-64,2.0336364160462285e-12,1.5785100138173268e-15,1.755291327231654e-33,1.4595201204607125e-30
7.104216066477621e-17,0.3104188950475257,3.76,0.0,0.8694033570988149,0.9999999984320661,3.6803981286346555e-34,6.392471453236627e-25,1.8213600348068385e-21,1.015499877707165e-18,3.1570206966927583e-15,1.2253286511313095e-13,3.2332639485808665e-25,2.4789527818101113e-35,2.6930066759472107e-30,2.9619595647947236e-43,1.0770929477076526e-65,1.4467750843785382e-25,4.067273694964734e-12,7.212523700733437e-25,2.7158693897145193e-33,4.0400217089025926e-29,3.270970336964269e-42,5.175342916504854e-25,1.0657697849660565e-52,6.30475957228957e-25,9.428783674726572e-24,7.516906605767774e-36,3.293216885404391e-30,1.1144280879412213e-36,2.0790993645525667e-39,6.440925411022237e-51,1.8236390693029025e-49,1.3961827930895282e-33,2.653231163649659e-38,7.265386985241185e-35,8.314267031199689e-40,2.354052084905027e-38,1.22532865107434e-13,5.229587687697777e-25,5.050059614680276e-30,4.303062802087078e-27,5.33747884108344e-26,1.4344241693526175e-25,1.8165271720078748e-21,6.093614401355021e-25,4.2793815677255647e-29,2.375596441867028e-27,1.5678114015297928e-09,1.7429565075754406e-37,7.311952551628239e-57,5.144538196020643e-38,2.0262925306220204e-44,2.812197769025517e-45,3.7737500717447116e-53,2.667167904526081e-54,6.097837722583888e-46,1.9686067887849347e-49,1.718410438581688e-58,1.7448307057079262e-28,5.103151900566914e-38,7.456432528233543e-48,1.1408500107423869e-64,4.921335184096949e-66,1.090294959418808e-60,5.128719219909647e-58,2.439581769655145e-62,4.06727369313734e-12,3.1570206966863385e-15,1.404202764017316e-32,5.838082441074759e-30
1.0656324852506413e-16,0.31041889504763787,3.76,0.0,0.8694033570967185,0.9999999976480993,1.05236416429427e-33,1.3584006837264486e-24,3.867778218434428e-21,1.523250636226891e-18,4.7355313795627245e-15,1.8379931057868965e-13,6.87068653100149e-25,7.088256283901237e-35,7.700316685395868e-30,8.469353689981697e-43,5.040381231046818e-65,3.074416873984216e-25,6.100910973419445e-12,1.5326614286816142e-24,5.771250018477017e-33,8.585046900072811e-29,9.71068833819769e-42,1.0997604720817656e-24,4.0320254451150275e-52,1.3397616526391354e-24,2.003616716890711e-23,2.1493656846182507e-35,6.998534691846659e-30,3.3084588483992684e-36,6.172314082179049e-39,2.4367332187206823e-50,6.899197897046156e-49,2.9679530650218065e-33,7.876767204371523e-38,1.5439267767705643e-34,2.4682342371082662e-39,6.988318549815871e-38,1.837993105639714e-13,1.1112874700665054e-24,1.073137799621107e-29,9.144009758984111e-27,1.1342143193890148e-25,3.048151413759568e-25,3.8601205968972976e-21,1.294893060968988e-24,9.093685738043879e-29,5.04814253415923e-27,2.3517169800174606e-09,4.983766243239866e-37,2.7662560386346317e-56,1.5272849909640638e-37,5.794212682918437e-44,8.041254732793487e-45,1.2314939573536591e-52,1.0168983417970019e-53,1.7436854692913957e-45,7.447627196507553e-49,8.016165763557908e-58,3.7077685848211982e-28,1.5149948332306378e-37,2.8208387159678756e-47,5.354578874692921e-64,2.3098332018822183e-65,5.216167732454681e-60,2.453671760800741e-57,1.1380338235709431e-61,6.100910969536231e-12,4.735531379549082e-15,4.0150930120868524e-32,1.2405926533990075e-29
1.7760542424564e-16,0.31041889504786235,3.76,0.0,0.8694033570925255,0.9999999960801662,4.836278300390304e-33,3.755581354187247e-24,1.0686386164524916e-20,2.538753862212018e-18,7.892552745287226e-15,3.063322013296652e-13,1.8995429145617727e-24,3.257499554652624e-34,3.5387797885192835e-29,3.8922003321722746e-42,7.371127947824875e-64,8.499998417994887e-25,1.0168185530301081e-11,4.2373584381734106e-24,1.5955992830737573e-32,2.3735131539296604e-28,4.548690144627202e-41,3.0405145138762053e-24,3.182128487964203e-51,3.704048095471456e-24,5.539411407817701e-23,9.877687062622142e-35,1.9351918548154688e-29,1.5497519987255237e-35,2.8912392659733236e-38,1.9230948047204244e-49,5.4449176441438e-48,8.212706450459163e-33,3.689640807058692e-37,4.268719254437901e-34,1.1561582127142686e-38,3.2734124199020904e-37,3.063322012820896e-13,3.0723831549590926e-24,2.966910862084782e-29,2.528050302902042e-26,3.135768992435543e-25,8.427241248021109e-25,1.0672099040413737e-20,3.579997923754673e-24,2.5141361967775348e-28,1.3956627917834895e-26,3.9195274448125705e-09,2.290353340046417e-36,2.1831539894409114e-55,7.154125459182219e-37,2.663185740478763e-43,3.6956323266954344e-44,7.717317733239741e-52,8.3636886752006e-53,8.014476568582506e-45,5.87773437626926e-48,1.0741863503126913e-56,1.0250911836097383e-27,7.0965477577897116e-37,2.226176869850496e-46,7.466864647276559e-63,3.2210140829791e-64,7.865671829778822e-59,3.699990413029838e-56,1.5249939667601605e-60,1.0168185519565137e-11,7.892552745249492e-15,1.8451177020752825e-31,3.4298742351641966e-29
2.4864759996621584e-16,0.3104188950480868,3.76,0.0,0.8694033570883325,0.9999999945122339,1.2001566721766516e-32,7.111636950989777e-24,2.023076567250867e-20,3.554258797144146e-18,1.10495741109963e-14,4.288650919004991e-13,3.597006920270404e-24,8.083712050087703e-34,8.781728519458043e-29,9.65876566845662e-42,2.932572828809788e-63,1.6095947743221666e-24,1.4235460087154932e-11,8.023934335811516e-24,3.021482931639461e-32,4.494525031124901e-28,1.1560824442934114e-40,5.757570234621641e-24,1.024497161736151e-50,7.014050012640417e-24,1.0489524085507539e-22,2.4512168437777233e-34,3.6649909618640475e-29,3.9388080943059537e-35,7.348286759364424e-38,6.1914673391595085e-49,1.7530092520598989e-47,1.5563087791457173e-32,9.377481918284341e-37,8.083660372935464e-34,2.938414482981059e-38,8.319419242807279e-37,4.288650918052513e-13,5.817917059357887e-24,5.618193439994988e-29,4.7871597259604655e-26,5.9379453232564e-25,1.5957965600704565e-24,2.0208869060289572e-20,6.779143976939021e-24,4.760810271091675e-28,2.6428505152208176e-26,5.487337217427761e-09,5.68367019652525e-36,7.028728303795012e-55,1.8182733299242813e-36,6.6095533457977534e-43,9.171269503939454e-44,2.2786751267534117e-51,2.70921721357999e-52,1.9890505134535393e-44,1.8923538465509646e-47,4.274420859177523e-56,1.9411333261667988e-27,1.8036369870417477e-36,7.167113908274755e-46,2.991941926666871e-62,1.290649349176265e-63,3.1779236355270456e-58,1.4948864578130976e-55,6.068282411327387e-60,1.4235460066825161e-11,1.104957411092483e-14,4.578670605871584e-31,6.494868662357102e-29
