Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128),CO2(13),F(37),H2(7),CF2O(48),O(6),[O]C(F)F(146),O2(176),CHFO(46),FC(F)C(F)F(130),CO(12),CHF2-CF2(68),CF2(42),OO[C](F)F(619),FC1(F)OO1(411),CF2O2(152),CHF3(41),O[C](F)F(237)
9.031864395163992e-10,0.1319374976113978,3.76,0.0,0.7112902265247718,0.9992235418648318,4.354338000980344e-14,1.224489112841578e-11,6.502946317057616e-08,7.869297559101665e-07,6.503649187342998e-08,7.831430792107064e-07,1.2088346257284088e-13,1.0924830600534055e-13,3.753428232021711e-09,3.748759218561943e-09,2.3229763428761942e-11,3.018576638661922e-11,2.676366545866942e-11,2.9029369477973994e-09,6.894831605958507e-12,1.2093825961265719e-11,3.448222095842334e-13,0.0007763892784054925,4.0787526192104975e-12,2.241762472107727e-17,3.718708205306473e-16,1.3640841733100452e-19,2.882873467105453e-09,1.7307560605237376e-15,1.1143019110888442e-14,2.324921156590283e-15,1.4545481280180768e-17,3.04928661774628e-19
9.342815118176555e-10,0.13193749826715315,3.76,0.0,0.7112901970915675,0.999223522975271,4.9107731971137065e-14,1.3379468764857978e-11,6.726889765659261e-08,8.14022664229164e-07,6.727541720943616e-08,8.099709706544578e-07,1.3036839734908487e-13,1.1376071703370054e-13,4.01489821943729e-09,4.009776890357584e-09,2.4777234544095302e-11,3.340232362349059e-11,2.9496833924885147e-11,3.0043233567283583e-09,7.427485531316287e-12,1.3176695206325389e-11,3.5853991205905826e-13,0.0007764056617168327,4.363935393126939e-12,2.4345374362437444e-17,4.1158090613686843e-16,1.5096208581403365e-19,2.982123485187145e-09,1.8461141978771674e-15,1.1984160548588012e-14,2.4163006442567235e-15,1.6642661172184606e-17,3.2525888195320805e-19
9.653765841189118e-10,0.13193749892291265,3.76,0.0,0.7112901676581695,0.9992235086468066,5.5179349554215524e-14,1.45801946882555e-11,6.950846041699045e-08,8.411156195554937e-07,6.951434506707953e-08,8.36789952646136e-07,1.4022071677381894e-13,1.1827434210412345e-13,4.285073421726732e-09,4.2794724658470756e-09,2.6369442977128647e-11,3.6838947405238695e-11,3.240155556345114e-11,3.105855724887484e-09,7.982418564762994e-12,1.4320002122358265e-11,3.7225997407162664e-13,0.0007764174749067233,4.658720124725662e-12,2.6374684864736666e-17,4.540193821521597e-16,1.6651425022641203e-19,3.0813733646372078e-09,1.9648112680810633e-15,1.2855993689584736e-14,2.5079509732280033e-15,1.8958478309042578e-17,3.4601936566003793e-19
9.964716564201682e-10,0.13193749957867656,3.76,0.0,0.71129013822457,0.9992234976031464,6.178735835381476e-14,1.584884000315002e-11,7.174815950000594e-08,8.682086248798984e-07,7.17532755720414e-08,8.636000281432335e-07,1.5044021195024206e-13,1.2278878120791133e-13,4.56394443334741e-09,4.5578357986817785e-09,2.8005942525008816e-11,4.050283030343893e-11,3.548203219734501e-11,3.2075388297118527e-09,8.559854270992436e-12,1.552528241479805e-11,3.8598206971535165e-13,0.000776425994268581,4.9631035351773166e-12,2.8507938627520594e-17,4.992765756956176e-16,1.8309785302099448e-19,3.1806231055044422e-09,2.0868099522929553e-15,1.3758500242594912e-14,2.5998719002516922e-15,2.1507566820856274e-17,3.6719243305438736e-19
9.999999999999999e-10,0.13193750023444503,3.76,0.0,0.71129013488474,0.9992234965138319,6.257237407245424e-14,1.5997161916275166e-11,7.200230609901352e-08,8.712828590511081e-07,7.200732616139514e-08,8.666415925893357e-07,1.516229985835885e-13,1.2330106877905528e-13,4.596136716179333e-09,4.589968670405905e-09,2.8194413660412432e-11,4.09332457359156e-11,3.584285955532226e-11,3.219086499779236e-09,8.626807055539967e-12,1.5666028296552176e-11,3.8753922663254847e-13,0.0007764267965821768,4.99824800709343e-12,2.875667035320234e-17,5.045939728128238e-16,1.8504621083548199e-19,3.1918849192875977e-09,2.1008600655125805e-15,1.3862844146566434e-14,2.6103192101278384e-15,2.1812214508986674e-17,3.696202364789451e-19
1.0275667287214246e-09,0.13193750023444503,3.76,0.0,0.7112901087907613,0.9992234889230903,6.896165258948062e-14,1.7187171661347414e-11,7.398800301666194e-08,8.953016832647911e-07,7.399220884743945e-08,8.904012001024732e-07,1.6102664941661046e-13,1.2730370706244822e-13,4.85150185637786e-09,4.844856751643897e-09,2.96862916868978e-11,4.440115647967892e-11,3.8742385568676597e-11,3.3093774434756903e-09,9.160013957823426e-12,1.6794069634943942e-11,3.99705957223787e-13,0.0007764321410045629,5.27708234649616e-12,3.0747518752471135e-17,5.474427830430557e-16,2.007458210454629e-19,3.2798727078371713e-09,2.2120802710193343e-15,1.469166190355532e-14,2.692063208072304e-15,2.430502783445845e-17,3.8876121082172167e-19
1.058661801022681e-09,0.13193750089021822,3.76,0.0,0.711290079356735,0.999223481944758,7.673289331029283e-14,1.8596952498885837e-11,7.622799914008147e-08,9.223947978428882e-07,7.623114501448457e-08,9.171934714797575e-07,1.7197977559936032e-13,1.3181885206073383e-13,5.147736300589593e-09,5.140525196697891e-09,3.141005361876033e-11,4.8541101693167204e-11,4.218665871268558e-11,3.4113763332945754e-09,9.783116729179678e-12,1.812789518226971e-11,4.134314605152628e-13,0.0007764365769960402,5.600653281599335e-12,3.309580907999047e-17,5.986082696354496e-16,2.194910658098317e-19,3.3791221716832366e-09,2.3405888844177156e-15,1.565546036284291e-14,2.7845246974987825e-15,2.7366428869081118e-17,4.1070960533127503e-19
1.0897568733239373e-09,0.13193750154599637,3.76,0.0,0.7112900499224833,0.9992234761927542,8.513250661078197e-14,2.0079941257939942e-11,7.846815610466673e-08,9.494879718158661e-07,7.847008419298081e-08,9.439768452301276e-07,1.8329932051781474e-13,1.3633399741394055e-13,5.452638383503288e-09,5.444831015030016e-09,3.317679608847404e-11,5.292983330837468e-11,4.5818817308982576e-11,3.5135402611296857e-09,1.0429379519275283e-11,1.9528288306712988e-11,4.271584544742014e-13,0.0007764397776397014,5.933813064354143e-12,3.555519422608401e-17,6.528632700878283e-16,2.393664837558611e-19,3.478371497090009e-09,2.4723032407431458e-15,1.6649877310617895e-14,2.8772561815430254e-15,3.070780323895964e-17,4.330222755535617e-19
1.1208519456251936e-09,0.13193750220177963,3.76,0.0,0.7112900204879984,0.9992234713238831,9.419268185779487e-14,2.1637892612501508e-11,8.070848220517339e-08,9.765812084530404e-07,8.070902650169761e-08,9.707513243077338e-07,1.949850008532827e-13,1.408489641563704e-13,5.76619873043129e-09,5.757764097077232e-09,3.498609143130047e-11,5.7574510302701505e-11,4.96427510103519e-11,3.615873983792061e-09,1.1099017127506258e-11,2.099677611094218e-11,4.4088685331320434e-13,0.0007764420861333537,6.276558419614536e-12,3.812805961953519e-17,7.102979881985287e-16,2.6040495652832105e-19,3.57762068410439e-09,2.607191690810927e-15,1.7674894440625038e-14,2.970257481256636e-15,3.4345649462918055e-17,4.556846059846269e-19
1.15194701792645e-09,0.1319375028575681,3.76,0.0,0.7112899910532716,0.9992234670894738,1.0394636992854681e-13,2.3272557194796627e-11,8.294898579569326e-08,1.0036745110900678e-06,8.294797205862855e-08,9.975169116658117e-07,2.070365224411487e-13,1.453636058411355e-13,6.088407974507881e-09,6.079314342546653e-09,3.683751650572558e-11,6.24822832741657e-11,5.366227474879835e-11,3.718382252946887e-09,1.179224225133079e-11,2.2534883552603075e-11,4.5461660169366063e-13,0.0007764437511486276,6.628886073248022e-12,4.081679153937343e-17,7.710025969587754e-16,2.826393512481082e-19,3.6768697327728188e-09,2.745222611286611e-15,1.873049345258646e-14,3.0635284231199025e-15,3.829693068115609e-17,4.786826797164229e-19
1.1830420902277064e-09,0.13193750351336211,3.76,0.0,0.7112899616182953,0.9992234633098683,1.14427281459898e-13,2.4985681620226463e-11,8.518967528857663e-08,1.0307678831276674e-06,8.518692098116626e-08,1.0242736102566684e-06,2.1945358227955248e-13,1.4987780265241141e-13,6.419256756710321e-09,6.4094716604279495e-09,3.8730652649680164e-11,6.7660294449107e-11,5.7881130018943985e-11,3.821069815117801e-09,1.2509265515492626e-11,2.4144133446550405e-11,4.683476680358956e-13,0.0007764449523458949,6.9907927521554876e-12,4.362377715263005e-17,8.350672385625069e-16,3.061025207871711e-19,3.776118643141276e-09,2.8863647584346927e-15,1.9816656053649825e-14,3.1570688374698817e-15,4.2579074079347025e-17,5.020032518746874e-19
1.2141371625289627e-09,0.13193750416916175,3.76,0.0,0.7112899321830607,0.999223459855923,1.2566988510862519e-13,2.6779008512432473e-11,8.743055915332792e-08,1.0578613280303727e-06,8.742587338622959e-08,1.0510214230316664e-06,2.322358701689539e-13,1.5439145659941602e-13,6.758735725873651e-09,6.748225969001025e-09,4.066508563714676e-11,7.311567768989877e-11,6.230298613939637e-11,3.923941411691202e-09,1.3250295499866574e-11,2.582604646706706e-11,4.82080039342305e-13,0.0007764458188695552,7.362275184286303e-12,4.6551404552370456e-17,9.025820244163717e-16,3.3082730404516163e-19,3.875367415255283e-09,3.030587253543743e-15,2.0933363959406145e-14,3.2508785573969794e-15,4.72099703200126e-17,5.256337236593277e-19
1.245232234830219e-09,0.1319375048249672,3.76,0.0,0.71128990274756,0.9992234566347631,1.377094058224694e-13,2.8654276528171196e-11,8.96716459154938e-08,1.0849548493252943e-06,8.966482939036135e-08,1.0777603529412192e-06,2.453830700670701e-13,1.5890448754454e-13,7.106835538700975e-09,7.095567195840247e-09,4.2640405635151e-11,7.885555850266391e-11,6.693144149270741e-11,4.027001778920571e-09,1.4015538766057562e-11,2.7582141150072033e-11,4.958137170877319e-13,0.0007764464435961251,7.743330098650027e-12,4.9602062795992154e-17,9.736370351498403e-16,3.5684652622773376e-19,3.9746160491599196e-09,3.1778595208759626e-15,2.208059889469281e-14,3.344957417871906e-15,5.2207972981134485e-17,5.495621171192261e-19
1.2763273071314755e-09,0.13193750548077865,3.76,0.0,0.7112898733117842,0.9992234535792147,1.5058182312186273e-13,3.061322038186681e-11,9.191294415554662e-08,1.1120484506009103e-06,9.190378910980084e-08,1.1044904029347795e-06,2.5889486120438363e-13,1.6341682993318515e-13,7.46354685977011e-09,7.45148527781592e-09,4.4656207161137645e-11,8.488705404499229e-11,7.177002474427344e-11,4.13025564793079e-09,1.480519988280575e-11,2.941393389531956e-11,5.095487139914944e-13,0.0007764468937012947,8.133954225325366e-12,5.27781419437814e-17,1.0483223206254158e-15,3.8419299912643765e-19,4.073864544899814e-09,3.3281513143839596e-15,2.3258342594164388e-14,3.4393052551247386e-15,5.759189800202993e-17,5.737770506956657e-19
1.3074223794327318e-09,0.1319375061365963,3.76,0.0,0.7112898438757252,0.9992234506405675,1.6432386939229319e-13,3.26575708699654e-11,9.415446250776608e-08,1.1391421355058772e-06,9.414275266053381e-08,1.1312115759608378e-06,2.7277091899212217e-13,1.6792843013182872e-13,7.828860361537184e-09,7.815970161093483e-09,4.671208904073306e-11,9.121727313365913e-11,7.682219604040639e-11,4.23370774472247e-09,1.561948145044196e-11,3.132293896859119e-11,5.232850515498001e-13,0.00077644721789621,8.534144295466901e-12,5.608203309772398e-17,1.1267278999489219e-15,4.1289952140017053e-19,4.17311290251916e-09,3.4814327114511437e-15,2.446657680263058e-14,3.5339219062788604e-15,6.33810231365507e-17,5.982677155490386e-19
1.3385174517339882e-09,0.13193750679242028,3.76,0.0,0.7112898144393748,0.9992234477836638,1.7897302818722997e-13,3.478905489506017e-11,9.639620965912498e-08,1.1662359077478586e-06,9.638172015832602e-08,1.1579238749669154e-06,2.870109157593428e-13,1.7243924426696346e-13,8.202766724337871e-09,8.189011801130903e-09,4.880765436589371e-11,9.78533162523422e-11,8.209134818588336e-11,4.337362790176274e-09,1.6458584124533787e-11,3.3310668503880854e-11,5.370227581582437e-13,0.000776447451340742,8.943897041310084e-12,5.951612844056377e-17,1.2089437614798654e-15,4.429988788581368e-19,4.272361122061711e-09,3.637674105785687e-15,2.5705283275254537e-14,3.62880720913605e-15,6.959508741364286e-17,6.230238527014059e-19
1.3696125240352445e-09,0.1319375074482508,3.76,0.0,0.7112897850027241,0.9992234449832571,1.945675325414867e-13,3.7009395489782626e-11,9.863819434818646e-08,1.193329771092376e-06,9.862069171874848e-08,1.1846273028995649e-06,3.016145213559758e-13,1.7694923645689794e-13,8.585256636386826e-09,8.570600162674738e-09,5.0942510453438287e-11,1.0480227555933607e-10,8.758080780136997e-11,4.441225500057247e-09,1.732270663889202e-11,3.537863250557258e-11,5.50761867650331e-13,0.0007764476192823393,9.363209196174837e-12,6.30828212751026e-17,1.29505986284183e-15,4.7452384474426665e-19,4.3716092035707945e-09,3.796846206735537e-15,2.697444377770472e-14,3.723961002009702e-15,7.625429060527723e-17,6.480357310244008e-19
1.4318026686377573e-09,0.13193750875993224,3.76,0.0,0.7112897261284873,0.9992234394858935,2.287492474530128e-13,4.1723519310049125e-11,1.0312291154514144e-07,1.2475177864336843e-06,1.0309864748889529e-07,1.2380075573259262e-06,3.3191122870744405e-13,1.8596664361589445e-13,9.375949900469334e-09,9.359376955679382e-09,5.532854506212611e-11,1.1966726979076464e-10,9.923363176051846e-11,4.6495927506087515e-09,1.9126796648174613e-11,3.976129329066462e-11,5.782444517378873e-13,0.000776447824704913,1.0230498671685777e-11,7.062357846881748e-17,1.4793524619362441e-15,5.419816336703267e-19,4.570104952659725e-09,4.1238669234701244e-15,2.960405398794337e-14,3.915073412876679e-15,9.0991213413806e-17,6.987903019336004e-19
1.49399281324027e-09,0.13193751007164184,3.76,0.0,0.7112896672529457,0.9992234340550609,2.6718980460134734e-13,4.681365008623022e-11,1.07608684997947e-07,1.3017062127686988e-06,1.0757662089226587e-07,1.2913523627928743e-06,3.6365836702836417e-13,1.9498047522888332e-13,1.0200865816993058e-08,1.0182220443651387e-08,5.986713434735167e-11,1.3586882687950904e-10,1.1180599992507163e-10,4.858847120349341e-09,2.103330375681783e-11,4.4482958849162975e-11,6.057331451652289e-13,0.0007764479275915302,1.113598661033979e-11,7.872347501072055e-17,1.6803247438994856e-15,6.155348337211521e-19,4.7686001501241155e-09,4.462266723673737e-15,3.2355261772593446e-14,4.10725785135115e-15,1.0776258485641709e-16,7.504633536056517e-19
1.5561829578427827e-09,0.13193751138338117,3.76,0.0,0.7112896083760293,0.9992234286396073,3.1022187990889303e-13,5.229343514700388e-11,1.1209558636315941e-07,1.3558950821916662e-06,1.1205461284784029e-07,1.3446617428377627e-06,3.9685324658065434e-13,2.039906125580556e-13,1.105993017503438e-08,1.1039050678380497e-08,6.45552847963432e-11,1.5346338516398332e-10,1.253222562259733e-10,5.069026151678189e-09,2.3043750891525314e-11,4.9555632771145705e-11,6.332283240056001e-13,0.0007764479791058134,1.2079646917948522e-11,8.740170170648296e-17,1.8986952642941394e-15,6.954452078222809e-19,4.967094796295518e-09,4.811822317770224e-15,3.5227921643580034e-14,4.300513032818591e-15,1.2674653728946224e-16,8.0299398491090205e-19
1.6183731024452954e-09,0.13193751269515158,3.76,0.0,0.7112895494976669,0.9992234232130519,3.5818998256443826e-13,5.817646212018155e-11,1.1658368802194276e-07,1.410084427618756e-06,1.1653262427241117e-07,1.3979357209823394e-06,4.3149316816805473e-13,2.1299697613595185e-13,1.1953068889385506e-08,1.1929787859677333e-08,6.93900666427381e-11,1.7250725051544507e-10,1.398057901890595e-10,5.280167305559446e-09,2.515963229085281e-11,5.4991284780359424e-11,6.607303878227806e-13,0.0007764480057409955,1.3061453517818248e-11,9.667747113241212e-17,2.1351820879147094e-15,7.819743456147408e-19,5.165588891499035e-09,5.1723151713484075e-15,3.822188828584048e-14,4.49483767503922e-15,1.4812852642017246e-16,8.5632790644999475e-19
1.6805632470478081e-09,0.13193751400695447,3.76,0.0,0.7112894906177868,0.9992234177637788,4.1145040347801655e-13,6.447625964490848e-11,1.210730630485337e-07,1.464274282755799e-06,1.2101065608065455e-07,1.4511743207327455e-06,4.675754273395024e-13,2.2199951342753862e-13,1.288020800038484e-08,1.2854352335135577e-08,7.436861263018041e-11,1.9305659658359198e-10,1.5527906944485673e-10,5.4923079616602235e-09,2.7382414151477764e-11,6.08018508028423e-11,6.882397527116158e-13,0.0007764480191239907,1.4081380350760636e-11,1.0657001894542124e-16,2.3905027891248554e-15,8.753836728629428e-19,5.364082436053444e-09,5.543531412537947e-15,4.133701655741979e-14,4.6902304978404534e-15,1.7210131608315406e-16,9.104169261128062e-19
1.7427533916503209e-09,0.13193751531879128,3.76,0.0,0.7112894317363169,0.9992234122867708,4.703711643304034e-13,7.120629807107861e-11,1.2556378517975089e-07,1.5184646820670824e-06,1.2548870918519007e-07,1.5043775655795164e-06,5.0509731748637e-13,2.309981897351368e-13,1.3841273673741278e-08,1.3812664599890089e-08,7.948811679828462e-11,2.1516746504176086e-10,1.717636711735454e-10,5.7054854184883715e-09,2.9713535260415694e-11,6.699923303533326e-11,7.157568461344303e-13,0.0007764480242842097,1.513940137509985e-11,1.1709860520484452e-16,2.6653744521949674e-15,9.75934460928701e-19,5.562575430271341e-09,5.925261741520125e-15,4.457316148960121e-14,4.886690222760896e-15,1.9886496348461115e-16,9.652184760889123e-19
1.8671336808553463e-09,0.13193751794257202,3.76,0.0,0.7112893139683146,0.9992234012426646,6.067241463540975e-13,8.601069165663366e-11,1.345495688428771e-07,1.6268472546844991e-06,1.3444488292349134e-07,1.6106780844463211e-06,5.844491640043376e-13,2.48983878861505e-13,1.5864889996104398e-08,1.5830215214044368e-08,9.013907524253537e-11,2.642972774070202e-10,2.0784887731359534e-10,6.135099523386702e-09,3.470641698516076e-11,8.060188667924637e-11,7.708159694876045e-13,0.0007764480168686949,1.7369621918833948e-11,1.4014106335213603e-16,3.276636552558931e-15,1.1995047903844167e-18,5.9595597689178534e-09,6.719449796464871e-15,5.140792232655799e-14,5.282805272919773e-15,2.6160144320157886e-16,1.0768145385292597e-18
1.9773176260859686e-09,0.1319375202670102,3.76,0.0,0.7112892096359198,0.9992233913420615,7.502536605567008e-13,1.006933604044896e-10,1.4251497920897727e-07,1.7228615773703214e-06,1.423789094266347e-07,1.7047279230987593e-06,6.595277797051069e-13,2.649036823774651e-13,1.7770175392813385e-08,1.7729474939248092e-08,1.0001910932511846e-10,3.1358187442894443e-10,2.433886205371452e-10,6.519505905075394e-09,3.950494714658683e-11,9.406003324481304e-11,8.196209678744468e-13,0.000776448007305003,1.9472320229650393e-11,1.6286737878661974e-16,3.8904514227513714e-15,1.4239685979937336e-18,6.31123182693142e-09,7.45616509607806e-15,5.786551900262837e-14,5.637261406621811e-15,3.2860127250444037e-16,1.1777359696775337e-18
2.087501571316591e-09,0.1319375225915754,3.76,0.0,0.7112891052974227,0.9992233813227841,9.175721146900296e-13,1.1692584384927837e-10,1.504857487662896e-07,1.8188781547241478e-06,1.5031301636087162e-07,1.7986671333206718e-06,7.390849384065209e-13,2.8081117426814323e-13,1.9780856347118943e-08,1.9733485078169684e-08,1.1030215020277084e-10,3.6860178256494917e-10,2.823900884841554e-10,6.907721957558688e-09,4.466396766207982e-11,1.0890920937156185e-10,8.684569041881865e-13,0.0007764480037192427,2.169420751062318e-11,1.878799202251406e-16,4.5763565118449854e-15,1.6747572304004733e-18,6.662902161854675e-09,8.222940678050743e-15,6.470082504485218e-14,5.995047480112488e-15,4.0767616413234594e-16,1.2804624497748806e-18
2.1976855165472133e-09,0.13193752491627533,3.76,0.0,0.7112890009524002,0.9992233711888362,1.1111218568770846e-12,1.3478114338637562e-10,1.58462306845601e-07,1.914897200867833e-06,1.5824720873306272e-07,1.8924958452208723e-06,8.231056612435812e-13,2.96706337321822e-13,2.1896526501188957e-08,2.1841808487745536e-08,1.209745486220328e-10,4.296641870756256e-10,3.2494634292541205e-10,7.299952353381567e-09,5.019061553832553e-11,1.2521446221407143e-10,9.173263397298669e-13,0.00077644800217257,2.403513953107941e-11,2.1528680541695478e-16,5.338323127114039e-15,1.9533196499826714e-18,7.0145707752304214e-09,9.018758426781967e-15,7.191304012508999e-14,6.3561564359860944e-15,5.0018682952791105e-16,1.384903300790437e-18
2.3078694617778356e-09,0.13193752724111754,3.76,0.0,0.7112888966004249,0.999223360946481,1.3334572222166765e-12,1.543317340606114e-10,1.6644508735100942e-07,2.0109189353954084e-06,1.6618149153049687e-07,1.986214188755115e-06,9.115750029262114e-13,3.1258916820552907e-13,2.411678071837498e-08,2.4054009460012464e-08,1.3202317607721922e-10,4.970749908947597e-10,3.7114369098304757e-10,7.696400975568081e-09,5.6091800564666446e-11,1.4304051159678064e-10,9.662318719534198e-13,0.0007764479964665051,2.6494972232703156e-11,2.451964941758982e-16,6.1803177719168805e-15,2.2611040194101805e-18,7.366237668549866e-09,9.842639069264056e-15,7.950136560849574e-14,6.7205812316970566e-15,6.075649032624601e-16,1.4909988368325509e-18
2.418053407008458e-09,0.1319375295661096,3.76,0.0,0.7112887922410643,0.9992233505953035,1.5872437298686873e-12,1.7564957492089587e-10,1.7443452836927446e-07,2.106943582972416e-06,1.7411586972101376e-07,2.0798222937262654e-06,1.0044780553371348e-12,3.2845966665650806e-13,2.6441215079874152e-08,2.6369653717729774e-08,1.4343540688657236e-10,5.711388188452608e-10,4.2106209001219026e-10,8.097270919994517e-09,6.237421449034008e-11,1.6245175117774982e-10,1.0151761264551859e-12,0.0007764479870806044,2.9073561729472284e-11,2.7771781294258396e-16,7.106302151625673e-15,2.5995578743626932e-18,7.717902843254638e-09,1.0693640838153336e-14,8.746500455023396e-14,7.088314839172792e-15,7.313127602207804e-16,1.5987165726229697e-18
2.564692650723946e-09,0.13193753266059033,3.76,0.0,0.7112886533413125,0.9992233366457869,1.9785750426229628e-12,2.0688462514218484e-10,1.8507843621744326e-07,2.2347437183922164e-06,1.8467556111584833e-07,2.204230679856127e-06,1.1349700545060022e-12,3.495619255110871e-13,2.9695600710889992e-08,2.9611146195475894e-08,1.5916658911766478e-10,6.805484925333785e-10,4.933944502443831e-10,8.637977955893724e-09,7.133764754846722e-11,1.9085431410562894e-10,1.0803786331543236e-12,0.0007764479737708161,3.268924644329968e-11,3.2523792229930907e-16,8.47573967851061e-15,3.1000530515028446e-18,8.185916778573345e-09,1.1866714832107578e-14,9.864423136937845e-14,7.582836211426e-15,9.241123109778459e-16,1.74457821905208e-18
2.7113318944394344e-09,0.1319375357553673,3.76,0.0,0.7112885144266691,0.9992233224935186,2.4373854705673255e-12,2.4154337094060827e-10,1.9573597520814222e-07,2.3625499725357876e-06,1.9523544184297576e-07,2.328444347967782e-06,1.2732536944937935e-12,3.7064233572464343e-13,3.313284953889526e-08,3.303407290339254e-08,1.7549299491904532e-10,8.029906162256742e-10,5.726070103207624e-10,9.187348948656274e-09,8.100249915717004e-11,2.223281149690616e-10,1.1456607375185641e-12,0.0007764479642159357,3.651467853139281e-11,3.7783580595060742e-16,1.0010260469565079e-14,3.660842932111627e-18,8.65392767553319e-09,1.3084186394981912e-14,1.1048492922490721e-13,8.083189188644248e-15,1.1526009120221845e-15,1.8933378701286914e-18
2.8579711381549227e-09,0.13193753885045773,3.76,0.0,0.7112883754960847,0.9992233081413994,2.9708599651852368e-12,2.7979136395585447e-10,2.0640820594715378e-07,2.490362910081526e-06,2.057955234530003e-07,2.4524636027753974e-06,1.4192941472816986e-12,3.917008966407161e-13,3.675201942208449e-08,3.663742187412813e-08,1.9238869151803873e-10,9.3917279545692e-10,6.588426916293377e-10,9.745856192104347e-09,9.138290702947361e-11,2.5702227578866616e-10,1.211028826635872e-12,0.0007764479556664093,4.054952024462681e-11,4.3577147891917956e-16,1.1719163609639587e-14,4.285337741027555e-18,9.121935537158991e-09,1.4344121159804336e-14,1.2298523341853542e-13,8.589357326601915e-15,1.4209000536406383e-15,2.0450898392970823e-18
3.004610381870411e-09,0.13193754194587903,3.76,0.0,0.7112882365485017,0.9992232935932878,3.58652117012331e-12,3.2179267489709817e-10,2.1709619738015058e-07,2.618183106701486e-06,2.1635581743623833e-07,2.576288748516138e-06,1.5730567019480124e-12,4.127376120241008e-13,4.0552171990271244e-08,4.042018556490432e-08,2.09829085689917e-10,1.0897986873137136e-09,7.522294729858013e-10,1.0313969545132317e-08,1.0249244594462696e-10,2.950849121595763e-10,1.276489350336084e-12,0.0007764479444140991,4.4793434373213636e-11,4.993064742715739e-16,1.3611733218799486e-14,4.976948291506548e-18,9.589940366346591e-09,1.5644684676859544e-14,1.361432844998229e-13,9.101324227209897e-15,1.7333511020415273e-15,2.1999778940678078e-18
3.151249625585899e-09,0.13193754504164842,3.76,0.0,0.7112880975828542,0.999223278848102,4.2922264067071776e-12,3.677099295789378e-10,2.2780102564575767e-07,2.7460111478785683e-06,2.269163352230069e-07,2.699920088950916e-06,1.7345067654291782e-12,4.337524867527147e-13,4.4532372631021676e-08,4.4381360839466165e-08,2.2779086174903887e-10,1.2555680177408485e-09,8.528815907562012e-10,1.0892156441465563e-08,1.1434415915932995e-10,3.3666313798819204e-10,1.3420488103803025e-12,0.0007764479316910521,4.924608424637582e-11,5.687039498393408e-16,1.5697238477198825e-14,5.739086717871344e-18,1.0057942165869732e-08,1.6984137789054625e-14,1.499572282513563e-13,9.619073538225934e-15,2.0945148730258745e-15,2.3581889930598597e-18
3.2978888693013875e-09,0.13193754813778283,3.76,0.0,0.7112879585980694,0.9992232639034143,5.096164780882239e-12,4.177043423943679e-10,2.3852377307600736e-07,2.8738476278732495e-06,2.3747708818384583e-07,2.823357927365127e-06,1.903609863228222e-12,4.547455236694351e-13,4.869169047586008e-08,4.851994895015966e-08,2.462519241586453e-10,1.4371765987234282e-09,9.609005892982384e-10,1.1480881899356287e-08,1.2695058736864524e-10,3.819030701830413e-10,1.4077137531584791e-12,0.0007764479200745002,5.390713373202224e-11,6.442287966415802e-16,1.7984933650011952e-14,6.575167211929997e-18,1.0525940938386462e-08,1.8360832349691085e-14,1.6442521567370273e-13,1.0142588953329772e-14,2.509171349538709e-15,2.519948561411469e-18
3.4445281130168757e-09,0.1319375512342992,3.76,0.0,0.7112878195930685,0.9992232487596846,6.0068542888818675e-12,4.719357498082464e-10,2.492655272008959e-07,3.0016931486944113e-06,2.4803808762973457e-07,2.9466025665694074e-06,2.080331638820513e-12,4.757167242516416e-13,5.302919838645419e-08,5.283495551998996e-08,2.6519134009256737e-10,1.6353163454738197e-09,1.0763763673304097e-09,1.2080608531281721e-08,1.4032379768335153e-10,4.309498333463967e-10,1.473490764738426e-12,0.0007764479092547486,5.877624723641152e-11,7.26147746606095e-16,2.0484058112347408e-14,7.488606754038308e-18,1.09939366864455e-08,1.9773206937396813e-14,1.7954540297037942e-13,1.0671854212130506e-14,2.982319388242032e-15,2.685516071851447e-18
3.6380477509437713e-09,0.13193755532138138,3.76,0.0,0.7112876361155523,0.9992232284718182,7.387112735545851e-12,5.502585031169729e-10,2.634723500662248e-07,3.1704256030779185e-06,2.6197582254321e-07,3.10895316364832e-06,2.3251547243171413e-12,5.033589730203695e-13,5.902458589211999e-08,5.8797823596594224e-08,2.9088442818681603e-10,1.923269446397241e-09,1.2403160279212906e-09,1.2889685208346213e-08,1.5916570751010007e-10,5.017477235848845e-10,1.5604793665313906e-12,0.0007764478944872722,6.551991677083776e-11,8.444985980488305e-16,2.412139654832274e-14,8.818275723746407e-18,1.1611545500947083e-08,2.1689236144558356e-14,2.0049467391930775e-13,1.1379098504750529e-14,3.705129561980671e-15,2.910339723288869e-18
