Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128),CO2(13),F(37),H2(7)
4.6451633295989915e-06,0.29281173744503575,3.76,0.0,0.5032308483898119,0.9999951024087522,3.7661917320869637e-10,8.266637020495973e-11,6.73583499273152e-06,6.606164716856608e-06,1.4561442747409745e-06,3.0645905925201833e-07,2.7035619136397048e-11,2.428655765938412e-14,4.134690135543827e-07,8.769619293914956e-08,2.4517478371036546e-07,3.108319294112584e-06,4.6561834654193714e-09,2.601456479917237e-06
4.689108361707051e-06,0.2928117408603336,3.76,0.0,0.5032307390922497,0.9999950523314742,3.85211890426113e-10,8.35704885713246e-11,6.809266661374778e-06,6.672433336846621e-06,1.4703511836566326e-06,3.064593323329818e-07,2.7059682864946463e-11,2.4295501080278774e-14,4.1349428540931375e-07,8.769630765406285e-08,2.4790615855517804e-07,3.1414534011659708e-06,4.656189450727343e-09,2.632412926849688e-06
4.733053393815111e-06,0.29281174427562795,3.76,0.0,0.5032306297928142,0.9999950022541481,3.9389804205070715e-10,8.447394265125639e-11,6.882700133633285e-06,6.738701988787571e-06,1.484557989840476e-06,3.0645957039307224e-07,2.7082790622078756e-11,2.4302727440871113e-14,4.1351770176540866e-07,8.769640822410103e-08,2.5063761222086653e-07,3.17458754887523e-06,4.656194673409081e-09,2.663371193559513e-06
4.8209434580312316e-06,0.29281175110620855,3.76,0.0,0.5032304111888733,0.999994902099428,4.115503845225015e-10,8.627899709121913e-11,7.029571963311425e-06,6.871239368333406e-06,1.5129712552091682e-06,3.064599555252187e-07,2.7126285563898848e-11,2.4317327599074148e-14,4.1355951673341083e-07,8.76965725850503e-08,2.561007328591981e-07,3.24085594637809e-06,4.656203135931902e-09,2.7252926600914453e-06
4.908833522247352e-06,0.2928117579367815,3.76,0.0,0.5032301925789824,0.9999948019447292,4.295757078443545e-10,8.808179552540418e-11,7.176449530749915e-06,7.003776820323133e-06,1.5413840001696187e-06,3.0646023914887755e-07,2.716638983714663e-11,2.433071168813173e-14,4.1359545314289755e-07,8.769669587318506e-08,2.6156410373384846e-07,3.3071244519823214e-06,4.6562093841180655e-09,2.787219926608668e-06
4.9967235864634725e-06,0.29281176476735044,3.76,0.0,0.5032299739639882,0.9999947017901681,4.479735711019096e-10,8.988257535241212e-11,7.323332024893372e-06,7.136314316476537e-06,1.5697961637343112e-06,3.0646044093762144e-07,2.720336716903737e-11,2.43430565663552e-14,4.136263616154847e-07,8.769678600282356e-08,2.670276891185156e-07,3.373393037835268e-06,4.656213844667319e-09,2.8491521793960125e-06
5.084613650679593e-06,0.2928117715979185,3.76,0.0,0.5032297553446138,0.9999946016358437,4.667435800683665e-10,9.168155115471582e-11,7.470218752774242e-06,7.268851833958486e-06,1.5982076931164042e-06,3.064605767531081e-07,2.7237460901045513e-11,2.4354428476432988e-14,4.1365297057192615e-07,8.7696849358356e-08,2.7249145848956553e-07,3.439661681446742e-06,4.6562168617906855e-09,2.9110887225421654e-06
5.172503714895713e-06,0.2928117784284883,3.76,0.0,0.5032295367214787,0.9999945014818412,4.858853825347187e-10,9.347891645485959e-11,7.617109121661594e-06,7.401389354282431e-06,1.6266185425085973e-06,3.064606594146693e-07,2.7268895529157052e-11,2.4364910837368596e-14,4.136759042221196e-07,8.76968911028066e-08,2.77955385740252e-07,3.505930364609184e-06,4.656218713849612e-09,2.9730289604031303e-06
5.260393779111834e-06,0.2928117852590625,3.76,0.0,0.5032293180951117,0.999994401328233,5.053986641773166e-10,9.527484539793356e-11,7.764002624718723e-06,7.533926862494892e-06,1.6550286720975363e-06,3.0646069927151435e-07,2.7297878154194908e-11,2.4374573803025182e-14,4.1369569713492966e-07,8.769691540732908e-08,2.8341944854921663e-07,3.5721990725945255e-06,4.656219625728513e-09,3.034972383447388e-06
5.348283843327954e-06,0.29281179208964286,3.76,0.0,0.503229099465964,0.9999943011750809,5.252831451146832e-10,9.706949421983001e-11,7.910898829851721e-06,7.666464346575784e-06,1.683438047295162e-06,3.064607046233574e-07,2.732459968059096e-11,2.4383481065688537e-14,4.137128056273034e-07,8.769692561991141e-08,2.888836278894018e-07,3.6384677935636428e-06,4.656219777930669e-09,3.096918557216025e-06
