Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128),CO2(13),F(37),H2(7),CF2O(48),O(6),[O]C(F)F(146),O2(176),CHFO(46),FC(F)C(F)F(130)
2.4742833739280363e-10,0.08235561718328532,3.76,0.0,0.6858746225306172,0.9998741050374946,5.669391882749696e-18,6.1355702502291755e-15,3.0960162814621206e-10,9.511776600032005e-10,3.097535955524303e-10,9.501546197609313e-10,8.537023789728771e-17,8.848569135564342e-17,1.0187292563094373e-12,1.0184733177495462e-12,1.462358649032202e-13,1.1119949211550386e-15,1.0600940321828496e-15,6.831614160696401e-16,6.071491770381714e-15,3.921910995275271e-15,2.976335429655903e-16,0.00012589465157595265,3.2291727815802445e-15,3.1347431779485475e-22
2.541099813587522e-10,0.08235561718367364,3.76,0.0,0.6858746224965667,0.9998736488145588,6.145830158494847e-18,6.4778631618240785e-15,3.179577556431748e-10,9.768636085644397e-10,3.181180112318511e-10,9.757845880675554e-10,9.10821619876616e-17,9.183189434917575e-17,1.074444692096342e-12,1.074169551428936e-12,1.5422930239939579e-13,1.2044908230445334e-15,1.1468131648706203e-15,7.399898206001244e-16,6.407036546889488e-15,4.143056922821543e-15,3.1067447153143506e-16,0.0001263508660829541,3.4058629194343926e-15,3.3955442306261206e-22
2.6079162532470074e-10,0.08235561718406197,3.76,0.0,0.6858746224625163,0.9998732299084461,6.648493917634206e-18,6.829791209016867e-15,3.263136616636966e-10,1.0025495575898783e-09,3.2648242379330074e-10,1.0014130666493844e-09,9.699856153575716e-17,9.519173174603835e-17,1.131640809034133e-12,1.1313455979251674e-12,1.6243483864308259e-13,1.301976328053023e-15,1.238055959310435e-15,7.998840677817022e-16,6.751720315566875e-15,4.370612453654866e-15,3.2386107955356005e-16,0.00012676976376519884,3.5872555804972536e-15,3.670419771185119e-22
2.674732692906493e-10,0.08235561718445025,3.76,0.0,0.6858746224284659,0.9998728452669333,7.178112143428165e-18,7.19138108154453e-15,3.3466934665754424e-10,1.0282355071034869e-09,3.3484683355105574e-10,1.0270400555922036e-09,1.031201493639639e-16,9.856415587912085e-17,1.1903174048906537e-12,1.1900012412353706e-12,1.7085242854189513e-13,1.4045822590433673e-15,1.3339292681402004e-15,8.629245607982647e-16,7.105548691856489e-15,4.604604403718083e-15,3.371876102298449e-16,0.00012715439684575058,3.77335049445507e-15,3.9597392937258656e-22
2.7415491325659785e-10,0.08235561718483857,3.76,0.0,0.6858746223944154,0.9998724920868969,7.735415835494912e-18,7.562659464662582e-15,3.4302481105059744e-10,1.0539214571297928e-09,3.4321124079497086e-10,1.0526655549818095e-09,1.0944758277342032e-16,1.019481987684486e-16,1.25047427718845e-12,1.250136265340303e-12,1.7948202702068656e-13,1.5124394197805912e-15,1.4345393668437663e-15,9.29191691844779e-16,7.468527064706963e-15,4.845059584273359e-15,3.5064853361477697e-16,0.00012750756844826175,3.964147390922247e-15,4.263872263750797e-22
2.808365572225464e-10,0.08235561718522688,3.76,0.0,0.685874622360365,0.9998721677946443,8.321138009468605e-18,7.943653039097315e-15,3.5138005524677534e-10,1.0796074076938798e-09,3.515756457924074e-10,1.0782895649040123e-09,1.159814676852248e-16,1.0534296617667205e-16,1.3121112232122378e-12,1.3117504542028425e-12,1.883235890205059e-13,1.6256785949304054e-15,1.5399919567568282e-15,9.987658421141693e-16,7.84066060548783e-15,5.0920048018851715e-15,3.64238537659429e-16,0.00012783185226523613,4.159645999433558e-15,4.583188118204677e-22
2.8751820118849497e-10,0.08235561718561518,3.76,0.0,0.6858746223263146,0.9998718700272248,8.936013696654683e-18,8.334388481006077e-15,3.597350796298662e-10,1.1052933588213827e-09,3.599400487900651e-10,1.103912085444641e-09,1.227223625457471e-16,1.087476320033789e-16,1.3752280400170658e-12,1.3748435917675428e-12,1.9737706949775091e-13,1.7444305500575787e-15,1.6503921680681356e-15,1.0717273817845823e-15,8.221954276556968e-15,5.345466858407692e-15,3.779525196073364e-16,0.00012812961124741222,4.359846049439869e-15,4.918056265509836e-22
2.941998451544435e-10,0.08235561718600348,3.76,0.0,0.6858746222922641,0.9998715966151454,9.580779943685067e-18,8.734892461943381e-15,3.6808988456521957e-10,1.1309793105384863e-09,3.6830445001567676e-10,1.1295331166895413e-09,1.2967078193928977e-16,1.121614330995807e-16,1.4398245244366125e-12,1.4394154619607172e-12,2.0664242342345727e-13,1.868826031624282e-15,1.7658445627875296e-15,1.148156670007188e-15,8.612412839431378e-15,5.605472550974769e-15,3.9178557779294415e-16,0.00012840301488784936,4.564747270305771e-15,5.268846085598691e-22
3.008814891203921e-10,0.08235561718639177,3.76,0.0,0.6858746222582137,0.9998713455663265,1.0256175812170025e-17,9.14519164883159e-15,3.76444470401317e-10,1.1566652628719211e-09,3.7666884967958114e-10,1.1551526587245797e-09,1.3682719995502473e-16,1.1558366443498955e-16,1.5059004730915903e-12,1.5054658486909256e-12,2.161196057826969e-13,1.9989957669884903e-15,1.886453137711968e-15,1.2281340548943967e-15,9.012040862674803e-15,5.872048671991918e-15,4.0573300372798347e-16,0.00012865405526616398,4.774349391308655e-15,5.635926929944683e-22
3.0756313308634064e-10,0.08235561718678008,3.76,0.0,0.6858746222241633,0.9998711150515418,1.0962942378347198e-17,9.565312703934461e-15,3.847988374711968e-10,1.1823512158489604e-09,3.850332479761498e-10,1.1807707116356418e-09,1.4419205327894012e-16,1.190136746600134e-16,1.5734556823978876e-12,1.5729945358494846e-12,2.258085715740406e-13,2.1350704644024482e-15,2.012321327378209e-15,1.311739873508517e-15,9.420842729493989e-15,6.145222009129034e-15,4.197902744819701e-16,0.00012888456160822058,4.988652141638055e-15,6.019668121593484e-22
3.142447770522892e-10,0.08235561718716836,3.76,0.0,0.6858746221901129,0.999870903391147,1.1701822732728123e-17,9.995282284833694e-15,3.931529860937523e-10,1.2080371694974184e-09,3.933976450850888e-10,1.2063872755086337e-09,1.5176574403950313e-16,1.2245086202128562e-16,1.6424899485745192e-12,1.6420013073110855e-12,2.357092758090899e-13,2.2771808130111885e-15,2.1435520070021376e-15,1.3990544518508374e-15,9.838822645047848e-15,6.425019345314113e-15,4.339530453528221e-16,0.00012909621355886464,5.207655250395541e-15,6.4204389551940405e-22
3.2092642101823775e-10,0.08235561718755664,3.76,0.0,0.6858746221560624,0.9998707090429121,1.2473561979743435e-17,1.0435127044408523e-14,4.0150691657492273e-10,1.2337231238456466e-09,4.01762041172631e-10,1.232002350429484e-09,1.5954864243129477e-16,1.2589467059592062e-16,1.7130030676514484e-12,1.7124859469345779e-12,2.4582167351207844e-13,2.425457482851103e-15,2.280247495399018e-15,1.4901581048511416e-15,1.0265984643458466e-14,6.711467458728047e-15,4.482171428386157e-16,0.00012929055334800552,5.431358446595264e-15,6.838608697028969e-22
3.276080649841863e-10,0.08235561718794493,3.76,0.0,0.685874622122012,0.9998705305907906,1.3278907237386967e-17,1.0884873630818328e-14,4.098606292087911e-10,1.25940907892253e-09,4.1012643639263725e-10,1.2576159364841407e-09,1.675410891449398e-16,1.2934458680385301e-16,1.784994835477322e-12,1.7844482385639551e-12,2.5614571971954214e-13,2.5800311248485663e-15,2.422509557887158e-15,1.5851311363576572e-15,1.0702332594539572e-14,7.004593122800725e-15,4.625785578949313e-16,0.00012946899702214804,5.659761459165307e-15,7.274546585043953e-22
3.3428970895013486e-10,0.0823556171883332,3.76,0.0,0.6858746220879616,0.9998703667345705,1.411860763685878e-17,1.134454868748778e-14,4.18214124278596e-10,1.2850950347574857e-09,4.184908308876106e-10,1.283228033758575e-09,1.7574339761643986e-16,1.3280013617942987e-16,1.858465047727082e-12,1.857887966029486e-12,2.6668136948004835e-13,2.741032370818675e-15,2.5704394091765268e-15,1.684053839127415e-15,1.114787021026033e-14,7.304423106208075e-15,4.770334394593322e-16,0.00012963284479263168,5.892864016949625e-15,7.728621828876533e-22
3.409713529160834e-10,0.0823556171887215,3.76,0.0,0.6858746220539111,0.999870216280379,1.499341432220702e-17,1.181417885309406e-14,4.265674020576609e-10,1.3107809913804596e-09,4.2685522478962785e-10,1.3088386423387768e-09,1.841558561056565e-16,1.362608803882517e-16,1.9334134999093958e-12,1.9328049131489103e-12,2.7742857785396844e-13,2.9085918334640782e-15,2.724137716243626e-15,1.787006494817023e-15,1.1602601050960493e-14,7.610984172869835e-15,4.915780882265076e-16,0.0001297832905331921,6.130665848710303e-15,8.201203609884588e-22
3.4765299688203197e-10,0.08235561718910975,3.76,0.0,0.6858746220198607,0.9998700781319828,1.5904080449968724e-17,1.2293790761555804e-14,4.3492046281024244e-10,1.336466948821923e-09,4.3521961822119145e-10,1.3344477623107578e-09,1.9277872961398492e-16,1.3972641447484266e-16,2.0098399873738782e-12,2.009198863728674e-12,2.883872999132908e-13,3.0828401063739356e-15,2.8837046011919517e-15,1.894069373973831e-15,1.2066528531324693e-14,7.924303081947862e-15,5.06208950665882e-16,0.00012992143047679605,6.373166683130071e-15,8.6926610811747e-22
3.5433464084798053e-10,0.08235561718949803,3.76,0.0,0.6858746219858103,0.9998699512828151,1.6851361188809903e-17,1.278341104202369e-14,4.4327330679231117e-10,1.3621529071128707e-09,4.435840112960118e-10,1.3600553937605482e-09,2.016122616544303e-16,1.431963643221848e-16,2.087744305318105e-12,2.0870696015651894e-12,2.995574907414676e-13,3.2639077640229707e-15,3.0492396440974168e-15,2.0053227360274865e-15,1.2539655926122179e-14,8.244406587844985e-15,5.209226132753656e-16,0.00013004827119017095,6.620366248814999e-15,9.203363367630415e-22
3.610162848139291e-10,0.08235561718988631,3.76,0.0,0.6858746219517599,0.9998698348086482,1.783601371916492e-17,1.3283066318872506e-14,4.516259342522658e-10,1.3878388662848163e-09,4.519484041197253e-10,1.3856615367742e-09,2.106566758871238e-16,1.466703843044052e-16,2.167126248794439e-12,2.16641691044614e-12,3.1093910543329463e-13,3.4519253617706485e-15,3.2208418858385964e-15,2.1208468292818624e-15,1.3021986375719576e-14,8.57132144020433e-15,5.357157970634565e-16,0.00013016473690110968,6.872264274297427e-15,9.73367956594024e-22
3.6769792877987764e-10,0.08235561719027457,3.76,0.0,0.6858746219177094,0.9998697278608557,1.8858797232875462e-17,1.379278321169456e-14,4.5997834543159184e-10,1.4135248263697918e-09,4.6031279679055484e-10,1.4112661914377801e-09,2.199121776312865e-16,1.5014815511681146e-16,2.2479856127166574e-12,2.247240574151797e-12,3.225320990948197e-13,3.6470234358604524e-15,3.3986098309121538e-15,2.2407218909073517e-15,1.3513522891376463e-14,8.905074383909109e-15,5.505853522497548e-16,0.00013027167623553206,7.128860488039044e-15,1.028397874462557e-21
3.743795727458262e-10,0.08235561719066281,3.76,0.0,0.685874621883659,0.9998696296602254,1.9920472932828984e-17,1.4312588335294248e-14,4.683305405654649e-10,1.4392107874003438e-09,4.686771893999163e-10,1.4368693578373773e-09,2.2937895526250385e-16,1.5362938177055103e-16,2.330322191866381e-12,2.329540376456357e-12,3.3433642684327453e-13,3.8493325034192885e-15,3.5826414502338175e-15,2.3650281469335202e-15,1.4014268360333494e-14,9.245692159082788e-15,5.655282531740073e-16,0.00013036986840623673,7.390154618434087e-15,1.0854629944068458e-21
3.8106121671177476e-10,0.0823556171910511,3.76,0.0,0.6858746218496086,0.9998695394912781,2.1021804032596837e-17,1.48425082996836e-14,4.766825198833052e-10,1.4648967494095303e-09,4.770415820329761e-10,1.4624710360590945e-09,2.3905718150335796e-16,1.5711379174034096e-16,2.4141357808992874e-12,2.4133161011292552e-12,3.463520438070276e-13,4.058983062457016e-15,3.773034183924978e-15,2.4938458122420942e-15,1.4524225550701426e-14,9.59320150108949e-15,5.805415934051207e-16,0.00013046002889247402,7.656146393812563e-15,1.1446002176539453e-21
3.877428606777233e-10,0.08235561719143934,3.76,0.0,0.6858746218155581,0.9998694566970558,2.216355575607197e-17,1.5382569710078687e-14,4.850342836092852e-10,1.4905827124309166e-09,4.854059747691607e-10,1.4880712261890519e-09,2.4894701461538463e-16,1.6060113325383001e-16,2.4994261743511186e-12,2.4985675319364754e-12,3.5857890512555433e-13,4.276105591866071e-15,3.969884944084897e-15,2.62725509056029e-15,1.5043397116158347e-14,9.947629140534684e-15,5.956225810427093e-16,0.0001305428146516811,7.926835542443532e-15,1.2058464426225448e-21
3.9442450464367187e-10,0.0823556171918276,3.76,0.0,0.6858746217815077,0.9998693806743384,2.3346495337106503e-17,1.5932799166896814e-14,4.933858319627968e-10,1.5162686764985772e-09,4.937703676826273e-10,1.5136699283133857e-09,2.5904859950014223e-16,1.6409117371141379e-16,2.5861931666434847e-12,2.585294452641825e-12,3.7101696594942174e-13,4.5008305514212285e-15,4.173290117548471e-15,2.7653361744544573e-15,1.5571785600462185e-14,1.030900180326603e-14,6.107685342040282e-16,0.0001306188289044884,8.20222179253834e-15,1.2692385649257577e-21
4.011061486096204e-10,0.08235561719221586,3.76,0.0,0.6858746217474573,0.9998693108692467,2.457139201914906e-17,1.649322326575435e-14,5.017371651588781e-10,1.5419546416470874e-09,5.021347608426935e-10,1.5392671425182462e-09,2.6936206871655913e-16,1.6758369822621998e-16,2.6744365520894563e-12,2.673496647008199e-12,3.83666181440287e-13,4.7332883817794654e-15,4.383345568629667e-15,2.908169245324035e-15,1.6109393441785674e-14,1.0677346210374433e-14,6.25976876689034e-16,0.00013068862552976121,8.482304872253866e-15,1.334813477373917e-21
4.07787792575569e-10,0.08235561719260409,3.76,0.0,0.6858746217134069,0.9998692467732073,2.5839017054881973e-17,1.70638685974652e-14,5.100882834086077e-10,1.5676406079115245e-09,5.10499154314233e-10,1.5648628688897986e-09,2.7988754342094048e-16,1.710785082750973e-16,2.7641561248989656e-12,2.763173898798807e-12,3.965265067709067e-13,4.973609504479927e-15,4.600146641850725e-15,3.055834473395801e-15,1.6656222976880926e-14,1.1052689078195221e-14,6.412451338163302e-16,0.00013075271310124517,8.767084509695738e-15,1.402608069977377e-21
4.1446943654151754e-10,0.08235561719299234,3.76,0.0,0.6858746216793564,0.9998691879192447,2.715014370585843e-17,1.764476174803975e-14,5.184391869194649e-10,1.5933265753274635e-09,5.188635481580401e-10,1.5904571075142197e-09,2.906251342354067e-16,1.7457542045232617e-16,2.855351679184005e-12,2.854325991778365e-12,4.0959789712515594e-13,5.221924321944015e-15,4.823788164657242e-15,3.208412017718418e-15,1.721227644508035e-14,1.1435057118309452e-14,6.565709284231224e-16,0.000130811558593956,9.056560432921473e-15,1.4726592299493313e-21
4.211510805074661e-10,0.08235561719338058,3.76,0.0,0.6858746216453058,0.9998691338785805,2.8505547242139465e-17,1.8235929298684266e-14,5.267898758956594e-10,1.6190125439309746e-09,5.272279424311622e-10,1.6160498584776996e-09,3.0157494205013697e-16,1.7807426531833826e-16,2.948023008963633e-12,2.946952709714258e-12,4.228803076980541e-13,5.4783632174755705e-15,5.054364450119196e-15,3.3659820261572494e-15,1.7777555992140404e-14,1.1824477037545278e-14,6.71951977022724e-16,0.00013086559078678885,9.350732369943573e-15,1.5450038417086351e-21
4.2783272447341465e-10,0.08235561719376883,3.76,0.0,0.6858746216112552,0.9998690842575074,2.990600494193103e-17,1.8837397825800677e-14,5.351403505384375e-10,1.6446985137586205e-09,5.355923371872067e-10,1.6416411218664393e-09,3.12737058764471e-16,1.8157488633618596e-16,3.042169908168787e-12,3.0410538363776593e-12,4.3637369369579816e-13,5.743056555261158e-15,5.291969299617954e-15,3.5286246353894438e-15,1.835206367393421e-14,1.2220975537979383e-14,6.873860861134849e-16,0.000130915203386473,9.649600048732529e-15,1.6196787868826462e-21
4.411960124053117e-10,0.08235561719454529,3.76,0.0,0.6858746215431543,0.9998689968582742,3.2845201983416144e-17,2.0071344091037042e-14,5.518406576154883e-10,1.6960704572350139e-09,5.523211283468957e-10,1.6928191862645562e-09,3.3569854546166505e-16,1.8858088955794694e-16,3.234889590166033e-12,3.233678450997005e-12,4.639932128467517e-13,6.297727918756944e-15,5.788637353797942e-15,3.869448146974356e-15,1.95287712365949e-14,1.3035315067001137e-14,7.184051409023618e-16,0.00013100258566797922,1.0261421543300248e-14,1.7761671900438902e-21
4.5322297154401906e-10,0.08235561719524409,3.76,0.0,0.6858746214818633,0.9998689299859961,3.5652403317648125e-17,2.1217391585391848e-14,5.668702029320846e-10,1.7423052109270977e-09,5.673770425190054e-10,1.7388743575822286e-09,3.5709074086261803e-16,1.948910275640867e-16,3.4133816824696565e-12,3.412080912909838e-12,4.895718668944559e-13,6.826469760532456e-15,6.2606069247137085e-15,4.194341304027972e-15,2.061938717034452e-14,1.3792697168822556e-14,7.464834719852011e-16,0.00013106944268389425,1.0828117595495195e-14,1.9253464325999175e-21
4.652499306827264e-10,0.08235561719594288,3.76,0.0,0.6858746214205723,0.9998688726337257,3.861776011740321e-17,2.2397227340171532e-14,5.818990568297705e-10,1.7885399691762344e-09,5.82432958959641e-10,1.7849247104987882e-09,3.791719024722749e-16,2.012049792890241e-16,3.5966514113689808e-12,3.5952570965921158e-12,5.158333852007537e-13,7.383982545324314e-15,6.756784736303184e-15,4.536915461424294e-15,2.1739930485854257e-14,1.4573428927415055e-14,7.747033582878412e-16,0.00013112677968656733,1.1410023618790917e-14,2.0826494112044638e-21
4.772768898214338e-10,0.08235561719664167,3.76,0.0,0.6858746213592813,0.999868823445473,4.1745878032651126e-17,2.3611006175302868e-14,5.969272204067977e-10,1.8347747322131189e-09,5.974888778892006e-10,1.830970245517276e-09,4.0194232020444204e-16,2.0752218490660005e-16,3.784697572452186e-12,3.783205741266921e-12,5.427775069381323e-13,7.971025865889927e-15,7.277699685472057e-15,4.8976375711576085e-15,2.2890410359264696e-14,1.5377665897684627e-14,8.030548249605023e-16,0.00013117595266586357,1.2007138025554886e-14,2.248291118951848e-21
4.893038489601412e-10,0.08235561719734046,3.76,0.0,0.6858746212979904,0.9998687812586421,4.504138376511685e-17,2.4858882860342662e-14,6.119546947472107e-10,1.8810095002734086e-09,6.125447995091012e-10,1.877010963140797e-09,4.2540223207391696e-16,2.1384215907331535e-16,3.977518960705788e-12,3.97592558627213e-12,5.70403971400188e-13,8.58835911435499e-15,7.823875507199528e-15,5.276974467462467e-15,2.407083527139462e-14,1.6205563584779388e-14,8.315285937141589e-16,0.0001312181242179542,1.261945922792041e-14,2.422486519864189e-21
5.013308080988486e-10,0.08235561719803923,3.76,0.0,0.6858746212366994,0.9998687450763458,4.8508925061432236e-17,2.614101211450458e-14,6.269814809235119e-10,1.927244273597673e-09,6.276007240044926e-10,1.923046863872508e-09,4.495518311259553e-16,2.2016448098490765e-16,4.175114370577765e-12,4.1734153710747735e-12,5.987125180026236e-13,9.236741482232888e-15,8.395830822996968e-15,5.67539286675783e-15,2.5281213056493008e-14,1.705727744411754e-14,8.601160341136913e-16,0.00013125429123007928,1.3246985637827105e-14,2.6054505489477055e-21
5.13357767237556e-10,0.08235561719873798,3.76,0.0,0.6858746211754082,0.9998687140436903,5.2153170706291404e-17,2.7457548606687363e-14,6.420075799989374e-10,1.973479052431347e-09,6.426566515465819e-10,1.9690779482156082e-09,4.743912714376654e-16,2.264887857647879e-16,4.377482596035884e-12,4.375673835284064e-12,6.277028862842235e-13,9.916931960446235e-15,8.994079188907431e-15,6.093359367597238e-15,2.6521550947547772e-14,1.7932962881413928e-14,8.888091183134449e-16,0.00013128530859555883,1.3889715667057838e-14,2.7973981122495933e-21
5.253847263762634e-10,0.08235561719943672,3.76,0.0,0.6858746211141171,0.9998686874274417,5.597881051561017e-17,2.88086469555043e-14,6.570329930294016e-10,2.0197138370246826e-09,6.577125822946274e-10,2.0151042166733273e-09,4.999206733224438e-16,2.3281475699616505e-16,4.5846224306216944e-12,4.582699718663195e-12,6.573748159078047e-13,1.0629689339350449e-14,9.619129143060223e-15,6.5313404506244284e-15,2.779185561845387e-14,1.8832775252705456e-14,9.17600378932255e-16,0.0001313119095487069,1.4547647727272448e-14,2.9985440869154423e-21
5.374116855149708e-10,0.08235561720013546,3.76,0.0,0.685874621052826,0.9998686645987326,5.999055532968926e-17,3.019446172931301e-14,6.720577210651442e-10,2.065948627632702e-09,6.727685163976335e-10,2.061125669748919e-09,5.261401278106507e-16,2.391421202927933e-16,4.796532667500326e-12,4.794491761139999e-12,6.877280466611305e-13,1.1375772208759103e-14,1.0271484252774228e-14,6.989802478534155e-15,2.909213322316247e-14,1.9756869864375185e-14,9.46482869945946e-16,0.0001313347229565773,1.5220780230038244e-14,3.2091033212472093e-21
5.494386446536782e-10,0.08235561720083419,3.76,0.0,0.685874620991535,0.9998686450182517,6.419313700638169e-17,3.161514744624565e-14,6.870817651521347e-10,2.1121834245151496e-09,6.878244539958028e-10,2.1071423079456543e-09,5.530497005312073e-16,2.454706377294181e-16,5.013212099506517e-12,5.011048702816567e-12,7.187623184577875e-13,1.2155938957970934e-14,1.0951643161220845e-14,7.469211696037714e-15,3.0422389432092354e-14,2.0705401973175238e-14,9.754501303159105e-16,0.0001313542881309943,1.590911158685781e-14,3.429290634761696e-21
5.614656037923856e-10,0.08235561720153292,3.76,0.0,0.6858746209302439,0.9998686282235091,6.859130841426428e-17,3.30708585742387e-14,7.021051263332738e-10,2.15841822793645e-09,7.028803952217842e-10,2.1531541317668087e-09,5.806494350836424e-16,2.518001030034165e-16,5.2346595191871764e-12,5.232369283977924e-12,7.504773713380147e-13,1.2970947775798289e-14,1.1660099633650817e-14,7.970034229832776e-15,3.1782629466009215e-14,2.1678526786248513e-14,1.004496150147784e-15,0.00013137106756152178,1.661264020919403e-14,3.65932081824953e-21
5.73492562931093e-10,0.08235561720223161,3.76,0.0,0.6858746208689526,0.9998686138178777,7.318984342581316e-17,3.4561749531062285e-14,7.171278056494201e-10,2.2046530381656585e-09,7.179363402017483e-10,2.1991611417156596e-09,6.089393559707486e-16,2.5813033722695084e-16,5.4608737188407155e-12,5.4584522450998205e-12,7.828729454694853e-13,1.382155665059685e-14,1.2397342603190202e-14,8.492736088577173e-15,3.317285812755975e-14,2.2676399461149193e-14,1.0336153391932612e-15,0.00013138545787523223,1.7331364508492827e-14,3.899408633834626e-21
5.855195220698004e-10,0.08235561720293032,3.76,0.0,0.6858746208076614,0.9998686014611943,7.799353691058327e-17,3.60879746843488e-14,7.321498041402673e-10,2.250887855476416e-09,7.329922890563067e-10,2.2451633382954832e-09,6.379194711415994e-16,2.644611852782338e-16,5.691853490553366e-12,5.689296326855728e-12,8.159487811480403e-13,1.4708523370296555e-14,1.3163856216207797e-14,9.037783162866391e-15,3.459307983060574e-14,2.369917510586213e-14,1.0628024975498818e-15,0.00013139779923554217,1.806528289620353e-14,4.149768815034114e-21
5.975464812085078e-10,0.08235561720362901,3.76,0.0,0.6858746207463702,0.9998685908617169,8.300720472839154e-17,3.764968835162081e-14,7.471711228450852e-10,2.297122680146904e-09,7.480482419013026e-10,2.2911607220095444e-09,6.675897741927924e-16,2.7079251264321183e-16,5.927597626232703e-12,5.9249002701230785e-12,8.497046187983733e-13,1.563260552243356e-14,1.396011987725756e-14,9.605641225214494e-15,3.6043298627503676e-14,2.474700877882109e-14,1.092052788413074e-15,0.00013140838338420325,1.8814393783797092e-14,4.410616066818713e-21
6.095734403472152e-10,0.08235561720432769,3.76,0.0,0.6858746206850788,0.9998685817692411,8.823568372250409e-17,3.92470448003181e-14,7.621917628033496e-10,2.3433575124598035e-09,7.631041988484844e-10,2.337153293361089e-09,6.979502462745342e-16,2.771242026807729e-16,6.168104917638572e-12,6.165262815988826e-12,8.841401989746689e-13,1.65945604941832e-14,1.478660829359981e-14,1.0196775930038201e-14,3.75235182344745e-14,2.5820055488926065e-14,1.1213617127361238e-15,0.00013141746052575484,1.9578695582782484e-14,4.682165065673544e-21
6.216003994859226e-10,0.08235561720502636,3.76,0.0,0.6858746206237875,0.9998685739691923,9.36838317128267e-17,4.088019824782395e-14,7.772117250552774e-10,2.3895923527022466e-09,7.781601600060856e-10,2.3831410528533513e-09,7.290008577440807e-16,2.834561542504709e-16,6.413374156411672e-12,6.4103827057544055e-12,9.192552623611956e-13,1.7595145472393657e-14,1.5643791519305615e-14,1.0811652813643849e-14,3.903374205520338e-14,2.6918470195559614e-14,1.1507250856582807e-15,0.00013142524523471137,2.0358186704721313e-14,4.964630459659347e-21
6.3362735862463e-10,0.08235561720572503,3.76,0.0,0.6858746205624962,0.9998685672775522,9.935652748909914e-17,4.254930286149054e-14,7.922310106422794e-10,2.435827201165775e-09,7.932161254793214e-10,2.429124000989537e-09,7.607415696012118e-16,2.8978827965300014e-16,6.663404134099906e-12,6.6602586809401635e-12,9.5504954977286e-13,1.8635117443620526e-14,1.6532134998948257e-14,1.1450737294217067e-14,4.0573973202795365e-14,2.8042407808602438e-14,1.180139014574996e-15,0.00013143192152967196,2.1152865561240874e-14,5.2582268684741035e-21
6.456543177633374e-10,0.08235561720642369,3.76,0.0,0.6858746205012048,0.9998685615365026,1.052586708040927e-16,4.4254512758663596e-14,8.072496206073436e-10,2.4820620581462966e-09,8.082720953708162e-10,2.475102138272829e-09,7.9317233473373795e-16,2.9612050284324213e-16,6.9181936421827495e-12,6.914889483289274e-12,9.915228021557153e-13,1.9715233194161934e-14,1.7452099610885654e-14,1.2114494671814906e-14,4.214421452020048e-14,2.919202318844818e-14,1.2095998787370978e-15,0.000131437647228288,2.1962730564045802e-14,5.563168883515023e-21
6.576812769020448e-10,0.0823556172071223,3.76,0.0,0.6858746204399133,0.9998685566106948,1.1139518236681107e-16,4.599598200670632e-14,8.222675559953564e-10,2.5282969239440406e-09,8.233280697809697e-10,2.5210754652063796e-09,8.262930989970799e-16,3.024527578813907e-16,7.177741472093726e-12,7.174273854771224e-12,1.028674760587441e-12,2.0836249310094314e-14,1.8404141710137202e-14,1.2803390128360263e-14,4.374446859921266e-14,3.0367471146017543e-14,1.2391043102745654e-15,0.00013144255767985602,2.2787780124928442e-14,5.8796710679409185e-21
6.697082360407522e-10,0.08235561720782096,3.76,0.0,0.6858746203786219,0.9998685523840496,1.1777100383569429e-16,4.777386462302241e-14,8.372848178533761e-10,2.5745317988635204e-09,8.383840488082694e-10,2.5670439822933076e-09,8.601038021497731e-16,3.0878498759079626e-16,7.442046415241167e-12,7.438410537584907e-12,1.0665051662777788e-12,2.1998922177308627e-14,1.9388713170858782e-14,1.3517888727638408e-14,4.537473779814132e-14,3.1568906442771886e-14,1.2686491765460869e-15,0.00013144676896337075,2.3628012655778045e-14,6.20794795673491e-21
6.817351951794596e-10,0.08235561720851958,3.76,0.0,0.6858746203173305,0.9998685487570157,1.2439109781182608e-16,4.9588314575078654e-14,8.523014072308564e-10,2.6207666832134854e-09,8.53440032549561e-10,2.6130076900367005e-09,8.946043786645452e-16,3.1511714239433277e-16,7.711107263027385e-12,7.707298274161326e-12,1.1050137605689423e-12,2.3204007981547148e-14,2.0406261428419695e-14,1.4258455415295484e-14,4.703502425824908e-14,3.2796483790726194e-14,1.2982315637210418e-15,0.0001314503806296013,2.448342656858893e-14,6.54821405676749e-21
6.93762154318167e-10,0.08235561720921818,3.76,0.0,0.6858746202560388,0.9998685456442185,1.3126044783214412e-16,5.14394857804267e-14,8.67317325179836e-10,2.667001577306882e-09,8.684960211002781e-10,2.658966588939608e-09,9.297947584319096e-16,3.2144917930498754e-16,7.984922806866351e-12,7.980935807166035e-12,1.1442002849359965e-12,2.4452262708440555e-14,2.1457229521085202e-14,1.502555501883879e-14,4.8725329919042795e-14,3.40503578524616e-14,1.3278487615070617e-15,0.00013145347805399728,2.5354020275467747e-14,6.900683846859898e-21
