Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128),CO2(13),F(37),H2(7),CF2O(48),O(6),[O]C(F)F(146),O2(176),CHFO(46),FC(F)C(F)F(130),CO(12),CHF2-CF2(68)
2.647492771294199e-10,0.7222119262584249,3.76,0.0,0.9487363022627743,0.9983706770305812,6.243425109640535e-16,1.2784199578082034e-12,1.3637484008273943e-07,4.3344070807525725e-06,1.3637387663292737e-07,4.332339089543293e-06,3.08229700395095e-15,3.147108545556369e-14,2.065060749609685e-09,2.0620304587456788e-09,3.6287552338531684e-13,4.933211571658885e-12,4.886289389460517e-12,2.180913028771957e-12,9.388233853796667e-13,2.8209755562822843e-12,5.815234708710788e-13,0.0016291845248979856,9.459963939366764e-13,2.988674172360993e-19,3.350150480893815e-17,2.7736246183050565e-24
2.767018863990021e-10,0.7222119510144988,3.76,0.0,0.9487361004257469,0.9983233918385369,7.226887566633035e-16,1.419914332825695e-12,1.425273444940981e-07,4.5300914394446305e-06,1.4252617966002028e-07,4.527832622866658e-06,3.3786175170050715e-15,3.42039292207848e-14,2.255486264424302e-09,2.2520583735593703e-09,3.9610284806901156e-13,5.631285105472363e-12,5.575309949727508e-12,2.4896208051389623e-12,1.0316245043873268e-12,3.0738598105358664e-12,6.289956187196592e-13,0.001676463373565967,1.033285112292936e-12,3.4118328100796467e-19,3.824517739414687e-17,3.1663660392491984e-24
2.886544956685843e-10,0.7222119757705732,3.76,0.0,0.9487358985890378,0.9982777746782868,8.316945002219133e-16,1.5707564551384236e-12,1.4867958264655687e-07,4.725775739479821e-06,1.4867819245088986e-07,4.7233176852837635e-06,3.689473193807364e-15,3.7036011441277744e-14,2.454288958223948e-09,2.4504304596252927e-09,4.3076131748411506e-13,6.39222698587895e-12,6.325951078385746e-12,2.8261483043880577e-12,1.1292308419894706e-12,3.3396855738261408e-12,6.778445299988908e-13,0.0017220741823053894,1.124421220169014e-12,3.8731467828802377e-19,4.341661309279766e-17,3.594525761628512e-24
3.006071049381665e-10,0.7222120005266487,3.76,0.0,0.9487356967526358,0.9982337666968142,9.52051105599378e-16,1.7312079894769775e-12,1.5483156594926467e-07,4.9214599809673695e-06,1.5482992510427008e-07,4.918794277602863e-06,4.014971018605807e-15,3.9965753960088636e-14,2.6614666095117508e-09,2.6571432099046912e-09,4.66848035295062e-13,7.218737898480873e-12,7.140804319485578e-12,3.1916928589052727e-12,1.231687164177076e-12,3.618712846374701e-12,7.2802486390619e-13,0.0017660758041231194,1.2194043297247304e-12,4.374261348918249e-19,4.903425875042617e-17,4.0596317555626295e-24
3.1255971420774867e-10,0.7222120252827258,3.76,0.0,0.9487354949165302,0.9981913111293015,1.0844690194555984e-15,1.9015305403847526e-12,1.6098330545725726e-07,5.117144164020991e-06,1.6098138736061054e-07,5.114262400602812e-06,4.355216225872437e-15,4.299160404791101e-14,2.8770170250676993e-09,2.8721931478590956e-09,5.043601187094118e-13,8.113517396765662e-12,8.0224555940833e-12,3.587451483999114e-12,1.3390367626083038e-12,3.911201557018781e-12,7.794927868852524e-13,0.001808525003827499,1.3182340665677728e-12,4.916821628375109e-19,5.511655937306867e-17,4.563211924659574e-24
3.2451232347733086e-10,0.7222120500388045,3.76,0.0,0.9487352930807098,0.9981503532241366,1.2296777665708202e-15,2.081985653571486e-12,1.6713481188432066e-07,5.3128282887588775e-06,1.671325886149439e-07,5.3097220550346e-06,4.71031232715521e-15,4.61120339734779e-14,3.1009380384467502e-09,3.0955768258947518e-09,5.432946980901314e-13,9.079263911951282e-12,8.97348521983873e-12,4.014620881928637e-12,1.4513215039748098e-12,4.217411563979709e-12,8.322059217658292e-13,0.001849476533022418,1.4209100690461439e-12,5.502472613286811e-19,6.168195819150697e-17,5.1067941152727625e-24
3.3646493274691305e-10,0.7222120747948853,3.76,0.0,0.9487350912451645,0.9981108401381064,1.3884259524722805e-15,2.272834818533144e-12,1.7328609562097087e-07,5.508512355303691e-06,1.7328353793486742e-07,5.505173241623846e-06,5.080361145420225e-15,4.932554043567202e-14,3.333227507550703e-09,3.327290822860876e-09,5.83648916357557e-13,1.0118674766927862e-11,9.996467935445525e-12,4.47439744770902e-12,1.568581898313902e-12,4.537602656513154e-12,8.861232771195702e-13,0.0018889832349114322,1.5274319871093914e-12,6.132859182891682e-19,6.874889675522368e-17,5.691906130918523e-24
3.4841754201649524e-10,0.7222120995509684,3.76,0.0,0.9487348894098839,0.9980727208978969,1.561481252916233e-15,2.4743394683819273e-12,1.7943716674105387e-07,5.704196363782548e-06,1.7943424406714968e-07,5.70061596107123e-06,5.465462833820816e-15,5.2630644286556106e-14,3.5738833142181477e-09,3.5673317436104236e-09,6.254199288518136e-13,1.1234446180659287e-11,1.1093972914007226e-11,4.967977270793374e-12,1.6908571253823993e-12,4.8720345546036495e-12,9.412052203871066e-13,0.0019270960828006683,1.6377994821095318e-12,6.809626107093217e-19,7.633581495813858e-17,6.320075735612479e-24
3.603701512860774e-10,0.7222121243070545,3.76,0.0,0.9487346875748586,0.9980359463067947,1.7496304166530124e-15,2.6867609820824132e-12,1.855880350177495e-07,5.899880314327019e-06,1.8558471545373787e-07,5.896050214054699e-06,5.865715908236641e-15,5.6025889999126495e-14,3.822903362081995e-09,3.815696216791965e-09,6.686049028035079e-13,1.2429273279886308e-11,1.2268563785074152e-11,5.496556139919936e-12,1.8181850958663207e-12,5.220966910345475e-12,9.97413414606579e-13,0.001963864273395455,1.752012225795665e-12,7.53441806022142e-19,8.446115111738468e-17,6.992830666829326e-24
3.723227605556596e-10,0.7222121490631438,3.76,0.0,0.9487344857400791,0.9980004689355879,1.9536792489789536e-15,2.910360682975662e-12,1.9173870992512414e-07,6.095564207073107e-06,1.91734960233319e-07,6.091476001228934e-06,6.281217259050976e-15,5.95098455220627e-14,4.080285577096476e-09,4.072380895367013e-09,7.13201017407568e-13,1.3705850099618496e-11,1.3522798643424285e-11,6.061329543108102e-12,1.950602459111081e-12,5.58465930671946e-12,1.0547108110284505e-12,0.001999335235900299,1.8700699005509434e-12,8.308879619006691e-19,9.314334197098672e-17,7.71169863372907e-24
3.842753698252418e-10,0.7222121738192362,3.76,0.0,0.9487342839055359,0.9979662429987889,2.1744526229704963e-15,3.1453998424629187e-12,1.9788920065936683e-07,6.2912480421612475e-06,1.9788498626255687e-07,6.286893323228596e-06,6.712062191693227e-15,6.308110159893771e-14,4.3460279043820334e-09,4.337382453369277e-09,7.59205463067583e-13,1.5066869598473608e-11,1.4859230075546136e-11,6.663492674084326e-12,2.088144683770223e-12,5.963371259998858e-12,1.1130615654993238e-12,0.0020335547557947292,1.9919721979161984e-12,9.134655282386467e-19,1.0240082278350878e-16,8.478207335771546e-24
3.96227979094824e-10,0.7222121985753326,3.76,0.0,0.9487340820712205,0.9979332243732412,2.4127944556838658e-15,3.3921396771665096e-12,2.0403951613558635e-07,6.486931819736305e-06,2.040348011129004e-07,6.482302180666831e-06,7.15834443113724e-15,6.673827175901825e-14,4.6201283096998074e-09,4.610697587387462e-09,8.066154416798481e-13,1.6515023656205706e-11,1.6280405164723295e-11,7.304240430998705e-12,2.230846047814185e-12,6.357362217558344e-12,1.1724310496414385e-12,0.0020665669562284564,2.1177188192674664e-12,1.0013389463879787e-18,1.122520273217738e-16,9.293884455720557e-24
4.081805883644062e-10,0.7222122233314331,3.76,0.0,0.9487338802371238,0.9979013704658871,2.669567723037966e-15,3.650841353130952e-12,2.101896650104983e-07,6.6826155399475435e-06,2.101844120932707e-07,6.677702574138832e-06,7.620156165114091e-15,7.047999158747349e-14,4.902584775973033e-09,4.892323012995752e-09,8.554281658075701e-13,1.8053003089639127e-11,1.7788865518398376e-11,7.98476742311331e-12,2.3787397246568334e-12,6.766891560660403e-12,1.2327857614757842e-12,0.002098414430251848,2.2473094741894027e-12,1.0946726513366083e-18,1.2271538796547173e-16,1.016025768011188e-23
4.2013319763398837e-10,0.7222122480875381,3.76,0.0,0.9487336784032375,0.997870640174267,2.945654452883591e-15,3.9217659857854936e-12,2.1633965568919562e-07,6.878299202948632e-06,2.1633382625683896e-07,6.873094504222396e-06,8.097588064107547e-15,7.430491842705975e-14,5.19339530275883e-09,5.18225546419598e-09,9.056408585207702e-13,1.968349765678374e-11,1.9387147281425848e-11,8.706267972379366e-12,2.531857810282821e-12,7.192218604228492e-12,1.2940932977030369e-12,0.002129138280318198,2.3807438802217933e-12,1.1936310721405864e-18,1.338093357319229e-16,1.1078854703431263e-23
4.3208580690357056e-10,0.7222122728436481,3.76,0.0,0.9487334765695539,0.9978409938305133,3.241955721519488e-15,4.205174640660286e-12,2.2248949633475219e-07,7.073982808897632e-06,2.2248305041063574e-07,7.068477971478962e-06,8.590729305379287e-15,7.821173100590922e-14,5.492557905235756e-09,5.4804916923645535e-09,9.57250753124852e-13,2.140919606324975e-11,2.107778115200999e-11,9.469936116008484e-12,2.690231360861093e-12,7.633602597173827e-12,1.3563223150553917e-12,0.0021587781742883655,2.5180217623804345e-12,1.2983786326425886e-18,1.4555230031735186e-16,1.2051203234963524e-23
4.4403841617315275e-10,0.7222122975997631,3.76,0.0,0.9487332747360646,0.9978123931977396,3.559391638473942e-15,4.501328331674107e-12,2.2863919486883298e-07,7.26966635795699e-06,2.286320911161701e-07,7.2638529764530005e-06,9.099667583936435e-15,8.219912930729361e-14,5.800070614831368e-09,5.787028466873999e-09,1.0102550932604032e-12,2.3232785962003516e-11,2.2863292389709282e-11,1.0276965606169192e-11,2.853890396997016e-12,8.0913027209738e-12,1.4194425264920336e-12,0.0021873723490423666,2.6591428534414784e-12,1.409079751223137e-18,1.5796271008996346e-16,1.3078830996626665e-23
4.5599102544273494e-10,0.7222123223558838,3.76,0.0,0.9487330729027621,0.9977848013767101,3.898901353489918e-15,4.810488023726797e-12,2.3478875898770407e-07,7.465349850293521e-06,2.347809547054436e-07,7.459219519674302e-06,9.624489146442302e-15,8.626583401489451e-14,6.1159314769852625e-09,6.101862572791054e-09,1.0646511323574613e-12,2.515695396409863e-11,2.474620083668932e-11,1.112854991443083e-11,3.0228639651830207e-12,8.565578091364211e-12,1.483424637616112e-12,0.0022149577038100875,2.8041068928926684e-12,1.5258988422506422e-18,1.710589921631986e-16,1.4163265736661987e-23
4.679436347123171e-10,0.7222123471120102,3.76,0.0,0.9487328710696389,0.9977581828024856,4.261443041624978e-15,5.132914630907498e-12,2.4093819616279873e-07,7.661033286078412e-06,2.4092964728152486e-07,7.65457760165735e-06,1.0165278802050122e-14,9.04105863843404e-14,6.440138551774078e-09,6.424990811495651e-09,1.1204361337349136e-12,2.7184385638696558e-11,2.672902092598927e-11,1.202588223158239e-11,3.197180141819013e-12,9.056687756836568e-12,1.5482403431014588e-12,0.002241569803524924,2.952913627216631e-12,1.6490003158382144e-18,1.848595723907527e-16,1.5306035227535095e-23
4.798962439818993e-10,0.7222123718681431,3.76,0.0,0.9487326692366878,0.9977325031187397,4.647993920453883e-15,5.468869020897983e-12,2.470875136622804e-07,7.856716665487196e-06,2.4707817474011484e-07,7.849927222904763e-06,1.0722119965314879e-14,9.463214752227717e-14,6.772689910558083e-09,6.756409997241907e-09,1.1776073698076663e-12,2.9317765526901046e-11,2.8814261706806065e-11,1.2970155473422253e-11,3.3768661154282724e-12,9.564890701673552e-12,1.613862241351852e-12,0.002267243004507598,3.1055628083230703e-12,1.7785485799615537e-18,1.993828754634495e-16,1.6508667285871394e-23
4.918488532514814e-10,0.7222123966242825,3.76,0.0,0.9487324674039014,0.9977077291946977,5.059550230404953e-15,5.818612012175028e-12,2.532367185481256e-07,8.05239998869976e-06,2.5322654276663983e-07,8.045268383906045e-06,1.1295094661773961e-14,9.892929835359251e-14,7.113583637220439e-09,7.096116958404641e-09,1.2361621223258639e-12,3.1559777139453506e-11,3.100442684992465e-11,1.3962562279575816e-11,3.56194817769708e-12,1.0090445843695066e-11,1.6802638444672843e-12,0.0022920104375274137,3.2620541941182206e-12,1.9147080398526222e-18,2.146473248872925e-16,1.777268976697526e-23
5.038014625210635e-10,0.7222124213804286,3.76,0.0,0.9487322655712732,0.9976838290810172,5.4971272317713745e-15,6.1824043744340115e-12,2.5938581768368726e-07,8.24808325590032e-06,2.5937475684382155e-07,8.240601085138334e-06,1.1884283549766899e-14,1.0330083929027647e-13,7.462817827435212e-09,7.444108536715098e-09,1.2960976821714503e-12,3.391310296114894e-11,3.3302014661495835e-11,1.5004295015220163e-11,3.7524517535845606e-12,1.0633612034404116e-11,1.7474195473676596e-12,0.0023159040519213693,3.4223875481570086e-12,2.057643098567201e-18,2.306713430113329e-16,1.9099630570311353e-23
5.157540717906457e-10,0.7222124461365823,3.76,0.0,0.9487320637387965,0.9976607719651044,5.961759201733976e-15,6.560506828985636e-12,2.6553481774135465e-07,8.443766467277424e-06,2.655228222593439e-07,8.435925327067207e-06,1.2489765942316343e-14,1.0774558989823177e-13,7.820390587902509e-09,7.800381586463377e-09,1.3574113491480207e-12,3.638042445533671e-11,3.570951809690866e-11,1.6096545772844796e-11,3.948401431769346e-12,1.1194648059092048e-11,1.8153045965525325e-12,0.0023389546602779676,3.5865626392800142e-12,2.207518157570635e-18,2.4747335105611455e-16,2.0491017645154197e-23
5.396592903298101e-10,0.7222124956489122,3.76,0.0,0.9487316600742717,0.9976170688025442,6.976420254628088e-15,7.36068466632543e-12,2.7783254641903214e-07,8.835132723337032e-06,2.778185273422783e-07,8.82654843482708e-06,1.374992192339122e-14,1.168500916957962e-13,8.560544293905745e-09,8.537759572356049e-09,1.4841622463824283e-12,4.166777524299654e-11,4.0864217001547907e-11,1.8437368374892173e-11,4.356733508339323e-12,1.2371364425529358e-11,1.95316773021189e-12,0.002382644782898685,3.926437130982143e-12,2.52874587970771e-18,2.8348501638491425e-16,2.3473242706676578e-23
5.604929977569935e-10,0.7222125387995759,3.76,0.0,0.9487313082758462,0.9975814582047391,7.959165913069198e-15,8.107208633772755e-12,2.8854991299776127e-07,9.17621330178573e-06,2.885339553424391e-07,9.166953939318373e-06,1.4902043992734193e-14,1.2501273497421188e-13,9.232781224395592e-09,9.20737928693257e-09,1.5990973045543936e-12,4.667310743844973e-11,4.573875654751486e-11,2.0653548052979568e-11,4.7305846600930285e-12,1.3457640051201225e-11,2.0754763741421756e-12,0.002418243989207152,4.235172152932218e-12,2.8329018768912607e-18,3.1758263364384934e-16,2.6297047538854524e-23
5.792433344414586e-10,0.7222125776351961,3.76,0.0,0.9487309916575817,0.9975512596053179,8.927166871259181e-15,8.819423459746275e-12,2.981953606950406e-07,9.483185679827158e-06,2.9817751252651125e-07,9.473296924726999e-06,1.5982197946924022e-14,1.3253556127548327e-13,9.859432086620557e-09,9.83151114408525e-09,1.7060860744702011e-12,5.1506619584619706e-11,5.044151222582832e-11,2.2793833730184298e-11,5.081469992386797e-12,1.4484853977482548e-11,2.1871747212810175e-12,0.0024484323147447805,4.523010344340093e-12,3.1266703770232323e-18,3.505155445849015e-16,2.902447486769642e-23
5.979936711259237e-10,0.7222126164708393,3.76,0.0,0.948730675039596,0.9975227149452774,9.978897408692918e-15,9.570900866006886e-12,3.0784065848978456e-07,9.790157923667193e-06,3.0782077604824585e-07,9.779619099393357e-06,1.7103607072543417e-14,1.40221254211997e-13,1.0506574377492953e-08,1.047597454520373e-08,1.816424753803305e-12,5.6662255143848464e-11,5.545317710725211e-11,2.5076939756984275e-11,5.446096484801276e-12,1.5560059491606435e-11,2.300327214254227e-12,0.002476966680481938,4.8202992929548195e-12,3.4400710486812488e-18,3.8564907340040967e-16,3.1934234240884764e-23
6.167440078103889e-10,0.7222126553065074,3.76,0.0,0.948730358421868,0.9974957336120118,1.1118907628874602e-14,1.0362645977403501e-11,3.1748582739693443e-07,1.0097130034159427e-05,3.1746376145840716e-07,1.0085920464861113e-05,1.8266540737972434e-14,1.4806577869827696e-13,1.1174201029249357e-08,1.11407576289239e-08,1.93010315718713e-12,6.215033631357505e-11,6.078321988492127e-11,2.750746034275196e-11,5.824537969986916e-12,1.6684253690664957e-11,2.4148597465751075e-12,0.002503937699009845,5.1270382223500725e-12,3.773738576859576e-18,4.2305430431010407e-16,3.503222635138433e-23
6.35494344494854e-10,0.7222126941422011,3.76,0.0,0.9487300418043778,0.9974702299558005,1.2351862632122479e-14,1.1195663635588785e-11,3.2713088760420415e-07,1.0404102012183186e-05,3.271064834562525e-07,1.0392201022634778e-05,1.9471261231886557e-14,1.5606519967318623e-13,1.1862305011309755e-08,1.182584857892497e-08,2.0471111447603844e-12,6.798117927959749e-11,6.644107751759757e-11,3.008998811153097e-11,6.21686454451089e-12,1.7858433269550956e-11,2.5307020088181945e-12,0.002529431020034904,5.443226373991923e-12,4.128307662098887e-18,4.62802315768671e-16,3.832435244027137e-23
6.542446811793191e-10,0.722212732977922,3.76,0.0,0.9487297251871055,0.9974461230153033,1.3682542483244785e-14,1.2070958399231424e-11,3.367758585191055e-07,1.0711073858643402e-05,3.367489559366302e-07,1.0698460774183657e-05,2.0718023935515406e-14,1.6421567956032243e-13,1.2570879326525353e-08,1.2531235619971345e-08,2.1674386210207163e-12,7.416509423831588e-11,7.24361553382055e-11,3.2829114110111695e-11,6.623142761482835e-12,1.9083594519810847e-11,2.6477872918221585e-12,0.002553527604883687,5.7688630054369784e-12,4.504413024124231e-18,5.049641805964049e-16,4.181651433295083e-23
6.729950178637842e-10,0.7222127718136712,3.76,0.0,0.9487294085700329,0.9974233362641212,1.5115842178918257e-14,1.298953454383271e-11,3.4642075881235716e-07,1.1018045574470565e-05,3.4639119203346347e-07,1.1004699720945307e-05,2.2007077489493797e-14,1.7251347582049607e-13,1.3299917007879617e-08,1.3256907014422438e-08,2.291075533790444e-12,8.071238541619309e-11,7.877782715918411e-11,3.572942781493841e-11,7.043435809483691e-12,2.0360733328282205e-11,2.7660523040328036e-12,0.0025763039799421667,6.103947388743455e-12,4.9026894052377385e-18,5.49610966091015e-16,4.551461447317235e-23
6.917453545482494e-10,0.7222128106494501,3.76,0.0,0.9487290919531418,0.9974017973704858,1.6656771614998044e-14,1.3952396061354352e-11,3.560656064590402e-07,1.1325017160620614e-05,3.5603320416098213e-07,1.1310917864328774e-05,2.333866395688364e-14,1.8095493856683337e-13,1.4049411115439476e-08,1.4002851059002191e-08,2.4180118732462684e-12,8.763335108762468e-11,8.547543537597321e-11,3.879551713835334e-11,7.477803682817459e-12,2.1690845175641e-11,2.8854369977757062e-12,0.0025978324769671403,6.448478809000395e-12,5.3237715735785975e-18,5.968137341287061e-16,4.942455595587567e-23
7.104956912327145e-10,0.72221284948526,3.76,0.0,0.948728775336415,0.9973814379664686,1.8310455553899726e-14,1.4960546659764524e-11,3.65710418778121e-07,1.1631988618074863e-05,3.656750040533201e-07,1.1617115205717639e-05,2.4713018983118748e-14,1.8953650822869236e-13,1.481935473346629e-08,1.476905608173519e-08,2.548237670991419e-12,9.493828359176013e-11,9.253829106923543e-11,4.2031968434407716e-11,7.926303345380636e-12,2.3074925134929285e-11,3.0058844020783093e-12,0.002618181463876067,6.802456562932649e-12,5.768294326300699e-18,6.466435412582358e-16,5.355224255932677e-23
7.292460279171796e-10,0.7222128883211025,3.76,0.0,0.9487284587198358,0.9973621934290485,2.0082133591985368e-14,1.6014989762465397e-11,3.753552124699372e-07,1.1938959947839907e-05,3.753166028020795e-07,1.1923291746472823e-05,2.6130371952362603e-14,1.9825471327382497e-13,1.560974096774991e-08,1.5555510439114367e-08,2.681742999185015e-12,1.0263746934794307e-10,9.997567410543731e-11,4.5443366504099573e-11,8.38898888666657e-12,2.4513967870051975e-11,3.1273404635830377e-12,0.002637415563678893,7.165879957611258e-12,6.236892492633054e-18,6.991714387856909e-16,5.79035787762273e-23
7.479963646016447e-10,0.7222129271569783,3.76,0.0,0.948728142103388,0.9973440026749755,2.1977160126837453e-14,1.711672850756016e-11,3.8500000365131754e-07,1.2245931150947552e-05,3.84958010891526e-07,1.2229447487935139e-05,2.7590946139790134e-14,2.0710616799743162e-13,1.6420562943215558e-08,1.6362202513551496e-08,2.818517969740434e-12,1.1074118886951023e-10,1.0779683323548721e-10,4.903429459992779e-11,8.865911668658435e-12,2.6008967634221067e-11,3.2497538968445622e-12,0.0026555958596153734,7.538748309292518e-12,6.730200936795304e-18,7.544684728481866e-16,6.248446984354577e-23
7.667467012861099e-10,0.7222129659928892,3.76,0.0,0.9487278254870559,0.9973268079678743,2.4001004324399548e-14,1.8266765746987138e-11,3.9464480788860025e-07,1.2552902228454713e-05,3.945992382316861e-07,1.2535582431427609e-05,2.90949588600223e-14,2.160875703732822e-13,1.7251813801759104e-08,1.7189120711064804e-08,2.9585527335823964e-12,1.1925971677620496e-10,1.1601098619170354e-10,5.2809334429871256e-11,9.357120464577073e-12,2.756091826835678e-11,3.3730760430040506e-12,0.002672780088051401,7.92106094236494e-12,7.248854560792854e-18,8.126056844782165e-16,6.730082177129631e-23
7.85497037970575e-10,0.7222130048288362,3.76,0.0,0.9487275088708249,0.9973105547351868,2.6159250086023362e-14,1.9466104045573937e-11,4.0428964022896274e-07,1.2859873181443344e-05,4.042402941897546e-07,1.2841696578257562e-05,3.064262161216354e-14,2.2519569995827406e-13,1.8103486700246518e-08,1.8036253459137903e-08,3.101837479947727e-12,1.2820332180557443e-10,1.2462731978351597e-10,5.6773066160949334e-11,9.862661591001298e-12,2.9170813199472665e-11,3.497260735263125e-12,0.0026890228215363196,8.312817188374194e-12,7.793488307127067e-18,8.736541096611625e-16,7.235854137059021e-23
8.042473746550401e-10,0.7222130436648211,3.76,0.0,0.9487271922546804,0.9972951913943291,2.8457596015431984e-14,2.0715745680035983e-11,4.139345152301705e-07,1.3166844011020345e-05,4.1388118761992157e-07,1.3147789929718646e-05,3.223414022155639e-14,2.344274158484008e-13,1.8975574808665786e-08,1.8903589204737918e-08,3.2483624357267783e-12,1.3758226682344466e-10,1.336549899920002e-10,6.093006842240382e-11,1.0382579033759701e-11,3.083964543906449e-11,3.622264170746695e-12,0.002704375642645223,8.714016385120462e-12,8.364737161427073e-18,9.37684779386603e-16,7.766353628102054e-23
8.229977113395052e-10,0.7222130825008449,3.76,0.0,0.9487268756386079,0.9972806691885352,3.090185538556883e-14,2.201669263791866e-11,4.235794469886636e-07,1.3473814718317492e-05,4.235219268915383e-07,1.3453862487092596e-05,3.386971497813215e-14,2.437796546884573e-13,1.986807130844884e-08,1.9791116412510623e-08,3.3981178648493497e-12,1.4740680883340768e-10,1.4310312206316678e-10,6.528491830847439e-11,1.0916914567296032e-11,3.256840758150923e-11,3.74804478906781e-12,0.0027188873081358095,9.124657875836413e-12,8.963236154993603e-18,1.0047687196929655e-15,8.322171499729335e-23
8.417480480239704e-10,0.7222131213369086,3.76,0.0,0.948726559022594,0.9972669420322168,3.349795610530808e-14,2.3369946616485064e-11,4.3322444916600983e-07,1.3780785304491323e-05,4.3316251991564873e-07,1.3759914251650877e-05,3.5549540771349586e-14,2.532494287354357e-13,2.0780969390959137e-08,2.069882356314818e-08,3.551094067714073e-12,1.5768719898535559e-10,1.529808106000356e-10,6.984219138078222e-11,1.146570786761071e-11,3.4358091802474525e-11,3.874563157488094e-12,0.002732603903589232,9.54474100844371e-12,9.589620367257145e-18,1.0749769517057556e-15,8.903898689512723e-23
8.604983847084355e-10,0.7222131601730141,3.76,0.0,0.9487262424066255,0.9972539663648672,3.6251940686028583e-14,2.477650902156415e-11,4.4286953501389155e-07,1.4087755770723103e-05,4.428029741700563e-07,1.4065945224656167e-05,3.727380722188259e-14,2.628338239723596e-13,2.1714262256117474e-08,2.1626699151901243e-08,3.707281380654928e-12,1.684336825832128e-10,1.6329711965365755e-10,7.460646167038588e-11,1.2028996619389136e-11,3.620968985734228e-11,4.001781862037721e-12,0.002745568989504281,9.974265134875265e-12,1.0244524928165615e-17,1.1483804916703826e-15,9.512126225656131e-23
8.792487213929006e-10,0.7222131990091621,3.76,0.0,0.9487259257906894,0.9972417010126962,3.9169966208060705e-14,2.6237380966375837e-11,4.5251471739776697e-07,1.4394726118218692e-05,4.524432967230642e-07,1.4371955407363704e-05,3.904269881020628e-14,2.7252999826971633e-13,2.2667943111145483e-08,2.257473168721456e-08,3.86667017544e-12,1.7965649909198887e-10,1.7406108281321481e-10,7.958230167956137e-11,1.2606816617838547e-11,3.812419307965476e-11,4.129665404053909e-12,0.0027578237396651013,1.041322961045368e-11,1.0928585020512877e-17,1.2250503509804117e-15,1.0147445229477621e-22
8.979990580773658e-10,0.7222132378453544,3.76,0.0,0.9487256091747733,0.9972301070577089,4.2258304287003656e-14,2.7753563270343523e-11,4.621600088192519e-07,1.4701696348208498e-05,4.620834942559373e-07,1.4677944801022547e-05,4.0856395002130254e-14,2.823351795937006e-13,2.3642005169423774e-08,2.3542909689482554e-08,4.029250858801543e-12,1.9136588214418825e-10,1.85281703295237e-10,8.477428238332139e-11,1.3199201865413635e-11,4.010259237959228e-11,4.2581801019540175e-12,0.0027694070720595773,1.0861633793324366e-11,1.1642435882209818e-17,1.3050575362014884e-15,1.0810446917844434e-22
9.167493947618309e-10,0.722213276681592,3.76,0.0,0.9487252925588651,0.9972191477140808,4.5523341039905005e-14,2.9326056457898696e-11,4.7180542143725196e-07,1.5008666461947373e-05,4.717235730841141e-07,1.498391340687667e-05,4.271507037129812e-14,2.9224666426095007e-13,2.4636441649463807e-08,2.4531221689924036e-08,4.195013871996937e-12,2.0357205954559963e-10,1.969679540319524e-10,9.018697323068338e-11,1.380618466353442e-11,4.2145878242487224e-11,4.3872939981381625e-12,0.0027803557725065344,1.1319477043942852e-11,1.2386712808498632e-17,1.3884730490910907e-15,1.1501722605561546e-22
9.354997314462961e-10,0.7222133155178765,3.76,0.0,0.9487249759429531,0.9972087882114165,4.8971577051299535e-14,3.095586075728245e-11,4.814509670879124e-07,1.5315636460714544e-05,4.813635391772357e-07,1.5289861226166007e-05,4.461889471872037e-14,3.0226181523848063e-13,2.565124577398318e-08,2.5539656229565426e-08,4.363949690398127e-12,2.1628525328052445e-10,2.0912877775883682e-10,9.582494214571153e-11,1.442779569955444e-11,4.425504072737487e-11,4.5169767707538636e-12,0.002790704611395785,1.1786758724611564e-11,1.316205115411577e-17,1.4753678866144925e-15,1.2221863707718893e-22
9.542500681307612e-10,0.7222133543542086,3.76,0.0,0.9487246593270253,0.9971989956843732,5.2609627339110825e-14,3.264397609935036e-11,4.910966573034752e-07,1.5622606345813515e-05,4.91003398178084e-07,1.5595788260127353e-05,4.656803318943592e-14,3.1237806048699244e-13,2.6686410769071244e-08,2.656820185831896e-08,4.5360488231064115e-12,2.295156795165184e-10,2.2177308710144008e-10,1.0169275552836365e-10,1.506406412931396e-11,4.643106946558219e-11,4.647199649975342e-12,0.002800486454064196,1.2263478199059828e-11,1.3969086335411046e-17,1.5658130409574631e-15,1.2971461742004162e-22
9.917507414996915e-10,0.7222134320270224,3.76,0.0,0.9487240260950788,0.9971809890152943,6.048220277674136e-14,3.619913814101352e-11,5.103885161422117e-07,1.623654578034189e-05,5.10282815943723e-07,1.6207579977002218e-05,5.060289047428989e-14,3.3290386107046896e-13,2.8817796287970134e-08,2.868558062255842e-08,4.889699234410984e-12,2.5756906510264075e-10,2.4854766310104237e-10,1.1413617367932592e-10,1.6380682591756414e-11,5.098768208071623e-11,4.90915794704159e-12,0.002818471692574935,1.3245227989213601e-11,1.5680789190828665e-17,1.7576382449968057e-15,1.4561395204275e-22
