Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128),CO2(13),F(37),H2(7),CF2O(48),O(6),[O]C(F)F(146),O2(176),CHFO(46),FC(F)C(F)F(130),CO(12)
3.200505023054973e-09,0.0888626259750402,3.76,0.0,0.9483880985200361,0.999527709276286,4.041555479960094e-12,2.0633009697081722e-10,1.3056327895964516e-07,1.2787593185851064e-06,1.3004043727342103e-07,1.2523157335459638e-06,2.1935495161436876e-12,2.475490900661017e-13,2.5222326446464618e-08,2.541575701286125e-08,3.9959746408739166e-10,6.612494999817813e-10,3.3545071743120474e-10,6.68898473788758e-10,5.0168215514250694e-11,2.1083931578632326e-10,5.52615467964449e-13,0.00047213394910052556,3.83204411365928e-11,3.3743620274730815e-16,9.102003557308171e-15
3.3913993964583273e-09,0.08886262716320673,3.76,0.0,0.9483880143129139,0.9995276982536994,5.016480082417877e-12,2.422381811356803e-10,1.3846611857953144e-07,1.355085047697039e-06,1.3780032091998946e-07,1.3253833799373205e-06,2.46546613096567e-12,2.625976351370846e-13,2.8241194306339967e-08,2.8471192500084178e-08,4.454381244503148e-10,7.853867520079767e-10,3.860401951632629e-10,7.941912870743441e-10,5.6395804284414914e-11,2.4710862518181395e-10,5.87130279650252e-13,0.0004721339440594109,4.299224104127321e-11,4.018505046888087e-16,1.082298737224888e-14
3.5822937698616814e-09,0.08886262835155566,3.76,0.0,0.9483879300802907,0.9995276870433915,6.1560310559336704e-12,2.820001110802582e-10,1.4639194698279866e-07,1.431421473816314e-06,1.4556083973685708e-07,1.3982707034345742e-06,2.7527219313491055e-12,2.7762679062858187e-13,3.14213802517143e-08,3.1692194311224044e-08,4.934308945482815e-10,9.239907054378858e-10,4.403896445182747e-10,9.340195983074445e-10,6.299341675204162e-11,2.8721205433550853e-10,6.217436542095075e-13,0.0004721339396599037,4.7928460560684053e-11,4.740654041794393e-16,1.2747437944243267e-14
3.773188143265036e-09,0.088862629540099,3.76,0.0,0.9483878458206185,0.9995276756474797,7.477380056126254e-12,3.2579758885017683e-10,1.5434235349138666e-07,1.5077693637512597e-06,1.533220272529819e-07,1.4709781490272825e-06,3.0552280884935318e-12,2.9263654824561205e-13,3.476146650989174e-08,3.507755775006563e-08,5.43533116149765e-10,1.0778217961270964e-09,4.984926916998368e-10,1.0891365647079005e-09,6.996231016322164e-11,3.3132533898387113e-10,6.564625191137313e-13,0.0004721339340509471,5.3128435640426737e-11,5.545521958496354e-16,1.4886540226037274e-14
3.96408251666839e-09,0.08886263072884865,3.76,0.0,0.9483877615323566,0.9995276640654311,8.998485527477264e-12,3.73810423754369e-10,1.6231891838521354e-07,1.584129482392343e-06,1.6108391670157926e-07,1.5435061606067884e-06,3.3728961553289056e-12,3.0762689939870195e-13,3.826004498225248e-08,3.86260847537197e-08,5.957038262902901e-10,1.2476349226847273e-09,5.60339343374117e-10,1.260288717714367e-09,7.730381206628636e-11,3.796221034596911e-10,6.912937635028204e-13,0.00047213392803027433,5.859150388296284e-11,6.437879916529899e-16,1.725145109086238e-14
4.154976890071744e-09,0.08886263191781636,3.76,0.0,0.9483876772139721,0.9995276522963357,1.0738084499640778e-11,4.26216545736404e-10,1.7032321244295237e-07,1.660502592176081e-06,1.688465410221342e-07,1.6158551809689726e-06,3.7056380649067115e-12,3.22597835512702e-13,4.191571718297826e-08,4.233658385936361e-08,6.499037119125299e-10,1.4341794769859026e-09,6.259165532705466e-10,1.448216008178708e-09,8.501931997868215e-11,4.322738776151813e-10,7.262442368864746e-13,0.00047213392277211367,6.431700454438261e-11,7.42256082226631e-16,1.985329940352925e-14
4.345871263475098e-09,0.0888626331070138,3.76,0.0,0.9483875928639405,0.9995276403411876,1.2715684467142212e-11,4.831920185805136e-10,1.7835679674309765e-07,1.7368894528105863e-06,1.7660993286239565e-07,1.68802565181695e-06,4.0533661286511295e-12,3.375493486540051e-13,4.5727094178351105e-08,4.620787017125717e-08,7.060950656464211e-10,1.6381993744647134e-09,6.952085269308697e-10,1.6536518511506952e-09,9.311030099368108e-11,4.894501135682026e-10,7.613207508481526e-13,0.0004721339175453606,7.03042785312613e-11,8.504462988694048e-16,2.2703186091382172e-14
4.536765636878452e-09,0.0888626342964525,3.76,0.0,0.948387508480745,0.999527628200995,1.495155530193948e-11,5.449110531205093e-10,1.8642122219784642e-07,1.8132908207352759e-06,1.843741245803761e-07,1.7600180137637193e-06,4.415993035071747e-12,3.5248143120346604e-13,4.9692796526335455e-08,5.0238765327898655e-08,7.642417427785415e-10,1.8604330843156416e-09,7.681972922059269e-10,1.8773231704936744e-09,1.0157829145369757e-10,5.513182023914733e-10,7.965300755338322e-13,0.0004721339116042042,7.655266839759323e-11,9.688553754858012e-16,2.5812184215190502e-14
4.727660010281806e-09,0.08886263548614397,3.76,0.0,0.9483874240628789,0.9995276158753993,1.7466721184205112e-11,6.115460204579659e-10,1.945180288906218e-07,1.889707448385022e-06,1.9213914824634456e-07,1.8318327063348555e-06,4.793431848563471e-12,3.673940753413424e-13,5.381145421625072e-08,5.442809746918936e-08,8.243091189190124e-10,2.1016136596434665e-09,8.448634652532869e-10,2.119950443405942e-09,1.1042489667073129e-10,6.180434907706771e-10,8.318789339343034e-13,0.00047213390556900375,8.306151834166894e-11,1.0979873089936472e-15,2.91913390400046e-14
4.9185543836851606e-09,0.08886263667609952,3.76,0.0,0.9483873396088445,0.9995276033642052,2.0282952600808794e-11,6.832674650115212e-10,2.026487458069204e-07,1.9661400838482204e-06,1.999050356447967e-07,1.903470167971243e-06,5.1855960078035e-12,3.822872733816427e-13,5.808170660880699e-08,5.8774701203731755e-08,8.86264048127176e-10,2.3624687674369446e-09,9.251866224485579e-10,2.382247744613692e-09,1.1965179055356186e-10,6.897892975116709e-10,8.673740017067256e-13,0.00047213389989576214,8.983017420289704e-11,1.238353718867247e-15,3.285166810590064e-14
5.109448757088515e-09,0.0888626378663304,3.76,0.0,0.9483872551171539,0.9995275906681744,2.3422758448680688e-11,7.602441173255234e-10,2.108148910699143e-07,2.0425894710308203e-06,2.0767181827640412e-07,1.974930836031762e-06,5.592399324122466e-12,3.9716101818726043e-13,6.250220237682864e-08,6.327741757645058e-08,9.50074822045746e-10,2.6437207182681257e-09,1.009145166051611e-09,2.664922790052281e-09,1.2926071511958652e-10,7.667169298191533e-10,9.030219102943407e-13,0.00047213389408299537,9.6857983458705e-11,1.390474208591532e-15,3.6804161298549e-14
5.300343130491869e-09,0.08886263905684777,3.76,0.0,0.9483871705863278,0.9995275777878286,2.6909378202958383e-11,8.426429068149732e-10,2.1901797202590403e-07,2.119056349672012e-06,2.1543952735995542e-07,2.0462151467959108e-06,6.013755980243603e-12,4.1201530283540334e-13,6.707159944647334e-08,6.793509403645294e-08,1.0157111305940123e-09,2.9460864958158275e-09,1.0967163380502637e-09,2.968676980221824e-09,1.3925348004631038e-10,8.48985699449952e-10,9.388292459911383e-13,0.00047213388786815504,1.0414429522154164e-10,1.5548767294326204e-15,4.105978091966397e-14
5.491237503895223e-09,0.0888626402476627,3.76,0.0,0.9483870860148979,0.9995275647230347,3.076677409013859e-11,9.306289746025235e-10,2.2725948478536034e-07,2.1955414548167445e-06,2.232081938342929e-07,2.1173235354664483e-06,6.449580529019781e-12,4.268501202853515e-13,7.178856493850389e-08,7.274658440489036e-08,1.0831440237623857e-09,3.2702777863678105e-09,1.1878767771395953e-09,3.29420544350711e-09,1.4963196234964706e-10,9.367529388739753e-10,9.748025458686213e-13,0.00047213388164346913,1.116884602358608e-10,1.7320979429880833e-15,4.5629461757432144e-14
5.682131877298577e-09,0.08886264143878618,3.76,0.0,0.9483870014014045,0.9995275514739125,3.501962328472256e-11,1.0243656863144466e-09,2.3554091380127454e-07,2.2720455163258404e-06,2.3097784836023993e-07,2.188256436172092e-06,6.899787891855981e-12,4.416654637005795e-13,7.665177510965118e-08,7.771074884282988e-08,1.1523458736143982e-09,3.6170010082595297e-09,1.28260303805374e-09,3.642197079382047e-09,1.60398106051213e-10,1.0301740173857425e-09,1.0109482969164618e-12,0.00047213387554717763,1.1948983087503362e-10,1.9226835808078686e-15,5.052411115689603e-14
5.873026250701931e-09,0.08886264263022897,3.76,0.0,0.9483869167443996,0.9995275380410171,3.969331020390205e-11,1.124014644610669e-09,2.4386373214060265e-07,2.3485692590797243e-06,2.387485213225099e-07,2.2590142819702e-06,7.364293357171487e-12,4.564613267054929e-13,8.165991529457002e-08,8.282645381938887e-08,1.2232903366745026e-09,3.9869573410584845e-09,1.3808714170224748e-09,4.0133346011405076e-09,1.7155392168721586e-10,1.1294023569946086e-09,1.0472729387592497e-12,0.00047213386928133714,1.275477611382846e-10,2.1271888056227717e-15,5.5754609090171464e-14
6.0639206241052855e-09,0.08886264382200192,3.76,0.0,0.9483868320424437,0.9995275244246664,4.4813918911250666e-11,1.2297357015120487e-09,2.5222940202180446e-07,2.42511340345008e-06,2.465202428315929e-07,2.329597504849399e-06,7.84301257914563e-12,4.712377030775311e-13,8.68116798485478e-08,8.809257208022539e-08,1.2959523178708092e-09,4.380842754459321e-09,1.4826575090100286e-09,4.408294578089718e-09,1.8310148576099372e-10,1.2345894480861741e-09,1.0837828649345746e-12,0.0004721338627850997,1.3586160664773535e-10,2.346178578655953e-15,6.133180822647234e-14
6.25481499750864e-09,0.08886264501411564,3.76,0.0,0.9483867472941073,0.9995275106248958,5.04082255498577e-11,1.3416869708053783e-09,2.606393747002186e-07,2.501678665121408e-06,2.5429304272563524e-07,2.40000653573217e-06,8.335861576415749e-12,4.859945865509895e-13,9.210577209047971e-08,9.350798261614629e-08,1.3703079362848408e-09,4.799348037090368e-09,1.5879364149659144e-09,4.827747477583797e-09,1.9504294034740657e-10,1.3458848650461281e-09,1.1204844210384075e-12,0.0004721338562795832,1.4443072464550328e-10,2.5802280288956737e-15,6.726653400206792e-14
6.445709370911994e-09,0.08886264620658074,3.76,0.0,0.9483866624979715,0.9995274966419454,5.650369075748031e-11,1.4600248405683818e-09,2.690950898342273e-07,2.5782657543938907e-06,2.620669505723179e-07,2.470241804477483e-06,8.84275673054097e-12,5.007319711025145e-13,9.754090424572055e-08,9.907157063163422e-08,1.4463344913480168e-09,5.243158825359769e-09,1.696683467808136e-09,5.272357707137107e-09,2.0738049281495758e-10,1.4634362819376247e-09,1.1573839027943493e-12,0.0004721338497804745,1.5325447399075067e-10,2.8299228168524875e-15,7.35695846902572e-14
6.636603744315348e-09,0.08886264739940768,3.76,0.0,0.9483865776526273,0.9995274824762307,6.312845213188505e-11,1.5849039855181627e-09,2.7759797542374465e-07,2.6548753760581393e-06,2.698419956707286e-07,2.5403037398834754e-06,9.363614784534702e-12,5.154498510925594e-13,1.0311579738917703e-07,1.0478222751346137e-07,1.5240104285749937e-09,5.7129556321727535e-09,1.808874386397326e-09,5.742783656300214e-09,2.2011641541702043e-10,1.5873894880578774e-09,1.1944875566735006e-12,0.0004721338431278043,1.6233221515668224e-10,3.095859495565737e-15,8.02517314712548e-14
6.827498117718702e-09,0.08886264859260685,3.76,0.0,0.9483864927566759,0.9995274681279966,7.031131682861626e-11,1.7164773790202666e-09,2.8614944857662733e-07,2.7315082300988674e-06,2.776182070532046e-07,2.610192769690088e-06,9.898352841603857e-12,5.301482210008058e-13,1.088291813892314e-07,1.1063885079968166e-07,1.6033153060881822e-09,6.209413875303536e-09,1.924484600235665e-09,6.239677737893329e-09,2.3325304469658955e-10,1.7178884031994242e-09,1.2318015823704038e-12,0.0004721338363308798,1.7166331022760341e-10,3.3786458802166967e-15,8.732371850184655e-14
7.018392491122056e-09,0.08886264978618859,3.76,0.0,0.9483864078087274,0.9995274535973845,7.808175424976734e-11,1.8548963050285918e-09,2.9475091595054715e-07,2.8081650120767973e-06,2.8539561348715403e-07,2.6799093205816383e-06,1.044688836382401e-11,5.448270753264211e-13,1.1467979485235033e-07,1.1664034414894693e-07,1.6842297635402011e-09,6.733203905517768e-09,2.0434888956843134e-09,6.763686428779537e-09,2.4679278096798967e-10,1.8550750927387193e-09,1.2693321340965297e-12,0.00047213382950319157,1.8124712289610244e-10,3.678901427541737e-15,9.479626298487185e-14
7.2092868645254105e-09,0.08886265098016304,3.76,0.0,0.9483863228074022,0.9995274388846691,8.646988871290812e-11,2.0003103702466453e-09,3.0340377314043394e-07,2.884846412457847e-06,2.9317424347688136e-07,2.7494538181893738e-06,1.1009139170653585e-11,5.594864088263173e-13,1.2066638506764945e-07,1.2278561730979705e-07,1.7667354925499271e-09,7.284991034732218e-09,2.1658621149386135e-09,7.315450310715925e-09,2.607380880408581e-10,1.9990897828006365e-09,1.3070853186595889e-12,0.00047213382262389464,1.910830184602622e-10,3.997257610792892e-15,1.0268005523871871e-13
7.400181237928765e-09,0.08886265217454034,3.76,0.0,0.9483862377513311,0.9995274239901821,9.550649209801604e-11,2.15286751632256e-09,3.121094040477497e-07,2.961553115923246e-06,3.0095412526541665e-07,2.8188266870941002e-06,1.1585023437524086e-11,5.741262165771074e-13,1.267877079512468e-07,1.2907358608982418e-07,1.8508152063016176e-09,7.86543556423018e-09,2.2915798741299533e-09,7.895604111315334e-09,2.7509149294891723e-10,2.1500708754680457e-09,1.3450671929335082e-12,0.00047213381561465856,2.0117036382078022e-10,4.334358283107935e-15,1.1098575876684774e-13
7.579687712454993e-09,0.08886265329804294,3.76,0.0,0.9483861577181623,0.9995274098186068,1.0462368702126583e-10,2.3029712214160588e-09,3.2034506923366774e-07,3.0337075344197267e-06,3.0827106136915335e-07,2.883904885483277e-06,1.2138917943368286e-11,5.878748617260299e-13,1.3266567151155896e-07,1.351156594991688e-07,1.9313004585600135e-09,8.437983444613808e-09,2.4128274011232255e-09,8.467610984997323e-09,2.889632591632968e-10,2.2985226973696038e-09,1.3809972462249647e-12,0.0004721338089282632,2.1088477557150836e-10,4.66903650216162e-15,1.191904007101916e-13
7.75919418698122e-09,0.08886265442191889,3.76,0.0,0.9483860776342601,0.9995273954866678,1.1436869007685634e-10,2.459640862908889e-09,3.286297468698862e-07,3.1058854894956193e-06,3.155891521801521e-07,2.948832047412858e-06,1.2704728306553882e-11,6.016062330635195e-13,1.386606591112587e-07,1.4128206612704415e-07,2.0131503110048604e-09,9.036991971744656e-09,2.536990344030612e-09,9.065796027831889e-09,3.032003777627891e-10,2.4533674714659608e-09,1.4171397927511595e-12,0.00047213380219327325,2.2082044902932e-10,5.0214265326943014e-15,1.2778634543594291e-13
7.938700661507448e-09,0.0888626555461764,3.76,0.0,0.9483859974985086,0.9995273809945917,1.247686213060015e-10,2.6229954796655265e-09,3.3696456200793797e-07,3.178087538828034e-06,3.2290842055857155e-07,3.0136085233908883e-06,1.3282387345404437e-11,6.153203268387997e-13,1.44771656918265e-07,1.4757191899031912e-07,2.096352722099999e-09,9.662998189305732e-09,2.6640480658848732e-09,9.690673035960978e-09,3.17805100422577e-10,2.6147159342953505e-09,1.453499757975724e-12,0.00047213379539339824,2.3097686163880522e-10,5.392095481601725e-15,1.367823950531706e-13
8.118207136033675e-09,0.0888626566708236,3.76,0.0,0.9483859173098012,0.9995273663426149,1.3585108541603202e-10,2.79315284426755e-09,3.4535063117141413e-07,3.250314236014222e-06,3.3022888916569167e-07,3.078234663111919e-06,1.3871828152481873e-11,6.29017139491109e-13,1.5099765768121371e-07,1.5398433575169802e-07,2.1808963629042234e-09,1.0316535307076973e-08,2.7939801755903294e-09,1.0342751349300046e-08,3.3277972686255134e-10,2.7826774409366864e-09,1.4900820308069792e-12,0.00047213378850168247,2.413534920891883e-10,5.7816212885023665e-15,1.4618733091426265e-13
8.297713610559902e-09,0.08886265779586855,3.76,0.0,0.9483858370670376,0.9995273515309373,1.4764416659770554e-10,2.9702294715656654e-09,3.537890624190406e-07,3.322566130594073e-06,3.375505804652103e-07,3.142710815458913e-06,1.4472984093629118e-11,6.42696667571855e-13,1.5733766068997058e-07,1.6051843869767124e-07,2.2667705970530344e-09,1.0998132721078522e-08,2.9267665255688066e-09,1.1022535880553735e-08,3.4812660453309314e-10,2.9573599757235525e-09,1.5268914634590513e-12,0.00047213378152748337,2.519498203122932e-10,6.190593004256231e-15,1.560099136656147e-13
8.47722008508613e-09,0.08886265892131923,3.76,0.0,0.9483857567691255,0.9995273365597516,1.6017642339734248e-10,3.154340627121079e-09,3.6228095558735214e-07,3.3948437682529224e-06,3.448735167245272e-07,3.2070373285051423e-06,1.5085788806985523e-11,6.563589077369864e-13,1.6379067173650376e-07,1.671733547166322e-07,2.353965461323859e-09,1.170831603356774e-08,3.0623870289472005e-09,1.1730527143962002e-08,3.638481282604064e-10,3.138870162841563e-09,1.5639328724546463e-12,0.000472133774487454,2.6276532748054583e-10,6.61961107490018e-15,1.6625888329821595e-13
8.656726559612357e-09,0.08886266004718359,3.76,0.0,0.9483856764149802,0.9995273214292711,1.7347688363019825e-10,3.345600335609275e-09,3.7082740241945304e-07,3.4671476909114945e-06,3.521977200160188e-07,3.27121454951605e-06,1.571017620198195e-11,6.700038567932407e-13,1.7035570307605101e-07,1.7394821527712697e-07,2.442471647076103e-09,1.2447607072922174e-08,3.2008215895079863e-09,1.2467221283838712e-08,3.7994673991905487e-10,3.3273132768465128e-09,1.6012110394411144e-12,0.0004721337673764792,2.7379949600501633e-10,7.069287629078724e-15,1.7694295919815174e-13
8.836233034138585e-09,0.08886266117346948,3.76,0.0,0.948385596003524,0.9995273061397154,1.8757503932093827e-10,3.5441213892112714e-09,3.79429486551527e-07,3.5394784366742665e-06,3.5952321221830743e-07,3.3352428249511263e-06,1.6346080458356603e-11,6.836315117064738e-13,1.7703177338847384e-07,1.8084215640618558e-07,2.5322804822653474e-09,1.3216523913445517e-08,3.342050173120143e-09,1.3233110102972757e-08,3.9642492813854046e-10,3.5227932531328417e-09,1.6387307111931803e-12,0.00047213376018462685,2.8505180953347744e-10,7.540246766055333e-15,1.880708401970476e-13
9.015739508664812e-09,0.08886266230018468,3.76,0.0,0.9483855155336872,0.9995272906912891,2.0250084167194222e-10,3.750015355964808e-09,3.880882835015495e-07,3.611836539780419e-06,3.66850015017524e-07,3.3991225004657784e-06,1.6993436025190542e-11,6.972418695731245e-13,1.838179077397877e-07,1.8785431866772494e-07,2.6233839137287333e-09,1.4015580895096407e-08,3.4860528765288457e-09,1.402868109089109e-08,4.132852280106199e-10,3.725412698346092e-09,1.676496599385802e-12,0.0004721337529149789,2.9652175294846763e-10,8.033124844117299e-15,1.9965120462245497e-13
9.374752457717268e-09,0.08886266455493405,3.76,0.0,0.9483853544146288,0.9995272593186563,2.3495745720388886e-10,4.1843622298701025e-09,4.0558027788326415e-07,3.7566369359774794e-06,3.815076381963054e-07,3.5264374303462157e-06,1.8322240227441173e-11,7.244106831970967e-13,1.977165005252826e-07,2.0222989139973034e-07,2.809445344062813e-09,1.5706154087331328e-08,3.782301477158687e-09,1.5710798132773552e-08,4.481625335028885e-10,4.1524738401585635e-09,1.7527856984488192e-12,0.00047213373814467376,3.2011247513054353e-10,9.087246301580566e-15,2.2420399484426925e-13
9.677107475405355e-09,0.0888626664552494,3.76,0.0,0.9483852185320824,0.9995272324060024,2.6513721680455895e-10,4.574020039065446e-09,4.2049724937120214e-07,3.878675152844358e-06,3.938563142263004e-07,3.633202044291313e-06,1.9476286586465004e-11,7.472381325453902e-13,2.0975455205765375e-07,2.1469596312259712e-07,2.97009870072116e-09,1.7228003305751463e-08,4.040228323261336e-09,1.722385326108922e-08,4.787449111158572e-10,4.5351890378029626e-09,1.8178408527820192e-12,0.00047213372549087935,3.4065089035764916e-10,1.0048970370112936e-14,2.4636356553166007e-13
9.979462493093442e-09,0.08886266835688406,3.76,0.0,0.9483850824699641,0.9995272050453661,2.980802555758449e-10,4.986032197736915e-09,4.355891100718312e-07,4.000797940308558e-06,4.0620898950870726e-07,3.7395496291073943e-06,2.0661960454157018e-11,7.700164749347018e-13,2.2209214972656314e-07,2.2748618919713588e-07,3.1343401003822614e-09,1.884205761176788e-08,4.305764982995543e-09,1.8827435930034242e-08,5.104468161853411e-10,4.939473363509942e-09,1.8836558486991225e-12,0.0004721337126318712,3.617999436969142e-10,1.1081831521506221e-14,2.699214313910435e-13
9.999999999999999e-09,0.08886267025987353,3.76,0.0,0.9483850732212898,0.9995272031706683,3.004220151313515e-10,5.014841485652426e-09,4.366206931420699e-07,4.0090962763674335e-06,4.0704819422157254e-07,3.746758219023276e-06,2.0743636978607232e-11,7.715619156899319e-13,2.2294093489517447e-07,2.2836662433188385e-07,3.1456257738674875e-09,1.89550956865278e-08,4.3240752892756286e-09,1.8939698294755024e-08,5.126411106634951e-10,4.967728121196453e-09,1.888154440484874e-12,0.0004721337117503661,3.6325858291887996e-10,1.1154653802347975e-14,2.715733412977728e-13
1.0281817510781529e-08,0.08886267025987353,3.76,0.0,0.9483849462233709,0.9995271772377635,3.3394242080649837e-10,5.420897442393274e-09,4.508607724771959e-07,4.1230077429978544e-06,4.185657622587658e-07,3.845481813616633e-06,2.1878956239022004e-11,7.927457003509776e-13,2.3472481464428862e-07,2.4059659110035683e-07,3.3021471777238807e-09,2.055066933489171e-08,4.578819136727954e-09,2.0523754337654034e-08,5.43281669818491e-10,5.365779923574557e-09,1.950252219373368e-12,0.0004721336995424201,3.8355720891549885e-10,1.2189253855498963e-14,2.949184783151033e-13
1.0584172528469616e-08,0.08886267216425282,3.76,0.0,0.9483848097874564,0.9995271489841677,3.728829660304133e-10,5.879105138420819e-09,4.663170873417018e-07,4.245306975920504e-06,4.309267292152849e-07,3.951000220278924e-06,2.3126970460398296e-11,8.154257997812274e-13,2.4764811710125434e-07,2.5402322557140143e-07,3.4735015976119396e-09,2.235616189262583e-08,4.859299171801222e-09,2.2314983597173123e-08,5.772632490323704e-10,5.8145517289638115e-09,2.017651230407995e-12,0.0004721336862399554,4.059202696089651e-10,1.3374777777046718e-14,3.2139543012753743e-13
1.0886527546157702e-08,0.08886267407005641,3.76,0.0,0.9483846731574312,0.9995271202855491,4.150644867104789e-10,6.36113538762018e-09,4.819628442533849e-07,4.367698024581717e-06,4.432919856568938e-07,4.05610646521676e-06,2.4405701735564365e-11,8.380567652490207e-13,2.6085767607008113e-07,2.677621843300473e-07,3.648388859897403e-09,2.4260830047155003e-08,5.147114322774323e-09,2.420326610079734e-08,6.124056827480287e-10,6.286221828620591e-09,2.0858738822791467e-12,0.00047213367274301615,4.2888671917709785e-10,1.4642064148672445e-14,3.4939284925814906e-13
1.1188882563845789e-08,0.08886267597731831,3.76,0.0,0.948384536328563,0.9995270911429162,4.606528567713303e-10,6.867459134508449e-09,4.978027723446579e-07,4.490183245251267e-06,4.556616254181052e-07,4.160802158239967e-06,2.5714850766924588e-11,8.606385898604189e-13,2.743491587152064e-07,2.81809593797682e-07,3.826798113186633e-09,2.6266940159675455e-08,5.442174658161069e-09,2.6190711879300042e-08,6.487234477822304e-10,6.781213441059608e-09,2.1549409135488584e-12,0.0004721336590320063,4.524541608001893e-10,1.599489850007077e-14,3.789511374161817e-13
1.1491237581533876e-08,0.08886267788607209,3.76,0.0,0.9483843992961748,0.9995270615572638,5.098171657864725e-10,7.3985382716889096e-09,5.138415410020596e-07,4.6127649652389454e-06,4.680357409052329e-07,4.265088902870383e-06,2.7054120329309258e-11,8.831712677485191e-13,2.881182799068111e-07,2.9616161482019477e-07,4.008721975334154e-09,2.837673044289681e-08,5.744391057508691e-09,2.8279398958356574e-08,6.86231364863649e-10,7.29994008465164e-09,2.2248728036707206e-12,0.0004721336450991656,4.766202074157037e-10,1.7437195285999183e-14,4.1011053626228276e-13
1.2095947616910051e-08,0.08886268170818723,3.76,0.0,0.9483841246024077,0.9995270010608147,6.195656675909446e-10,8.536765649652041e-09,5.465339830967764e-07,4.858227069363473e-06,4.927977616353941e-07,4.472441929747276e-06,2.982184243304054e-11,9.280891648796274e-13,3.164725330701279e-07,3.257643053944931e-07,4.383100340162876e-09,3.2916165124580366e-08,6.369939360748911e-09,3.276865119732088e-08,7.648786340033367e-10,8.410204805234159e-09,2.36741180027174e-12,0.0004721336166032647,5.267386160238241e-10,2.060650468679244e-14,4.77392836435005e-13
1.2700657652286226e-08,0.08886268553666117,3.76,0.0,0.9483838490398147,0.9995269388040326,7.457246829507072e-10,9.779335559593242e-09,5.80076356945173e-07,5.104102386600465e-06,5.175787591280846e-07,4.6781782491931935e-06,3.270653121540186e-11,9.728104297471128e-13,3.4588709048222725e-07,3.5654022092109946e-07,4.771527943200048e-09,3.789648628442698e-08,7.023061584125038e-09,3.76870202225559e-08,8.484727847910206e-10,9.620134988809581e-09,2.513649634758809e-12,0.0004721335873151768,5.792230427854596e-10,2.4184051894462042e-14,5.515585075238169e-13
1.3244896684124783e-08,0.08886268898793308,3.76,0.0,0.9483836002613154,0.9995268812743967,8.745063755421638e-10,1.0989657537975522e-08,6.110203569878737e-07,5.325758027213072e-06,5.398984522544339e-07,4.8619690713294724e-06,3.540085231914888e-11,1.0128914381977246e-12,3.732397834696995e-07,3.8521725816946383e-07,5.133164675544443e-09,4.276972455263278e-08,7.633880517896854e-09,4.249327412389081e-08,9.280448950669057e-10,1.079674537277721e-08,2.648554212334037e-12,0.0004721335602424794,6.284664743767556e-10,2.7782924775526288e-14,6.244543174571541e-13
1.378913571596334e-08,0.08886269244473897,3.76,0.0,0.9483833507250815,0.9995268223310735,1.0188620809060877e-09,1.22896065292006e-08,6.427064795608437e-07,5.547775162571488e-06,5.62234563030197e-07,5.044469691639373e-06,3.8186391585487934e-11,1.0528131683422178e-12,4.014016216010008e-07,4.147995615741369e-07,5.5062848067161784e-09,4.8025826719599845e-08,8.265987740225808e-09,4.767065267871355e-08,1.0118283834539289e-09,1.2058561059402136e-08,2.7866904389490003e-12,0.0004721335324776378,6.795976329450801e-10,3.1770184074714693e-14,7.034106529043032e-13
1.4333374747801898e-08,0.08886269590725353,3.76,0.0,0.9483831004064025,0.9995267619797644,1.1799183411402818e-09,1.3681465973013234e-08,6.751592452399826e-07,5.77016603737356e-06,5.845875654740539e-07,5.22568916654745e-06,4.10615119421134e-11,1.0925756330623175e-12,4.3034979131165706e-07,4.452663276620054e-07,5.890976737821204e-09,5.3676554322798924e-08,8.918899937362014e-09,5.3229820598434173e-08,1.0999252715543615e-09,1.3407557571894808e-08,2.928165971086057e-12,0.00047213350406323816,7.326030589034043e-10,3.6175810959695147e-14,7.886546970870393e-13
1.4877613779640455e-08,0.08886269937564696,3.76,0.0,0.9483828492811057,0.9995267002262173,1.3588295067449945e-09,1.516743436100709e-08,7.084026115298179e-07,5.99294261745578e-06,6.069579201312976e-07,5.40563648890342e-06,4.402459682897202e-11,1.1321788551700138e-12,4.6006193336043637e-07,4.765970875342094e-07,6.287350766627818e-09,5.973339778021164e-08,9.592141534959435e-09,5.918114063025236e-08,1.192440805953546e-09,1.484562097092534e-08,3.0730860146493334e-12,0.0004721334749947742,7.874693929650683e-10,4.103159968318029e-14,8.804120200217498e-13
1.5421852811479014e-08,0.08886270285008525,3.76,0.0,0.9483825973255468,0.9995266370762043,1.5567766931800458e-09,1.6749627023211156e-08,7.424599838582767e-07,6.21611659430257e-06,6.293460743427399e-07,5.584320588428566e-06,4.7074049972598315e-11,1.171622867265617e-12,4.905161345885445e-07,5.087717020549241e-07,6.695536953495488e-09,6.620758075619972e-08,1.0285244555127881e-08,6.553467957750588e-08,1.289483389085791e-09,1.6374550029780883e-08,3.221553371584643e-12,0.0004721334452450392,8.4418337578896e-10,4.637125013359143e-14,9.789065909174977e-13
