Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128),CO2(13),F(37),H2(7),CF2O(48),O(6),[O]C(F)F(146),O2(176),CHFO(46),FC(F)C(F)F(130),CO(12)
6.007870958784227e-13,0.08886260607364913,3.76,0.0,0.9483895077027451,0.9999961513153162,6.677308129620853e-24,1.4624861806587344e-18,2.4416640523627194e-11,2.399831203852766e-10,2.4416658323098897e-11,2.3998218687369297e-10,1.1148004154689628e-20,1.5320272921071522e-19,9.320280221119136e-16,9.31972793939698e-16,1.6079720492706305e-17,4.5070111978775006e-21,4.5063281617924e-21,4.5852347632770595e-21,1.4618036257182097e-18,2.5765745623680365e-18,3.1853581233660475e-19,3.848660266342465e-06,1.3699310574601567e-18,2.2259554797392808e-27,6.086903648848572e-26
8.712139134271833e-13,0.08886260607533068,3.76,0.0,0.9483895075837333,0.9999944291963219,2.0367006774156525e-23,3.076461262682809e-18,3.540703805155512e-11,3.480045341898397e-10,3.540707547686015e-11,3.4800257115909615e-10,2.3587901661081197e-20,3.2185584264054565e-19,1.959905887906642e-15,1.9597907991420322e-15,3.3812788089413485e-17,1.374333961172338e-20,1.3740147533965774e-20,1.398186117672026e-20,3.0745496751673927e-18,4.840789283702098e-18,6.692319160686502e-19,5.570768269259738e-06,2.880753581646361e-18,6.787672301446554e-27,1.8560975664216795e-25
1e-12,0.08886260607701225,3.76,0.0,0.948389507527056,0.9999936112945726,3.0804149744775284e-23,4.0539078519509576e-18,4.064101527313015e-11,3.9944786098042014e-10,4.064106457815487e-11,3.994452746916519e-10,3.116812490023272e-20,4.238526792012795e-19,2.5821686182410754e-15,2.5820175710608417e-15,4.454803585548665e-17,2.0783420587966996e-20,2.0777821701269578e-20,2.114412137865684e-20,4.0510901159758045e-18,6.16036360981453e-18,8.813356867556675e-19,6.388664783853505e-06,3.795386664004671e-18,1.0264692768073682e-26,2.8068932286856408e-25
1.1416407309759437e-12,0.08886260607701225,3.76,0.0,0.9483895074647215,0.9999927134103437,4.5841149920467074e-23,5.284598374753491e-18,4.6397409457371115e-11,4.5602594797488927e-10,4.639747371472153e-11,4.560225771561874e-10,4.0753267414691375e-20,5.521503369283318e-19,3.365444246580984e-15,3.3652481763440572e-15,5.806098159960323e-17,3.092466532570292e-20,3.091517183206972e-20,3.146136332559908e-20,5.280496722429323e-18,7.791515298660857e-18,1.1481431925755055e-18,7.286543255638223e-06,4.946686789633822e-18,1.5273349157432547e-26,4.176516721571869e-25
1.4120675485247043e-12,0.08886260607869384,3.76,0.0,0.9483895073457097,0.9999910039340885,8.676519030912766e-23,8.087516947771597e-18,5.738775481334792e-11,5.64047361740428e-10,5.738785310628107e-11,5.640422048675808e-10,6.272756965247082e-20,8.439101058906335e-19,5.1486376811516e-15,5.148339941772698e-15,8.882403546830455e-17,5.851697500539002e-20,5.849477259985082e-20,5.953251671032877e-20,8.079986795613449e-18,1.1429368579425883e-17,1.7549241462586356e-18,8.996008518756308e-06,7.567726880687935e-18,2.890092875216874e-26,7.902996014090561e-25
1.6824943660734648e-12,0.0888626060803754,3.76,0.0,0.9483895072266979,0.99998930074435,1.4680856082741364e-22,1.1485836425671224e-17,6.837807419149832e-11,6.720687754864592e-10,6.837821372087626e-11,6.720614542958831e-10,8.959403328345297e-20,1.1969595557199586e-18,7.309480780669537e-15,7.309061118630108e-15,1.2610168431477383e-16,9.898626768647242e-20,9.894160445721185e-20,1.0070410646746693e-19,1.147336099291611e-17,1.5754965108638953e-17,2.4892302301212688e-18,1.0699187264560336e-05,1.0743870064538095e-17,4.888836751336024e-26,1.336858746472328e-24
1.9529211836222254e-12,0.08886260608205697,3.76,0.0,0.9483895071076861,0.9999876038180094,2.2964461604704437e-22,1.5480176258942586e-17,7.936836766357673e-11,7.800901892129869e-10,7.93685556275857e-11,7.800803254436942e-10,1.2143564101655026e-19,1.6111236026109974e-18,9.847968140213138e-15,9.847406737074612e-15,1.698936629335557e-16,1.5479852937809324e-19,1.5471758375840464e-19,1.5748490154139622e-19,1.546095948651536e-17,2.0768920872977285e-17,3.350717841727996e-18,1.2396102612211493e-05,1.4475112561311812e-17,7.645362301876306e-26,2.0906343490012087e-24
2.4937748187197465e-12,0.08886260608542011,3.76,0.0,0.9483895068696627,0.9999842286634498,4.78406418906578e-22,2.525939479883122e-17,1.013488771753295e-10,9.961330166075517e-10,1.0134918359245384e-10,9.961169329082074e-10,2.0037508716489946e-19,2.6220975369747166e-18,1.605785404788303e-14,1.6056951451864345e-14,2.7701954949192373e-16,3.223157430441076e-19,3.2210109417941015e-19,3.2790900602553645e-19,2.5220185719211544e-17,3.28643740473615e-17,5.453867656858151e-18,1.57712351847357e-05,2.360288042258518e-17,1.5918937076465133e-25,4.353054731060226e-24
3.0346284538172676e-12,0.08886260608878324,3.76,0.0,0.9483895066316392,0.9999808782871605,8.62514318504373e-22,3.7430128211618204e-17,1.2332928391756864e-10,1.2121758439241696e-09,1.2332973754843145e-10,1.2121520272817767e-09,3.0020500431361774e-19,3.875441273123083e-18,2.3778252283257566e-14,2.3776934464053537e-14,4.1019957696708217e-16,5.807958994610379e-19,5.803257249208567e-19,5.9087430835688095e-19,3.7360368641068576e-17,4.772065598709637e-17,8.06164336540943e-18,1.9121589485722685e-05,3.49510004292837e-17,2.868516840545514e-25,7.84399876894366e-24
3.5754820889147887e-12,0.08886260609214641,3.76,0.0,0.948389506393616,0.9999775525072468,1.411493531078216e-21,5.199733215853768e-17,1.4530958845522244e-10,1.4282186711628984e-09,1.4531021803902258e-10,1.428185608584945e-09,4.2158069238178533e-19,5.369772168951368e-18,3.30091198194146e-14,3.3007316260001814e-14,5.694316299411606e-16,9.499657434155463e-19,9.490599078686921e-19,9.664496918540436e-19,5.188419687067295e-17,6.534269455455081e-17,1.1171329558181632e-17,2.2447347409645858e-05,4.8519442707818773e-17,4.691839293955528e-25,1.2829900616301945e-23
4.11633572401231e-12,0.08886260609550954,3.76,0.0,0.9483895061555928,0.9999742511431439,2.1549301054773287e-21,6.896596231568343e-17,1.6728979134926025e-10,1.644261498323808e-09,1.6729062560376426e-10,1.6442176768381471e-09,5.6515371865593055e-19,7.103715441960857e-18,4.3750413721353084e-14,4.374805743221706e-14,7.547135957001109e-16,1.449551485034182e-18,1.4479602198984802e-18,1.4747034493387323e-18,6.879434473560152e-17,8.573541758827001e-17,1.4780225399367464e-17,2.5748689521151064e-05,6.430817754281244e-17,7.159293287449786e-25,1.957719057699575e-23
5.198042994207352e-12,0.08886260610223581,3.76,0.0,0.9483895056795465,0.9999677209466814,4.3438239455241436e-21,1.1012732406198458e-16,2.1124989443080835e-10,2.0763471524125054e-09,2.1125122409425118e-10,2.076277274275844e-09,9.214795676024748e-19,1.1284978916668009e-17,6.976410933392112e-14,6.976046079736797e-14,1.2034188280314504e-15,2.9188729655352976e-18,2.9148264462106065e-18,2.969516442921922e-18,1.097842258565646e-16,1.3485262831270902e-16,2.3484914899730976e-17,3.227884199646634e-05,1.0254640679876336e-16,1.441631824865367e-24,3.942163866141721e-23
6.279750264402394e-12,0.0888626061089621,3.76,0.0,0.9483895052035006,0.999961286279524,7.667103690128027e-21,1.609538592207805e-16,2.5520959757176573e-10,2.5084328061910464e-09,2.5521153725782795e-10,2.5083308197561795e-09,1.3743211307675912e-18,1.6408389164794214e-17,1.0181899744439574e-13,1.0181383138519061e-13,1.7562984254818452e-15,5.146559783619376e-18,5.1379402309700806e-18,5.235848275611483e-18,1.6035112325984922e-16,1.9511171045791595e-16,3.415439410369974e-17,3.871346516089468e-05,1.496654535835444e-16,2.541902297580479e-24,6.950871473078148e-23
7.827097447737818e-12,0.0888626061185838,3.76,0.0,0.9483895045225327,0.9999522449867282,1.4867973629990412e-20,2.505398567864737e-16,3.180918412255611e-10,3.1265173260743414e-09,3.180948524267666e-10,3.1263588901784334e-09,2.1999603018705215e-18,2.5353763104697548e-17,1.5817352199478873e-13,1.58165850708848e-13,2.728233139720447e-15,9.965153761527423e-18,9.944354142742301e-18,1.013802381084864e-17,2.493751322815463e-16,3.0075723686926487e-16,5.27903635513274e-17,4.7754695015917015e-05,2.325052532363925e-16,4.9218645522439425e-24,1.3458919206032145e-22
9.374444631073242e-12,0.08886260612820553,3.76,0.0,0.9483895038415654,0.9999433922953281,2.558177393596018e-20,3.6010026762960154e-16,3.809732879027109e-10,3.744601845328461e-09,3.809776042912446e-10,3.744374577646192e-09,3.2481422473693895e-18,3.617413743725325e-17,2.26888074101355e-13,2.268775803091747e-13,3.9132499154471384e-15,1.7120258857760887e-17,1.7077469433764672e-17,1.741722249622825e-17,3.580990389441202e-16,4.293977346478434e-16,7.534272229345817e-17,5.660732346299493e-05,3.335161690000318e-16,8.455899525759276e-24,2.312280173307667e-22
1e-11,0.08886260613782723,3.76,0.0,0.9483895035662667,0.9999398660025257,3.107093255424535e-20,4.100892032813944e-16,4.0639452579578624e-10,3.9944785978498826e-09,4.063994360553104e-10,3.994219988412596e-09,3.738357178824654e-18,4.107384656565863e-17,2.5817598305637254e-13,2.581642776140025e-13,4.45279761709769e-15,2.0781190067812296e-17,2.0725790205210236e-17,2.1141640891532928e-17,4.076590235886811e-16,4.879575500629866e-16,8.555811839459905e-17,6.013359081169621e-05,3.7951031851933763e-16,1.0264113704714598e-23,2.80673970674913e-22
1.0921791814408667e-11,0.08886260613782723,3.76,0.0,0.9483895031605987,0.999934724271085,4.0515315669073634e-20,4.8975114024173135e-16,4.438539498641006e-10,4.3626863639576314e-09,4.43859804608432e-10,4.362377882613979e-09,4.5332920028671485e-18,4.8839072183085796e-17,3.079616683189056e-13,3.079481205226606e-13,5.311299873017591e-15,2.7073679846416955e-17,2.6994863948996054e-17,2.754324655990864e-17,4.865822732142076e-16,5.811485916230453e-16,1.0175148145496437e-16,6.527528474117851e-05,4.526975395258109e-16,1.337213093161858e-23,3.6566329182559217e-22
1.2469138997744092e-11,0.08886260614744895,3.76,0.0,0.9483895024796325,0.9999262370618938,6.037950442906127e-20,6.396085236191507e-16,5.067338391261454e-10,4.98077088196684e-09,5.067414648904821e-10,4.980368805529726e-09,6.06959964417858e-18,6.331862204331303e-17,4.0139332465901137e-13,4.0137657804142714e-13,6.92233429711389e-15,4.028718788760749e-17,4.0153325675768754e-17,4.098586075771016e-17,6.348833615320358e-16,7.561251935913914e-16,1.319575727687706e-16,7.376243095522782e-05,5.900487129446897e-16,1.9898674148441435e-23,5.441328898365156e-22
1.4016486181079516e-11,0.08886260615707064,3.76,0.0,0.9483895017986669,0.9999179268960201,8.588934058443788e-20,8.097884671090951e-16,5.69612967466057e-10,5.598855399361823e-09,5.696225964097941e-10,5.5983473468349636e-09,7.871024210598821e-18,7.958332812455242e-17,5.071820684190125e-13,5.071620657280087e-13,8.746304632589952e-15,5.722252095437256e-17,5.70088545120595e-17,5.821479277270765e-17,8.030599409078833e-16,9.544429241794995e-16,1.6590283402516745e-16,8.207253383989823e-05,7.455690465924896e-16,2.8263636484169844e-23,7.728744644736608e-22
1.556383336441494e-11,0.08886260616669237,3.76,0.0,0.9483895011177018,0.9999097900803684,1.177639189147792e-19,1.0004070201686614e-15,6.324913464270089e-10,6.2169399161490754e-09,6.325032102041756e-10,6.216313506965008e-09,9.951297580576791e-18,9.760420976446825e-17,6.253269300141488e-13,6.253037024332974e-13,1.0783162480412881e-14,7.834138390273329e-17,7.801666370848316e-17,7.969973325211259e-17,9.911687728665372e-16,1.17621716461978e-15,2.0352999467999648e-16,9.020928649042558e-05,9.1925790673931e-16,3.869511726562307e-23,1.0581254486522077e-21
1.865852773108579e-11,0.08886260618593575,3.76,0.0,0.9483894997557729,0.9998940221115946,2.0350415542860762e-19,1.4434241525786977e-15,7.582459012412645e-10,7.453108947930116e-09,7.582629276231269e-10,7.45220868541065e-09,1.500220259433496e-17,1.3880092572320898e-16,8.986811531089331e-13,8.986519273206778e-13,1.5495347876715494e-14,1.3497635540080111e-16,1.3430605205059857e-16,1.3731621898772205e-16,1.4274059358345417e-15,1.6905966873082886e-15,2.8960531542914382e-16,0.00010597712922522715,1.321138714909682e-15,6.666999288860505e-23,1.8231043052070014e-21
2.175322209775664e-11,0.08886260620517912,3.76,0.0,0.948389498393846,0.9998789051229741,3.2343486619462443e-19,1.9695883122905093e-15,8.83997591414514e-10,8.689277977376921e-09,8.840207009388207e-10,8.688054344231298e-09,2.1327763154451637e-17,1.8668620103325393e-16,1.2214483338428726e-12,1.2214143169989007e-12,2.1058506275006676e-14,2.1388508926691347e-16,2.1264752224560694e-16,2.1759211176224524e-16,1.944031925519249e-15,2.3001867578200778e-15,3.897426959189073e-16,0.00012109399175838423,1.7956862369791866e-15,1.0564794302660579e-22,2.8889646608697387e-21
2.4847916464427488e-11,0.08886260622442249,3.76,0.0,0.9483894970319209,0.9998644122368291,4.834562155749233e-19,2.579827880632501e-15,1.0097465013561331e-09,9.925447004568442e-09,1.0097766104974654e-09,9.923850486703102e-09,2.9030027052455686e-17,2.4104462523768204e-16,1.5936208841789564e-12,1.5935840208988311e-12,2.747225572237488e-14,3.187600566223391e-16,3.1665461757068685e-16,3.2428362506550445e-16,2.5414706531746573e-15,3.0059103231748448e-15,5.035146934455231e-16,0.00013558675176736511,2.3428956995583687e-15,1.5745349222693913e-22,4.305598387345035e-21
2.7942610831098337e-11,0.08886260624366585,3.76,0.0,0.9483894956699978,0.9998505176857092,6.895338822915622e-19,3.275071223951982e-15,1.1354927121726755e-09,1.1161616029595555e-08,1.1355307333333179e-09,1.1159597116018324e-08,3.820774433968201e-17,3.016677292581364e-16,2.0151912840081665e-12,2.015154269073758e-12,3.4736216422045714e-14,4.532932200213214e-16,4.499284390953931e-16,4.611463984798036e-16,3.2201332392325527e-15,3.808690276853188e-15,6.305068775108264e-16,0.00014948117670259242,2.962762449639765e-15,2.2391105255452534e-22,6.1228941251539426e-21
3.103730519776918e-11,0.08886260626290918,3.76,0.0,0.948389494308076,0.9998371967685794,9.47699059675521e-19,4.056246688689116e-15,1.2612363017986423e-09,1.2397785052561012e-08,1.2612831432993794e-09,1.2395294235289823e-08,4.8956469020829605e-17,3.683537709850901e-16,2.4861520771631975e-12,2.4861183678391396e-12,4.285001063455876e-14,6.211760398475588e-16,6.160576915587933e-16,6.319355032768289e-16,3.980418382540672e-15,4.709449454350687e-15,7.703174497424762e-16,0.00016280196759892938,3.655281948117237e-15,3.0684492813834383e-22,8.39073737124145e-21
3.518033825665553e-11,0.08886260628867126,3.76,0.0,0.9483894924848012,0.9998202202568223,1.3854938194853016e-18,5.238192867004778e-15,1.429572004944103e-09,1.4052710713172132e-08,1.4296320695605794e-09,1.4049510633131147e-08,6.596644747400738e-17,4.667822773405197e-16,3.1939606522743713e-12,3.1939381316532283e-12,5.5042147530863634e-14,9.045695118570304e-16,8.961284357841896e-16,9.20233264683129e-16,5.126705493346327e-15,6.070338906486395e-15,9.768796344308933e-16,0.00017977831028432564,4.696125583874425e-15,4.468449937956667e-22,1.2219064705821809e-20
3.9323371315541875e-11,0.08886260631443331,3.76,0.0,0.9483894906615291,0.999804175419271,1.9423898327966575e-18,6.57804294877751e-15,1.5979033157608596e-09,1.5707636370603166e-08,1.5979782142665314e-09,1.5703638308580737e-08,8.617098666123578e-17,5.752770274475042e-16,3.990258864084418e-12,3.990257008096283e-12,6.875583815068236e-14,1.2632040843547285e-15,1.2500395950016702e-15,1.2850718338378117e-15,6.4208684219864054e-15,7.610700448957391e-15,1.2048172181790976e-15,0.00019582297867606,5.867163625077986e-15,6.24021045785145e-22,1.7063971972643864e-20
4.346640437442822e-11,0.08886260634019534,3.76,0.0,0.9483894888382592,0.9997890111257238,2.6334097178155648e-18,8.078024134303742e-15,1.766230397048635e-09,1.736256202520001e-08,1.766321730345015e-09,1.7357677268523935e-08,1.097744305937811e-16,6.93406423030963e-16,4.875029285285145e-12,4.875059495770047e-12,8.399019159058964e-14,1.7059328965602333e-15,1.6862984431448722e-15,1.7354564048123168e-15,7.863766440037144e-15,9.332747748094098e-15,1.4532650587330477e-15,0.00021098710297609352,7.16838601662339e-15,8.4274947583871395e-22,2.3045129023148728e-20
4.7609437433314566e-11,0.08886260636595734,3.76,0.0,0.9483894870149921,0.9997746790489882,3.47378649696491e-18,9.740363484683264e-15,1.9345534032759313e-09,1.9017487677346143e-08,1.9346627623620605e-09,1.9011627519653316e-08,1.3697233485989922e-16,8.207573586766482e-16,5.848254638813154e-12,5.848330277627305e-12,1.0074432217522594e-13,2.241607546785995e-15,2.2133731244144752e-15,2.2803904062916243e-15,9.456224313558302e-15,1.1238694215903527e-14,1.7213930440529066e-15,0.0002253190103765434,8.599782979107389e-15,1.1074063851585603e-21,3.0282196602561473e-20
5.16841277874819e-11,0.08886260639129435,3.76,0.0,0.9483894852218032,0.9997613508130747,4.460961863922858e-18,1.1535804264937018e-14,2.100095951861783e-09,2.0645113980975948e-08,2.1002245816004867e-09,2.0638207994705385e-08,1.6740915871093272e-16,9.546185436540057e-16,6.891687484224167e-12,6.891822767929262e-12,1.1870360431719213e-13,2.8676893011526236e-15,2.828511074985576e-15,2.917289963272584e-15,1.1169060863479782e-14,1.3294721196409739e-14,2.0035211598828262e-15,0.00023864707966218018,1.0134529921566168e-14,1.4167405276470406e-21,3.87409541952049e-20
5.575881814164924e-11,0.08886260641663137,3.76,0.0,0.9483894834286165,0.9997487422963303,5.6224349743887194e-18,1.3492563313643725e-14,2.265634832940255e-09,2.2272740283077792e-08,2.2657842531869215e-09,2.2264702675795277e-08,2.016742857856588e-16,1.096656912688296e-15,8.020648294800182e-12,8.020860000896445e-12,1.381312517274968e-13,3.6006541286834155e-15,3.547629258908607e-15,3.662914366313363e-15,1.3028052591782797e-14,1.5532876128849966e-14,2.303187759333287e-15,0.0002512554296936033,1.1795174134793492e-14,1.778895620793662e-21,4.8644086068239546e-20
5.983350849581658e-11,0.08886260644196835,3.76,0.0,0.9483894816354317,0.9997368146333403,6.973292823378513e-18,1.561275879437096e-14,2.4311701723400622e-09,2.39003665841219e-08,2.4313418934421884e-09,2.3891111568821754e-08,2.3993091797865567e-16,1.2465275122097696e-15,9.235120991936905e-12,9.235427851447071e-12,1.5902643489413532e-13,4.4489185028541256e-15,4.378673934822428e-15,4.525823876632569e-15,1.503389397620235e-14,1.795526387695952e-14,2.619694572457144e-15,0.00026318292588529155,1.358170698345105e-14,2.198034008181092e-21,6.01054039184588e-20
6.390819884998392e-11,0.08886260646730529,3.76,0.0,0.9483894798422486,0.9997255310567051,8.528819204054153e-18,1.789850867635121e-14,2.5967020896604415e-09,2.552799288461304e-08,2.5968976124284392e-09,2.5517434679552245e-08,2.8233534322151966e-16,1.4038999333938567e-15,1.0535089594968158e-11,1.0535512319447847e-11,1.8138832809365634e-13,5.4208975132838006e-15,5.329555445490064e-15,5.514577150722454e-15,1.7187252045540265e-14,2.0563989009373104e-14,2.9523711480765233e-15,0.00027446633563644405,1.5494120019326084e-14,2.678317808145047e-21,7.323871171830776e-20
