Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128),CO2(13),F(37),H2(7),CF2O(48),O(6),[O]C(F)F(146),O2(176),CHFO(46)
4.147677692744462e-10,0.08996842279571095,3.76,0.0,0.978032704678265,0.9998098694977563,1.4262120161454618e-16,6.33704851901832e-14,1.7441156825267164e-09,8.702709993228738e-09,1.74522794027714e-09,8.686327185788641e-09,1.4027133702396789e-15,9.913008006357205e-16,1.6298167139608503e-11,1.6299521123015993e-11,1.0821447158977318e-12,3.58342927693137e-14,3.227437976237929e-14,3.055492873154633e-14,5.922904472742149e-14,5.471405103973306e-14,2.792166991620131e-15,0.0001901287394849666,4.1498097052169936e-14
4.2205175351308646e-10,0.0899684227981067,3.76,0.0,0.9780327044947817,0.9998097850195999,1.5050065930603486e-16,6.574730513246815e-14,1.7747250450967887e-09,8.85554366269369e-09,1.7758759531420071e-09,8.8385806421667e-09,1.4606815160313171e-15,1.0133076206963284e-15,1.6874552549434805e-11,1.687601417924865e-11,1.1203595119909523e-12,3.7753834762191803e-14,3.3942792699737534e-14,3.2191596007438216e-14,6.135712190041579e-14,5.678360899276941e-14,2.8613654131303778e-15,0.00019021318637274398,4.296748169912705e-14
4.2933573775172675e-10,0.08996842280050243,3.76,0.0,0.9780327043112984,0.9998097080535062,1.586731686445678e-16,6.817235493385732e-14,1.8053337789013855e-09,9.008377344979641e-09,1.8065239686214609e-09,8.990824021660961e-09,1.5198880589409139e-15,1.0353310703938617e-15,1.746091519465955e-11,1.7462489998902942e-11,1.1592330048629098e-12,3.9740669720535746e-14,3.566563595547838e-14,3.388563354624298e-14,6.3523237985797e-14,5.889602080009848e-14,2.9307674402807234e-15,0.00019029012118675515,4.446239707889483e-14
4.3661972199036704e-10,0.0899684228028982,3.76,0.0,0.9780327041278152,0.9998096379300813,1.6714463073002482e-16,7.064586798496109e-14,1.8359418857915769e-09,9.161211040502303e-09,1.8371719870279235e-09,9.143057324935695e-09,1.5803337202149022e-15,1.0573698105744374e-15,1.805725310974358e-11,1.8058946764849906e-11,1.198764972623333e-12,4.179595280578072e-14,3.744364897782694e-14,3.5638025808941393e-14,6.572740270575492e-14,6.105151892421745e-14,3.0003631269479555e-15,0.00019036021332135628,4.598284150914305e-14
4.439037062290073e-10,0.08996842280529392,3.76,0.0,0.9780327039443317,0.9998095740406944,1.7592097514718634e-16,7.31680776166898e-14,1.8665493676037783e-09,9.314044749682975e-09,1.867820008653803e-09,9.295280552655289e-09,1.6420191546843617e-15,1.0794226064955422e-15,1.866356432875574e-11,1.8665382660006075e-11,1.238955193481241e-12,4.3920838969097117e-14,3.927756541131738e-14,3.7449757062561094e-14,6.796962529733278e-14,6.325033576657636e-14,3.0701430136293898e-15,0.00019042407140719506,4.752881330717207e-14
4.544550136706163e-10,0.08996842280876428,3.76,0.0,0.9780327036785444,0.9998094914300788,1.8918690551371257e-16,7.690849265970016e-14,1.910885117446823e-09,9.535433976094371e-09,1.912215594049614e-09,9.515767566216027e-09,1.7335742430109678e-15,1.111390086512055e-15,1.955952723825442e-11,1.9561536805911605e-11,1.2983401717656273e-12,4.7124661157706875e-14,4.203473262817177e-14,4.018140399909212e-14,7.128513663586772e-14,6.651275683861672e-14,3.1715319720171967e-15,0.00019050663666173894,4.9813518329824185e-14
4.6500632111222527e-10,0.08996842281223459,3.76,0.0,0.978032703412757,0.9998094192434145,2.0312330410022272e-16,8.075228767117762e-14,1.9552195649960298e-09,9.756823233379443e-09,1.9566111875483997e-09,9.736233441314223e-09,1.8277336279264e-15,1.1433815427572349e-15,2.0476407363960213e-11,2.047862115978406e-11,1.3591052460870675e-12,5.04804659548332e-14,4.4912921366997233e-14,4.304261925258836e-14,7.468054950605817e-14,6.98672685416301e-14,3.2732628980247804e-15,0.0001905787779427062,5.2151779640728584e-14
4.755576285538342e-10,0.0899684228157049,3.76,0.0,0.9780327031469693,0.9998093561638816,2.177485120795475e-16,8.470017121009114e-14,1.999552715716271e-09,9.97821252287999e-09,2.0010067898633103e-09,9.956678179970488e-09,1.924498695982199e-15,1.1753941714773284e-15,2.1414198726902325e-11,2.1416630199323003e-11,1.4212497434138473e-12,5.3991761565797084e-14,4.7914298025001486e-14,4.60363924032585e-14,7.815588721434274e-14,7.331457659471829e-14,3.375311826026279e-15,0.0001906418120694536,5.454359212184493e-14
4.861089359954431e-10,0.08996842281917516,3.76,0.0,0.9780327028811816,0.999809301042381,2.3308099588192357e-16,8.87528515727242e-14,2.0438845750397985e-09,1.0199601845961502e-08,2.04540240165223e-09,1.0177101784205848e-08,2.023870637498344e-15,1.2074254774220533e-15,2.237289534707723e-11,2.2375558402651837e-11,1.484772991156759e-12,5.766205527002362e-14,5.104100438672134e-14,4.9165712176426055e-14,8.171117140041633e-14,7.685538644858857e-14,3.477656463970118e-15,0.000190696888141475,5.698895065400292e-14
4.96660243437052e-10,0.08996842282264546,3.76,0.0,0.9780327026153934,0.9998092528722405,2.491393471449203e-16,9.291103679284201e-14,2.0882151483742577e-09,1.0420991204012853e-08,2.0897980235260925e-09,1.0397504256041641e-08,2.125850472023727e-15,1.2394732338243107e-15,2.335249124366338e-11,2.3355400248396132e-11,1.549674317171961e-12,6.149485342137982e-14,5.429515793238293e-14,5.24335664425814e-14,8.534642217352547e-14,8.049040328575823e-14,3.580276057262887e-15,0.0001907450128305581,5.94878501170833e-14
5.07211550878661e-10,0.08996842282611567,3.76,0.0,0.9780327023496054,0.9998092107772882,2.659422826733084e-16,9.717543464180658e-14,2.1325444411063943e-09,1.0642380598446071e-08,2.1341936560528114e-09,1.0617885597499497e-08,2.2304390612495562e-15,1.2715354621034629e-15,2.4352980435147964e-11,2.435615021573039e-11,1.6159530497630953e-12,6.54936614480689e-14,5.767885205297181e-14,5.584294221715919e-14,8.906165819257369e-14,8.422033202067482e-14,3.683151308792465e-15,0.00019078706230898522,6.20402853901266e-14
5.177628583202699e-10,0.08996842282958592,3.76,0.0,0.978032702083817,0.9998091739893796,2.835086443869651e-16,1.0154675262875922e-13,2.176872458609126e-09,1.0863770030696029e-08,2.1785892997646694e-09,1.0838245810601279e-08,2.337637132045195e-15,1.3036103956565981e-15,2.5374356939529246e-11,2.537780278445072e-11,1.683608517684087e-12,6.966198385305495e-14,6.119415636951939e-14,5.939682566067944e-14,9.285689679570713e-14,8.804587729992464e-14,3.786264249520098e-15,0.00019082380472085496,6.464625135150199e-14
5.283141657618788e-10,0.0899684228330561,3.76,0.0,0.9780327018180284,0.999809141840535,3.0185739928111166e-16,1.0602569800069211e-13,2.221199206243931e-09,1.1085159502220251e-08,2.222984955160911e-09,1.1058584897369038e-08,2.4474452854392323e-15,1.335696465741931e-15,2.641661477440905e-11,2.6420352435004614e-11,1.7526400501405724e-12,7.400332421380947e-14,6.4843116930395e-14,6.309820207843236e-14,9.673215406310755e-14,9.196774350230273e-14,3.889598175774353e-15,0.00019085590804605225,6.730574287897553e-14
5.388654732034877e-10,0.0899684228365263,3.76,0.0,0.9780327015522398,0.999809113743448,3.2100763937155997e-16,1.1061297774261893e-13,2.2655246893669304e-09,1.130654901449858e-08,2.2673806227141504e-09,1.1278902859824986e-08,2.5598640171278117e-15,1.3677922692420174e-15,2.7479747957175527e-11,2.7483793648551015e-11,1.8230469767921977e-12,7.852118518279779e-14,6.862775654279254e-14,6.695005592068805e-14,1.0068744493964717e-13,9.598663473900162e-14,3.993137526746527e-15,0.00019088395959119953,7.001875484984869e-14
5.494167806450966e-10,0.08996842283999648,3.76,0.0,0.9780327012864508,0.9998090891883771,3.4097858165742825e-16,1.1530929857762332e-13,2.3098489133297342e-09,1.1527938569032996e-08,2.3117763028714033e-09,1.149919969999148e-08,2.6748937218785303e-15,1.3998965617420476e-15,2.856375050506189e-11,2.8568120906977216e-11,1.8948286277536785e-12,8.321906848712358e-14,7.255007494324609e-14,7.095537078233342e-14,1.0472278327680326e-13,1.0010325485364646e-13,4.096867842640509e-15,0.00019090846909769837,7.278528214099731e-14
5.599680880867056e-10,0.08996842284346664,3.76,0.0,0.9780327010206616,0.9998090677260867,3.617895680644087e-16,1.2011536696707787e-13,2.3541718834847093e-09,1.1749328167347285e-08,2.3561719960596904e-09,1.1719475419890962e-08,2.792534711988329e-15,1.4320082285173684e-15,2.966861643532413e-11,2.967332869295903e-11,1.9679843335973957e-12,8.810047492919597e-14,7.661204914495095e-14,7.511712940324832e-14,1.0883818195013033e-13,1.0431830742251947e-13,4.200775647370128e-15,0.00019092988580111041,7.560531962901232e-14
5.705193955283145e-10,0.08996842284693675,3.76,0.0,0.9780327007548723,0.9998090489682435,3.8346006541084794e-16,1.250318891106636e-13,2.3984936051847056e-09,1.1970717810986894e-08,2.4005677026859127e-09,1.1939730021545955e-08,2.912787218043032e-15,1.4641262833404142e-15,3.079433976527018e-11,3.079941148996771e-11,2.042513425354132e-12,9.316890438625454e-14,8.081563357648598e-14,7.943831366787664e-14,1.1303365288172257e-13,1.0863249575455936e-13,4.3048484261404554e-15,0.00019094859803460751,7.847886219021563e-14
5.810707029699234e-10,0.08996842285040685,3.76,0.0,0.9780327004890829,0.9998090325712792,4.0600966534758585e-16,1.3005957094664643e-13,2.4428140837879972e-09,1.2192107501518545e-08,2.4449634231421594e-09,1.2159963506979011e-08,3.035651406635965e-15,1.4962498406313664e-15,3.194091451244073e-11,3.19463637823333e-11,2.1184152345160124e-12,9.842785581123067e-14,8.516276045394873e-14,8.392190460577124e-14,1.1730920715756125e-13,1.130465228916338e-13,4.40907450829319e-15,0.0001909649493665572,8.140590470081019e-14
5.916220104115323e-10,0.08996842285387695,3.76,0.0,0.9780327002232931,0.9998090182369815,4.2945808432300014e-16,1.3519911815187248e-13,2.4871333246579357e-09,1.2413497240530121e-08,2.4893591578055165e-09,1.2380175878212718e-08,3.1611273807844266e-15,1.5283781148032667e-15,3.310833469462948e-11,3.311418005524504e-11,2.1956890930368354e-12,1.0388082723231074e-13,8.965533992377556e-14,8.857088239120347e-14,1.216648550475094e-13,1.1756109160851717e-13,4.5134430473329635e-15,0.00019097923800920097,8.438644203687935e-14
6.021733178531412e-10,0.08996842285734702,3.76,0.0,0.9780326999575032,0.999809005705981,4.538251635345662e-16,1.404512361419175e-13,2.531451333164843e-09,1.2634887029630383e-08,2.5337549070402068e-09,1.2600367137269658e-08,3.289215187703921e-15,1.5605104080431523e-15,3.429659432997507e-11,3.430285479478082e-11,2.2743343333336974e-12,1.0953131575318431e-13,9.429526032155416e-14,9.338822634328351e-14,1.2610060606781484e-13,1.2217690441302406e-13,4.617943958531359e-15,0.00019099172333213795,8.742046907445691e-14
6.127246252947502e-10,0.0899684228608171,3.76,0.0,0.978032699691713,0.9998089947523001,4.791308688826414e-16,1.458166300712071e-13,2.575768114687552e-09,1.2856276870448736e-08,2.578150671199383e-09,1.2820537286172406e-08,3.4199148254791564e-15,1.5926460998269088e-15,3.550568743704133e-11,3.551238248793144e-11,2.3543502882883558e-12,1.1538281755319763e-13,9.908438841286277e-14,9.837691492601188e-14,1.3061646903713144e-13,1.268946635461144e-13,4.7225678629960836e-15,0.0001910026313125435,9.050798068958399e-14
6.232759327363591e-10,0.08996842286428712,3.76,0.0,0.9780326994259226,0.999808985176634,5.053952909188158e-16,1.512960048332108e-13,2.620083674615343e-09,1.3077666764634954e-08,2.622546450627344e-09,1.3040686326943486e-08,3.553226251092036e-15,1.6247846343021737e-15,3.673560803491589e-11,3.674275762263409e-11,2.4357362912491123e-12,1.2143882788778866e-13,1.0402456967590953e-13,1.0353992574855655e-13,1.3521245214179483e-13,1.3171507098206731e-13,4.827306022519991e-15,0.00019101216125605038,9.364897175838918e-14
6.33827240177968e-10,0.08996842286775718,3.76,0.0,0.978032699160132,0.9998089768046298,5.326386448042264e-16,1.568900650604926e-13,2.6643980183483076e-09,1.3299056713858976e-08,2.6669422456600933e-09,1.326081426160537e-08,3.689149383145818e-15,1.6569255160060135e-15,3.798635014325039e-11,3.799397468777913e-11,2.518491676031385e-12,1.2770284108842544e-13,1.0911762849791891e-13,1.0888023556516175e-13,1.3988856296919662e-13,1.3663882842851424e-13,4.932150306248322e-15,0.0001910204875146383,9.684343715710387e-14
6.443785476195769e-10,0.0899684228712272,3.76,0.0,0.9780326988943412,0.9998089694831866,5.608812702603162e-16,1.625995151248834e-13,2.708711151298312e-09,1.3520446719810648e-08,2.7113380566265655e-09,1.3480921092180458e-08,3.8276841067108255e-15,1.689068302249953e-15,3.925790778233162e-11,3.9266028173233985e-11,2.6026157769192554e-12,1.3417835056292723e-13,1.1436536842989963e-13,1.1440082027536163e-13,1.4464480855523483e-13,1.4166663732658605e-13,5.0370931433319e-15,0.00019102776318971357,1.0009137176211989e-13
6.549298550611858e-10,0.08996842287469713,3.76,0.0,0.9780326986285499,0.999808963079913,5.901436315290269e-16,1.6842505913748675e-13,2.753023078888999e-09,1.3741836784199566e-08,2.755733883848796e-09,1.370100682069108e-08,3.968830274648366e-15,1.721212601037668e-15,4.0550274973102796e-11,4.0558912569840736e-11,2.688107928665529e-12,1.4086884879530646e-13,1.1976957236277275e-13,1.201046549238243e-13,1.494811954078856e-13,1.4679919885090349e-13,5.142127499366099e-15,0.00019103412067276218,1.0339277044998221e-13
6.654811625027948e-10,0.0899684228781671,3.76,0.0,0.9780326983627585,0.999808957478729,6.204463173204717e-16,1.743674009489117e-13,2.797333806556955e-09,1.3963226908754767e-08,2.8001297276433746e-09,1.3921071449159465e-08,4.1125877131130254e-15,1.753358062419204e-15,4.1863445737246405e-11,4.1872622369448234e-11,2.7749674664937863e-12,1.477778273462543e-13,1.2533200280361726e-13,1.2599471370070173e-13,1.543977295581828e-13,1.5203721390978017e-13,5.247246825546327e-15,0.00019103967604349484,1.0674762809746768e-13
6.760324699444037e-10,0.08996842288163703,3.76,0.0,0.9780326980969669,0.999808952579162,6.518100407732714e-16,1.8042724414924924e-13,2.8416433397517727e-09,1.4184617095224595e-08,2.844525588321675e-09,1.4141114979607762e-08,4.258956222897268e-15,1.785504376375181e-15,4.3197414097198843e-11,4.3207152064904904e-11,2.8631937260980897e-12,1.5490877685297607e-13,1.3105440204803144e-13,1.3207396994147156e-13,1.5939441658199444e-13,1.5738138314518776e-13,5.35244503688193e-15,0.00019104452977438283,1.1015593958156506e-13
6.865837773860126e-10,0.089968422885107,3.76,0.0,0.9780326978311751,0.999808948292217,6.842556393999586e-16,1.8660529206836628e-13,2.885951683937116e-09,1.4406007345376381e-08,2.888921466191213e-09,1.4361137414057977e-08,4.407935584658725e-15,1.817651264604767e-15,4.455217407623888e-11,4.4562496150097356e-11,2.9527860436455142e-12,1.6226518702980896e-13,1.3693849246991653e-13,1.3834539612740347e-13,1.644712616500031e-13,1.628324069330136e-13,5.457716462380681e-15,0.00019104877086095575,1.1361769977957128e-13
6.971350848276215e-10,0.0899684228885769,3.76,0.0,0.9780326975653828,0.99980894454097,7.178040750502647e-16,1.9290224777579777e-13,2.930258844590382e-09,1.4627397660996318e-08,2.933317361555453e-09,1.458113875453202e-08,4.5595255587632556e-15,1.849798480767993e-15,4.592771969847623e-11,4.593864911992797e-11,3.0437437557749565e-12,1.698505466679046e-13,1.4298597666549762e-13,1.4481196388528987e-13,1.6962826953874606e-13,1.6839098538294708e-13,5.563055833945157e-15,0.00019105247622692043,1.171329035690335e-13
7.076863922692304e-10,0.08996842289204679,3.76,0.0,0.9780326972995904,0.9998089412570902,7.524764338546841e-16,1.9931881408111063e-13,2.974564827203548e-09,1.4848788043889146e-08,2.9777132747149493e-09,1.4801119003051656e-08,4.713725889827179e-15,1.8819458033524546e-15,4.732404498894428e-11,4.7335605470361163e-11,3.1360661996002438e-12,1.7766834363595953e-13,1.4919853775189934e-13,1.5147664398801638e-13,1.7486544467718004e-13,1.7405781833879904e-13,5.668458240007647e-15,0.00019105571420288038,1.2070154582786524e-13
7.182376997108394e-10,0.08996842289551665,3.76,0.0,0.9780326970337978,0.9998089383821448,7.882939261909793e-16,2.0585569353368804e-13,3.018869637282622e-09,1.507017849587806e-08,3.022109205966923e-09,1.5021078161638527e-08,4.870536305618634e-15,1.9140930373930634e-15,4.874114397356308e-11,4.8753359698383906e-11,3.229752712707853e-12,1.8572206487972018e-13,1.555778394815922e-13,1.5834240635415542e-13,1.801827911491671e-13,1.798336053782898e-13,5.77391912291541e-15,0.00019105854322192743,1.2432362143424543e-13
7.287890071524483e-10,0.08996842289898652,3.76,0.0,0.9780326967680048,0.9998089358639223,8.252778866241218e-16,2.1251358842321578e-13,3.0631732803485355e-09,1.529156901880436e-08,3.0665051556064636e-09,1.524101623231412e-08,5.029956521812323e-15,1.9462400070078863e-15,5.017901067925066e-11,5.019190630206874e-11,3.3248026331611417e-12,1.940151964229229e-13,1.6212552656482776e-13,1.6541222004871518e-13,1.8558031274196465e-13,1.857190458134799e-13,5.879434230708195e-15,0.0001910610154955779,1.2799912526677777e-13
7.393403145940572e-10,0.08996842290245637,3.76,0.0,0.9780326965022116,0.9998089336581323,8.634497738764509e-16,2.192932007793263e-13,3.107475761936496e-09,1.5512959614527388e-08,3.1109011239259767e-09,1.5460933217099806e-08,5.1919862402758174e-15,1.978386558080934e-15,5.1637639133858176e-11,5.1651239780513385e-11,3.4212152994966715e-12,2.025512233665894e-13,1.6884322475210172e-13,1.7268905328256458e-13,1.9105801294159286e-13,1.917148386904312e-13,5.9849996215388744e-15,0.00019106317531396896,1.3172805220433646e-13
7.498916220356661e-10,0.08996842290592619,3.76,0.0,0.9780326962364179,0.9998089317246266,9.028311707630467e-16,2.2619523237225469e-13,3.1517770875968808e-09,1.573435028492419e-08,3.1552971112164214e-09,1.5680829118016745e-08,5.3566251539944805e-15,2.0105325505349774e-15,5.311702336630679e-11,5.313135463392708e-11,3.5189900507300173e-12,2.1133362989023906e-13,1.757325411874157e-13,1.801758734134141e-13,1.9661589498386742e-13,1.9782168278979125e-13,6.090611613002602e-15,0.00019106506282552522,1.3551039712628524e-13
7.60442929477275e-10,0.08996842290939601,3.76,0.0,0.9780326959706241,0.9998089300291728,9.434437841592335e-16,2.3322038471242144e-13,3.1960772628945645e-09,1.5955741031889372e-08,3.199693117766736e-09,1.5900703937086002e-08,5.523872945220335e-15,2.0426778612283668e-15,5.461715740651062e-11,5.4632245363559385e-11,3.6181262263513884e-12,2.2036589925112852e-13,1.8279506449548282e-13,1.8787564694519778e-13,2.022539618481874e-13,2.040402766263979e-13,6.1962667880966725e-15,0.00019106671226256538,1.3934615491229566e-13
7.70994236918884e-10,0.08996842291286576,3.76,0.0,0.97803269570483,0.9998089285418437,9.85309444949568e-16,2.4036935905077145e-13,3.2403762934091973e-09,1.617713185733493e-08,3.2440891438643554e-09,1.6120557676328446e-08,5.6937292877191874e-15,2.0748223804293506e-15,5.613803528544391e-11,5.6153906471739876e-11,3.718623166328431e-12,2.296515137848564e-13,1.9003236503112847e-13,1.9579133952857042e-13,2.0797221628528684e-13,2.103713184495754e-13,6.301961967649019e-15,0.0001910681535525707,1.43235320442448e-13
7.815455443604929e-10,0.08996842291633556,3.76,0.0,0.9780326954390355,0.9998089272365385,1.0284501079914887e-15,2.4764285637883623e-13,3.2846741847352082e-09,1.6398522763190003e-08,3.2884851897953795e-09,1.6340390337764808e-08,5.8661938475677005e-15,2.106966010562893e-15,5.7679651035155396e-11,5.7696332461878933e-11,3.820480211106463e-12,2.3919395490548827e-13,1.974459950377411e-13,2.0392591596101129e-13,2.1377066083086422e-13,2.168155062431797e-13,6.407694196711723e-15,0.00019106941279589302,1.4717788859723317e-13
8.026481592437108e-10,0.08996842292327505,3.76,0.0,0.9780326949074458,0.9998089250822075,1.1186448797243614e-15,2.6256622267417906e-13,3.3732665722727057e-09,1.684130482392963e-08,3.3772773422968294e-09,1.677999243530129e-08,6.218946252896239e-15,2.171250261980272e-15,6.082507228067321e-11,6.084345710713349e-11,4.028271979240787e-12,2.5906323795786644e-13,2.1280836361797778e-13,2.2086357529867728e-13,2.2560812945356474e-13,2.3004611035055416e-13,6.619258966640575e-15,0.00019107147493543312,1.5522321230485599e-13
8.21640512638607e-10,0.08996842292952052,3.76,0.0,0.978032694429014,0.9998089235635114,1.2044034695190652e-15,2.764301480048057e-13,3.4529958814553546e-09,1.7239808973293193e-08,3.457190350227296e-09,1.7175562257255646e-08,6.5453400466330154e-15,2.229102265891614e-15,6.37268150720119e-11,6.374683006468903e-11,4.2199295221303124e-12,2.778588463180949e-13,2.272527514476239e-13,2.3688577685315836e-13,2.365361230363256e-13,2.4234761000814456e-13,6.809768301564738e-15,0.0001910729105820154,1.62646589267916e-13
8.418263020898446e-10,0.0899684229361584,3.76,0.0,0.9780326939205174,0.9998089222869848,1.3004630113819718e-15,2.916195615556418e-13,3.5377312488193456e-09,1.7663354531713257e-08,3.542124984144017e-09,1.75959139530614e-08,6.901501484209171e-15,2.290585187531315e-15,6.68844507777186e-11,6.690630240813094e-11,4.428449882197828e-12,2.988074938266723e-13,2.432568518102596e-13,2.5474310516738624e-13,2.484356595241674e-13,2.5583595787883443e-13,7.012339154002003e-15,0.00019107409876000672,1.7072602112041551e-13
8.620120915410822e-10,0.0899684229427962,3.76,0.0,0.9780326934120196,0.9998089212809264,1.401740299724183e-15,3.0728192547622337e-13,3.622462585621091e-09,1.8086900433414358e-08,3.627059697591594e-09,1.8016188554113232e-08,7.267200226125375e-15,2.352063280675938e-15,7.011784018871519e-11,7.014163889497498e-11,4.6419320416721566e-12,3.2078157178010235e-13,2.599427808723883e-13,2.7347430752976347e-13,2.6062873632843144e-13,2.6975554195258904e-13,7.214990214958424e-15,0.0001910750163873791,1.7900077986191855e-13
8.821978809923198e-10,0.08996842294943393,3.76,0.0,0.9780326929035206,0.9998089204838894,1.5083961402425322e-15,3.23422133254114e-13,3.707189931856841e-09,1.8510446692834846e-08,3.711994492528782e-09,1.8436386074550038e-08,7.64243367236763e-15,2.413536277862546e-15,7.342694158357085e-11,7.345280110099863e-11,4.860371409828678e-12,3.4380540416545624e-13,2.7732042422728064e-13,2.931000945133949e-13,2.731153625236834e-13,2.8411123430506087e-13,7.41771000996219e-15,0.0001910757249106817,1.8747082967128797e-13
9.023836704435574e-10,0.08996842295607163,3.76,0.0,0.9780326923950201,0.9998089198482362,1.6205929932842857e-15,3.4004507491431697e-13,3.791913327708249e-09,1.893399332461854e-08,3.7969293709087236e-09,1.8856506528508215e-08,8.02719918999108e-15,2.475003964351641e-15,7.681171325704342e-11,7.683975061673837e-11,5.083763402390449e-12,3.6790330264936985e-13,2.9539944969134417e-13,3.136411652841818e-13,2.858955458285575e-13,2.989079034654232e-13,7.620488548072622e-15,0.00019107627196765576,1.9613613473360844e-13
9.22569459894795e-10,0.08996842296270925,3.76,0.0,0.9780326918865184,0.9998089193371297,1.7384949726837755e-15,3.5715563702160135e-13,3.876632813538865e-09,1.93575403436102e-08,3.881864334679935e-09,1.9276549930121708e-08,8.421494119555014e-15,2.5364661680137495e-15,8.027211352028854e-11,8.030244904751306e-11,5.312103441535298e-12,3.9309956658274723e-13,3.141893118048478e-13,3.3511820760525225e-13,2.9896929279380924e-13,3.1415041441818616e-13,7.823317134566444e-15,0.00019107669439500475,2.0499665924025264e-13
9.427552493460326e-10,0.08996842296934679,3.76,0.0,0.9780326913780154,0.9998089189221561,1.8622678446007703e-15,3.747587026828073e-13,3.961348429890509e-09,1.978108776485116e-08,3.966799385787096e-09,1.9696516293521932e-08,8.825315780368257e-15,2.5979227510855623e-15,8.380810070104076e-11,8.384085801344194e-11,5.545386955902419e-12,4.194184830054646e-13,3.3369925623747406e-13,3.575518978414353e-13,3.1233660896723547e-13,3.298436286050059e-13,8.026188206728089e-15,0.00019107702060727766,2.1405236738893555e-13
9.629410387972702e-10,0.08996842297598429,3.76,0.0,0.9780326908695108,0.9998089185815542,1.9920790264556594e-15,3.928591515489472e-13,4.046060217479891e-09,2.0204635603575347e-08,4.051734526171631e-09,2.0116405632837786e-08,9.238661474481792e-15,2.659373603895012e-15,8.741963314375839e-11,8.745493914945773e-11,5.7836093805979976e-12,4.468843266506925e-13,3.539383237526653e-13,3.809629009634057e-13,3.259974990276641e-13,3.459924039263383e-13,8.22909520048777e-15,0.00019107727236484005,2.233032233837555e-13
9.831268282485078e-10,0.08996842298262173,3.76,0.0,0.9780326903610049,0.9998089182983715,2.1280975855623352e-15,4.114618598178954e-13,4.130768217194221e-09,2.0628183875204287e-08,4.136669757772307e-09,2.053621796219562e-08,9.661528490974967e-15,2.7208186381250095e-15,9.110666920978866e-11,9.11446541053203e-11,6.026766157202075e-12,4.75521359950457e-13,3.7491535521093597e-13,4.053718705530522e-13,3.399519669385995e-13,3.62601594743567e-13,8.43203239756174e-15,0.00019107746662108693,2.327491914352402e-13
9.999999999999999e-10,0.08996842299589641,3.76,0.0,0.9780326899359469,0.9998089180962284,2.2466813591441693e-15,4.274006652068585e-13,4.2015722134010425e-09,2.0982225498545472e-08,4.207666643734227e-09,2.088707731195901e-08,1.0022304106191225e-14,2.7721756315918476e-15,9.424654315590514e-11,9.428686960250028e-11,6.233802200096113e-12,5.003751225757418e-13,3.9302244113933945e-13,4.2655588973718853e-13,3.518416834696914e-13,3.7684190872647766e-13,8.601685853220812e-15,0.0001910775943675099,2.4079470012197144e-13
1.023498407150983e-09,0.08996842299589641,3.76,0.0,0.9780326893439886,0.9998089178556961,2.419441347857623e-15,4.501935421024115e-13,4.300173017378169e-09,2.1475281779778146e-08,4.306540502365517e-09,2.1375611647529915e-08,1.0535815594799939e-14,2.843690985114918e-15,9.870708574216931e-11,9.875083214978563e-11,6.527864564852182e-12,5.364059837620684e-13,4.191176963307504e-13,4.572662665445394e-13,3.687416491258041e-13,3.972206226257765e-13,8.837978224433404e-15,0.00019107773119524663,2.5222632058258146e-13
1.0591911133244644e-09,0.08996842300763246,3.76,0.0,0.9780326884448344,0.9998089175549119,2.6993784534482037e-15,4.86157092645758e-13,4.449932394289411e-09,2.2224206688378118e-08,4.45672436358285e-09,2.2117467202488396e-08,1.1340470643264801e-14,2.9523030720404117e-15,1.0567778500863167e-10,1.0572709092084717e-10,6.987282563141771e-12,5.943721818438193e-13,4.607379782455863e-13,5.066719479179994e-13,3.951728249853121e-13,4.2940853873709485e-13,9.19693529367383e-15,0.00019107787424464207,2.7009580962558204e-13
1.094883819497946e-09,0.08996842301936832,3.76,0.0,0.9780326875456751,0.9998089173059136,3.0013155439712264e-15,5.237635346731918e-13,4.599680544771101e-09,2.2973133188163558e-08,4.606908538809288e-09,2.2859082191285834e-08,1.2174853960227404e-14,3.0608962439968726e-15,1.1288393125969604e-10,1.1293925266959612e-10,7.462060458846414e-12,6.563613525544314e-13,5.047890432226046e-13,5.595052469120228e-13,4.225219283592483e-13,4.631081893060441e-13,9.555929123456361e-15,0.00019107796524982804,2.885747959437455e-13
1.1305765256714274e-09,0.08996842303110397,3.76,0.0,0.9780326866465108,0.9998089170887927,3.3262432697678946e-15,5.630397086901361e-13,4.749417700204576e-09,2.3722061370283376e-08,4.757093038702664e-09,2.3600456691931457e-08,1.3038950349563148e-14,3.169470374133488e-15,1.2032529488447887e-10,1.2038710588438637e-10,7.952173271850774e-12,7.225072110522274e-13,5.513134572836873e-13,6.158799584591838e-13,4.507889674631276e-13,4.98346291139623e-13,9.914946307882271e-15,0.0001910780241198476,3.0766308189867695e-13
