Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128),CO2(13),F(37),H2(7),CF2O(48),O(6),[O]C(F)F(146),O2(176),CHFO(46),FC(F)C(F)F(130),CO(12),CHF2-CF2(68),CF2(42),OO[C](F)F(619),FC1(F)OO1(411)
4.4658426721608296e-13,0.48878917732156385,3.76,0.0,0.7901458079568726,0.9999990197039239,2.547190473036362e-26,4.426807852130667e-20,4.993464358836599e-12,5.293320078577982e-11,4.993464516524992e-12,5.2933170179022874e-11,6.293271518224601e-23,8.713869939804798e-22,3.056970682316126e-17,3.0566924075143945e-17,1.047621927730865e-19,7.320781874288058e-23,7.321217155636054e-23,3.6937463147116955e-13,4.4256175114213915e-20,4.472727082861619e-19,1.1430442899183897e-20,9.802910827198831e-07,3.882534659793895e-20,8.398253305191521e-26,3.311931082585518e-28,8.254492049356302e-31,3.693746314508406e-13,1.5620410915514328e-24,1.6680391513032153e-29
5.650256786974798e-13,0.48878917732280874,3.76,0.0,0.7901458079414115,0.9999987599831626,5.0984007731019343e-26,7.086583365132386e-20,6.317811452023097e-12,6.6971946606296e-11,6.317811704533951e-12,6.697189761188426e-11,1.0076294561669612e-22,1.3948113044258673e-21,4.8934997650599156e-17,4.8930619139648643e-17,1.6769920191338193e-19,1.465270831299541e-22,1.4653282587254529e-22,4.673387917275305e-13,7.084592702048925e-20,5.827691231523101e-19,1.8295948309757972e-20,1.2400105198193273e-06,6.215049236214676e-20,1.344388420792823e-25,6.628906804544587e-28,1.3551752147577368e-30,4.67338791686797e-13,2.9632702375602515e-24,2.670149116597284e-29
8.019085016602734e-13,0.4887891773252988,3.76,0.0,0.7901458079104894,0.9999982408805158,1.447089427582092e-25,1.427530887590677e-19,8.966504539118967e-12,9.504943824617962e-11,8.96650504791966e-12,9.504933955929905e-11,2.0305234931690623e-22,2.809167108490128e-21,9.856695265920907e-17,9.85582659768993e-17,3.3778325430010144e-19,4.158638398223716e-22,4.1586833472344574e-22,6.632671122687055e-13,1.4270948452345948e-19,8.749873706330856e-19,3.6846095276272964e-20,1.7591105179105828e-06,1.2518648514104551e-19,2.708014838743986e-25,1.881375939453976e-27,2.8688227814842154e-30,6.632671121529511e-13,7.536891099570624e-24,5.378342768094489e-29
1e-12,0.4887891773277887,3.76,0.0,0.790145807884631,0.9999978071314602,2.801610425223171e-25,2.2200691362432023e-19,1.1181453302834411e-11,1.1852903173768713e-10,1.1181454094168607e-11,1.1852887827262047e-10,3.1587987273494924e-22,4.368022482502135e-21,1.5327836278370645e-16,1.5326490386004055e-16,5.252709374971658e-19,8.050818891015229e-22,8.050768824812367e-22,8.271107126918648e-13,2.2193450240464083e-19,1.1410842235127571e-18,5.728978478801557e-20,2.192857358436575e-06,1.9467382220618561e-19,4.211263905675768e-25,3.642208673507953e-27,4.6438021275183775e-30,8.271107124676358e-13,1.3407000340246766e-23,8.363704144506799e-29
1.038791324623067e-12,0.4887891773277887,3.76,0.0,0.7901458078795672,0.9999977222293758,3.1399272442792515e-25,2.3956821185395017e-19,1.1615196161525793e-11,1.2312692988453163e-10,1.1615197015460727e-11,1.2312676428232697e-10,3.4088718561154123e-22,4.71338639280907e-21,1.6540069860823418e-16,1.653861780156345e-16,5.668119552353812e-19,9.022930367546542e-22,9.022848717374567e-22,8.591954328627544e-13,2.3948909881593294e-19,1.1955105510927338e-18,6.181888057704356e-20,2.277759009121554e-06,2.1007004932799727e-19,4.544344620736991e-25,4.081994686322351e-27,5.049731029192916e-30,8.591954326114272e-13,1.4795862486838507e-23,9.025167235282412e-29
1.2756741475858606e-12,0.48878917733027877,3.76,0.0,0.7901458078486451,0.9999972040293496,5.811875664845366e-25,3.613180170225278e-19,1.4263886320459019e-11,1.5120442152135203e-10,1.4263887608354007e-11,1.5120417178099637e-10,5.143156432824687e-22,7.107293920287162e-21,2.494361872896205e-16,2.494142628012824e-16,8.547828291875521e-19,1.67000019034522e-21,1.6699584154616708e-21,1.0551237535275988e-12,3.6118971495717176e-19,1.544343915079416e-18,9.321085451545803e-20,2.795956386604953e-06,3.1680114864827264e-19,6.853421418421608e-25,7.555126602338117e-27,7.971890619526682e-30,1.0551237530622255e-12,2.4963280339284746e-23,1.3610621545025521e-28
1.7494397935114476e-12,0.4887891773352587,3.76,0.0,0.7901458077868009,0.999996168981071,1.4985783358136624e-24,6.796494519530596e-19,1.9561262252749295e-11,2.07359404790398e-10,1.9561264674967635e-11,2.0735893510537307e-10,9.6814566305783e-22,1.3363474630489397e-20,4.691122005625845e-16,4.690705817182957e-16,1.6075412167255735e-18,4.305460978655048e-21,4.305233857608335e-21,1.4469803951412126e-12,6.793742578353324e-19,2.32696215281487e-18,1.752386106695337e-19,3.830999367410647e-06,5.958058080933001e-19,1.2889990308541344e-24,1.9478060820525914e-26,1.6335317840857782e-29,1.446980393940789e-12,5.433462499038007e-23,2.5597415816453113e-28
2.696971085362622e-12,0.4887891773452187,3.76,0.0,0.7901458076631125,0.9999941042806496,5.491330147990341e-24,1.6158351996729656e-18,3.0155996608913903e-11,3.196693713101113e-10,3.015600236487181e-11,3.196682550630709e-10,2.305044301258696e-21,3.174440335493935e-20,1.1148830244771628e-15,1.1147812331227636e-15,3.820255329375862e-18,1.5772082194570895e-20,1.577047465861838e-20,2.230693680005481e-12,1.615019683278276e-18,4.232151549847076e-18,4.161730542702603e-19,5.895689193534297e-06,1.4159839586300735e-18,3.0638010388274433e-24,7.135375505475975e-26,4.520843220806702e-29,2.230693675605791e-12,1.5049002290511462e-22,6.083451988128969e-28
3.6445023772137965e-12,0.4887891773551784,3.76,0.0,0.7901458075394241,0.9999920467542415,1.355393235951713e-23,2.951758733200836e-18,4.075070768493746e-11,4.319793378053211e-10,4.075071819376818e-11,4.319772994342017e-10,4.2168223997716736e-21,5.794077437673866e-20,2.0358763505039615e-15,2.035684318793463e-15,6.975767449968313e-18,3.8918355294897656e-20,3.891272716515736e-20,3.014406968007042e-12,2.9499740506200685e-18,6.590891182926929e-18,7.594295771608405e-19,7.95320500594375e-06,2.5857186284818356e-18,5.5954865273341405e-24,1.7606940987221902e-25,9.42176088841037e-29,3.0144069571479695e-12,2.973774699816044e-22,1.1108959320697517e-27
4.592033669064971e-12,0.48878917736513844,3.76,0.0,0.7901458074157357,0.9999899963769162,2.711912565544907e-23,4.6878698847302135e-18,5.134539555790539e-11,5.442893042760295e-10,5.134541223755269e-11,5.442860682205692e-10,6.706550400542254e-21,9.194142229183859e-20,3.2320891094326715e-15,3.231773942070247e-15,1.1073919462622685e-17,7.784750101811056e-20,7.783311245741396e-20,3.798120260291605e-12,4.684566618214443e-18,9.403516732204786e-18,1.204788745845338e-18,1.0003571735445226e-05,4.105007516151481e-18,8.884334560182002e-24,3.5218892212940853e-25,1.6809303449235333e-28,3.79812023856734e-12,4.949986964797377e-22,1.76362574334877e-27
5.539564960916145e-12,0.48878917737509836,3.76,0.0,0.7901458072920473,0.9999879531238298,4.762134056934339e-23,6.82461865598203e-18,6.19400603046383e-11,6.565992707222394e-10,6.194008457185588e-11,6.565945614239716e-10,9.777294388294416e-21,1.3373519761328614e-19,4.7035182374571525e-15,4.7030442121422204e-15,1.611455329944492e-17,1.366627986133603e-19,1.366321627094343e-19,4.581833558004908e-12,6.8191263392834106e-18,1.2670363893722334e-17,1.7520315989920496e-18,1.2046814225648252e-05,5.973848327652126e-18,1.2930624209375917e-23,6.182767335620172e-25,2.715650270774618e-28,4.5818335198639165e-12,7.431873946260704e-22,2.56653402130225e-27
6.48709625276732e-12,0.4887891773850583,3.76,0.0,0.7901458071683589,0.9999859169702272,7.649664915463282e-23,9.36245488578055e-18,7.253470200168892e-11,7.689092371439539e-10,7.253473527203979e-11,7.689027790462005e-10,1.3432115959395865e-20,1.8331096724764935e-19,6.4501606762921295e-15,6.449489244275261e-15,2.2097510946240618e-17,2.1946742643295623e-19,2.19409659298839e-19,5.365546862292669e-12,9.353981533235593e-18,1.639176836638616e-17,2.40093965688396e-18,1.4082957231942523e-05,8.192238776594565e-18,1.7734634544300676e-23,9.928971107432488e-25,4.093638525707137e-28,5.365546801037712e-12,1.0419246735265198e-21,3.519620157844184e-27
8.382158836469668e-12,0.488789177404978,3.76,0.0,0.7901458069209825,0.9999818658628628,1.6511848684967003e-22,1.5643188822722202e-17,9.372391655170346e-11,9.93529169913914e-10,9.372397207024473e-11,9.935183875542777e-10,2.250621717455615e-20,3.057640340046789e-19,1.0769073278991983e-14,1.0767880084199999e-14,3.688976586868828e-17,4.734568037599044e-19,4.732954905531562e-19,6.9329734951743476e-12,1.56258891684514e-17,2.5199592044964086e-17,4.002879722412671e-18,1.8134043402720087e-05,1.3677659476630935e-17,2.9616933529167076e-23,2.141991311783265e-24,8.068626951699156e-28,6.932973363017017e-12,1.7911372802288876e-21,5.876323589529394e-27
1e-11,0.4887891774248979,3.76,0.0,0.7901458067097936,0.9999784296210419,2.804999199717811e-22,2.227874494700892e-17,1.1181337010728337e-10,1.1852903161489104e-09,1.1181344908883761e-10,1.185274969963772e-09,3.2129601052532974e-20,4.348325866803509e-19,1.5327233555294305e-14,1.5325446959224675e-14,5.249920050882125e-17,8.039113690934717e-19,8.035842431726697e-19,8.271107342930779e-12,2.2250278626918504e-17,3.4160748333731694e-17,5.690258491882798e-18,2.1570267129562382e-05,1.9466971588440737e-17,4.21618286688992e-23,3.6370413202830815e-24,1.298313960705025e-27,8.271107118521023e-12,2.5909600387398614e-21,8.363593697161523e-27
1.0277221420172017e-11,0.4887891774248979,3.76,0.0,0.7901458066736059,0.9999778428585097,3.0450553081455354e-22,2.3533669730315332e-17,1.1491303981511714e-10,1.2181491025859503e-09,1.1491312322979865e-10,1.218132893759019e-09,3.3953258387850873e-20,4.592118807702526e-19,1.6188802559266397e-14,1.6186899503034358e-14,5.5449421181831287e-17,8.726388974239948e-19,8.722738784915317e-19,8.500400168102044e-12,2.3502906157142684e-17,3.582967340033116e-17,6.008870575101099e-18,2.2157026561232524e-05,2.0561251473774843e-17,4.453346400655684e-23,3.9479814241400186e-24,1.3984304621382818e-27,8.500399924505367e-12,2.7428312448025587e-21,8.833731237506945e-27
1.2172284003874366e-11,0.48878917744481765,3.76,0.0,0.7901458064262294,0.9999738477622268,5.062045987097615e-22,3.3037495715157493e-17,1.3610207239492935e-10,1.4427690351601131e-09,1.3610218934415484e-10,1.4427462976745493e-09,4.7797573564781405e-20,6.435660227559832e-19,2.2709324244252702e-14,2.2706500636026045e-14,7.777521467851186e-17,1.4498354594458892e-18,1.4491163332290809e-18,1.0067826890240924e-11,3.298764183372626e-17,4.828469811450039e-17,8.41718137883909e-18,2.6152101648394386e-05,2.884299674320295e-17,6.248645843245333e-23,6.5593749437613866e-24,2.221907320873582e-27,1.0067826485502872e-11,3.896887245753614e-21,1.2391838351399335e-26
1.4067346587576714e-11,0.4887891774647376,3.76,0.0,0.7901458061788531,0.9999698803804198,7.817881796699626e-22,4.4158264685199913e-17,1.5729101489005064e-10,1.6673889676364628e-09,1.5729117100266835e-10,1.6673585993149022e-09,6.40634273782175e-20,8.587382281988585e-19,3.0330614144574007e-14,3.0326636710355906e-14,1.0386588497429063e-16,2.2378668575152216e-18,2.2365828494763178e-18,1.1635253670755957e-11,4.408269807628345e-17,6.256735192651424e-17,1.1226088703832929e-17,3.0119462258774916e-05,3.852287737521607e-17,8.34781492350699e-23,1.0124677493138581e-23,3.3151328414946584e-27,1.1635253046009645e-11,5.2531567248645225e-21,1.6550640230269337e-26
1.785747175498141e-11,0.4887891775045772,3.76,0.0,0.7901458056841006,0.9999620279925105,1.601027241967873e-21,7.12650216351769e-17,1.9966863200164935e-10,2.1166288322960163e-09,1.9966888328932847e-10,2.116579895825768e-09,1.0395646477155783e-19,1.3811851614118859e-18,4.8875402244463643e-14,4.8868327044411565e-14,1.6733681450322109e-16,4.577708827610047e-18,4.57437060402343e-18,1.4770107443573395e-11,7.111414215030995e-17,9.662629008654408e-17,1.803883596901205e-17,3.797180777166974e-05,6.20769736550654e-17,1.3458654955300415e-22,2.071102333493573e-23,6.462185289688981e-27,1.4770106165551434e-11,8.572185657618902e-21,2.66703097226463e-26
2.1647596922386108e-11,0.4887891775444168,3.76,0.0,0.7901458051893485,0.9999542841726451,2.855316984473108e-21,1.048827185691002e-16,2.420458958603545e-10,2.565868696565297e-09,2.420462647235917e-10,2.5657967834021013e-09,1.538251071883978e-19,2.025851867426786e-18,7.182297498564441e-14,7.18115981322987e-14,2.458521350236418e-16,8.154700221055985e-18,8.147486713049133e-18,1.7904961559870165e-11,1.0461790388867705e-16,1.3802797491286592e-16,2.6433472102287213e-17,4.571558523661897e-05,9.122339930155424e-17,1.978765238463561e-22,3.6895027332601714e-23,1.1142292602804878e-26,1.7904959283131623e-11,1.269942602794173e-20,3.919270308022693e-26
2.9227847257195504e-11,0.48878917762409607,3.76,0.0,0.7901458041998453,0.9999391162529191,7.043487628987374e-21,1.9176602580144721e-16,3.267993823437479e-10,3.4643484239366025e-09,3.2680005325233434e-10,3.4642173321861512e-09,2.84254665799028e-19,3.67906137639077e-18,1.309257132804765e-13,1.309014001254065e-13,4.479757146172056e-16,2.0070162380854745e-17,2.004617909729177e-17,2.41746711161491e-11,1.9112445325507513e-16,2.4294553691284703e-16,4.791443205641697e-17,6.0883420149505024e-05,1.6629268346726882e-16,3.610726277447526e-22,9.080789583038328e-23,2.631244339888043e-26,2.417466551241075e-11,2.3376487360760048e-20,7.144551864119097e-26
3.561002666070908e-11,0.4887891776911819,3.76,0.0,0.7901458033667357,0.999926669098956,1.2762364644814982e-20,2.8537025279842105e-16,3.9815638750635945e-10,4.220821963479818e-09,3.9815738150938294e-10,4.220627373607048e-09,4.2672103259061277e-19,5.443841931930958e-18,1.9434136845011084e-13,1.943008114146332e-13,6.647255617028427e-16,3.629625095396079e-17,3.624340086553952e-17,2.945344457263672e-11,2.842167791126147e-16,3.5424827223512053e-16,7.07863982987218e-17,7.333050269131704e-05,2.468413637360484e-16,5.364186421949451e-22,1.6422729854066588e-22,4.655748117108268e-26,2.9453434438124965e-11,3.486794399274818e-20,1.06052819362456e-25
4.199220606422266e-11,0.4887891777582677,3.76,0.0,0.7901458025336268,0.9999145103641022,2.096697906935521e-20,3.9781836843950156e-16,4.695124511808312e-10,4.9772955019317384e-09,4.69513830771689e-10,4.977024914872764e-09,5.999913615398119e-19,7.546022287795234e-18,2.702386554131404e-13,2.7017604866258835e-13,9.240005878526835e-16,5.951623708314617e-17,5.941404665284794e-17,3.47322199766662e-11,3.9593140625776007e-16,4.866568317461106e-16,9.796708113517367e-17,8.548916611210638e-05,3.4324533355164946e-16,7.465427814229905e-22,2.6929599786035986e-22,7.516943746190359e-26,3.473220335828882e-11,4.864393060396305e-20,1.4747260534995606e-25
4.837438546773624e-11,0.4887891778253536,3.76,0.0,0.7901458017005188,0.9999026333654524,3.211368934798313e-20,5.292476707866966e-16,5.408675940821889e-10,5.733769039300316e-09,5.408694213841206e-10,5.733409956472201e-09,8.049546869421219e-19,9.98237021000912e-18,3.5861669339287467e-13,3.585253730335258e-13,1.2257530540753023e-15,9.098301744038122e-17,9.080306933721084e-17,4.001099767820863e-11,5.263636691913301e-16,6.402738324892194e-16,1.293946460291997e-16,9.736609331758718e-05,4.555039685796137e-16,9.915303042720582e-22,4.116855506091033e-22,1.1359336685643694e-25,4.0010972272906554e-11,6.470199721662314e-20,1.957047227102508e-25
5.475656487124982e-11,0.4887891778924395,3.76,0.0,0.7901458008674118,0.9998910315747793,4.666216666408072e-20,6.797954271802119e-16,6.122218364558277e-10,6.4902425755948e-09,6.122241732207174e-10,6.4897824988842374e-09,1.0424915114523873e-18,1.2749684576548472e-17,4.594746107512654e-13,4.593470558528492e-13,1.5699353197701426e-15,1.319493146523432e-16,1.3165394662003055e-16,4.528977802721053e-11,6.756079993649049e-16,8.15201897130719e-16,1.6500814793661876e-16,0.00010896781253417379,5.836166571845649e-16,1.2714664664555152e-21,5.970672929207792e-22,1.6327425024697323e-25,4.5289741181982364e-11,8.303949596599773e-20,2.5074902300422344e-25
6.113874427476339e-11,0.4887891779595253,3.76,0.0,0.7901458000343057,0.9998796986151461,6.507539405729925e-20,8.495988737679192e-16,6.835751980878323e-10,7.246716110825743e-09,6.835781056950108e-10,7.246142542578028e-09,1.3134738837231702e-18,1.5844795086908157e-17,5.728115447061936e-13,5.726393783118607e-13,1.9564998413527325e-15,1.836676782298547e-16,1.8320868347792719e-16,5.0568561373594136e-11,8.437579365657599e-16,1.0115436536615166e-15,2.0474751909661047e-16,0.00012030070069949108,7.275828000562451e-16,1.5864365206425353e-21,8.311123443504585e-22,2.2565699554763917e-25,5.056851008552049e-11,1.0365380483169064e-19,3.1260536308659732e-25
6.752092367827696e-11,0.4887891780266111,3.76,0.0,0.7901457992012001,0.9998686282572817,8.781966568522985e-20,1.0387952150883527e-15,7.549276983160032e-10,8.003189645004991e-09,7.549312377710475e-10,8.00249008801331e-09,1.6187654819781883e-18,1.9264561949545272e-17,6.986266410292515e-13,6.984006311520723e-13,2.3853991707867584e-15,2.4739048556974505e-16,2.467078147383281e-16,5.584734806725755e-11,1.0309061412383283e-15,1.2294017350784559e-15,2.4855355591508907e-16,0.00013137098708419136,8.874018098096725e-16,1.9365257165513255e-21,1.119491612338224e-21,3.021864384839429e-25,5.584727898352512e-11,1.2654247977142235e-19,3.8127360493434725e-25
8.028528248530412e-11,0.48878917816078266,3.76,0.0,0.7901457975349915,0.999847251149502,1.481830696734139e-19,1.47591524199623e-15,8.976301897272715e-10,9.516136710262282e-09,8.976351743937657e-10,9.515147685901828e-09,2.335689656483392e-18,2.7065656469657103e-17,9.876879451089835e-13,9.873231370972885e-13,3.370012931344751e-15,4.158580856435747e-16,4.144940625668288e-16,6.640493289589743e-11,1.4625636644844843e-15,1.730077427957991e-15,3.4813306462570063e-16,0.0001527479518688063,1.2545961380269183e-15,2.7424025181240365e-21,1.8819353898022897e-21,5.034644032210715e-25,6.640481676295077e-11,1.791327263359644e-19,5.390452665776765e-25
9.177320541162855e-11,0.4887891782815371,3.76,0.0,0.7901457960354062,0.9998288502659208,2.220679347876878e-19,1.9370227513478114e-15,1.026059671167806e-09,1.0877789065542432e-08,1.0260661613896082e-09,1.0876496784386738e-08,3.106754746524971e-18,3.5166082294230357e-17,1.290510030069666e-12,1.2899801726448387e-12,4.400476269742121e-15,6.210944812464195e-16,6.187665438125488e-16,7.590677419906377e-11,1.9169414865055644e-15,2.255301089210333e-15,4.510859556234746e-16,0.00017114870671407112,1.6392821770591527e-15,3.5886542719306234e-21,2.810844151889703e-21,7.474894164006669e-25,7.590660074555151e-11,2.3421656677359302e-19,7.043351809082421e-25
9.999999999999999e-11,0.48878917840229164,3.76,0.0,0.7901457949615165,0.9998161419966943,2.8798613174679954e-19,2.307107065816503e-15,1.1180297503273049e-09,1.1852903041941317e-08,1.1180374366962855e-09,1.1851368713821066e-08,3.734987211603195e-18,4.158520881656687e-17,1.53220397059801e-12,1.5315296812406971e-12,5.222267524732964e-15,8.035084378960092e-16,8.002276148002199e-16,8.271129497395965e-11,2.280988757035393e-15,2.675210482646704e-15,5.323857509644244e-16,0.0001838568837259751,1.946322282856597e-15,4.265381738653655e-21,3.636499473285833e-21,9.637224923754895e-25,8.271107057209393e-11,2.7816814535624655e-19,8.362642892933506e-25
