Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128),CO2(13),F(37),H2(7),CF2O(48),O(6),[O]C(F)F(146),O2(176),CHFO(46),FC(F)C(F)F(130),CO(12),CHF2-CF2(68),CF2(42),OO[C](F)F(619),FC1(F)OO1(411)
1.3973370613136629e-09,0.48878919200499843,3.76,0.0,0.7901456256169614,0.9994054600114011,1.0771020831815055e-15,6.703578328630015e-13,1.5615922869277092e-08,1.6562510161687734e-07,1.5616721561575843e-08,1.653258601139442e-07,1.6622909462742814e-15,4.723563200171981e-15,2.980265192427776e-10,2.9655790832603305e-10,9.479427415862695e-13,2.178406301686299e-12,2.059058588154049e-12,1.156362788405212e-09,5.521618953974834e-13,6.727697264294329e-13,4.936429579554121e-14,0.0005945240710246339,3.794349194599753e-13,9.71193635417406e-19,9.909136909829728e-18,2.5300652398084195e-21,1.155752325856205e-09,4.898390912792234e-17,1.6321524298120675e-22
1.4110078857726862e-09,0.48878919214870253,3.76,0.0,0.7901456238324733,0.999405287063786,1.1121508847035847e-15,6.858633664337662e-13,1.5768684333672538e-08,1.6724549535870885e-07,1.5769490161621507e-08,1.6694037146433968e-07,1.7013167586773315e-15,4.793271284212797e-15,3.038750971497981e-10,3.023636333747662e-10,9.658588010531817e-13,2.2428284455365524e-12,2.1188015693274913e-12,1.1676881466246533e-09,5.638552992438191e-13,6.87771001028078e-13,5.002835337234586e-14,0.0005946968599577553,3.8689067915530663e-13,9.917761555533034e-19,1.0202725326129987e-17,2.6049310790471606e-21,1.1670596087920409e-09,5.374348530187131e-17,1.664243631303148e-22
1.4246787102317096e-09,0.4887891922924067,3.76,0.0,0.7901456220479848,0.9994051225790461,1.148006946620124e-15,7.015947115087864e-13,1.5921445971744394e-08,1.6886588923052573e-07,1.592225873368256e-08,1.6855482569099173e-07,1.740854496421683e-15,4.8631733565405285e-15,3.0978028527864765e-10,3.082251489121394e-10,9.839290662770918e-13,2.308505579269626e-12,2.1796644587146206e-12,1.1790138577973176e-09,5.756907010536426e-13,7.029702238958729e-13,5.0693294687099884e-14,0.0005948611859581579,3.9441889003977185e-13,1.0126024720612024e-18,1.050205436972685e-17,2.6812585151210723e-21,1.1783668917070706e-09,5.095519494615319e-17,1.696647262679517e-22
1.4383495346907329e-09,0.48878919243611124,3.76,0.0,0.7901456202634958,0.9994049661426807,1.1846816076079677e-15,7.175381287883423e-13,1.6074207790783718e-08,1.7048628323484735e-07,1.607502727904556e-08,1.7016922279589122e-07,1.780905218937947e-15,4.9332654274370365e-15,3.1574207723667914e-10,3.1414244095206904e-10,1.002153154212642e-12,2.3754497036168038e-12,2.2416567377376784e-12,1.190339925323152e-09,5.876533853072995e-13,7.183683931351131e-13,5.1359092907644546e-14,0.0005950174635268715,4.0201954953432436e-13,1.0336734221279576e-18,1.080717955432582e-17,2.7590616441868024e-21,1.1896741745994694e-09,5.565438032554782e-17,1.7293633241051305e-22
1.4520203591497562e-09,0.48878919257981573,3.76,0.0,0.7901456184790063,0.9994048173604897,1.2221862240258437e-15,7.337097431414557e-13,1.6226969798040456e-08,1.721066773742143e-07,1.6227795798938988e-08,1.7178356278102986e-07,1.8214699631568667e-15,5.003543588257292e-15,3.2176046662991327e-10,3.2011549551046274e-10,1.0205307317079765e-12,2.443672816300754e-12,2.304787863598285e-12,1.2016663526017179e-09,5.99758499934713e-13,7.339665066987005e-13,5.202572201836026e-14,0.0005951660868633202,4.0969265505866364e-13,1.0549898429476224e-18,1.1118156391655808e-17,2.838354561476187e-21,1.2009814574711083e-09,5.295875266475633e-17,1.7623918157383224e-22
1.4656911836087795e-09,0.4887891927235202,3.76,0.0,0.7901456166945164,0.9994046758575813,1.260532265227602e-15,7.500961178362789e-13,1.6379732000726465e-08,1.7372707165118829e-07,1.6380564294528863e-08,1.733978456484004e-07,1.8625497439665953e-15,5.074004009782166e-15,3.278354470630936e-10,3.261442986052483e-10,1.0390614178944695e-12,2.5131869120359658e-12,2.369067269332069e-12,1.212993143032194e-09,6.119916306659525e-13,7.497655623901582e-13,5.2693156795341915e-14,0.0005953074308596654,4.1743820403127315e-13,1.0765525717215812e-18,1.1435040391468149e-17,2.9191513612978004e-21,1.2122887403202e-09,5.759902886231812e-17,1.795732737731968e-22
1.4793620080678029e-09,0.48878919286722494,3.76,0.0,0.7901456149100259,0.9994045412774251,1.299731219141334e-15,7.667130752282152e-13,1.6532494406018276e-08,1.7534746606835213e-07,1.6533332766928955e-08,1.7501207139999638e-07,1.904145554660688e-15,5.144642940604684e-15,3.3396701213973923e-10,3.3222883625640306e-10,1.0577448807993232e-12,2.58400398252918e-12,2.434504363863174e-12,1.2243203000133743e-09,6.24367621649047e-13,7.657665578636469e-13,5.3361372782329116e-14,0.0005954418520464461,4.2525619386945573e-13,1.0983624456586897e-18,1.1757887061535706e-17,3.001466137037842e-21,1.2235960231485797e-09,5.499444696933763e-17,1.8293860902336295e-22
1.4930328325268262e-09,0.4887891930109297,3.76,0.0,0.790145613125535,0.9994044132809529,1.3397946856508461e-15,7.835474750030075e-13,1.668525702105984e-08,1.7696786062830974e-07,1.668610121719629e-08,1.7662624003781227e-07,1.9462583673769895e-15,5.215456705549093e-15,3.4015515546219825e-10,3.383690944859817e-10,1.0765807417129341e-12,2.6561360164798395e-12,2.5011085320586585e-12,1.2356478269436684e-09,6.368723538098305e-13,7.819704906239828e-13,5.40303462673689e-14,0.0005955696894919009,4.331466219893709e-13,1.1204203019754117e-18,1.2086751907651976e-17,3.085312981161711e-21,1.2349033059544952e-09,5.957726554422428e-17,1.863351873385714e-22
1.5067036569858495e-09,0.48878919315463465,3.76,0.0,0.7901456113410437,0.9994042915457031,1.3807342840871878e-15,8.006148431062342e-13,1.683801985296502e-08,1.78588255333686e-07,1.6838869646340866e-08,1.782403515638434e-07,1.9888891335276065e-15,5.286441704122046e-15,3.463998706316976e-10,3.4456505931814473e-10,1.095568669844006e-12,2.729594999580537e-12,2.5688891347827713e-12,1.2469757272211018e-09,6.495203737115952e-13,7.983783580266572e-13,5.4700054260188086e-14,0.0005956912656572425,4.4110948580606864e-13,1.1427269778959541e-18,1.2421690433630225e-17,3.1707059852148928e-21,1.2462105887397452e-09,5.706214079146856e-17,1.897630087325617e-22
1.5203744814448729e-09,0.48878919329833953,3.76,0.0,0.7901456095565516,0.9994041757650087,1.4225617447174916e-15,8.179023296091311e-13,1.6990782908820083e-08,1.8020865018712665e-07,1.6991638055321123e-08,1.7985440598008587e-07,2.03203878422014e-15,5.357594408995245e-15,3.5270115124839477e-10,3.5081671677918607e-10,1.1147082886244927e-12,2.8043929145174685e-12,2.637855508951115e-12,1.2583040042433157e-09,6.622978515343803e-13,8.149911572778572e-13,5.5370474470254064e-14,0.0005958068872100456,4.491447827335266e-13,1.1652833106524106e-18,1.2762758141302651e-17,3.2576592398245566e-21,1.2575178715026142e-09,6.158892155917248e-17,1.932220732185876e-22
1.5340453059038962e-09,0.4887891934420445,3.76,0.0,0.790145607772059,0.9994040656472216,1.4652888181101638e-15,8.354251700279654e-13,1.7143546195685898e-08,1.8182904519129843e-07,1.7144406445053234e-08,1.8146840328853664e-07,2.0757082306703676e-15,5.4289113645189414e-15,3.5905899091142523e-10,3.5712405289756033e-10,1.1339992684468932e-12,2.880541740970898e-12,2.708016967584697e-12,1.2696326614075663e-09,6.752190423250167e-13,8.31809885434488e-13,5.6041585285502783e-14,0.0005959168457977917,4.572525101846823e-13,1.1880901374848972e-18,1.3110010530519587e-17,3.3461868347004408e-21,1.2688251542448636e-09,5.91616970214775e-17,1.9671238080943077e-22
1.5477161303629195e-09,0.48878919358574985,3.76,0.0,0.7901456059875661,0.999403960914979,1.5089273647694415e-15,8.531707989117289e-13,1.729630972060025e-08,1.8344944034888887e-07,1.7297174816406448e-08,1.830823434911934e-07,2.1198983646065354e-15,5.500389185265622e-15,3.654733832189513e-10,3.634870537039089e-10,1.1534412348675059e-12,2.958053455615627e-12,2.779382799863861e-12,1.2809617021107263e-09,6.882703996951142e-13,8.488355394041961e-13,5.671336575171376e-14,0.0005960214187835321,4.654326655714689e-13,1.2111482956416943e-18,1.3463503099148697e-17,3.436302858636469e-21,1.280132436964815e-09,6.363383035923256e-17,2.002339315174157e-22
1.5613869548219429e-09,0.48878919372945523,3.76,0.0,0.7901456042030726,0.9994038613045028,1.5534892663362868e-15,8.711541672072425e-13,1.7449073490579787e-08,1.8506983566260636e-07,1.7449943170212074e-08,1.8469622659005464e-07,2.164610058665435e-15,5.572024554603286e-15,3.7194432176820875e-10,3.6990570523108703e-10,1.1730338594647655e-12,3.0369400321214622e-12,2.851962271182107e-12,1.2922911297492828e-09,7.014658931173969e-13,8.660691159453933e-13,5.738579555251239e-14,0.0005961208699455153,4.736852463048467e-13,1.2344586223793858e-18,1.3823291343074245e-17,3.528021399511641e-21,1.291439719664194e-09,6.129297938631945e-17,2.0378672535442302e-22
1.5750577792809662e-09,0.48878919387316055,3.76,0.0,0.7901456024185785,0.9994037665649338,1.5989865134062336e-15,8.893629881528087e-13,1.7601837512622125e-08,1.8669023113517984e-07,1.7602711507258706e-08,1.8631005258711944e-07,2.2098441667804406e-15,5.6438142232977176e-15,3.784718001555517e-10,3.763799935141887e-10,1.192776769902345e-12,3.1172134411537014e-12,2.925764623199791e-12,1.3036209477193392e-09,7.147922539265962e-13,8.83511611667282e-13,5.805885498998046e-14,0.0005962154501425488,4.820102497948373e-13,1.2580219549630028e-18,1.4189430756196335e-17,3.6213565442916704e-21,1.302747002341356e-09,6.571182614535078e-17,2.0737076233190385e-22
1.5887286037399895e-09,0.48878919401686605,3.76,0.0,0.7901456006340838,0.9994036764577002,1.6454311185287955e-15,9.078119338668018e-13,1.7754601793707575e-08,1.8831062676935917e-07,1.7755479828300893e-08,1.8792382148438767e-07,2.2556015245616516e-15,5.715755008143149e-15,3.8505581197649783e-10,3.829099045905721e-10,1.2126696389466007e-12,3.198885650373612e-12,3.00079907389772e-12,1.3149511594166136e-09,7.28263171839866e-13,9.011640230298811e-13,5.873252496585636e-14,0.0005963053979467734,4.904076734505535e-13,1.2818391306661642e-18,1.4561976830430232e-17,3.716322379029871e-21,1.3140542849979924e-09,6.345585182417116e-17,2.1098604246089263e-22
1.6023994281990129e-09,0.48878919416057176,3.76,0.0,0.7901455988495888,0.9994035907559149,1.6928352022454133e-15,9.264889906058702e-13,1.7907366340801076e-08,1.8993102256791453e-07,1.7908248134054303e-08,1.8953753328385992e-07,2.3018829496683247e-15,5.787843790620748e-15,3.916963508257713e-10,3.8949542449988385e-10,1.2327120963518444e-12,3.281968624438923e-12,3.0770748176306183e-12,1.32628176823644e-09,7.41865650319284e-13,9.190273463440524e-13,5.940678696330692e-14,0.0005963909402454449,4.988775146802334e-13,1.3059109867712188e-18,1.494098505570566e-17,3.812932988868821e-21,1.3253615676324927e-09,6.782274415781134e-17,2.146325657520206e-22
1.6160702526580362e-09,0.4887891943042776,3.76,0.0,0.7901455970650931,0.9994035092438028,1.7412109078509386e-15,9.45408557284825e-13,1.8060131160853737e-08,1.9155141853363695e-07,1.806101642520403e-08,1.9115118798753732e-07,2.348689242173724e-15,5.860077515584363e-15,3.983934102973454e-10,3.9613653928408385e-10,1.2529038160741905e-12,3.366474325004322e-12,3.1546010251804943e-12,1.337612777573767e-09,7.556131050241997e-13,9.371025777715284e-13,6.008162302925378e-14,0.0005964722928132411,5.07419770891267e-13,1.3302383605693896e-18,1.532651091996614e-17,3.911202458041246e-21,1.3366688502465147e-09,6.565017874901359e-17,2.1831033221552842e-22
1.6297410771170595e-09,0.4887891944479834,3.76,0.0,0.7901455952805969,0.9994034317161578,1.790570485687748e-15,9.645588876226946e-13,1.8212896260804567e-08,1.931718146693379e-07,1.821378470239978e-08,1.927647855974216e-07,2.3960211849225737e-15,5.9324531899729545e-15,4.051469839844833e-10,4.0283323498746757e-10,1.2732444299420807e-12,3.4524147107219528e-12,3.2333868438098803e-12,1.3489441908231588e-09,7.694928060587472e-13,9.553907133249396e-13,6.075701575723702e-14,0.0005965496608565375,5.160344394902306e-13,1.3548220893609191e-18,1.5718609909168383e-17,4.011144869871713e-21,1.3479761328384805e-09,6.996642064042118e-17,2.22019341861279e-22
1.6434119015760828e-09,0.4887891945916895,3.76,0.0,0.7901455934961001,0.9994033579778242,1.840926209633602e-15,9.839541128417187e-13,1.8365661647581912e-08,1.9479221097784917e-07,1.8366552966263844e-08,1.9437832611551527e-07,2.4438795438812346e-15,6.004967881549204e-15,4.11957065479778e-10,4.0958549765668986e-10,1.293733613103075e-12,3.5398017372419206e-12,3.3134413973149694e-12,1.3602760113787947e-09,7.835179006039674e-13,9.738927488678436e-13,6.14329482708001e-14,0.0005966232395310271,5.247215178829119e-13,1.3796630104552106e-18,1.6117337507281632e-17,4.112774306777504e-21,1.3592834154100147e-09,6.787582496839167e-17,2.257595946987693e-22
1.6570827260351062e-09,0.4887891947353955,3.76,0.0,0.7901455917116026,0.9994032878432046,1.8922904596872653e-15,1.0035827486800031e-12,1.8518427328104943e-08,1.9641260746202312e-07,1.8519321217386266e-08,1.959918095438212e-07,2.492265068480776e-15,6.077618717663739e-15,4.1882364837519185e-10,4.163933133407866e-10,1.314370999443455e-12,3.6286473572128033e-12,3.394773786078626e-12,1.3716082426344687e-09,7.976759200291806e-13,9.926096801147521e-13,6.210940420737994e-14,0.0005966932144339861,5.33481003474341e-13,1.4047619611709789e-18,1.6522749196287117e-17,4.2161048502703326e-21,1.3705906979595735e-09,7.214269281872954e-17,2.2953109073714295e-22
1.6707535504941295e-09,0.4887891948791017,3.76,0.0,0.7901455899271046,0.9994032211357918,1.94467564014776e-15,1.023458664066663e-12,1.8671193309285016e-08,1.980330041247324e-07,1.8672089456332544e-08,1.9760523588434288e-07,2.5411784919530716e-15,6.15040288404446e-15,4.257467262620941e-10,4.232566680911972e-10,1.3351562653037656e-12,3.7189635202821654e-12,3.4773930871232973e-12,1.382940887983591e-09,8.119797485009532e-13,1.0115425026311617e-12,6.278636770268668e-14,0.0005967597620724302,5.42312893668817e-13,1.43011977883639e-18,1.693490045617745e-17,4.321150580957229e-21,1.3818979804887472e-09,7.013265570862363e-17,2.333338299852012e-22
1.6844243749531528e-09,0.48878919502280815,3.76,0.0,0.790145588142606,0.9994031576877245,1.9980942605261092e-15,1.0435706314259695e-12,1.8823959598026983e-08,1.9965340096887005e-07,1.8824857683638755e-08,1.9921860513908445e-07,2.5906205316600692e-15,6.22331762361046e-15,4.3272629273129794e-10,4.3017554796178523e-10,1.3560890466120568e-12,3.8107621730970765e-12,3.561308354163794e-12,1.3942739508191853e-09,8.264171733833228e-13,1.0306922118335834e-12,6.346382337555886e-14,0.0005968230503083414,5.512171858699358e-13,1.4557373007892132e-18,1.735384676495609e-17,4.427925578542268e-21,1.3932052629960233e-09,7.435139890032347e-17,2.3716781245141487e-22
1.6980951994121762e-09,0.48878919516651453,3.76,0.0,0.7901455863581069,0.9994030973393615,2.052558855381727e-15,1.063932262684058e-12,1.8976726201230402e-08,2.0127379799734928e-07,1.897762589981901e-08,2.0083191731005045e-07,2.640591889416366e-15,6.296360235310058e-15,4.3976234137309637e-10,4.371499390088591e-10,1.3771690209032498e-12,3.904055259304639e-12,3.6465286176599735e-12,1.405607434533892e-09,8.410008211790478e-13,1.0500598029895714e-12,6.414175631327873e-14,0.0005968832387820882,5.601938774806154e-13,1.4816153643769657e-18,1.7779643598636807e-17,4.53644392182746e-21,1.404512545482963e-09,7.242053661291498e-17,2.4103303814393508e-22
1.7117660238711995e-09,0.4887891953102212,3.76,0.0,0.7901455845736071,0.9994030399388819,2.1080820635941948e-15,1.0845325817266011e-12,1.912949312579077e-08,2.0289419521310347e-07,1.9130394105360595e-08,2.0244517239924601e-07,2.691093251805235e-15,6.369528072982415e-15,4.4685486577729704e-10,4.441798272911924e-10,1.3983958261313011e-12,3.998854719552511e-12,3.7330628848692966e-12,1.4169413425199646e-09,8.557187300808106e-13,1.0696462712177527e-12,6.48201520573343e-14,0.0005969404793151062,5.692429659031227e-13,1.5077548069570621e-18,1.8212346431243197e-17,4.646719688714494e-21,1.4158198279480828e-09,7.659237806210971e-17,2.449295070706042e-22
1.7254368483302228e-09,0.4887891954539278,3.76,0.0,0.7901455827891067,0.9994029853419002,2.1646765498232152e-15,1.1053849486598165e-12,1.9282260378600563e-08,2.0451459261908622e-07,1.928316230073114e-08,2.040583704086766e-07,2.7421252904882307e-15,6.442818544242278e-15,4.5400385953325627e-10,4.512651988700433e-10,1.4197691410267577e-12,4.0951724914894384e-12,3.820920139899282e-12,1.4282756781692739e-09,8.705832741675076e-13,1.089452611487858e-12,6.549899658961406e-14,0.000596994916292858,5.783644485390979e-13,1.5341564658969622e-18,1.8652010734808156e-17,4.758766956205634e-21,1.4271271103929128e-09,7.47393337442883e-17,2.488572192389663e-22
1.7391076727892462e-09,0.48878919559763473,3.76,0.0,0.7901455810046055,0.9994029334111023,2.2223550821736536e-15,1.1264786337119699e-12,1.943502796655036e-08,2.0613499021827126e-07,1.9435930486373803e-08,2.0567151134034828e-07,2.7936886625084938e-15,6.516229109387399e-15,4.612093162299118e-10,4.584060398091736e-10,1.4412886055538253e-12,4.1930205097657995e-12,3.9101093437598385e-12,1.4396104448733036e-09,8.85582737396824e-13,1.1094798186207515e-12,6.617827631902177e-14,0.0005970466870290355,5.875583227895791e-13,1.5608211785743212e-18,1.9098691979373447e-17,4.872599800405483e-21,1.438434392816001e-09,7.886547044287022e-17,2.5281617465627732e-22
1.7527784972482695e-09,0.4887891957413417,3.76,0.0,0.790145579220104,0.9994028840159003,2.281130455246162e-15,1.1478267502475066e-12,1.9587795896529778e-08,2.077553880136523e-07,1.9588698662714194e-08,2.0728459519626744e-07,2.845784010587908e-15,6.589757280328127e-15,4.68471229455815e-10,4.656023361748669e-10,1.4629538996397822e-12,4.292410706034139e-12,4.000639434415489e-12,1.4509456460231531e-09,9.00729246555407e-13,1.1297288872884621e-12,6.68579780684979e-14,0.0005970959221119231,5.968245860550248e-13,1.587749782377138e-18,1.9552445632989228e-17,4.9882322965218825e-21,1.4497416752188469e-09,7.708891358818331e-17,2.568063733295151e-22
1.7664493217072928e-09,0.48878919588504877,3.76,0.0,0.7901455774356017,0.999402837032102,2.3410155662280426e-15,1.1694188098222859e-12,1.9740564175428515e-08,2.0937578600824303e-07,1.974146683015552e-08,2.0889762197844095e-07,2.8984119634182086e-15,6.663400619538749e-15,4.757895927991617e-10,4.728540740359467e-10,1.4847646652436287e-12,4.393355008949712e-12,4.0925193268374776e-12,1.4622812850095369e-09,9.160113264027951e-13,1.1502008120142115e-12,6.753808906243601e-14,0.0005971427457337982,6.061632357353388e-13,1.614943114703909e-18,2.0013327161713606e-17,5.105678518867695e-21,1.4610489576000285e-09,8.117051713434305e-17,2.608278152653891e-22
1.7801201461663162e-09,0.48878919602875587,3.76,0.0,0.7901455756510989,0.9994027923415975,2.4020233395023192e-15,1.1912676840343339e-12,1.989333281013714e-08,2.109961842050772e-07,1.989423498908539e-08,2.1051059168887614e-07,2.951573135946179e-15,6.737156739030147e-15,4.831643998478226e-10,4.801612394637942e-10,1.5067205834903426e-12,4.495865344171037e-12,4.185757913055776e-12,1.473617365222784e-09,9.314408614589946e-13,1.1708965871724462e-12,6.821859691448141e-14,0.0005971872760041976,6.15574269229891e-13,1.642402012963776e-18,2.048139202961225e-17,5.224952540861701e-21,1.472356239961014e-09,7.946914305463808e-17,2.648805004703494e-22
1.7937909706253395e-09,0.4887891961724633,3.76,0.0,0.7901455738665953,0.9994027498320625,2.464166801196315e-15,1.2133631208538064e-12,2.0046101807548055e-08,2.1261658260720832e-07,2.0047003139870913e-08,2.1212350432958057e-07,3.0052681296530522e-15,6.811023299343303e-15,4.90595644189372e-10,4.875238185323641e-10,1.5288212983184562e-12,4.599953634360439e-12,4.280364062210953e-12,1.4849538900528381e-09,9.470066124208361e-13,1.191817206988868e-12,6.889948961570092e-14,0.0005972296252478395,6.250576839375396e-13,1.670127314576682e-18,2.0956695698757977e-17,5.346068435030407e-21,1.4836635223004116e-09,8.350736017283036e-17,2.6896442895059624e-22
1.8074617950843628e-09,0.48878919631617074,3.76,0.0,0.7901455720820911,0.9994027093966734,2.527459005317595e-15,1.235717754986954e-12,2.0198871174556215e-08,2.142369812177098e-07,2.01997712828653e-08,2.1373635990256237e-07,3.059497532828237e-15,6.8849980085632666e-15,4.980833194111171e-10,4.949417973182019e-10,1.5510664920514805e-12,4.705631799184623e-12,4.37634662060596e-12,1.496290862889258e-09,9.627202264635605e-13,1.2129636655404637e-12,6.958075552311241e-14,0.000597269900287956,6.346134772566521e-13,1.6981198569735193e-18,2.143929362923035e-17,5.4690402730089404e-21,1.4949708046196616e-09,8.187988948056689e-17,2.7307960071208837e-22
1.8211326195433862e-09,0.48878919645987834,3.76,0.0,0.7901455702975863,0.9994026709338393,2.5919131067915187e-15,1.2583215660045735e-12,2.0351640918059995e-08,2.1585738003967486e-07,2.0352539418403017e-08,2.1534915840982982e-07,3.1142619208374783e-15,6.959078621353142e-15,5.056274191001241e-10,5.024151619004592e-10,1.5734558105924137e-12,4.812911755315208e-12,4.47371441175778e-12,1.5076282871212182e-09,9.785706954534433e-13,1.234336956755535e-12,7.026238334856294e-14,0.0005973082027157465,6.442416465851254e-13,1.726380477596288e-18,2.192924127911536e-17,5.5938821255428796e-21,1.5062780869173988e-09,8.587584253085367e-17,2.7722601576055226e-22
1.8348034440024095e-09,0.488789196603586,3.76,0.0,0.7901455685130807,0.9994026343469447,2.657542289093115e-15,1.2811869564971131e-12,2.0504411044961804e-08,2.1747777907621645e-07,2.0505307546806158e-08,2.1696189985339174e-07,3.1695618563855725e-15,7.033262938007709e-15,5.13227936843247e-10,5.099438983609098e-10,1.595988937463994e-12,4.921805416429312e-12,4.572476236448984e-12,1.5189661661375063e-09,9.945694340413258e-13,1.2559380744137298e-12,7.094436214794483e-14,0.0005973446291466344,6.539421893204059e-13,1.7549100138982446e-18,2.2426594104505008e-17,5.720608062489147e-21,1.517585369195035e-09,8.432102063186708e-17,2.8140367410148967e-22
1.8484742684614328e-09,0.4887891967472939,3.76,0.0,0.7901455667285745,0.9994025995441059,2.7243598358042228e-15,1.3043041329199779e-12,2.0657181562168897e-08,2.1909817833046716e-07,2.0658075668379676e-08,2.1857458423525708e-07,3.2253978897737404e-15,7.107548803526254e-15,5.208848662271511e-10,5.175279927839632e-10,1.6186655205188068e-12,5.032324693210105e-12,4.672640872779162e-12,1.5303045033265256e-09,1.0107056605899488e-12,1.2777680121460699e-12,7.162668131074015e-14,0.0005973792714639729,6.637151028595089e-13,1.7837093033440606e-18,2.2931407559497023e-17,5.849232152817866e-21,1.5288926514512343e-09,8.82758081089314e-17,2.8561257574018634e-22
1.8621450929204561e-09,0.4887891968910019,3.76,0.0,0.7901455649440676,0.9994025664379401,2.792379059710998e-15,1.3276852704271116e-12,2.080995247659393e-08,2.2071857780557927e-07,2.0810843783417517e-08,2.201872115574353e-07,3.281770559151777e-15,7.181934106704244e-15,5.285982008383403e-10,5.251674312566801e-10,1.641485244479387e-12,5.1444814933473805e-12,4.774217076216238e-12,1.5416433020762948e-09,1.0269905619467793e-12,1.2998277634349843e-12,7.230933054988245e-14,0.0005974122170508138,6.735603845990358e-13,1.8127791834099767e-18,2.3443737096194518e-17,5.979768464613254e-21,1.5401999336873803e-09,8.679240470545592e-17,2.8985272068171932e-22
1.8758159173794793e-09,0.4887891970347101,3.76,0.0,0.7901455631595601,0.9994025349453443,2.8616133729106366e-15,1.3513207977381368e-12,2.0962723795155645e-08,2.2233897750472463e-07,2.096361189219793e-08,2.2179978182193596e-07,3.338680390765069e-15,7.256416779243454e-15,5.363679342631794e-10,5.328621998687862e-10,1.6644477591332107e-12,5.2582877215381305e-12,4.877213579647699e-12,1.5529825657744459e-09,1.0434135783910967e-12,1.3221183216143365e-12,7.299229989192716e-14,0.0005974435490103262,6.834780319351947e-13,1.842120491583956e-18,2.3963638164705675e-17,6.11223106507548e-21,1.5515072159021636e-09,9.070710172747749e-17,2.9412410893096476e-22
1.8894867418385026e-09,0.4887891971784184,3.76,0.0,0.7901455613750519,0.9994025049872856,2.93207621734482e-15,1.37522266715508e-12,2.11154955247794e-08,2.2395937743109468e-07,2.1116379994989407e-08,2.234122950307691e-07,3.3961278991965994e-15,7.33099479488017e-15,5.441940600879194e-10,5.40612284712685e-10,1.6875527504030468e-12,5.373755279487116e-12,4.981639093431679e-12,1.5643222978082267e-09,1.0599856735907946e-12,1.3446406798694545e-12,7.367557966752047e-14,0.0005974733463754171,6.93468042263815e-13,1.871734065365844e-18,2.4491166213143455e-17,6.246634020521589e-21,1.5628144980969408e-09,8.92939103312103e-17,2.9842674049260506e-22
1.903157566297526e-09,0.4887891973221267,3.76,0.0,0.790145559590543,0.9994024764886017,3.0037811334854114e-15,1.3993815251350935e-12,2.1268267672397813e-08,2.2557977758790023e-07,2.126914809204605e-08,2.2502475118594482e-07,3.4541135876040348e-15,7.405666168531084e-15,5.520765718987196e-10,5.484176718834717e-10,1.7107998699967503e-12,5.490896065907447e-12,5.087502305447954e-12,1.5756625015644995e-09,1.0766965052530384e-12,1.3673958312371622e-12,7.435916050215822e-14,0.0005975016843080873,7.035304129803663e-13,1.901620742267525e-18,2.502637668762532e-17,6.382991396387358e-21,1.57412178027043e-09,9.316956911881117e-17,3.0276061537113626e-22
1.9168283907565493e-09,0.48878919746583527,3.76,0.0,0.7901455578060332,0.9994024493778121,3.07674169227475e-15,1.4238091056200752e-12,2.1421040244951195e-08,2.2720017797837163e-07,2.1421916183613338e-08,2.2663715028947368e-07,3.5126379479519867e-15,7.480428955456573e-15,5.600154632816689e-10,5.562783474789453e-10,1.7341888050376382e-12,5.60972197652116e-12,5.194811881148821e-12,1.587003180429742e-09,1.0935568183947918e-12,1.3903847686058047e-12,7.504303330722561e-14,0.0005975286342890219,7.136651414799731e-13,1.9317813598130752e-18,2.5569325032272975e-17,6.521317257228228e-21,1.5854290624239596e-09,9.18254065738183e-17,3.071257335708745e-22
1.9304992152155726e-09,0.48878919760954387,3.76,0.0,0.7901455560215229,0.9994024235873491,3.1509715676804122e-15,1.4484979051332532e-12,2.1573813249389166e-08,2.2882057860576095e-07,2.1574684269922465e-08,2.2824949234336638e-07,3.5717014599163e-15,7.555281255210518e-15,5.680107278228047e-10,5.641942975999541e-10,1.7577192119232482e-12,5.7302449036926805e-12,5.303576460867574e-12,1.5983443377899978e-09,1.1105581204973819e-12,1.4136084846970555e-12,7.572718930447011e-14,0.0005975542638858679,7.238722251573927e-13,1.9622167555404557e-18,2.6120066688966957e-17,6.661625666613312e-21,1.596736344556478e-09,9.402331790284154e-17,3.1152209509594194e-22
1.944170039674596e-09,0.48878919775325275,3.76,0.0,0.7901455542370117,0.999402399052126,3.2264844595693753e-15,1.4734544450122212e-12,2.172658669266799e-08,2.3044097947333482e-07,2.1727452351198804e-08,2.2986177734963387e-07,3.63130459511442e-15,7.630221196392734e-15,5.760623591081449e-10,5.721655083494033e-10,1.7813907706711686e-12,5.852476737533191e-12,5.41380466812015e-12,1.6096859770310214e-09,1.1277059437419153e-12,1.4370679721207308e-12,7.64116199167867e-14,0.0005975786381854093,7.34151661407147e-13,1.9929277669970805e-18,2.6678657098083302e-17,6.803930687450739e-21,1.608043626668668e-09,9.447509979015842e-17,3.159496999503352e-22
