Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56),CH2F(45),C2H2F3O2(908),C2HF3O(401),CH3-CF2(64),CHF2-CH2(63),CFO(50),FC1(F)CO1(1321),CH2O(19),CHF2-CHF(66),HCO(14),[O]O[C](F)F(171),C2H3F2O2(1300),O[C](F)F(239),H2O2(11),CF2CH(72),C2HF2O(1089),C2HF2O3(622),CHFCF[Z](71),CHO2(135)
4.452047694858344e-19,0.2811010056289304,3.76,0.0,0.8162798951192449,0.9999999999996586,4.4668402679528843e-45,4.300005763689338e-33,4.258256826699969e-18,4.2582568266966454e-18,2.4221758993843084e-19,1.6033394402553366e-35,2.1154530605491723e-34,3.82542700909583e-30,3.307021321871318e-30,1.2914669194478075e-41,1.2260369018296872e-25,2.422175899379544e-19,3.746973022110045e-32,2.5624685343625792e-21,4.498059206633507e-28,4.3025652899587074e-33,9.826603492854195e-33,2.619085775905892e-40,1.181950674449967e-38,3.508909743813545e-34,2.7902479306627507e-47,3.8481633635170063e-45,2.562468534362575e-21,2.4458114002247495e-41,1.421004443316931e-57,1.6920206054389696e-38,2.852145563678443e-37,3.414417777588111e-13,7.01575741293806e-61,1.9166060829628134e-51,6.164459897732773e-51,1.283676193899121e-38,1.2260368501651812e-25,2.8474170757743063e-64,1.880161450585269e-64,1.340803689500927e-57,1.6899640362026327e-59,1.767720301434104e-45,1.228311409032081e-59,2.2796829016972e-68,4.270179230811949e-46,5.677543460253001e-57,1.9276571227717316e-39,8.646240716267032e-70,5.071880283682036e-50,4.512766557322435e-35,1.0154806395565459e-53,3.586839557868612e-65,7.139234647828766e-78,1.086550821739412e-55,5.1748696759987875e-33
8.907963372075383e-19,0.2811010056289304,3.76,0.0,0.8162798951192449,0.9999999999993169,3.576188245041224e-44,1.7211229196111978e-32,8.520213268366662e-18,8.520213268353362e-18,4.8464562087574455e-19,6.417536219740546e-35,8.467325265840138e-34,1.427399546951231e-29,1.3236703633732695e-29,1.0339588023651657e-40,2.4531390998682813e-25,4.846456208748755e-19,1.4997656981895328e-31,5.127163366322346e-21,9.0002301494655e-28,1.722147396882138e-32,3.933202283915709e-32,1.0483168643117567e-39,4.730882950152374e-38,1.4044783455477994e-33,2.233894934734667e-46,1.5402683759821594e-44,5.1271633663223284e-21,9.789619575047032e-41,1.1376677035229574e-56,6.772492138169427e-38,1.141601514091386e-36,6.831802023880786e-13,5.616871836731011e-60,1.5348393022856257e-50,4.936567512679489e-50,5.138050132328563e-38,2.4531388930756164e-25,4.5608158501800167e-63,1.5052724096651613e-63,1.0734582176471596e-56,1.3529987994488485e-58,1.4152510898112493e-44,9.83395995231306e-59,3.651737094133701e-67,1.7097056761899125e-45,4.545486957646859e-56,7.715652094141974e-39,1.384526339877699e-68,4.060588146545972e-49,1.8062826838347313e-34,8.132081026751771e-53,5.7451768678897986e-64,2.2871192370428905e-76,8.701218888868402e-55,2.0712964783393854e-32
1.781979472650946e-18,0.2811010056289304,3.76,0.0,0.8162798951192449,0.9999999999986334,2.8620374735549447e-43,6.886733547205498e-32,1.7044126151700047e-17,1.704412615164684e-17,9.695016827497883e-19,2.567850439147106e-34,3.388033021613931e-33,5.503921050806473e-29,5.296405613949944e-29,8.274812824897532e-40,4.907343806335525e-25,9.695016827483859e-19,6.001016328000577e-31,1.0256553030241879e-20,1.800518363638956e-27,6.890832788583174e-32,1.573793236885841e-31,4.194632957179471e-39,1.892969406100604e-37,5.6197427979700995e-33,1.787794874078473e-45,6.163081158921942e-44,1.0256553030241808e-20,3.91712299156929e-40,9.104801110635637e-56,2.7098791600330795e-37,4.567893045471108e-36,1.3666570484396697e-12,4.495204592255473e-59,1.228493520062782e-49,3.951254825326141e-49,2.0558893149725478e-37,4.9073429788955e-25,7.301266440519796e-62,1.2046754596356933e-62,8.590928199881014e-56,1.0828102435217092e-57,1.1326309940155954e-43,7.870156736393111e-58,5.846177138934567e-66,6.845220201315823e-45,3.6377710323352935e-55,3.0872658347672057e-38,2.2161448547129666e-67,3.249704611680271e-48,7.227483527486728e-34,6.508960795489259e-52,9.197272692496673e-63,7.322886704755528e-75,6.964501759808589e-54,8.287883885805837e-32
3.5643457435377616e-18,0.2811010056289304,3.76,0.0,0.8162798951192449,0.9999999999972665,2.290064823855399e-42,2.755141857912102e-31,3.4091951918366824e-17,3.4091951918153954e-17,1.9392138064955393e-18,1.0273074067996234e-33,1.3554338201759514e-32,2.160419530558093e-28,2.1189071267735893e-28,6.621107483855028e-39,9.81575446083024e-25,1.9392138064940806e-18,2.4007972938800643e-30,2.0515332358080946e-20,3.601753701527913e-27,2.7567818196698397e-31,6.296197740131483e-31,1.678126324152979e-38,7.573110252044102e-37,2.248263053275133e-32,1.430507527837035e-44,2.4656348695100083e-43,2.051533235808066e-20,1.5671042679993433e-39,7.285227231583131e-55,1.0841282382162854e-36,1.8274546489362507e-35,2.733610727715076e-12,3.596846717926977e-58,9.830437081150576e-49,3.1618043818619843e-48,8.224895974765179e-37,9.81575115053133e-25,1.1685196070799655e-60,9.63923478267176e-62,6.874047822326874e-55,8.66412711562498e-57,9.062768790103502e-43,6.297321194470707e-57,9.356602548176179e-65,2.7418707590208603e-44,2.910769530375974e-54,1.2351073540909431e-37,3.546554116403508e-66,2.600257431191651e-47,2.8914640364563746e-33,5.208487347972236e-51,1.471962920842819e-61,2.3439807694046635e-73,5.573012411951027e-53,3.315693215984527e-31
7.129078285311393e-18,0.2811010056289304,3.76,0.0,0.8162798951192449,0.9999999999945326,1.8322258174146306e-41,1.1021464384816238e-30,6.818760345170038e-17,6.818760345084883e-17,3.878638053977696e-18,4.109564249889846e-33,5.422176511598447e-32,8.55936688031951e-28,8.47631831843582e-28,5.297388919046157e-38,1.963258073606069e-24,3.878638053980161e-18,9.603970756320887e-30,4.103289101375908e-20,7.205202939323377e-27,1.1028024751977448e-30,2.518684069152515e-30,6.713051637199698e-38,3.0294906438967964e-36,8.993784123869215e-32,1.1445146853374682e-43,9.863350889331557e-43,4.1032891013757934e-20,6.268927272917715e-39,5.828739988836896e-54,4.336866831335075e-36,7.310413424088436e-35,5.467518034954783e-12,2.877750699644214e-57,7.865345354643281e-48,2.5297637533048046e-47,3.290226152038772e-36,1.9632567493787214e-24,1.8698849883238188e-59,7.712121285606634e-61,5.499760418680811e-54,6.931959829908619e-56,7.250903411397577e-42,5.0383353928860615e-56,1.4972739748870482e-63,1.0995073382661033e-43,2.3288367296015466e-53,4.940831422390165e-37,5.675064536948877e-65,2.0804034605065105e-46,1.1566797463768945e-32,4.1673174273021046e-50,2.355460150817155e-60,7.50178986033327e-72,4.458974400219627e-52,1.3263852186560465e-30
1.4258543368858655e-17,0.2811010056289304,3.76,0.0,0.8162798951192448,0.9999999999890647,1.4658502437694083e-40,4.408765159935072e-30,1.3637890651836748e-16,1.3637890651496118e-16,7.757486548904623e-18,1.643892736150535e-32,2.168958835088957e-31,3.407283157491598e-27,3.390665294419643e-27,4.238112300624403e-37,3.926625315148646e-24,7.757486548931088e-18,3.8417446240802693e-29,8.206800832511534e-20,1.441601566299222e-26,4.411389402572537e-30,1.0075146237291397e-29,2.6853299421845356e-37,1.211845567925295e-35,3.59766002929142e-31,9.156552158672798e-43,3.945507877505024e-42,8.206800832511076e-20,2.507672970461308e-38,4.663221055880965e-53,1.7348180746854446e-35,2.9242842791257447e-34,1.0935332444189787e-11,2.302310021221275e-56,6.292674583766595e-47,2.0239391097143277e-46,1.3161440152205624e-35,3.9266200180235915e-24,2.992018888069566e-58,6.169991930344943e-60,4.40001721054259e-53,5.545831133149111e-55,5.800998048486349e-41,4.030859801961028e-55,2.3958124325453305e-62,4.4195673696623205e-43,1.863157830330894e-52,1.9764129226442098e-36,9.080565646915016e-64,1.664401775189785e-45,4.626907255788635e-32,3.334064974112313e-49,3.7689918412613965e-59,2.400740991589888e-70,3.567405322389936e-51,5.3057566847787985e-30
2.851747353595318e-17,0.2811010056289304,3.76,0.0,0.8162798951192447,0.9999999999781292,1.1727080361564274e-39,1.7635419530046134e-29,2.727615126517016e-16,2.7276151263807614e-16,1.5515183538608945e-17,6.575705893570408e-32,8.676011653423734e-31,1.3596204094318353e-26,1.356293711559903e-26,3.390570279775322e-36,7.853367744220396e-24,1.551518353874801e-17,1.5367291143598244e-28,1.6413824294782783e-19,2.8853298102703205e-26,1.764591662609078e-29,4.0301404884203273e-29,1.0741538469611029e-36,4.847480894150391e-35,1.4390932820887532e-30,7.325415602748521e-42,1.5782408429664518e-41,1.6413824294780955e-19,1.0030896147883383e-37,3.7306777074903184e-52,6.939419497110012e-35,1.1697374456400657e-33,2.187096044168222e-11,1.841892003622979e-55,5.034298991658475e-46,1.619202532363516e-45,5.264683172172811e-35,7.8533465552881e-24,4.7873925479493106e-57,4.93611391203416e-59,3.520097321087513e-52,4.4367702173369856e-54,4.640908494173266e-40,3.224764602687353e-54,3.833439171089608e-61,1.784950504570533e-42,1.490561643558165e-51,7.905811997772342e-36,1.45292749516801e-62,1.3315530178590626e-44,1.8508005570331921e-31,2.667336394486087e-48,6.030591432549576e-58,7.682640359675012e-69,2.8540145818232194e-50,2.122345787065737e-29
5.703533387014222e-17,0.28110100562893053,3.76,0.0,0.8162798951192444,0.9999999999562579,9.381775726701913e-39,7.054239648239429e-29,5.455267249183697e-16,5.455267248638675e-16,3.103057751741945e-17,2.6303100468178733e-31,3.470439803518441e-30,5.431895795862586e-26,5.425230033448927e-26,2.7124883535152025e-35,1.570688438631546e-23,3.1030577518042115e-17,6.146978986337304e-28,3.282787121932528e-19,5.779049095211189e-26,7.058438458912641e-29,1.6120725941411176e-28,4.296659226306527e-36,1.9390120822938537e-34,5.756431620838331e-30,5.86040203469631e-41,6.313072252673068e-41,3.2827871219317965e-19,4.0123994245776e-37,2.9845972867735107e-51,2.775800848009963e-34,4.678996864307761e-33,4.374221315275727e-11,1.4735315191920882e-54,4.0275029237766487e-45,1.2953825243603625e-44,2.105894691776838e-34,1.5706799629716205e-23,7.659957927403693e-56,3.9489431235731834e-58,2.8161112786705994e-51,3.549458299265732e-53,3.712770697593112e-39,2.5798426494279496e-53,6.133614147686282e-60,7.276576754324929e-42,1.19246346625498e-50,3.1623565383991027e-35,2.3247135844084093e-61,1.0652550441780169e-43,7.403277538168088e-31,2.1339028817214295e-47,9.649109881936492e-57,2.4584879846611936e-67,2.283247796004874e-49,8.489468978176954e-29
1.1407105453852032e-16,0.28110100562893053,3.76,0.0,0.8162798951192438,0.9999999999125153,7.505465270879525e-38,2.8217102726207e-28,1.0910571494517057e-15,1.0910571492336957e-15,6.206136547264793e-17,1.0521301161151372e-30,1.3881828532455093e-29,2.1714411364205e-25,2.1701030501777494e-25,2.1700034604638204e-34,3.1414044806353244e-23,6.206136547527144e-17,2.4588040994789723e-27,6.565596506841026e-19,1.1591538853482375e-25,2.8233897490659063e-28,6.448323173666544e-28,1.7186725365727325e-35,7.756087778364663e-34,2.3025843078583004e-29,4.688349450933394e-40,2.5252774743332445e-40,6.565596506838097e-19,1.6049680524348667e-36,2.3877235181363003e-50,1.1103298364540505e-33,1.8716078527905194e-32,8.748470543927203e-11,1.1788328961607719e-53,3.2220278307866753e-44,1.036314219450585e-43,8.423621616784822e-34,3.141370577816874e-23,1.2256036522894396e-54,3.159181450508169e-57,2.252902392214737e-50,2.839583490494142e-52,2.970233926314003e-38,2.063886926410198e-52,9.813871971359243e-59,3.0200077465714183e-41,9.539764328085376e-50,1.264948705298204e-34,3.7195654036658467e-60,8.52209072355003e-43,2.9613260772849395e-30,1.7071358111953269e-46,1.5438706676852436e-55,7.867230455771368e-66,1.8266126898214533e-48,3.3958044396000267e-28
2.281424958752765e-16,0.28110100562893053,3.76,0.0,0.8162798951192427,0.9999999998250303,6.0043902753550464e-37,1.1286870285331417e-27,2.1821179985183764e-15,2.1821179976463337e-15,1.2412294137353475e-16,4.208537135148819e-30,5.552744503705321e-29,8.683130167656791e-25,8.680434268814018e-25,1.7360077605493082e-33,6.282887419015073e-23,1.2412294138429447e-16,9.835241400729978e-27,1.3131215276658013e-18,2.331672312674068e-25,1.129358775726262e-27,2.5793358284297337e-27,6.874708464980429e-35,3.1024430009982996e-33,9.210360238324744e-29,3.7506906932409974e-39,1.0101421420281324e-39,1.3131215276646298e-18,6.419889490844627e-36,1.910234914511016e-49,4.4413614394587274e-33,7.486447150745448e-32,1.7496963746979186e-10,9.430702120494403e-53,2.5776324603998455e-43,8.290546563769675e-43,3.3694572196055794e-33,6.282751807345912e-23,1.960974137248252e-53,2.5273657874026234e-56,1.80232726225098e-49,2.271673534147417e-51,2.3761937799227115e-37,1.6511153356909535e-51,1.570226711858994e-57,1.2954961856131643e-40,7.631834089016241e-49,5.059804937515579e-34,5.9513235639205955e-59,6.817692487318297e-42,1.1845334432791056e-29,1.3657140501235206e-45,2.4702035352683914e-54,2.517524766128471e-64,1.461295934188274e-47,1.3583248913293089e-27
4.562853785487889e-16,0.2811010056289307,3.76,0.0,0.8162798951192404,0.9999999996500605,4.8035197362121134e-36,4.514754247616578e-27,4.364239696651714e-15,4.3642396931635375e-15,2.4824609313702777e-16,1.6834217689081705e-29,2.221099801242776e-28,3.472725189540418e-24,3.472178116717154e-24,1.3888080150749676e-32,1.256605671352837e-22,2.482460931805979e-16,3.9341015551566345e-26,2.6262452816291968e-18,4.716791072538591e-25,4.517440879057939e-27,1.0317356427884604e-26,2.74988755097424e-34,1.240978778169185e-32,3.6841484469482393e-28,3.000557012696494e-38,4.0408023737983004e-39,2.6262452816245094e-18,2.567959825251455e-35,1.5282708908052107e-48,1.7765714737816722e-32,2.994580028546884e-31,3.49939291361045e-10,7.544590441514746e-52,2.0621100450765996e-42,6.632450387411885e-42,1.3477846047721397e-32,1.2565514265758106e-22,3.1375652110378108e-52,2.0219166348151356e-55,1.4418639503960912e-48,1.8173415260984633e-50,1.9009571859752412e-36,1.320895661258592e-50,2.512368654862792e-56,5.881912339778095e-40,6.105476301453929e-48,2.023922347410181e-33,9.52213278263942e-58,5.454161569836134e-41,4.738139797492459e-29,1.0925733986808433e-44,3.9523340225539237e-53,8.056096854997654e-63,1.1690390620507338e-46,5.433303762831274e-27
6.844282612223013e-16,0.28110100562893076,3.76,0.0,0.816279895119238,0.9999999994750909,1.3735070119252286e-35,9.593856940787614e-27,6.546361394785046e-15,6.546361387372669e-15,3.723692448622402e-16,3.577279608950508e-29,4.719837631734077e-28,7.37921172822908e-24,7.378381248667772e-24,3.9711240144463955e-32,1.8849429426060472e-22,3.72369244955159e-16,8.359968919953873e-26,3.939369035592592e-18,7.1419917401389705e-25,9.599565504887109e-27,2.192439060102644e-26,5.843514359025887e-34,2.637080889534092e-32,7.828817888421124e-28,8.579720988188924e-38,8.58709413297907e-39,3.939369035582629e-18,5.456917958040994e-35,4.370050340327558e-48,3.7752519821245095e-32,6.363481063592186e-31,5.249087350827641e-10,2.1572854853527914e-51,6.121892627301132e-42,1.9690096737163584e-41,2.864043361652159e-32,1.8848276723524428e-22,1.1870051909692107e-51,5.7814602553832014e-55,4.1228313073773096e-48,5.196462911936364e-50,5.4355504437236866e-36,3.7769402023455067e-50,9.578323017464747e-56,1.368018548638934e-39,1.7457852906197923e-47,4.300833363715136e-33,3.5051169630441743e-57,1.5595498340846995e-40,1.0068550834503268e-28,3.243579094159099e-44,1.4952490146560211e-52,3.7581532109748813e-62,3.4705866703131808e-46,1.154577083163189e-26
9.125711438958136e-16,0.28110100562893087,3.76,0.0,0.8162798951192357,0.9999999993001215,2.897124813176399e-35,1.636599536559255e-26,8.728483092918375e-15,8.728483080273728e-15,4.964923965491721e-16,6.102430366702354e-29,8.051487400683557e-28,1.2587772632218109e-23,1.2586652818739625e-23,8.376251622305938e-32,2.5133005556876403e-22,4.964923967079775e-16,1.4261126229344877e-25,5.252492789555985e-18,9.607274317998191e-25,1.6375732674018926e-26,3.7400438344213504e-26,9.968351855433772e-34,4.498550634053118e-32,1.3355044129585807e-27,1.8097120238274828e-37,1.4649217504400268e-38,5.252492789538988e-18,9.308864015590581e-35,9.218005201699102e-48,6.440193838221576e-32,1.0855346087904733e-30,6.998779686352017e-10,4.5503484712117406e-51,1.333928591045456e-41,4.29036950743162e-41,4.885721995442888e-32,2.513103918064487e-22,3.089768531850802e-51,1.2194870186172682e-54,8.696247112205018e-48,1.0960847592217744e-49,1.1465150465586844e-35,7.966668784943261e-50,2.577081589421014e-55,2.5302747284264705e-39,3.6823675557143333e-47,7.336712098100357e-33,8.891248469019606e-57,3.2895428058882734e-40,1.7175766553996854e-28,7.067590291083779e-44,3.892125880709944e-52,1.1443609576135549e-61,7.562228023918528e-46,1.9695724318268004e-26
1.3688569092428384e-15,0.28110100562893114,3.76,0.0,0.816279895119231,0.9999999989501833,7.91294864542289e-35,3.388372422053382e-26,1.3092726489185022e-14,1.309272646300588e-14,7.447386998331941e-16,1.263434742817657e-28,1.6669578584595717e-27,2.6060783254442204e-23,2.6059070851917693e-23,2.2878142305678147e-31,3.7700635229588236e-22,7.447387001625866e-16,2.9525856007910934e-25,7.878740297482775e-18,1.4631909270914611e-24,3.3903881208577984e-26,7.743287178869987e-26,2.063821748986045e-33,9.313679465771354e-32,2.764992515697837e-27,4.942885878342944e-37,3.033181224156729e-38,7.878740297447572e-18,1.9272832449666387e-34,2.517872822489139e-47,1.3333802299460352e-31,2.24745984924494e-30,1.0498159424864238e-09,1.242846114304856e-50,3.8719844185475307e-41,1.2453621763162862e-40,1.0115268781444087e-31,3.769656409336993e-22,1.133901714776509e-50,3.3308548996639557e-54,2.3752153086904275e-47,2.9937480715175505e-49,3.1314879078796537e-35,2.1759486527618393e-49,1.0423111642663004e-54,5.992297441398078e-39,1.0057689977365226e-46,1.5189715852484935e-32,3.110755792399894e-56,8.98476283117551e-40,3.556024979783848e-28,2.0515040799400825e-43,1.4283557625045437e-51,5.213745618369255e-61,2.1950822100813692e-45,4.0777481649590487e-26
1.825142674589863e-15,0.2811010056289313,3.76,0.0,0.8162798951192264,0.9999999986002459,1.6556538534491398e-34,5.762735143214713e-26,1.7456969885451652e-14,1.7456969840927778e-14,9.92985002976445e-16,2.148777972931351e-28,2.8350579534104918e-27,4.432198570590656e-23,4.43196588899058e-23,4.786872564555255e-31,5.026901294608158e-22,9.92985003537241e-16,5.021575304178626e-25,1.0504987805409575e-17,1.980393972428047e-24,5.766162853876984e-26,1.3169304800835867e-25,3.5100218424132716e-33,1.5840131060026565e-31,4.702528146140967e-27,1.0342171952845066e-36,5.159064846478393e-38,1.0504987805349686e-17,3.27780575779423e-34,5.268524901895823e-47,2.2677625681849395e-31,3.8223375607411254e-30,1.3997531434723363e-09,2.6004587931799887e-50,8.467594686469447e-41,2.7234668963719874e-40,1.7203424745090898e-31,5.02620890037199e-22,2.9402923578128512e-50,6.969371635358521e-54,4.969745559464818e-47,6.2639231663991405e-49,6.552119252230293e-35,4.5528203273255135e-49,2.823289421100665e-54,1.1469151011483334e-38,2.10440542664657e-46,2.583370259682177e-32,7.775169973141899e-56,1.8799130219835878e-39,6.047867756629868e-28,4.486408817415725e-43,3.703834121157957e-51,1.566035200433504e-60,4.800398067298749e-45,6.935178843967558e-26
2.7377142052839127e-15,0.28110100562893175,3.76,0.0,0.8162798951192172,0.9999999979003735,5.2280461513604495e-34,1.255582905070289e-25,2.6185456677984846e-14,2.6185456580976405e-14,1.489477608800706e-15,4.681781860264073e-28,6.177008408689708e-27,9.656713887675557e-23,9.656351143008588e-23,1.511546393391677e-30,7.540822470434415e-22,1.4894776100240083e-15,1.0940989984050104e-24,1.575748282126323e-17,3.0631996038015427e-24,1.2563294899912175e-25,2.8693233437764794e-25,7.647629142802176e-33,3.4512420015791794e-31,1.0245848998930651e-26,3.2657395590405365e-36,1.1242707031974237e-37,1.575748282113265e-17,7.14167847882847e-34,1.6639079055495342e-46,4.941159110709238e-31,8.328077383689737e-30,2.099625007635084e-09,8.2115199319803805e-50,2.8167236895119767e-40,9.059542204202246e-40,3.7482759668200834e-31,7.53931388166209e-22,1.4531727747800315e-49,2.2008013592854916e-53,1.5692926730506071e-46,1.9779541292290433e-48,2.068955986446865e-34,1.4376464918007646e-48,1.4158119098637852e-53,3.1585952601433896e-38,6.645064479203822e-46,5.628622886237958e-32,3.6016964989342306e-55,5.936185406721623e-39,1.3177072302145573e-27,1.492392400986567e-42,1.8305362274272649e-50,1.1688854062996743e-59,1.596840137354919e-44,1.5110324182245988e-25
3.650285735977962e-15,0.2811010056289322,3.76,0.0,0.816279895119208,0.9999999972005045,1.1891385988600812e-33,2.204381658856217e-25,3.491394347051797e-14,3.491394330020379e-14,1.9859702140156402e-15,8.219687963714202e-28,1.0844739567170261e-26,1.69538065241968e-22,1.6953304237109085e-22,3.438066925113515e-30,1.0055067440894999e-21,1.9859702161646937e-15,1.9208697882759913e-24,2.1009977837117002e-17,4.209805663298547e-24,2.2056920033830984e-25,5.037566573332107e-25,1.342667460815627e-32,6.059219988671081e-31,1.7988260476174993e-26,7.428045327735454e-36,1.9741976917447216e-37,2.1009977836887594e-17,1.2538396924347157e-33,3.78514822449682e-46,8.675291525102541e-31,1.4621272588495043e-29,2.7994935264609876e-09,1.867754568771108e-49,6.552801484589366e-40,2.1076039568999468e-39,6.580711765609626e-31,1.0052418861924135e-21,4.332126241085119e-49,5.005977078811268e-53,3.5694141847571475e-46,4.4989297789252e-48,4.705913730768353e-34,3.2699917847617835e-48,4.2476505623935675e-53,6.636720503305515e-38,1.5114444563801e-45,9.881943513071775e-32,1.0445424272146643e-54,1.3502070634088438e-38,2.313450632038043e-27,3.4718886888946144e-42,5.457103739996829e-50,4.379829363171681e-59,3.714875025432738e-44,2.6528615674135015e-25
5.4754287973660614e-15,0.28110100562893303,3.76,0.0,0.8162798951191895,0.9999999958007765,3.970289916144393e-33,4.914172625084494e-25,5.2370917055583986e-14,5.2370916675907024e-14,2.9789554226091155e-15,1.8324197998632682e-27,2.4175849429771442e-26,3.7794368152803656e-22,3.7793558100947534e-22,1.1478986405811092e-29,1.5084533249471018e-21,2.978955427403045e-15,4.2821448165976095e-24,3.151496786882519e-17,6.695300914385412e-24,4.917091760204814e-25,1.1230115585793883e-24,2.993178503274297e-32,1.35076608851646e-30,4.010074104920556e-26,2.4800710985737585e-35,4.402736010726835e-37,3.1514967868313023e-17,2.7951577906071987e-33,1.264204113987316e-45,1.934095434033771e-30,3.259467617089887e-29,4.199220481950247e-09,6.2361540113426914e-49,2.2312220134260066e-39,7.176369211531645e-39,1.4670209140900827e-30,1.5078628819349911e-21,2.2652521466131217e-48,1.6715237456996733e-52,1.1917537604685303e-45,1.502099847890172e-47,1.5712049858892024e-33,1.0917916778643274e-47,2.1975661723652875e-52,2.002500131959342e-37,5.0464010809329244e-45,2.20294377070565e-31,5.308161151377015e-54,4.50806084584921e-38,5.1573150804868196e-27,1.1821744397369833e-41,2.8534988791454693e-49,3.5838590572246164e-58,1.2649110570711442e-43,5.9139401227808465e-25
9.12571492014226e-15,0.28110100562893486,3.76,0.0,0.8162798951191526,0.9999999930013609,1.8669304945252002e-32,1.3583361524931606e-24,8.728486422571512e-14,8.728486317624351e-14,4.9649258324486826e-15,5.065175996719895e-27,6.682461641960324e-26,1.0446736212823642e-21,1.0446582108137725e-21,5.397694463501159e-29,2.514736938788884e-21,4.964925845706655e-15,1.1836349781164373e-23,5.252494793224609e-17,1.2435620427634138e-23,1.359141879854301e-24,3.1041355184166554e-24,8.27352491758631e-32,3.7336757371278375e-30,1.1084304028900626e-25,1.1661910642608916e-34,1.2179535760554443e-36,5.252494793082599e-17,7.726176571510893e-33,5.948934686167873e-45,5.346855782841863e-30,9.009465849507122e-29,6.998634054539402e-09,2.9324996512582094e-48,1.0612085600241348e-38,3.4132078935727704e-38,4.055017844184399e-30,2.51310487218053e-21,1.9074888729809233e-47,7.861204430424678e-52,5.603922339795567e-45,7.06324682419836e-47,7.388169965236434e-33,5.1339626760106e-47,1.795956205648909e-51,8.552399411916116e-37,2.3729430362402764e-44,6.089124188238569e-31,4.392722331535665e-53,2.1198001593357664e-37,1.4255423173035042e-26,5.622630156651209e-41,2.402831129793932e-48,5.51781731642855e-57,6.0161403705087065e-43,1.6346736588475293e-24
1.6426287165694656e-14,0.28110100562893836,3.76,0.0,0.8162798951190787,0.9999999874026911,1.1164299645981801e-31,4.392370596869467e-24,1.5711275856597377e-13,1.571127551723665e-13,8.936866622730847e-15,1.637994543572554e-26,2.160846037419032e-25,3.3780770814333414e-21,3.3780423732637078e-21,3.2278190712546616e-28,4.528866440299459e-21,8.936866665617479e-15,3.8274423624386493e-23,9.45449080591213e-17,2.6994407159358943e-23,4.3949683231243266e-24,1.003763861187687e-23,2.675374388125571e-31,1.2073341457217651e-29,3.5842513303622323e-25,6.973845336782658e-34,3.944946957635644e-36,9.454490805449995e-17,2.4983846764800275e-32,3.562844896202491e-44,1.7295035294219596e-29,2.9132753271925823e-28,1.2597299807107698e-08,1.7537671439636616e-47,6.376199656862803e-38,2.0508029566922e-37,1.3112445254033946e-29,4.5235888477120445e-21,2.1847038481434095e-46,4.7025584270305735e-51,3.351156485336808e-44,4.223835441380701e-46,4.4181071606152166e-32,3.0702240688136204e-46,1.9900956640369356e-50,4.764469639901149e-36,1.4190243656598634e-43,1.9689530244872308e-30,4.9952778565308225e-52,1.2676420333696715e-36,4.6096823606602367e-26,3.3783190990568946e-40,2.75203505044405e-47,1.2287387979257978e-55,3.61475736974732e-42,5.285878741271173e-24
3.102743165679945e-14,0.2811010056289454,3.76,0.0,0.8162798951189311,0.9999999762059972,7.674596653505059e-31,1.56614125953528e-23,2.967685472464767e-13,2.9676853514629596e-13,1.6880748085707592e-14,5.841136106546297e-26,7.704544309185157e-25,1.2044774546930284e-20,1.2044682069368905e-20,2.2188518344887794e-27,8.563375082771343e-21,1.6880748238655157e-14,1.3647053775384708e-22,1.785848283131285e-16,6.842496397722484e-23,1.5670619516194917e-23,3.579001059184641e-23,9.539400726478245e-31,4.3048474080808443e-29,1.2779886456952025e-24,4.793965504646215e-33,1.4112968182800138e-35,1.7858482829643982e-16,8.908349165996772e-32,2.4566202801096946e-43,6.170473545629168e-29,1.0387112616999593e-27,2.37939857575537e-08,1.2057495700640632e-46,4.390040839751639e-37,1.4119868578964622e-36,4.6753489621215e-29,8.544556778938098e-21,2.949551275777119e-45,3.234750321932752e-50,2.3036542458563456e-43,2.903551895103858e-45,3.037052456430214e-31,2.1106785431644658e-45,2.6236027288127235e-49,3.135610812065874e-35,9.754664112026903e-43,7.020122586718423e-30,6.728288135744475e-51,8.713997302078039e-36,1.6436194815114018e-25,2.3259870719095073e-39,3.715503164510381e-46,3.28386138262488e-54,2.4887762921091143e-41,1.8846810710971814e-23
