Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56),CH2F(45),C2H2F3O2(908),C2HF3O(401),CH3-CF2(64),CHF2-CH2(63),CFO(50),FC1(F)CO1(1321),CH2O(19)
3.128171013560245e-10,0.3098472171133005,3.76,0.0,0.8983286255618914,0.9970478909825041,6.974831001588918e-14,5.8173029252176597e-11,4.854889554123278e-05,4.8480691187090666e-05,5.113162999661706e-07,3.2632729683614653e-13,2.1787629807508096e-12,6.790189167479985e-08,6.7897214648345e-08,2.5419158352228165e-10,6.079386064915343e-10,5.111009856801762e-07,8.032733308594991e-12,7.080903739401355e-07,8.909210840138886e-11,1.491285080845729e-11,2.5438250809841698e-11,5.21210338345387e-15,2.0163809578221675e-14,7.186679114074006e-12,3.021035706818579e-15,2.4645954383722126e-17,7.078751768218307e-07,3.799460843915971e-15,4.934936624255179e-22,6.971141920102525e-13,1.1952457277064725e-12,0.002951529655234978,4.7717268638257246e-23,1.9931161265768262e-17,3.130848481207222e-17,7.029061424768367e-16,3.78758935351939e-10,1.3540984530770023e-22,9.805963248065472e-25,1.10073055985003e-22,2.032954475534208e-24,1.5219970475116984e-15,1.6513260221424605e-24,2.7473508782112947e-28
3.210791848904455e-10,0.30984728835092057,3.76,0.0,0.8983273111379185,0.9970233136611988,7.69608579493088e-14,6.260988776639527e-11,4.983111161371433e-05,4.9759260443807534e-05,5.248184746280047e-07,3.45274624459626e-13,2.277972119384728e-12,7.152503918253235e-08,7.152020859190425e-08,2.7483563163713744e-10,6.369393571836432e-10,5.245854526718334e-07,8.453815756182519e-12,7.268033961520939e-07,9.507236298048186e-11,1.577769675413951e-11,2.6798193023580112e-11,5.491623314302099e-15,2.126044869239146e-14,7.504300432682897e-12,3.2666850205356483e-15,2.6639021800033442e-17,7.265708391687831e-07,4.008068087476618e-15,5.450465871167809e-22,7.45259778846103e-13,1.2475950097728199e-12,0.0029760898413118742,5.170972538993567e-23,2.1514048205997836e-17,3.387018943991653e-17,7.600536943693771e-16,3.8881546701741066e-10,1.4984373880000268e-22,1.062141727967828e-24,1.2205738589213647e-22,2.257252578802146e-24,1.6455373228199026e-15,1.84292438537975e-24,3.179621037114082e-28
3.293412684248665e-10,0.3098473595884526,3.76,0.0,0.8983259967160059,0.9969999697706027,8.47164739929667e-14,6.726558072132849e-11,5.11133250960947e-05,5.103773224230433e-05,5.383212458521484e-07,3.6481204078213787e-13,2.3786295141181786e-12,7.524184416564424e-08,7.523686447817758e-08,2.9656661267025713e-10,6.669493304896475e-10,5.380695630907106e-07,8.885213985069897e-12,7.455172933866736e-07,1.0130836121083965e-10,1.6669314345557438e-11,2.8193492473330277e-11,5.77847358207332e-15,2.238746180647347e-14,7.825982089208032e-12,3.525299430139439e-15,2.8736490549144235e-17,7.452664685698323e-07,4.222524756226127e-15,6.004114522162782e-22,7.953206600778804e-13,1.3006001160347756e-12,0.002999416502002002,5.592114768703429e-23,2.3176615441564547e-17,3.656872779584783e-17,8.202167421331717e-16,3.9887612187861713e-10,1.6537891604596692e-22,1.1481169489189202e-24,1.3498878985912364e-22,2.499864269121708e-24,1.7755749701064724e-15,2.050802450719434e-24,3.667059792869917e-28
3.376033519592875e-10,0.30984743082589816,3.76,0.0,0.8983246822961117,0.9969777973575539,9.304161212271672e-14,7.214532486000731e-11,5.239553599119972e-05,5.231610658978522e-05,5.518246557310479e-07,3.849427383693298e-13,2.4806963641822992e-12,7.905227120986386e-08,7.904714739875262e-08,3.194122624640423e-10,6.97993535620741e-10,5.515533332415771e-07,9.326896966350616e-12,7.642320886670958e-07,1.0780527535870088e-10,1.7587836633826888e-11,2.962414615329237e-11,6.072656424615576e-15,2.3544982316291018e-14,8.151593789792846e-12,3.797212193067518e-15,3.094100211615364e-17,7.639620650331804e-07,4.442851825911044e-15,6.5975708183048025e-22,8.473154304700711e-13,1.354240985925409e-12,0.0030215715904523544,6.035748596299045e-23,2.4920628850963732e-17,3.9407736863221114e-17,8.834727685367151e-16,4.089410053314781e-10,1.8206725861307223e-22,1.2386399257074272e-24,1.4891517776608864e-22,2.761806315845135e-24,1.912275234600252e-15,2.2758536010551653e-24,4.215192955747234e-28
3.541275190281295e-10,0.3098475733005357,3.76,0.0,0.8983220534622127,0.9969367345743996,1.1150938550500765e-13,8.259782513425432e-11,5.495995003121968e-05,5.487256295999262e-05,5.788335560686019e-07,4.269962825028338e-13,2.688908385316187e-12,8.695385037511689e-08,8.694845527864128e-08,3.685584601619445e-10,7.632842936654074e-10,5.785199139097116e-07,1.0240993786971767e-11,8.01664465414334e-07,1.216025281164823e-10,1.9506106758956035e-11,3.2591504375963595e-11,6.683028789205088e-15,2.5952094730791154e-14,8.814107336628164e-12,4.382265797256731e-15,3.568171185087057e-17,8.01353159179517e-07,4.90120109336483e-15,7.910779236047171e-22,9.57177480718869e-13,1.4633535318932996e-12,0.0030625994402797975,6.992871600596252e-23,2.8659994659510014e-17,4.552174230219952e-17,1.0195736955636104e-15,4.2908387940978874e-10,2.19115683824864e-22,1.4338005482348983e-24,1.7995011942795733e-22,3.347919752127806e-24,2.2063241510455984e-15,2.7811612543801906e-24,5.517750676025343e-28
3.689992693900873e-10,0.309847701527429,3.76,0.0,0.898319687518198,0.996903224448783,1.3035628652412563e-13,9.282362991068135e-11,5.7267913848464016e-05,5.717304048095432e-05,6.031441579180299e-07,4.669036443219397e-13,2.880751108724316e-12,9.438510593279672e-08,9.437948883851279e-08,4.1688024053298374e-10,8.258323691023404e-10,6.027888202353663e-07,1.1098546404350219e-11,8.353569065926252e-07,1.3496422562102393e-10,2.1325815233099128e-11,3.538300884453771e-11,7.257463788953233e-15,2.822423337632272e-14,9.42258841153852e-12,4.957637605246346e-15,4.0340904675771145e-17,8.350050313463145e-07,5.334002724907974e-15,9.246229645168478e-22,1.0628395791117408e-12,1.563542960145135e-12,0.003096077801926169,7.937174616991556e-23,3.232142809431145e-17,5.1541354475274376e-17,1.1534198577848679e-15,4.472279844354162e-10,2.5694273226031034e-22,1.626180156248169e-24,2.1178782567256666e-22,3.9524406650298876e-24,2.4954102466703747e-15,3.3040922496650586e-24,6.961921280451718e-28
3.838710197520451e-10,0.3098478297540658,3.76,0.0,0.8983173215800987,0.9968726796121247,1.5148831502822436e-13,1.0385641347359296e-10,5.9575869329912166e-05,5.9473202368414396e-05,6.274574513470682e-07,5.087787609722174e-13,3.0766027787145568e-12,1.0211915071141105e-07,1.0211333576547686e-07,4.692444259701915e-10,8.921167958409934e-10,6.27056842699104e-07,1.1988945488717546e-11,8.690526150954803e-07,1.492516168320806e-10,2.3234581319890348e-11,3.8289015859169636e-11,7.855691169870375e-15,3.059743325333544e-14,1.004196317205729e-11,5.5812788104376396e-15,4.538792611730059e-17,8.68656796921984e-07,5.7861508724890504e-15,1.0737976996416835e-21,1.1750256762409765e-12,1.6655131908198844e-12,0.003126590567620347,8.96360818551294e-23,3.6273639218913726e-17,5.807290166945323e-17,1.2984923685659381e-15,4.6538742752213204e-10,2.993553051738446e-22,1.835125504136958e-24,2.476451206511622e-22,4.637006898976068e-24,2.8086490578549836e-15,3.897581470371032e-24,8.709080513546715e-28
3.987427701140029e-10,0.30984795798045467,3.76,0.0,0.8983149556476927,0.9968448373507298,1.7508225870943423e-13,1.1572653832379047e-10,6.188381649443034e-05,6.177304866147015e-05,6.517736580693952e-07,5.526370990179896e-13,3.276272020852295e-12,1.1015578130167068e-07,1.101497957253846e-07,5.258124017375213e-10,9.622806673896407e-10,6.513240505078033e-07,1.2912015065089856e-11,9.027517248780338e-07,1.6449477699483106e-10,2.5233042475014213e-11,4.130950897958055e-11,8.477724012563012e-15,3.307258510442471e-14,1.067161313867584e-11,6.25513291447821e-15,5.0838126245878426e-17,9.023084559539776e-07,6.2577680251495154e-15,1.239668065408055e-21,1.2938208972904707e-12,1.7691719888725184e-12,0.003154400450997194,1.0075645882295828e-22,4.0526480108122935e-17,6.513778927889724e-17,1.4552431934600719e-15,4.8356282200568e-10,3.4668886186524027e-22,2.0613219887391253e-24,2.878413657474742e-22,5.408852458028456e-24,3.147001093030317e-15,4.567644204236822e-24,1.0808756745093672e-27
4.136145204759607e-10,0.3098480862066049,3.76,0.0,0.8983125897207639,0.9968194582334058,2.0132143128487074e-13,1.284643490726596e-10,6.419175536156898e-05,6.407257939870449e-05,6.760929942927964e-07,5.984933025133453e-13,3.4795765499633355e-12,1.184947948748526e-07,1.1848866899580187e-07,5.867454465602392e-10,1.0364662852616949e-09,6.755905067564912e-07,1.386758052684962e-11,9.364543698043285e-07,1.8072375531534886e-10,2.7321800937843495e-11,4.4444471957958746e-11,9.1235754071044e-15,3.565061232451646e-14,1.1310955773555262e-11,6.981143412137735e-15,5.670683972993702e-17,9.359600084896674e-07,6.74897671668824e-15,1.4233212480492944e-21,1.4193045609951364e-12,1.874433277977657e-12,0.0031797468831949293,1.1276762738958504e-22,4.5089677514699325e-17,7.275747802931478e-17,1.6241243383565531e-15,5.017547808394577e-10,3.9928785458104814e-22,2.3054544070146952e-24,3.3270735674048475e-22,6.2756229624308946e-24,3.5114259373985465e-15,5.320525921284251e-24,1.3316566291595693e-27
4.284862708379185e-10,0.309848214432525,3.76,0.0,0.8983102237990996,0.9967963240436299,2.3039566857895176e-13,1.421001724029509e-10,6.649968595155904e-05,6.637179461830226e-05,7.004156712584754e-07,6.463612318187003e-13,3.686342734049221e-12,1.2713598906871464e-07,1.2712975634979905e-07,6.522047329240727e-10,1.1148151630754952e-09,6.998562689711581e-07,1.4855468605933566e-11,9.701606836475497e-07,1.9796857490544793e-10,2.950142578207426e-11,4.769388869563256e-11,9.793258453435038e-15,3.833247092509414e-14,1.1959442390263386e-11,7.76125379408448e-15,6.300938609409092e-17,9.696114545763551e-07,7.259899525104076e-15,1.6258646876715565e-21,1.5515505681292881e-12,1.981216726172467e-12,0.00320284808068592,1.2570435560541245e-22,4.9972834780169305e-17,8.095348347128879e-17,1.8055878562368667e-15,5.199639165962126e-10,4.575054891828618e-22,2.568207018524021e-24,3.8258525229274273e-22,7.245391706376032e-24,3.9028822550606165e-15,6.162701015515501e-24,1.629475207451999e-27
4.4335802119987633e-10,0.30984834265822414,3.76,0.0,0.8983078578824932,0.9967752358969499,2.625013245954536e-13,1.566643170169011e-10,6.880760828530809e-05,6.867069435814985e-05,7.247418957317041e-07,6.96254000575815e-13,3.896405179852513e-12,1.360791618901081e-07,1.3607285895655388e-07,7.223513273166224e-10,1.1974680305765996e-09,7.241213896029488e-07,1.587550734603413e-11,1.003870800090212e-06,2.1625923272004734e-10,3.177245484773205e-11,5.105774320600205e-11,1.048678626175714e-14,4.111914950107264e-14,1.2616556188326014e-11,8.597407548984156e-15,6.976106997325025e-17,1.0032627942612833e-06,7.790659072047219e-15,1.848425127253878e-21,1.6906277636129214e-12,2.089447359890261e-12,0.003223902927878668,1.3960143281006417e-22,5.518543371607528e-17,8.974737548120144e-17,2.0000858538237e-15,5.38190841469529e-10,5.21703493093121e-22,2.8502636146203396e-24,4.378285043040967e-22,8.32667630216635e-24,4.3223277907972266e-15,7.100871755275325e-24,1.9812755402818582e-27
4.5822977156183413e-10,0.3098484708837109,3.76,0.0,0.8983054919707413,0.9967560125244145,2.9784126757797367e-13,1.7218707357610316e-10,7.111552238439679e-05,7.09692786559204e-05,7.490718704488552e-07,7.481840109619315e-13,4.109606338541406e-12,1.453241116318749e-07,1.4531777829634765e-07,7.973461904196869e-10,1.2845648375919763e-09,7.483859164787669e-07,1.692752607841816e-11,1.037584852724305e-06,2.3562569949063605e-10,3.4135396563509234e-11,5.453601958282822e-11,1.1204171952924142e-14,4.40116692000894e-14,1.3281810402749884e-11,9.491548165023131e-15,7.697718136332973e-17,1.0369140275916427e-06,8.341378022279573e-15,2.092147703769538e-21,1.836600274480195e-12,2.199055203941713e-12,0.003243092693684,1.5449367335891587e-22,6.073683645717619e-17,9.916077777010753e-17,2.2080704981411052e-15,5.564361672751336e-10,5.922518901554536e-22,3.1523075906826463e-24,4.988017900704452e-22,9.528455882004901e-24,4.7707193715553375e-15,8.14196740674661e-24,2.3947821405597247e-27
4.731015219237919e-10,0.3098485991089943,3.76,0.0,0.8983031260636447,0.996738488713105,3.3662487605710246e-13,1.886987146341848e-10,7.342342827107494e-05,7.326754754914574e-05,7.734057945231754e-07,8.021629872539379e-13,4.325796131079484e-12,1.5487063680291859e-07,1.5486431608884135e-07,8.773501772575865e-10,1.3762447579209838e-09,7.726498932106384e-07,1.8011355400179135e-11,1.0713029750514063e-06,2.5609791965550974e-10,3.659073166241748e-11,5.812870197346658e-11,1.1945428658825803e-14,4.701108369413116e-14,1.3954746565117657e-11,1.0445619130916065e-14,8.467299586887131e-17,1.0705651546145819e-06,8.912179083144574e-15,2.3581950807710913e-21,1.989527824576639e-12,2.3099749464953603e-12,0.0032605825909847322,1.7041592050184043e-22,6.663628728662707e-17,1.0921536740107493e-16,2.4299940229949794e-15,5.747005054520413e-10,6.695287823789432e-22,3.4750220210372334e-24,5.658809462722806e-22,1.0860188856496354e-23,5.2490129076706996e-15,9.293143533045295e-24,2.8785639836274314e-27
4.879732722857497e-10,0.3098487273340831,3.76,0.0,0.8983007601610065,0.9967225138852793,3.7906803488287314e-13,2.0622949456557316e-10,7.573132596825793e-05,7.55655010752772e-05,7.977438638141499e-07,8.582020078170314e-13,4.544831591850428e-12,1.647185360694179e-07,1.647122742325939e-07,9.62524037309979e-10,1.4726461931722644e-09,7.969133595686896e-07,1.912682715457723e-11,1.1050253004827602e-06,2.777058112893772e-10,3.913891479931178e-11,6.183577455628696e-11,1.2710569522769822e-14,5.011847915328428e-14,1.4634932866943106e-11,1.1461563936498141e-14,9.286377494813086e-17,1.104216175377213e-06,9.503185004046669e-15,2.6477466197921397e-21,2.149466028129505e-12,2.422145626730815e-12,0.0032765231974903456,1.8740305028235033e-22,7.289291443441782e-17,1.1993287431528681e-16,2.6663087353893316e-15,5.929844670635746e-10,7.539201382312083e-22,3.819089734193775e-24,6.394529047437663e-22,1.2331831203944501e-23,5.758163393877488e-15,1.05617814451032e-23,3.4421021997359005e-27
5.028450226477076e-10,0.309848855558986,3.76,0.0,0.8982983942626337,0.9967079508026314,4.2539313124145083e-13,2.2480964949203877e-10,7.803921549952297e-05,7.786313927173658e-05,8.22086271264015e-07,9.163115355972158e-13,4.7665765295333024e-12,1.748676082056223e-07,1.7486145475425685e-07,1.053028414595497e-09,1.5739067765531515e-09,8.211763518212786e-07,2.0273774413204742e-11,1.1387519623393411e-06,3.004792660335015e-10,4.178037607637791e-11,6.565722152169723e-11,1.3499607699860677e-14,5.3334974221463087e-14,1.5321962618615345e-11,1.2541326072976575e-14,1.0156476615605704e-16,1.1378670899266162e-06,1.0114518575940687e-14,2.961997588734077e-21,2.3164666637422207e-12,2.535510343479329e-12,0.0032910517514780687,2.05489975405475e-22,7.951573184984119e-17,1.313350808672475e-16,2.9174670218904446e-15,6.112886627982742e-10,8.458195872636688e-22,4.1851933874642756e-24,7.199156300016743e-22,1.3953855274305184e-23,6.299124910143031e-15,1.1955487795086061e-23,4.095861491989691e-27
5.177167730096654e-10,0.30984898378371206,3.76,0.0,0.8982960283683352,0.9966946743840362,4.758290506558632e-13,2.4446939720870565e-10,8.034709688910543e-05,8.016046217595882e-05,8.464332072044734e-07,9.765014471925643e-13,4.990901204293864e-12,1.8531765205291955e-07,1.8531165976613023e-07,1.1490238477312107e-09,1.6801633766168516e-09,8.454389030453381e-07,2.1452031459756045e-11,1.1724830938518883e-06,3.244481490276215e-10,4.4515522482193944e-11,6.959302705628164e-11,1.4312556357376326e-14,5.6661719993990434e-14,1.6015452797837817e-11,1.3686849032900514e-14,1.1079120338552002e-16,1.1715178983098483e-06,1.0746302630831276e-14,3.3021584055107886e-21,2.490577930209695e-12,2.6500159833366483e-12,0.0033042933340476865,2.247116490090991e-22,8.651364094872032e-17,1.4344382136933382e-16,3.1839213549490254e-15,6.296137029707248e-10,9.456282208597972e-22,4.5740155397902676e-24,8.076780585113835e-22,1.5737269091667978e-23,6.8728506223577044e-15,1.348209429470318e-23,4.851365386020764e-27
5.325885233716232e-10,0.3098491120082699,3.76,0.0,0.898293662477923,0.9966825706279948,5.306111729708841e-13,2.652389371103902e-10,8.265497016189522e-05,8.245746982542756e-05,8.707848596359206e-07,1.0387810605603073e-12,5.217682020580271e-12,1.9606846648617905e-07,1.960626914310794e-07,1.250670769971489e-09,1.7915521009710868e-09,8.697010434092316e-07,2.2661433775234558e-11,1.2062188281609328e-06,3.4964229884418307e-10,4.734473924867068e-11,7.364317532968203e-11,1.5149428675143153e-14,6.00998999969422e-14,1.6715042682889684e-11,1.4900076309891502e-14,1.2055830710706344e-16,1.2051686005739456e-06,1.1398660041282553e-14,3.6694539156381155e-21,2.671844685225992e-12,2.765612967086112e-12,0.003316361946675329,2.45103068312185e-22,9.389543233587287e-17,1.5628098164591797e-16,3.4661242991881178e-15,6.47960197522307e-10,1.0537543989542117e-21,4.9862387223003615e-24,9.03160039679746e-22,1.7693636143744254e-23,7.480292782901446e-15,1.5149657546908022e-23,5.721275432270074e-27
5.47460273733581e-10,0.30984924023266835,3.76,0.0,0.8982912965912101,0.9966715356310583,5.899813683223546e-13,2.8714845011914943e-10,8.496283534343299e-05,8.475416225770374e-05,8.951414144814777e-07,1.1031591614198114e-12,5.44680123478639e-12,2.0711985038646604e-07,2.0711435193390514e-07,1.3581295092296476e-09,1.908208299951717e-09,8.939628004304156e-07,2.390181802444092e-11,1.239959298316803e-06,3.760915274254604e-10,5.026839113031126e-11,7.780765048388312e-11,1.6010237845909677e-14,6.365073016816608e-14,1.7420392565932945e-11,1.618295139817449e-14,1.3088128460742668e-16,1.2388191967659286e-06,1.2071713719938138e-14,4.065122702384875e-21,2.8603086680716257e-12,2.8822550132558313e-12,0.003327361492789703,2.666992781104525e-22,1.0166978750332522e-16,1.698684985972253e-16,3.764528517663749e-15,6.663287560218882e-10,1.1706135625563984e-21,5.422545506069431e-24,1.0067922785602979e-21,1.9835095645598722e-23,8.122402731107206e-15,1.696645897744937e-23,6.719474474890231e-27
5.623320240955388e-10,0.3098493684569163,3.76,0.0,0.8982889307080125,0.9966614746936104,6.541879930912177e-13,3.102280986137369e-10,8.727069245990675e-05,8.705053951044918e-05,9.195030558180953e-07,1.1696440284126913e-12,5.678146677036397e-12,2.184716026192628e-07,2.1846644345829632e-07,1.4715602880856384e-09,2.0302665702647665e-09,9.182241992101707e-07,2.517302204359208e-11,1.2737046372796248e-06,4.0382562002398836e-10,5.328682361026783e-11,8.208643662457958e-11,1.6894997075719354e-14,6.731545883988716e-14,1.813118254156494e-11,1.7537417791948e-14,1.4177533022707259e-16,1.2724696869328042e-06,1.2765586619051589e-14,4.490416428067591e-21,3.05600870736776e-12,2.9998989176349627e-12,0.0033373866719902724,2.895353741004096e-22,1.098452805048094e-16,1.8422835977306208e-16,4.0795867781049655e-15,6.84719987666465e-10,1.2966280519047782e-21,5.883618566736469e-24,1.1190162802542942e-21,2.21743832642888e-23,8.800130893640948e-15,1.8941004855002504e-23,7.86115409881002e-27
5.772037744574966e-10,0.3098494966810224,3.76,0.0,0.8982865648281471,0.9966523015048011,7.234858858426913e-13,3.345080263616316e-10,8.95785415381481e-05,8.934660162144486e-05,9.438699660868848e-07,1.2382434570812137e-12,5.9116114863514344e-12,2.3012352201740511e-07,2.3011876816857216e-07,1.5911232237827913e-09,2.157860758600022e-09,9.424852626475512e-07,2.6474884828932124e-11,1.3074549779193122e-06,4.3287433514671025e-10,5.640036403760555e-11,8.647951781432784e-11,1.7803719584282858e-14,7.109536672281629e-14,1.8847111365910305e-11,1.8965418984628785e-14,1.5325562559693472e-16,1.306120071121573e-06,1.3480401730027361e-14,4.9465992050692754e-21,3.2589809149550725e-12,3.1185043476073342e-12,0.0033465237951117144,3.1364650601276665e-22,1.18430379607081e-16,1.9938260295651033e-16,4.411751959139286e-15,7.031345012817658e-10,1.4322269300729892e-21,6.370140745640868e-24,1.240284295989198e-21,2.4724852290686128e-23,9.514426784816155e-15,2.1082026387972135e-23,9.162906363499712e-27
5.920755248194544e-10,0.30984962490499546,3.76,0.0,0.898284198951432,0.9966439373994526,7.981363632511573e-13,3.6001835845409275e-10,9.188638260562862e-05,9.164234862860553e-05,9.682423262845653e-07,1.3089647827213619e-12,6.147093858520956e-12,2.420754073680512e-07,2.420711281955246e-07,1.7169783282160475e-09,2.29112396521879e-09,9.667460116344462e-07,2.7807246526214448e-11,1.3412104530155482e-06,4.6326740450308145e-10,5.960932269979105e-11,9.098687806722808e-11,1.873641860535013e-14,7.499176689168875e-14,1.956789538198051e-11,2.0468898467999993e-14,1.6533733987456828e-16,1.3397703493792287e-06,1.421628208297225e-14,5.4349469952694856e-21,3.4692588668497093e-12,3.238033650275229e-12,0.0033548515273189475,3.390678805439346e-22,1.2743344891854452e-16,2.1535331575766193e-16,4.761477056508769e-15,7.215729053228291e-10,1.5778458118622633e-21,6.882795107275214e-24,1.3710592708580339e-21,2.7500495245658966e-23,1.0266239006857603e-14,2.3398479887157873e-23,1.0642819933365817e-26
6.069472751814122e-10,0.3098497531288444,3.76,0.0,0.8982818330776876,0.9966363106806724,8.78407216011482e-13,3.8678920124454965e-10,9.419421569045643e-05,9.393778056999046e-05,9.926203161376721e-07,1.3818149021624706e-12,6.384496806059693e-12,2.5432705740310774e-07,2.5432332562578403e-07,1.8492855079136708e-09,2.4301885475179046e-09,9.910064652333897e-07,2.916994842095295e-11,1.3749711952577635e-06,4.950345329572515e-10,6.291399383405908e-11,9.560850134492027e-11,1.9693107387082556e-14,7.900600477217262e-14,2.0293267507433072e-11,2.2049799731286245e-14,1.7803562997985935e-16,1.3734205217527608e-06,1.4973350746257422e-14,5.95674703667348e-21,3.686873772131366e-12,3.35845167345224e-12,0.0033624415654936947,3.6583476407956625e-22,1.3686274999562029e-16,2.3216263521744116e-16,5.12921518928104e-15,7.400358078745548e-10,1.733926697825084e-21,7.422264992947534e-24,1.511814793204598e-21,3.051596590863574e-23,1.105651525012625e-14,2.5899546984154283e-23,1.2320580715619887e-26
6.2181902554337e-10,0.3098498813525777,3.76,0.0,0.8982794672067347,0.9966293560025236,9.645727047375287e-13,4.1485064229049887e-10,9.650204082137238e-05,9.623289748381125e-05,1.0170041142610128e-06,1.4568002945224423e-12,6.623727929669282e-12,2.6687827079261557e-07,2.6687516249420597e-07,1.9882045640140803e-09,2.57518612357173e-09,1.0152666408396053e-06,3.0562832929352516e-11,1.4087373372451123e-06,5.282053984843455e-10,6.6314656581069e-11,1.003443715537077e-10,2.0673799192425335e-14,8.313945812909173e-14,2.1022976281132784e-11,2.371006626017506e-14,1.9136564083042578e-16,1.4070705882891608e-06,1.5751730826090946e-14,6.5132972960914614e-21,3.911854630553158e-12,3.479725598675446e-12,0.0033693592555641737,3.939824852096265e-22,1.4672644342725982e-16,2.4983274742154217e-16,5.515419606059071e-15,7.585238166522447e-10,1.9009178132715535e-21,7.989234070645442e-24,1.6630350456402063e-21,3.3786601757061155e-23,1.188620229331507e-14,2.8594634896668853e-23,1.421757711658579e-26
6.366907759053278e-10,0.30985000957620434,3.76,0.0,0.898277101338395,0.9966230138074683,1.0569135558486383e-12,4.442327502990229e-10,9.880985802774686e-05,9.852769940843736e-05,1.0413938983017546e-06,1.5339270409861416e-12,6.86469920064393e-12,2.797288461406495e-07,2.7972644077883026e-07,2.13389519223928e-09,2.726247575653725e-09,1.0395265543286752e-06,3.198574358983778e-11,1.4425090114864435e-06,5.628096521308228e-10,6.981157588412738e-11,1.0519447254264144e-10,2.1678507299480383e-14,8.739353705591292e-14,2.175678496507163e-11,2.5451641535802158e-14,2.053425055768281e-16,1.4407205490354197e-06,1.6551545466100872e-14,7.105905946748849e-21,4.1442283796243995e-12,3.601824785429449e-12,0.0033756641550605473,4.235464370369581e-22,1.5703259039800366e-16,2.6838588712448935e-16,5.920543691193015e-15,7.770375390021303e-10,2.0792734521116073e-21,8.584386381139336e-24,1.8252147576773686e-21,3.7328446805382444e-23,1.275624600362478e-14,3.149337673279647e-23,1.635701002646386e-26
6.515625262672856e-10,0.30985013779973314,3.76,0.0,0.8982747354724914,0.9966172298136727,1.1557169574448502e-12,4.749655750759953e-10,0.00010111766733957599,0.00010082218638239887,1.0657898450704415e-06,1.6132008436530255e-12,7.107326753680351e-12,2.928785819833357e-07,2.9287696239801274e-07,2.2865169828661786e-09,2.883503053738967e-09,1.063786220191117e-06,3.34385250551064e-11,1.476286350400271e-06,5.988769179788548e-10,7.340500333711461e-11,1.1015878810241621e-10,2.270724500187992e-14,9.17696839654504e-14,2.249447069836108e-11,2.72764690337158e-14,2.1998134583769503e-16,1.4743704040385328e-06,1.7372917846928825e-14,7.7358908697408e-21,4.384020031878428e-12,3.724720625817456e-12,0.0033814105458108844,4.545620792829344e-22,1.677891542299681e-16,2.8784433738381e-16,6.345040970997047e-15,7.95577581901898e-10,2.269453825388368e-21,9.208406380390932e-24,1.9988591599655586e-21,4.115827483236187e-23,1.366759133692708e-14,3.460563182700809e-23,1.8764007641817915e-26
6.664342766292434e-10,0.30985026602317256,3.76,0.0,0.8982723696088469,0.9966119545476955,1.2612765551716472e-12,5.070791474789916e-10,0.00010342546878747814,0.00010311635844438796,1.0901921306601101e-06,1.6946270434979655e-12,7.35153068957967e-12,3.0632727678864054e-07,3.0632652920938165e-07,2.446229420696884e-09,3.047081978988814e-09,1.0880456516550511e-06,3.492102308464237e-11,1.5100694863147458e-06,6.364367931146462e-10,7.70951779840742e-11,1.1523730196494835e-10,2.376002560916085e-14,9.626937358174576e-14,2.3235823700207827e-11,2.918649222283324e-14,2.352972719348542e-16,1.5080201533455009e-06,1.821597118583403e-14,8.404579178290524e-21,4.6312528029895395e-12,3.848386408966846e-12,0.0033866479012524533,4.8706494019499745e-22,1.7900400190412794e-16,3.0823042920429336e-16,6.789365119973771e-15,8.141445519612102e-10,2.4719249143621662e-21,9.861978978355272e-24,2.184483940114457e-21,4.5293612985826846e-23,1.4621182337922027e-14,3.7941486101176903e-23,2.1465745234771475e-26
6.813060269912012e-10,0.3098503942465316,3.76,0.0,0.898270003747286,0.9966071429185382,1.3738924480750226e-12,5.406034793738768e-10,0.00010573326240269059,0.00010541021563325852,1.1146009305545655e-06,1.7782106374868155e-12,7.597234887359373e-12,3.2007472895763356e-07,3.200749430103148e-07,2.6131918850288804e-09,3.2171130472186784e-09,1.112304860798007e-06,3.6433084537632295e-11,1.5438585514676243e-06,6.755188476005779e-10,8.088232707322845e-11,1.204299978035231e-10,2.4836862447140117e-14,1.0089411293308571e-13,2.3980646518996926e-11,3.1183654564399816e-14,2.513053831285458e-16,1.5416697970033312e-06,1.9080828736307735e-14,9.11330676382367e-21,4.8859482313520685e-12,3.972797194512031e-12,0.0033914213123804574,5.210906182625345e-22,1.906849055612461e-16,3.2956654119229924e-16,7.253969967048354e-15,8.327390554222317e-10,2.687158328010153e-21,1.0545789574293933e-23,2.3826152000905063e-21,4.9752765754375636e-23,1.5617962140294912e-14,4.1511252444680295e-23,2.4491569977937213e-26
