Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42)
2.0555418132512513e-09,0.2669067302491401,3.76,0.0,0.9215256417716726,0.9999996033841423,1.8742130203691005e-12,3.2935862420821823e-10,1.7651411254904084e-05,1.7536555808704043e-05,2.8312749271776114e-07,1.5247839324725404e-12,1.6644692992137693e-12,1.1292738603249469e-07,1.1238439372057874e-07,2.047971788849541e-09,1.7155715228482472e-09,2.8168801028202614e-07,6.153734206532106e-11,7.841912534208198e-08,3.9800311404463766e-10,4.030199070245271e-11,8.745761698176161e-11,1.0726082028881022e-15,2.0757847257306236e-15,4.497136578857558e-12,1.7815097204317353e-14,2.059628699545725e-17,7.720632563456094e-08
2.1192335051135187e-09,0.2669067560634303,3.76,0.0,0.9215250835767779,0.9999995874300567,2.109209441853487e-12,3.5977775522100033e-10,1.819836972198583e-05,1.807628221935403e-05,2.9200658105742573e-07,1.629261575394781e-12,1.7248766564950114e-12,1.1996841556861894e-07,1.193742027212003e-07,2.2431387548359636e-09,1.869316743287345e-09,2.9041646658886765e-07,6.523003848789046e-11,8.092708807569728e-08,4.3261972342312907e-10,4.2955879549270654e-11,9.29483074276552e-11,1.144432942756569e-15,2.3432374538331843e-15,4.671556083242249e-12,1.9520902172893023e-14,2.256807028595388e-17,7.959856678217891e-08
2.182925196975786e-09,0.2669067818782541,3.76,0.0,0.9215245253715727,0.9999995712560994,2.3655736147939488e-12,3.92003098548546e-10,1.8745331364206017e-05,1.8615790246866263e-05,3.008962708543941e-07,1.7372423586124243e-12,1.7852477461207182e-12,1.2721832422824494e-07,1.265698027541954e-07,2.450253307688614e-09,2.031359886129113e-09,2.9914495365192726e-07,6.902028955416548e-11,8.344215126391591e-08,4.691573916611803e-10,4.5696939107248036e-11,9.860533766258687e-11,1.2188513215344793e-15,2.6357097267918672e-15,4.846262271560775e-12,2.1332129654510046e-14,2.4661933960830204e-17,8.199080647295778e-08
2.2466168888380534e-09,0.2669068076936278,3.76,0.0,0.9215239671556537,0.9999995548623068,2.644554275005255e-12,4.2608561113168426e-10,1.9292296375001104e-05,1.91550799794396e-05,3.0979696595747136e-07,1.8487160121082633e-12,1.8456070853378704e-12,1.346767640468312e-07,1.3397075934194085e-07,2.6696617563414695e-09,2.2018538025134555e-09,3.0787347280891626e-07,7.290735489399021e-11,8.596452234112541e-08,5.076660324862771e-10,4.852527059062095e-11,1.0442863716352017e-10,1.2958881545715757e-15,2.954712289445974e-15,5.021264171447266e-12,2.3251925172336566e-14,2.6881575299323553e-17,8.438304470683107e-08
2.310308580700321e-09,0.2669068335095677,3.76,0.0,0.9215234089286143,0.9999995382487159,2.9474367239332447e-12,4.620761561423956e-10,1.983926495180453e-05,1.9694151505235124e-05,3.1870907389665833e-07,1.963669720536515e-12,1.905991138010707e-12,1.4234338751528746e-07,1.415766388050963e-07,2.9017096394815343e-09,2.3809465759933135e-09,3.166020253950475e-07,7.689050770778383e-11,8.849440837755295e-08,5.481954420127049e-10,5.144094963253257e-11,1.1041813543371089e-10,1.3755683815288865e-15,3.3018027488736467e-15,5.196600412712448e-12,2.5283432849591805e-14,2.923069689894536e-17,8.677528148373159e-08
2.374000272562588e-09,0.26690685932608993,3.76,0.0,0.9215228506900445,0.9999995214153625,3.2755417486899965e-12,5.000255058293779e-10,2.0386237295415913e-05,2.023300491237755e-05,3.2763300526138354e-07,2.082102233033876e-12,1.966382245334412e-12,1.5021784770072355e-07,1.493870082886869e-07,3.1467417499618425e-09,2.5687821777431693e-09,3.253306127431671e-07,8.096903428506468e-11,9.103201608991825e-08,5.907953023304562e-10,5.444411001878299e-11,1.1657376202683237e-10,1.4579170754268246e-15,3.678584427172809e-15,5.3722555919956574e-12,2.742979546006423e-14,3.171300750227431e-17,8.916751680359179e-08
2.4376919644248556e-09,0.2669068851432105,3.76,0.0,0.9215222924395317,0.9999995043622837,3.63022292241009e-12,5.399843484578469e-10,2.0933213609287506e-05,2.077164028895792e-05,3.3656917300997415e-07,2.204020249717931e-12,2.02672554380852e-12,1.5829979819820933e-07,1.574014356887476e-07,3.4051021921822114e-09,2.7655012374600954e-09,3.34059236183936e-07,8.51422328720845e-11,9.357755186809019e-08,6.355151902293789e-10,5.7534944724173476e-11,1.228954465385417e-10,1.5429594480246018e-15,4.086703178908589e-15,5.548159117183106e-12,2.969415452941318e-14,3.433222271066049e-17,9.155975066634354e-08
2.501383656287123e-09,0.2669069109609457,3.76,0.0,0.9215217341766607,0.9999994870895159,4.0128669584001895e-12,5.820032872527754e-10,2.1480194099954823e-05,2.1310057723032677e-05,3.455179928972013e-07,2.3294172032723067e-12,2.0870283196764502e-12,1.6658889294057788e-07,1.6561948958479353e-07,3.6771343724872026e-09,2.9712406031600776e-09,3.4278789704572105e-07,8.940941376464243e-11,9.613122177133051e-08,6.824045758923849e-10,6.071358796676404e-11,1.293831185693638e-10,1.6307208488531038e-15,4.527847958129009e-15,5.724303026393404e-12,3.207965030491662e-14,3.70920648260315e-17,9.395198307191818e-08
2.5650753481493903e-09,0.26690693677931143,3.76,0.0,0.9215211759010136,0.9999994695970958,4.424895805875833e-12,6.261328349472132e-10,2.2027178977490032e-05,2.184825730262139e-05,3.544798839095238e-07,2.4582754575369673e-12,2.147349715780116e-12,1.7508478622850614e-07,1.740407392948782e-07,3.96318095440869e-09,3.1861328430420492e-09,3.515165966544479e-07,9.37699001013342e-11,9.869323150730009e-08,7.31512816080891e-10,6.39801087941301e-11,1.360367077302937e-10,1.7212267691824768e-15,5.003753593008291e-15,5.900748536938438e-12,3.4589421672858326e-14,3.999626289241196e-17,9.634421402024659e-08
2.6287670400116577e-09,0.26690696259832375,3.76,0.0,0.9215206176121684,0.9999994518850603,4.867767905715287e-12,6.724234106199215e-10,2.2574168455333603e-05,2.238623911570596e-05,3.634552680857658e-07,2.590588558599508e-12,2.2076965429479597e-12,1.8378713293916968e-07,1.826647549831082e-07,4.263583833850957e-09,3.4103063889575136e-09,3.602453363335945e-07,9.822302831878516e-11,1.0126378641952127e-07,7.828891501908941e-10,6.733462161728004e-11,1.4285614368314056e-10,1.8145028519698288e-15,5.5162025765769396e-15,6.077515778503873e-12,3.7226606123313994e-14,4.304855331916625e-17,9.873644351125912e-08
2.692458731873925e-09,0.2669069884179988,3.76,0.0,0.9215200593097016,0.9999994339534458,5.3429763552532135e-12,7.209253444858917e-10,2.3121162749580188e-05,2.292400325023271e-05,3.7244456981858293e-07,2.7263670500743244e-12,2.267996048834173e-12,1.9269558857327053e-07,1.9149110763886054e-07,4.578684179198461e-09,3.643886290680613e-09,3.68974117404349e-07,1.0276814736109641e-10,1.0384309150560224e-07,8.365827062731171e-10,7.077733679051614e-11,1.4984135614940307e-10,1.9105749000410844e-15,6.067023014197428e-15,6.254533229193864e-12,3.9994339826575174e-14,4.6252680714783364e-17,1.0112867154488555e-07
2.7561504237361925e-09,0.2669070142383525,3.76,0.0,0.9215195009931868,0.9999994158022891,5.85204635313716e-12,7.716888843891004e-10,2.3668162078671022e-05,2.3461549794114435e-05,3.814482155688707e-07,2.8656141735675073e-12,2.328209697286354e-12,2.018098090227896e-07,2.0051936893263694e-07,4.908822483964146e-09,3.886994576138401e-09,3.7770294118570533e-07,1.074046175975777e-10,1.0643135144249524e-07,8.92642509187342e-10,7.430845122199734e-11,1.5699227486539894e-10,2.0094688767482003e-15,6.658085617138374e-15,6.431746836645698e-12,4.2895757716559183e-14,4.961239818955549e-17,1.035208981210552e-07
2.81984211559846e-09,0.26690704005940064,3.76,0.0,0.9215189426621958,0.9999993974316272,6.3965359730613195e-12,8.247641936353427e-10,2.4215166663930782e-05,2.3998878835229067e-05,3.9046663439582267e-07,3.0083090763815544e-12,2.388411798047456e-12,2.1112945041508823e-07,2.0974911117419692e-07,5.254338548220891e-09,4.13974969602879e-09,3.864318089943327e-07,1.1213181108312628e-10,1.0902877057846948e-07,9.511174779173404e-10,7.792804270494969e-11,1.6430882955330363e-10,2.1112109052932256e-15,7.291304819688791e-15,6.609225580479711e-12,4.5933993444621684e-14,5.313146716456005e-17,1.0591312323969692e-07
2.8835338074607272e-09,0.26690706588115914,3.76,0.0,0.9215183843162968,0.9999993788414969,6.978039456949713e-12,8.802013424717876e-10,2.476217673003567e-05,2.4535990461416596e-05,3.9950025839636375e-07,3.1544297488753613e-12,2.4486821063320224e-12,2.206541693307881e-07,2.1917990746908792e-07,5.61557140955329e-09,4.40226598664272e-09,3.951607221444163e-07,1.1694911283699252e-10,1.1163555290007345e-07,1.0120564149300645e-09,8.163615924018904e-11,1.7179094996435852e-10,2.215827276503987e-15,7.968643106240609e-15,6.787072465369565e-12,4.9112179260412575e-14,5.681365757594513e-17,1.0830534690073903e-07
2.9472254993229946e-09,0.26690709170364396,3.76,0.0,0.921517825955056,0.9999993600319348,7.598187771112319e-12,9.38050306810545e-10,2.5309192504447026e-05,2.507288476047919e-05,4.085495221337493e-07,3.3039833255154928e-12,2.508963940132546e-12,2.3038362309054117e-07,2.2881133183873005e-07,5.992859334300385e-09,4.674654227466518e-09,4.038896819477376e-07,1.2185592101514443e-10,1.14251902026664e-07,1.0755080045894403e-09,8.543298799516916e-11,1.794385659328842e-10,2.3233444622698975e-15,8.692112004144182e-15,6.965255888362272e-12,5.2433446011843126e-14,6.066274885242007e-17,1.1069756910410936e-07
3.010917191185262e-09,0.26690711752687096,3.76,0.0,0.9215172675780378,0.999999341002978,8.25864481891615e-12,9.983609780853613e-10,2.585621421644056e-05,2.5609561820185062e-05,4.1761486169958484e-07,3.4569908117520165e-12,2.569135692876192e-12,2.403174696132017e-07,2.386429590794751e-07,6.386539898487008e-09,4.9570226928801446e-09,4.126186897139078e-07,1.2685164532266526e-10,1.1687802124831959e-07,1.1415208254983092e-09,8.931882081495537e-11,1.8725160734631693e-10,2.4337891215198587e-15,9.463767626090904e-15,7.14364394804398e-12,5.590092329027186e-14,6.468253078394375e-17,1.1308978984973516e-07
3.0746088830475294e-09,0.26690714335085586,3.76,0.0,0.9215167091848042,0.9999993217546633,8.961104829942543e-12,1.0611831697913734e-09,2.6403242097193463e-05,2.6146021728270133e-05,4.2669671482352055e-07,3.6134435287516603e-12,2.629214776730307e-12,2.5045536700079844e-07,2.486743645486611e-07,6.796950039830782e-09,5.2494771171340615e-09,4.2134774675038625e-07,1.3193570590030757e-10,1.19514113551629e-07,1.2101433587121032e-09,9.329383294698153e-11,1.952300040662533e-10,2.547188095859309e-15,1.02857075784639e-14,7.32222527587092e-12,5.951773950275407e-14,6.887680341202873e-17,1.1548200913754324e-07
3.1383005749097968e-09,0.26690716917561436,3.76,0.0,0.9215161507749158,0.9999993022870279,9.707296596374674e-12,1.126566606271888e-09,2.695027638104985e-05,2.668226457243326e-05,4.357955221017029e-07,3.773310363968266e-12,2.6893236755648042e-12,2.607969735956831e-07,2.5890512428815254e-07,7.224425965616599e-09,5.55211933674412e-09,4.3007685436217e-07,1.371075349883972e-10,1.221603815767501e-07,1.2814239737654025e-09,9.735805506969257e-11,2.033736859447673e-10,2.663568410134576e-15,1.1160076417935898e-14,7.501137132737161e-12,6.32870216955828e-14,7.324937653016477e-17,1.178742269674601e-07
3.201992266772064e-09,0.2669071950011623,3.76,0.0,0.9215155923479296,0.9999992826001085,1.0498985492068026e-11,1.1945609176487201e-09,2.749731730518683e-05,2.7218290440335057e-05,4.449117266450745e-07,3.9365792797920166e-12,2.7494955844058277e-12,2.713419483761838e-07,2.693348152177452e-07,7.669303113213557e-09,5.86504758488494e-09,4.388060138518101e-07,1.4236657769447102e-10,1.2481702759723607e-07,1.3554109223453645e-09,1.0151159025541125e-10,2.1168258289942273e-10,2.782957287249214e-15,1.2089068499735348e-14,7.680448902225804e-12,6.721189550157029e-14,7.780407059711619e-17,1.2026644333941152e-07
3.2656839586343315e-09,0.26690722082751517,3.76,0.0,0.9215150339034013,0.9999992626939425,1.1337971854843361e-11,1.2652156441789147e-09,2.8044365108740738e-05,2.7754099419600044e-05,4.540457732195988e-07,4.1032661232718896e-12,2.8096331570682614e-12,2.820899510506212e-07,2.799630151287177e-07,8.131916186818507e-09,6.188357401903592e-09,4.4753522651958196e-07,1.4771229128184358e-10,1.2748425353643398e-07,1.4321523437391175e-09,1.0575469838269542e-10,2.2015662492757147e-10,2.905382159325093e-15,1.3074926287224386e-14,7.860077795751947e-12,7.129548521694179e-14,8.254471776889779e-17,1.2265865825332285e-07
3.329375650496599e-09,0.2669072466546889,3.76,0.0,0.921514475440885,0.9999992425685665,1.2226087504872237e-11,1.338580245223078e-09,2.8591420032335374e-05,2.8289691597819625e-05,4.63198107804813e-07,4.273379193274751e-12,2.86967441589111e-12,2.930406417272282e-07,2.9078930247793504e-07,8.612599229967439e-09,6.522142179657705e-09,4.562644936636131e-07,1.531441436965118e-10,1.30162261002346e-07,1.511696276060325e-09,1.1008764274101097e-10,2.287957420409938e-10,3.030870668315043e-15,1.411993625798686e-14,8.039941904702599e-12,7.554091392086171e-14,8.747516228333942e-17,1.250508717091191e-07
3.3930673423588663e-09,0.26690727248269897,3.76,0.0,0.9215139169599339,0.9999992222240179,1.3165195656328237e-11,1.4147040992085029e-09,2.913848231868171e-05,2.8825067062551336e-05,4.723691781942181e-07,4.446894039589239e-12,2.9297107536402975e-12,3.0419368066058356e-07,3.0181325629732167e-07,9.111685624091988e-09,6.8664925603225655e-09,4.649938165797719e-07,1.5866161347363048e-10,1.328512512880229e-07,1.5940906562546346e-09,1.1451052861700726e-10,2.375998642213956e-10,3.159450662924803e-15,1.5226428988452456e-14,8.220121346591937e-12,7.995130345379489e-14,9.259926015153094e-17,1.274430837067247e-07
3.4567590342211337e-09,0.266907298311561,3.76,0.0,0.9215133584600974,0.9999992016603337,1.415719480809428e-11,1.4936364934045783e-09,2.9685552213314875e-05,2.9360225901315005e-05,4.815594346979356e-07,4.6237836608038714e-12,2.989845536614276e-12,3.155487285204597e-07,3.130344563915286e-07,9.629508005811883e-09,7.221495616715833e-09,4.737231965614747e-07,1.6426419126838287e-10,1.3555142533204536e-07,1.6793833073742776e-09,1.190234079847363e-10,2.4656892147702167e-10,3.291150205488932e-15,1.6396784273524017e-14,8.4007538695857e-12,8.452977426954792e-14,9.792087920036426e-17,1.298352942460636e-07
3.520450726083401e-09,0.2669073241412905,3.76,0.0,0.9215127999409237,0.9999991808775511,1.520402058979124e-11,1.575426619339912e-09,3.0232629964137673e-05,2.989516820159181e-05,4.90769329669988e-07,4.8040600293674515e-12,3.0499996671025342e-12,3.271054467997615e-07,3.244524835270288e-07,1.0166398231561307e-08,7.587235273347763e-09,4.824526348997246e-07,1.6995138055593606e-10,1.382629837001582e-07,1.7676219328509217e-09,1.236265112490234e-10,2.557028439175758e-10,3.4259975880211117e-15,1.7633433807167975e-14,8.581803590152019e-12,8.927944539203578e-14,1.0344390009471159e-16,1.3222750332705947e-07
3.5841424179456684e-09,0.266907349971903,3.76,0.0,0.9215122414019598,0.9999991598757075,1.6307641882839772e-11,1.660123583097629e-09,3.077971582022418e-05,3.0429894050828453e-05,4.999993163459935e-07,4.987753865980914e-12,3.1100062856352896e-12,3.3886349765561487e-07,3.3606691926918105e-07,1.07226874619298e-08,7.963793587195145e-09,4.911821328833555e-07,1.7572269599102214e-10,1.4098612662474103e-07,1.8588541293287773e-09,1.2832021627200513e-10,2.6500156171533347e-10,3.564021340891821e-15,1.893885670073291e-14,8.76309186818032e-12,9.420343457370222e-14,1.0917221741413326e-16,1.3461971094963516e-07
3.647834109807936e-09,0.26690737580341406,3.76,0.0,0.9215116828427522,0.9999991386548398,1.7470056625052692e-11,1.7477764160079806e-09,3.132681003169765e-05,3.096440353644033e-05,5.092498487578403e-07,5.1748553206069784e-12,3.169888525846305e-12,3.5082254333929046e-07,3.478773456754101e-07,1.129870624706318e-08,8.351250955200896e-09,4.999116917991072e-07,1.8157766163268302e-10,1.4372105404675093e-07,1.9531274000565434e-09,1.33104751590834e-10,2.7446500499695826e-10,3.705250227170268e-15,2.031557447392204e-14,8.944593486822568e-12,9.930485842571437e-14,1.1510973959560937e-16,1.3701191711371346e-07
3.711525801670203e-09,0.26690740163583904,3.76,0.0,0.921511124262845,0.9999991172149856,1.8693295564635222e-11,1.8384340643998975e-09,3.187391285126378e-05,3.149869674580682e-05,5.185213832333873e-07,5.36532347468839e-12,3.2298150239514004e-12,3.6298224622726347e-07,3.59883345418938e-07,1.1894784442572646e-08,8.749684496985632e-09,5.086413129313227e-07,1.875158124225697e-10,1.4646796557677347e-07,2.050489142206115e-09,1.379801389704621e-10,2.840931038635255e-10,3.8497132396903754e-15,2.1766155937315515e-14,9.126494035898229e-12,1.045868322452363e-13,1.212603881813606e-16,1.394041218192165e-07
3.7752174935324706e-09,0.2669074274691934,3.76,0.0,0.9215105656617792,0.9999990955561822,1.9979425825888585e-11,1.9321453804909386e-09,3.242102453407767e-05,3.203277376626872e-05,5.278143782319699e-07,5.559143325168635e-12,3.289833096799438e-12,3.753422693727827e-07,3.720845020729571e-07,1.2511251137628735e-08,9.159168115895296e-09,5.173709975619129e-07,1.9353669559370185e-10,1.4922706045913796e-07,2.1509866355076807e-09,1.429464884311171e-10,2.938857884942176e-10,3.997439618216757e-15,2.3293222042975487e-14,9.308895496604004e-12,1.1005246990757778e-13,1.2762809872421274e-16,1.4179632506606618e-07
3.838909185394738e-09,0.2669074533034925,3.76,0.0,0.9215100070390964,0.9999990736784664,2.1330550089524646e-11,2.0289591248196235e-09,3.296814533681053e-05,3.256663468512985e-05,5.371292934184984e-07,5.756338224332522e-12,3.349810492227252e-12,3.879022766645401e-07,3.844804001336581e-07,1.3148434676105564e-08,9.579773453399742e-09,5.261007469705037e-07,1.9963987027973696e-10,1.5199853758071946e-07,2.2546670452500153e-09,1.4800412406266189e-10,3.038429891676501e-10,4.148458863739121e-15,2.489944527674101e-14,9.491690694495167e-12,1.1570488392208637e-13,1.3421682195991338e-16,1.4418852685418367e-07
3.902600877257005e-09,0.26690747913875185,3.76,0.0,0.9215094483943359,0.9999990515818761,2.2748802209252308e-11,2.1289239777047095e-09,3.3515275516938284e-05,3.310027958966104e-05,5.464665889907846e-07,5.956921534224187e-12,3.409661761263892e-12,4.006619323899388e-07,3.970706247459674e-07,1.3806662748953837e-08,1.0011570692907056e-08,5.348305624345961e-07,2.0582490565659302e-10,1.5478259551540817e-07,2.3615774365748823e-09,1.5315338445544275e-10,3.139646361728454e-10,4.302800739736019e-15,2.658754451382342e-14,9.674762486481573e-12,1.2154718559025508e-13,1.4103052432251667e-16,1.465807271834899e-07
3.966292569119273e-09,0.2669075049749866,3.76,0.0,0.9215088897270369,0.9999990292664487,2.423634582262185e-11,2.2320885424925797e-09,3.406241533330785e-05,3.3633708567100354e-05,5.558267262576371e-07,6.160861785394227e-12,3.4695113995224517e-12,4.136209008630592e-07,4.0985476154998733e-07,1.4486262419269067e-08,1.0454628018644413e-08,5.435604452294973e-07,2.1209138031143255e-10,1.5757943253737805e-07,2.4717647786156205e-09,1.5839439527822387e-10,3.242506597466211e-10,4.4604952666321176e-15,2.8360283525085327e-14,9.85821072651066e-12,1.275824850257553e-13,1.4807318755802112e-16,1.4897292605390554e-07
4.02998426098154e-09,0.266907530812212,3.76,0.0,0.9215083310367362,0.9999990067322213,2.579537863062962e-11,2.3385013340901605e-09,3.46095650471565e-05,3.416692170464877e-05,5.652101686199653e-07,6.368123663889297e-12,3.529501931252535e-12,4.267788467630219e-07,4.2283239692865303e-07,1.518756002991322e-08,1.0909010503806121e-08,5.52290396628111e-07,2.1843888394717516e-10,1.6038924657690153e-07,2.585275930292368e-09,1.6372719729142422e-10,3.347009901497204e-10,4.621572727328504e-15,3.022047662429121e-14,1.004222448772017e-11,1.338138909828616e-13,1.55348808587829e-16,1.5136512346535053e-07
4.0936759528438075e-09,0.2669075566504435,3.76,0.0,0.9215077723229689,0.9999989839792316,2.7428135924913933e-11,2.4482107700132528e-09,3.515672492184697e-05,3.469991908946765e-05,5.746173812747705e-07,6.578725098661109e-12,3.589526603225257e-12,4.401354357081659e-07,4.360031182906681e-07,1.5910881133061075e-08,1.1374780304958781e-08,5.610204179009231e-07,2.2486701878218875e-10,1.6321223518497362e-07,2.7021576291279735e-09,1.691520644609409e-10,3.4531555777069006e-10,4.786063686112103e-15,3.217099352269564e-14,1.0226764610684021e-11,1.4024451075432965e-13,1.628614005466072e-16,1.5375731941774467e-07
4.157367644706075e-09,0.2669075824896962,3.76,0.0,0.9215072135852698,0.9999989610075173,2.9136885731975756e-11,2.5612651835399875e-09,3.5703895221234166e-05,3.5232700808684166e-05,5.840488296253693e-07,6.792696536492233e-12,3.64942007376298e-12,4.53690333957378e-07,4.4936651380828655e-07,1.6656550597141023e-08,1.1851998402371663e-08,5.697505103162847e-07,2.31375397492124e-10,1.6604859558368002e-07,2.8224565075496265e-09,1.7466942354672822e-10,3.5609429304980777e-10,4.953998999567173e-15,3.421475372013078e-14,1.0411644049679185e-11,1.4687745037844595e-13,1.7061499412613518e-16,1.5614951391100713e-07
4.221059336568342e-09,0.26690760832998534,3.76,0.0,0.9215066548231724,0.9999989378171156,3.0923925690343774e-11,2.677712831467826e-09,3.6251076210042836e-05,3.576526694939314e-05,5.935049796864042e-07,7.010027540681664e-12,3.70920845929158e-12,4.6744320785371376e-07,4.629221721577454e-07,1.7424892668085648e-08,1.234072428351576e-08,5.784806751403941e-07,2.379636418575113e-10,1.6889852469703639e-07,2.9462191026563817e-09,1.8027953395838625e-10,3.670371263821978e-10,5.125409808854432e-15,3.635472287655666e-14,1.0596847370174724e-11,1.537158147197488e-13,1.786136371939697e-16,1.585417069450568e-07
4.28475102843061e-09,0.26690763417132596,3.76,0.0,0.9215060960362105,0.9999989144080641,3.279158528666813e-11,2.79760188798925e-09,3.679826815457272e-05,3.629761759865451e-05,6.029862987685959e-07,7.2306891066388474e-12,3.769004844614895e-12,4.813937239877731e-07,4.766696826532268e-07,1.8216230920026514e-08,1.284101518868193e-08,5.872109136371754e-07,2.446313836433343e-10,1.7176221912752465e-07,3.0734918486730795e-09,1.859825371637923e-10,3.781439881592509e-10,5.300327542100974e-15,3.8593915842843514e-14,1.0782481390038577e-11,1.6076270737226148e-13,1.8686139464920991e-16,1.609338985198123e-07
4.348442720292877e-09,0.26690766001373334,3.76,0.0,0.9215055372239146,0.9999988907804005,3.4742228494019366e-11,2.920980437690083e-09,3.7345471323033644e-05,3.682975284349087e-05,6.124932557900809e-07,7.454667967686484e-12,3.828848649916967e-12,4.95541549507519e-07,4.906086354311949e-07,1.903088819965573e-08,1.3352925720250698e-08,5.959412270681973e-07,2.5137826562154986e-10,1.7463987512888618e-07,3.2043210682820554e-09,1.9177860404194605e-10,3.894148088315959e-10,5.478783925094635e-15,4.0935400428748586e-14,1.0968628095954449e-11,1.6802123056244424e-13,1.9536234885456803e-16,1.633260886351917e-07
4.412134412155144e-09,0.2669076858572226,3.76,0.0,0.9215049783858152,0.9999988669341626,3.677825387563059e-11,3.0478964754491805e-09,3.7892685985089685e-05,3.736167277088779e-05,6.220263208199105e-07,7.681974020927028e-12,3.888670859551002e-12,5.098863522282284e-07,5.047386214773204e-07,1.9869186626290143e-08,1.387650829846378e-08,6.046716166927265e-07,2.582039415483474e-10,1.7753168860538584e-07,3.3387529724812292e-09,1.976680171434103e-10,4.008495189223863e-10,5.660810993983236e-15,4.33822980587348e-14,1.1155262592189393e-11,1.754944851596664e-13,2.041206005188049e-16,1.6571827729111294e-07
4.475826104017412e-09,0.2669077117018085,3.76,0.0,0.9215044195214416,0.9999988428693878,3.89020924513964e-11,3.1783979121997327e-09,3.8439912411208947e-05,3.789337746779604e-05,6.315859644469018e-07,7.912617033810328e-12,3.948403090565338e-12,5.244278004523824e-07,5.190592324918346e-07,2.0731447638536723e-08,1.441181385846101e-08,6.134020837678311e-07,2.6510807523092094e-10,1.8043785513394933e-07,3.4768336677299847e-09,2.0365110620075931e-10,4.1244804898435125e-10,5.846441101934984e-15,4.593778149836751e-14,1.134231753309473e-11,1.83185570764307e-13,2.1314026937510438e-16,1.6811046448749325e-07
4.539517795879679e-09,0.2669077375475064,3.76,0.0,0.921503860630323,0.9999988185861141,4.111620617183866e-11,3.312532578845922e-09,3.8987150872575336e-05,3.842486702113285e-05,6.411726577050041e-07,8.146586669691241e-12,4.008071120813103e-12,5.391655627676587e-07,5.335700607834666e-07,2.1617992025656144e-08,1.4958891969750882e-08,6.221326295484086e-07,2.720903398507015e-10,1.8335856997951186e-07,3.6186091608596695e-09,2.097281398216489e-10,4.242103295632314e-10,6.035706920030724e-15,4.8605073222766164e-14,1.1529791229416811e-11,1.9109758575702416e-13,2.2242549433562403e-16,1.705026502242498e-07
4.6032094877419465e-09,0.26690776339433114,3.76,0.0,0.9215033017119874,0.9999987940843789,4.3423088689465364e-11,3.4503482239810992e-09,3.953440164154253e-05,3.8956141517780775e-05,6.507868725198253e-07,8.383861042923538e-12,4.067754830891001e-12,5.540993080802285e-07,5.482706993203716e-07,2.2529139909270378e-08,1.5517790364044196e-08,6.308632552871199e-07,2.791504182286551e-10,1.862940280864523e-07,3.764125356319385e-09,2.158993153626275e-10,4.36136291213645e-10,6.228641439633079e-15,5.138744670812638e-14,1.171775770230207e-11,1.992336272562357e-13,2.319804334803725e-16,1.728948345012993e-07
4.666901179604214e-09,0.2669077892422977,3.76,0.0,0.9215027427659618,0.99999876936422,4.5825267116257e-11,3.5918925091334802e-09,4.008166499195829e-05,3.948720104458582e-05,6.604290820169386e-07,8.624429484830226e-12,4.127481605127419e-12,5.692287058117586e-07,5.631607418533875e-07,2.346521070566246e-08,1.6088554573228018e-08,6.395939622343292e-07,2.862880034894759e-10,1.8924442406020694e-07,3.91342805031958e-09,2.221648475176278e-10,4.482258645409502e-10,6.42527798078424e-15,5.42882291022622e-14,1.1906278231254067e-11,2.0759679104889506e-13,2.4180926439070653e-16,1.752870173185582e-07
4.730592871466481e-09,0.26690781509142103,3.76,0.0,0.921502183791772,0.9999987444256757,4.832530256340413e-11,3.7372130074568974e-09,4.062894119891282e-05,4.001804568835729e-05,6.700997602656022e-07,8.868299962637106e-12,4.187191593201138e-12,5.845534260071307e-07,5.782397829534118e-07,2.4426523115939978e-08,1.667122817108441e-08,6.483247516381204e-07,2.9350279921095726e-10,1.9220995216196e-07,4.0665629291982015e-09,2.2852504204406244e-10,4.604789802149314e-10,6.625650205135848e-15,5.731080252319678e-14,1.2095327818770127e-11,2.1619017157995651e-13,2.519161849577744e-16,1.776791986759426e-07
4.794284563328749e-09,0.266907840941716,3.76,0.0,0.9215016247889436,0.9999987192687834,5.092578870235384e-11,3.886357207649941e-09,4.1176230538278206e-05,4.054867553586926e-05,6.797993818312488e-07,9.115480962809774e-12,4.246822539271743e-12,6.000731391964963e-07,5.935074179115347e-07,2.541339515769109e-08,1.7265853265541322e-08,6.570556247443604e-07,3.007945187859832e-10,1.9519080632369632e-07,4.223575574272178e-09,2.3498024482746616e-10,4.72895568936565e-10,6.829792121484596e-15,6.04586026027663e-14,1.2284846096591778e-11,2.2501686201281888e-13,2.6230541389550757e-16,1.8007137857336824e-07
