Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54)
2.328493884196002e-06,0.1441902119608039,3.76,0.0,0.526427440642913,0.9999999767825084,1.2043953799164244e-09,4.803958643273551e-10,1.4937210188710584e-08,1.612483859375474e-09,4.120974206746266e-09,9.027833383493751e-13,1.0299008242526856e-16,1.9556250055210156e-09,1.4227888014573914e-09,5.912630317705929e-09,1.2140570513085822e-11,5.466197681198982e-09,9.034877735055491e-09,2.484238370197966e-09,6.435579572721244e-10,3.439497337999918e-10,8.784044886993603e-11,6.205959657154688e-16,1.7057047216079504e-15,1.0997598635351638e-14,3.7908260132869834e-14,1.688894060076915e-20,3.94792861582279e-13,1.696503657899162e-17
2.3748060322508556e-06,0.14419021196065326,3.76,0.0,0.5264274400662591,0.9999999761290675,1.2595602134435304e-09,4.890307629943051e-10,1.5291163434490024e-08,1.6131236238319122e-09,4.20504131132634e-09,9.229678232141835e-13,1.0209209246914599e-16,1.9626823536540327e-09,1.4255010443522118e-09,6.0868716885234925e-09,1.2163873890115733e-11,5.597745816477878e-09,9.332881649104308e-09,2.562705954481302e-09,6.566267162269257e-10,3.587909685615126e-10,8.995859518254032e-11,6.606712288319002e-16,1.789427251750487e-15,1.1222573320001171e-14,3.968470897149154e-14,1.794780321881352e-20,4.0264711737720346e-13,1.806049996207016e-17
2.4211181803057093e-06,0.14419021196045642,3.76,0.0,0.5264274394876609,0.9999999754731299,1.315697496603664e-09,4.974860493736715e-10,1.5645435226714332e-08,1.613696137704695e-09,4.288940621942615e-09,9.430774625741445e-13,1.112701412963783e-16,1.9692196535860453e-09,1.4279634476578898e-09,6.26142941768247e-09,1.2185031223151333e-11,5.729507733533376e-09,9.632686663651661e-09,2.6414456491139238e-09,6.694221637587141e-10,3.7394316008927416e-10,9.207749728697845e-11,7.023796428615109e-16,1.8749937777957217e-15,1.1447102417100706e-14,4.150349172323402e-14,1.9048806858763047e-20,4.105014833960872e-13,1.920060328742198e-17
2.467430328360563e-06,0.1441902119602154,3.76,0.0,0.5264274389071962,0.9999999748148161,1.372787013934053e-09,5.057658540403042e-10,1.5999996160227803e-08,1.6142084753683467e-09,4.37268460042862e-09,9.63153321078682e-13,8.387294640287898e-17,1.975273484655287e-09,1.4301982406678585e-09,6.436274290814531e-09,1.2204233339602118e-11,5.861467638830483e-09,9.934202900193932e-09,2.720437351597629e-09,6.819445905121078e-10,3.894059468501797e-10,9.419707146924036e-11,7.457505891734196e-16,1.962392575727076e-15,1.167121905904673e-14,4.3364622652868396e-14,2.0192699474909866e-20,4.183559603983956e-13,2.0386149607884272e-17
2.513742476415417e-06,0.1441902119599322,3.76,0.0,0.5264274383249381,0.999999974154239,1.4308090314584875e-09,5.138744157088808e-10,1.635481943264624e-08,1.6146669729683388e-09,4.4562851063284894e-09,9.831298389120554e-13,9.250117394066629e-17,1.9808780826182086e-09,1.432225782760656e-09,6.611379680390941e-09,1.2221655132152888e-11,5.993610848380397e-09,1.0237345566704698e-08,2.7996623716976578e-09,6.941948161288363e-10,4.051789989442229e-10,9.631724269321617e-11,7.908135114312204e-16,2.0516126341060176e-15,1.189495478632595e-14,4.526811445270485e-14,2.1380228897345806e-20,4.2621054911415774e-13,2.161794367918639e-17
2.5600546244702706e-06,0.14419021195960877,3.76,0.0,0.5264274377409558,0.9999999734915054,1.4897443129740233e-09,5.218160510576735e-10,1.6709880659960427e-08,1.6150772986754108e-09,4.539753375342833e-09,1.0031025195629746e-12,2.9885867933512134e-17,1.9860654557006837e-09,1.434064708688461e-09,6.786721362291504e-09,1.223745652441216e-11,6.1259237318425495e-09,1.0542034755068418e-08,2.8791033602941134e-09,7.061741471945701e-10,4.212620171642657e-10,9.84379439225958e-11,8.375979221269711e-16,2.142643639028737e-15,1.2118339487925064e-14,4.721397839224683e-14,2.261214292317569e-20,4.340652502460855e-13,2.2896792138521763e-17
2.6063667725251243e-06,0.1441902119592468,3.76,0.0,0.5264274371553143,0.9999999728267144,1.5495741110550188e-09,5.295951383006295e-10,1.706515770981286e-08,1.6154445048603604e-09,4.623100037573627e-09,1.0229088049545663e-12,7.720529438105294e-17,1.9908654560696276e-09,1.435731993795139e-09,6.962277350077772e-09,1.2251783467624807e-11,6.2583936501760326e-09,1.0848195175917285e-08,2.9587442300228754e-09,7.178843395555681e-10,4.3765473134033127e-10,1.0055911526276849e-10,8.86133402310132e-16,2.2354759360094806e-15,1.2341401448729198e-14,4.9202224429347056e-14,2.3889189335071508e-20,4.419200644714553e-13,2.422350349712182e-17
2.652678920579978e-06,0.14419021195884812,3.76,0.0,0.5264274365680748,0.9999999721599593,1.6102801718995744e-09,5.372160845107875e-10,1.742063045308334e-08,1.61577310997845e-09,4.706335126029574e-09,1.0426337097247132e-12,1.3908323767696348e-16,1.9953059924708534e-09,1.4372431791896279e-09,7.138027647981807e-09,1.2264769344039377e-11,6.391008870635091e-09,1.1155755816026501e-08,3.0385700470794074e-09,7.293275407480277e-10,4.543568982295347e-10,1.0268070328156808e-10,9.364496074288431e-16,2.330100499621488e-15,1.2564167370047846e-14,5.123286138462709e-14,2.52121159930018e-20,4.4977499244513356e-13,2.559888829989208e-17
2.698991068634832e-06,0.14419021195841425,3.76,0.0,0.5264274359792948,0.9999999714913274,1.6718447465188794e-09,5.446832941308442e-10,1.7776280546937892e-08,1.6160671717991387e-09,4.789468077725425e-09,1.0623992830518785e-12,7.883050760958353e-17,1.9994131307836994e-09,1.438612490513937e-09,7.313954035192698e-09,1.2276536204771078e-11,6.523758495169586e-09,1.146464965824487e-08,3.1185669400848587e-09,7.405062379971007e-10,4.713682997864951e-10,1.048026600215938e-10,9.885762740434212e-16,2.4265089133420738e-15,1.2786662370544868e-14,5.330589709748521e-14,2.65816709227702e-20,4.576300348022316e-13,2.7023759308891845e-17
2.7453032166896856e-06,0.14419021195794676,3.76,0.0,0.5264274353890289,0.9999999708209008,1.7342505930098681e-09,5.520011505828737e-10,1.8132091290398022e-08,1.6163303336706727e-09,4.8725077438880454e-09,1.0819945003992284e-12,1.319921157501345e-16,2.0032111450065477e-09,1.439852892575785e-09,7.490039922280349e-09,1.228719562447351e-11,6.6566324096960986e-09,1.177481347580009e-08,3.1987220355168576e-09,7.514232229109991e-10,4.886887418006248e-10,1.0692494224019638e-10,1.0425432222655002e-15,2.5246933468894897e-15,1.3008910012295068e-14,5.542133852466516e-14,2.799860234527201e-20,4.654851921598131e-13,2.8498931569989213e-17
2.7916153647445393e-06,0.14419021195744727,3.76,0.0,0.526427434797329,0.9999999701487566,1.7974809640156072e-09,5.591740134030118e-10,1.848804755062097e-08,1.6165658423059604e-09,4.955462416828405e-09,1.1015554254947045e-12,1.463403135140814e-16,2.0067226707011956e-09,1.440976224497836e-09,7.666270277925655e-09,1.229684915135286e-11,6.78962125090146e-09,1.2086187679953245e-08,3.279023415456051e-09,7.620815736389361e-10,5.063180527314764e-10,1.0904751158915114e-10,1.0983803524273493e-15,2.6246465222548926e-15,1.3230932372275922e-14,5.757919177812133e-14,2.946365863286113e-20,4.733404651177091e-13,3.00252223218151e-17
2.837927512799393e-06,0.14419021195691697,3.76,0.0,0.5264274342042432,0.9999999694749667,1.8615196019465842e-09,5.662062018235614e-10,1.884413560829574e-08,1.6167765945210363e-09,5.038339850446139e-09,1.1211319962247617e-12,6.593537440778702e-17,2.009968767278142e-09,1.4419932565983845e-09,7.84263147525645e-09,1.2305589247228584e-11,6.9227163485746304e-09,1.2398716076827466e-08,3.3594600441844516e-09,7.724846175635204e-10,5.242560820510394e-10,1.111703338128323e-10,1.156117645927694e-15,2.7263616817161634e-15,1.345275009596785e-14,5.977946222459735e-14,3.097758832386691e-20,4.811958542603754e-13,3.16034510188673e-17
2.8796084460487614e-06,0.14419021195641457,3.76,0.0,0.5264274336693194,0.9999999688672051,1.9198324018583757e-09,5.724184159689085e-10,1.9164717211523796e-08,1.6169472593249446e-09,5.112869488816544e-09,1.1385868253009682e-12,1.1077034890634292e-16,2.0126795230343566e-09,1.442825815062131e-09,8.001458156878051e-09,1.23127442512608e-11,7.042586129605165e-09,1.2680934559371451e-08,3.4319601755898876e-09,7.816319877927334e-10,5.406641538291246e-10,1.1308106442141856e-10,1.2097306967569188e-15,2.8194066352947752e-15,1.3652227026864815e-14,6.179597625164935e-14,3.238253063298763e-20,4.882658042990551e-13,3.306894291077799e-17
2.9212893792981298e-06,0.1441902119558893,3.76,0.0,0.5264274331333423,0.9999999682582119,1.978775960426099e-09,5.785231889216085e-10,1.9485387137560536e-08,1.617101693704143e-09,5.187347351904517e-09,1.1561075692178508e-12,1.9242647746131317e-17,2.0152045326007422e-09,1.4435868083138168e-09,8.160372511929711e-09,1.2319284200730613e-11,7.162530006985144e-09,1.2964008301177272e-08,3.504554620951137e-09,7.905781225950239e-10,5.573220977728357e-10,1.1499195465351023e-10,1.2649292070297042e-15,2.9138694768120177e-15,1.3851566929436038e-14,6.384685511013553e-14,3.3828212839413135e-20,4.953358493182503e-13,3.4577770756489795e-17
2.962970312547498e-06,0.14419021195534196,3.76,0.0,0.5264274325963421,0.9999999676480312,2.038339428394627e-09,5.8452352877681e-10,1.980613778538749e-08,1.617241442779657e-09,5.261778051843212e-09,1.1734344227086626e-12,8.163733836611466e-17,2.0175562577109238e-09,1.4442822284765055e-09,8.319366991126014e-09,1.2325260842827351e-11,7.282542898512475e-09,1.3247902541805201e-08,3.5772369114798816e-09,7.993258334886943e-10,5.742298418450062e-10,1.169029860747886e-10,1.321735204971198e-15,3.009746258449246e-15,1.405078208500283e-14,6.593210150562332e-14,3.531518100200372e-20,5.024059897185158e-13,3.6130536633859264e-17
3.0046512457968664e-06,0.1441902119547735,3.76,0.0,0.5264274320583472,0.9999999670367046,2.0985122601702323e-09,5.904223924847377e-10,2.0126962202874145e-08,1.6173679011826308e-09,5.336165904056232e-09,1.1907089958438911e-12,1.3972531141473603e-16,2.0197464053997737e-09,1.444917618637108e-09,8.478434689794862e-09,1.2330721649358385e-11,7.4026200664984265e-09,1.3532584273162568e-08,3.650001016894983e-09,8.078780266437173e-10,5.913873243489778e-10,1.1881414226269832e-10,1.38017077046476e-15,3.1070333050854215e-15,1.424988398493303e-14,6.805171782318858e-14,3.684398125732788e-20,5.094762258936324e-13,3.772784403274343e-17
3.0463321790462348e-06,0.1441902119541847,3.76,0.0,0.5264274315193854,0.9999999664242708,2.159284211042069e-09,5.962226807689641e-10,2.0447854033096924e-08,1.617482328822815e-09,5.4105149363540756e-09,1.2079247186020781e-12,2.0087176403155888e-16,2.0217859055538518e-09,1.445498046401168e-09,8.637569294543082e-09,1.2335710163482777e-11,7.522757096983313e-09,1.3818022150968292e-08,3.7228413189676153e-09,8.162376894183909e-10,6.08794493306172e-10,1.2072540830447228e-10,1.4402580350319514e-15,3.20572720314095e-15,1.4448883354547397e-14,7.020570616102428e-14,3.8415159817731774e-20,5.165465582312456e-13,3.937029785444844e-17
3.088013112295603e-06,0.14419021195357626,3.76,0.0,0.5264274309794829,0.9999999658107677,2.2206453311802472e-09,6.01927233035323e-10,2.0768807447098923e-08,1.6175858694543888e-09,5.484828904877369e-09,1.2252691294574116e-12,5.556450052607777e-17,2.02368500862933e-09,1.4460281923718625e-09,8.796765016418111e-09,1.2340266401700158e-11,7.642949872155403e-09,1.4104186374524123e-08,3.795752576415224e-09,8.244078737414216e-10,6.264513055732484e-10,1.2263677077372764e-10,1.502019181004238e-15,3.3058247819786214e-15,1.46477901953135e-14,7.239406836997974e-14,4.002926295601353e-20,5.236169871136537e-13,4.1058504389084816e-17
3.1296940455449714e-06,0.144190211952949,3.76,0.0,0.526427430438664,0.9999999651962298,2.282585956531195e-09,6.075388253940486e-10,2.10898170895984e-08,1.6176795638789727e-09,5.559111313994129e-09,1.2424006569871195e-12,8.552688086840745e-17,2.0254532563386686e-09,1.446512306534313e-09,8.956016536997294e-09,1.2344427234737375e-11,7.763194545620542e-09,1.4391048574605043e-08,3.868729893424015e-09,8.323916817196977e-10,6.443577259727495e-10,1.24548217159253e-10,1.5654764397085581e-15,3.407323097471468e-15,1.4846613837743512e-14,7.461680608170938e-14,4.1686836975516673e-20,5.306875129184499e-13,4.279307126596997e-17
3.1713749787943398e-06,0.14419021195230353,3.76,0.0,0.5264274298969529,0.9999999645806906,2.3450967047181173e-09,6.13060171952662e-10,2.1410878072952307e-08,1.6177643503334129e-09,5.633365422933074e-09,1.2594480843584405e-12,1.469289701899902e-16,2.0270996102940775e-09,1.4469543306527008e-09,9.115319002358545e-09,1.234822639465365e-11,7.883487537951521e-09,1.4678581790765972e-08,3.94176871398402e-09,8.401922644946288e-10,6.625137270993621e-10,1.2645973643382454e-10,1.6306520902374266e-15,3.5102194251104687e-15,1.5045362959178838e-14,7.687392070946692e-14,4.338842819137107e-20,5.377581360185982e-13,4.457460742001043e-17
3.2088878187187714e-06,0.14419021195170767,3.76,0.0,0.5264274294086688,0.9999999640258753,2.4018363009837234e-09,6.17954415787296e-10,2.1699873163193872e-08,1.6178337418919472e-09,5.700172429820837e-09,1.2748283974288498e-12,1.067491834830269e-16,2.028484032971549e-09,1.4473191519898722e-09,9.258731113302562e-09,1.2351361954573098e-11,7.991789787704217e-09,1.4937914199337852e-08,4.007552730129997e-09,8.470587680266682e-10,6.790675028200437e-10,1.2818015788128388e-10,1.6907978518475572e-15,3.604019334996424e-15,1.522418012314438e-14,7.893471714519261e-14,4.4957946510740477e-20,5.441217803011119e-13,4.6218652999058533e-17
3.246400658643203e-06,0.1441902119510981,3.76,0.0,0.5264274289196962,0.9999999634702962,2.4590238647421225e-09,6.227795952605955e-10,2.1988903243982138e-08,1.6178971628874858e-09,5.766961021357545e-09,1.290094649185461e-12,1.4350608187215665e-16,2.029782184386761e-09,1.4476551945841603e-09,9.402177939666582e-09,1.2354250267270059e-11,8.100126209863709e-09,1.5197751542429356e-08,4.073380243427344e-09,8.537817889370496e-10,6.958234123380947e-10,1.2990062361426212e-10,1.7523699004655748e-15,3.6989478894761296e-15,1.5402948925198043e-14,8.102336063410018e-14,4.6563959501460095e-20,5.504855039578653e-13,4.7901683634323814e-17
3.2839134985676345e-06,0.14419021195047527,3.76,0.0,0.5264274284300499,0.999999962913974,2.516653114785675e-09,6.27537553237401e-10,2.2277965556798942e-08,1.617955126979258e-09,5.833733118445543e-09,1.305436276116228e-12,4.560175637035145e-17,2.0309994528943798e-09,1.4479647122670931e-09,9.545656742092971e-09,1.2356910500450794e-11,8.208494675064765e-09,1.5458076757566935e-08,4.139248543551216e-09,8.603636838199315e-10,7.127814493161334e-10,1.3162112766488991e-10,1.8153845710893154e-15,3.795003500171432e-15,1.558167447809773e-14,8.313985184384785e-14,4.8206865358805954e-20,5.568493072530617e-13,4.962414579607987e-17
3.321426338492066e-06,0.14419021194983964,3.76,0.0,0.5264274279397447,0.9999999623569285,2.574717936561385e-09,6.322300888520102e-10,2.256705755002812e-08,1.6180081054784194e-09,5.900490516413552e-09,1.3205963644282575e-12,1.0019035588160846e-16,2.0321408597581453e-09,1.4482497430566401e-09,9.68916498673878e-09,1.2359360434320067e-11,8.316893183292859e-09,1.571887349909616e-08,4.205155084818462e-09,8.668068158393201e-10,7.299416109555588e-10,1.3334166431052937e-10,1.879858226302975e-15,3.892184689631893e-15,1.5760361559772362e-14,8.528419135196366e-14,4.9887062224760306e-20,5.632131904490326e-13,5.1386486708620175e-17
3.3589391784164977e-06,0.14419021194919157,3.76,0.0,0.5264274274487946,0.9999999617991784,2.6332123802371255e-09,6.368589580799215e-10,2.2856176875914577e-08,1.618056527752261e-09,5.967234887686516e-09,1.3357335366067102e-12,1.301170434955743e-16,2.0332111652409304e-09,1.4485122124915854e-09,9.832700342221947e-09,1.2361616448641399e-11,8.425319861777951e-09,1.598012612767986e-08,4.271097483506754e-09,8.731135544522441e-10,7.473038979149613e-10,1.350622285634644e-10,1.9458072556523403e-15,3.990490086888555e-15,1.59390146204871e-14,8.745637964667909e-14,5.160494817817513e-20,5.695771538062726e-13,5.3189154333180825e-17
3.3964520183409293e-06,0.14419021194853157,3.76,0.0,0.5264274269572128,0.9999999612407421,2.692130657025456e-09,6.414258737667511e-10,2.3145321375804884e-08,1.6181007846957467e-09,6.033967788026439e-09,1.3507979006753167e-12,1.9122375894908521e-16,2.034214812263519e-09,1.4487538719414232e-09,9.976260664983959e-09,1.2363693644867972e-11,8.533772957748583e-09,1.6241819676772594e-08,4.3370735086317725e-09,8.792862713632095e-10,7.648683140583752e-10,1.3678281577177985e-10,2.0132480747398973e-15,4.0899184215839154e-15,1.611763779943961e-14,8.965641713434415e-14,5.3360921220263964e-20,5.759411975836054e-13,5.503259734320639e-17
3.433964858265361e-06,0.1441902119478599,3.76,0.0,0.5264274264650123,0.9999999606816363,2.7514671479402964e-09,6.45932501528679e-10,2.343448907129857e-08,1.6181412314041472e-09,6.100690656699977e-09,1.3659321121750935e-12,1.242072589070041e-16,2.0351559754488276e-09,1.4489763516276484e-09,1.0119843990477463e-08,1.2365605882448817e-11,8.642250836678592e-09,1.6503939855941948e-08,4.403081079715609e-09,8.85327334209175e-10,7.826348663027963e-10,1.3850342181781883e-10,2.082197126416093e-15,4.190468521542562e-15,1.629623492517468e-14,9.188430414511465e-14,5.515537924566675e-20,5.823053220383474e-13,5.691726515690919e-17
3.4714776981897925e-06,0.14419021194717702,3.76,0.0,0.5264274259722056,0.9999999601218778,2.811216345760768e-09,6.50380475456024e-10,2.3723678097294815e-08,1.618178200674253e-09,6.16740485842214e-09,1.3809119187276151e-12,1.7974555754808637e-16,2.0360386005814024e-09,1.4491811484060026e-09,1.0263448466692563e-08,1.2367366258501006e-11,8.75075193945297e-09,1.6766472810166352e-08,4.469118212266106e-09,8.912391056387399e-10,8.006035634740919e-10,1.4022404263739113e-10,2.152670871253319e-15,4.2921392795754734e-15,1.647480962741086e-14,9.414004096170656e-14,5.698872006746964e-20,5.886695274268998e-13,5.884360767689468e-17
3.508990538114224e-06,0.14419021194648313,3.76,0.0,0.5264274254788042,0.9999999595614817,2.871372935738848e-09,6.547713748632262e-10,2.401288677749481e-08,1.6182119883372558e-09,6.234111632287712e-09,1.3959374935812664e-12,1.3427395296429692e-16,2.03686636953656e-09,1.449369657746262e-09,1.0407072429106969e-08,1.2368986555547996e-11,8.859274833848156e-09,1.7029405422600093e-08,4.535183083302611e-09,8.970239377646005e-10,8.187744175581556e-10,1.4194467484739724e-10,2.2246857995017853e-15,4.394929693149497e-15,1.665336520087227e-14,9.642362778816402e-14,5.886134133337277e-20,5.950338140040589e-13,6.081207561695e-17
3.5465033780386556e-06,0.14419021194577872,3.76,0.0,0.5264274249848202,0.9999999590004631,2.9319317092368707e-09,6.591067483758669e-10,2.4302113533151886e-08,1.618242871335371e-09,6.300812151007424e-09,1.4108349405551853e-12,1.8221066292889592e-16,2.0376427546445435e-09,1.4495431531890655e-09,1.0550714310094051e-08,1.2370477899494184e-11,8.967818154532444e-09,1.729272497130901e-08,4.601273954986615e-09,9.026841739067368e-10,8.371474421514926e-10,1.436653150737366e-10,2.2982584181811205e-15,4.498838818158217e-15,1.6831904763232415e-14,9.873506478835472e-14,6.077364059466836e-20,6.013981820239507e-13,6.28231201492195e-17
3.5840162179630872e-06,0.1441902119450641,3.76,0.0,0.5264274244902644,0.9999999584388366,2.992887608812845e-09,6.633881005079667e-10,2.4591356919481835e-08,1.6182711008540489e-09,6.3675074948825e-09,1.4258528816938206e-12,4.586089372997827e-17,2.038371046696929e-09,1.4497028500585056e-09,1.0694372675048004e-08,1.2371850474486642e-11,9.076380629107244e-09,1.755641928779006e-08,4.667389207767914e-09,9.082221433595878e-10,8.5572265304439e-10,1.4538596048962048e-10,2.3734052576935373e-15,4.603865788045723e-15,1.70104311857288e-14,1.0107435207133712e-13,6.272601524752065e-20,6.077626317397711e-13,6.487719308496116e-17
3.621529057887519e-06,0.1441902119443395,3.76,0.0,0.5264274239951473,0.9999999578766156,3.054235757973777e-09,6.676168823126476e-10,2.4880615642682324e-08,1.6182968993763852e-09,6.434198637822794e-09,1.4406602284990907e-12,9.529474493266022e-17,2.039054202592061e-09,1.449849774358222e-09,1.0838046239324329e-08,1.2373113443929805e-11,9.184961091952459e-09,1.782047684855012e-08,4.733527358007442e-09,9.136401541435295e-10,8.745000684608093e-10,1.4710660827544722e-10,2.45014287503702e-15,4.710009824791675e-15,1.7188947055838665e-14,1.0344148968513437e-13,6.471886246095486e-20,6.141271634035073e-13,6.697474696237152e-17
3.6590418978119504e-06,0.14419021194360535,3.76,0.0,0.5264274234994794,0.9999999573138126,3.115971376257215e-09,6.717945158821456e-10,2.5169888480520058e-08,1.618320476070929e-09,6.500886501261778e-09,1.4554285127599736e-12,1.3896254967371804e-16,2.0396951062636072e-09,1.4499849529091009e-09,1.0981733789329348e-08,1.2374275452917412e-11,9.29355842995448e-09,1.8084886456358313e-08,4.799686988898115e-09,9.189404997945607e-10,8.934797077353123e-10,1.4882725605759324e-10,2.5284878414077576e-15,4.8172701944293974e-15,1.7367454821101348e-14,1.058364776494405e-13,6.675257926562664e-20,6.204917772667021e-13,6.911623470772432e-17
3.696554737736382e-06,0.14419021194286186,3.76,0.0,0.5264274230032701,0.9999999567504411,3.1780897839203878e-09,6.759223929459134e-10,2.5459174285597175e-08,1.6183420261725943e-09,6.567571951821561e-09,1.4701865947449752e-12,1.4473573715448845e-16,2.0402964872742194e-09,1.4501093353118966e-09,1.1125434185790511e-08,1.2375344632163656e-11,9.402171584913078e-09,1.834963725562739e-08,4.865866753528447e-09,9.241254580989717e-10,9.126615913586583e-10,1.5054790154553113e-10,2.6084567431432884e-15,4.925646210341876e-15,1.754595678287278e-14,1.0825931595432499e-13,6.882756254927409e-20,6.268564735805467e-13,7.130210966114921e-17
3.7340675776608136e-06,0.1441902119421093,3.76,0.0,0.5264274225065296,0.9999999561865124,3.240586447250957e-09,6.800018610536365e-10,2.574847201624326e-08,1.618361725310926e-09,6.634255778096004e-09,1.4849209754904976e-12,1.2781986705404749e-16,2.0408608739088303e-09,1.450223780596453e-09,1.1269146394428884e-08,1.2376328378437807e-11,9.510799576826195e-09,1.86147188807459e-08,4.932065404520161e-09,9.291972828101267e-10,9.320457414342583e-10,1.5226854265652217e-10,2.6900661878115025e-15,5.035137250868788e-15,1.7724455034412816e-14,1.1071000454817221e-13,7.094420897255986e-20,6.33221252595655e-13,7.353282574306135e-17
3.771580417585245e-06,0.14419021194134793,3.76,0.0,0.5264274220092667,0.999999955622038,3.303456985710518e-09,6.840342210559239e-10,2.6037780735394548e-08,1.618379729908591e-09,6.700938690088131e-09,1.4996021561288898e-12,1.2130095395213069e-16,2.0413905941612653e-09,1.4503290610228724e-09,1.1412869484843443e-08,1.2377233359659099e-11,9.619441504505605e-09,1.8880121467901837e-08,4.998281794811829e-09,9.34158199567991e-10,9.516321816131469e-10,1.5398917752601838e-10,2.773332803988583e-15,5.1457427569722534e-15,1.7902951459391123e-14,1.1318854333853602e-13,7.310291491905256e-20,6.395861145619033e-13,7.580883744809108e-17
3.8259727102631534e-06,0.14419021194022896,3.76,0.0,0.5264274212873432,0.9999999548026233,3.3952723969385747e-09,6.897999143818337e-10,2.64572859004298e-08,1.6184031206183106e-09,6.7976262747360734e-09,1.5208002204092892e-12,1.2457889510451056e-16,2.0421015831158994e-09,1.4504669071359466e-09,1.1621280454362122e-08,1.2378418292005466e-11,9.776991482264223e-09,1.9265496499369052e-08,5.094322525384626e-09,9.411588567878602e-10,9.803911820236004e-10,1.5648402274135865e-10,2.897043890127484e-15,5.308095276877443e-15,1.8161765284202192e-14,1.1683180377652174e-13,7.630847680259064e-20,6.488150874082605e-13,7.919035647075735e-17
3.880365002941062e-06,0.14419021193909282,3.76,0.0,0.5264274205643662,0.9999999539821158,3.4878522466715865e-09,6.954729692313829e-10,2.6876809926084754e-08,1.61842364922539e-09,6.89431513851253e-09,1.5419248860698117e-12,1.0740562471098294e-16,2.0427505422726565e-09,1.450589008084796e-09,1.1829710090326198e-08,1.2379467867404321e-11,9.934566575120325e-09,1.9651498536161144e-08,5.1903952262227e-09,9.479375913904504e-10,1.0095756064637175e-09,1.589788465853772e-10,3.0243247941716492e-15,5.4727883502509144e-15,1.84205837558905e-14,1.2053361569979672e-13,7.96045042415695e-20,6.580442359357768e-13,8.266944957716551e-17
3.934757295618971e-06,0.14419021193794024,3.76,0.0,0.5264274198403601,0.9999999531605458,3.5811843732182616e-09,7.010569818409003e-10,2.7296350651591914e-08,1.6184416681320246e-09,6.991006898681669e-09,1.5629468214575177e-12,1.0294933349493087e-16,2.0433431778291404e-09,1.4506971571591083e-09,1.203815624739673e-08,1.2380397529450753e-11,1.0092164587109502e-08,2.003810118243484e-08,5.28649710223265e-09,9.545009117849998e-10,1.0391855362525705e-09,1.614736448820742e-10,3.1552263695504653e-15,5.639820730380177e-15,1.8679411157744187e-14,1.2429397856218014e-13,8.299220300202351e-20,6.672735609038975e-13,8.624750670064561e-17
3.9891495882968795e-06,0.14419021193677195,3.76,0.0,0.5264274191153482,0.9999999523379413,3.675257112146631e-09,7.065553934063372e-10,2.771590617919097e-08,1.6184574833961688e-09,7.087702960542926e-09,1.583840973968451e-12,1.3960186952875032e-16,2.043884649581001e-09,1.4507929327824775e-09,1.2246617041391387e-08,1.2381220870860756e-11,1.0249783537133307e-08,2.04252795196577e-08,5.382625631809782e-09,9.608551966771316e-10,1.069221055854576e-09,1.639684140065449e-10,3.2897995336424927e-15,5.809191340449795e-15,1.893825120790572e-14,1.2811289171908272e-13,8.647277759245837e-20,6.765030630711981e-13,8.992591952243332e-17
4.043541880974788e-06,0.1441902119355885,3.76,0.0,0.5264274183893534,0.9999999515143284,3.7700592333638484e-09,7.119715088873243e-10,2.81354748169834e-08,1.618471365449871e-09,7.184404558672102e-09,1.6046739856610841e-12,1.4330019121668201e-16,2.0443796822624446e-09,1.4508777548862284e-09,1.2455090792531964e-08,1.2381950026479399e-11,1.0407421618457006e-08,2.0813009871333934e-08,5.478778515285572e-09,9.67006698727543e-10,1.099682251860996e-09,1.6646315080825879e-10,3.4280952590187808e-15,5.980899245028645e-15,1.9197107169399962e-14,1.3199035445031313e-13,9.004743130267842e-20,6.857327431963508e-13,9.370608123232508e-17
4.097934173652697e-06,0.14419021193439052,3.76,0.0,0.5264274176623962,0.9999999506897326,3.8655799599452e-09,7.173084909770673e-10,2.8555055077674246e-08,1.6184835495260305e-09,7.281112756457199e-09,1.6254626380973376e-12,9.569808540048633e-17,2.044832544665381e-09,1.4509528691976402e-09,1.2663576024199073e-08,1.2382595686216152e-11,1.0565077200131464e-08,2.1201269835359052e-08,5.574953676737475e-09,9.729615328471763e-10,1.130569212788433e-09,1.6895785252478947e-10,3.5701645731742e-15,6.154943644610004e-15,1.9455981848938375e-14,1.3592636596101386e-13,9.371736604208851e-20,6.949626020377857e-13,9.758938652133392e-17
