Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56),CH2F(45),C2H2F3O2(908),C2HF3O(401),CH3-CF2(64),CHF2-CH2(63),CFO(50),FC1(F)CO1(1321),CH2O(19),CHF2-CHF(66),HCO(14),[O]O[C](F)F(171),C2H3F2O2(1300),O[C](F)F(239),H2O2(11),CF2CH(72),C2HF2O(1089)
0.004687087792783611,0.48216203274456737,3.76,0.0,0.7898115007505448,0.9949042956535034,0.004970201028602698,1.162045623153742e-06,0.0001558934446112789,1.4216726464664212e-08,5.6171102869220664e-05,7.651962281344033e-12,7.183592574568278e-16,4.836682757786217e-08,5.342251824997473e-09,5.541431889933625e-05,8.528972420432749e-11,1.4435949597364972e-05,2.9272580255793752e-05,9.574685311638026e-05,8.13243788054938e-08,0.004946370363399488,1.8062492607441557e-05,7.840125942707715e-05,3.819894628660103e-07,1.4377002700692258e-10,1.0393464770202378e-05,1.855354116376004e-08,7.001443717538248e-07,6.547916847037864e-06,1.7986641932564584e-09,1.1000728508129272e-10,2.0262978984750265e-14,2.2048356724140213e-05,1.1402243199581104e-14,3.706757967791491e-12,6.526204985603324e-10,1.2458592175034084e-08,1.9050408944125027e-11,3.93477903795242e-12,1.51469703214911e-19,5.988791949936369e-15,2.70774222662161e-15,4.165800080120824e-09,3.1052205289237137e-14,1.5779623534020302e-11,3.2606872925781545e-11,1.830333834418785e-14,7.716386221437446e-16,2.867872953113234e-15,1.072814100428643e-12,1.3883182180633542e-06,2.1867115537199494e-15,7.466936585010506e-11
0.004763754312583997,0.48216217901626,3.76,0.0,0.7896912431508001,0.9947888077511711,0.0050843867402442415,1.1630023282604278e-06,0.00015911508845626487,1.4217343950077838e-08,5.621563874549786e-05,7.651404099851623e-12,7.183068546872433e-16,4.840321088043835e-08,5.342986772821584e-09,5.632893929852311e-05,8.533210114363841e-11,1.4558564569687265e-05,2.929242030330306e-05,9.767823759518232e-05,8.139806470497538e-08,0.005060205517368013,1.8384151422359012e-05,8.053739165404741e-05,3.9957717832189556e-07,1.438674127048077e-10,1.0844124801280438e-05,1.9045213831988902e-08,7.078161150018774e-07,6.733410189177596e-06,1.8461156575954558e-09,1.1119803053796131e-10,2.0482136271489155e-14,2.204579736393823e-05,1.1724660321320166e-14,3.827876146318963e-12,6.74005881895941e-10,1.3162981697446643e-08,1.9075815944966626e-11,4.063244705270049e-12,1.5590163367262812e-19,6.364897856655369e-15,2.8676441564084873e-15,4.244301908371946e-09,3.342169261673108e-14,1.664289637643544e-11,3.3705436526092176e-11,1.8976744528688922e-14,7.728256926225102e-16,3.047788469210846e-15,1.0913599690345672e-12,1.4245064554984608e-06,2.312455495543616e-15,7.739882018207873e-11
0.0048404208323843834,0.4821623260564802,3.76,0.0,0.7895709111377189,0.9946732510699218,0.00519864664234151,1.1638705641194729e-06,0.00016234628971013499,1.4217962374001746e-08,5.625585500828846e-05,7.650845806729091e-12,7.182544413765303e-16,4.843713290573174e-08,5.343684524607304e-09,5.724369889552463e-05,8.537319192187776e-11,1.4678031296414064e-05,2.9309998532507462e-05,9.961011210394352e-05,8.146569744992677e-08,0.005174113556425403,1.8699104884438437e-05,8.267623469814993e-05,4.1757005404487637e-07,1.4395370908774372e-10,1.1302655589285561e-05,1.953625862223125e-08,7.152159597330456e-07,6.9195070203888974e-06,1.8934950370570224e-09,1.1234569439372138e-10,2.0693365390296858e-14,2.2043236479506244e-05,1.2047867759103791e-14,3.949772392387744e-12,6.955541692840674e-10,1.3890386528203791e-08,1.909981470894095e-11,4.192662058183882e-12,1.6034340967941433e-19,6.7551529938999835e-15,3.033050090391661e-15,4.32103671385483e-09,3.5912291741034363e-14,1.7543422585664756e-11,3.48118519097237e-11,1.9656497163943533e-14,7.738931828798423e-16,3.234450186703081e-15,1.1098653217310567e-12,1.4606737967894903e-06,2.4422913441978833e-15,8.015273004284866e-11
0.00491708735218477,0.48216247384895855,3.76,0.0,0.7894505132569891,0.9945576337470624,0.005312972409865124,1.1646585681659904e-06,0.00016558673609936713,1.421858161962377e-08,5.6292154185123296e-05,7.650287401526127e-12,7.1820201748913e-16,4.84688233500004e-08,5.344346725853826e-09,5.815859152093958e-05,8.541304997801057e-11,1.4794424124519321e-05,2.9325526006915746e-05,0.00010154238192181137,8.152782576154706e-08,0.005288086107724113,1.9007408681285986e-05,8.481747388714975e-05,4.35966090187266e-07,1.440299509993515e-10,1.1768891336819203e-05,2.002667011526979e-08,7.223574738945423e-07,7.106181009124111e-06,1.940801832951731e-09,1.1345242532618316e-10,2.0897061934056555e-14,2.2040674251177513e-05,1.2371818059604985e-14,4.0724149760458544e-12,7.17258921051249e-10,1.4640949446250149e-08,1.912253777779988e-11,4.3229919472446705e-12,1.6479460321326256e-19,7.159687010448845e-15,3.2040016201960798e-15,4.396026959985325e-09,3.8526889941594315e-14,1.8482327173834293e-11,3.5925798588889094e-11,2.03424945257463e-14,7.748519990171381e-16,3.427918057126063e-15,1.128334194334238e-12,1.4968030984522915e-06,2.576243788140334e-15,8.293065398245491e-11
0.004993753871985156,0.4821626223776753,3.76,0.0,0.789330057255748,0.9944419631557833,0.005427356494012123,1.1653738273608783e-06,0.00016883612989709423,1.421920158092568e-08,5.632490214813724e-05,7.649728883775474e-12,7.181495829873629e-16,4.849849104270206e-08,5.344974995714995e-09,5.9073611294106705e-05,8.545172801598692e-11,1.4907816252551466e-05,2.9339194547910464e-05,0.00010347496121912448,8.158494960521687e-08,0.005402115580090952,1.930912716751734e-05,8.69608235006671e-05,4.5476332668492775e-07,1.4409707893240507e-10,1.2242667753573434e-05,2.0516448539357772e-08,7.292539144221295e-07,7.29340816125564e-06,1.988036094241726e-09,1.1452032212047519e-10,2.1093612288247397e-14,2.203811084235148e-05,1.2696468610847299e-14,4.195773939434001e-12,7.391139844559981e-10,1.541480719673263e-08,1.9144105618028004e-11,4.454196970829874e-12,1.6925484833630054e-19,7.57862344233783e-15,3.3805388070483978e-15,4.469297112157225e-09,4.1268342552896326e-14,1.9460742054049967e-11,3.7046972813870347e-11,2.103464938554915e-14,7.75712088812882e-16,3.628249058722609e-15,1.1467703118251353e-12,1.5328778132811347e-06,2.714336781185419e-15,8.573221027759595e-11
0.005070420391785542,0.4821627716268653,3.76,0.0,0.7892095501555846,0.9943262459751174,0.0055417920512581716,1.1660231435575987e-06,0.00017209418700265235,1.4219822161721658e-08,5.6354431304952476e-05,7.649170253008092e-12,7.180971378328803e-16,4.852632575572334e-08,5.3455709209850155e-09,5.998875261691803e-05,8.548927779809914e-11,1.5018279684944383e-05,2.9351178411866336e-05,0.00010540777224311076,8.163752434874326e-08,0.005516195092643007,1.960433226027857e-05,8.9106024201434e-05,4.7395984704885937e-07,1.4415594725351782e-10,1.272382225680504e-05,2.1005598852542315e-08,7.35918190057724e-07,7.48116661900402e-06,2.03519832825055e-09,1.1555142785320349e-10,2.1283392563393238e-14,2.203554640104416e-05,1.302178121294018e-14,4.3198209878672785e-12,7.611134838608584e-10,1.6212090834980498e-08,1.916462767125211e-11,4.586241414826303e-12,1.7372383380192509e-19,8.01207995752358e-15,3.562700253340837e-15,4.540873294735746e-09,4.413947267372188e-14,2.0479805543937205e-11,3.817508662599122e-11,2.1732887629837957e-14,7.764825194412149e-16,3.835497315866822e-15,1.1651771072606972e-12,1.5688819867287918e-06,2.8565935804895654e-15,8.855707121233437e-11
0.005147086911585929,0.48216292158102403,3.76,0.0,0.7890889983191448,0.9942104882537637,0.005656272878625156,1.1666126936655845e-06,0.0001753606360845204,1.4220443274776752e-08,5.638104353591139e-05,7.648611508764567e-12,7.180446819877654e-16,4.855249986961866e-08,5.346136051148852e-09,6.090401016679972e-05,8.552574997390618e-11,1.5125885195396788e-05,2.936163583375718e-05,0.00010734074457501591,8.168596459630215e-08,0.005630318409650916,1.98931024353361e-05,9.125284067775434e-05,4.935537811963941e-07,1.4420733177284762e-10,1.321219414560346e-05,2.1494129934618356e-08,7.423628316439101e-07,7.669436475808718e-06,2.0822894220671667e-09,1.1654772525575876e-10,2.1466767744309724e-14,2.2032981061302538e-05,1.3347721680820076e-14,4.444529387729908e-12,7.832518109061226e-10,1.7032926048071112e-08,1.9184203321307593e-11,4.7190911923740124e-12,1.782012964192294e-19,8.460168594179073e-15,3.750523169811666e-15,4.610782987662049e-09,4.714307093719525e-14,2.154066190345004e-11,3.930986696315372e-11,2.2437146968672992e-14,7.771715500405971e-16,4.049714215378129e-15,1.1835577403009264e-12,1.6048002522227876e-06,3.003036780376851e-15,9.140495773012724e-11
0.005223753431386315,0.48216307222491067,3.76,0.0,0.7889684075108601,0.9940946954682632,0.005770793354662314,1.1671480849326681e-06,0.00017863521778313407,1.4221064840999766e-08,5.640501289329523e-05,7.648052650603707e-12,7.179922154153694e-16,4.8577169905554384e-08,5.346671894379306e-09,6.181937888902481e-05,8.556119394078344e-11,1.5230702298216411e-05,2.937071044550388e-05,0.00010927381445289034,8.173064771749189e-08,0.005744479881145854,2.0175521816207735e-05,9.340105948268336e-05,5.135433074566925e-07,1.4425193669935575e-10,1.3707624751376662e-05,2.198205387747238e-08,7.485999690414361e-07,7.85819960611131e-06,2.1293105735428566e-09,1.175111331217813e-10,2.16440910312828e-14,2.2030414944493866e-05,1.3674259477414687e-14,4.569873870884036e-12,8.055236147312603e-10,1.7877433455514236e-08,1.920292278307255e-11,4.8527137839469034e-12,1.8268701510954895e-19,8.92299599254338e-15,3.944043438724041e-15,4.679054758608163e-09,5.028189533468995e-14,2.2644460904176456e-11,4.045105481665738e-11,2.314737573395187e-14,7.777866992432194e-16,4.2709485196840154e-15,1.2019151151917717e-12,1.6406178255257324e-06,3.153688342546109e-15,9.42756344591765e-11
0.005300419951186701,0.48216322354355134,3.76,0.0,0.7888477829522794,0.9939788725760039,0.005885348385671673,1.1676344056690053e-06,0.00018191768397000132,1.422168678870511e-08,5.642658807818911e-05,7.647493678108877e-12,7.179397380809327e-16,4.860047793169646e-08,5.347179914372462e-09,6.2734853988502e-05,8.559565773249567e-11,1.5332799226651628e-05,2.9378532577324234e-05,0.00011120692415463676,8.177191709105348e-08,0.0058586743887992605,2.045167934913639e-05,9.555048705583564e-05,5.339266538699586e-07,1.4429040102217846e-10,1.4209957566789786e-05,2.2469385363966386e-08,7.546413138845437e-07,8.047439509038265e-06,2.176263230917108e-09,1.18443503634519e-10,2.1815703350323623e-14,2.2027848160480276e-05,1.4001367375575366e-14,4.695830545286835e-12,8.279237922993925e-10,1.8745728890492716e-08,1.9220867918194225e-11,4.987078178103435e-12,1.871808055934831e-19,9.40066362029555e-15,4.143295673391894e-15,4.745718027103912e-09,5.355867108748074e-14,2.379235742756496e-11,4.159840443761046e-11,2.3863531766369812e-14,7.783348078308996e-16,4.499246476814355e-15,1.2202518980881268e-12,1.6763204982393999e-06,3.30856962314197e-15,9.716890510656705e-11
0.0053770864709870875,0.4821633755222421,3.76,0.0,0.788727129372455,0.9938630240634777,0.0059999333567418035,1.1680762717267931e-06,0.00018520779705960227,1.4222309052938389e-08,5.644599471027397e-05,7.646934590892404e-12,7.178872499520285e-16,4.862255285258951e-08,5.347661527922696e-09,6.365043092116861e-05,8.562918793251834e-11,1.5432242917343183e-05,2.9385220450140934e-05,0.00011314002143630441,8.181008508241643e-08,0.005972897296637492,2.072166805710419e-05,9.770094791434737e-05,5.547020988859794e-07,1.4432330435766312e-10,1.4719038355212985e-05,2.2956141126656465e-08,7.604981474570108e-07,8.237141165006783e-06,2.2231490402231357e-09,1.1934662050061952e-10,2.198193301163415e-14,2.2025280808688236e-05,1.4329021147105097e-14,4.822376811503948e-12,8.504474788694887e-10,1.9637923663013417e-08,1.923811298271493e-11,5.122154813176545e-12,1.9168251565196275e-19,9.89326799148823e-15,4.348313274395916e-15,4.810802857522461e-09,5.697609056072344e-14,2.4985511089695077e-11,4.275168259103984e-11,2.4585581388911146e-14,7.788220967193332e-16,4.7346519272427325e-15,1.238570533639526e-12,1.7118946305447765e-06,3.467701397155022e-15,1.0008460821196112e-10
0.005453752990787474,0.4821635281465478,3.76,0.0,0.7886064510537971,0.9937471539901925,0.00611454408718494,1.1684778690394152e-06,0.0001885053293706443,1.4222931574860673e-08,5.6463437405319604e-05,7.646375388598553e-12,7.178347509988718e-16,4.864351158980582e-08,5.348118103146925e-09,6.456610538509883e-05,8.566182960910461e-11,1.5529099000125023e-05,2.9390881266834936e-05,0.00011507305902097107,8.184543577365399e-08,0.00608714440618472,2.09855843664808e-05,9.985228300017236e-05,5.758679715555554e-07,1.443511723002839e-10,1.5234715242569749e-05,2.3442339478032253e-08,7.661813130360158e-07,8.427290904318154e-06,2.2699697996618735e-09,1.2022219778711635e-10,2.2143095497297746e-14,2.2022712979081685e-05,1.4657199277215097e-14,4.9494912847870524e-12,8.730900386420109e-10,2.055412480625371e-08,1.9254725311440398e-11,5.2579155200559844e-12,1.9619202090856225e-19,1.0400900879103544e-14,4.5591284828016504e-15,4.874339777970724e-09,6.053681321504543e-14,2.6225085890417733e-11,4.391066785560884e-11,2.5313498463915612e-14,7.792542204962501e-16,4.977206407603571e-15,1.2568732607877726e-12,1.7473271432633668e-06,3.631103880563409e-15,1.0302261324837991e-10
0.00553041951058786,0.4821636814023051,3.76,0.0,0.7884857518737864,0.9936312660286136,0.006229176790001505,1.168842992512487e-06,0.0001918100625333383,1.4223554301186944e-08,5.6479101674619386e-05,7.64581607090542e-12,7.177822411945223e-16,4.866346016185578e-08,5.34855095827546e-09,6.548187331142596e-05,8.569362626935094e-11,1.562343179249058e-05,2.9395612209847913e-05,0.00011700599413388899,8.187822746381097e-08,0.006201411915656389,2.1243527500280808e-05,0.00010200434817153275,5.974226512975307e-07,1.4437448131426456e-10,1.5756838793322238e-05,2.3927999904406695e-08,7.717012121108671e-07,8.617876286844282e-06,2.316727420175192e-09,1.2107187936788724e-10,2.229949336096093e-14,2.202014475304722e-05,1.498588270276202e-14,5.077153722376244e-12,8.958470555957486e-10,2.1494435307315713e-08,1.9270765943722006e-11,5.3943334661673445e-12,2.007092210833252e-19,1.0923649521299882e-14,4.7757724306503924e-15,4.936359622265261e-09,6.424346559169785e-14,2.751224988488715e-11,4.5075149966690826e-11,2.604726353017164e-14,7.796363167547599e-16,5.2269492513172e-15,1.2751621277463037e-12,1.782605509318396e-06,3.7987967505627e-15,1.0598281705517862e-10
0.0056070860303882464,0.48216383527562073,3.76,0.0,0.7883650353428993,0.9935153635004753,0.006343828035024113,1.1691750815465996e-06,0.00019512178693948062,1.4224177183674124e-08,5.6493155659997834e-05,7.645256637525943e-12,7.177297205150064e-16,4.868249467101734e-08,5.3489613609347e-09,6.639773085516244e-05,8.572461982977419e-11,1.5715304298119927e-05,2.9399501352316115e-05,0.00011893878807989299,8.190869495684694e-08,0.006315696382853666,2.149559893238755e-05,0.00010415701282701587,6.193645673140321e-07,1.443936632011459e-10,1.6285262072184084e-05,2.441314271638057e-08,7.770678039403223e-07,8.80888599195705e-06,2.363423891527089e-09,1.2189723889484756e-10,2.2451416223925226e-14,2.2017576204198764e-05,1.5315054572652703e-14,5.2053449556964804e-12,9.187143245361277e-10,2.2458954323517403e-08,1.9286290195126523e-11,5.5313831007682694e-12,2.0523403667144777e-19,1.1461596821422531e-14,4.998275188954917e-15,4.996893392463546e-09,6.80986413277743e-14,2.8848174875680802e-11,4.6244929200452955e-11,2.6786863016018334e-14,7.799730514720319e-16,5.483917686157377e-15,1.293439006147839e-12,1.817717744668332e-06,3.970799164164271e-15,1.0896514058640655e-10
0.005683752550188633,0.48216398975287184,3.76,0.0,0.788244304639079,0.9933994494097808,0.006458494715420291,1.1694772524568094e-06,0.00019844030123227172,1.422480017865489e-08,5.650575171731034e-05,7.644697088208286e-12,7.17677188939377e-16,4.870070220435096e-08,5.349350527854404e-09,6.731367438599136e-05,8.575485060116944e-11,1.580477820893454e-05,2.9402628489540153e-05,0.00012087140585938144,8.193705165357384e-08,0.006429994691436514,2.174190189748952e-05,0.00010631015865152057,6.416921977172283e-07,1.4440910917668254e-10,1.6819840693013505e-05,2.489778874956615e-08,7.822906079658909e-07,9.000309717898535e-06,2.4100612532768837e-09,1.2269978021765306e-10,2.2599140853634375e-14,2.201500739910893e-05,1.5644700028854405e-14,5.334046827129825e-12,9.41687842375626e-10,2.344777738526582e-08,1.9301348179234978e-11,5.6690401016849975e-12,2.0976640600399056e-19,1.2014821541859271e-14,5.2266658134019936e-15,5.05597213972085e-09,7.210490119843449e-14,3.0234036123860376e-11,4.741981579658038e-11,2.7532288524113517e-14,7.802686606857752e-16,5.748146928800309e-15,1.3117056043605744e-12,1.8526523987794295e-06,4.1471297754051274e-15,1.119695259564186e-10
0.005760419069989019,0.4821641448207036,3.76,0.0,0.7881235626390538,0.9932835264727813,0.006573174017259033,1.1697523280379817e-06,0.00020176541183297329,1.4225423246613203e-08,5.6517027860581024e-05,7.644137422735757e-12,7.176246464497289e-16,4.871816165573973e-08,5.3497196249390396e-09,6.822970047909121e-05,8.578435728573937e-11,1.589191391020875e-05,2.9405065897186888e-05,0.00012280381581947873,8.196349146302009e-08,0.006544304020279007,2.198254095185986e-05,0.0001084636784739871,6.644040684226165e-07,1.444211735884473e-10,1.73604328562123e-05,2.5381959109800076e-08,7.873787086487002e-07,9.192138089840489e-06,2.45664157008193e-09,1.234809381836448e-10,2.274293131200569e-14,2.2012438397973345e-05,1.5974806006513703e-14,5.463242131059781e-12,9.647637996604734e-10,2.446099658648333e-08,1.9315985283561236e-11,5.807281323573287e-12,2.1430628265180015e-19,1.2583398491843814e-14,5.46097238795412e-15,5.113626861440708e-09,7.62647731834476e-14,3.167101207747236e-11,4.8599629417336095e-11,2.828353618336333e-14,7.805269887180061e-16,6.019670276404942e-15,1.3299634799859082e-12,1.8873985446987477e-06,4.327806751389516e-15,1.1499593376395509e-10
0.005837085589789405,0.48216430046602876,3.76,0.0,0.7880028119467821,0.9931675971452034,0.006687863391870244,1.1700028645091573e-06,0.0002050969325016702,1.4226046351798094e-08,5.652710907815158e-05,7.643577640926337e-12,7.175720930311768e-16,4.873494447536452e-08,5.350069767648909e-09,6.914580590604745e-05,8.581317698469197e-11,1.5976770488321735e-05,2.9406879022211234e-05,0.00012473598933726432,8.198819054769658e-08,0.006658621815634559,2.221762158047467e-05,0.00011061747522754807,6.874987518565702e-07,1.444301773035137e-10,1.790689937583893e-05,2.586567495757798e-08,7.923407623436797e-07,9.384362575931085e-06,2.503166910815864e-09,1.2424207975708532e-10,2.288303916240033e-14,2.2009869255214096e-05,1.6305361051756808e-14,5.592914558891573e-12,9.879385723506757e-10,2.5498700763490676e-08,1.933024260332688e-11,5.946084747744049e-12,2.1885363313715995e-19,1.3167398709311497e-14,5.701222066517253e-15,5.169888412849962e-09,8.058075255572258e-14,3.316028411612582e-11,4.978419864069782e-11,2.9040606063477144e-14,7.8075152318927455e-16,6.2985191952750685e-15,1.3482140515578768e-12,1.9219457687842193e-06,4.512847787348364e-15,1.18044340675794e-10
0.005913752109589792,0.48216445667602487,3.76,0.0,0.7878820549192783,0.9930516636469664,0.006802560530748429,1.1702311760546466e-06,0.00020843468392957323,1.4226669461872423e-08,5.6536108531463915e-05,7.643017742631982e-12,7.175195286718093e-16,4.875111535260565e-08,5.350402021642699e-09,7.006198762589507e-05,8.584134521469871e-11,1.6059405740783023e-05,2.940812711208985e-05,0.00012666790053220839,8.201130891630986e-08,0.0067729457658610385,2.2447249846310782e-05,0.00011277146100341067,7.109748655194298e-07,1.44436410793646e-10,1.8459103697536188e-05,2.6348957326997992e-08,7.971850058670671e-07,9.57697541067442e-06,2.549639331042665e-09,1.2498450540342558e-10,2.301970372525787e-14,2.200730002002747e-05,1.6636355155817077e-14,5.723048647766853e-12,1.0112087138577527e-09,2.65609756631839e-08,1.9344157336584574e-11,6.08542943357804e-12,2.23408434920763e-19,1.3766889636913299e-14,5.947441112820097e-15,5.224787431325833e-09,8.505530198980762e-14,3.470303631041383e-11,5.097336048538051e-11,2.980350164765242e-14,7.809454270580512e-16,6.584723406655293e-15,1.3664586094702687e-12,1.9562841601437956e-06,4.702270120871876e-15,1.211147372512701e-10
0.005990418629390178,0.4821646134381324,3.76,0.0,0.7877612936900584,0.9929357279846197,0.006917263342772656,1.1704393571645268e-06,0.00021177849336045972,1.422729254759352e-08,5.654412864636562e-05,7.642457727737703e-12,7.174669533626216e-16,4.876673283795225e-08,5.350717403638305e-09,7.097824277632964e-05,8.586889593178273e-11,1.613987618820801e-05,2.9408863787571662e-05,0.00012859952600519426,8.203299187655334e-08,0.006887273778476594,2.267153207798953e-05,0.00011492555619042289,7.348310704396467e-07,1.444401369435247e-10,1.9016911908273583e-05,2.6831826975008696e-08,8.019192664520335e-07,9.769969525034248e-06,2.596060858436757e-09,1.257094506904785e-10,2.315315237354871e-14,2.2004730736881196e-05,1.696777960420931e-14,5.853629732709391e-12,1.0345709473447988e-09,2.7647904101277042e-08,1.9357763143941e-11,6.225295471555754e-12,2.27970674634448e-19,1.4381935292297265e-14,6.199654938633227e-15,5.278354271995976e-09,8.969085168860333e-14,3.63004551950593e-11,5.2166959965641886e-11,3.057222935898202e-14,7.811115679099457e-16,6.878310969713897e-15,1.3846983261617764e-12,1.9904042998314675e-06,4.896090545440679e-15,1.2420712598932845e-10
0.006067085149190564,0.48216477074005176,3.76,0.0,0.7876405301904142,0.9928197919717,0.007031969933534318,1.170629302962403e-06,0.00021512819423901284,1.422791558252315e-08,5.6551262106109496e-05,7.641897596160595e-12,7.174143670974421e-16,4.878184990909991e-08,5.3510168824539175e-09,7.18945686651171e-05,8.589586156137229e-11,1.6218237087958572e-05,2.9409137563771564e-05,0.00013053084460173017,8.205337135971107e-08,0.00700160395933654,2.2890574592243837e-05,0.00011707968869289634,7.590660695493453e-07,1.4444159360567858e-10,1.958019273881291e-05,2.7314304257181156e-08,8.065509728227338e-07,9.963338482698146e-06,2.642433480780892e-09,1.2641808806399723e-10,2.3283600860232422e-14,2.20021614459656e-05,1.729962683974766e-14,5.984643901954019e-12,1.0580221582922231e-09,2.875956611132133e-08,1.9371090475896254e-11,6.365663937921258e-12,2.3254034653296363e-19,1.5012596432765767e-14,6.457888140438149e-15,5.330618953284671e-09,9.448979952674488e-14,3.795372955476874e-11,5.3364849673862077e-11,3.134679813630611e-14,7.812525447101464e-16,7.179308361766025e-15,1.4029342655921603e-12,2.024297249844055e-06,5.09432542336359e-15,1.2732151958033638e-10
0.0061437516689909506,0.4821649285697401,3.76,0.0,0.7875197661687152,0.9927038572472026,0.007146678586582122,1.1708027276940911e-06,0.00021848362588397776,1.4228538542763805e-08,5.6557592754523505e-05,7.641337347848764e-12,7.173617698728458e-16,4.879651448602687e-08,5.35130138019552e-09,7.281096276172724e-05,8.59222730333959e-11,1.629454244919846e-05,2.9408992324067295e-05,0.00013246183719716083,8.207256712793485e-08,0.007115934593739675,2.310448344797698e-05,0.00011923379321984648,7.836786060071142e-07,1.4444099592399492e-10,2.01488175597208e-05,2.779640902660792e-08,8.110871671494532e-07,1.0157076421980905e-05,2.688759136210768e-09,1.2711152876027718e-10,2.341125367085124e-14,2.199959218360293e-05,1.763189033827864e-14,6.11607795522776e-12,1.0815593873296001e-09,2.9896039085156525e-08,1.938416687058749e-11,6.506516850980987e-12,2.3711745114077524e-19,1.5658930714423135e-14,6.7221645346486464e-15,5.381611111206672e-09,9.945451120929137e-14,3.9664050221870637e-11,5.4566889389003816e-11,3.212721905540675e-14,7.813707122204276e-16,7.487740555793495e-15,1.4211673920449164e-12,2.057954541959068e-06,5.296990698208292e-15,1.3045793934561078e-10
0.006220418188791337,0.4821650869154093,3.76,0.0,0.7873990032079184,0.9925879252923319,0.007261387746410346,1.1709611815373342e-06,0.0002218446331842055,1.4229161406719376e-08,5.65631964171697e-05,7.640776982780197e-12,7.173091616880652e-16,4.881076989947089e-08,5.3515717735611624e-09,7.372742268920993e-05,8.594815982143393e-11,1.6368845049142573e-05,2.9408467750912354e-05,0.0001343924865018784,8.209068787422902e-08,0.007230264129289012,2.3313364228953495e-05,0.00012138781063936379,8.086674614899016e-07,1.4443853844598003e-10,2.0722660371674813e-05,2.8278160552923648e-08,8.155345176767733e-07,1.03511780028864e-05,2.7350397054135915e-09,1.2779082482302162e-10,2.353630439523788e-14,2.1997022982618602e-05,1.7964564496076886e-14,6.247919364764452e-12,1.105179823331396e-09,3.105739790539934e-08,1.9397017224509716e-11,6.647837129022231e-12,2.4170199407221135e-19,1.6320992845924672e-14,6.992507191470531e-15,5.4313599613438885e-09,1.0458732044452129e-13,4.143260988490128e-11,5.577294570916241e-11,3.291350499165167e-14,7.814682032696482e-16,7.803631095315829e-15,1.439398578292268e-12,2.0913681664505774e-06,5.504101906805912e-15,1.336164138484944e-10
0.006297084708591723,0.4821652457655211,3.76,0.0,0.7872782427414449,0.9924719974456936,0.00737609600303156,1.1711060658799728e-06,0.00022521106631579645,1.422978415487781e-08,5.656814164769084e-05,7.640216500961628e-12,7.172565425448962e-16,4.882465531687941e-08,5.3518288952360474e-09,7.46439462163297e-05,8.597354998506171e-11,1.644119645030626e-05,2.9407599717352e-05,0.0001363227768847097,8.210783222439505e-08,0.007344591160347316,2.3517321852413697e-05,0.00012354168739234277,8.34031454472422e-07,1.4443439704233775e-10,2.130159779073933e-05,2.8759577458779717e-08,8.198993318430786e-07,1.0545638358884973e-05,2.7812770055208445e-09,1.2845697119588594e-10,2.3658936113084715e-14,2.199445387267785e-05,1.829764452792246e-14,6.380156238852479e-12,1.1288807967735032e-09,3.22437150705258e-08,1.9409664038583485e-11,6.789608549831253e-12,2.4629398500552228e-19,1.699883473694468e-14,7.268938467482267e-15,5.479894267563931e-09,1.0989052912977643e-13,4.326060290737856e-11,5.698289170653417e-11,3.3705670320413116e-14,7.815469490543973e-16,8.127002166670601e-15,1.4576286131593366e-12,2.124530560716964e-06,5.715674190883151e-15,1.3679697766173448e-10
0.006450417748192496,0.4821655649341534,3.76,0.0,0.7870367343590529,0.9922401587965732,0.007605504815039475,1.1713600664396365e-06,0.00023195963569706108,1.4231029235069397e-08,5.6576298515647316e-05,7.639095187243642e-12,7.171512714033681e-16,4.8851454212197236e-08,5.352306443114448e-09,7.647717582852936e-05,8.602294588060901e-11,1.6580245944185957e-05,2.9404959733258877e-05,0.00014018222574518777,8.213954108699143e-08,0.0075732327403691055,2.3910883030867675e-05,0.00012784882950830418,8.858803004583817e-07,1.4442168245657323e-10,2.2474275862801e-05,2.9721478365516788e-08,8.284048581902842e-07,1.0935618047779848e-05,2.873628720491001e-09,1.2975352210590512e-10,2.3897624684510353e-14,2.1989316030516388e-05,1.8965006638069055e-14,6.645771792990324e-12,1.176514350046823e-09,3.4691503191852e-08,1.9434426341260238e-11,7.074444009826534e-12,2.555003641003693e-19,1.840205227227968e-14,7.840152902435036e-15,5.5734319002369716e-09,1.21017194585308e-13,4.709967385503563e-11,5.941397547439062e-11,3.530770265465163e-14,7.816550263457218e-16,8.79626826906427e-15,1.4940880018977353e-12,2.1900735750849684e-06,6.1522606179790916e-15,1.4322453538416169e-10
