Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46)
1.1741559348950024e-09,0.06341893762114793,3.76,0.0,0.816219004039567,0.9999999863464483,4.808815839288913e-14,6.866087496017857e-12,2.805877141962613e-07,2.782663102821151e-07,1.1280267968965876e-08,3.9392381620017717e-13,6.43183839411498e-14,2.2867667566522727e-09,2.2937078930573677e-09,1.743897562852832e-11,1.2533991009720162e-11,1.1296057065091013e-08,3.412078242559285e-11,1.7292489107233563e-11,9.858854122704917e-12,1.8702141559991524e-12,4.8938186413671734e-12
1.2736051766919746e-09,0.0634189378914087,3.76,0.0,0.8162189793115227,0.9999999849738961,6.479822156117666e-14,8.568482176627004e-12,3.0435439266764857e-07,3.0162349331433196e-07,1.223710973748722e-08,4.665444310525784e-13,7.005517603058028e-14,2.686874896607488e-09,2.695721929175657e-09,2.223757128586141e-11,1.5589554680963388e-11,1.2253214071493144e-08,4.005734777138365e-11,2.2046535420132485e-11,1.2083373884867901e-11,2.200774222711618e-12,5.755236643074751e-12
1.3730544184889468e-09,0.0634189381616722,3.76,0.0,0.8162189545822723,0.9999999835677037,8.547948058446247e-14,1.0527005005550643e-11,3.2812147457779553e-07,3.249478512832468e-07,1.3194669519808604e-08,5.452564956992489e-13,7.578848805019572e-14,3.1186088017580325e-09,3.129679699444948e-09,2.784104127690169e-11,1.9045531478765143e-11,1.3210467550398167e-08,4.645604584533418e-11,2.759656108360261e-11,1.460483675326034e-11,2.558320856234754e-12,6.685999044961961e-12
1.472503660285919e-09,0.06341893843193902,3.76,0.0,0.816218929851704,0.9999999821278952,1.1070642605398486e-13,1.2758949056766525e-11,3.518890103536429e-07,3.482394303177355e-07,1.4153061720673923e-08,6.300451431065885e-13,8.151820147874724e-14,3.5818372311121484e-09,3.5954737784898917e-09,3.4310793413680115e-11,2.2912901156053173e-11,1.4167824845962668e-08,5.331419545929936e-11,3.4002965541660837e-11,1.744026992292921e-11,2.9428871439219877e-12,7.686008401514e-12
1.571952902082891e-09,0.0634189387022099,3.76,0.0,0.8162189051197051,0.9999999806544948,1.410912919397526e-13,1.5281519765081804e-11,3.7565705174208965e-07,3.7149827648172786e-07,1.5112401788420926e-08,7.208955814851662e-13,8.724412091998952e-14,4.076429364262862e-09,4.092997013359469e-09,4.170802789205526e-11,2.7201115888828372e-11,1.512529327166911e-08,6.062919408061741e-11,4.1325896078284584e-11,2.060660786038468e-11,3.354509343827231e-12,8.755167404540817e-12
1.6714021438798632e-09,0.0634189389724854,3.76,0.0,0.8162188803861616,0.9999999791475259,1.7728381865702363e-13,1.8111835296300702e-11,3.994256515501407e-07,3.9472443577418226e-07,1.6072805955448385e-08,8.177929042377971e-13,9.296628110159177e-14,4.6022548002031115e-09,4.6221425230246765e-09,5.009373770238077e-11,3.191836053947361e-11,1.6082880110419944e-08,6.839851786587203e-11,4.96252485912918e-11,2.412069266376129e-11,3.793226930423316e-12,9.893378883074621e-12
1.7708513856768354e-09,0.06341893924276618,3.76,0.0,0.8162188556509588,0.9999999776070128,2.199709767950666e-13,2.1266927085799882e-11,4.2319486356634193e-07,4.1791795412931087e-07,1.7034391161102184e-08,9.20722181705326e-13,9.868479848571787e-14,5.159183555125995e-09,5.182803697122041e-09,5.952870971762093e-11,3.7071632309580745e-11,1.7040592614712776e-08,7.661972122888548e-11,5.89606690318157e-11,2.7999274628098694e-11,4.259082589554188e-12,1.110054580297694e-11
1.8703006274738075e-09,0.0634189395130529,3.76,0.0,0.8162188309139824,0.9999999760329791,2.6987625879160136e-13,2.4763741104186686e-11,4.4696474228950736e-07,4.410788774169107e-07,1.7997274783628012e-08,1.0296685938658525e-12,1.0439965658806522e-13,5.7470860575992084e-09,5.774874193405742e-09,7.007352699323429e-11,4.2667014312496e-11,1.7998438007034917e-08,8.529043575328178e-11,6.939155664752342e-11,3.225901357151582e-11,4.75212222570923e-12,1.2376571266368996e-11
1.9697498692707797e-09,0.06341893978334615,3.76,0.0,0.8162188061751158,0.9999999744254483,3.277599552580143e-13,2.8619137423230834e-11,4.707353430214836e-07,4.6420725144239354e-07,1.896157473188816e-08,1.1446173844776958e-12,1.1011078009966828e-13,6.3658331500149045e-09,6.398247938397269e-09,8.178856805893145e-11,4.8709582101223937e-11,1.895642347973333e-08,9.440837059691266e-11,8.097706291382686e-11,3.691647837538472e-11,5.272394963037418e-12,1.372135851152403e-11
2.069199111067752e-09,0.06341894005364658,3.76,0.0,0.8162187814342438,0.9999999727844443,3.9441839872092355e-13,3.2849891454466965e-11,4.945067215056031e-07,4.873031219469355e-07,1.9927409086907336e-08,1.2655537715973745e-12,1.158181792339666e-13,7.015296084115537e-09,7.052819125225758e-09,9.473400887405513e-11,5.520376716979945e-11,1.9914556195382603e-08,1.0397131121180226e-10,9.377609455824593e-11,4.198814828227283e-11,5.819953175924909e-12,1.5134810912494387e-11
2.168648352864724e-09,0.06341894032395483,3.76,0.0,0.8162187566912497,0.9999999711099906,4.706845694785213e-13,3.7472692922818444e-11,5.18278934085971e-07,5.103665346073455e-07,2.0894896258398067e-08,1.3924629748347606e-12,1.2152190590446853e-13,7.695346524861473e-09,7.73848221562902e-09,1.0896982097581754e-10,6.215319581511412e-11,2.0872843286464406e-08,1.1397712039309353e-10,1.078473109257e-10,4.7490411804989276e-11,6.3948525018843495e-12,1.6616831979409397e-11
2.268097594661696e-09,0.0634189405942715,3.76,0.0,0.816218731946017,0.9999999694021111,5.574278095847302e-13,4.250414633777745e-11,5.420520375607825e-07,5.333975350361395e-07,2.1864154839274532e-08,1.5253302719071825e-12,1.2722196228456714e-13,8.405856548769937e-09,8.455131939178608e-09,1.245557722119667e-10,6.956083655215709e-11,2.1831291855506948e-08,1.2442373776574286e-10,1.232491251250108e-10,5.3439567219608395e-11,6.99715185641125e-12,1.81673253583714e-11
2.3675468364586683e-09,0.06341894086459722,3.76,0.0,0.816218707198429,0.9999999676608293,6.555536177094748e-13,4.796077135784762e-11,5.658260891161153e-07,5.563961687816763e-07,2.283530354056262e-08,1.664140990214096e-12,1.329183143152035e-13,9.146698642446314e-09,9.20266329248976e-09,1.415514273942097e-10,7.74290669749976e-11,2.2789908975199803e-08,1.3530917928863585e-10,1.4003970497247445e-10,5.985182295309344e-11,7.626913434165592e-12,1.9786194831176377e-11
2.4669960782556405e-09,0.06341894113493257,3.76,0.0,0.8162186824483688,0.9999999658861685,7.660028886544526e-13,5.385900406085123e-11,5.896011460824561e-07,5.793624813283704e-07,2.380846095153128e-08,1.8088804655751382e-12,1.3861095810510032e-13,9.917745697801367e-09,9.980971536805166e-09,1.600161504733184e-10,8.575991940495315e-11,2.3748701688785326e-08,1.4663153568372814e-10,1.5827697620923291e-10,6.674329893493466e-11,8.284202709100816e-12,2.1473344314838456e-11
2.5664453200526126e-09,0.06341894140527822,3.76,0.0,0.8162186576957197,0.9999999640781524,8.897522870627142e-13,6.02151963540159e-11,6.133772660698067e-07,6.02296518096724e-07,2.478374567338264e-08,1.9595340440908743e-12,1.4429991698832441e-13,1.071887101406681e-08,1.0789952198922097e-08,1.8000910358327024e-10,9.455494482882367e-11,2.4707677009882444e-08,1.5838897298336222e-10,1.7801862105289918e-10,7.413002597383458e-11,8.969088433139282e-12,2.3228677861523393e-11
2.6658945618495848e-09,0.06341894167563478,3.76,0.0,0.8162186329403649,0.9999999622368041,1.0278133147142837e-12,6.704561748135106e-11,6.371545067132734e-07,6.251983244435065e-07,2.5761276069370477e-08,2.1160871099593193e-12,1.4998519632674228e-13,1.1549948292258737e-08,1.1629501068510065e-08,2.0158924956131026e-10,1.0381546983064594e-10,2.5666841922949817e-08,1.7057973036290596e-10,1.9932208200462907e-10,8.202794737681688e-11,9.681642627255065e-12,2.5052099658215964e-11
2.765343803646557e-09,0.0634189419460028,3.76,0.0,0.8162186081821877,0.9999999603621476,1.1812330607718248e-12,7.43664528098145e-11,6.609329258921691e-07,6.480679456616952e-07,2.6741170480621402e-08,2.2785250861615272e-12,1.556667825887025e-13,1.2410851639543057e-08,1.2499514200225427e-08,2.2481534989205776e-10,1.1354237543183618e-10,2.662620338291465e-08,1.8320212152655278e-10,2.2224455879785932e-10,9.045291765556434e-11,1.0421940589790352e-11,2.6943514026832552e-11
2.864793045443529e-09,0.06341894221638293,3.76,0.0,0.8162185834210717,0.9999999584542058,1.3510939094162241e-12,8.219380430470016e-11,6.847125816317277e-07,6.709054269805642e-07,2.772354712930006e-08,2.44683341690403e-12,1.6134467162139484e-13,1.3301455567456509e-08,1.3399887912843011e-08,2.4974596547776474e-10,1.2373619614820177e-10,2.7585768315317466e-08,1.9625453398457e-10,2.468430095888744e-10,9.942070303540276e-11,1.1190060899713132e-11,2.890282542403092e-11
2.9642422872405012e-09,0.06341894248677576,3.76,0.0,0.8162185586568997,0.9999999565130019,1.5385133359693643e-12,9.054369087293752e-11,7.08493532070231e-07,6.937108135657915e-07,2.870852408696847e-08,2.6209975644753946e-12,1.6701887364030772e-13,1.4221634990527946e-08,1.4330518788538825e-08,2.764394572456691e-10,1.3439715347035876e-10,2.854554361642151e-08,2.0973542840626458e-10,2.7317415185548035e-10,1.0894698182976924e-10,1.1986085410693375e-11,3.092993844098602e-11
3.0636915290374734e-09,0.0634189427571819,3.76,0.0,0.8162185338895561,0.9999999545385596,1.7446430670779035e-12,9.943204972192422e-11,7.322758352386613e-07,7.164841505196341e-07,2.9696219058376995e-08,2.801003021196473e-12,1.7268939368255774e-13,1.5171265221255232e-08,1.5291303670443484e-08,3.0495398842795127e-10,1.4552537849059634e-10,2.9505536153631257e-08,2.2364333662354377e-10,3.012944658373114e-10,1.1904734590185347e-10,1.2810099241298022e-11,3.3024757803053285e-11
3.1631407708344455e-09,0.06341894302760194,3.76,0.0,0.8162185091189242,0.9999999525309018,1.970669544255018e-12,1.088747356334694e-10,7.56059549221239e-07,7.392254828809596e-07,3.068674954016207e-08,2.9868353125998202e-12,1.7835622654848458e-13,1.615022197259313e-08,1.6282139663777115e-08,3.353475233972571e-10,1.571207502016043e-10,3.046575276527548e-08,2.3797686240627663e-10,3.3126019275231416e-10,1.2973729989407885e-10,1.3662190774085229e-11,3.518718836969772e-11
3.2625900126314177e-09,0.06341894329803649,3.76,0.0,0.8162184843448883,0.9999999504900519,2.2178128859594188e-12,1.1888752261332368e-10,7.798447319266214e-07,7.619348556254146e-07,3.168023259728878e-08,3.178479989266584e-12,1.840193697147916e-13,1.7158381351875287e-08,1.730292413292906e-08,3.6767783041430723e-10,1.6918312704471434e-10,3.142620026111611e-08,2.527346788063983e-10,3.6312733897996746e-10,1.410322630150646e-10,1.4542451633820328e-11,3.7417135134158445e-11
3.36203925442839e-09,0.06341894356848614,3.76,0.0,0.8162184595673326,0.9999999484160329,2.4873279500448326e-12,1.294861022131053e-10,8.036314413719989e-07,7.846123136653841e-07,3.267678514233936e-08,3.37592262416852e-12,1.896788278579743e-13,1.8195619866785233e-08,1.8353554704266573e-08,4.0200247885721973e-10,1.8171206004229438e-10,3.238688542183695e-08,2.679155303980248e-10,3.969516718581571e-10,1.529475672383588e-10,1.5450976702728934e-11,3.9714503223510896e-11
3.461488496225362e-09,0.06341894383895146,3.76,0.0,0.8162184347861416,0.9999999463088681,2.780503606217932e-12,1.406860846915105e-10,8.274197355217066e-07,8.072579018501365e-07,3.367652377785257e-08,3.579148818373623e-12,1.9533460343536355e-13,1.9261814421052648e-08,1.9433929264058267e-08,4.38378841157664e-10,1.947069561242588e-10,3.334781499940239e-08,2.8351823137615034e-10,4.327887226323751e-10,1.6549845856084523e-10,1.638786410624528e-11,4.2079197898387545e-11
3.560937738022334e-09,0.06341894410943301,3.76,0.0,0.8162184100012004,0.9999999441685803,3.0986625986825197e-12,1.525029992419594e-10,8.512096722682092e-07,8.298716649658814e-07,3.467956477811395e-08,3.788144201604503e-12,2.009866957295571e-13,2.0356842313556103e-08,2.054394595801427e-08,4.768640932033178e-10,2.0816709754381458e-10,3.430899571712984e-08,2.9954166513871943e-10,4.706937870506306e-10,1.7870009725148112e-10,1.7353215207897806e-11,4.4511124552860534e-11
3.7598362216162785e-09,0.06341894465044731,3.76,0.0,0.8162183604196065,0.9999999397887284,3.815388407093416e-12,1.7804934009901375e-10,8.987947044417418e-07,8.750038948208604e-07,3.669601702345675e-08,4.223385183806139e-12,2.1227983263788425e-13,2.2632909268540856e-08,2.2852499620483423e-08,5.603889943718969e-10,2.3647994940477094e-10,3.6232137324399594e-08,3.328466023149407e-10,5.529279729603601e-10,2.071158336754761e-10,1.9369730057248342e-11,4.9576296042125006e-11
3.938844856850828e-09,0.0634189451374216,3.76,0.0,0.8162183157821954,0.9999999357338122,4.5598382822583155e-12,2.0330509936912034e-10,9.416274293690121e-07,9.155145079626368e-07,3.852327691831867e-08,4.6346890689940865e-12,2.224310628928546e-13,2.477875663548457e-08,2.503055749396864e-08,6.433433998326699e-10,2.6354394478062855e-10,3.7963890537079855e-08,3.642501338363021e-10,6.345612932562691e-10,2.350659023792959e-10,2.1283022053184123e-11,5.436393738972472e-11
4.1178534920853776e-09,0.06341894562445763,3.76,0.0,0.8162182711308537,0.9999999315719355,5.407329561369087e-12,2.3079756270077686e-10,9.844663711885529e-07,9.559227015248529e-07,4.03630277407652e-08,5.064462840614934e-12,2.325703700211635e-13,2.7016133674550925e-08,2.73030836230372e-08,7.340108923651901e-10,2.9210072239544103e-10,3.9696560708116785e-08,3.970025520040473e-10,7.237442766464517e-10,2.653562902388913e-10,2.3290259791126794e-11,5.936794511639665e-11
4.296862127319927e-09,0.06341894611155866,3.76,0.0,0.8162182264649207,0.9999999273032307,6.366774922993004e-12,2.6061440815384174e-10,1.0273118630275904e-06,9.962287344334673e-07,4.221593399921306e-08,5.51262364334126e-12,2.426977601551974e-13,2.934433890802975e-08,2.9669493286639762e-08,8.327178899465864e-10,3.2214356609294376e-10,4.143018602584015e-08,4.310997512172613e-10,8.207910059226059e-10,2.9807235982587466e-10,2.5392150275966732e-11,6.458777227921781e-11
4.475870762554477e-09,0.06341894659872803,3.76,0.0,0.8162181817837384,0.9999999229278317,7.447427711068915e-12,2.9284248712872697e-10,1.0701642364433036e-06,1.0364328649600328e-06,4.408265603742813e-08,5.979088899546651e-12,2.528132373355234e-13,3.176267490802014e-08,3.2129204437075607e-08,9.397887899256149e-10,3.5366530911391604e-10,4.31648043856755e-08,4.66538297121808e-10,9.26013156000207e-10,3.33298600810539e-10,2.758943375373131e-11,7.002287332076962e-11
4.654879397789026e-09,0.06341894708596899,3.76,0.0,0.8162181370866531,0.9999999184458701,8.6588791244108e-12,3.2756782894120787e-10,1.1130238213576964e-06,1.0765353507231327e-06,4.5963849987759446e-08,6.463776307327201e-12,2.62916805547334e-13,3.427044827784552e-08,3.468163769046638e-08,1.0555459771140204e-09,3.866584073104915e-10,4.4900453391622e-08,5.033154161568584e-10,1.0397200060667678e-09,3.711186350619275e-10,2.988288354896027e-11,7.567270406624232e-11
4.833888033023576e-09,0.06341894757328481,3.76,0.0,0.8162180923730141,0.9999999138574789,1.0011055215788464e-11,3.6487564570853636e-10,1.1558909459873822e-06,1.1165364486899247e-06,4.786016772048967e-08,6.966603839176704e-12,2.7300846962063273e-13,3.6866969632201425e-08,3.732621631657677e-08,1.1803098324307245e-09,4.2111501801061836e-10,4.663717035783097e-08,5.414289844266543e-10,1.1622184525568418e-09,4.1161522209441695e-10,3.227330589125378e-11,8.153672172033904e-11
5.191905303492676e-09,0.06341894854815376,3.76,0.0,0.8162180028934906,0.9999999043619326,1.317893930108017e-11,4.4757550016406055e-10,1.24164911833795e-06,1.196235505856758e-06,5.17007604443678e-08,8.026352534248772e-12,2.9315610484076445e-13,4.232351867349209e-08,4.2889515964061286e-08,1.4581291111696695e-09,4.943863672975852e-10,5.011395598926009e-08,6.216601449522036e-10,1.4348058960309788e-09,5.009648182347837e-10,3.734845645076119e-11,9.390515344930462e-11
5.549922573961776e-09,0.06341894952336034,3.76,0.0,0.8162179133400371,0.9999998944422438,1.7037060868545045e-11,5.416076064569409e-10,1.3274413429620791e-06,1.2755320792338248e-06,5.5609562585292414e-08,9.157684229698217e-12,3.132561837731911e-13,4.812688635058709e-08,4.881454218605419e-08,1.7757699556557318e-09,5.734131631313119e-10,5.3595454061871525e-08,7.072273192311749e-10,1.746183542525421e-09,6.019924446594021e-10,4.28219859972125e-11,1.0712385360579438e-10
5.9079398444308755e-09,0.0634189504989296,3.76,0.0,0.8162178237075823,0.9999998840994578,2.167655211394301e-11,6.476247817093371e-10,1.4132701792681823e-06,1.3544282012789904e-06,5.959163289975732e-08,1.0359952517554697e-11,3.333087444043229e-13,5.4271699793769826e-08,5.509677554261358e-08,2.1357242307399633e-09,6.581278053086638e-10,5.7081952828869066e-08,7.981356804348336e-10,2.098722218934096e-09,7.153297343488689e-10,4.870150916496358e-11,1.2118852914468368e-10
6.2659571148999755e-09,0.06341895147488608,3.76,0.0,0.8162177339911139,0.9999998733346147,2.7193597705295136e-11,7.662672655253598e-10,1.499138156224785e-06,1.4329258941867479e-06,6.3651960784109e-08,1.163251530848111e-11,3.5331382615716183e-13,6.075264828596675e-08,6.173173800714175e-08,2.540452624880554e-09,7.484619567750139e-10,6.05737360670644e-08,8.943996749182714e-10,2.494755952958759e-09,8.415950778868282e-10,5.499514847030338e-11,1.3609490877364668e-10
6.623974385369075e-09,0.063418952451254,3.76,0.0,0.81621764418568,0.9999998621487503,3.368933791479245e-11,8.981628783735457e-10,1.5850477722196417e-06,1.5110271699396342e-06,6.779546675782807e-08,1.2974734805838854e-11,3.732714705671882e-13,6.756448261511171e-08,6.87149926312075e-08,2.9923849340475054e-09,8.443469684229741e-10,6.407108312827183e-08,9.96042674944804e-10,2.936582395582277e-09,9.813938001819258e-10,6.171152817394488e-11,1.5183874285084126e-10
6.981991655838175e-09,0.06341895342805713,3.76,0.0,0.8162175542863866,0.999999850542896,4.1269772422500044e-11,1.0439271791285369e-09,1.6710014949835836e-06,1.5887340303596537e-06,7.202700300329486e-08,1.4385977481720696e-11,3.931817187923405e-13,7.470201442942752e-08,7.604214321014082e-08,3.4939203448411487e-09,9.457142383776367e-10,6.757426899045115e-08,1.1030966386775406e-09,3.4264632414746737e-09,1.1353183361746842e-09,6.885976815533223e-11,1.684158032828902e-10
7.340008926307275e-09,0.06341895440531893,3.76,0.0,0.8162174642884004,0.9999998385180788,5.004566477530946e-11,1.2041636217953764e-09,1.757001761611802e-06,1.6660484671597428e-06,7.635135399515242e-08,1.5865614051272736e-11,4.130446118857843e-13,8.216011559547735e-08,8.370883394931628e-08,4.047427716883398e-09,1.052495473111535e-09,7.108356430860928e-08,1.2156017771081057e-09,3.966624647418402e-09,1.3039484055641726e-09,7.64494777905488e-11,1.8582188342312387e-10
7.698026196776375e-09,0.06341895538306243,3.76,0.0,0.8162173741869452,0.9999998260753219,6.013244811527146e-11,1.3794637104208198e-09,1.8430509787189222e-06,1.7429724619949597e-06,8.077323725157586e-08,1.7413019446570294e-11,4.328601920363412e-13,8.99337175630078e-08,9.171074913316205e-08,4.655245862758985e-09,1.1646228123276657e-09,7.459923546514111e-08,1.3336062302623402e-09,4.559257646126897e-09,1.4878511854462385e-09,8.449074986308768e-11,2.0405279797074204e-10
8.056043467245474e-09,0.06341895636131023,3.76,0.0,0.8162172839773032,0.999999813215644,7.165013242350872e-11,1.5704071518015707e-09,1.9291515226729107e-06,1.8195079865132535e-06,8.52973041506986e-08,1.902757279175394e-11,4.526285021274201e-13,9.801781073824042e-08,1.0004361279775292e-07,5.319683824789087e-09,1.282028871839825e-09,7.812154461947898e-08,1.4571657537704203e-09,5.206518554381923e-09,1.6875814804132121e-09,9.299415453505271e-11,2.2310438287119372e-10
8.414060737714573e-09,0.06341895734008464,3.76,0.0,0.8162171936548148,0.9999997999400608,8.472321305689694e-11,1.7775620063564618e-09,2.0153057398348685e-06,1.8956570024059225e-06,8.992814074069679e-08,2.07086573783959e-11,4.723495851962456e-13,1.0640744386419763e-07,1.0870318840629282e-07,6.043021149228877e-09,1.4046467779868664e-09,8.165074975716369e-08,1.5863434149282854e-09,5.910529376418576e-09,1.90368189051132e-09,1.0197073338198047e-10,2.42972495217575e-10
9.130095278652773e-09,0.06341895929930055,3.76,0.0,0.8162170126529419,0.999999772145224,1.1605543300146909e-10,2.2427208559489615e-09,2.187784430575775e-06,2.0468033055971363e-06,9.952814524119229e-08,2.4267974129450232e-11,5.116502453326102e-13,1.2408381295947016e-07,1.269857245171972e-07,7.67536621650675e-09,1.6652534317236188e-09,8.873085934529737e-08,1.8618402335284012e-09,7.497119600143188e-09,2.387103424737117e-09,1.2138990168215817e-10,2.8514183577477445e-10
9.846129819590973e-09,0.06341896126088122,3.76,0.0,0.8162168311451781,0.9999997426988698,1.5521137207475905e-10,2.7792574519211987e-09,2.360505230801836e-06,2.1964268678698046e-06,1.0960866264624903e-07,2.8086118435233783e-11,5.507625271119544e-13,1.429243583453035e-07,1.4652524152470022e-07,9.569937804002324e-09,1.945919177283193e-09,9.584154647057909e-08,2.1607364413155795e-09,9.335333181119833e-09,2.9422187668326844e-09,1.4284579232248466e-10,3.3052809564587357e-10
9.999999999999999e-09,0.06341896322499205,3.76,0.0,0.8162167920711384,0.9999997361562718,1.647564022520746e-10,2.904274562298955e-09,2.397654889570284e-06,2.228382502126713e-06,1.1184094576981905e-07,2.8939931226585625e-11,5.591428930625148e-13,1.471213716321236e-07,1.5088506611728232e-07,1.0012962468401899e-08,2.0088007236648703e-09,9.737375463323166e-08,2.22809075046661e-09,9.764727180643392e-09,3.07124829923687e-09,1.4773231610615577e-10,3.4069803902881115e-10
1.0562164360529173e-08,0.06341896322499205,3.76,0.0,0.8162166490962628,0.9999997116090097,2.0333938828752713e-10,3.3913120478398598e-09,2.533485856184538e-06,2.3445430294112013e-06,1.2020411025255088e-07,3.215830412868163e-11,5.896867941519203e-13,1.628915082059345e-07,1.6728923393068214e-07,1.1743937921215006e-08,2.2461298737262688e-09,1.0298472965302637e-07,2.4837706966347793e-09,1.1440951147539958e-08,3.5729460752502765e-09,1.664431124308295e-10,3.790988830264721e-10
1.1278198901467373e-08,0.06341896519179313,3.76,0.0,0.8162164664718083,0.9999996788836134,2.616512043609155e-10,4.082852509126937e-09,2.7067435667111237e-06,2.491166975867308e-06,1.313479356623925e-07,3.647980936561803e-11,6.284234170959852e-13,1.8394856663520561e-07,1.8924579671563238e-07,1.4214122243810476e-08,2.5653807275280723e-09,1.1016226517502475e-07,2.8317722806567296e-09,1.3829242886417824e-08,4.283023738604706e-09,1.922935573525606e-10,4.308221353058653e-10
1.1994233442405573e-08,0.06341896716143929,3.76,0.0,0.8162162832382823,0.9999996445306135,3.314192507979094e-10,4.857678762127028e-09,2.8802951750888094e-06,2.636313739898999e-06,1.4307264094236332e-07,4.1045975857824804e-11,6.669727739309831e-13,2.0605969524715147e-07,2.123636155326068e-07,1.69968083676832e-08,2.9031761429247424e-09,1.1737594853266588e-07,3.2056533091742695e-09,1.651497807468256e-08,5.076015307040933e-09,2.2051563291807493e-10,4.856661161297545e-10
1.2710267983343772e-08,0.06341896913408021,3.76,0.0,0.8162160993629926,0.9999996085579093,4.1397407564658834e-10,5.719427149003763e-09,3.0541570549248124e-06,2.779998202722988e-06,1.5540980597943414e-07,4.585220811441845e-11,7.053352503826038e-13,2.2918989514571946e-07,2.3661195704802614e-07,2.0107883931376004e-08,3.2590296648409275e-09,1.246275158574792e-07,3.606401382995234e-09,1.951243836698479e-08,5.95531431369485e-09,2.512344810843989e-10,5.435994125208566e-10
1.3426302524281972e-08,0.06341897110986072,3.76,0.0,0.8162159148140713,0.999999570973371,5.107018194663312e-10,6.671574690455409e-09,3.2283451487972066e-06,2.9222350956378125e-06,1.6839011117434677e-07,5.0893972692049645e-11,7.43511239331685e-13,2.533049892459137e-07,2.619606594265963e-07,2.356281460931071e-08,3.6324639018141085e-09,1.3191864530919785e-07,4.035072654960578e-09,2.2835428845463954e-08,6.924148988682045e-09,2.8458170885489534e-10,6.045909320570876e-10
1.4142337065220172e-08,0.0634189730889209,3.76,0.0,0.8162157295604604,0.9999995317848442,6.230417563853795e-10,7.717443254818872e-09,3.4028749762839262e-06,3.0630390015344423e-06,1.8204335954231135e-07,5.616679745330033e-11,7.815011405917614e-13,2.783716049519239e-07,2.88380122963276e-07,2.737665197329427e-08,4.023010359083667e-09,1.392509584391113e-07,4.492785308520489e-09,2.649728922779825e-08,7.985586864064522e-09,3.206952205148954e-10,6.686099001088429e-10
1.4858371606158372e-08,0.06341897507139613,3.76,0.0,0.8162155435718944,0.9999994910001511,7.524839008349558e-10,8.860203633967007e-09,3.5777616418823703e-06,3.2024243563913803e-06,1.963984981686133e-07,6.166627083340006e-11,8.193053609551345e-13,3.0435715719097837e-07,3.158413008625671e-07,3.156404122216533e-08,4.4302092492385764e-09,1.4662602152412427e-07,4.98071343296062e-09,3.051090483450849e-08,9.142539270370007e-09,3.597190531884362e-10,7.356258571358617e-10
1.557440614709657e-08,0.06341897705741735,3.76,0.0,0.8162153568188883,0.9999994486270957,9.00566677761888e-10,1.0102879528949307e-08,3.7530198427540174e-06,3.3404054507545783e-06,2.1148363898462207e-07,6.738804111540371e-11,8.56924313991503e-13,3.312298317918819e-07,3.443156901613341e-07,3.6139228783065585e-08,4.853609349499981e-09,1.5404534687244456e-07,5.500081268249836e-09,3.48887173230838e-08,1.0397765728202529e-08,4.018032156305065e-10,8.056086560425951e-10
1.629044068803477e-08,0.06341897904711108,3.76,0.0,0.8162151692727206,0.9999994046734648,1.0688746540612263e-09,1.1448351448427043e-08,3.928663876315706e-06,3.4769964312025207e-06,2.2732607891612145e-07,7.332781571347638e-11,8.943584198383118e-13,3.589585691966868e-07,3.737753227910214e-07,4.1116069788098983e-08,5.2927678877589084e-09,1.6151039410185973e-07,6.052157793549667e-09,3.964273519682258e-08,1.175387823860647e-08,4.471035301448596e-10,8.78528459590713e-10
1.7006475228972967e-08,0.06341898104059965,3.76,0.0,0.81621498090542,0.9999993591470318,1.2590363298861564e-09,1.2899360521661826e-08,4.10470764772532e-06,3.612211301796642e-06,2.4395231947221203e-07,7.948136046411769e-11,9.316081050993785e-13,3.8751304849885455e-07,4.0419275677709726e-07,4.650803542838069e-08,5.7472504116197275e-09,1.6902257139116042e-07,6.638251641307758e-09,4.4784544092951107e-08,1.3213345474335744e-08,4.957814775571858e-10,9.543557378679511e-10
1.7722509769911165e-08,0.06341898303800127,3.76,0.0,0.8162147916897512,0.9999993120555575,1.4727219889444202e-09,1.4458512227178525e-08,4.281164677265256e-06,3.7460639255171525e-06,2.6138808579374285e-07,8.584449892538316e-11,9.686738027079402e-13,4.1686367180377637e-07,4.3554106757460656e-07,5.232822018655055e-08,6.216630638146801e-09,1.7658323670505963e-07,7.259706322784989e-09,5.032531685289572e-08,1.4778496873423864e-08,5.480040452067162e-10,1.0330612658127557e-09
1.8438544310849363e-08,0.06341898503943014,3.76,0.0,0.8162146015992018,0.9999992634067938,1.7116416066506911e-09,1.612828003856545e-08,4.458048107598543e-06,3.878568025684326e-06,2.7965834515354313e-07,9.24131116840368e-11,1.0055559517630697e-12,4.469815489062487e-07,4.677938395381991e-07,5.8589348949283834e-08,6.700490310980684e-09,1.8419369899306405e-07,7.917895749524708e-09,5.627582337844814e-08,1.6451526636842617e-08,6.039435779140782e-10,1.114616120793925e-09
