Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176)
1.588313116696443e-08,0.07328658903245494,3.76,0.0,0.6355392824234332,0.9995410124437618,4.3978862951522105e-09,5.793956570884483e-08,1.4910367346108047e-05,1.3084485629260018e-05,7.84687534583762e-07,1.838497067427486e-10,3.680423052108796e-12,1.4330787593196408e-06,1.4599781290515233e-06,1.9975258868521124e-07,3.619125477280401e-08,4.810540802750909e-07,9.862346559184299e-09,1.6743480674617708e-07,5.7993691564931265e-08,1.7501172701078414e-09,2.3978537585436416e-09,6.62600894169542e-14,1.9905571809177627e-12,1.1924080469928798e-11,3.1327065632126415e-12,5.47288613525955e-16,1.0749551101276394e-08,6.4546069909482904e-15,3.3243389811277246e-18,1.5517945885396126e-12,1.6905476141470217e-14,0.00045677447290900635
1.6318347010666883e-08,0.07328659472061252,3.76,0.0,0.6355388379411768,0.9995409047361347,4.877276184108984e-09,6.24848207314571e-08,1.5328464663512684e-05,1.3399961795696071e-05,8.240792716473181e-07,1.9318036703913674e-10,3.7750918514777906e-12,1.5035032520447858e-06,1.5324669997363795e-06,2.157221862502819e-07,3.8135576426821565e-08,4.948704119130508e-07,1.0461343026212942e-08,1.8019351517725932e-07,6.246310508257438e-08,1.8742159410260872e-09,2.5255715754522842e-09,7.423851666073887e-14,2.245789209787421e-12,1.252803819674058e-11,3.3918075446570914e-12,6.027603252330057e-16,1.1043975465658545e-08,7.146273619578755e-15,3.6743066391399826e-18,1.6371819371706743e-12,1.759627685946457e-14,0.0004567744238593064
1.6753562854369336e-08,0.07328660041841563,3.76,0.0,0.6355383920551431,0.9995407946251594,5.393716537958307e-09,6.724461536172985e-08,1.5747302957127674e-05,1.3713333985702693e-05,8.648447548987196e-07,2.026940816401758e-10,3.869402124097062e-12,1.5751554347911301e-06,1.6062753245562296e-06,2.32472681621325e-07,4.011940634183802e-08,5.087336197298503e-07,1.1084513929372565e-08,1.9355530836008858e-07,6.713737232575034e-08,2.0045281285260564e-09,2.656316385846141e-09,8.302811262245605e-14,2.5268300902692336e-12,1.3153242641398573e-11,3.664514644815555e-12,6.625284045920958e-16,1.133839337128896e-08,7.899132298006425e-15,4.052320237480726e-18,1.7247990991348173e-12,1.829888056100774e-14,0.0004567743737107778
1.718877869807179e-08,0.07328660612603426,3.76,0.0,0.6355379447375299,0.9995406821193712,5.948929177302241e-09,7.222225650350171e-08,1.61668969881338e-05,1.4024616227795425e-05,9.070109137712307e-07,2.1238766620205348e-10,3.963354075555329e-12,1.648006409898532e-06,1.681375153021099e-06,2.5001801843907104e-07,4.214192379689935e-08,5.226445042177638e-07,1.1732514612351888e-08,2.0753048472700553e-07,7.201929806765889e-08,2.141269880189619e-09,2.7900678565883974e-09,9.269834634012151e-14,2.8356502783664766e-12,1.3800120443933508e-11,3.951145811230162e-12,7.26837218870603e-16,1.1632804854605274e-08,8.717826398650112e-15,4.460026594056475e-18,1.8146417375178545e-12,1.9013264308641585e-14,0.0004567743224672162
1.762399454177424e-08,0.07328661184363455,3.76,0.0,0.6355374959610469,0.9995405672273144,6.544661864016731e-09,7.742095211987816e-08,1.658726121037921e-05,1.4333822456936828e-05,9.50604159422809e-07,2.2225797333356462e-10,4.0569479275595416e-12,1.7220277261702987e-06,1.7577389238620478e-06,2.6837184448563536e-07,4.4202319439988426e-08,5.366038468858232e-07,1.2406002964200882e-08,2.2212909924926536e-07,7.711158394192666e-08,2.2846614554078346e-09,2.9268058111907036e-09,1.033235236148589e-13,3.1743244826619005e-12,1.4469090093180296e-11,4.2520168871592716e-12,7.959404165083375e-16,1.1927209954803252e-08,9.607306315825056e-15,4.899137694136004e-18,1.9067055240450146e-12,1.9739405212867813e-14,0.00045677427013253625
1.8059210385476694e-08,0.07328661757137901,3.76,0.0,0.635537045698908,0.9995404499575423,7.1826875197718105e-09,8.284381283410814e-08,1.700840977464309e-05,1.4640966515160503e-05,9.956503923969403e-07,2.323018922238712e-10,4.1501839176871444e-12,1.797191372788087e-06,1.8353394602808181e-06,2.8754751581253233e-07,4.629979515094367e-08,5.50612410553306e-07,1.3105638569680198e-08,2.3736096720126958e-07,8.241683033372936e-08,2.434927247549216e-09,3.06651022994169e-09,1.1498303201827112e-13,3.5450345417711185e-12,1.516056204535805e-11,4.567441628879193e-12,8.701010637022509e-16,1.2221608713981883e-08,1.0572845143464278e-14,5.3714317461562214e-18,2.0009861390869954e-12,2.047728043229559e-14,0.0004567742167106948
1.8494426229179147e-08,0.07328662330942638,3.76,0.0,0.635536593924826,0.9995403303186159,7.864803457221496e-09,8.84938535089e-08,1.7430356532847737e-05,1.4946062152190918e-05,1.0421750101464183e-06,2.425163482737505e-10,4.243062299141156e-12,1.8734697733057413e-06,1.914149965254308e-06,3.075581008180124e-07,4.8433563905389876e-08,5.646709396392236e-07,1.3832081914968972e-08,2.5323566787346653e-07,8.793753824271371e-08,2.59229570710667e-09,3.2091612500679224e-09,1.277615925323324e-13,3.950072266992649e-12,1.5874938840622378e-11,4.897731722986447e-12,9.495917763724095e-16,1.2516001177292249e-08,1.1620054776523245e-14,5.8787542026647344e-18,2.0974792716671726e-12,2.1226867173798352e-14,0.00045677416220558464
1.9364857916584053e-08,0.07328663481704721,3.76,0.0,0.635535685738131,0.9995400839675902,9.36861288939214e-09,1.00487064660561e-07,1.8276698569262548e-05,1.5550162703703492e-05,1.1397585182035322e-06,2.6344475233401954e-10,4.427747325524836e-12,2.0292626668253325e-06,2.075295563994483e-06,3.501348711761322e-07,5.2806887124816484e-08,5.929407814401944e-07,1.53680340012257e-08,2.869507264133134e-07,9.963485659473712e-08,2.929274264237578e-09,3.503224429312563e-09,1.5704299381039703e-13,4.8728645128647815e-12,1.737397822110095e-11,5.604144470208616e-12,1.1257023589530136e-15,1.3104767413101314e-08,1.3983728683047408e-14,7.006208159900615e-18,2.297085888853832e-12,2.276108429287533e-14,0.0004567740499612207
2.0148246435248467e-08,0.0732866452106621,3.76,0.0,0.6355348629455058,0.9995398542352191,1.0891333707479227e-08,1.1208624924364627e-07,1.904126921484932e-05,1.608698366852388e-05,1.232884496581892e-06,2.8283343726618376e-10,4.5927436791602445e-12,2.173020768042636e-06,2.224203480341476e-06,3.914347232105759e-07,5.685932725860112e-08,6.185616220778694e-07,1.6848692644795224e-08,3.1958416318469015e-07,1.1092244094135052e-07,3.2592183092150937e-09,3.777762624722674e-09,1.8819181014771987e-13,5.846119480755269e-12,1.8805328440834074e-11,6.29384052446233e-12,1.3053655217725582e-15,1.363463601438004e-08,1.6454178233259206e-14,8.160638371192571e-18,2.4842555840684033e-12,2.4181705439170765e-14,0.0004567739452757602
2.0931634953912882e-08,0.07328665563996685,3.76,0.0,0.6355340348674313,0.9995396169603084,1.2585894998740989e-08,1.2446416974062745e-07,1.9808628208931493e-05,1.6617377430008688e-05,1.331173196482599e-06,3.027284632447152e-10,4.756586007365128e-12,2.319981037650437e-06,2.376631820341004e-06,4.3563020845227033e-07,6.10176101182167e-08,6.443551166544206e-07,1.8426448082299084e-08,3.5443895118577454e-07,1.2294266477708257e-07,3.6159053715375675e-09,4.061546099384646e-09,2.2455570387121036e-13,6.971556760859307e-12,2.0316800757449822e-11,7.0364549051629516e-12,1.5069872998436753e-15,1.4164485075243827e-08,1.929379401715082e-14,9.460435311228113e-18,2.6785271882963583e-12,2.5639919662838637e-14,0.00045677383714150103
2.1715023472577297e-08,0.07328666610576254,3.76,0.0,0.6355332013677557,0.9995393721930663,1.4463563784665722e-08,1.376351467905791e-07,2.0578846066367982e-05,1.714142091899827e-05,1.4347554896368155e-06,3.2311316120698395e-10,4.919276320522773e-12,2.4699975923857352e-06,2.5324374364472206e-06,4.82787660101487e-07,6.527752957592709e-08,6.703249780329868e-07,2.010509787135795e-08,3.915628952084301e-07,1.3570675586527825e-07,4.000804694292768e-09,4.354464720746802e-09,2.668571509659819e-13,8.266878284405301e-12,2.1910471215664205e-11,7.833732815290342e-12,1.7325186808402868e-15,1.4694314990294602e-08,2.2549828639523593e-14,1.0918915542162755e-17,2.8798758741883606e-12,2.713559580366731e-14,0.0004567737255814508
2.2498411991241712e-08,0.0732866766088166,3.76,0.0,0.6355323623150514,0.9995391199837679,1.653580601840637e-08,1.5161261457236197e-07,2.135199048332641e-05,1.765919014534187e-05,1.5437575231872444e-06,3.4397121398522174e-10,5.080816774442625e-12,2.6229286560309308e-06,2.691480811622635e-06,5.329707000023457e-07,6.963498562116776e-08,6.964747476775028e-07,2.1888401734799556e-08,4.3100160186790317e-07,1.4922503789320446e-07,4.415422309766282e-09,4.656410027120843e-09,3.158969227422673e-13,9.751152244410248e-12,2.3588341409124463e-11,8.687399114781946e-12,1.984019931047822e-15,1.5224126199262782e-08,2.6274518423116747e-14,1.2550171656735702e-17,3.0882769062380114e-12,2.866860322394135e-14,0.00045677361061847787
2.3281800509906127e-08,0.07328668714986322,3.76,0.0,0.6355315175825018,0.9995388603827465,1.8814274061494387e-08,1.664091472214065e-07,2.212812640855599e-05,1.817076020892822e-05,1.6583008416769937e-06,3.652866499032091e-10,5.241209666179861e-12,2.7786364584526666e-06,2.8536259793804287e-06,5.862403075987993e-07,7.408598202933666e-08,7.228078004879036e-07,2.3780073615999743e-08,4.727985416204674e-07,1.635069612153376e-07,4.861299745270411e-09,4.967275235634482e-09,3.725599000265408e-13,1.1444858872477218e-11,2.5352340381186603e-11,9.599158649842834e-12,2.263662388208446e-15,1.5753919190381736e-08,3.0525455325197206e-14,1.4369086274740133e-17,3.3037056411378557e-12,3.023881181304109e-14,0.000456773492275581
2.4065189028570542e-08,0.07328669772960472,3.76,0.0,0.6355306670477912,0.9995385934403868,2.131079454008329e-08,1.8203648459435705e-07,2.2907316113066444e-05,1.8676205310581977e-05,1.7785025054840758e-06,3.870438364825944e-10,5.400457429941626e-12,2.936987137023789e-06,3.0187404455077726e-06,6.426548873432097e-07,7.862662407954952e-08,7.493273495147442e-07,2.578377477739966e-08,5.169951092346039e-07,1.7856113275277328e-07,5.340012759501526e-09,5.286955251050481e-09,4.3782108634645117e-13,1.3369934276214542e-11,2.7204326472148238e-11,1.0570696583205377e-11,2.5737301277749315e-15,1.6283694503859415e-08,3.536597156706216e-14,1.6391345080268463e-17,3.526137528184598e-12,3.1846091992384565e-14,0.00045677337057588205
2.4848577547234957e-08,0.07328670834871216,3.76,0.0,0.6355298105929961,0.999538319207115,2.403735656350523e-08,1.985055574100424e-07,2.368961925828092e-05,1.9175598762830694e-05,1.9044752059276987e-06,4.0922747425473613e-10,5.55856263307638e-12,3.097850640323623e-06,3.1866951114003697e-06,7.022703346228149e-07,8.325311631873722e-08,7.760364505585933e-07,2.7903107822699275e-08,5.636306827842613e-07,1.9439534508713647e-07,5.853170108204272e-09,5.615346675379609e-09,5.127518082944699e-13,1.554981229121609e-11,2.914608911625399e-11,1.1603678725451417e-11,2.9166215109130585e-15,1.681345273543811e-08,4.086553622192687e-14,1.8633448961259085e-17,3.755548109733625e-12,3.3490314720704356e-14,0.00045677324554235446
2.5631966065899372e-08,0.07328671900782642,3.76,0.0,0.6355289481044812,0.999538037733391,2.700610030566958e-08,2.158265117648516e-07,2.447509296265604e-05,1.966901300054058e-05,2.0363273770955614e-06,4.3182259067899376e-10,5.715527972146877e-12,3.2611006341230874e-06,3.3573641990165244e-06,7.651401001973996e-07,8.796176037241227e-08,8.029380066539165e-07,3.01416115828329e-08,6.127426811605718e-07,2.1101660474789548e-07,6.4024123393285784e-09,5.952347818264361e-09,5.985261013397693e-13,1.8009464258076653e-11,3.1179350589074155e-11,1.2699751867543909e-11,3.2948506156952955e-15,1.734319454003898e-08,4.7100163650894e-14,2.111272526377501e-17,3.9919130217049485e-12,3.51713514996678e-14,0.0004567731171980073
2.6415354584563787e-08,0.07328672970755898,3.76,0.0,0.6355280794727943,0.9995377490696985,3.022930593391262e-08,2.34008733047751e-07,2.52637918668276e-05,2.015651959142482e-05,2.1741633046005817e-06,4.5481453416394575e-10,5.8713562690839275e-12,3.426614409561744e-06,3.530625177389605e-06,8.313152532055736e-07,9.274895280084068e-08,8.300347724422118e-07,3.2502756750150296e-08,6.643666201629747e-07,2.284311597273924e-07,6.989410616612436e-09,6.297858708065763e-09,6.964272701414741e-13,2.07754366867882e-11,3.330576770826125e-11,1.386054411469825e-11,3.711048558884843e-15,1.7872920635482755e-08,5.41528330879664e-14,2.3847338216480234e-17,4.235207994141004e-12,3.688907437983629e-14,0.00045677298556601344
2.71987431032282e-08,0.07328674044849273,3.76,0.0,0.6355272045925663,0.9995374532665372,3.3719382876046415e-08,2.530608692697161e-07,2.60557681973155e-05,2.0638189246426233e-05,2.318083231405067e-06,4.781889681897055e-10,6.026050467419467e-12,3.5942727934622245e-06,3.7063586906644233e-06,9.008445427724341e-07,9.761118299987735e-08,8.573293584372139e-07,3.4989942175957263e-08,7.185361672057953e-07,2.4664452624422697e-07,7.615865570993554e-09,6.651781103601497e-09,8.078546155353949e-13,2.3875886764321855e-11,3.552693348969061e-11,1.5087665221725142e-11,4.167964713403498e-15,1.840263180627986e-08,6.211391887429921e-14,2.685629856245744e-17,4.485408851817285e-12,3.864335596696263e-14,0.00045677285066942686
2.7982131621892616e-08,0.0732867512311828,3.76,0.0,0.6355263233624117,0.9995371503744114,3.748885941622301e-08,2.7299085382265093e-07,2.6851071828822825e-05,2.1114091829976008e-05,2.4681834608390773e-06,5.019318655294006e-10,6.179613628596968e-12,3.763960060726456e-06,3.884448487621924e-06,9.73774458252363e-07,1.0254503114528708e-07,8.848242351850275e-07,3.760649175972921e-08,7.752831946769515e-07,2.6566151477589996e-07,8.283506179219254e-09,7.014018506481544e-09,9.343303197047475e-13,2.7340615674801335e-11,3.784437876082174e-11,1.6382706929959743e-11,4.668467826654995e-15,1.893232890748305e-08,7.108163079961612e-14,3.0159472436043117e-17,4.742491514906501e-12,4.043406942862416e-14,0.00045677271253124064
2.876552014055703e-08,0.07328676205615735,3.76,0.0,0.6355254356848326,0.9995368404438212,4.155037261306591e-08,2.938059276780687e-07,2.7649750345152452e-05,2.158429637012962e-05,2.624556456903773e-06,5.260295025686308e-10,6.332048928358238e-12,3.9355638487757155e-06,4.0647813526686645e-06,1.0501492881294834e-06,1.0754716617966263e-07,9.125217373211612e-07,4.03556518761298e-08,8.346378319739999e-07,2.8548625537529554e-07,8.994088669234395e-09,7.384476173994966e-09,1.0775064823469353e-12,3.1201099704946066e-11,4.0259573732568635e-11,1.7747243305885647e-11,5.215547043781467e-15,1.9462012868596288e-08,8.116246409184948e-14,3.3777589514962235e-17,5.00643199969713e-12,4.2261088501191884e-14,0.00045677257117461605
2.9548908659221446e-08,0.07328677292391832,3.76,0.0,0.6355245414661238,0.9995365235252536,4.591665853266659e-08,3.155126610372817e-07,2.8451849098768034e-05,2.2048871068581184e-05,2.7872909419552203e-06,5.504684537214613e-10,6.483359653205537e-12,4.108975073991185e-06,4.247247038263718e-06,1.130011177601846e-06,1.1261434384113051e-07,9.404240675267031e-07,4.324058928682616e-08,8.966285162462001e-07,3.0612222228746536e-07,9.749395451853313e-09,7.7630611324989e-09,1.2391722999613836e-12,3.549051911839718e-11,4.277392953106259e-11,1.9182831081554688e-11,5.812312840203694e-15,1.9991684697533475e-08,9.247165855217103e-14,3.7732250480380694e-17,5.27720641936699e-12,4.412428749713313e-14,0.00045677242662265337
3.033229717788586e-08,0.07328678383494211,3.76,0.0,0.6355236406162795,0.9995361996691723,5.060054278863259e-08,3.381169744455608e-07,2.9257411269027854e-05,2.250788331055769e-05,2.9564719918658796e-06,5.752355859413866e-10,6.633549196937395e-12,4.284087850109131e-06,4.431738198753764e-06,1.213400184877119e-06,1.1774340473310472e-07,9.685333003860022e-07,4.626438948496682e-08,9.61282041872959e-07,3.275722578840875e-07,1.055123407818611e-08,8.149682191260001e-09,1.4212613800410973e-12,4.024378479072947e-11,4.5388799690731434e-11,2.0691009996898674e-11,6.461997867911186e-15,2.0521345484620533e-08,1.0513366631070856e-13,4.2045933818029854e-17,5.554790984812372e-12,4.6023541312644657e-14,0.0004567722788983128
3.111568569655028e-08,0.07328679478968034,3.76,0.0,0.6355227330489039,0.9995358689260079,5.561493138106267e-08,3.6162415938327466e-07,3.006647791912144e-05,2.296139967459482e-05,3.132181128760317e-06,6.003180533255869e-10,6.782621057256624e-12,4.460799408522868e-06,4.618150325585642e-06,1.30035433620892e-06,1.2293127243425392e-07,9.96851386148331e-07,4.9430055423171567e-08,1.0286236087102863e-06,3.4983859593364694e-07,1.1401436222258088e-08,8.544249956697554e-09,1.625859181604413e-12,4.5497562604866555e-11,4.8105481610099635e-11,2.2273303144021804e-11,7.167957720068551e-15,2.1050996406634084e-08,1.192826276561223e-13,4.6742001993981523e-17,5.839162005533149e-12,4.7958725435613865e-14,0.0004567721280246852
3.18990742152147e-08,0.0732868057885606,3.76,0.0,0.6355218186811228,0.9995355313461488,6.09728018268287e-08,3.8603889834618883e-07,3.087908805173709e-05,2.3409485942195658e-05,3.314496411412023e-06,6.25703291810913e-10,6.930578832449455e-12,4.639010020446684e-06,4.806381683867627e-06,1.3909096797010527e-06,1.2817495164780723e-07,1.0253801543958373e-06,5.2740506582519954e-08,1.0986768691348752e-06,3.7292288422425034e-07,1.2301856688292505e-08,8.946676846979033e-09,1.8552105736175955e-12,5.12902956124128e-11,5.0925217971572844e-11,2.3931217313554114e-11,7.933671618308987e-15,2.1580638730870316e-08,1.35062854399502e-13,5.1844707037232824e-17,6.130295890574132e-12,4.992971595390385e-14,0.00045677197402487033
3.2682462733879116e-08,0.07328681683198704,3.76,0.0,0.6355208974334947,0.9995351869799317,6.668719457400928e-08,4.113652844263404e-07,3.1695278663486547e-05,2.3852207107373895e-05,3.5034925233795424e-06,6.51379013960136e-10,7.077426218134367e-12,4.818622920899835e-06,4.996333250252456e-06,1.485100337905212e-06,1.334715263893615e-07,1.054121317619948e-06,5.619857834598268e-08,1.1714639739135746e-06,3.9682620655493897e-07,1.325437244215567e-08,9.356877106920262e-09,2.111727502976279e-12,5.766222397193099e-11,5.3849198126357353e-11,2.566624334313786e-11,8.762743026899913e-15,2.2110273819237603e-08,1.52629320240532e-13,5.737919556007575e-17,6.428169149522934e-12,5.193638956395761e-14,0.00045677181692178046
3.3465851252543534e-08,0.07328682792034096,3.76,0.0,0.6355199692299297,0.9995348358776324,7.277120469357299e-08,4.3760684040450094e-07,3.2515084798112376e-05,2.428962738608257e-05,3.6992408589546784e-06,6.773332038370487e-10,7.2231670040792465e-12,4.9995442344701654e-06,5.187908652116221e-06,1.5829585592368135e-06,1.388181582124294e-07,1.08307647470832e-06,5.980702164363423e-08,1.2470056169250097e-06,4.2154910411078735e-07,1.426088166647772e-08,9.77476682314342e-09,2.3979967637696397e-12,6.465540268048546e-11,5.6878559445590205e-11,2.7479856468111163e-11,9.65890019785233e-15,2.2639903132366873e-08,1.721481576074349e-13,6.337151324643517e-17,6.73275839356449e-12,5.397862357971829e-14,0.00045677165673838765
3.424923977120795e-08,0.07328683905398166,3.76,0.0,0.6355190339976033,0.9995344780894553,7.923797384143514e-08,4.6476653736521057e-07,3.3338539598503105e-05,2.472181022553003e-05,3.90180960699313e-06,7.035541119689896e-10,7.367805071085778e-12,5.181682902817059e-06,5.3810141080070005e-06,1.684514768233602e-06,1.442120844709957e-07,1.112247114344411e-06,6.356850283935553e-08,1.3253210787600186e-06,4.4709159623701e-07,1.532330283896012e-08,1.0200263939446817e-08,2.716787859513133e-12,7.231371711994243e-11,6.001438863871531e-11,2.937351667444572e-11,1.0625996651014897e-14,2.3169528233733448e-08,1.9379716043976534e-13,6.984860883803926e-17,7.044040336592245e-12,5.605629594186022e-14,0.0004567714934977338
3.503262828987237e-08,0.07328685023324683,3.76,0.0,0.6355180916668771,0.9995341136655268,8.610068248405999e-08,4.928468128453135e-07,3.416567435754155e-05,2.5148818313384184e-05,4.111263832695431e-06,7.300302503953548e-10,7.511344387939988e-12,5.364950613873712e-06,5.575558369337382e-06,1.789797614681627e-06,1.4965061661834186e-07,1.1416346183217427e-06,6.748560383109227e-08,1.406428269227409e-06,4.734532006271757e-07,1.6443573833380385e-08,1.0633288272341053e-08,3.071060950025483e-12,8.068289644416095e-11,6.325772304010738e-11,3.1348669053988296e-11,1.166801159315855e-14,2.3699150793784434e-08,2.177662923824705e-13,7.683833764795679e-17,7.361991796376007e-12,5.816928522732486e-14,0.0004567713272226674
3.581601680853679e-08,0.07328686145845331,3.76,0.0,0.6355171421712191,0.999533742655884,9.337254238092823e-08,5.218495885266919e-07,3.4996518567811184e-05,2.5570713586866633e-05,4.327665557402499e-06,7.567503878006888e-10,7.653789008427376e-12,5.549261732709532e-06,5.771452663295398e-06,1.8988340216326684e-06,1.5513113854138816e-07,1.1712402647748736e-06,7.156082233953208e-08,1.4903437687909495e-06,5.006329529402954e-07,1.7623651042811613e-08,1.1073761526707183e-08,3.4639748746787274e-12,8.981052483727409e-11,6.660955186490038e-11,3.3406744162047776e-11,1.2789050279988674e-14,2.422877259406575e-08,2.442581998630177e-13,8.436946463054896e-17,7.686589695786284e-12,6.031747065915669e-14,0.000456771157936006
3.6599405327201207e-08,0.07328687272989767,3.76,0.0,0.6355161854471268,0.9995333651104676,1.0106678931739464e-07,5.517762874835708e-07,3.583109997018427e-05,2.5987557241737793e-05,4.55107383646607e-06,7.837035447309692e-10,7.79514306841153e-12,5.734533234014729e-06,5.968610636949137e-06,2.0116492323365086e-06,1.6065110492981925e-07,1.2010652313290416e-06,7.579657236290859e-08,1.5770828689627194e-06,5.286294258610783e-07,1.8865508524586123e-08,1.1521607311533827e-08,3.8988952438521566e-12,9.974605067683785e-11,7.007081743491979e-11,3.554915837736224e-11,1.3993344324931762e-14,2.475839553134312e-08,2.7348872952989983e-13,9.247166703626519e-17,8.017811064074903e-12,6.250073211663361e-14,0.00045677098566067315
3.7382793845865625e-08,0.07328688404785666,3.76,0.0,0.63551522143405,0.9995329810791125,1.0919667608164417e-07,5.82627850994479e-07,3.6669444601315606e-05,2.639940974117453e-05,4.781544835250926e-06,8.108789888917486e-10,7.935410782975401e-12,5.920684636170242e-06,6.166948302521025e-06,2.1282668561108165e-06,1.6620803967929108e-07,1.231110598170377e-06,8.019518477804423e-08,1.666659611677201e-06,5.574407476172379e-07,2.0171137166543257e-08,1.1976751155691398e-08,4.379402590530273e-12,1.1054079363887762e-10,7.364241637556727e-11,3.777731426447282e-11,1.5285251958460563e-14,2.5288021621711448e-08,3.056874495378031e-13,1.0117553667910397e-16,8.355633038211575e-12,6.471895014568442e-14,0.00045677081041943095
3.816618236453004e-08,0.07328689541258786,3.76,0.0,0.6355142500743178,0.9995325906115392,1.1777546567959175e-07,6.144047549287331e-07,3.7511576840064356e-05,2.6806330824541383e-05,5.019131903323037e-06,8.382662305268178e-10,8.074596443623717e-12,6.107637936866959e-06,6.3663839838081674e-06,2.2487089131709484e-06,1.7179953432803833e-07,1.2613773510385497e-06,8.475890806965583e-08,1.7590868276699838e-06,5.870646199674107e-07,2.1542543874108782e-08,1.2439120523702844e-08,4.9093005740886845e-12,1.2224794978482428e-10,7.732520078446766e-11,4.009260093852415e-11,1.666925824165418e-14,2.5817653004687184e-08,3.410981741713401e-13,1.1051258184403717e-16,8.700032864276085e-12,6.697200596958755e-14,0.00045677063223491975
3.894957088319446e-08,0.07328690682433023,3.76,0.0,0.6355132713130657,0.999532193757347,1.2681642478169057e-07,6.471070257171428e-07,3.8357519452866794e-05,2.7208379516056806e-05,5.263885646875638e-06,8.658550178760862e-10,8.212704415545385e-12,6.295317550238867e-06,6.566838263725508e-06,2.3729958784416206e-06,1.77423246526209e-07,1.29186638414367e-06,8.948990917160381e-08,1.8543761738844822e-06,6.174983356729838e-07,2.298175077775972e-08,1.2908644831471556e-08,5.492624228418626e-12,1.3492259467299401e-10,8.111997937265969e-11,4.249639443250407e-11,1.8149975237628818e-14,2.6347291947278454e-08,3.799794913060691e-13,1.2051522886123765e-16,9.050987898905539e-12,6.925978149994489e-14,0.00045677045112988633
3.973295940185888e-08,0.07328691828330462,3.76,0.0,0.6355122850981642,0.9995317905660046,1.3633281739573989e-07,6.807342559164238e-07,3.920729363808199e-05,2.760561413335558e-05,5.5158539994427785e-06,8.936353327113806e-10,8.349739134935112e-12,6.483650245475506e-06,6.768233932949093e-06,2.501146724371954e-06,1.830768985372602e-07,1.3225785030092304e-06,9.439027440535785e-08,1.9525381699295655e-06,6.487387954668311e-07,2.449079446043554e-08,1.3385255461928318e-08,6.13364824666335e-12,1.4862168453959896e-10,8.502751857907844e-11,4.499005806692836e-11,1.9732142144411077e-14,2.6876940848027904e-08,4.226052922133354e-13,1.312168233734923e-16,9.408475610796236e-12,7.158215934792258e-14,0.0004567702671269749
4.129973643918771e-08,0.07328694134374526,3.76,0.0,0.6355102901121638,0.9995309653690476,1.5684490998851264e-07,7.507598850471899e-07,4.091841393538769e-05,2.8385870933327414e-05,6.041613311070739e-06,9.497316135264363e-10,8.620606900403444e-12,6.8619933788829616e-06,7.173551342857128e-06,2.769108683315613e-06,1.9446522542322905e-07,1.3846747930595248e-06,1.0470704587673897e-07,2.1575167132851905e-06,7.136256873015601e-07,2.772660630549988e-08,1.4359471150449252e-08,7.607144413093823e-12,1.7933041678543407e-10,9.318373968397595e-11,5.02523877181193e-11,2.3220418626108546e-14,2.79362787997842e-08,5.202656229575296e-13,1.54854839022468e-16,1.014295951096455e-11,7.633025600912108e-14,0.00045676989051745317
4.270983577278366e-08,0.07328696226153802,3.76,0.0,0.6355084686639118,0.9995302015120706,1.7706457477576735e-07,8.1693386934026e-07,4.247170824766244e-05,2.9072208791986466e-05,6.53989920801855e-06,1.0007774153661683e-09,8.860763231982434e-12,7.204047217717871e-06,7.54082544755262e-06,3.0236499456840345e-06,2.0479553525325055e-07,1.4413307690138738e-06,1.1459068266726605e-07,2.3519053474143553e-06,7.747444083731144e-07,3.089837945303937e-08,1.52598529463636e-08,9.178711216311044e-12,2.1108170240192163e-10,1.0091684133803031e-10,5.530927004894787e-11,2.6756975566104805e-14,2.8889743909481497e-08,6.240458876492201e-13,1.7887282874067963e-16,1.0826113093862877e-11,8.072072002113667e-14,0.0004567695418834138
4.411993510637961e-08,0.07328698333502295,3.76,0.0,0.6355066223729768,0.9995294178853246,1.9903018129769695e-07,8.860801176492589e-07,4.403767933951399e-05,2.9743824594878978e-05,7.062190874454189e-06,1.0522981806154492e-09,9.097514191397397e-12,7.547179607375237e-06,7.910044597261062e-06,3.290940891803042e-06,2.1519022804621948e-07,1.4987183023427684e-06,1.2505193633881586e-07,2.5557166462898716e-06,8.384125542940549e-07,3.4328679662654504e-08,1.6182218822236927e-08,1.1015541861753236e-11,2.4712366172960017e-10,1.0902538739347489e-10,6.067799257360878e-11,3.070175216868455e-14,2.984328501735518e-08,7.449736194053378e-13,2.0571609608353404e-16,1.1530087436184003e-11,8.522150312785767e-14,0.000456769184208785
