Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934)
1.5661957409682845e-14,0.44920111573122257,3.76,0.0,0.6060279234757212,0.9999999999995058,1.0585858733051415e-29,3.0820619123641234e-22,2.2837876125332756e-11,2.2837875305664423e-11,4.94265666344675e-13,2.089890770724479e-24,2.6608939304739936e-23,8.189901901223575e-19,8.189197863904537e-19,1.4744948019125064e-25,1.483360937541398e-25,4.942656671913132e-13,4.915680722595875e-22,1.3625013139709058e-13,1.8757457381114472e-19,3.0798875097292587e-22,7.197000601819716e-22,3.5538844276098804e-27,1.001279330330498e-31,1.1762247336006548e-22,7.896699013112375e-31,1.3794111293698652e-31,1.3625013139705157e-13,1.4075350276623974e-27,3.3030283876095515e-40,6.083092884694376e-31
3.132402103453242e-14,0.4492011157331458,3.76,0.0,0.6060279234522526,0.9999999999990116,8.469109589759127e-29,1.2328891101623441e-21,4.56759071294071e-11,4.5675903850717195e-11,9.885346828029192e-13,8.359929606519025e-24,1.0643469692319453e-22,3.275898395328944e-18,3.2756951172125432e-18,1.1796026095477975e-24,1.1831470360180129e-24,9.88534686268057e-13,1.9662810139183638e-21,2.725011867989635e-13,3.768255531113882e-19,1.2319666339195136e-21,2.8788147920723236e-21,1.4215620642126964e-26,4.017275364111045e-31,4.704869251949461e-22,6.317396511192683e-30,5.532293613390691e-31,2.725011867986542e-13,5.630179806436736e-27,2.6489599993439254e-39,2.4332495299687655e-30
6.264814828423155e-14,0.4492011157369921,3.76,0.0,0.6060279234053155,0.999999999998023,6.775903535802841e-28,4.93203358101175e-21,9.13519691328503e-11,9.135195601805813e-11,1.977072710132103e-12,3.344239540010042e-23,4.257270576389949e-22,1.3103467011349237e-17,1.3102808275745297e-17,9.436845168023553e-24,9.450989957873365e-24,1.9770727241489044e-12,7.865133848529034e-21,5.450032975831565e-13,7.603532760646351e-19,4.927921978227395e-21,1.1515287724593035e-20,5.686271219638777e-26,1.616648799039294e-30,1.881909597739059e-21,5.053931905442925e-29,2.2246199255928214e-30,5.45003297580694e-13,2.2520864973279335e-26,2.1296087208859993e-38,9.733022871728419e-30
1.2529640278362985e-13,0.4492011157446851,3.76,0.0,0.6060279233114413,0.9999999999960459,5.4216840899639096e-27,1.973187620218772e-20,1.8270409312091455e-10,1.8270404066168558e-10,3.954148742447743e-12,1.3379048542235213e-22,1.702807902277744e-21,5.241360019336777e-17,5.2411255625035554e-17,7.54948140226088e-23,7.555086427123327e-23,3.954148798820079e-12,3.146049372458053e-20,1.0900075190797645e-12,1.547514208981945e-18,1.9712056238633074e-20,4.60612036394398e-20,2.2745181815508825e-25,6.54487052950996e-30,7.527304871563995e-21,4.043151044811834e-28,8.992065915999182e-30,1.090007519060111e-12,9.008428223487205e-26,1.7203840736876527e-37,3.893214098760544e-29
2.505929117824264e-13,0.44920111576007093,3.76,0.0,0.6060279231236929,0.9999999999920915,4.338875640192088e-26,7.895728931503588e-20,3.6540834102175467e-10,3.654081311847572e-10,7.908300717760063e-12,5.3532812370372395e-22,6.810416127855287e-21,2.096537473774436e-16,2.0964480281038732e-16,6.039580110830382e-22,6.04173734580624e-22,7.908300943800704e-12,1.2584140152177197e-19,2.180015961837332e-12,3.2022774596253775e-18,7.885102082475414e-20,1.8424488506707846e-19,9.098132922672342e-25,2.6811883666757373e-29,3.010649424749573e-20,3.2345224709969694e-27,3.671688555333596e-29,2.1800159616802975e-12,3.603430203943027e-25,1.4030178531155914e-36,1.5572866292730014e-28
3.7588942078122297e-13,0.4492011157754566,3.76,0.0,0.6060279229359445,0.9999999999881373,1.2408980085373883e-25,1.6782794342559884e-19,5.481125888473065e-10,5.481121429436793e-10,1.1862452603805364e-11,1.1378160216390508e-21,1.4470933046270497e-20,4.455136723999148e-16,4.454947708393894e-16,1.726941207987202e-21,1.7273820276986037e-21,1.186245308441995e-11,2.6741206858542445e-19,3.270024404410717e-12,4.93750153180898e-18,1.6756248296941557e-19,3.9152038549002755e-19,1.9333627898513097e-24,5.804944183346431e-29,6.397228185220341e-20,9.248713197385383e-27,7.928666121922392e-29,3.2700244039618356e-12,7.657386166676408e-25,4.0611156250302725e-36,3.3092347055232985e-28
6.264824387788161e-13,0.44920111580622823,3.76,0.0,0.6060279225604477,0.9999999999802281,5.7061860898800145e-25,4.643063202029824e-19,9.135210841972564e-10,9.135198514051966e-10,1.9770756019243533e-11,3.1474628984386436e-21,3.9999300716221676e-20,1.2317118099530008e-15,1.2316585371471765e-15,7.936360182662345e-21,7.937373649440052e-21,1.9770757348215742e-11,7.393090096288653e-19,5.4500412892324656e-12,8.729948455677571e-18,4.632898048351007e-19,1.0824384175060297e-18,5.345242445254611e-24,1.6790130293984978e-28,1.768358497789296e-19,4.2503641082188016e-26,2.2773616820539917e-28,5.450041287170318e-12,2.117106969028601e-24,1.9329610595688075e-35,9.149062283718075e-28
8.459113335265242e-13,0.44920111583317307,3.76,0.0,0.6060279222316483,0.9999999999733025,1.2541461152815533e-24,8.146570036532645e-19,1.2334868312446194e-09,1.2334846691476242e-09,2.669557069878872e-11,5.522020135870266e-21,7.014209985123908e-20,2.1602005675892598e-15,2.1601054876056615e-15,1.743749817030973e-20,1.743898489995807e-20,2.6695573029288355e-11,1.2966086498867216e-18,7.358948007366852e-12,1.2296667709399258e-17,8.125597391679822e-19,1.8984035572892152e-18,9.374678327448382e-24,3.0363568063062553e-28,3.1010660855533733e-19,9.33876546737912e-26,4.09804822852465e-28,7.358948002836463e-12,3.713107003491985e-24,4.3291538350564137e-35,1.6045824936712885e-27
1e-12,0.44920111586011774,3.76,0.0,0.6060279220007567,0.9999999999684387,2.0229414763384514e-24,1.1293218346240446e-18,1.458175085261023e-09,1.458172089078624e-09,3.155835513629193e-11,7.654455046791766e-21,9.719054401131743e-20,2.9935525630931605e-15,2.99341866916407e-15,2.811867251948112e-20,2.812032517840216e-20,3.155835836524656e-11,1.7968011627004808e-18,8.699431862124808e-12,1.4987160300862232e-17,1.1260620716903066e-18,2.6307623114232375e-18,1.2991293660211599e-23,4.312269316631683e-28,4.2970252006891104e-19,1.505915415621837e-25,5.79634114304537e-28,8.699431854819813e-12,5.145624973255477e-24,7.100513711343172e-35,2.223592614258782e-27
1.0653402282742322e-12,0.44920111586011774,3.76,0.0,0.6060279219028488,0.9999999999663763,2.3489438069269597e-24,1.2627532696286601e-18,1.5534525780446835e-09,1.553449228174165e-09,3.362038508610357e-11,8.55869925273106e-21,1.086602488009722e-19,3.3469296859225336e-15,3.346779333209571e-15,3.264795028003509e-20,3.26496733001112e-20,3.3620388696041796e-11,2.0089043219807823e-18,9.267854725871797e-12,1.6128044988358583e-17,1.2590005573059181e-18,2.9413139520397553e-18,1.452489426063937e-23,4.853311150470662e-28,4.804163352884549e-19,1.7484845229418956e-25,6.516490452212091e-28,9.26785471739025e-12,5.753074263936427e-24,8.275689609031892e-35,2.4860795544660886e-27
1.2847691230219402e-12,0.44920111588706263,3.76,0.0,0.6060279215740494,0.9999999999594501,3.9000626882081696e-24,1.8017873567404532e-18,1.8734183246149278e-09,1.8734135467711554e-09,4.054519920211191e-11,1.2211263078976483e-20,1.549589960786987e-19,4.773646081212328e-15,4.7734272764197954e-15,5.418932758614384e-20,5.419087294497876e-20,4.054520434948997e-11,2.8652386150339887e-18,1.1176761444987344e-11,2.0205474685242564e-17,1.795753483010287e-18,4.195128845345657e-18,2.0716700368750806e-23,7.133550951967505e-28,6.851377949844807e-19,2.9021520921501946e-25,9.528117762084463e-28,1.1176761430910299e-11,8.20565743601133e-24,1.4003988724194157e-34,3.545839425969905e-27
1.7236269125173563e-12,0.44920111594095213,3.76,0.0,0.6060279209164504,0.9999999999455971,8.249256204054868e-24,3.086340222904237e-18,2.513349817234314e-09,2.513341638806329e-09,5.4394826819726855e-11,2.091447836801919e-20,2.6519057912853314e-19,8.171233829393852e-15,8.170846333318025e-15,1.145594392928219e-19,1.1455904036485642e-19,5.439483562622263e-11,4.9044996257477885e-18,1.499457488536447e-11,2.891853050665289e-17,3.074063134866077e-18,7.180971238250254e-18,3.546215146899493e-23,1.2875197741447517e-27,1.1725806120595649e-18,6.135333045793078e-25,1.7029589009538067e-27,1.4994574855606463e-11,1.4046505890998614e-23,3.0560772985858706e-34,6.069559195782934e-27
2.162484702012772e-12,0.44920111599484175,3.76,0.0,0.6060279202588514,0.9999999999317432,1.4925455671916783e-23,4.708842753056775e-18,3.1532813090018134e-09,3.1532688396256276e-09,6.824445343397222e-11,3.1905444036070774e-20,4.0423930050491234e-19,1.2458394989862585e-14,1.2457784253412916e-14,2.0717086557140613e-19,2.0716490411609683e-19,6.824446685365121e-11,7.477659893092526e-18,1.8812388330283547e-11,3.854450695640129e-17,4.687218752706524e-18,1.0948587037301607e-17,5.406879525912291e-23,2.0681672499821018e-27,1.7875002667004768e-18,1.1095241485050908e-24,2.7082082105558113e-27,1.8812388276470805e-11,2.1417093611022114e-23,5.698253252648036e-34,9.254058451113343e-27
2.601342491508188e-12,0.4492011160487313,3.76,0.0,0.6060279196012525,0.9999999999178882,2.460647919550023e-23,6.6923283837436665e-18,3.793212799861157e-09,3.793195090363529e-09,8.209407898046804e-11,4.53392248531908e-20,5.739890493832583e-19,1.7693884076991325e-14,1.7692987259434182e-14,3.413751346807024e-19,3.4135766517159553e-19,8.209409802853187e-11,1.0619969005324811e-17,2.263020178192014e-11,4.914441277271351e-17,6.6574031573081095e-18,1.5549612968820514e-17,7.67918489394874e-23,3.09451736907445e-27,2.5382514022976725e-18,1.8282719337983457e-24,4.009758139266955e-27,2.2630201693250216e-11,3.041864738355097e-23,9.684187207332897e-34,1.314298311993434e-26
3.4790580704990203e-12,0.4492011161565104,3.76,0.0,0.6060279182860546,0.9999999998901756,5.648300460907254e-23,1.1766896458514205e-17,5.0730757788047255e-09,5.073044688589474e-09,1.0979332682264024e-10,7.969655735088575e-20,1.0071810318032076e-18,3.1062737920729616e-14,3.1061047210513525e-14,7.826343576109472e-19,7.825580257529133e-19,1.0979336021779813e-10,1.8643692674890072e-17,3.026582871760241e-11,7.3324844090178e-17,1.1689194815783023e-17,2.7298391542609326e-17,1.3481798385805164e-22,6.0660509188512134e-27,4.454412902948825e-18,4.191503878099387e-24,7.670542114339547e-27,3.026582851432632e-11,5.340681080743422e-23,2.3895107410519198e-33,2.3073414864803716e-26
4.356773649489853e-12,0.44920111626428955,3.76,0.0,0.6060279169708568,0.9999999998624591,1.0824594070175235e-22,1.8318863984779978e-17,6.352938754057584e-09,6.352890425684398e-09,1.3749257035307047e-10,1.240390236491555e-19,1.5648583943429373e-18,4.828555999961728e-14,4.828275172658673e-14,1.4981105157334533e-18,1.4979054723451678e-18,1.3749262219369464e-10,2.898022063442019e-17,3.790145570790117e-11,1.0147365963956922e-16,1.8172911245130782e-17,4.243414865090574e-17,2.095758265075508e-22,1.0436167333182345e-26,6.921643703446071e-18,8.023368693656759e-24,1.2884777237572103e-26,3.790145531880119e-11,8.302589348711157e-23,4.8788582267445737e-33,3.5866645002159133e-26
6.112204807471517e-12,0.4492011164798478,3.76,0.0,0.6060279143404611,0.9999999998070145,2.9733334172160334e-22,3.589358302538169e-17,8.912664693481442e-09,8.912570306128133e-09,1.9289104455940224e-10,2.4289782966552353e-19,3.05305806747779e-18,9.43033201166844e-14,9.429707672497575e-14,4.103839651225914e-18,4.1029374666685646e-18,1.928911455054242e-10,5.659716681406899e-17,5.317270994375386e-11,1.6972161128433103e-16,3.550321139598032e-17,8.287567865002792e-17,4.093402088138083e-22,2.4878184916543887e-26,1.3507623778998204e-17,2.1978993219501735e-23,2.9140187183135094e-26,5.3172708877902476e-11,1.6218349204559945e-22,1.5296177684679918e-32,7.004922118560451e-26
9.623067123434846e-12,0.44920111691096426,3.76,0.0,0.6060279090796696,0.9999999996960788,1.1861510908508863e-21,8.914934654306089e-17,1.4032116528001846e-08,1.4031883690103676e-08,3.036879421453958e-10,6.025419565767984e-19,7.51485542224081e-18,2.3262844045716917e-13,2.3260906126030155e-13,1.627206501301774e-17,1.6265675985246964e-17,3.036881895724945e-10,1.3960312392993508e-16,8.371522002282643e-11,3.5424260531724213e-16,8.763649462415806e-17,2.0444048296268394e-16,1.0099280408670596e-21,8.803577328621466e-26,3.3265655016561625e-17,8.715056286591389e-23,9.242290560538366e-26,8.3715215796701e-11,4.002368481112192e-22,7.759039143814218e-32,1.7280055265683473e-25
1e-11,0.4492011177731973,3.76,0.0,0.6060279085148612,0.9999999996841649,1.3496695729488256e-21,9.63377586418867e-17,1.4581750640771007e-08,1.4581499266152162e-08,3.1558330452472823e-10,6.510129874505682e-19,8.110657365909286e-18,2.511481615467996e-13,2.51126640759556e-13,1.849145238538267e-17,1.848353672217563e-17,3.155835714096219e-10,1.5071532186912266e-16,8.69943223978448e-11,3.77895218721732e-16,9.462180274034051e-17,2.2071642027463686e-16,1.0903535641404859e-21,9.987520554878732e-26,3.5905710311394365e-17,9.903773410518992e-23,1.0285148048457559e-25,8.699431759530411e-11,4.32124051400879e-22,9.221844156600562e-32,1.8655768901677642e-25
1.6644791755361502e-11,0.4492011177731973,3.76,0.0,0.6060278985580871,0.9999999994740219,6.40028314589482e-21,2.698869869854491e-16,2.4271020019755034e-08,2.427032494376153e-08,5.252815388139756e-10,1.819386440699041e-18,2.2331781093996633e-17,6.944373461690781e-13,6.943547882421171e-13,8.668447332471137e-17,8.661979446562508e-17,5.25282267512815e-10,4.166696946777309e-16,1.4480025135026847e-10,9.171849885657414e-16,2.619609479832809e-16,6.103028203747996e-16,3.0158208724756273e-21,4.696513512171882e-25,9.896400196052149e-17,4.642910481100326e-22,4.024083647066678e-25,1.4480022883663866e-10,1.1957693157020588e-21,6.028916892682318e-31,5.15855174114913e-25
3.0688241019214816e-11,0.4492011194976632,3.76,0.0,0.6060278775149226,0.9999999990291659,4.2216798775375047e-20,9.425991970733155e-16,4.4748826294548207e-08,4.474646541459772e-08,9.684679767191477e-10,6.32042086771492e-18,7.515779626312035e-17,2.358618355402618e-12,2.3581673933566192e-12,5.573174830861172e-16,5.565057223602957e-16,9.68470382875309e-10,1.4147095780339223e-15,2.669703964795699e-10,2.832949751393249e-15,8.921311761445253e-16,2.0729396340019673e-15,1.0249991136746007e-20,3.6092521639513245e-24,3.338029753846748e-16,2.9853512969292348e-21,2.23715691738726e-24,2.6697025172584797e-10,4.068183866463076e-21,6.34011820326754e-30,1.752175369394388e-24
4.473169028306813e-11,0.449201121222129,3.76,0.0,0.6060278564717589,0.9999999985833204,1.2777679491694758e-19,2.0490041160832196e-15,6.522663162522006e-08,6.522161653382819e-08,1.4116534580115282e-09,1.3676984281638776e-17,1.5841684547605817e-16,5.010120293972376e-12,5.00885497705641e-12,1.6576316366358575e-15,1.6544005223002321e-15,1.411658444549473e-09,3.0042162264878075e-15,3.891407009203076e-10,5.8205248390331e-15,1.899325578143655e-15,4.403431843037069e-15,2.1785250284695825e-20,1.2471594226074047e-23,7.049046845591248e-16,8.879965601104339e-21,6.319706075925751e-24,3.8914027036081326e-10,8.653819849284603e-21,2.39355505769698e-29,3.722111755957471e-24
5.877513954692145e-11,0.44920112294659464,3.76,0.0,0.6060278354285957,0.9999999981364854,2.8619319547848774e-19,3.615238197577407e-15,8.570443601326699e-08,8.569577834571682e-08,1.854838053757946e-09,2.40253866114483e-17,2.714347619304803e-16,8.64880624745808e-12,8.646108546600623e-12,3.6529297593953594e-15,3.644109623721686e-15,1.8548464530045755e-09,5.184617716546683e-15,5.113112336062387e-10,9.905942814922248e-15,3.2858395686360514e-15,7.601739471088112e-15,3.762798353133274e-20,3.1509836716145095e-23,1.2099757575728012e-15,1.9570116739974735e-20,1.352749625435033e-23,5.113102847415109e-10,1.4959317453555698e-20,6.329498031968411e-29,6.425665188435347e-24
7.281858881077476e-11,0.44920112467106044,3.76,0.0,0.6060278143854333,0.9999999976886611,5.426629058243676e-19,5.6683180168989784e-15,1.0618223946071646e-07,1.0616895089685904e-07,2.298021837902357e-09,3.750359462530126e-17,4.1352901713072836e-16,1.327453380096459e-11,1.3269607892648062e-11,6.817409193428335e-15,6.797802639998876e-15,2.2980344087257107e-09,7.955322900549788e-15,6.33482065793861e-10,1.5116111566761174e-14,5.054008480123719e-15,1.1667820451101611e-14,5.778478845965776e-20,6.658224635541637e-23,1.846682614431104e-15,3.652582958505362e-20,2.4767554512089194e-23,6.334802948679198e-10,2.2991539776161846e-20,1.3760343523852337e-28,9.862835930479342e-24
9.999999999999999e-11,0.4492011281199921,3.76,0.0,0.6060277736559219,0.9999999968190759,1.4116875159254825e-18,1.1118486391892241e-14,1.458174848985038e-07,1.4579242557979786e-07,3.1558119496104698e-09,7.294351902356482e-17,7.688761655808553e-16,2.503131140166317e-11,2.5019198240179688e-11,1.7210676550148132e-14,1.7145843910154115e-14,3.155834494153337e-09,1.4993030168146593e-14,8.699475500116662e-10,2.848873088925722e-14,9.568446515409993e-15,2.200290916561306e-14,1.090773049064744e-19,2.0729391721769287e-22,3.4451412013773996e-15,9.222189465414787e-20,6.111114287163753e-23,8.699430789117079e-10,4.346721866556388e-20,4.419636190272495e-28,1.859967933078241e-23
1.0090548733848139e-10,0.4492011281199921,3.76,0.0,0.6060277722991102,0.9999999967900439,1.4507216451390987e-18,1.1335169374079338e-14,1.4713784354410944e-07,1.4711232839091375e-07,3.184387248291575e-09,7.434436643609206e-17,7.824972507916538e-16,2.5486584202196672e-11,2.547415575585142e-11,1.7670161760642216e-14,1.7603104084031005e-14,3.184410163764313e-09,1.5265455258876266e-14,8.778248928375762e-10,2.901044778752632e-14,9.743757773433429e-15,2.2403145363207467e-14,1.1106507153362387e-19,2.1410626239849745e-22,3.5065632577806398e-15,9.468438476588263e-20,6.2707149888845e-23,8.77820302357799e-10,4.426160286321323e-20,4.568058938429152e-28,1.893802939686104e-23
1.2899238586618803e-10,0.4492011315689236,3.76,0.0,0.6060277302127889,0.999999995887469,3.078029007910465e-18,1.9266178191607955e-14,1.8809344390046726e-07,1.8805174939234014e-07,4.070750290922551e-09,1.252534796827307e-16,1.2601039829064738e-15,4.16451259834389e-11,4.161992894581106e-11,3.641364251657571e-14,3.6242990239432654e-14,4.070785713554444e-09,2.4929881836704057e-14,1.1221697534031004e-09,4.771926634852732e-14,1.5986633278304943e-14,3.6609066757207154e-14,1.8167900460843432e-19,5.257774121769586e-22,5.666500857405798e-15,1.9514500332378948e-19,1.274116621305428e-22,1.122160292830294e-09,7.251904551109217e-20,1.140714750579611e-27,3.094769229839139e-23
1.5707928439389466e-10,0.4492011350178556,3.76,0.0,0.6060276881264688,0.9999999949809365,5.684694823793107e-18,2.968933957480883e-14,2.2904904056426885e-07,2.2898721429764899e-07,4.957111607271286e-09,1.912941208687275e-16,1.841084844633311e-15,6.174895228514826e-11,6.170422304534472e-11,6.53602931386185e-14,6.499542461575735e-14,4.95716106218906e-09,3.694363173009632e-14,1.3665172488556816e-09,7.146961552580235e-14,2.380104676845582e-14,5.4285226508157326e-14,2.696822851186053e-19,1.096337630237733e-21,8.30809956872606e-15,3.5031854108921924e-19,2.265367202497212e-22,1.3665002662852408e-09,1.0782180527288395e-19,2.4054591757751076e-27,4.589182454669285e-23
1.851661829216013e-10,0.44920113846678805,3.76,0.0,0.6060276460401489,0.9999999940704469,9.557414322209385e-18,4.2830644911285084e-14,2.700046335802019e-07,2.699187235002719e-07,5.843471843739526e-09,2.7346178429667625e-16,2.5205077220959206e-15,8.579686544471188e-11,8.572435770946674e-11,1.0680129551967247e-13,1.061069024380271e-13,5.843536213724595e-09,5.130178954265707e-14,1.6108679752895862e-09,1.0048653122497892e-13,3.3204491280094025e-14,7.543126914791139e-14,3.7513014013390204e-19,2.045845690968985e-21,1.1413883691582515e-14,5.725099111084174e-19,3.676713757236423e-22,1.6108402227224782e-09,1.5022732528864806e-19,4.527724415344756e-27,6.377042582851634e-23
2.2641032325556242e-10,0.4492011435313663,3.76,0.0,0.6060275842385908,0.9999999927262684,1.820741925832433e-17,6.750995124843356e-14,3.301457716948403e-07,3.3001733378973334e-07,7.145044835184266e-09,4.2518656523251906e-16,3.687508206395801e-15,1.282557847787101e-10,1.2812455612020412e-10,1.9491644090856352e-13,1.9337010119191748e-13,7.145131379130166e-09,7.662510861745692e-14,1.969691284686821e-09,1.5309510470675333e-13,4.99259337313257e-14,1.1277120017674985e-13,5.617026344661387e-19,4.452324129542928e-21,1.6782864323638193e-14,1.045067829047976e-18,6.663613739047289e-22,1.9696406284085334e-09,2.254864693650578e-19,9.946266393449604e-27,9.534262663383966e-23
2.6765446358952356e-10,0.4492011485959468,3.76,0.0,0.6060275224370304,0.9999999913735574,3.133293389393512e-17,9.921312695624177e-14,3.902869022708449e-07,3.9010741627006093e-07,8.446618921492009e-09,6.163187083107869e-16,5.043807995800276e-15,1.7921331954731029e-10,1.7899797586439847e-10,3.2175203293037796e-13,3.187345743199638e-13,8.446726140387088e-09,1.0697858973646308e-13,2.3285246279563505e-09,2.18217736496318e-13,7.01573415847358e-14,1.5759154267872032e-13,7.861758519379829e-19,8.54436181067707e-21,2.306941496026841e-14,1.7254717906740071e-18,1.0946876101745108e-21,2.3284409973978116e-09,3.1635723305750095e-19,1.9197337606014186e-26,1.3324253447480276e-22
3.088986039234847e-10,0.4492011536605299,3.76,0.0,0.6060274606354656,0.9999999900123143,5.009501121874596e-17,1.3863182907102641e-13,4.50428025546866e-07,4.5018897214622167e-07,9.748196183387697e-09,8.494097758573178e-16,6.576739388919784e-15,2.38665794622272e-10,2.3833642003346447e-10,4.943111458824582e-13,4.889647477453811e-13,9.748320509905209e-09,1.4234730721037113e-13,2.6873698296057817e-09,2.9654299451398766e-13,9.394560256902342e-14,2.0989120683004757e-13,1.048719024200225e-18,1.4953048114296843e-20,3.022671849383396e-14,2.651412267913177e-18,1.6758840287500827e-21,2.6872413296898166e-09,4.230155745542181e-19,3.370652089788771e-26,1.7747014849785673e-22
3.501427442574458e-10,0.44920115872511635,3.76,0.0,0.6060273988338941,0.9999999886425399,7.576086640539543e-17,1.8646010951555884e-13,5.105691417986447e-07,5.102620026275793e-07,1.1049778745245033e-08,1.126863213662933e-15,8.274360142325529e-15,3.066095190717502e-10,3.0613166580459835e-10,7.196177983112512e-13,7.108089002914702e-13,1.1049914500135693e-08,1.8271632628006336e-13,3.0462287205077973e-09,3.88761771531389e-13,1.2133559406672846e-13,2.6966909847060387e-13,1.3495020457940882e-18,2.4406723546392692e-20,3.820997500749935e-14,3.8607213117932526e-18,2.4332678125342338e-21,3.0460416252840456e-09,5.456381165588262e-19,5.510242111300455e-26,2.2802546794600317e-22
4.3263102492536815e-10,0.4492011688543017,3.76,0.0,0.606027275230723,0.9999999858773985,1.535785358112565e-16,3.1011722852689e-13,6.308513545827451e-07,6.303824922384966e-07,1.3652968506221278e-08,1.823420452628831e-15,1.2121051044385145e-14,4.679559538384722e-10,4.670597390368105e-10,1.3565023602166112e-12,1.3360145146817067e-12,1.3653101392448805e-08,2.7839592160722867e-13,3.763994882326968e-09,6.176386734807186e-13,1.8708546855476245e-13,4.1165518961544655e-13,2.0664666802158315e-18,5.602088197044738e-20,5.649000262137982e-14,7.280611755300988e-18,4.5697388799121466e-21,3.763642106377178e-09,8.394815639192293e-19,1.2641080422502725e-25,3.4811921987808364e-22
5.068704775264983e-10,0.44920117797058595,3.76,0.0,0.6060271639878249,0.9999999833595987,2.6229961377216193e-16,4.571213282633285e-13,7.39105325665285e-07,7.384617881606323e-07,1.5995879537638765e-08,2.6227923479158225e-15,1.60429791656464e-14,6.42170777340289e-10,6.407349578787438e-10,2.1803738720653887e-12,2.14189844562374e-12,1.5995968423047875e-08,3.814599871159167e-13,4.410049585155758e-09,8.780626250060316e-13,2.589807444161104e-13,5.650072343732047e-13,2.8442186881527434e-18,1.0439349923991152e-19,7.536524817081937e-14,1.1706834862426635e-17,7.328746734580931e-21,4.409482413849568e-09,1.1603086614791422e-18,2.3489506300854955e-25,4.778443411084365e-22
5.811099301276284e-10,0.4492011870868901,3.76,0.0,0.606027052744871,0.999999980814165,4.180746947711212e-16,6.421466519997064e-13,8.473592800285414e-07,8.46513480595925e-07,1.8338842486434543e-08,3.596431127752523e-15,2.0346333830859548e-14,8.438398071274147e-10,8.416826827980728e-10,3.2840237012687514e-12,3.2178487028036145e-12,1.8338834417969218e-08,5.004952765971146e-13,5.056177065239589e-09,1.1942238072321432e-12,3.4314563606565737e-13,7.425717186392689e-13,3.7485090326666915e-18,1.7859018797654145e-19,9.631810662437092e-14,1.7639006383074014e-17,1.1020713410103001e-20,5.055322602413351e-09,1.535604334604458e-18,4.0020511704954934e-25,6.280712154088588e-22
6.553493827287585e-10,0.4492011962032178,3.76,0.0,0.6060269415018475,0.9999999782411002,6.323038416751341e-16,8.692275828243655e-13,9.556132206793135e-07,9.54537576588777e-07,2.0681871112190584e-08,4.753288265427267e-15,2.4986299518227123e-14,1.072941478684037e-09,1.0698552120309493e-09,4.708151019739152e-12,4.601557653827358e-12,2.0681699449534053e-08,6.354166580719812e-13,5.702387966930764e-09,1.5701358899528452e-12,4.397680452426785e-13,9.44342257643149e-13,4.780328434590971e-18,2.8658247676784494e-19,1.1916139950670258e-13,2.5297474513667318e-17,1.578129804387986e-20,5.701162672065574e-09,1.9663974881167864e-18,6.389891697628148e-25,7.987998380556707e-22
7.295888353298886e-10,0.44920120531957247,3.76,0.0,0.6060268302587407,0.9999999756404078,9.17646178673205e-16,1.1423947051430403e-12,1.0638671510526696e-06,1.0625340831814405e-06,2.302497959483741e-08,6.101115990566905e-15,2.9923939711723515e-14,1.3294542192633328e-09,1.325204920365527e-09,6.493375914697382e-12,6.330210308057908e-12,2.3024563589981664e-08,7.861396092984514e-13,6.34869292513434e-09,2.009808023107951e-12,5.490171401394844e-13,1.1703124658478327e-12,5.9406677327817605e-18,4.375074341984874e-19,1.4372677305235482e-13,3.4902518097407895e-17,2.174607430450735e-20,6.3470026228032764e-09,2.4537167835529346e-18,9.699068430074183e-25,9.900302043212832e-22
8.038282879310187e-10,0.4492012144359573,3.76,0.0,0.6060267190155362,0.9999999730120903,1.2878784158248413e-15,1.4656753115745872e-12,1.1721210749576243e-06,1.17050300741439e-06,2.5368182481424097e-08,7.646787288227846e-15,3.51246282606466e-14,1.61335645132493e-09,1.607684250227351e-09,8.68024918028683e-12,8.440548431935164e-12,2.5367426911481707e-08,9.525801476861428e-13,6.995102566574888e-09,2.5172454237422862e-12,6.710476692165801e-13,1.4204759573344468e-12,7.230517924539463e-18,6.4153467923482285e-19,1.6986037749140544e-13,4.667435885213993e-17,2.90505451725406e-20,6.992842454623491e-09,2.9985907003186012e-18,1.4132779363826031e-24,1.2017623094839565e-21
8.780677405321488e-10,0.44920122355237585,3.76,0.0,0.6060266077722188,0.999999970356151,1.757885361208425e-15,1.843093464498214e-12,1.2803749965690725e-06,1.2784443563264008e-06,2.7711494678193864e-08,9.396419697094724e-15,4.0557442540660374e-14,1.924626594325443e-09,1.917245711084674e-09,1.1309253316155934e-11,1.0968879611753874e-11,2.771028948613656e-08,1.134654825076612e-12,7.641627509949928e-09,3.0964494422681193e-12,8.060015631656418e-13,1.694826346010177e-12,8.650870201774744e-18,9.098560145490335e-19,1.9742126700366833e-13,6.083316372517933e-17,3.7830146780723815e-20,7.638682167523237e-09,3.602047557250827e-18,1.990976545946762e-24,1.4339961488251341e-21
