Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56),CH2F(45),C2H2F3O2(908),C2HF3O(401),CH3-CF2(64),CHF2-CH2(63),CFO(50)
5.769902975589331e-10,0.43990046825479906,3.76,0.0,0.8993302787304494,0.9994569572823544,1.685296480014335e-16,2.0293415901638394e-13,3.4658218673227286e-07,3.462966648232561e-07,7.996922869795216e-09,1.5906900421108737e-15,7.70998703776323e-15,2.8475769308510565e-10,2.8422934821066943e-10,9.04855855885798e-13,9.952002064260537e-13,7.99703418996393e-09,2.984447719789785e-13,1.0710703076186304e-09,4.59009700540728e-13,1.3056943501135548e-13,3.4579194159947394e-13,5.978448364085069e-19,6.530760003682365e-18,2.6314630436487978e-14,4.2386778099235485e-18,1.341730451263622e-21,1.0707623605780403e-09,1.7206522855640786e-19,6.739404652299668e-26,1.6014739433778872e-16,1.7566122611255038e-16,0.0005430344345867723,6.425438357242077e-29,1.732903803422283e-21,4.241312504393486e-21,9.449497979270382e-20,1.2295436649202126e-13,3.2625332876291746e-26,1.037937456405517e-31,1.7904393471481505e-28,2.770009381360792e-30,1.695430991425892e-21
5.890489819884216e-10,0.4399004688195661,3.76,0.0,0.8993302712976264,0.9994542395396371,1.8053664536467808e-16,2.1323267629852692e-13,3.538255062599575e-07,3.5352792861198434e-07,8.164028983761593e-09,1.6712015641635238e-15,7.988622345269505e-15,2.9677174241201927e-10,2.9620974115102144e-10,9.62722341399986e-13,1.0531172285788037e-12,8.16413721183814e-09,3.109909597863378e-13,1.0934680445936161e-09,4.800976794921767e-13,1.36186240308882e-13,3.603910424815341e-13,6.235924112568959e-19,6.807731133398508e-18,2.7323131865042454e-14,4.5099692670678676e-18,1.427215044512266e-21,1.0931404597706915e-09,1.7961996543831124e-19,7.310343118557392e-26,1.6867717116872687e-16,1.8112188432383037e-16,0.0005457519981235193,6.863349231772971e-29,1.843346321640984e-21,4.513160546827424e-21,1.0054265701829596e-19,1.2552590030474268e-13,3.5407624641993393e-26,1.1053853267751839e-31,1.9447690487661203e-28,3.0118785047832872e-30,1.803853399767111e-21
6.0110766641791e-10,0.4399004693843334,3.76,0.0,0.899330263864803,0.9994516527810513,1.93147188098913e-16,2.2385127243391558e-13,3.6106882585000165e-07,3.6075894326220025e-07,8.331135224906713e-09,1.7540750421193156e-15,8.270561288788277e-15,3.0903352217867563e-10,3.0843646730047897e-10,1.023002311154725e-12,1.1133010117870518e-12,8.33123979012009e-09,3.2379308070032807e-13,1.1158665959550814e-09,5.017278123981039e-13,1.4192495619976884e-13,3.75291798339654e-13,6.499033836935605e-19,7.090526986485055e-18,2.834673919931868e-14,4.792594372982675e-18,1.5162546779602702e-21,1.1155185561828875e-09,1.8734879352848532e-19,7.916485740262428e-26,1.7745889015712966e-16,1.8661164565113865e-16,0.0005483385772796563,7.321540771764092e-29,1.9583637070347922e-21,4.796397728445259e-21,1.0684295596240475e-19,1.2809755116625967e-13,3.83628457282477e-26,1.1757009457438976e-31,2.1088635697911707e-28,3.269456627841328e-30,1.916797752997319e-21
6.131663508473985e-10,0.4399004699491008,3.76,0.0,0.8993302564319792,0.9994491906989579,2.0637987308410312e-16,2.347942783863717e-13,3.6831214550812653e-07,3.6798970878220136e-07,8.49824163709889e-09,1.8393297251151196e-15,8.555735666544456e-15,3.215430032493005e-10,3.209094693060465e-10,1.0857448789547414e-12,1.1757949505164313e-12,8.498341946286331e-09,3.368509951126249e-13,1.1382659783271518e-09,5.239043958280476e-13,1.4778577050342534e-13,3.904941989313703e-13,6.767790043830375e-19,7.379153485714284e-18,2.9385265563407465e-14,5.086784911413473e-18,1.6089217152024528e-21,1.1378966498150874e-09,1.9525243563157786e-19,8.559218512680127e-26,1.864936974251118e-16,1.9212923014803788e-16,0.0005508004796941508,7.800534303339728e-29,2.0780471458633177e-21,5.0912589338812015e-21,1.1340104125246352e-19,1.3066932149614073e-13,4.1497883402101953e-26,1.2489439139045988e-31,2.2831260666954e-28,3.5434354125268494e-30,2.034356070955995e-21
6.25225035276887e-10,0.4399004705138685,3.76,0.0,0.8993302489991547,0.9994468472978654,2.202535471395919e-16,2.460660245784879e-13,3.755554652401617e-07,3.7522022518026467e-07,8.665348263256719e-09,1.926984456843276e-15,8.84407869414933e-15,3.343001565075868e-10,3.336286898454881e-10,1.1509991471691706e-12,1.240642319368078e-12,8.665443700757002e-09,3.5016456358162443e-13,1.1606662083319973e-09,5.466317257162286e-13,1.5376886874491675e-13,4.0599823403807544e-13,7.0422052400978e-19,7.67361667353919e-18,3.043852641650524e-14,5.392772658239226e-18,1.7052885167131666e-21,1.1602747406677475e-09,2.0333161455322175e-19,9.239951782258309e-26,1.9578268324091392e-16,1.9767341962338964e-16,0.0005531437008585666,8.300854949366307e-29,2.202487728020818e-21,5.397979118032314e-21,1.2022207728904578e-19,1.3324121371369829e-13,4.4819749319608673e-26,1.325173814955424e-31,2.467967834399766e-28,3.834523995472466e-30,2.156620352519443e-21
6.372837197063754e-10,0.4399004710786362,3.76,0.0,0.8993302415663298,0.9994446168565896,2.347873069701121e-16,2.5767084089081445e-13,3.8279878505204483e-07,3.8245049246465567e-07,8.832455145476604e-09,2.017057692722835e-15,9.1355249442078e-15,3.47304952848065e-10,3.4659407161863196e-10,1.2188142067482385e-12,1.3078862736527914e-12,8.832545073023894e-09,3.637336468192816e-13,1.1830673025898352e-09,5.699140973547862e-13,1.5987443420705723e-13,4.2180389345447696e-13,7.322291932803171e-19,7.973922711947109e-18,3.1506339494742345e-14,5.7107893815314325e-18,1.8054274399117887e-21,1.1826528287413265e-09,2.1158705310061273e-19,9.960119996702816e-26,2.0532688856235466e-16,2.0324305039873144e-16,0.0005553739619568626,8.823031556731758e-29,2.331776447308827e-21,5.7167933060951234e-21,1.2731122825035355e-19,1.3581323023798946e-13,4.8335578464062325e-26,1.4044502079074358e-31,2.6638083050468277e-28,4.143449334271241e-30,2.2836825756885205e-21
6.493424041358639e-10,0.439900471643404,3.76,0.0,0.8993302341335041,0.9994424939117568,2.500004991252382e-16,2.696130566594729e-13,3.900421049498211e-07,3.896805106436334e-07,8.999562325088217e-09,2.1095675104455985e-15,9.430010309237639e-15,3.605573631710356e-10,3.5980555734226444e-10,1.2892391372261438e-12,1.3775698497923406e-12,8.999646081706276e-09,3.775581056840366e-13,1.205469277718933e-09,5.937558053876026e-13,1.6610264796531597e-13,4.379111669823965e-13,7.608062629247323e-19,8.280077882379275e-18,3.258852477294432e-14,6.041066841553832e-18,1.909410839207553e-21,1.2050309140362808e-09,2.2001947408290475e-19,1.0721181530094715e-25,2.1512730794056208e-16,2.0883701009271744e-16,0.000557496726362667,9.367596686806958e-29,2.4660042016295238e-21,6.047936593584644e-21,1.3467365809528757e-19,1.3838537348781638e-13,5.205262839988126e-26,1.486832627665605e-31,2.871075047484835e-28,4.470956492424599e-30,2.4156346976337938e-21
6.614010885653523e-10,0.4399004722081722,3.76,0.0,0.899330226700678,0.9994404732727211,2.6591271999175825e-16,2.81897000673093e-13,3.9728542493964303e-07,3.9691027972544563e-07,9.166669842603948e-09,2.204531607876843e-15,9.727472009226276e-15,3.740573583873608e-10,3.732630897549249e-10,1.362323006709522e-12,1.449735965330947e-12,9.166746744500415e-09,3.916378011875321e-13,1.2278721503356017e-09,6.18161143810793e-13,1.7245368888755834e-13,4.543200444365737e-13,7.899529836963218e-19,8.592088585762798e-18,3.36849044681076e-14,6.3838367907071795e-18,2.0173110659896627e-21,1.2274089965530673e-09,2.286296003111118e-19,1.1524618679108227e-25,2.251848870162096e-16,2.144542403942008e-16,0.0005595171847223183,9.935086714347383e-29,2.6052617929824388e-21,6.391644146294046e-21,1.4231453056273747e-19,1.4095764588172581e-13,5.597827925136515e-26,1.5723805985050046e-31,3.090203767988915e-28,4.817808735273391e-30,2.552568654674041e-21
6.734597729948408e-10,0.4399004727729405,3.76,0.0,0.899330219267851,0.9994385500267005,2.825438157863136e-16,2.94527001171696e-13,4.045287450277707e-07,4.0413979971832256e-07,9.333777737701517e-09,2.3019673024416293e-15,1.0027848594054734e-14,3.878049094244799e-10,3.8696661162291916e-10,1.4381148718757645e-12,1.5244274189577765e-12,9.333847078162182e-09,4.059725945015326e-13,1.250275937054197e-09,6.431344059767272e-13,1.7892773363668746e-13,4.710305156519571e-13,8.196706063711078e-19,8.909961342520356e-18,3.479530304027014e-14,6.739330973520139e-18,2.1292004686132007e-21,1.2497870762921436e-09,2.3741815459797035e-19,1.237193765595003e-25,2.355005216550464e-16,2.2009373802507636e-16,0.0005614402498177703,1.052604190226854e-28,2.7496399274552057e-21,6.7481512002410956e-21,1.5023900917056867e-19,1.4353004983800866e-13,6.012003367007542e-26,1.6611536434449063e-31,3.321638310822617e-28,5.1847876110420264e-30,2.6945763622734896e-21
6.855184574243292e-10,0.4399004733377089,3.76,0.0,0.8993302118350234,0.9994367195000949,2.9991388250647676e-16,3.075073858472512e-13,4.1177206522057057e-07,4.113690706304835e-07,9.500886049354383e-09,2.4018915470181056e-15,1.0331079887697092e-14,4.0179998722051624e-10,4.009160657343639e-10,1.5166637779945573e-12,1.601686891026246e-12,9.500947098638e-09,4.2056234694753564e-13,1.272680654487125e-09,6.686798845911419e-13,1.855249567186866e-13,4.880425704764916e-13,8.499603817495885e-19,9.233702792428645e-18,3.591954713984933e-14,7.107781126733065e-18,2.2451513924524314e-21,1.2721651532539663e-09,2.463858597584052e-19,1.3264668364496222e-25,2.460750646047019e-16,2.257545473757772e-16,0.0005632705952486762,1.1141006331461728e-28,2.8992292154600253e-21,7.117693061684377e-21,1.5845225721925966e-19,1.461025877747012e-13,6.44855158845848e-26,1.7532112758009995e-31,3.5658306572365635e-28,5.5726932703525564e-30,2.841749715132749e-21
6.975771418538177e-10,0.4399004739024776,3.76,0.0,0.899330204402195,0.9994349772107083,3.180432658593019e-16,3.208424818422854e-13,4.190153855245161e-07,4.1859809247015015e-07,9.667994815992747e-09,2.504320952331507e-15,1.0637106909331838e-14,4.160425627102962e-10,4.15111394885122e-10,1.5980187589479838e-12,1.6815569443203721e-12,9.668046821226483e-09,4.354069199769079e-13,1.295086319244845e-09,6.948018717014611e-13,1.9224553055025797e-13,5.053561987540642e-13,8.808235606598888e-19,9.563319694428821e-18,3.705746553064112e-14,7.48941897936665e-18,2.365236179995992e-21,1.2945432274389916e-09,2.5553343861037623e-19,1.4204364066948858e-25,2.5690933376653096e-16,2.314357513457751e-16,0.0005650127032112823,1.178052779006106e-28,3.0541201721089087e-21,7.50050510719613e-21,1.6695943779844884e-19,1.4867526210958635e-13,6.908247028300182e-26,1.8486129873294172e-31,3.8232409239263153e-28,5.982344938721447e-30,2.9941805873032674e-21
7.096358262833062e-10,0.43990047446724645,3.76,0.0,0.8993301969693659,0.9994333188820008,3.369525612381964e-16,3.345366157453052e-13,4.2625870594618617e-07,4.258268652455475e-07,9.835104075455103e-09,2.6092717881010895e-15,1.0945871869322402e-14,4.305326068250961e-10,4.2955254187854576e-10,1.6822288372130539e-12,1.7640800242229463e-12,9.835146260530245e-09,4.505061751722545e-13,1.3174929479358674e-09,7.21504658691256e-13,1.9908962546975581e-13,5.229713903241678e-13,9.122613939583399e-19,9.898818926638988e-18,3.82088890793407e-14,7.884476252633265e-18,2.489527170864469e-21,1.3169212988476773e-09,2.648616139750318e-19,1.519260131077496e-25,2.680041098543756e-16,2.371364739307742e-16,0.0005666708502453099,1.2445157849841414e-28,3.2144032173019572e-21,7.896822783658589e-21,1.7576571378813524e-19,1.512480752601933e-13,7.391876109401365e-26,1.947418260200511e-31,4.094337363616879e-28,6.414581134484976e-30,3.151960832172516e-21
7.216945107127946e-10,0.4399004750320155,3.76,0.0,0.899330189536536,0.9994317404653523,3.566626137249379e-16,3.4859411358924887e-13,4.33502026492266e-07,4.330553889648937e-07,1.0002213864912982e-08,2.716759977135497e-15,1.1257318190291736e-14,4.4527009050222275e-10,4.4423944953507403e-10,1.7693430238481855e-12,1.8492984586089268e-12,1.0002245430380537e-08,4.658599742599753e-13,1.3399005571667448e-09,7.487925362862012e-13,2.060574097267715e-13,5.408881350335327e-13,9.44275132528409e-19,1.0240207486415626e-17,3.937365077206477e-14,8.293184659876243e-18,2.6180967017787493e-21,1.3392993674804796e-09,2.743711086764121e-19,1.6230979978187642e-25,2.7936013260612397e-16,2.428558844215684e-16,0.000568249084971143,1.3135451978373632e-28,3.3801686756569462e-21,8.306881608189771e-21,1.8487624785645414e-19,1.5382102964379643e-13,7.90023725912383e-26,2.049686581168993e-31,4.37959636627777e-28,6.870259717570004e-30,3.3151822824275717e-21
7.337531951422831e-10,0.43990047559678486,3.76,0.0,0.899330182103705,0.9994302381314194,3.77194518077211e-16,3.6301930085350873e-13,4.4074534716954686e-07,4.4028366363639377e-07,1.0169324220900105e-08,2.826801097713252e-15,1.1571390499136348e-14,4.602549846921156e-10,4.591720606993191e-10,1.8594103185038516e-12,1.937254457935751e-12,1.0169344343866497e-08,4.814681791168124e-13,1.3623091635420778e-09,7.76669794562885e-13,2.1314904949263548e-13,5.591064227447289e-13,9.768660272802182e-19,1.0587492490326197e-17,4.05515857074419e-14,8.715775906616582e-18,2.7510171065464405e-21,1.3616774333378544e-09,2.8406264554130973e-19,1.7321123252167245e-25,2.90978102240779e-16,2.485931958024528e-16,0.0005697512367321108,1.3851969563108856e-28,3.551506776518699e-21,8.730917168074753e-21,1.9429620245867927e-19,1.5639412767741556e-13,8.434140894826177e-26,2.1554774432008124e-31,4.679502459535172e-28,7.350258002155531e-30,3.4839367500824806e-21
7.458118795717715e-10,0.43990047616155425,3.76,0.0,0.8993301746708732,0.9994288082238155,3.9856961866719875e-16,3.7781650246435966e-13,4.47988667984925e-07,4.4751168926824856e-07,1.0336435179468542e-08,2.9394104031830578e-15,1.1888034558103844e-14,4.754872603487849e-10,4.743503182304287e-10,1.9524797094484766e-12,2.027990115901111e-12,1.0336443013491924e-08,4.973306517547727e-13,1.384718783664523e-09,8.051407229428614e-13,2.2036470891947405e-13,5.776262433244921e-13,1.0100353291529934e-18,1.0940681173975696e-17,4.174253103065422e-14,9.152481690652531e-18,2.888360716136112e-21,1.3840554964202596e-09,2.9393694739992607e-19,1.846467733353715e-25,3.028586874375495e-16,2.5434765592076625e-16,0.0005711809619143844,1.4595273812442232e-28,3.728507654268342e-21,9.169165120807012e-21,2.0403073984231064e-19,1.5896737177781718e-13,8.994409303637834e-26,2.2648503337669916e-31,4.994548307529202e-28,7.855473174232672e-30,3.658316026592066e-21
7.5787056400126e-10,0.439900476726324,3.76,0.0,0.8993301672380405,0.999427447228588,4.208095094085969e-16,3.929900427900515e-13,4.552319889454017e-07,4.547394658686713e-07,1.0503546776291295e-08,3.054602841507524e-15,1.2207197195748116e-14,4.909668884133879e-10,4.897741649855905e-10,2.0486001735733736e-12,2.121547410196373e-12,1.0503541451278541e-08,5.134472543006056e-13,1.4071294341347893e-09,8.342096101744048e-13,2.2770455020220833e-13,5.964475866237015e-13,1.043784289118539e-18,1.1299780891855805e-17,4.294632586139939e-14,9.603533702056887e-18,3.0301998587817566e-21,1.4064335567281508e-09,3.0399473708680794e-19,1.9663311112767879e-25,3.150025307068865e-16,2.6011854153035406e-16,0.0005725417744712495,1.5365931691657474e-28,3.9112613487134055e-21,9.621861194188776e-21,2.1408502205428824e-19,1.6154076436151562e-13,9.581876502338321e-26,2.377864730559089e-31,5.325234709883739e-28,8.38682281746364e-30,3.838411882938384e-21
7.699292484307484e-10,0.4399004772910939,3.76,0.0,0.8993301598052069,0.9994261518104505,4.439360337492368e-16,4.0854424563591997e-13,4.624753100580828e-07,4.6196699344588264e-07,1.0670659046539655e-08,3.1723930487510404e-15,1.2528826329928324e-14,5.066938398195654e-10,5.054435438253933e-10,2.147820676360658e-12,2.2179682024690375e-12,1.0670639668643429e-08,5.298178490054673e-13,1.4295411315516319e-09,8.638807443306134e-13,2.3516873356965766e-13,6.155704424838522e-13,1.078114158180862e-18,1.1664799117427856e-17,4.416281130711996e-14,1.0069163623026185e-17,3.176606859971726e-21,1.4288116142619845e-09,3.1423673744074246e-19,2.0918716187092044e-25,3.2741024228063e-16,2.6590516505079707e-16,0.0005738370096886182,1.6164514051565412e-28,4.099857805075798e-21,1.0089241186294063e-20,2.244642109402154e-19,1.6411430784477171e-13,1.0197388243420326e-25,2.4945801198098576e-31,5.672070603169845e-28,8.945245059709037e-30,4.024316069569465e-21
7.819879328602369e-10,0.439900477855864,3.76,0.0,0.8993301523723721,0.9994249188254856,4.679712846743944e-16,4.244834342463806e-13,4.697186313301789e-07,4.6919427200809734e-07,1.0837772024840304e-08,3.292795343967214e-15,1.2852870986272994e-14,5.226680855063839e-10,5.213583976267826e-10,2.250190171879909e-12,2.3172942382091827e-12,1.0837737676355972e-08,5.464422982599583e-13,1.4519538925118467e-09,8.941584128224003e-13,2.427574172756822e-13,6.349948007527668e-13,1.113026187374718e-18,1.2035743443164603e-17,4.5391830479445186e-14,1.0549603127868131e-17,3.327654042405765e-21,1.4511896690222188e-09,3.2466367130435316e-19,2.22326069158316e-25,3.40082397909314e-16,2.717068770178653e-16,0.0005750698114839419,1.6991595701214285e-28,4.294386873900193e-21,1.057154096536398e-20,2.351734681413297e-19,1.66688004643592e-13,1.0841802038212152e-25,2.6150560037491444e-31,6.035573062169409e-28,9.531698612514257e-30,4.216120316381553e-21
7.940466172897254e-10,0.4399004784206344,3.76,0.0,0.8993301449395364,0.9994237452845041,4.929376046787023e-16,4.4081193131019503e-13,4.76961952769005e-07,4.7642130156352036e-07,1.1004885745399048e-08,3.4158237393481047e-15,1.3179281262921965e-14,5.388895964226269e-10,5.375186692873031e-10,2.3557576028215816e-12,2.4195671470421713e-12,1.1004835484661921e-08,5.63320464594631e-13,1.4743677336102846e-09,9.25046902409388e-13,2.5047075762981625e-13,6.547206512897712e-13,1.1485216277657948e-18,1.2412621580440212e-17,4.663322846456389e-14,1.1045083883148901e-17,3.4834137260017626e-21,1.4735677210093085e-09,3.352762615241393e-19,2.360672030173445e-25,3.5301954507326753e-16,2.7752305922425106e-16,0.0005762431690464681,1.7847755349086865e-28,4.494938311149079e-21,1.1068996469748139e-20,2.4621795509489234e-19,1.6926185717372963e-13,1.1515987106768737e-25,2.739351890516327e-31,6.416267299708714e-28,1.014716297605771e-29,4.4139163328088775e-21
8.061053017192138e-10,0.43990047898540496,3.76,0.0,0.8993301375066995,0.9994226283085912,5.188575856954013e-16,4.575340589584422e-13,4.842052743819796e-07,4.836480821203611e-07,1.1172000242150607e-08,3.541491961380605e-15,1.3508008255943798e-14,5.553583435124306e-10,5.539243017106535e-10,2.4645719005204983e-12,2.524828443482195e-12,1.1171933103433806e-08,5.804522106600745e-13,1.4967826714398553e-09,9.565504991870865e-13,2.5830890906160973e-13,6.747479839481831e-13,1.184601730453913e-18,1.2795441359350326e-17,4.788685224943662e-14,1.1555837547777947e-17,3.6439582279922605e-21,1.4959457702237103e-09,3.4607523095133747e-19,2.504281566709472e-25,3.6622221068067436e-16,2.833531161937541e-16,0.0005773599612909914,1.8733575514408533e-28,4.701601778575218e-21,1.1581843707985922e-20,2.5760283304083384e-19,1.718358678506864e-13,1.2220824239942738e-25,2.867527285051958e-31,6.81468666559645e-28,1.079263894706518e-29,4.617795807943214e-21
8.181639861487023e-10,0.4399004795501757,3.76,0.0,0.8993301300738614,0.999421565149346,5.45754069039724e-16,4.746541387535899e-13,4.914485961766249e-07,4.908746136868475e-07,1.1339115548689542e-08,3.669813457880323e-15,1.383900403409767e-14,5.720742977010541e-10,5.705752377924349e-10,2.576681984918754e-12,2.633119527431594e-12,1.133903054210243e-08,5.978373992143017e-13,1.5191987225915142e-09,9.886734885621119e-13,2.6627202415256744e-13,6.950767885579758e-13,1.2212677465759245e-18,1.318421072869861e-17,4.915255068293384e-14,1.2082095772815301e-17,3.8093598630108975e-21,1.5183238166658817e-09,3.570613024427061e-19,2.654267443343629e-25,3.7969089783632064e-16,2.8919647873477157e-16,0.0005784229366184504,1.964964259063501e-28,4.914466844020891e-21,1.211031875891225e-20,2.6933326302776584e-19,1.7441003908971182e-13,1.2957205703983038e-25,2.999641703558304e-31,7.231372647038632e-28,1.146914911226385e-29,4.827850410519952e-21
8.302226705781907e-10,0.4399004801149467,3.76,0.0,0.8993301226410223,0.9994205532140307,5.736501454040484e-16,4.921764916886477e-13,4.986919181605664e-07,4.981008962712176e-07,1.1506231698185184e-08,3.80080139219889e-15,1.4172221659508187e-14,5.890374299042732e-10,5.874714204295668e-10,2.6921367645448067e-12,2.744481684123896e-12,1.1506127809571792e-08,6.154758931354602e-13,1.5416159036542557e-09,1.0214201552585224e-12,2.7436025362826766e-13,7.157070549371789e-13,1.2585209273048396e-18,1.357893775605794e-17,5.043017448984738e-14,1.2624090201374048e-17,3.979690943066835e-21,1.540701860336279e-09,3.6823519886028416e-19,2.8108100149956063e-25,3.9342608156682644e-16,2.9505260867641733e-16,0.0005794346877666157,2.059654692965754e-28,5.133622981375792e-21,1.2654657771584254e-20,2.8141440591117663e-19,1.76984373305802e-13,1.3726035251673784e-25,3.1357546841591826e-31,7.666874870139837e-28,1.2177737973139474e-29,5.044171788876047e-21
8.422813550076792e-10,0.439900480679718,3.76,0.0,0.8993301152081821,0.9994195900569333,6.025691548730019e-16,5.101054381968513e-13,5.059352403415325e-07,5.053269298816959e-07,1.1673348723411061e-08,3.934468638404137e-15,1.4507615205530877e-14,6.062477110504193e-10,6.046127925423305e-10,2.8109851365368733e-12,2.85895608391127e-12,1.1673224914248277e-08,6.33367555444053e-13,1.5640342312151211e-09,1.054794783347746e-12,2.8257374634707037e-13,7.366387729186442e-13,1.2963625238471137e-18,1.397963062777854e-17,5.171957629391764e-14,1.318205246873726e-17,4.155023777464722e-21,1.5630799012353594e-09,3.7959764307063882e-19,2.974091859816958e-25,4.0742821013748403e-16,3.009209974404525e-16,0.0005803976604474027,2.1574882852448798e-28,5.359159570392464e-21,1.3215096965098415e-20,2.9385142234778714e-19,1.795588729136994e-13,1.4528228167114739e-25,3.27592578232208e-31,8.121751101234902e-28,1.2919471887601813e-29,5.266851570970922e-21
8.543400394371676e-10,0.4399004812444895,3.76,0.0,0.8993301077753404,0.9994186733354076,6.325346868819198e-16,5.284452981556249e-13,5.131785627273553e-07,5.125527145264961e-07,1.1840466656893296e-08,4.070827795496578e-15,1.4845139707024837e-14,6.237051120790929e-10,6.219992970730192e-10,2.93327598668224e-12,2.976583782713105e-12,1.1840321864189477e-08,6.515122492967797e-13,1.5864537218592117e-09,1.088801656253502e-12,2.909126493423442e-13,7.578719323484413e-13,1.3347937874437638e-18,1.4386297648845406e-17,5.30206105732982e-14,1.3756214202527698e-17,4.335430672839263e-21,1.5854579393635781e-09,3.9114935794515993e-19,3.144297760721518e-25,4.216977125444542e-16,3.0680115775922937e-16,0.0005813141973069343,2.258524857408711e-28,5.591165896868664e-21,1.3791872628573936e-20,3.0664947279787607e-19,1.8213354032789464e-13,1.5364711187416465e-25,3.4202145596674366e-31,8.596567246577765e-28,1.3695439386021353e-29,5.495981364503119e-21
8.663987238666561e-10,0.43990048180926133,3.76,0.0,0.8993301003424978,0.9994178007865336,6.635705801192634e-16,5.472003908746589e-13,5.204218853259682e-07,5.1977825021385e-07,1.2007585530988615e-08,4.209891211085709e-15,1.5184751076254808e-14,6.41409603911539e-10,6.396308769562262e-10,3.0590581894122298e-12,3.0974057230233075e-12,1.2007418667183132e-08,6.699098379529386e-13,1.6088743921696842e-09,1.1234450567143068e-12,2.9937710789867095e-13,7.794065230497958e-13,1.3738159693758785e-18,1.4798947242714288e-17,5.433313356739231e-14,1.4346807022649238e-17,4.520983933319933e-21,1.6078359747213926e-09,4.0289106636155413e-19,3.321614661523376e-25,4.362350027768748e-16,3.1269261892836893e-16,0.0005821865612655902,2.3628246168903445e-28,5.82973115320769e-21,1.4385221121362013e-20,3.1981371753671404e-19,1.847083779626276e-13,1.6236422314876981e-25,3.568680587291361e-31,9.091897351362776e-28,1.4506751923028345e-29,5.731652757005271e-21
8.784574082961446e-10,0.43990048237403323,3.76,0.0,0.8993300929096537,0.9994169702697389,6.957009224785538e-16,5.663750350837402e-13,5.276652081454072e-07,5.270035369520194e-07,1.2174705377739677e-08,4.351670982087407e-15,1.5526406099938003e-14,6.59361157439585e-10,6.57507475107791e-10,3.1883806077429208e-12,3.2214627342695457e-12,1.2174515330602903e-08,6.885601847676319e-13,1.6312962587277278e-09,1.1587292667591984e-12,3.0796726556866073e-13,8.012425348096107e-13,1.413430320966985e-18,1.5217587951360455e-17,5.565700325569276e-14,1.4954062540994042e-17,4.711755860601428e-21,1.63021400730926e-09,4.1482349120448786e-19,3.50623165084702e-25,4.510404727701775e-16,3.1859493458102297e-16,0.0005830168928955262,2.470448167073411e-28,6.074944438658978e-21,1.4995378873135853e-20,3.3334931665948217e-19,1.8728338823188596e-13,1.7144310746297065e-25,3.7213834652952574e-31,9.60832360089848e-28,1.5354544347928003e-29,5.9739573157776895e-21
8.90516092725633e-10,0.43990048293880557,3.76,0.0,0.8993300854768085,0.99941617977956,7.289500510777711e-16,5.85973548940619e-13,5.349085311938097e-07,5.342285747492714e-07,1.2341826228832164e-08,4.4961789446814775e-15,1.587006247542869e-14,6.77559743549249e-10,6.756290344484406e-10,3.321292093274524e-12,3.34879553250532e-12,1.23416118613652e-08,7.074631532180291e-13,1.6537193381125683e-09,1.1946585677361973e-12,3.1668326415002184e-13,8.233799574071447e-13,1.4536380935800761e-18,1.564222843534228e-17,5.699207939411997e-14,1.5578212361449142e-17,4.9078187538557455e-21,1.6525920371276368e-09,4.269473553647681e-19,3.698339976501144e-25,4.66114490089118e-16,3.245076852778619e-16,0.0005838071976600823,2.581456511427901e-28,6.32689475910118e-21,1.562258238370335e-20,3.4726143007509645e-19,1.89858573549404e-13,1.8089336933789655e-25,3.87838282295772e-31,1.0146436322583327e-27,1.6239974850498366e-29,6.2229865878581786e-21
9.025747771551215e-10,0.439900483503578,3.76,0.0,0.8993300780439617,0.9994154273958047,7.633425522881861e-16,6.060002500508189e-13,5.421518544794156e-07,5.414533636138473e-07,1.2508948115763789e-08,4.643426672976123e-15,1.6215678816867677e-14,6.960053331525679e-10,6.939954979355949e-10,3.457841486267821e-12,3.4794447201230363e-12,1.2508708266097835e-08,7.266186069312743e-13,1.6761436469014917e-09,1.2312372403632085e-12,3.255252436771782e-13,8.458187806526824e-13,1.4944405386135097e-18,1.6072877473732856e-17,5.833822353890595e-14,1.6219488080266214e-17,5.109244909611577e-21,1.6749700641769801e-09,4.392633817382098e-19,3.898133060279152e-25,4.814574061062097e-16,3.304304695076881e-16,0.0005845593957515068,2.6959110465484306e-28,6.5856710267577725e-21,1.626706822273643e-20,3.6155521749769176e-19,1.9243393632866388e-13,1.9072472649256729e-25,4.039738298305896e-31,1.0706833987021051e-27,1.7164224775721111e-29,6.478832100129749e-21
