Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56)
5.98484271765783e-10,0.15401587132429334,3.76,0.0,0.9474254267280062,0.996567257903058,1.4362136435448824e-11,3.0689149864236184e-09,0.00020196329078803714,0.00020087549101851924,2.0789987086407553e-06,1.5511063912799114e-11,3.5772349517246055e-11,1.0702429869534468e-06,1.077617842362926e-06,8.88741178462695e-09,8.050234094361273e-09,2.0650368607484138e-06,2.0869364857991512e-10,1.937422599311179e-06,3.4849416662109073e-09,2.7732051405081123e-10,4.0561337510520145e-10,8.899414496146865e-14,7.714607379045139e-14,5.610615314375233e-11,1.8661027349510427e-13,1.7321782377630252e-15,1.9238354194341183e-06,5.041664925563846e-14,1.6980119696440255e-19,2.2328520175469595e-11,1.0259582611296977e-11,0.003429586608538912,2.318064405673168e-21,2.2479856480058977e-15,4.02306587305832e-15,4.406469309450859e-14
6.116087229090875e-10,0.154015991966387,3.76,0.0,0.9474209100786084,0.9965664063421122,1.5637307325446076e-11,3.270654746647782e-09,0.00020639158995424344,0.0002052556204306761,2.125215599707299e-06,1.6260058167171808e-11,3.678486145310301e-11,1.1172265726663442e-06,1.1250977720366865e-06,9.483055517609045e-09,8.571429171792437e-09,2.1102913191908195e-06,2.1737563025048474e-10,1.980513104139312e-06,3.7038438288291455e-09,2.9058617763211114e-10,4.2355657089364024e-10,9.298586012231272e-14,8.386237535717061e-14,5.7677540664967344e-11,1.9914237373557242e-13,1.84799199888646e-15,1.9660182408716824e-06,5.3002766445086236e-14,1.8335880498612357e-19,2.3464108737633735e-11,1.0560579237679412e-11,0.0034303446002176457,2.4850171703670536e-21,2.3908246722265335e-15,4.298454860052375e-15,4.703116239567292e-14
6.247331740523921e-10,0.1540161126083538,3.76,0.0,0.9474163934158187,0.9965656527875596,1.6995374235855683e-11,3.4810032111681125e-09,0.0002108198635221212,0.00020963468225520973,2.1714759979556255e-06,1.7027211719854232e-11,3.779860076687125e-11,1.1651993585877177e-06,1.1735885525864435e-06,1.0104653636721329e-08,9.113801702315859e-09,2.1555455103945565e-06,2.2621238905922012e-10,2.0236427040732653e-06,3.931641302205876e-09,3.041758440591819e-10,4.418864532541057e-10,9.70671946302149e-14,9.100742119861771e-14,5.925163099450427e-11,2.1222276153713047e-13,1.9688392968196366e-15,2.008200809236851e-06,5.566790690502887e-14,1.9765058628189706e-19,2.4628880090772525e-11,1.086319211951786e-11,0.0034310035396098414,2.6601891136934212e-21,2.539266892428044e-15,4.586337177189146e-15,5.012826254195422e-14
6.378576251956966e-10,0.15401623325020858,3.76,0.0,0.9474118767386164,0.9965649843013934,1.8439835840530088e-11,3.7001367244303664e-09,0.00021524811168336115,0.00021401267674323545,2.217780925786373e-06,1.781251104498324e-11,3.8813445141364615e-11,1.2141600971173464e-06,1.2230893861442281e-06,1.075275272474436e-08,9.677706179326275e-09,2.2007994414632666e-06,2.352027772915738e-10,2.0668122170084733e-06,4.168505696550898e-09,3.180899384937361e-10,4.6060291679744083e-10,1.0123828348576508e-13,9.859909195713994e-14,6.082831438360207e-11,2.258631265940731e-13,2.0948263846772526e-15,2.0503831245276334e-06,5.841305278439485e-14,2.1269758359825258e-19,2.5822836849645743e-11,1.1167409867178612e-11,0.0034315763647921526,2.843810258568984e-21,2.693396773390476e-15,4.887006890681646e-15,5.335885638758059e-14
6.509820763390012e-10,0.1540163538919659,3.76,0.0,0.947407360045978,0.9965643896357468,1.997426167891613e-11,3.92823141904747e-09,0.00021967633463281915,0.00021838960414613623,2.264131407300523e-06,1.8615941331060867e-11,3.982928273365842e-11,1.2641075416302463e-06,1.2735994749873388e-06,1.142789893581226e-08,1.0263493495685344e-08,2.2460531189472864e-06,2.443456624312804e-10,2.1100224597948514e-06,4.4146083256840624e-09,3.3232887914484637e-10,4.797058560406714e-10,1.0549926222154016e-13,1.0665563953924672e-13,6.240749473777849e-11,2.400751555259303e-13,2.2260595276704032e-15,2.0925651867420117e-06,6.123918670408168e-14,2.2852088265494993e-19,2.7045980406930555e-11,1.147322234651601e-11,0.0034320743237017965,3.036112656757808e-21,2.853297774257199e-15,5.200759118490718e-15,5.6725811310758304e-14
6.641065274823058e-10,0.15401647453364045,3.76,0.0,0.9474028433368796,0.9965638590121009,2.1602292069527477e-11,4.165463215962001e-09,0.0002241045325684841,0.00022276546471553088,2.310528468339457e-06,1.9437486594422e-11,4.084601127833192e-11,1.315040446509991e-06,1.3251180215713295e-06,1.213063799554876e-08,1.0871510976113707e-08,2.2913065489152907e-06,2.5363992704156813e-10,2.153274248237629e-06,4.670120207399842e-09,3.468930785746896e-10,4.991951654193982e-10,1.0985026691427061e-13,1.1519568784568578e-13,6.398908833699834e-11,2.5487053187945517e-13,2.3626450082212957e-15,2.134746995877942e-06,6.41472917539073e-14,2.451416093598965e-19,2.8298311073305782e-11,1.1780620535038238e-11,0.0034325071949289033,3.2373303726691707e-21,3.0190523732297007e-15,5.527890031359657e-15,6.023199933913327e-14
6.772309786256103e-10,0.15401659517524696,3.76,0.0,0.9473983266102938,0.9965633839292265,2.3327638023486374e-11,4.412007824615858e-09,0.00022853270569144564,0.00022714025870324405,2.356973136515995e-06,2.027712978299799e-11,4.1863537267365606e-11,1.3669575671790193e-06,1.3776442285601267e-06,1.2861515201220079e-08,1.1502102409309121e-08,2.3365597370166257e-06,2.6308446864699623e-10,2.1965683970982184e-06,4.9352120638372855e-09,3.6178294488285546e-10,5.190707392991348e-10,1.142914341970658e-13,1.2423823352852862e-13,6.557302267626583e-11,2.7026093613105823e-13,2.504689131080258e-15,2.176928551933347e-06,6.713835148976494e-14,2.6258092729021205e-19,2.9579828201535545e-11,1.2089596394530246e-11,0.0034328834797754887,3.447699467147938e-21,3.1907420918665434e-15,5.868696854098849e-15,6.388029727549404e-14
6.903554297689149e-10,0.15401671581679996,3.76,0.0,0.9473938098651931,0.9965629569962775,2.5154081158137057e-11,4.668040743125906e-09,0.00023296085420586283,0.00023151398636127944,2.4034664412375966e-06,2.1134852871184923e-11,4.2881775200296146e-11,1.4198576601261398e-06,1.4311772988534558e-06,1.3621075421903265e-08,1.2155608079791613e-08,2.3818126885354596e-06,2.726781996159115e-10,2.239905720095106e-06,5.2100543218542135e-09,3.7699888278031303e-10,5.393324719856579e-10,1.1882290127169805e-13,1.338026467752942e-13,6.715923541558727e-11,2.862580456896554e-13,2.6522982284447833e-15,2.219109854906123e-06,7.021334993097843e-14,2.8086003542132544e-19,3.089053029631909e-11,1.2400142758312162e-11,0.0034332105691608004,3.667457981293143e-21,3.368447518992578e-15,6.223477867116148e-15,6.767358682370927e-14
7.034798809122195e-10,0.15401683645831413,3.76,0.0,0.9473892931005469,0.996562571787782,2.7085473610733193e-11,4.9337372584645e-09,0.00023738897831893243,0.00023588664794179523,2.450009413722754e-06,2.201063694657252e-11,4.3900646898650966e-11,1.4737394829314032e-06,1.4857164356117581e-06,1.4409863098668533e-08,1.2832364799476642e-08,2.4270654084378494e-06,2.824200470435186e-10,2.2832870299047604e-06,5.494817113404705e-09,3.925412945633403e-10,5.599802577344351e-10,1.2344480592094557e-13,1.4390867212013074e-13,6.87476734290445e-11,3.028735348999035e-13,2.805578665080345e-15,2.261290904794132e-06,7.337327155785517e-14,3.0000016608693233e-19,3.2230415111525914e-11,1.2712253231464725e-11,0.003433494888630792,3.896845920336351e-21,3.5522483342245245e-15,6.592532408188701e-15,7.161475471489272e-14
7.16604332055524e-10,0.15401695709980415,3.76,0.0,0.9473847763153237,0.9965622227175944,2.912573795220105e-11,5.209272446643968e-09,0.0002418170782408577,0.00024025824369708186,2.496603087011545e-06,2.29044622892379e-11,4.492008087909521e-11,1.5286017942885539e-06,1.5412608422787818e-06,1.52284222447743e-08,1.3532705938977459e-08,2.472317901412637e-06,2.923089526355634e-10,2.326713138162565e-06,5.7896702759190676e-09,4.084105809969454e-10,5.810139907591975e-10,1.2815728652099421e-13,1.5457642928206815e-13,7.033829194349575e-11,3.201190750457929e-13,2.9646368434427335e-15,2.3034717015952086e-06,7.661910130943389e-14,3.200225831535975e-19,3.359947973628958e-11,1.3025922102503862e-11,0.00343374202440461,4.1361052376051035e-21,3.742223331119061e-15,6.976160874471868e-15,7.570669283378862e-14
7.297287831988286e-10,0.15401707774128456,3.76,0.0,0.9473802595084895,0.9965619049292795,3.127886710097988e-11,5.494821172904354e-09,0.0002462451541848182,0.00024462877387954176,2.5432484959711465e-06,2.3816308444248182e-11,4.594001178020507e-11,1.5844433540252447e-06,1.59780972260203e-06,1.607729644587368e-08,1.4256961458637915e-08,2.5175701719070276e-06,3.023438725926359e-10,2.370184855463764e-06,6.094783352685662e-09,4.246071421164035e-10,6.024335652397265e-10,1.329604820538991e-13,1.6582641403034831e-13,7.193105375832965e-11,3.3800633435457367e-13,3.1295792088016355e-15,2.345652245307156e-06,7.995182458142442e-14,3.4094858039492376e-19,3.499772067126046e-11,1.3341144265165525e-11,0.0034339568329936577,4.385479818588968e-21,3.9384504399494465e-15,7.374664724741056e-15,7.995229834537052e-14
7.428532343421331e-10,0.15401719838277,3.76,0.0,0.9473757426790089,0.9965616142007747,3.354892423694067e-11,5.790558091903741e-09,0.00025067320636693843,0.0002489982387416714,2.5899466772970098e-06,2.4746154287953315e-11,4.696037983827257e-11,1.6412629231212036e-06,1.655362280651238e-06,1.6957028860231395e-08,1.5005457939297058e-08,2.5628222241575244e-06,3.1252377749509797e-10,2.4137029913644328e-06,6.410325593234071e-09,4.4113137795461137e-10,6.242388753289133e-10,1.3785453212010417e-13,1.7767949907684253e-13,7.352592853861795e-11,3.565469780009916e-13,3.300512254365215e-15,2.387832535927744e-06,8.337242722433681e-14,3.6279948005138694e-19,3.6425133896144585e-11,1.3657915149140578e-11,0.0034341435365353064,4.645215465122194e-21,4.141006750116601e-15,7.788346481862233e-15,8.435447382164685e-14
7.559776854854377e-10,0.15401731902427496,3.76,0.0,0.9473712258258442,0.9965613468615114,3.5940042715384276e-11,6.09665764791067e-09,0.00025510123500625814,0.0002533666385360442,2.636698669510294e-06,2.569397808859718e-11,4.7981130407973554e-11,1.6990592637245133e-06,1.713917720835042e-06,1.7868162218950037e-08,1.577851861278693e-08,2.6080740622168275e-06,3.228476521886455e-10,2.457268354382448e-06,6.736465953719139e-09,4.5798368920217164e-10,6.464298151591566e-10,1.428395769510224e-13,1.9015693499556322e-13,7.512289217479715e-11,3.7575266811181437e-13,3.47754252640545e-15,2.4300125734547125e-06,8.68818955417971e-14,3.85596631562979e-19,3.788171492951477e-11,1.3976230658745065e-11,0.0034343058056744446,4.915559879696016e-21,4.349968532200366e-15,8.21750973548716e-15,8.89161273686665e-14
7.691021366287423e-10,0.1540174396658142,3.76,0.0,0.9473667089479565,0.9965610997203754,3.845642598111956e-11,6.4132940749980925e-09,0.00025952924032470186,0.0002577339735152965,2.683505512952054e-06,2.6659757561730706e-11,4.9002213524077e-11,1.757831139166164e-06,1.7734752479159843e-06,1.8811238826204697e-08,1.6576463392164953e-08,2.653325689977212e-06,3.333144956705118e-10,2.500881751998487e-06,7.07337309730545e-09,4.751644778064947e-10,6.690062788481474e-10,1.4791575742167487e-13,2.032803511692765e-13,7.672192620263792e-11,3.956350637706244e-13,3.660776629383967e-15,2.4721923578857664e-06,9.048121628904698e-14,4.093614104626657e-19,3.9367458881771665e-11,1.4296087118622716e-11,0.003434446831601732,5.196762649912736e-21,4.5654112596566656e-15,8.662459144969257e-15,9.364017275371807e-14
7.822265877720468e-10,0.15401756030740207,3.76,0.0,0.947362192044304,0.9965608700030888,4.1102347482622105e-11,6.740641397238458e-09,0.0002639572225470495,0.00026210024393211304,2.7303682497746646e-06,2.7643469920872466e-11,5.0023583500679945e-11,1.8175773139730318e-06,1.8340340670240055e-06,1.978680055948522e-08,1.73996089016825e-08,2.6985771111908534e-06,3.4392332097632313e-10,2.544543990657024e-06,7.421215394551932e-09,4.926741475156509e-10,6.919681605040971e-10,1.530832150633898e-13,2.1707175676321686e-13,7.832301727780762e-11,4.162058210228655e-13,3.850321231078147e-15,2.51437188921858e-06,9.417137667162514e-14,4.341152174194483e-19,4.0882360502041625e-11,1.4617481225670675e-11,0.0034345693886716814,5.489075233091102e-21,4.787409630166159e-15,9.123500442496291e-15,9.852952953271637e-14
8.08475490058656e-10,0.15401780159078232,3.76,0.0,0.947353158155533,0.9965604535251311,4.680024849089195e-11,7.428163774649608e-09,0.00027281311861667676,0.000270829592089356,2.8242655811558047e-06,2.9664599905168955e-11,5.2067020598915825e-11,1.9399876258349826e-06,1.958152403747234e-06,2.1837544782172568e-08,1.9122752341433342e-08,2.7890793483841033e-06,3.6556303872191654e-10,2.632018211704603e-06,8.150377471545629e-09,5.286817570493702e-10,7.390477541293852e-10,1.6369253134361942e-13,2.4674847788531933e-13,8.1531340092029e-11,4.594590293311797e-13,4.248768949058028e-15,2.598730192580015e-06,1.0182816741018617e-13,4.866756394065995e-19,4.399961416947166e-11,1.526487079165518e-11,0.0034347684114815424,6.108044924931618e-21,5.251368337040062e-15,1.0095087015415354e-14,1.0881588520536541e-13
8.320995021166042e-10,0.15401801874613694,3.76,0.0,0.9473450275570436,0.9965601172109876,5.241568165219945e-11,8.085306692556443e-09,0.0002807833484031086,0.00027868236716288347,2.9089748262903764e-06,3.1544710040868584e-11,5.3906712061446175e-11,2.053476640940899e-06,2.0732753593200753e-06,2.37997411013886e-08,2.0762878016999454e-08,2.8705306908180395e-06,3.855147447702405e-10,2.7109201160841712e-06,8.845704682481251e-09,5.622174827692989e-10,7.827364554965223e-10,1.7355451765315382e-13,2.7597065847741014e-13,8.442582080768945e-11,5.008579848935514e-13,4.630025369596365e-15,2.6746517999853095e-06,1.090398634568866e-13,5.37577675199389e-19,4.6904802989531035e-11,1.5852753236915082e-11,0.003434905442843293,6.705673573004179e-21,5.692085691277034e-15,1.1027638382076106e-14,1.18668382296321e-13
8.547628589297735e-10,0.15401822707136847,3.76,0.0,0.9473372274904387,0.9965598203072243,5.826233034428976e-11,8.75086426494356e-09,0.0002884294069838427,0.0002862125762221269,2.9904248533449987e-06,3.340262470736574e-11,5.567195175686657e-11,2.1652995743123165e-06,2.1867543560773125e-06,2.5788926635591464e-08,2.241751386687439e-08,2.948669288025778e-06,4.0507370300968773e-10,2.7867739320279343e-06,9.548490978705769e-09,5.953969513414496e-10,8.258206610856498e-10,1.8329550349951553e-13,3.0637490785461486e-13,8.720884425862397e-11,5.428389469752243e-13,5.0165483793412184e-15,2.7474853333602355e-06,1.1624928670629544e-13,5.897336605980094e-19,4.978055265664363e-11,1.6421376096260894e-11,0.0034350079865609557,7.31656469280569e-21,6.135899100120429e-15,1.1975760667676618e-14,1.2866633012224384e-13
8.774262157429428e-10,0.15401843539702784,3.76,0.0,0.9473294273266144,0.9965595424388225,6.458355629997118e-11,9.451731555921103e-09,0.00029607540127445163,0.00029373961583224447,3.0720619592710657e-06,3.5313540831484065e-11,5.743740420065768e-11,2.2800037703138665e-06,2.303203617650383e-06,2.7885492622181863e-08,2.4153220425156973e-08,3.0268073351720083e-06,4.2503783335136393e-10,2.862789003569972e-06,1.0287139619589608e-08,6.295651776675683e-10,8.700520655558973e-10,1.9331147000878116e-13,3.392275685590184e-13,8.999803067212195e-11,5.870991286099583e-13,5.423970085622044e-15,2.820318111985783e-06,1.2374882633467269e-13,6.452569972822398e-19,5.274312489115442e-11,1.6994539439257948e-11,0.0034350883803767954,7.965612176438942e-21,6.600661383348951e-15,1.2977896617931694e-14,1.3921448637034837e-13
9.000895725561122e-10,0.15401864372318935,3.76,0.0,0.9473216270601387,0.9965592788595588,7.140419232324857e-11,1.0188796132545842e-08,0.00030372133254309827,0.00030126348729458437,3.153891581089411e-06,3.727732762039968e-11,5.920295313454299e-11,2.3975829176022115e-06,2.4226190678559362e-06,3.0092211941688694e-08,2.597149969167465e-08,3.1049448482856764e-06,4.454026040161546e-10,2.9389694412431833e-06,1.1062505739747902e-08,6.647243868229976e-10,9.154301239647015e-10,2.036031749465969e-13,3.7465759051386953e-13,9.279344936680925e-11,6.336984252700977e-13,5.8528432332813435e-15,2.8931501358486073e-06,1.315435836984411e-13,7.042588010981151e-19,5.579248382036334e-11,1.757223539515753e-11,0.0034351513709214914,8.654184057587563e-21,7.086729327357258e-15,1.4035664752326433e-14,1.5032814250167714e-13
9.227529293692815e-10,0.15401885204992757,3.76,0.0,0.9473138266855644,0.9965590258423691,7.874968662357076e-11,1.0962943710824694e-08,0.0003113672020809973,0.0003087841919102718,3.235919170535223e-06,3.9293852519430826e-11,6.096849895524487e-11,2.5180307160622013e-06,2.544996634431996e-06,3.2411853702885266e-08,2.7873826780409186e-08,3.183081843022291e-06,4.661635990284558e-10,3.0153193464528126e-06,1.187544190352124e-08,7.008768481027672e-10,9.619542915481852e-10,2.1417138298471914e-13,4.127973920827442e-13,9.559518826930461e-11,6.826967059142973e-13,6.303721551650994e-15,2.9659814049350654e-06,1.3963866412248845e-13,7.668503816075642e-19,5.892859253505504e-11,1.8154457173914857e-11,0.0034352006856680855,9.383663796988378e-21,7.59445443787887e-15,1.5150693473199532e-14,1.6202265199765147e-13
9.454162861824507e-10,0.1540190603773167,3.76,0.0,0.9473060261974298,0.9965587804530418,8.664610151101584e-11,1.1775058158701453e-08,0.00031901301120200074,0.00031630173098014334,3.3181501937305557e-06,4.136298151699021e-11,6.273395629597402e-11,2.641340876856014e-06,2.6703322491004522e-06,3.484718324717582e-08,2.9861650338517254e-08,3.2612183347374227e-06,4.873165165921594e-10,3.0918428114927866e-06,1.2726798110758353e-08,7.380248781159133e-10,1.0096240237483359e-09,2.2501686590590586e-13,4.5378287940877144e-13,9.840335102735714e-11,7.341538130939264e-13,6.77715983309481e-15,3.0388119192312046e-06,1.4803917690707126e-13,8.331432436541641e-19,6.21514132938229e-11,1.8741198856937315e-11,0.003435239259240556,1.0155450072993103e-20,8.124183216288978e-15,1.632462114548572e-14,1.7431343234081616e-13
9.6807964299562e-10,0.154019268705431,3.76,0.0,0.9472982255902596,0.9965585403844899,9.512011209371656e-11,1.262602149902855e-08,0.00032665876124219,0.00032381610580469675,3.4005901308440913e-06,4.348457939953329e-11,6.449925200296475e-11,2.7675071224572457e-06,2.798621847615004e-06,3.740096215304073e-08,3.193639295857525e-08,3.339354338540556e-06,5.088571674867188e-10,3.1685439195621482e-06,1.3617421802569457e-08,7.761708433484172e-10,1.0584387762348619e-09,2.3614040281055845e-13,4.977534665062574e-13,1.0121805464477356e-10,7.881295630632468e-13,7.27371401149316e-15,3.111641678722772e-06,1.56750235339051e-13,9.032490908104662e-19,6.546090768097608e-11,1.9332455235386442e-11,0.003435269399137706,1.0970956576689285e-20,8.676257427808525e-15,1.755909618137758e-14,1.8721596699906176e-13
9.907429998087893e-10,0.15401947703434427,3.76,0.0,0.9472904248585637,0.9965583038278654,1.041990049774241e-10,1.3516713912528397e-08,0.0003343044535594742,0.0003313273176840489,3.483244475745409e-06,4.565850996902302e-11,6.626432340838037e-11,2.89652318667529e-06,2.9298613697997906e-06,4.007594824051937e-08,3.409945158443584e-08,3.417489869336973e-06,5.307814734829182e-10,3.2454267447815157e-06,1.4548157867057811e-08,8.153171623399677e-10,1.10839800492365e-09,2.475427803250618e-13,5.448520960735185e-13,1.0403942749480863e-10,8.446837458928039e-13,7.793941240660923e-15,3.1844706833952093e-06,1.6577695670716217e-13,9.772798303186431e-19,6.885703673368964e-11,1.9928221680000414e-11,0.003435292914622458,1.1831611810916918e-20,9.25101436222084e-15,1.8855777129512165e-14,2.007458074128898e-13
9.999999999999999e-10,0.15401968536413074,3.76,0.0,0.9472872385602599,0.9965582078766622,1.0808775351690987e-10,1.3892154043878559e-08,0.00033742737161309745,0.00033439441307535377,3.5170681426789257e-06,4.656148821699558e-11,6.698520148117831e-11,2.950038960365774e-06,2.98431463272127e-06,4.1204065238187684e-08,3.5008688829551344e-08,3.4494047186317853e-06,5.398460403600735e-10,3.276883260129538e-06,1.4940056061805282e-08,8.315950566918123e-10,1.1291332664955597e-09,2.522805487260636e-13,5.650233264242984e-13,1.0519378613950735e-10,8.685391614652526e-13,8.013369937302539e-15,3.2142179620071534e-06,1.6955596358150107e-13,1.0086730491227633e-18,7.026911953517262e-11,2.0172862814807656e-11,0.0034353009525419902,1.2196471867370944e-20,9.492379355174746e-15,1.9403693513314378e-14,2.0645620901320321e-13
1.0134063566219586e-09,0.15401968536413074,3.76,0.0,0.9472826239968397,0.9965580693654402,1.1391067696713884e-10,1.444801374074129e-08,0.000341950089533195,0.0003388353679179004,3.5661187356583245e-06,4.7884636231996924e-11,6.802911682782823e-11,3.0283828146729196e-06,3.064046759581455e-06,4.2874895575716814e-08,3.6352197910998996e-08,3.495624941862591e-06,5.530854657778153e-10,3.3224953522095738e-06,1.551984864502791e-08,8.554663075775261e-10,1.1595011659928387e-09,2.592247928117908e-13,5.95225261004343e-13,1.0686760761012278e-10,9.038761255856689e-13,8.338399972691013e-15,3.2572989332336536e-06,1.751244623210775e-13,1.0553475792295441e-18,7.233976104887681e-11,2.052849403168566e-11,0.0034353112238390223,1.2738858893138912e-20,9.84878708758487e-15,2.0216332768368592e-14,2.149185749853689e-13
1.036069713435128e-09,0.15401989369486407,3.76,0.0,0.947274822999571,0.9965578358834825,1.2428363377081806e-10,1.5420797488958475e-08,0.0003495956705637366,0.00034634025780550627,3.64921843081383e-06,5.0162820563013366e-11,6.979358626047295e-11,3.1630797629773764e-06,3.20117396501497e-06,4.580055447533144e-08,3.869597877792503e-08,3.573759570712302e-06,5.757652834488505e-10,3.3997537978595767e-06,1.6533333935669175e-08,8.96620807134133e-10,1.2117477158966236e-09,2.711872425808165e-13,6.490230266034527e-13,1.0970274122100383e-10,9.65766440196469e-13,8.90765003621623e-15,3.330126428222938e-06,1.8479787753422925e-13,1.137564671637101e-18,7.590904087183848e-11,2.1133268510761783e-11,0.0034353254409370346,1.3694155362187454e-20,1.0469904697054234e-14,2.164244220379616e-14,2.297499630746296e-13
1.0587330702482972e-09,0.15402010202661814,3.76,0.0,0.947267021861229,0.9965576025058127,1.3534698870519217e-10,1.643593982914247e-08,0.00035724119807214316,0.00035384198864565224,3.732549094102456e-06,5.249292484367688e-11,7.155769228224609e-11,3.300607799485208e-06,3.341238938303403e-06,4.885567151120209e-08,4.1132116557245563e-08,3.6518937703616045e-06,5.988171719273723e-10,3.4772061287158645e-06,1.7589451002217083e-08,9.387832460634714e-10,1.2651371113768632e-09,2.8343094010335844e-13,7.063990535185642e-13,1.1254498153138287e-10,1.0304144019532173e-12,9.502252714582249e-15,3.4029531683475912e-06,1.948023317703977e-13,1.2240436669559514e-18,7.956483616694409e-11,2.1742541644603124e-11,0.0034353364425148973,1.4698972988732937e-20,1.111469254881466e-14,2.313579497065206e-14,2.452557389887958e-13
1.0813964270614665e-09,0.15402031035946642,3.76,0.0,0.9472592205762721,0.9965573685440284,1.4713046140368656e-10,1.7494313602834736e-08,0.0003648866734997417,0.0003613405617366363,3.816116270727279e-06,5.487481058041467e-11,7.332140110711512e-11,3.4409607034619278e-06,3.4842376358127123e-06,5.204298951486981e-08,4.3661909534936794e-08,3.7300275551828308e-06,6.2223748149159e-10,3.5548563827503814e-06,1.8689034577592465e-08,9.81956267584299e-10,1.3196688094728842e-09,2.959567042270081e-13,7.675106213905273e-13,1.1539448769891743e-10,1.0978796973818374e-12,1.0122770823924594e-14,3.4757791535918434e-06,2.0514295855400049e-13,1.3148973591292699e-18,8.330710667340684e-11,2.2356310210541958e-11,0.003435344917395523,1.5754797589424353e-20,1.1783472499296149e-14,2.4698091138439044e-14,2.614517459831776e-13
1.1040597838746359e-09,0.15402051869348263,3.76,0.0,0.9472514191391469,0.9965571334583142,1.5966437652642305e-10,1.859678982404935e-08,0.0003725320983077698,0.0003688359783762534,3.899925517859387e-06,5.7308339005214105e-11,7.508468378316341e-11,3.5841322655378737e-06,3.6301660180828442e-06,5.536524758214798e-08,4.628663228660055e-08,3.8081609394579324e-06,6.460226657787273e-10,3.6327085889391984e-06,1.983291687001815e-08,1.0261425741008515e-09,1.3753422675299625e-09,3.0876536239273077e-13,8.325186532146183e-13,1.1825142397355227e-10,1.1682219874332154e-12,1.0769768791142627e-14,3.548604383939621e-06,2.158248955439664e-13,1.4102387866192778e-18,8.713581195053596e-11,2.297457118954136e-11,0.0034353514058165723,1.6863128844742132e-20,1.2476563129919913e-14,2.6331041420769706e-14,2.7835390525950014e-13
1.1267231406878052e-09,0.1540207270287401,3.76,0.0,0.9472436175442882,0.9965568968253348,1.729796624722808e-10,1.9744237682153455e-08,0.0003801774739770117,0.00037632823986178337,3.983982404296802e-06,5.979337116241351e-11,7.684751549905479e-11,3.7301162877011887e-06,3.779020049836068e-06,5.882518107769686e-08,4.9007536047377374e-08,3.88629393738898e-06,6.701692803161666e-10,3.710766767279017e-06,2.102192756861446e-08,1.071344928091853e-09,1.4321569432068084e-09,3.218577508536554e-13,9.015877404080436e-13,1.2111595896229648e-10,1.241500907612681e-12,1.1443812731763904e-14,3.6214288593745507e-06,2.2685328457109094e-13,1.5101812430659452e-18,9.105091141526312e-11,2.359732172777282e-11,0.00343535633153613,1.8025480120425588e-20,1.3194279967604816e-14,2.803636728850594e-14,2.9597821796696354e-13
1.1720498543141438e-09,0.15402114370327202,3.76,0.0,0.9472280138590538,0.9965564176721103,2.0208107141479866e-10,2.2177515960470335e-08,0.0003954680839178617,0.0003913033025570668,4.152861426403316e-06,6.491739032189226e-11,8.037174423337978e-11,4.030496976969115e-06,4.085488941622902e-06,6.616899718395078e-08,5.47427769995464e-08,4.042558830671861e-06,7.195335230705253e-10,3.867517075600528e-06,2.353864037870945e-08,1.164809133067783e-09,1.5492077796598955e-09,3.488971090646763e-13,1.0525859458819374e-12,1.2686851788841226e-10,1.397107053949053e-12,1.2875311904526775e-14,3.7670755454388834e-06,2.499700071760873e-13,1.7243237627220192e-18,9.914013002730822e-11,2.48562807248222e-11,0.00343536274204083,2.0518363580822327e-20,1.4704840364459805e-14,3.1671086162652673e-14,3.334577200316029e-13
1.2173765679404824e-09,0.15402156038364748,3.76,0.0,0.9472124094758249,0.9965559291886649,2.346941413881962e-10,2.480106556864962e-08,0.00041075851554595337,0.00040626576019007175,4.322798107247823e-06,7.02457552281562e-11,8.389395105999185e-11,4.342053413921474e-06,4.403612112780271e-06,7.40962463018049e-08,6.08771891561657e-08,4.19882234732525e-06,7.703046371722014e-10,4.025139288727475e-06,2.6245760350325374e-08,1.262372210756956e-09,1.6708169866079437e-09,3.770816535602264e-13,1.2218963356973424e-12,1.3265357908120275e-10,1.565174716594636e-12,1.442183399011831e-14,3.912719211647909e-06,2.745343460899604e-13,1.9582368116717233e-18,1.075744360240131e-10,2.6133166624172095e-11,0.0034353660480123025,2.3245822023219005e-20,1.6317624808541437e-14,3.561623919767337e-14,3.740199364617256e-13
