Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56),CH2F(45),C2H2F3O2(908),C2HF3O(401),CH3-CF2(64),CHF2-CH2(63),CFO(50),FC1(F)CO1(1321),CH2O(19),CHF2-CHF(66),HCO(14),[O]O[C](F)F(171),C2H3F2O2(1300),O[C](F)F(239),H2O2(11),CF2CH(72),C2HF2O(1089),C2HF2O3(622),CHFCF[Z](71)
3.775526501003475e-07,0.0472206409882596,3.76,0.0,0.7410375956025099,0.9999771624668526,2.7244971554454567e-09,1.4537807135876215e-09,6.080127564114561e-08,1.3305524031263385e-08,1.3067325690881856e-08,1.1888777673642626e-11,2.4446554297671403e-15,8.404741819231251e-09,1.538197740801715e-08,1.594353804683666e-08,6.248592153156084e-11,2.0769600571119037e-08,2.537186761786014e-08,9.392231772572658e-09,1.9295274417913144e-09,4.889532513541055e-10,2.769295759762127e-10,3.0294789634377346e-15,2.1379865477815624e-14,5.739367215248104e-14,1.4335663541157023e-13,4.6992027896546416e-20,1.0001251921091475e-12,1.6824022524803506e-16,3.732553937714833e-20,1.5744002171763349e-16,4.770450131399825e-20,2.2756616189886506e-05,4.034811578759208e-24,4.193871545561516e-18,2.204385661014683e-17,2.940969647621127e-17,2.467146851598445e-15,1.2307406177293554e-18,2.666928197737399e-30,5.382409170056197e-25,8.633663604458292e-25,9.494050868749715e-14,1.6674329746682525e-26,4.017537250451736e-22,2.358282056645031e-16,3.480373698197947e-24,5.535577017676556e-22,1.6492285181799269e-24,3.8372580214566202e-19,1.0910162607328324e-12,1.0753800944154049e-24,9.58018666219701e-24,8.461194610766033e-24,1.0954380994191826e-25
3.88244302221107e-07,0.04722064099002755,3.76,0.0,0.7410375923943221,0.9999771588096341,2.9195472625326175e-09,1.4998260182869113e-09,6.299277281432732e-08,1.3352913133457122e-08,1.3521114421641057e-08,1.2318402339848753e-11,2.4792815715971523e-15,8.484281057529944e-09,1.5674858443731412e-08,1.6864160433243217e-08,6.368093206306136e-11,2.158769527327255e-08,2.6821065889188047e-08,9.856938444855444e-09,1.996584443976199e-09,5.220595203582527e-10,2.876530641004989e-10,3.348850425665413e-15,2.338186093810939e-14,5.93990359882725e-14,1.536737891695175e-13,5.145937019600442e-20,1.0285174431338222e-12,1.8503456941330172e-16,4.108565399568052e-20,1.6643582845302935e-16,4.9889199203700695e-20,2.2756616106664323e-05,4.435336160569042e-24,4.463454724322457e-18,2.377453956841581e-17,3.1510829021424695e-17,2.518569640846793e-15,1.330361731499008e-18,2.9213872660199564e-30,5.895520505642267e-25,9.394157870847451e-25,1.0034479757233712e-13,1.9105154611124684e-26,4.4157916154365725e-22,2.5028334571982654e-16,3.722588731765686e-24,5.895691791497573e-22,1.830768132773972e-24,4.0243617042264834e-19,1.1668343100783824e-12,1.1121052095785858e-24,1.0095683728441951e-23,9.177385946681553e-24,1.1640158204872134e-25
3.9893595434186656e-07,0.04722064099164569,3.76,0.0,0.7410375891562971,0.99997715511142,3.1206084084692276e-09,1.5448089763493905e-09,6.520130245807509e-08,1.3396142316672347e-08,1.3973967178633952e-08,1.2747261995770537e-11,2.5133407926543554e-15,8.557695690603751e-09,1.595488375440272e-08,1.7801762589866422e-08,6.482354220687757e-11,2.2410654145647752e-08,2.8299849220877817e-08,1.032585115308046e-08,2.062309795719546e-09,5.56353729001994e-10,2.984126666322178e-10,3.690371759239696e-15,2.5490253509727178e-14,6.140061289749427e-14,1.6438657719147565e-13,5.620275021876178e-20,1.0569145963258911e-12,2.0287600757783926e-16,4.509389270191284e-20,1.756793306229809e-16,5.2119466815247516e-20,2.2756616022508497e-05,4.861087696618519e-24,4.738979909440707e-18,2.5579316508949362e-17,3.3687884594818086e-17,2.567977156690716e-15,1.4344056978416243e-18,3.192469702460366e-30,6.435850128499848e-25,1.0187427551464333e-24,1.0588962200610943e-13,2.179067999106677e-26,4.834645613902488e-22,2.6499973634947523e-16,3.9718444459134335e-24,6.268476885351014e-22,2.0241825777634005e-24,4.213911240197953e-19,1.2455929094916283e-12,1.1487874967808241e-24,1.061962811735648e-23,9.926551617921871e-24,1.234423570734961e-25
4.096276064626261e-07,0.04722064099312091,3.76,0.0,0.7410375858897053,0.9999771513742192,3.3275399846666327e-09,1.5887258136550422e-09,6.742611235456826e-08,1.3435576746303266e-08,1.4425788236495232e-08,1.3175212614476744e-11,2.5468687257622954e-15,8.625417414668331e-09,1.6222442159587393e-08,1.8755593876777692e-08,6.591533066086315e-11,2.3238101054159378e-08,2.9807042082539976e-08,1.0798644887705317e-08,2.1266605392031274e-09,5.9183659845282e-10,3.09205182147243e-10,4.054735017159941e-15,2.7705663079441932e-14,6.339796284520615e-14,1.7549648101988175e-13,6.122983661530674e-20,1.0853166509218616e-12,2.2178670490023708e-16,4.9357744166680404e-20,1.8517036539268142e-16,5.439527326592941e-20,2.2756615937465752e-05,5.31267678012223e-24,5.020149940413561e-18,2.745843141201447e-17,3.59405117876725e-17,2.6154719311851195e-15,1.5428895796502622e-18,3.480672692512781e-30,7.003498478549906e-25,1.1013065332744427e-24,1.1157373152061999e-13,2.4746534643428017e-26,5.273967860181004e-22,2.799599205838531e-16,4.2280333619612416e-24,6.653881163452941e-22,2.229628522454323e-24,4.405772449633159e-19,1.3273090299523818e-12,1.1854300806288324e-24,1.115184050992354e-23,1.0708834044012818e-23,1.3066340885597364e-25
4.2031925858338563e-07,0.04722064099445986,3.76,0.0,0.7410375825957728,0.9999771475999502,3.5402012159951657e-09,1.6315776665262151e-09,6.966647356988271e-08,1.3471549534730153e-08,1.4876501819372677e-08,1.3602124018188185e-11,2.5798979567833316e-15,8.687853334915576e-09,1.6477930917993656e-08,1.9724926973213228e-08,6.695791141403222e-11,2.4069686571620253e-08,3.1341493994863296e-08,1.1275017716000842e-08,2.1896020641060928e-09,6.28508534611502e-10,3.200276902217502e-10,4.442622892226872e-15,3.0028577514681055e-14,6.539073462990333e-14,1.8700487004935766e-13,6.654822789590777e-20,1.113723603135798e-12,2.4178781316144437e-16,5.3884622373723563e-20,1.9490876951607692e-16,5.671658738255035e-20,2.2756615851579128e-05,5.7906945839787166e-24,5.30667573658038e-18,2.941209091268608e-17,3.826834391758286e-17,2.6611553573378572e-15,1.6558279428520209e-18,3.786474333319349e-30,7.598535053075937e-25,1.1870653425292373e-24,1.1739584322251152e-13,2.7988484615646986e-26,5.733599387285587e-22,2.9514709252712647e-16,4.4910565113329214e-24,7.051846419070632e-22,2.447241028430939e-24,4.599820239790481e-19,1.4119983460327296e-12,1.222036527730375e-24,1.1692163023105536e-23,1.1524358194180452e-23,1.3806206475860603e-25
4.3101091070414517e-07,0.047220640995668896,3.76,0.0,0.7410375792756808,0.9999771437904431,3.758451766473984e-09,1.6733699497801089e-09,7.192168086779492e-08,1.3504364552524366e-08,1.5326049649174657e-08,1.4027878656747513e-11,2.612458291390863e-15,8.74538645899957e-09,1.672175254140864e-08,2.0709058278294305e-08,6.795292066108441e-11,2.4905086423998576e-08,3.2902081923813806e-08,1.17546894395139e-08,2.251107391104058e-09,6.66369673602529e-10,3.3087752678805567e-10,4.854709192234214e-15,3.245936343662466e-14,6.737865510572217e-14,1.989130111177281e-13,7.216545669579442e-20,1.142135446617686e-12,2.6289951151976433e-16,5.86818703797009e-20,2.0489437923808307e-16,5.908337771364414e-20,2.2756615764889724e-05,6.295713313901109e-24,5.598277093658235e-18,3.144046838328447e-17,4.067100369706247e-17,2.7051269611436897e-15,1.773233123895864e-18,4.110333161659334e-30,8.221002030839483e-25,1.275976973770941e-24,1.2335464559927028e-13,3.1532402736711236e-26,6.213357897155026e-22,3.105451283247071e-16,4.760823356888383e-24,7.46230819385919e-22,2.6771350393771077e-24,4.795938411171716e-19,1.499675328473707e-12,1.2586107372738987e-24,1.2240457491147346e-23,1.23732337194554e-23,1.4563570802953938e-25
4.417025628249047e-07,0.04722064099675419,3.76,0.0,0.7410375759305659,0.9999771399474436,3.9821522653969185e-09,1.7141117816498598e-09,7.419105294723435e-08,1.3534298994121595e-08,1.57743887337706e-08,1.4452370492817107e-11,2.644576998543491e-15,8.798376352273682e-09,1.695431202653629e-08,2.1707308137110222e-08,6.890200543137168e-11,2.5743999975269985e-08,3.4487712190241415e-08,1.2237400284875946e-08,2.3111564940719723e-09,7.054199221551494e-10,3.417522616428367e-10,5.291659338976461e-15,3.499827658279364e-14,6.936151939419103e-14,2.1122207726125713e-13,7.808899400010868e-20,1.1705521728647463e-12,2.8514104891019935e-16,6.375676418308871e-20,2.1512703021269342e-16,6.149561254806113e-20,2.2756615677438594e-05,6.828286699508148e-24,5.8946832985077404e-18,3.3543707640698806e-17,4.314810728068663e-17,2.7474838202912553e-15,1.8951154732789625e-18,4.45268741703698e-30,8.870917668151185e-25,1.367999314136967e-24,1.2944880218379047e-13,3.53942400752037e-26,6.713041670753481e-22,3.2613860720631775e-16,5.037251620989859e-24,7.885197093206089e-22,2.9194068966212806e-24,4.994019393686927e-19,1.5903533312678348e-12,1.2951568484572192e-24,1.279660382301528e-23,1.3255556897375666e-23,1.533817794295885e-25
4.5239421494566425e-07,0.047220640997721566,3.76,0.0,0.7410375725615208,0.9999771360726147,4.211164761616163e-09,1.7538154621820176e-09,7.647393252793198e-08,1.3561605720603603e-08,1.6221489376646925e-08,1.487550398396363e-11,2.676279032810863e-15,8.847159913517737e-09,1.717601445795997e-08,2.271902091651827e-08,6.980681373798708e-11,2.658614875979388e-08,3.6097321954501075e-08,1.2722909635673463e-08,2.3697356613636257e-09,7.456589933870008e-10,3.5264967790927054e-10,5.754130880175001e-15,3.764547171052889e-14,7.13391820133184e-14,2.239331557114794e-13,8.432625328006058e-20,1.19897377158923e-12,3.085307874464276e-16,6.911651663695558e-20,2.256065574354566e-16,6.395325993165028e-20,2.275661558926301e-05,7.388950512122042e-24,6.19563358334971e-18,3.572192630605344e-17,4.5699267752619323e-17,2.7883201080562742e-15,2.0214835767926955e-18,4.813954659395882e-30,9.548279470525021e-25,1.4630907908332762e-24,1.3567695505854053e-13,3.958999939618367e-26,7.232433137146646e-22,3.4191282395782117e-16,5.32026703885954e-24,8.320439776795195e-22,3.174135856001042e-24,5.193963942972047e-19,1.684044673421777e-12,1.3316791633042186e-24,1.3360498442413754e-23,1.4171412400549837e-23,1.612977782400859e-25
4.630858670664238e-07,0.04722064099857671,3.76,0.0,0.7410375691695952,0.9999771321675395,4.445353112351884e-09,1.7924960017998358e-09,7.87696863027936e-08,1.3586515396891175e-08,1.6667333390848196e-08,1.529719315410784e-11,2.7075872371922097e-15,8.892052243631797e-09,1.7387262946702794e-08,2.374356494904393e-08,7.066898610259407e-11,2.7431275067137612e-08,3.772988032343388e-08,1.3210994809634993e-08,2.4268368957945618e-09,7.870864384060577e-10,3.635677533014097e-10,6.242774006496004e-15,4.040101201331334e-14,7.331154900923632e-14,2.3704725519270017e-13,9.088459451189955e-20,1.2274002310460191e-12,3.330862463504763e-16,7.476828135653194e-20,2.3633279518903486e-16,6.645628767733658e-20,2.2756615500397964e-05,7.978223102104371e-24,6.500877438270176e-18,3.7975218842740886e-17,4.832409810910909e-17,2.827726746179027e-15,2.152344456061369e-18,5.194531956496438e-30,1.0253067136602631e-24,1.5612107387937779e-24,1.4203772818748129e-13,4.4135710615128944e-26,7.771302108771356e-22,3.578537939454442e-16,5.6098030521705255e-24,8.7679593691585e-22,3.441385586996765e-24,5.395680804697478e-19,1.7807607155827886e-12,1.3681820823440723e-24,1.3932052814770595e-23,1.512087489938986e-23,1.6938126274129575e-25
4.737775191871833e-07,0.04722064099932502,3.76,0.0,0.7410375657557963,0.9999771282337236,4.684583312715313e-09,1.8301706967329796e-09,8.107770477482002e-08,1.360923844040586e-08,1.71119125010376e-08,1.571736074692484e-11,2.7385225280449373e-15,8.93334758156395e-09,1.7588456869802065e-08,2.4780332362564298e-08,7.14901483161668e-11,2.8279140583538338e-08,3.93843891245774e-08,1.3701449884755489e-08,2.482457352747759e-09,8.297016741285402e-10,3.745046430412666e-10,6.7582320670349746e-15,4.326487803301589e-14,7.527857090385563e-14,2.5056531257837014e-13,9.77713280592656e-20,1.2558315383232357e-12,3.5882414598533724e-16,8.071915657746916e-20,2.4730557700051603e-16,6.900466338277265e-20,2.2756615410879446e-05,8.596605948633804e-24,6.8101747995508485e-18,4.030365929758882e-17,5.102221378732881e-17,2.8657911515812876e-15,2.287703749879798e-18,5.594795636432469e-30,1.0985245270106417e-24,1.662319699339375e-24,1.4852973056734983e-13,4.9047408226305306e-26,8.329408695090822e-22,3.739482517378898e-16,5.90580046030917e-24,9.227676551784468e-22,3.72120563877951e-24,5.599086347811457e-19,1.8805119317276044e-12,1.404670050609695e-24,1.4511192063692428e-23,1.610401050969421e-23,1.7762985024096687e-25
4.844691713079428e-07,0.047220640999971634,3.76,0.0,0.7410375623210892,0.9999771242725992,4.928723771900073e-09,1.8668587481381855e-09,8.339740199581532e-08,1.3629966797934561e-08,1.7555226918686816e-08,1.613593745392065e-11,2.769104063713102e-15,8.971320282710728e-09,1.777999037721776e-08,2.5828738812874704e-08,7.227190529504715e-11,2.9129525093883816e-08,4.1059883390220506e-08,1.4194084577712042e-08,2.536598815762603e-09,8.735040076916189e-10,3.854586642819143e-10,7.301142077452713e-15,4.623697605706294e-14,7.724023631500645e-14,2.6448819896342096e-13,1.0499371840045275e-19,1.2842676795990346e-12,3.8576045160413603e-16,8.697618892828358e-20,2.5852473560925354e-16,7.159835444735374e-20,2.275661532073966e-05,9.244584215943668e-24,7.123296130812852e-18,4.270730376932496e-17,5.3793234789811245e-17,2.902597062655227e-15,2.4275658778295404e-18,6.0151012716272144e-30,1.1744765858225038e-24,1.7663796562801267e-24,1.5515155919254967e-13,5.434111066741409e-26,8.906505908668307e-22,3.901836443152035e-16,6.208207040710532e-24,9.69951042762193e-22,4.013632859271392e-24,5.804104177633322e-19,1.983307976114795e-12,1.4411475126675551e-24,1.509785367745082e-23,1.71208780956939e-23,1.860412167274089e-25
4.951608234287023e-07,0.047220641000521486,3.76,0.0,0.7410375588663989,0.9999771202855269,5.177645541763705e-09,1.902580921680898e-09,8.57282152228668e-08,1.3648875566609209e-08,1.79972840754701e-08,1.6552861210268185e-11,2.7993493983650046e-15,9.006225818248343e-09,1.7962251134454823e-08,2.6888223134992912e-08,7.301583590279644e-11,2.9982225246953083e-08,4.2755431591404707e-08,1.4688723176939564e-08,2.589267208685087e-09,9.184926578228077e-10,3.9642828189711525e-10,7.872135215853019e-15,4.931714599647249e-14,7.919656634884784e-14,2.7881672520681746e-13,1.1255898768411e-19,1.3127086403676223e-12,4.139104164773296e-16,9.354637708862773e-20,2.699901029440553e-16,7.423732807916463e-20,2.2756615230007907e-05,9.922627310437147e-24,7.440022412702253e-18,4.518619262744858e-17,5.663678745076149e-17,2.9382244319049325e-15,2.5719341876296073e-18,6.455784415499306e-30,1.2531570526493372e-24,1.873354216633285e-24,1.6190180183037026e-13,6.003280156848789e-26,9.50234197987625e-22,4.0654811977637407e-16,6.516977148370357e-24,1.0183378523915547e-21,4.318692755667403e-24,6.01066474116268e-19,2.089157745716992e-12,1.4776188758521223e-24,1.5691986304540204e-23,1.8171530439210458e-23,1.946130962142765e-25
5.058524755494619e-07,0.04722064100097928,3.76,0.0,0.741037555392611,0.999977116273799,5.431222503016554e-09,1.9373592443458187e-09,8.806960450621102e-08,1.3666124473001994e-08,1.8438097500211466e-08,1.6968076552316713e-11,2.829274622366453e-15,9.038301779385703e-09,1.813561927352264e-08,2.7958246926705618e-08,7.372348862832972e-11,3.083705338493296e-08,4.4470135657319604e-08,1.5185203531244687e-08,2.640472143098735e-09,9.64666773493832e-10,4.0741209551474764e-10,8.47183730264292e-15,5.250516874794447e-14,8.114760966511831e-14,2.9355164699202085e-13,1.2047431910239268e-19,1.341154405637374e-12,4.4328862412863046e-16,1.0043667531240571e-19,2.8170151010857176e-16,7.692155131067728e-20,2.2756615138715675e-05,1.0631189434250897e-23,7.760145055263235e-18,4.774035250342665e-17,5.955250588656647e-17,2.9727493736671573e-15,2.7208110876156313e-18,6.917160728411484e-30,1.3345592581557592e-24,1.9832087430574364e-24,1.6877903960602288e-13,6.61384128196203e-26,1.011666239830217e-21,4.2303051234828824e-16,6.832071303319771e-24,1.0679197676272112e-21,4.636400787945744e-24,6.218704929954718e-19,2.198069438360429e-12,1.5140884806523788e-24,1.6293548636572523e-23,1.9256015285221053e-23,2.0334327983474293e-25
5.165441276702214e-07,0.047220641001349484,3.76,0.0,0.7410375519005722,0.9999771122386427,5.6893315137113205e-09,1.971216735333989e-09,9.042105221997818e-08,1.3681859222594999e-08,1.887768582552391e-08,1.7381534031446e-11,2.85889449035541e-15,9.067768875107923e-09,1.8300466528692344e-08,2.9038294075750814e-08,7.439637802184093e-11,3.1693836436874434e-08,4.620313081090517e-08,1.568337609366766e-08,2.6902264995045687e-09,1.012025450150829e-09,4.18408827686568e-10,9.100869261716435e-15,5.580077304981596e-14,8.309343801723468e-14,3.086936694470868e-13,1.2874686007722924e-19,1.3696049601037252e-12,4.739090294741091e-16,1.0765399680031321e-19,2.936587873739287e-16,7.965099101642722e-20,2.2756615046890933e-05,1.1370710131766059e-23,8.083465745472026e-18,5.036979807458345e-17,6.25400331685003e-17,3.006244157511423e-15,2.8741981656426743e-18,7.399526135395157e-30,1.418675884964491e-24,2.0959104445332195e-24,1.7578184939945207e-13,7.267380938179487e-26,1.0749211700412455e-21,4.3962032438940127e-16,7.153455773592448e-24,1.1186884880661843e-21,4.96676358998761e-24,6.428167683103212e-19,2.3100506068035833e-12,1.5505605770093955e-24,1.6902508376038725e-23,2.0374376273685767e-23,2.1222961473314587e-25
5.27235779790981e-07,0.04722064100163636,3.76,0.0,0.7410375483910925,0.999977108181222,5.951852524276831e-09,2.0041771680917903e-09,9.27820625458729e-08,1.3696212730700738e-08,1.9316071911511248e-08,1.7793189679450252e-11,2.888222538068835e-15,9.094831914515254e-09,1.8457155536105457e-08,3.012787024060761e-08,7.503598180145705e-11,3.255241487510534e-08,4.795358524775727e-08,1.618310301974265e-08,2.7385460406416696e-09,1.060567743781509e-09,4.2941731309720974e-10,9.759847561098145e-15,5.920364184596449e-14,8.503414233786552e-14,3.2424345136207133e-13,1.37383725259186e-19,1.398060288299312e-12,5.057849987054776e-16,1.1520521691097413e-19,3.05861764177753e-16,8.242561391642052e-20,2.275661495455765e-05,1.2141614826403847e-23,8.409796241076626e-18,5.307453365957976e-17,6.559902225189899e-17,3.0387772393277877e-15,3.032096295613498e-18,7.903157999091483e-30,1.5054991318214731e-24,2.211428430916639e-24,1.8290880605772334e-13,7.965477575811171e-26,1.1399735023446088e-21,4.563077059940657e-16,7.481102159063872e-24,1.1706356899392254e-21,5.309780114818126e-24,6.639001593759491e-19,2.4251082089823645e-12,1.5870393055568795e-24,1.751884128569897e-23,2.1526653767005404e-23,2.2127000279514523e-25
5.379274319117405e-07,0.047220641001843984,3.76,0.0,0.741037544864946,0.9999771041026417,6.218668662995284e-09,2.0362648607121557e-09,9.515216091892584e-08,1.3709306245169482e-08,1.9753282075048974e-08,1.8203004520959007e-11,2.9172711888995145e-15,9.119680766159076e-09,1.8606039277935797e-08,3.122650229395095e-08,7.564373855455827e-11,3.3412641733349384e-08,4.9720699682749497e-08,1.6684257319076304e-08,2.785449055341546e-09,1.1102926830569324e-09,4.4043648872181494e-10,1.0449384631727136e-14,6.271341817448009e-14,8.696982936786092e-14,3.4020160903888586e-13,1.4639199933981926e-19,1.426520374723667e-12,5.389293477907797e-16,1.2309717620390718e-19,3.183102691286945e-16,8.524538658902468e-20,2.275661486174337e-05,1.2944315345548886e-23,8.73895812074272e-18,5.585455464294534e-17,6.87291366928602e-17,3.070413323043831e-15,3.194505732754287e-18,8.42831553073135e-30,1.5950208592720966e-24,2.3297337365090576e-24,1.9015848442807876e-13,8.709700403847115e-26,1.2067979445280071e-21,4.730834327343681e-16,7.814986980511426e-24,1.2237530935479402e-21,5.665442701675671e-24,6.851160524727709e-19,2.543248654643005e-12,1.6235286831677736e-24,1.8142530315780336e-23,2.2712885582016807e-23,2.3046239925218816e-25
5.486190840325e-07,0.047220641001976225,3.76,0.0,0.7410375413228718,0.9999771000039491,6.489666295509167e-09,2.0675044921138994e-09,9.753089344355976e-08,1.3721250370492158e-08,2.0189345414049322e-08,1.8610944128718056e-11,2.9460518510976872e-15,9.142491288102664e-09,1.8747460653413226e-08,3.233373773694212e-08,7.622104596025493e-11,3.427438168501346e-08,5.1503706786407194e-08,1.7186722058915963e-08,2.8309560313019883e-09,1.1611992797656823e-09,4.514653848480638e-10,1.1170089263494527e-14,6.632971059987435e-14,8.89006186265867e-14,3.565687198062574e-13,1.5577873967939731e-19,1.4549852039545913e-12,5.733543794938651e-16,1.3133668331080104e-19,3.3100413001570267e-16,8.811027549015396e-20,2.2756614768472684e-05,1.377921043185827e-23,9.070782499425408e-18,5.870984874481186e-17,7.193005118058735e-17,3.101213446719599e-15,3.3614261986853326e-18,8.975239928592035e-30,1.687232718289621e-24,2.450799317593628e-24,1.9752946121773773e-13,9.501608342794578e-26,1.2753695129422276e-21,4.899388820136422e-16,8.155091278091822e-24,1.278032560852655e-21,6.0337380638457365e-24,7.064603237243229e-19,2.6644778485781855e-12,1.6600325922506083e-24,1.8773564804955106e-23,2.3933107634951535e-23,2.398048111916151e-25
5.593107361532596e-07,0.04722064100203672,3.76,0.0,0.7410375377655756,0.9999770958861375,6.764735061622203e-09,2.097920941551251e-09,9.991782628720126e-08,1.3732146002059169e-08,2.0624293216852115e-08,1.9016978217922322e-11,2.974575006449213e-15,9.163426224100982e-09,1.888175216086592e-08,3.344914409151856e-08,7.676925946571843e-11,3.51375101797145e-08,5.3301870530620906e-08,1.7690389618040895e-08,2.875089355136523e-09,1.2132865377377009e-09,4.625031168858109e-10,1.1922566978072363e-14,7.005209820929466e-14,9.082663973749562e-14,3.733453252295504e-13,1.6555097875368423e-19,1.4834547607431603e-12,6.090719188425275e-16,1.3993051763402614e-19,3.4394317382144017e-16,9.102024695316467e-20,2.2756614674764582e-05,1.4646686239598823e-23,9.405109716793414e-18,6.16403971507157e-17,7.520145191060353e-17,3.1312350876224956e-15,3.5328569572536476e-18,9.54415588381874e-30,1.7821262631500643e-24,2.5746000286035688e-24,2.050203166873614e-13,1.0342749116744984e-25,1.3456636293617419e-21,5.068660084431508e-16,8.501400223024863e-24,1.3334660177191629e-21,6.4146481976335294e-24,7.279293032484766e-19,2.788801230676972e-12,1.6965547731827134e-24,1.9411939751021242e-23,2.5187354507280966e-23,2.4929529599925854e-25
5.700023882740191e-07,0.04722064100202899,3.76,0.0,0.7410375341937311,0.9999770917501479,7.0437678923304985e-09,2.127539149162327e-09,1.0231254505765375e-07,1.3742085178466805e-08,2.1058158447654696e-08,1.9421080276170357e-11,3.0028502911748602e-15,9.182636062892739e-09,1.9009235676801193e-08,3.45723082768441e-08,7.728969136188124e-11,3.600191263576601e-08,5.511448546082324e-08,1.8195160989006743e-08,2.917873038041745e-09,1.2665534604343009e-09,4.735488778951465e-10,1.2707420378464071e-14,7.388013519447386e-14,9.274803018141365e-14,3.905319340422415e-13,1.757157264253726e-19,1.5119290300941577e-12,6.460933470021426e-16,1.4888543187333935e-19,3.5712722673912414e-16,9.39752671979024e-20,2.275661458064307e-05,1.554711681505994e-23,9.741789005505627e-18,6.464617551511447e-17,7.854303682129421e-17,3.160532281746434e-15,3.708796882013378e-18,1.0135272232955444e-29,1.879693049652773e-24,2.7011125810091013e-24,2.1262963618577852e-13,1.1234658475495155e-25,1.4176562019741458e-21,5.23857318593538e-16,8.853902745040949e-24,1.3900454964282399e-21,6.808151214036249e-24,7.495197406485315e-19,2.916223812992655e-12,1.7330988193181733e-24,2.0057655147117838e-23,2.647565993985427e-23,2.5893195975718944e-25
5.806940403947786e-07,0.04722064100195637,3.76,0.0,0.7410375306079805,0.9999770875968723,7.3266610097140165e-09,2.15638399543845e-09,1.0471465416959798e-07,1.3751151859014323e-08,2.1490975299744008e-08,1.982322722593534e-11,3.0308865697319207e-15,9.20025985874738e-09,1.9130222319631103e-08,3.57028359752356e-08,7.778361020803413e-11,3.686748368615192e-08,5.694087590953492e-08,1.8700945126606854e-08,2.9593324654500174e-09,1.3209990573618165e-09,4.846019317702669e-10,1.3525249475521943e-14,7.78133550418392e-14,9.46649333098441e-14,4.081290248232809e-13,1.8627997204691627e-19,1.5404079973335568e-12,6.844296335338505e-16,1.5820815438361472e-19,3.705561141922457e-16,9.697530235253945e-20,2.2756614486130338e-05,1.648086456044731e-23,1.0080678145225973e-17,6.772715485108623e-17,8.195451571369717e-17,3.1891557539890265e-15,3.8892445161649755e-18,1.0748781890199474e-29,1.9799247198015483e-24,2.8303154883552807e-24,2.2035601153403914e-13,1.2178859537638792e-25,1.491323692168599e-21,5.409058454197365e-16,9.212591176921802e-24,1.4477632613460219e-21,7.214222095398077e-24,7.712287722504733e-19,3.0467502140241173e-12,1.769668174153517e-24,2.0710715379211095e-23,2.779805726222244e-23,2.687129556156473e-25
5.913856925155382e-07,0.04722064100182198,3.76,0.0,0.7410375270089367,0.9999770834271554,7.613313912048421e-09,2.184480197671462e-09,1.0712377620491353e-07,1.3759422632925236e-08,2.1922778809121386e-08,2.0223399116712564e-11,3.058692002139901e-15,9.216426012138187e-09,1.92450123869252e-08,3.6840350992210546e-08,7.825224055658434e-11,3.7734126475455455e-08,5.878039516431588e-08,1.9207658340362524e-08,2.9994941690893938e-09,1.37662234944955e-09,4.956616070218786e-10,1.4376651991900236e-14,8.185127435337168e-14,9.657749656439189e-14,4.2613704844250095e-13,1.9725068640194123e-19,1.5688916481645358e-12,7.240913670333088e-16,1.679053913679933e-19,3.8422966085678626e-16,1.0002031845044442e-19,2.2756614391240683e-05,1.744828068093987e-23,1.042164310746127e-17,7.088330231757997e-17,8.543561027219762e-17,3.2171530557946575e-15,4.074198125696638e-18,1.138486359223259e-29,2.0828130741495445e-24,2.962189000401873e-24,2.2819804226712836e-13,1.3176862245727621e-25,1.5666431686825007e-21,5.580051226129317e-16,9.577460916988188e-24,1.506611695225154e-21,7.632833379788166e-24,7.930538901185953e-19,3.1803846903968868e-12,1.806266130326323e-24,2.1371128680609258e-23,2.915457976354068e-23,2.786364821552275e-25
