Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56),CH2F(45),C2H2F3O2(908),C2HF3O(401),CH3-CF2(64),CHF2-CH2(63),CFO(50),FC1(F)CO1(1321),CH2O(19),CHF2-CHF(66),HCO(14),[O]O[C](F)F(171),C2H3F2O2(1300),O[C](F)F(239),H2O2(11),CF2CH(72),C2HF2O(1089),C2HF2O3(622),CHFCF[Z](71)
9.42717213565161e-16,0.04722064077690324,3.76,0.0,0.7410376794518441,0.9999999996532591,1.6355193678130826e-35,2.954543293817308e-27,1.1216169609488342e-16,1.1216169554591038e-16,2.4727165910940827e-17,1.836644461809767e-29,2.298816815229442e-28,5.439148659728412e-25,5.439139445172628e-25,1.3515119848383757e-33,7.923160681327456e-26,2.472716614682656e-17,2.3288101267444905e-25,2.4949329295708458e-21,5.2231794851784165e-27,2.9545474340258093e-27,4.810814372739051e-27,1.90204095581445e-37,2.1518903576523295e-34,6.058742934286857e-29,7.249346817230183e-39,8.297870616926073e-43,2.4949329295597833e-21,2.0696121556794664e-39,1.5939371193069844e-50,7.274935528643141e-35,1.1404988448347428e-33,3.4674079518508255e-10,1.281568708034266e-56,2.405691446599347e-43,9.15046078509314e-43,4.066059737506181e-35,7.923166285198544e-26,2.12018819921197e-51,9.952949128799298e-61,2.673703917648616e-52,2.619669074107274e-54,9.229402248028943e-36,3.4222475572201023e-54,8.407949972093582e-59,1.7260331443039636e-41,7.757715348088306e-52,5.112012401388797e-36,9.26787756012749e-60,3.0152850832977836e-41,4.7117507350603955e-30,1.0648900469058444e-48,4.290739979237234e-56,1.2554429561666561e-64,6.445532354645141e-51
1.414076219923722e-15,0.04722064077690324,3.76,0.0,0.741037679451844,0.9999999994798904,4.467112685467667e-35,6.117009180114335e-27,1.6824259168268942e-16,1.6824259054610997e-16,3.709075920965855e-17,3.802717092742488e-29,4.759390278556939e-28,1.1261067860019975e-24,1.1261051655186029e-24,3.6913999768405494e-33,1.1884741226111036e-25,3.709075969803046e-17,4.821507403642198e-25,3.7424004518491355e-21,1.0613292291520849e-26,6.1170175331422634e-27,9.960183911258037e-27,3.938310336225625e-37,4.455217356707397e-34,1.2543860702159442e-28,1.9800223444448643e-38,1.7192109927103512e-42,3.742400451825401e-21,4.2853549923444305e-39,4.355835808762188e-50,1.506325761244416e-34,2.3612445381276794e-33,5.201095191249304e-10,3.609820026741567e-56,6.982984550476268e-43,2.6560981589816466e-42,8.418263552883322e-35,1.1884752738890128e-25,7.780796596705212e-51,3.7252590063400175e-60,7.302717730212967e-52,7.155131886505357e-54,2.5208290990122875e-35,9.347267063511644e-54,3.400737736750941e-58,5.009519907889134e-41,2.1188735548894266e-51,1.0583704234649416e-35,3.2417559031278244e-59,8.235681147163907e-41,9.75508516545466e-30,3.0910492219982216e-48,1.5746420578603993e-55,5.719840646277386e-64,1.870940392288155e-50
1.8854352262822833e-15,0.04722064077690323,3.76,0.0,0.7410376794518438,0.9999999993065228,9.346696557228529e-35,1.0403433085358634e-26,2.2432348727049534e-16,2.2432348533747103e-16,4.945435241666869e-17,6.467712905116158e-29,8.094446057967799e-28,1.915212830765775e-24,1.9152103530441906e-24,7.723645449364925e-33,1.5846319725441756e-25,4.945435324726186e-17,8.200123017005212e-25,4.989867974128995e-21,1.7856570077914747e-26,1.040344693767707e-26,1.6939667752081274e-26,6.698670967656186e-37,7.577159455328819e-34,2.1333823341062286e-28,4.1428701787175903e-38,2.9260333284031675e-42,4.989867974087288e-21,7.28908904330192e-39,9.118365886888819e-50,2.5620962377702424e-34,4.015836138862059e-33,6.934770287918583e-10,7.760746407108713e-56,1.5271004936780872e-42,5.808589117004169e-42,1.4317264692160932e-34,1.5846339161110446e-25,2.017619538513596e-50,9.70564995826627e-60,1.527973200278384e-51,1.497093322805901e-53,5.274404195748301e-35,1.9557696974998066e-53,9.211661641895858e-58,1.095450302213817e-40,4.433393314753268e-51,1.7999995941740705e-35,8.101403978681397e-59,1.7231802011252187e-40,1.6590848447877743e-29,6.759778314889228e-48,4.083166223992591e-55,1.718049562668527e-63,4.091537054846927e-50
2.3567942326408446e-15,0.04722064077690324,3.76,0.0,0.7410376794518437,0.9999999991331566,1.7015307323066608e-34,1.5894097846982882e-26,2.804043828583014e-16,2.8040437990507655e-16,6.181794552542072e-17,9.881652124449656e-29,1.2366436296707154e-27,2.9260125787818343e-24,2.9260090749236954e-24,1.4060603842515957e-32,1.9807896082364299e-25,6.181794679437987e-17,1.2527936840001253e-24,6.237335496410993e-21,2.7085381891335446e-26,1.589411845659728e-26,2.587998833853183e-26,1.0235052391410505e-36,1.1576189154626058e-33,3.259326164208014e-28,7.5419383168815e-38,4.4736172148793096e-42,6.237335496345176e-21,1.113736922343358e-38,1.6608165212348758e-49,3.914664515036806e-34,6.135254738229208e-33,8.668432374604934e-10,1.4517164647417403e-55,2.8650489961024305e-42,1.0897706126130477e-41,2.1873548732229613e-34,1.9807925549611605e-25,4.411479365957021e-50,2.124661535807579e-59,2.781617296867214e-51,2.7254016975633325e-53,9.601825533509814e-35,3.560420108449377e-53,2.0693710264786268e-57,2.055122197949257e-40,8.070824464585935e-51,2.749974779694054e-35,1.7189845317716924e-58,3.1369838691879235e-40,2.5347071214335055e-29,1.268226681355993e-47,8.927750362097559e-55,4.286808884135632e-63,7.676282086104415e-50
3.2995122453579668e-15,0.04722064077690323,3.76,0.0,0.7410376794518436,0.9999999987864282,4.492544351088502e-34,3.0563794176850826e-26,3.9256617403391344e-16,3.925661683549659e-16,8.654513144197856e-17,1.9004063369276421e-28,2.3779999202017325e-27,5.626618682285542e-24,5.626612613002601e-24,3.712414982619532e-32,2.773104256749105e-25,8.654513388214305e-17,2.409078217582827e-24,8.732270540984634e-21,5.1624328119871253e-26,3.056383133843645e-26,4.976630807079369e-26,1.9686005225598326e-36,2.2260604860357923e-33,6.267567666186365e-28,1.9912947340623097e-37,8.617056378719906e-42,8.732270540848708e-21,2.14224045538498e-38,4.391189416805045e-49,7.529367718594053e-34,1.1797717111920139e-32,1.2135716701387113e-09,4.086907863937239e-55,7.839298258266085e-42,2.9818117813279994e-41,4.206206675024353e-34,2.7731098223338767e-25,1.6968521924702532e-49,7.944666360004118e-59,7.344291713973283e-51,7.195866243338448e-53,2.5351459553130424e-34,9.400662502485498e-53,8.024754172642419e-57,5.622861829866264e-40,2.1309361557815461e-50,5.288023365880625e-35,6.298532578628428e-58,8.282561792296562e-40,4.874152730127462e-29,3.470100160407135e-47,3.434011941614184e-54,2.351967602066982e-62,2.100371243435701e-49
4.242230258075089e-15,0.04722064077690324,3.76,0.0,0.7410376794518435,0.9999999984397051,9.31417117398582e-34,5.012455274575356e-26,5.047279652095256e-16,5.047279558960652e-16,1.1127231695945837e-16,3.1169797153194404e-28,3.899878531934337e-27,9.227640391323227e-24,9.227631079879818e-24,7.696766837631579e-32,3.5654181093110514e-25,1.1127232096132282e-16,3.950882442273277e-24,1.1227205585573849e-20,8.42275822318789e-26,5.012460975182884e-26,8.161662502426192e-26,3.2291867006927316e-36,3.650733810366135e-33,1.027879263634841e-27,4.128453345965507e-37,1.415470774293565e-41,1.1227205585336001e-20,3.514156713713342e-38,9.115457476885573e-49,1.2350704977130493e-33,1.9347969012471233e-32,1.5602948189002135e-09,8.940811387586186e-55,1.6526196831885005e-41,6.286022896170292e-41,6.898168982675584e-34,3.5654270760115365e-25,4.507276277729271e-49,2.0770748470456534e-58,1.5226557556636962e-50,1.4918834957457521e-52,5.255955993448023e-34,1.9490115996111626e-52,2.1353112852832197e-56,1.1853314856328955e-39,4.417964730336657e-50,8.67221559426159e-35,1.6355974492750345e-57,1.717182156029165e-39,7.993598724777965e-29,7.31539420904133e-47,9.121619827152677e-54,7.772890140900973e-62,4.427838777294166e-49
6.127666283509333e-15,0.047220640776903244,3.76,0.0,0.7410376794518433,0.9999999977462746,2.798639980134139e-33,1.0391720070043349e-25,7.2905154756075e-16,7.290515282522775e-16,1.6072668679735285e-16,6.463474761134483e-28,8.08498856490652e-27,1.913055094941863e-23,1.9130533154001554e-23,2.3126562416626695e-31,5.150043669703943e-25,1.6072669509393657e-16,8.190887402547615e-24,1.6217075674821528e-20,1.736236203693532e-25,1.0391730132622727e-25,1.6920589288831585e-25,6.697704117337593e-36,7.568625514610695e-33,2.130976528740494e-27,1.2404811982803765e-36,2.9445381114928095e-41,1.621707567426188e-20,7.289382252115735e-38,2.7469109550141553e-48,2.5616636854787403e-33,4.0110655251560865e-32,2.2537252673159044e-09,2.99934900419408e-54,5.041003444467651e-41,1.9174322619438446e-40,1.4301141611639252e-33,5.150061542287736e-25,2.0454459214634982e-48,9.117396058725033e-58,4.575140879869107e-50,4.482679541485037e-52,1.57923680209897e-33,5.856341789450309e-52,9.570968793794112e-56,3.6155047758794356e-39,1.327470808657903e-49,1.7978478101850661e-34,7.250053041733315e-57,5.15963297499935e-39,1.6572163047067808e-28,2.2314223876262662e-46,4.139480042606834e-53,5.36036017515395e-61,1.3506284047125996e-48
9.898538334377822e-15,0.047220640776903244,3.76,0.0,0.7410376794518427,0.9999999963594769,1.2032260321276183e-32,2.701866003306579e-25,1.1776987122632e-15,1.1776986620608408e-15,2.596354216849234e-16,1.681291201515227e-27,2.1020238994251568e-26,4.973975569582226e-23,4.973971312838261e-23,9.94285534972963e-31,8.319287771484514e-25,2.596354432561859e-16,2.129644699653289e-23,2.6196815853738665e-20,4.491730988544188e-25,2.7018676572040424e-25,4.399382161962314e-25,1.743054735003762e-35,1.9678555582489845e-32,5.5405676197036385e-27,5.3332303339740766e-36,7.710211154172838e-41,2.6196815851918812e-20,1.897372092041114e-37,1.1885113347262283e-47,6.66662385868335e-33,1.0428207327241069e-31,3.6405227708811354e-09,1.5704205914395574e-53,2.1873346772397218e-40,8.319903166281062e-40,3.7183217524422496e-33,8.31933031052667e-25,1.5312662043224487e-47,6.501663941951319e-57,1.9670005796071563e-49,1.927248857036428e-51,6.789397947825445e-33,2.5179421234444113e-51,6.946856340707608e-55,1.5687526220611916e-38,5.707224797122191e-49,4.674117588310401e-34,5.34709902881385e-56,2.2182891732078323e-38,4.30879079427544e-28,9.682332276535011e-46,3.098906658412827e-52,7.181509761349401e-60,5.860492804567528e-48
1.74402824361148e-14,0.04722064077690325,3.76,0.0,0.7410376794518416,0.9999999935861352,6.77551602560617e-32,8.37460192332144e-25,2.074993041668103e-15,2.0749928860628856e-15,4.574528723073869e-16,5.2162369587561324e-27,6.514792045923314e-26,1.5417133888754382e-22,1.5417121713210184e-22,5.598942005399601e-30,1.465776050872941e-24,4.574529391688118e-16,6.600961033486366e-23,4.61562962144304e-20,1.3872987823358956e-24,8.374600885614579e-25,1.36361484549261e-24,5.413154569895303e-35,6.099485991006214e-32,1.7173271090853583e-26,3.003208142554346e-35,2.4244675206214527e-40,4.615629620645337e-20,5.894529405360305e-37,6.781123231523495e-47,2.0703652614701478e-32,3.2318808016061417e-31,6.41386422860363e-09,1.203186048069306e-52,1.2366230307701399e-39,4.7037080575201104e-39,1.1525163913016942e-32,1.4657867189770187e-24,1.6286072057826448e-46,6.591245820710584e-56,1.1076416772434805e-48,1.0852574557796673e-50,3.8228953431609415e-32,1.4180105747233178e-50,7.126185916985871e-54,8.868863326608572e-38,3.213806648380772e-48,1.4485674332734154e-33,5.651335492081341e-55,1.2491412783545352e-37,1.3355355414036857e-27,5.4739644835622004e-45,3.295901031228521e-51,1.4723267330525108e-58,3.3132656529793502e-47
3.2523770639588757e-14,0.047220640776903265,3.76,0.0,0.7410376794518394,0.9999999880404659,4.499198866097671e-31,2.9109482023282705e-24,3.869581700477923e-15,3.869581159606817e-15,8.530876969419777e-16,1.816622095693028e-26,2.264096934574503e-25,5.35887008723709e-22,5.358866225543861e-22,3.717903841459043e-29,2.7334744680813264e-24,8.530879293468642e-16,2.294440312515953e-22,8.607525695657776e-20,4.811658127158774e-24,2.910943502836556e-24,4.739814531911933e-24,1.8889107150750147e-34,2.1201317207609475e-31,5.969254439767072e-26,1.9942431685036955e-34,8.670593577033604e-40,8.607525691240523e-20,2.0583814935313068e-36,4.621840104213401e-46,7.224604613999571e-32,1.12309090751489e-30,1.1959533119293648e-08,1.2212220841252709e-51,8.222651840419599e-39,3.127626758019086e-38,4.006055531671528e-32,2.7334938319434484e-24,2.1115588273199376e-45,8.256114191942428e-55,7.355147327505869e-48,7.206513924059268e-50,2.538143502598991e-31,9.417793501761568e-50,8.988498696294909e-53,5.897087154176317e-37,2.134085242674725e-47,5.0336723587047287e-33,7.312171533961225e-54,8.294702340286585e-37,4.642213380688095e-27,3.639790140611678e-44,4.273276758425619e-50,3.767050971272982e-57,2.203083146892165e-46
4.760725884306271e-14,0.047220640776903286,3.76,0.0,0.7410376794518372,0.9999999824961485,1.3519378209691713e-30,6.236360137728462e-24,5.6641703592877626e-15,5.664169200537309e-15,1.2487224194298865e-15,3.8982254077113794e-26,4.849842744730153e-25,1.148072555424427e-21,1.1480717798276194e-21,1.117169953034155e-28,4.001191174879468e-24,1.2487229173290298e-15,4.915558558932284e-22,1.259942177385973e-19,1.0300163935356047e-23,6.2363422172907274e-24,1.0154475239693157e-23,4.06004201680858e-34,4.542123749134735e-31,1.2788336745753947e-25,5.9923828100347575e-34,1.90158622220347e-39,1.259942176142008e-19,4.426999411059483e-36,1.413486770219033e-45,1.552882573105122e-31,2.4055704877947497e-30,1.7503850201941784e-08,4.6687315105741764e-51,2.4714475363330247e-38,9.400574693978508e-38,8.582489754100324e-32,4.0012005944149666e-24,8.484244829299798e-45,3.3990031401078835e-54,2.210102440167299e-47,2.1654418412800247e-49,7.625879624302452e-31,2.8302921997636535e-49,3.708468982672589e-52,1.7724560041267858e-36,6.412579193098147e-47,1.0781441829940137e-32,2.937151011775299e-53,2.492412191162674e-36,9.945377080594567e-27,1.0939959161328077e-43,1.7170029679112297e-49,1.936930512559596e-56,6.621714091600949e-46
7.777423525001063e-14,0.04722064077690332,3.76,0.0,0.7410376794518329,0.9999999714115673,5.914508492505019e-30,1.6642979392709868e-23,9.253347676907496e-15,9.253344584558315e-15,2.039991557968741e-15,1.0440799645176066e-25,1.2938527977924834e-24,3.063852738712843e-21,3.0638509327445317e-21,4.887424513453396e-28,6.536778528659736e-24,2.0399928867085565e-15,1.3118114805535384e-21,2.0583213951421278e-19,2.746963754253735e-23,1.664288489299347e-23,2.7099176803909344e-23,1.0913929955156298e-33,1.2121532628091764e-30,3.4127765708788057e-25,2.6215687633468862e-33,5.3363300152748446e-39,2.0583213900532303e-19,1.1916325416634097e-35,6.463427151838038e-45,4.174456582403165e-31,6.416670017295791e-30,2.8588430637595222e-08,3.1126619465901975e-50,1.081391997948571e-37,4.1132597793051115e-37,2.2904052678279376e-31,6.5366130679842e-24,6.134147917254538e-44,2.469908964624344e-53,9.668810506704041e-47,9.473442903871706e-49,3.335248992223322e-30,1.2386294106354921e-48,2.701400763086898e-51,7.75542635582885e-36,2.8053901037217268e-46,2.875698589530104e-32,2.1230578771303614e-52,1.0903738333101408e-35,2.6541160497841955e-26,4.7868200136226275e-43,1.2414011660413297e-48,2.3393907251758195e-55,2.897358861427459e-45
1.0492451401626374e-13,0.047220640776903335,3.76,0.0,0.7410376794518289,0.9999999614400641,1.410823489162839e-29,3.029056277392686e-23,1.2483607262765322e-14,1.2483601634639776e-14,2.7521334333179326e-15,1.9056958354550938e-25,2.3542224853979322e-24,5.57626097957799e-21,5.576258056665564e-21,1.1658248920484575e-27,8.819060529759375e-24,2.7521358516456977e-15,2.3875178686157395e-21,2.776862694257655e-19,4.998158946894337e-23,3.029032312116295e-23,4.932094051452031e-23,1.9977931617005626e-33,2.2061383972751068e-30,6.211253698386329e-25,6.253384240342456e-33,1.0091372753772543e-38,2.776862682431185e-19,2.183579008863101e-35,1.5868403950402091e-44,7.641464202972339e-31,1.1674011164539816e-29,3.855993310881864e-08,9.279279035612898e-50,2.5796145813440057e-37,9.812005743414477e-37,4.168577931171749e-31,8.81848309571738e-24,1.8537117919648546e-43,7.594867637293252e-53,2.306355209368708e-46,2.259755531216678e-48,7.954240794421264e-30,2.955309971260998e-48,8.31399510425339e-51,1.8500214681800239e-35,6.691851910304696e-46,5.231590909947348e-32,6.41563716608796e-52,2.600908807725466e-35,4.830534540356632e-26,1.1418749093260324e-42,3.7514585218995446e-48,8.662530433217313e-55,6.911527448054636e-45
1.3207479278251686e-13,0.04722064077690336,3.76,0.0,0.7410376794518249,0.9999999514729355,2.764360723354156e-29,4.799445346081979e-23,1.5713866848623207e-14,1.571385793105441e-14,3.464274977721128e-15,3.028132154203025e-25,3.7292180350659676e-24,8.835390299053176e-21,8.835386230945132e-21,2.2843075890359124e-27,1.1101703982554163e-23,3.464278809476872e-15,3.782938465474745e-21,3.4954039974701373e-19,7.918144780482945e-23,4.799396670373289e-23,7.814731193295502e-23,3.183530809083138e-33,3.495549168028005e-30,9.84142822101667e-25,1.2252846226493332e-32,1.6589225018582722e-38,3.495403974674476e-19,3.4831986050936896e-35,3.1990219828828136e-44,1.2177017639102475e-30,1.8490056678430783e-29,4.852706088692519e-08,2.1922087060940748e-49,5.054574881705948e-37,1.922594023887832e-36,6.6049716619402615e-31,1.1100351988184931e-23,4.409807577508146e-43,1.8315850217174693e-52,4.519051987419526e-46,4.4277498879527235e-48,1.5582454107546774e-29,5.792096698013611e-48,2.0062571516639398e-50,3.624984993433257e-35,1.3111952787674034e-45,8.285752735923343e-32,1.5262190138577346e-51,5.096156648388949e-35,7.65381425578512e-26,2.2374230043273316e-42,8.924370876609085e-48,2.4612100121618037e-54,1.354265848443331e-44
1.5922507154876997e-13,0.0472206407769034,3.76,0.0,0.7410376794518209,0.9999999415101801,4.7816008384730546e-29,6.975467795550076e-23,1.8944126434481152e-14,1.89441134738024e-14,4.176416191181573e-15,4.413497262955885e-25,5.418603320641054e-24,1.2841240296599074e-20,1.2841235188498019e-20,3.951231091659935e-27,1.338481591268175e-23,4.17642176020516e-15,5.498073095026045e-21,4.2139453057730936e-19,1.1506923861256157e-22,6.975381593207506e-23,1.1357828953383763e-22,4.653037441794596e-33,5.080385442783565e-30,1.4303278674924379e-24,2.1194121898585787e-32,2.4976762400968765e-38,4.213945266783103e-19,5.09621988597768e-35,5.685491579451172e-44,1.7798067972227082e-30,2.68630942301939e-29,5.848981579951715e-08,4.436430522672187e-49,8.743133620250396e-37,3.3256003046301664e-36,9.59958759496331e-31,1.338221974550642e-23,8.944827396708798e-43,3.759845117421466e-52,7.816729291550733e-46,7.658809886767494e-48,2.694829734632897e-29,1.0021313905082287e-47,4.1203073577890667e-50,6.270301723500581e-35,2.2680103166862688e-45,1.203732397957804e-31,3.095801398546915e-51,8.814893660520654e-35,1.1123955186153245e-25,3.870172678862468e-42,1.8102142094135314e-47,5.773747035840123e-54,2.3425371361771865e-44
1.8637535031502308e-13,0.047220640776903425,3.76,0.0,0.7410376794518169,0.9999999315517953,7.597559686286382e-29,9.557126389387533e-23,2.2174386020339164e-14,2.2174368262883938e-14,4.888557073702648e-15,6.063987019187314e-25,7.422132415703637e-24,1.7593810557279888e-20,1.7593804653484744e-20,6.278161434177031e-27,1.566850786676508e-23,4.888564703833772e-15,7.532921574815672e-21,4.93248662020205e-19,1.5764498907918178e-22,9.55698711237287e-23,1.556138717498311e-22,6.410931916779382e-33,6.960647084709314e-30,1.9596782692212066e-24,3.367565639768723e-32,3.54070699123197e-38,4.932486558757066e-19,7.028613617751901e-35,9.27411970193047e-44,2.452226384878923e-30,3.6791341031286506e-29,6.84481997506671e-08,8.07507495045529e-49,1.3892165435506429e-36,5.2841223435293856e-36,1.3152426914952979e-30,1.566408636780647e-23,1.6294590349005248e-42,6.915770828163922e-52,1.242009755179401e-45,1.216919073233529e-47,4.281041436921431e-29,1.5927069308499636e-47,7.581597331156771e-50,9.96302178249516e-35,3.6036688522049023e-45,1.6485409279433457e-31,5.639612201471546e-51,1.4005983297983114e-34,1.5240957323334968e-25,6.149402752045333e-42,3.2976266617262095e-47,1.1924768949692488e-53,3.722111614152165e-44
2.406759078475293e-13,0.04722064077690348,3.76,0.0,0.741037679451809,0.999999911648132,1.611011764323427e-28,1.5937361929766914e-22,2.863490519205535e-14,2.863487558004835e-14,6.312837845938803e-15,1.0168211171190173e-24,1.2370740553090714e-23,2.9339110385040817e-20,2.93391041218754e-20,1.3312376486942164e-26,2.023803209016033e-23,6.312850569803479e-15,1.2561759432990762e-20,6.369569271153753e-19,2.628604665980873e-22,1.5937060056887155e-22,2.5949884445581563e-22,1.0808458272722776e-32,1.1607445981655836e-29,3.2678671163593116e-24,7.140692751588479e-32,6.294531097345234e-38,6.369569142301002e-19,1.187294349708441e-34,2.0665451001952754e-43,4.134331840080348e-30,6.130707556410889e-29,8.835186159680276e-08,2.1440299367677653e-48,2.9457510910484344e-36,1.1204666368162498e-35,2.193277997140078e-30,2.022781620778941e-23,4.321647134040196e-42,1.8626102957734437e-51,2.6335883846509668e-45,2.5803910337353897e-47,9.07427067531283e-29,3.378931520539523e-47,2.043116791655576e-49,2.1125982325693664e-34,7.641306154939926e-45,2.7467915060249576e-31,1.495770505149103e-50,2.9698177920482034e-34,2.5415545194158887e-25,1.303942909128883e-41,8.745958482093908e-47,3.899350663186103e-53,7.892519153570733e-44
