Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56),CH2F(45),C2H2F3O2(908),C2HF3O(401),CH3-CF2(64)
2.0810725072982258e-19,0.6111870774285706,3.76,0.0,0.8983227083265958,0.9999999999997088,2.0537358972981465e-45,5.521116645949533e-33,4.137509700940895e-17,4.137509700939828e-17,1.0985629960195177e-18,2.2045575886013204e-35,2.883048546007778e-34,3.671098506050265e-29,1.0664807030282868e-29,1.6217476730690752e-41,9.599380512192969e-24,1.0985629959934905e-18,1.2296603448210193e-32,1.2602206943024961e-19,4.1542733691335777e-26,5.581832129644881e-33,1.5220508827133468e-32,1.3620774410054533e-38,1.7408195699645954e-37,1.1588756564403627e-33,5.685781497041114e-47,4.45668660965141e-43,1.260220694302495e-19,4.15114363351197e-39,1.203907796670347e-56,4.414140287239366e-37,7.211669084023433e-36,2.911825209437456e-13,3.172613446366585e-58,9.09774038195343e-51,2.326868681596626e-50,6.8351538237996914e-49,9.599380512353268e-24,8.565518709356857e-65,4.343143433233249e-61,3.6519774716652904e-67
4.1639530706410195e-19,0.6111870774285706,3.76,0.0,0.8983227083265958,0.9999999999994174,1.6442374774964778e-44,2.2098855033498771e-32,8.278614110570705e-17,8.278614110566432e-17,2.198080434259266e-18,8.82397560221522e-35,1.1539707623761041e-33,9.480227144072016e-29,4.2687021410285594e-29,1.2983842304663867e-40,1.9207101059262448e-23,2.1980804342072253e-18,4.921845966609971e-32,2.5215362806069924e-19,8.312159302473411e-26,2.2341875193290124e-32,6.09217010992687e-32,5.451859440354507e-38,6.967814986586532e-37,4.638522742511513e-33,4.5520823961939225e-46,1.7838361238987774e-42,2.521536280606988e-19,1.6615392726964682e-38,9.638582819283177e-56,1.766806482074947e-36,2.886547047790377e-35,5.826180238524095e-13,2.5400198423493316e-57,7.2855708974903985e-50,1.8633821188194606e-49,5.473666612712849e-48,1.920710105990406e-23,1.371971596595451e-63,3.4771555639331906e-60,5.849510733281883e-66
8.329714197326608e-19,0.6111870774285707,3.76,0.0,0.8983227083265957,0.9999999999988345,1.3158896998298962e-43,8.842420526144128e-32,1.656082292983032e-16,1.6560822929813215e-16,4.397115310737365e-18,3.530739620876217e-34,4.6173861647335804e-33,2.7505787682806804e-28,1.7080368806073068e-28,1.0391019898429875e-39,3.8422542152438364e-23,4.397115310633412e-18,1.9693794867556788e-31,5.044167453215985e-19,1.6627941046678656e-25,8.939660241615655e-32,2.4376615858732292e-31,2.1814539137813802e-37,2.7880335945655538e-36,1.8560132922739993e-32,3.64304938772143e-45,7.137668321741995e-42,5.044167453215967e-19,6.648321346227401e-38,7.713795891400491e-55,7.06952737250679e-36,1.1549948084625337e-34,1.1654890289413857e-12,2.0327878384972237e-56,5.831409597125504e-49,1.4914609333936413e-48,4.381151795328408e-47,3.8422542155005614e-23,2.196346116033482e-62,2.7827812300367794e-59,9.364297491460476e-65
1.6661236450697783e-18,0.6111870774285706,3.76,0.0,0.8983227083265954,0.9999999999976688,1.0529116903123325e-42,3.5375439971651463e-31,3.312524056834955e-16,3.312524056828113e-16,8.795185063687988e-18,1.4125257594614051e-33,1.84725513098678e-32,8.91861218108682e-28,6.833259729198108e-28,8.314394677911125e-39,7.685342433493798e-23,8.795185063480654e-18,7.878800329818903e-31,1.008942979843397e-18,3.325954404519151e-25,3.5764462125939603e-31,9.752233653373555e-31,8.727236133102559e-37,1.1153949836704573e-35,7.425261729992372e-32,2.9149930167477414e-44,2.85553232337683e-41,1.0089429798433902e-18,2.659761451430403e-37,6.172209146719335e-54,2.82827134674124e-35,4.620731314755905e-34,2.3312310362059322e-12,1.6265391235184068e-55,4.666309117760678e-48,1.193470915842585e-47,3.5058090550689105e-46,7.685342434520868e-23,3.515107306217536e-61,2.2266477863210592e-58,1.4986941399026557e-63
3.3324280957440137e-18,0.6111870774285707,3.76,0.0,0.8983227083265951,0.9999999999953373,8.424093339270718e-42,1.4151327661259119e-30,6.6254075845388e-16,6.625407584511425e-16,1.7591324569566914e-17,5.6505629117409646e-33,7.38962189073489e-32,3.1506364226797042e-27,2.7335263488421747e-27,6.652147313388212e-38,1.5371518868452846e-22,1.7591324569154608e-17,3.1517766266851095e-30,2.017995448886993e-18,6.65229080826268e-25,1.430694916657524e-30,3.901210945923423e-30,3.4911785693660926e-36,4.4619430522244743e-35,2.9703464199625464e-31,2.3322158396737483e-43,1.1423060655066914e-40,2.0179954488869662e-18,1.0639911694774184e-36,4.938236866960953e-53,1.1314006594637234e-34,1.848442948867073e-33,4.662715039081401e-12,1.3013548545111777e-54,3.7335199277910164e-47,9.548976150920523e-47,2.805002334920649e-45,1.5371518872561455e-22,5.624934614190508e-60,1.781487368674022e-57,2.398235903160987e-62
6.665036997092484e-18,0.6111870774285707,3.76,0.0,0.8983227083265944,0.9999999999906743,6.739594630477963e-41,5.660761420961691e-30,1.325117463994648e-15,1.3251174639836977e-15,3.51836035812355e-17,2.2603171578913006e-32,2.9559690289544716e-31,1.1768860919749925e-26,1.0934550325275283e-26,5.321970492508983e-37,3.074387173220745e-22,3.518360358042041e-17,1.2607619513982106e-29,4.036100386974185e-18,1.3305026831913682e-24,5.723012539273363e-30,1.5605478775362037e-29,1.3965282532323163e-35,1.7848498469806379e-34,1.1881869141572216e-30,1.865861246970022e-42,4.569411585757738e-40,4.036100386974077e-18,4.256137863095597e-36,3.950778165118889e-52,4.525787163247352e-34,7.394072620679328e-33,9.325682998217845e-12,1.041133310782836e-53,2.9870050069787902e-46,7.639664480072342e-46,2.2441439129410984e-44,3.074387174864253e-22,9.000505762771462e-59,1.425257555411755e-56,3.837437686952507e-61
1.3330254799789425e-17,0.6111870774285709,3.76,0.0,0.8983227083265931,0.9999999999813484,5.391803715848497e-40,2.2643506514860996e-29,2.650270875076183e-15,2.6502708750323794e-15,7.036816160421558e-17,9.041452742358827e-32,1.1824116625584705e-30,4.5408006264715027e-26,4.3739091174667535e-26,4.257677453235452e-36,6.1488577435062835e-22,7.036816160262356e-17,5.043150408436435e-29,8.072310263148561e-18,2.661075174387243e-24,2.289251591956723e-29,6.24231851066849e-29,5.586226667825084e-35,7.1395446426617765e-34,4.752844341555983e-30,1.492724428598743e-41,1.827802935550476e-39,8.072310263148131e-18,1.7024897838593973e-35,3.160699349437175e-51,1.8103519928740143e-33,2.9576891892405455e-32,1.8651618730032752e-11,8.329264236327711e-53,2.3896796334259417e-45,6.11192501393282e-45,1.795371950069863e-43,6.148857750080428e-22,1.4401297532934433e-57,1.140233110860464e-55,6.140108499762616e-60
2.6660690405183308e-17,0.6111870774285713,3.76,0.0,0.8983227083265903,0.9999999999626964,4.3134942170272635e-39,9.057494860884923e-29,5.3005776972392395e-15,5.300577697064024e-15,1.4073727764874746e-16,3.616618016332993e-31,4.7296947207460836e-30,1.7829708235083952e-25,1.7495814444493628e-25,3.4061823865157963e-35,1.2297798874215941e-21,1.4073727764571604e-16,2.0172806837809019e-28,1.614473001549729e-17,5.3223213026424505e-24,9.157099528267466e-29,2.4969528045415085e-28,2.234513399832158e-34,2.8558469082484787e-33,1.90115706646897e-29,1.1941937154519967e-40,7.311295032072093e-39,1.614473001549557e-17,6.810028421035341e-35,2.5285923616370857e-50,7.24148400202897e-33,1.1830876838813983e-31,3.730348944783071e-11,6.663490547888202e-52,1.9117739577578735e-44,4.889617384656749e-44,1.4363202882592682e-42,1.2297798900512617e-21,2.3042466681042094e-56,9.121973180362641e-55,9.824340162167314e-59
5.3321561615971074e-17,0.6111870774285717,3.76,0.0,0.8983227083265849,0.9999999999253926,3.4508159340235267e-38,3.6230164657581365e-28,1.0601191341565313e-14,1.060119134086445e-14,2.814755097320981e-16,1.4466546679664503e-30,1.891887476948168e-29,7.06518376051031e-25,6.998361371544517e-25,2.724962078405791e-34,2.459568109619048e-21,2.8147550972664585e-16,8.069163773358543e-28,3.228956952019465e-17,1.064521814261279e-23,3.662858449171361e-28,9.98786201848666e-28,8.938099077100282e-34,1.1423445735438737e-32,7.604666867253295e-29,9.553606413881404e-40,2.924540020239812e-38,3.2289569520187773e-17,2.7240252317864015e-34,2.0228904898244805e-49,2.8966102267652984e-32,4.732374591077441e-31,7.460722790009937e-11,5.330824194442787e-51,1.5294312657748231e-43,3.911724857973534e-43,1.1490653219097666e-41,2.459568120137635e-21,3.6868259103581976e-55,7.297621903425584e-54,1.571907750771886e-57
1.066433040375466e-16,0.6111870774285729,3.76,0.0,0.898322708326574,0.9999999998507848,2.7606610714478512e-37,1.4492103468595258e-27,2.1202418630217305e-14,2.120241862741383e-14,5.629519738759464e-16,5.786634214945915e-30,7.567568881170718e-29,2.8127335291085055e-24,2.7993516663137192e-24,2.179976129646259e-33,4.9191445382367585e-21,5.629519738674845e-16,3.2276737148003652e-27,6.457924852958898e-17,2.1292630156441938e-23,1.4651471118043853e-27,3.995154967118446e-27,3.575248736146735e-33,4.569389914545275e-32,3.0418744204037074e-28,7.642907806638932e-39,1.1698246890813278e-37,6.457924852956147e-17,1.0896128703480208e-33,1.618324548241044e-48,1.1586485517284957e-31,1.8929544788115647e-30,1.4921469287132958e-10,4.264672205874357e-50,1.2235498509766968e-42,3.1293922674978e-42,9.192558939852477e-41,4.919144580310125e-21,5.898946420503187e-54,5.838114932780145e-53,2.5150630601913062e-56
2.1328678888069763e-16,0.6111870774285751,3.76,0.0,0.8983227083265521,0.9999999997015693,2.2085323469209653e-36,5.796849358696744e-27,4.2404873207520616e-14,4.2404873196306725e-14,1.1259049020722316e-15,2.3146572907422968e-29,3.027031183976801e-28,1.1224254094214408e-23,1.1197420892107815e-23,1.7439834892464162e-32,9.838297332369119e-21,1.1259049020650786e-15,1.2910711252467185e-26,1.2915860654837605e-16,4.259392752004415e-23,5.8605959479349094e-27,1.5980640185040328e-26,1.4301013233076893e-32,1.8277582897786173e-31,1.2167512654314401e-27,6.114335314502919e-38,4.679350354275427e-37,1.2915860654826603e-16,4.358457076287898e-33,1.2946733270036052e-47,4.634612215563205e-31,7.571826170094517e-30,2.9842957508057695e-10,3.4117431413559293e-49,9.788418137453297e-42,2.503518768011266e-41,7.35406169650141e-40,9.83829750065408e-21,9.438334150251693e-53,4.670499016375766e-52,4.0241094204461125e-55
4.265737585669997e-16,0.6111870774285798,3.76,0.0,0.8983227083265085,0.9999999994031388,1.7668275295479068e-35,2.318741697841564e-26,8.480978236212462e-14,8.480978231726902e-14,2.2518107580991573e-15,9.258640341656446e-29,1.2108130693557796e-27,4.484365623129068e-23,4.478971195371515e-23,1.3951878236200665e-31,1.9676602668267376e-20,2.2518107581239334e-15,5.1642877655086967e-26,2.5831732258594394e-16,8.522241559414476e-23,2.344239908468181e-26,6.392260135008803e-26,5.720409013215952e-32,7.311037806109802e-31,4.867007756809497e-27,4.891471877623048e-37,1.8717778500789853e-36,2.583173225855039e-16,1.7433839811931226e-32,1.0357582583350493e-46,1.8538557572297824e-30,3.028731295070114e-29,5.968591485663417e-10,2.7293970421807484e-48,7.830742203706605e-41,2.0028169985056987e-40,5.88325517307356e-39,1.9676603341337873e-20,1.5101350242403478e-51,3.736402210962131e-51,6.438581882292638e-54
6.398607282533018e-16,0.6111870774285844,3.76,0.0,0.8983227083264649,0.9999999991047082,5.052023990538439e-35,4.9273277343846984e-26,1.27214691516726e-13,1.2721469142140777e-13,3.3777166137604382e-15,1.9674622177481869e-28,2.572977997812374e-27,9.525941934362577e-23,9.517815556295219e-23,3.98936593872488e-31,2.951490775184495e-20,3.377716613846455e-15,1.0974113525843806e-25,3.8747603862350557e-16,1.278767970182582e-22,4.9815107939664586e-26,1.3583555322043736e-25,1.2155871566313644e-31,1.553595824134647e-30,1.0342392830485512e-26,1.3986555060689744e-36,3.977590300017024e-36,3.8747603862257043e-16,3.7046917241151885e-32,2.961656629219729e-46,3.9394584563161756e-30,6.436053591819775e-29,8.952885311194986e-10,7.804372114825473e-48,2.324752230178785e-40,5.945864640949634e-40,1.746591869997793e-38,2.951490918201756e-20,5.713148950508182e-51,1.068377761681809e-50,2.4358469377516926e-53
8.531476979396039e-16,0.611187077428589,3.76,0.0,0.8983227083264212,0.9999999988062779,1.0656183946899827e-34,8.405443360465877e-26,1.696196006713247e-13,1.696196005087231e-13,4.503622469056074e-15,3.356260627071021e-28,4.3891977894798325e-27,1.62471543399614e-22,1.6236275165742956e-22,8.414729033508929e-31,3.935321258314765e-20,4.503622469232644e-15,1.8720548393596566e-25,5.16634754661061e-16,1.705570717955011e-22,8.497872276663325e-26,2.317194957721861e-25,2.0736489055267953e-31,2.650251959471112e-30,1.7642906224161565e-26,2.950169847653896e-36,6.785404338915597e-36,5.166347546594657e-16,6.319768973376362e-32,6.247062591036059e-46,6.720275679317852e-30,1.0979148786143824e-28,1.1937177227401696e-09,1.6461685013210955e-47,5.065513504078324e-40,1.2955728113616169e-39,3.8057323427209836e-38,3.9353215022693136e-20,1.4871296366278993e-50,2.253518492867574e-50,6.340496703698678e-53
1.279721637312208e-15,0.6111870774285982,3.76,0.0,0.8983227083263339,0.9999999982094177,2.9105351294638696e-34,1.7402408299384813e-25,2.544294189805161e-13,2.5442941864387e-13,6.7554341787892045e-15,6.94871619538405e-28,9.087275982747294e-27,3.3631582219148966e-22,3.3615148519165865e-22,2.298323718006727e-30,5.902982165382134e-20,6.75543417921567e-15,3.8758521096105364e-25,7.74952186736157e-16,2.5597839147412987e-22,1.7593767130094824e-25,4.79745828307428e-25,4.293227161635518e-31,5.487010567842188e-30,3.6527396621455555e-26,8.057829687133514e-36,1.4048712372790137e-35,7.749521867328541e-16,1.3084280621479138e-31,1.706301542099509e-45,1.3913555778979112e-29,2.273092639080427e-28,1.7905756578750362e-09,4.496198524504297e-47,1.4703625244217813e-39,3.7606488038224686e-39,1.1046868715176583e-37,5.902982670403466e-20,5.457556734195653e-50,6.155059512032725e-50,2.326873208229958e-52
1.7062955766848122e-15,0.6111870774286075,3.76,0.0,0.8983227083262465,0.9999999976125581,6.089814340430772e-34,2.9596946278418876e-25,3.3923923728969765e-13,3.3923923671715094e-13,9.00724588717773e-15,1.181795370940991e-27,1.545507490002395e-26,5.719263104331386e-22,5.71705661344005e-22,4.808862292127981e-30,7.870642979717068e-20,9.00724588796188e-15,6.591809608467058e-25,1.0332696188112304e-15,3.414949302731252e-22,2.99223918531333e-25,8.159220427767024e-25,7.301655468301739e-31,9.331968323714042e-30,6.212353261537956e-26,1.6859676066729994e-35,2.3893848110735477e-35,1.0332696188056125e-15,2.225293628327053e-31,3.5702219772395875e-45,2.3663440472725414e-29,3.865934002967702e-28,2.38743289088407e-09,9.40755437355898e-47,3.215517261407622e-39,8.224115513907423e-39,2.41582580514883e-37,7.870643838536106e-20,1.4151854283668877e-49,1.28784459546962e-49,6.033756981249306e-52
2.5594434554300205e-15,0.6111870774286257,3.76,0.0,0.8983227083260719,0.9999999964188415,1.9229765645417542e-33,6.448574745215317e-25,5.088588739080292e-13,5.088588726605665e-13,1.3510869299539586e-14,2.5748948732493163e-27,3.367344722389441e-26,1.2459659275591196e-21,1.2456301350099844e-21,1.5184905462631655e-29,1.1805964304075554e-19,1.3510869301393047e-14,1.4362209814650344e-24,1.5499044829613024e-15,5.128406743083336e-22,6.519479726664035e-25,1.777727870914456e-24,1.5908820213716976e-30,2.0332457424757925e-29,1.3535449188311016e-25,5.323766256361453e-35,5.206326825837557e-35,1.5499044829490608e-15,4.848461773671594e-31,1.1274291098661287e-44,5.155846899540543e-29,8.423075028415527e-28,3.581145051371382e-09,2.9706178994118434e-46,1.069633454421713e-38,2.735730695447494e-38,8.036181845889655e-37,1.1805966174796437e-19,6.994232497529261e-49,4.0666178852426115e-49,2.9820474780022184e-51
3.412591334175229e-15,0.6111870774286442,3.76,0.0,0.8983227083258972,0.999999995225128,4.373882673205201e-33,1.1321533062794656e-24,6.784785105263191e-13,6.78478508336194e-13,1.8014492706081322e-14,4.520655055402637e-27,5.911922428847291e-26,2.187361674687785e-21,2.1869074164642373e-21,3.453862693358018e-29,1.57412852274818e-19,1.8014492709470663e-14,2.5215208078703074e-24,2.0665393471112765e-15,6.845985762954897e-22,1.144601337026602e-24,3.1210920240712857e-24,2.7930537098800428e-30,3.5696954409176326e-29,2.376369028433818e-25,1.2109102527571964e-34,9.141127629322238e-35,2.0665393470897824e-15,8.512268278087883e-31,2.5645023557130323e-44,9.05204194982233e-29,1.478807341149313e-27,4.774854172706361e-09,6.756783941565435e-46,2.488385810993112e-38,6.364379808485897e-38,1.869530263223577e-36,1.5741288511050243e-19,2.0850856709904516e-48,9.24967504253316e-49,8.889931406796739e-51
5.1188870916656455e-15,0.611187077428681,3.76,0.0,0.898322708325548,0.9999999928377098,1.460350410958327e-32,2.5238823523264464e-24,1.0177177837627727e-12,1.0177177788803842e-12,2.7021739501624085e-14,1.007780699138723e-26,1.317928427687969e-25,4.875916590745628e-21,4.875215378518754e-21,1.153173423635157e-28,2.361192586739778e-19,2.7021739509491326e-14,5.6211601950997216e-24,3.0998090754109338e-15,1.0293565514488656e-21,2.5516299971506205e-24,6.957768691172436e-24,6.226482109095615e-30,7.957828553701339e-29,5.297575044864442e-25,4.042979282064229e-34,2.038080515135056e-34,3.0998090753630077e-15,1.897617990381442e-30,8.56332703853126e-44,2.0180012478538632e-28,3.296660440946172e-27,7.162263255956241e-09,2.2559537279720368e-45,8.472926846870143e-38,2.1670645445265422e-37,6.365730566904788e-36,2.3611933183538225e-19,1.0902832109944917e-47,3.088277571767994e-48,4.648511166976093e-50
8.53147860664648e-15,0.6111870774287544,3.76,0.0,0.8983227083248494,0.9999999880629103,6.866943698728703e-32,6.976321739112636e-24,1.6961963302351753e-12,1.696196316739682e-12,4.503623302252936e-14,2.785640813961145e-26,3.642902920664803e-25,1.3476901163525675e-20,1.3475665877202096e-20,5.422507568356388e-28,3.935320232812032e-19,4.5036233044978375e-14,1.553754438524952e-23,5.166348532009109e-15,1.7238424589245596e-21,7.053005340462243e-24,1.923208728307539e-23,1.7210729235723877e-29,2.1996369927152397e-28,1.4643104951254858e-24,1.901109202794286e-33,5.635067453434736e-34,5.166348531876578e-15,5.24524015387798e-30,4.027700312678673e-43,5.578302273952998e-28,9.112320284423545e-27,1.1937044775700665e-08,1.0608084788903669e-44,4.029873118069839e-37,1.0306941208996974e-36,3.0276536732682706e-35,3.935322252843592e-19,9.18088906162368e-47,1.4521867449937772e-47,3.9143477250902e-49
1.5356661636608146e-14,0.6111870774289014,3.76,0.0,0.8983227083234523,0.9999999785134578,4.106462396422447e-31,2.255897450515171e-23,3.0531534231779624e-12,3.0531533795384768e-12,8.106521978354736e-14,9.007856157632834e-26,1.1779778021810304e-24,4.3577835682970106e-20,4.357537101319735e-20,3.242669737861643e-27,7.083573604643499e-19,8.106521985766967e-14,5.0242729631887536e-23,9.299427445201111e-15,3.1326995006669657e-21,2.2806847009958316e-23,6.218953296330239e-23,5.565322509880515e-29,7.112821218000348e-28,4.735035854578178e-24,1.1368669187716438e-32,1.8232175885858785e-33,9.299427444772161e-15,1.6961199628296635e-29,2.409826041085742e-42,1.8040257646788748e-27,2.946567525671368e-26,2.1486461190852235e-08,6.343691563429938e-44,2.421321580911377e-36,6.192855903880104e-36,1.81914514690834e-34,7.083580121792004e-19,1.0515143791722242e-45,8.684127736372601e-47,4.4832205759851685e-48
2.900702769653148e-14,0.6111870774291954,3.76,0.0,0.8983227083206581,0.9999999594151395,2.8228904506703498e-30,8.043658347010809e-23,5.7670676090554655e-12,5.767067453455357e-12,1.5312319218241144e-13,3.211905233849365e-25,4.200148196325208e-24,1.5537706221384717e-19,1.5537148960739504e-19,2.2290777983888503e-26,1.3380072729450034e-18,1.5312319244992033e-13,1.791444801400134e-22,1.756558527156936e-14,6.02995723046345e-21,8.131971422341629e-23,2.217417962264296e-22,1.9843623878941606e-28,2.536133825915766e-27,1.6883091241354716e-23,7.815057258645547e-32,6.508326064371717e-33,1.7565585270037095e-14,6.04766137191502e-29,1.6583023805105112e-41,6.4338901099467855e-27,1.0506055468634374e-25,4.0584707523457234e-08,4.3608345212753094e-43,1.6670898832578987e-35,4.2638083019686815e-35,1.2524892542652281e-33,1.3380095859565887e-18,1.41964068197845e-44,5.9696800145510205e-46,6.0527646279104805e-47
5.630775981637815e-14,0.6111870774297835,3.76,0.0,0.8983227083150696,0.9999999212208487,2.0904521197518727e-29,3.0304622949941407e-22,1.1194895980778182e-11,1.1194895394562888e-11,2.972391324876264e-13,1.2101301207583873e-24,1.5823637752880657e-23,5.853683258023709e-19,5.853539069172841e-19,1.6506844970772837e-25,2.597304100413179e-18,2.972391335020609e-13,6.749173003750943e-22,3.409790092425599e-14,1.2142655950360838e-20,3.063682492184162e-22,8.354006581421729e-22,7.475995108242705e-28,9.55475233017885e-27,6.360570478225779e-23,5.787234295746378e-31,2.457639702217718e-32,3.4097900918461974e-14,2.2784315640857806e-28,1.2305912999623985e-40,2.425061215180394e-26,3.9579741122166324e-25,7.87788542927029e-08,3.229375307582627e-42,1.2350884685029977e-34,3.1589083668468595e-34,9.2792587783859e-33,2.5973127334634362e-18,2.085163579163869e-43,4.4207358456508933e-45,8.890299655237694e-46
1.1090922405607149e-13,0.6111870774309597,3.76,0.0,0.8983227083038926,0.9999998448416495,1.6084944162461474e-28,1.1757118872893394e-21,2.2050552724094463e-11,2.205055044987107e-11,5.854709951299455e-13,4.6951802675140464e-24,6.138626819880209e-23,2.270923910993877e-18,2.2708810084447086e-18,1.2700730116273746e-24,5.115886166133859e-18,5.854709990787393e-13,2.6183415226692628e-21,6.716253222953491e-14,2.5640816938301183e-20,1.1885598377332382e-21,3.2409385007147577e-21,2.900324066805466e-27,3.706768320037197e-26,2.4675487445370216e-22,4.452826662958323e-30,9.578374365817821e-32,6.716253220689175e-14,8.839231514067552e-28,9.508148184629006e-40,9.416777929332097e-26,1.5353978226346238e-24,1.5515776529258912e-07,2.484867630643534e-41,9.504239034432674e-34,2.430843081611786e-33,7.140572354163896e-32,5.1159190282954074e-18,3.19594392523678e-42,3.4014845344487727e-44,1.3626278418775898e-44
1.6551068829576483e-13,0.6111870774321359,3.76,0.0,0.8983227082927157,0.9999997684749591,5.054351633525557e-28,2.618342419869054e-21,3.290620946723854e-11,3.290620440263619e-11,8.737028338173617e-13,1.0456856701322066e-23,1.3670181503724079e-22,5.057243971326002e-18,5.057157845166258e-18,3.990843352523911e-24,7.634453302804246e-18,8.737028426210555e-13,5.830936616254109e-21,1.0022716353482543e-13,4.0836032777383806e-20,2.6468807478087567e-21,7.217437311630077e-21,6.458921912307476e-27,8.254821738975144e-26,5.4950638608081e-22,1.3991744201935683e-29,2.1411789372046313e-31,1.002271634840949e-13,1.968470214179344e-27,2.996058793472136e-39,2.0986927171052643e-25,3.419085297368106e-24,2.3152416762790957e-07,7.808269146072809e-41,2.9865054882496537e-33,7.63841590745577e-33,2.243774945815238e-31,7.634525322898126e-18,1.3406681118258165e-41,1.0688388457477845e-43,5.716107715117785e-44
2.747136167751515e-13,0.6111870774344882,3.76,0.0,0.8983227082703618,0.9999996157790932,2.3086345537747794e-27,7.213770730835708e-21,5.46175229530101e-11,5.4617509000536696e-11,1.4501664393470206e-12,2.881308634584158e-23,3.765818567795333e-22,1.3932176734401273e-17,1.3931957286485063e-17,1.822754431613921e-23,1.2671546737403547e-17,1.450166463621098e-12,1.6063630743742698e-20,1.6635642614647765e-13,7.631790077200121e-20,7.291933429144698e-21,1.9883318549557265e-20,1.7793802617613444e-26,2.2741212076968173e-25,1.513794029452873e-21,6.390510212602922e-29,5.9492225701558676e-31,1.6635642600482125e-13,5.422998190341072e-27,1.378568683696645e-38,5.791735169928265e-25,9.418101229492033e-24,3.842194568113347e-07,3.5666206716496454e-40,1.364055983409174e-32,3.488777480193874e-32,1.0248232733199677e-30,1.2671737911514246e-17,1.019820093457011e-40,4.8819618359634846e-43,4.348163806644089e-43
3.8391654525453815e-13,0.6111870774368405,3.76,0.0,0.8983227082480079,0.9999994631332375,6.11619526490315e-27,1.4089703863376777e-20,7.632883643809285e-11,7.632880918826574e-11,2.026629949103422e-12,5.628292446308475e-23,7.35450273059463e-22,2.7210163527104847e-17,2.7209745503587366e-17,4.828739765728737e-23,1.7708589817159215e-17,2.026629996527581e-12,3.1372985469542704e-20,2.324856887606335e-13,1.1858862939562265e-19,1.4241556626877742e-20,3.883304247178553e-20,3.475232836341382e-26,4.441464639485501e-25,2.9564377008647953e-21,1.6929390529141748e-28,1.170767200604364e-30,2.3248568848064113e-13,1.0591471057670711e-26,3.673068074609734e-38,1.1329147602324215e-24,1.8391993770431397e-23,5.368647362663729e-07,9.449189123860649e-40,3.6135910409788106e-32,9.242318410660377e-32,2.714916107875996e-30,1.770895049944676e-17,3.5450079664194257e-40,1.2933495396398288e-42,1.5114775652381732e-42
4.931194737339249e-13,0.6111870774391929,3.76,0.0,0.898322708225654,0.9999993105373755,1.2675764623881172e-26,2.324654787821047e-20,9.804014992248678e-11,9.804010496582525e-11,2.603093363115808e-12,9.287084524150546e-23,1.2132923456257928e-21,4.4891200493648725e-17,4.48905146731074e-17,1.0007074353829992e-22,2.2745588443128485e-17,2.6030934413681893e-12,5.175898473448452e-20,2.9861495137884173e-13,1.6764862067602393e-19,2.3495783152347626e-20,6.406660630840254e-20,5.733459308332536e-26,7.327512405847331e-25,4.877403625231703e-21,3.5084459817723154e-28,1.9457711237244566e-30,2.986149509115546e-13,1.7473936564094775e-26,7.653510280628439e-38,1.871911944439941e-24,3.0339834608626946e-23,6.894600217186225e-07,1.958389826824744e-39,7.488805950944024e-32,1.915381596519001e-31,5.6263997819387264e-30,2.2746163086842795e-17,9.008035526293241e-40,2.680433245188199e-42,3.840754930520595e-42
6.023224022133115e-13,0.611187077441545,3.76,0.0,0.8983227082033001,0.9999991579914913,2.275573648494374e-26,3.4684719955847644e-20,1.1975146340619187e-10,1.1975139633321738e-10,3.1795566814142197e-12,1.3858144540077345e-22,1.810092948090348e-21,6.697528352272937e-17,6.697425660676682e-17,1.7964061911886564e-22,2.778254867899905e-17,3.1795567981713662e-12,7.722161186482392e-20,3.6474421400269417e-13,2.2349828749665625e-19,3.5054646641384145e-20,9.558400700019922e-20,8.554069310991421e-26,1.0932264417647449e-24,7.276657082208416e-21,6.298140637341193e-28,2.924165986047925e-30,3.647442132975616e-13,2.607044371591136e-26,1.3812796662989837e-37,2.797006339571876e-24,4.5260670015470764e-23,8.420053293242213e-07,3.515830302756478e-39,1.3443424498524172e-31,3.438376616521265e-31,1.0100166041950358e-29,2.7783375673853547e-17,1.912486286122401e-39,4.811918782976411e-42,8.154302635196707e-42
