Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56),CH2F(45),C2H2F3O2(908),C2HF3O(401),CH3-CF2(64),CHF2-CH2(63),CFO(50),FC1(F)CO1(1321),CH2O(19),CHF2-CHF(66),HCO(14),[O]O[C](F)F(171),C2H3F2O2(1300),O[C](F)F(239),H2O2(11),CF2CH(72),C2HF2O(1089),C2HF2O3(622)
1.017175830301245e-09,0.19026089402100263,3.76,0.0,0.8456094731485596,0.9981568908284706,2.3838401402019674e-12,5.491694477880713e-10,3.815026312062436e-05,3.7941516760044256e-05,5.275688815083903e-07,3.1014232269831273e-12,4.996382803739621e-12,2.0590584879980106e-07,2.0599864599097034e-07,2.339158842076622e-09,2.1557811258373323e-09,5.254799266959077e-07,8.45659578083872e-11,2.2033257945227205e-07,6.515835790438895e-10,6.54309211386203e-11,1.194866080337806e-10,4.1973316449558455e-15,2.7436921479176256e-14,1.0354940666412154e-11,3.1753555884752124e-14,7.823629590803323e-17,2.183827722531517e-07,1.9701083093332925e-15,1.2655739052860369e-20,1.649365785641392e-12,4.721380307981065e-13,0.001842374551097254,3.303766600190719e-23,1.3564904294354794e-16,2.9565267723023727e-16,9.432066282137831e-14,9.714252619005784e-11,9.332700381366263e-21,2.24209972116705e-25,1.809032918606546e-20,6.078896824018863e-22,2.153857896441305e-13,3.173219573200402e-22,1.8579797295567904e-21,8.520663909584184e-15,3.9806821429107167e-20,4.154733460920253e-15,5.379817165604658e-24,2.307019272888653e-16,8.582591124000168e-12,3.5404940680162847e-17,1.270527145666253e-19,3.265187752007274e-23
1.0352546140574884e-09,0.19026091717003693,3.76,0.0,0.8456087817661896,0.9981568350327465,2.5527179762839512e-12,5.780272401087635e-10,3.882831900306931e-05,3.861209171868022e-05,5.370258041281497e-07,3.22365233740052e-12,5.1059718097155175e-12,2.132311846802648e-07,2.1332939709172544e-07,2.465615687344053e-09,2.264858824970483e-09,5.348173940884636e-07,8.745615769655003e-11,2.2431912825103804e-07,6.839977775960785e-10,6.791773978135023e-11,1.2376293132892753e-10,4.352774198407922e-15,2.8598454059967344e-14,1.0592557189314034e-11,3.348237595705881e-14,8.247015054263329e-17,2.222640248391146e-07,2.0567164774548782e-15,1.3487790288732439e-20,1.714445279138382e-12,4.82412017543075e-13,0.0018424135144148022,3.50606721027345e-23,1.4311719726799007e-16,3.1299025430483554e-16,9.774983074134365e-14,9.895224443026383e-11,9.995645024273052e-21,2.3711727784700414e-25,1.9073754938756182e-20,6.52066482197653e-22,2.2451477375641917e-13,3.347455111715532e-22,2.026358440557776e-21,8.979155350540514e-15,4.198684354828729e-20,4.2356263964609e-15,5.7469970585585255e-24,2.3995385898950564e-16,8.89020140261379e-12,3.73200446964678e-17,1.362978352634366e-19,3.558866535597936e-23
1.071412181569975e-09,0.1902609634684777,3.76,0.0,0.8456073989896636,0.9981567392314354,2.9171600264034715e-12,6.387251064244727e-10,4.018443133876506e-05,3.995284719083125e-05,5.559535034236092e-07,3.475370953315765e-12,5.325272833017298e-12,2.2825964276639333e-07,2.2836931105719422e-07,2.731984767923904e-09,2.493567364365799e-09,5.534923301820762e-07,9.336815518370938e-11,2.323033981006094e-07,7.519756296168334e-10,7.303582596480413e-11,1.3254020572662605e-10,4.672671769014756e-15,3.1021188193446375e-14,1.1068761393527279e-11,3.712613609332593e-14,9.13900582234908e-17,2.3002651217717963e-07,2.237284540414939e-15,1.5265997003017485e-20,1.848419878390431e-12,5.030539901480118e-13,0.001842475255620303,3.937427080113388e-23,1.5887636523081557e-16,3.498062685293392e-16,1.047968927325736e-13,1.0258488637032793e-10,1.1425242957532703e-20,2.6447771800185474e-25,2.1147257043312355e-20,7.481920992793893e-22,2.4337072715052375e-13,3.7148792508509285e-22,2.399881304659178e-21,9.944519798405876e-15,4.6586620097149355e-20,4.397415637357363e-15,6.535045042775668e-24,2.589573343372562e-16,9.521654454223831e-12,4.1354244561446107e-17,1.5628868326215395e-19,4.2087917578973475e-23
1.1075697490824617e-09,0.19026100976743193,3.76,0.0,0.8456060161967928,0.9981566595723866,3.3191998734783683e-12,7.035083130701931e-10,4.15405446409766e-05,4.129307690689448e-05,5.749003060478659e-07,3.736760924759297e-12,5.544706040604109e-12,2.437911125615309e-07,2.4391309642340003e-07,3.0168012211964037e-09,2.7366485136699326e-09,5.721672709605391e-07,9.94542512793831e-11,2.4030298505968213e-07,8.242596338195578e-10,7.834677279258492e-11,1.4161687952861095e-10,5.004648436735815e-15,3.3581223134268444e-14,1.1546165630439902e-11,4.102525823361847e-14,1.0093025111745367e-16,2.3778897580058526e-07,2.427898656013842e-15,1.7202623396774682e-20,1.987479088534483e-12,5.238210448318079e-13,0.0018425203275676731,4.406099864022233e-23,1.757667593950507e-16,3.895919674562993e-16,1.1209616577320542e-13,1.0623563573911937e-10,1.3000664287681768e-20,2.9397810654652352e-25,2.336736966230268e-20,8.554391208011204e-22,2.630248266386663e-13,4.1083345295292597e-22,2.826815053149604e-21,1.097618116971942e-14,5.151629204681525e-20,4.559209180289634e-15,7.39808609640797e-24,2.786176801104194e-16,1.0174749220640233e-11,4.566814196109255e-17,1.7839661123118475e-19,4.949173910605022e-23
1.1437273165949484e-09,0.19026105606692012,3.76,0.0,0.845604633386816,0.9981565915552076,3.761325180347994e-12,7.725074240998533e-10,4.289665916165632e-05,4.2632781071734384e-05,5.938669742045216e-07,4.00781030291144e-12,5.764238722583267e-12,2.5982475093918773e-07,2.599599409234008e-07,3.320672413434331e-09,2.99445809694913e-09,5.908422198639333e-07,1.0571283159095145e-10,2.483183933134787e-07,9.009777933891851e-10,8.385088494709181e-11,1.5099282755943248e-10,5.348779448612403e-15,3.628400653034986e-14,1.202467245050068e-11,4.518838221807102e-14,1.1111156354455627e-16,2.4555141578601785e-07,2.6288547063020982e-15,1.9305247933896144e-20,2.131619419934787e-12,5.447129300804486e-13,0.001842553230721541,4.914091777873786e-23,1.9382941863112874e-16,4.3248790244076856e-16,1.1964834236172113e-13,1.0990509203697317e-10,1.4731189613003397e-20,3.2571446111730585e-25,2.5739427074020537e-20,9.74763874642417e-22,2.8347796900156465e-13,4.528735806736324e-22,3.312758993120908e-21,1.2076281596120894e-14,5.678827670970641e-20,4.721006857381943e-15,8.340274949904101e-24,2.9892380883816e-16,1.084948377235887e-11,5.0270975678410454e-17,2.0276517318318753e-19,5.788906122600161e-23
1.1798848841074351e-09,0.1902611023669628,3.76,0.0,0.8456032505589662,0.998156531890506,4.246101788653104e-12,8.458527825403135e-10,4.425277515884336e-05,4.3971959890177085e-05,6.128542753797288e-07,4.288506223166894e-12,5.983843518969387e-12,2.763597158637252e-07,2.765090333006258e-07,3.6442047327285906e-09,3.2673448706923225e-09,6.095171802543246e-07,1.1214230851953998e-10,2.563501261991592e-07,9.822578244535573e-10,8.954845823797016e-11,1.6066792468618767e-10,5.705140374379012e-15,3.913516574416029e-14,1.2504200771625448e-11,4.962414489516136e-14,1.2195484233892247e-16,2.5331383221028394e-07,2.8404524358054252e-15,2.1581493260814462e-20,2.2808373457965e-12,5.657294369599353e-13,0.0018425772545474265,5.463460109235551e-23,2.1310554332834669e-16,4.786372616993824e-16,1.274541162908489e-13,1.1359385399539018e-10,1.662635702659771e-20,3.5978440666359107e-25,2.826881435639424e-20,1.1071762151926482e-21,3.047309530083878e-13,4.9770006343919855e-22,3.863704380873506e-21,1.3246959206336963e-14,6.241512653586829e-20,4.882808551684651e-15,9.365838617879889e-24,3.1986472204869635e-16,1.1545856184060345e-11,5.517197156433376e-17,2.295425176348002e-19,6.737409461916662e-23
1.2160424516199218e-09,0.19026114866758054,3.76,0.0,0.845601867712472,0.9981564781832353,4.776173585982682e-12,9.236745107207788e-10,4.5608892896542526e-05,4.5310613567000685e-05,6.318629822409438e-07,4.578835057610166e-12,6.203497554219753e-12,2.933951664016403e-07,2.935595633180799e-07,3.988003590241011e-09,3.555650646115996e-09,6.281921554346395e-07,1.1874112104393489e-10,2.6439868620692704e-07,1.0682271565764555e-09,9.543978191200761e-11,1.7064204582445325e-10,6.073807119184786e-15,4.2140508150787185e-14,1.2984683627071889e-11,5.4341180080707514e-14,1.3348094866996338e-16,2.6107622515031687e-07,3.0629954493978383e-15,2.4039022798336986e-20,2.4351293122977648e-12,5.868703882788735e-13,0.0018425947941649228,6.05631338288986e-23,2.336364942517947e-16,5.28185872326165e-16,1.3551418271295341e-13,1.1730251958466256e-10,1.869596088381991e-20,3.9628717681369077e-25,3.0960969698670816e-20,1.253740721946566e-21,3.2678449720474004e-13,5.454049223827741e-22,4.486049924105263e-21,1.449034834050797e-14,6.840953381505747e-20,5.044614182092092e-15,1.0479075411195918e-23,3.4142954342768543e-16,1.2263864534533226e-11,6.038034255201173e-17,2.588813769251381e-19,7.804643929108036e-23
1.2522000191324085e-09,0.19026119496879368,3.76,0.0,0.8456004848465564,0.9981564286901117,5.354262373212637e-12,1.0061025105982492e-09,4.696501264460529e-05,4.6648742306927384e-05,6.50893872533312e-07,4.878782544232717e-12,6.4231817037048485e-12,3.109302627305103e-07,3.1111072176550656e-07,4.352673421465676e-09,3.8597104094405e-09,6.468671486631259e-07,1.2550773450461976e-10,2.724645749811442e-07,1.1590129332480216e-09,1.015251406649897e-10,1.809150659430766e-10,6.45485593643183e-15,4.530602146055032e-14,1.3466066209481928e-11,5.934811852470758e-14,1.4571075987274549e-16,2.688385946831825e-07,3.29679121055698e-15,2.6685537679729532e-20,2.594491746400642e-12,6.081356302366156e-13,0.001842607592930554,6.694811525641651e-23,2.5546379152941234e-16,5.812822025274543e-16,1.438292382058154e-13,1.2103168602154658e-10,2.0950050667156553e-20,4.353236152861763e-25,3.382138670069517e-20,1.4155778710851382e-21,3.496392550584132e-13,5.960804417529239e-22,5.186617563759593e-21,1.580857976492934e-14,7.478433536009174e-20,5.206423692142396e-15,1.16843541184383e-23,3.636075469114912e-16,1.300350690661359e-11,6.590528867109366e-17,2.909390565534574e-19,9.001119157909704e-23
1.2883575866448952e-09,0.19026124127062283,3.76,0.0,0.8455991019604371,0.9981563821369864,5.983167732034171e-12,1.0932664640782908e-09,4.832113467861271e-05,4.7986346314617294e-05,6.699477289745003e-07,5.188333896104775e-12,6.6428799738791e-12,3.289641661458339e-07,3.2916170046470513e-07,4.738817687496979e-09,4.179852440165088e-09,6.655421631642435e-07,1.324406403880019e-10,2.805482933214531e-07,1.2547420123716153e-09,1.0780481639130658e-10,1.9148686006793293e-10,6.848363440729619e-15,4.863787406628792e-14,1.3948304175385006e-11,6.465358788497196e-14,1.5866517128720185e-16,2.766009408860862e-07,3.5421510400033755e-15,2.9528774008283625e-20,2.758921061779231e-12,6.295250260855772e-13,0.0018426169250664991,7.381166031278865e-23,2.7862911376648874e-16,6.380773640770674e-16,1.5239998083878544e-13,1.2478194977698e-10,2.3398929943629218e-20,4.769961774088523e-25,3.6855616659908775e-20,1.5938651807229545e-21,3.7329582782854627e-13,6.498191667512678e-22,5.9726685443383004e-21,1.720378088716633e-14,8.155251717145255e-20,5.3682370420018785e-15,1.298611334826045e-23,3.863881803397852e-16,1.3764781387137817e-11,7.175599706201355e-17,3.2587742453538887e-19,1.0337904828929254e-22
1.3245151541573818e-09,0.19026128757308813,3.76,0.0,0.8455977190533277,0.9981563375897902,6.665766892675051e-12,1.1852958333314342e-09,4.9677259279760536e-05,4.932342579466401e-05,6.890253391483794e-07,5.507473892192275e-12,6.86257898656725e-12,3.474960390659781e-07,3.477116922731961e-07,5.1470388763033125e-09,4.516398427312721e-09,6.842172021363604e-07,1.3953835611093541e-10,2.88650341183905e-07,1.3555409667473348e-09,1.1427908969015585e-10,2.0235730328475777e-10,7.254406620967914e-15,5.214241541606886e-14,1.443136219136916e-11,7.026621270700273e-14,1.7236509810613126e-16,2.843632638363788e-07,3.799390114735098e-15,3.257650042194797e-20,2.9284136630659254e-12,6.510384515926884e-13,0.001842623724715918,8.117640125509301e-23,3.0317429728865886e-16,6.987251149984407e-16,1.612271102393137e-13,1.285539065838425e-10,2.6053155413304148e-20,5.214089317337156e-25,4.006927084585277e-20,1.789838329708939e-21,3.9775477535061384e-13,7.067139019682808e-22,6.851919788093773e-21,1.8678075971516342e-14,8.872721908263843e-20,5.530054203365946e-15,1.438886102983975e-23,4.0976108499913553e-16,1.4547686066907226e-11,7.794164199027515e-17,3.638629007782782e-19,1.182664079371702e-22
1.3606727216698685e-09,0.19026133387621016,3.76,0.0,0.8455963361244365,0.9981562943652963,7.405014601813711e-12,1.2823198611061071e-09,5.103338673474618e-05,5.065998095159112e-05,7.081274953983692e-07,5.8361869524670664e-12,7.0822675523650734e-12,3.6652504503567985e-07,3.667598910866519e-07,5.577938504004845e-09,4.869663583653173e-09,7.028922687570781e-07,1.4679942480571905e-10,2.9677121768209366e-07,1.4615360845530395e-09,1.2094824115780312e-10,2.135262707412904e-10,7.673062853508667e-15,5.582617641168375e-14,1.4915212692612726e-11,7.619461440925686e-14,1.868314772317396e-16,2.9212556361156335e-07,4.068827467463256e-15,3.583651594323931e-20,3.102965948833349e-12,6.726757918535962e-13,0.0018426286751787129,8.906548930334476e-23,3.2914133551190926e-16,7.633818624770222e-16,1.703113276598449e-13,1.3234815144475714e-10,2.892353604523169e-20,5.686675617082939e-25,4.346802276218491e-20,2.0047922504124533e-21,4.2301662503846175e-13,7.668577102375103e-22,7.832560584826069e-21,2.0233586354780985e-14,9.632173938607576e-20,5.691875156320408e-15,1.5897174064741362e-23,4.3371611157155907e-16,1.5352219040661487e-11,8.447138486073634e-17,4.050664464760142e-19,1.3479546912265178e-22
1.3968302891823552e-09,0.19026138018000915,3.76,0.0,0.8455949531729673,0.9981562519657607,8.203942990682177e-12,1.3844675710384062e-09,5.238951733565778e-05,5.199601198984968e-05,7.272549947213317e-07,6.174457200592662e-12,7.301936314545785e-12,3.8605034872852127e-07,3.863054918404799e-07,6.032117116153567e-09,5.239956757958899e-09,7.215673661871348e-07,1.542224151057082e-10,3.0491142108829055e-07,1.5728533698230453e-09,1.2781255250336496e-10,2.249936376489445e-10,8.104409915494804e-15,5.969586983275662e-14,1.5399834816481035e-11,8.244741127271911e-14,2.0208526914026247e-16,2.9988784028930164e-07,4.350785986445742e-15,3.931664808357514e-20,3.2825743137981157e-12,6.944369389387934e-13,0.0018426322742723482,9.750259628012037e-23,3.565723784351102e-16,8.322066660016562e-16,1.7965333604506102e-13,1.3616527863992833e-10,3.2021132294688994e-20,6.18879367412805e-25,4.705761039649762e-20,2.2400821965644467e-21,4.490818794767471e-13,8.30343911855461e-22,8.923269603868805e-21,2.1872430662298987e-14,1.043495394397933e-19,5.8536998870954264e-15,1.7515698119202906e-23,4.58243333138981e-16,1.617837840705732e-11,9.135437423189352e-17,4.496635535229086e-19,1.5309432613723837e-22
1.4329878566948419e-09,0.19026142648450542,3.76,0.0,0.8455935701981189,0.9981562100284719,9.065661443353922e-12,1.491867767958907e-09,5.374565137986511e-05,5.3331519113816164e-05,7.464086386624962e-07,6.522268516713603e-12,7.521577449131728e-12,4.0607111594863667e-07,4.0634769051077735e-07,6.510174289014448e-09,5.627580545348452e-09,7.402424975734182e-07,1.6180592093162484e-10,3.1307144883458357e-07,1.6896185429245292e-09,1.3487230751836298e-10,2.367592792841314e-10,8.548525998273959e-15,6.375839078629842e-14,1.588521348104749e-11,8.903321843395885e-14,2.1814745975422434e-16,3.0765009394742096e-07,4.645592415716314e-15,4.302475117473832e-20,3.467235150527383e-12,7.163217900704885e-13,0.0018426348847829005,1.0651191624764067e-22,3.855097322506657e-16,9.053612407334809e-16,1.892538400994552e-13,1.4000588173501412e-10,3.5357255396148e-20,6.721532673729436e-25,5.0843838458227874e-20,2.4971247871953886e-21,4.759510228913633e-13,8.972660841414861e-22,1.013323223447364e-20,2.359672502419356e-14,1.128242482550872e-19,6.015528386269723e-15,1.924914754661276e-23,4.833330557688084e-16,1.7026162268650507e-11,9.859974583016541e-17,4.978342339462385e-19,1.732970618994025e-22
1.4691454242073286e-09,0.19026147278971914,3.76,0.0,0.8455921871990859,0.998156168287976,9.99335646521518e-12,1.604649038197045e-09,5.5101789169912395e-05,5.466650252779088e-05,7.655892332115089e-07,6.879604581804322e-12,7.741184412871702e-12,4.265865136317851e-07,4.2688568411478106e-07,7.012708630847216e-09,6.032831395748481e-09,7.58917666051225e-07,1.695485612786256e-10,3.212517975140159e-07,1.811957041032073e-09,1.4212779291883499e-10,2.488230709893023e-10,9.005489720936547e-15,6.802081718176917e-14,1.6371338589814568e-11,9.596064788120064e-14,2.3503906232201093e-16,3.1541232466392026e-07,4.9535773557098675e-15,4.6968704908664694e-20,3.65694485072658e-12,7.383302462467803e-13,0.0018426367722379072,1.161181671390008e-22,4.159958590705146e-16,9.830099611029754e-16,1.991135463552236e-13,1.4387055358903094e-10,3.8943466728253034e-20,7.2859980042332865e-25,5.483258060481149e-20,2.777399027354117e-21,5.036245266634977e-13,9.677180612409606e-22,1.1472158263206317e-20,2.5408583291796107e-14,1.2175966706521447e-19,6.177360647470924e-15,2.11023054329724e-23,5.089758270070715e-16,1.7895568731880674e-11,1.0621662256417636e-16,5.497630093576109e-19,1.9554383827755966e-22
1.5053029917198152e-09,0.19026151909567063,3.76,0.0,0.8455908041750592,0.9981561265496107,1.0990291551619423e-11,1.7229397498835145e-09,5.6457931013412955e-05,5.600096243599691e-05,7.847975886996758e-07,7.246448914636892e-12,7.960751733114552e-12,4.4759570984589973e-07,4.479186707109058e-07,7.540317783188385e-09,6.455999720494807e-09,7.77592874745845e-07,1.7744898000418414e-10,3.294529628817262e-07,1.9399940186007274e-09,1.4957929907416848e-10,2.611848881737632e-10,9.475380143968178e-15,7.249041023182674e-14,1.6858204348514306e-11,1.032383084530677e-13,2.52781119304489e-16,3.2317453251697764e-07,5.2750752642865934e-15,5.115641307048894e-20,3.851699806156776e-12,7.60462211261703e-13,0.001842638131373361,1.2634659238097601e-22,4.48073376765432e-16,1.0653198646367968e-15,2.0923316324046558e-13,1.4775988636228902e-10,4.279157724790364e-20,7.883311276031052e-25,5.902978165617351e-20,3.0824473061342363e-21,5.321028540078498e-13,1.0417939340935888e-21,1.2950299898141154e-20,2.7310117254211563e-14,1.311697738750628e-19,6.33919666657649e-15,2.3080023759473564e-23,5.351624425255162e-16,1.878659590705863e-11,1.1421411453903843e-16,6.056389004233521e-19,2.199809838435722e-22
1.541460559232302e-09,0.19026156540238,3.76,0.0,0.8455894211252243,0.9981560846711083,1.2059807056724256e-11,1.8468680532506846e-09,5.7814077222945736e-05,5.733489904257915e-05,8.040345196985577e-07,7.622784902533703e-12,8.180274832962546e-12,4.6909787379121093e-07,4.69445849398453e-07,8.093598422133097e-09,6.897369997099871e-09,7.96268126773665e-07,1.855058456168283e-10,3.376754398560893e-07,2.073854347837495e-09,1.572271206377742e-10,2.738446063143077e-10,9.958276783016175e-15,7.717461497885953e-14,1.7345808678913923e-11,1.1087480583962196e-13,2.71394704268378e-16,3.309367175849564e-07,5.610424458156377e-15,5.559580244883773e-20,4.051496409283423e-12,7.827175910121527e-13,0.0018426391045318943,1.37222962510706e-22,4.817850589151392e-16,1.152460656015343e-15,2.1961340114768223e-13,1.5167447152435698e-10,4.691364699021648e-20,8.514610341009207e-25,6.344145979768962e-20,3.413876372629603e-21,5.613864639476855e-13,1.119588050576803e-21,1.457847014889488e-20,2.9303436854989984e-14,1.4106872799180672e-19,6.501036441214735e-15,2.5187223675778015e-23,5.618839511852496e-16,1.9699241908355418e-11,1.2260131907063234e-16,6.656554163537443e-19,2.46761079109678e-22
1.5776181267447886e-09,0.19026161170986758,3.76,0.0,0.8455880380487629,0.9981560425488972,1.3205320062509081e-11,1.976561880930978e-09,5.917022811595364e-05,5.866831255160369e-05,8.233008449200835e-07,8.008595827075989e-12,8.399749885059424e-12,4.910921758000377e-07,4.914664203170697e-07,8.673146259616332e-09,7.3572208722216805e-09,8.149434252429943e-07,1.9371785106577064e-10,3.459197225198561e-07,2.2136626191711068e-09,1.6507155709483206e-10,2.8680210095571226e-10,1.0454259622769486e-14,8.208106084730435e-14,1.783415271444264e-11,1.1887874258532132e-13,2.9090092378604634e-16,3.3869887994641203e-07,5.959967114703463e-15,6.029482190676123e-20,4.2563310537620474e-12,8.050962929784667e-13,0.0018426397953588442,1.4877357678911988e-22,5.171738348662373e-16,1.2446047113611535e-15,2.3025497250255896e-13,1.5561489986205404e-10,5.132198463088659e-20,9.181049312698755e-25,6.807370877180422e-20,3.7733582905411086e-21,5.914758147199384e-13,1.2011950158437656e-21,1.6368061570599353e-20,3.1390650408867146e-14,1.514708745366282e-19,6.6628799703690275e-15,2.742889587709807e-23,5.891316587809535e-16,2.0633504853792513e-11,1.3138732069988781e-16,7.300105444108354e-19,2.760430393126767e-22
1.649933261769762e-09,0.1902617043272573,3.76,0.0,0.8455852718126686,0.9981559572976552,1.5738389758973457e-11,2.2537567535362907e-09,6.188254524589263e-05,6.133357109284751e-05,8.619249729965164e-07,8.808575200842162e-12,8.838543617808633e-12,5.36553880994628e-07,5.36984544603135e-07,9.913421564814984e-09,8.333450451344512e-09,8.522941739023408e-07,2.1060217421971484e-10,3.624756770753266e-07,2.511619943758439e-09,1.8135149943629372e-10,3.1360992226230053e-10,1.1485806272720804e-14,9.259211911846427e-14,1.8813078095673827e-11,1.3602332863647756e-13,3.326758692574545e-16,3.5422313686497893e-07,6.703020843538707e-15,7.050365266260562e-20,4.6811000492961504e-12,8.502232993101414e-13,0.0018426406060099462,1.7400538808041459e-22,5.931551657407421e-16,1.444605503610997e-15,2.523249758392603e-13,1.6357564584606792e-10,6.104793944610453e-20,1.0624044864359518e-24,7.802468501585358e-20,4.583501039951108e-21,6.540735840221301e-13,1.3762272028133266e-21,2.0480091934263966e-20,3.585518579149783e-14,1.7384308135438282e-19,6.986578293183787e-15,3.233597081881781e-23,6.451721911423962e-16,2.2566874068372498e-11,1.5019198962601376e-16,8.725509134382011e-19,3.427803630372844e-22
1.7222483967947353e-09,0.1902617969480004,3.76,0.0,0.8455825054601515,0.9981558704021714,1.8618366887483756e-11,2.5555434880002368e-09,6.45948850362994e-05,6.399673969066522e-05,9.006766017376375e-07,9.646251910501292e-12,9.277113111059608e-12,5.839742107085509e-07,5.844666654632128e-07,1.126589015968003e-08,9.38680481444597e-09,8.896451454492862e-07,2.2809197394071056e-10,3.791247625409807e-07,2.834857097994708e-09,1.9842163527885553e-10,3.416073578250626e-10,1.2570669886866852e-14,1.0408833073380376e-13,1.9795038710561214e-11,1.5474082425871529e-13,3.782755409851947e-16,3.6974730390522734e-07,7.507051178517988e-15,8.184691129546056e-20,5.125977977887935e-12,8.958425088244317e-13,0.0018426409576371482,2.0226305577026589e-22,6.763639283539446e-16,1.6667548570790934e-15,2.754489159506677e-13,1.7164683725923308e-10,7.207287098561417e-20,1.2221856871424929e-24,8.893305403808114e-20,5.5275933271933385e-21,7.19899914402081e-13,1.5676525015227545e-21,2.5389858928993126e-20,4.072056558070949e-14,1.984050418096423e-19,7.310291643712894e-15,3.7842585416475103e-23,7.032197025163473e-16,2.458668857164449e-11,1.7070054268838047e-16,1.0349330691343515e-18,4.215939654903254e-22
1.7945635318197087e-09,0.19026188957225698,3.76,0.0,0.8455797389845254,0.998155781643558,2.1875336986338436e-11,2.8829377418751885e-09,6.730725019184399e-05,6.665781997471188e-05,9.39562420065798e-07,1.0521490208801895e-11,9.715444446207763e-12,6.333465682884568e-07,6.33906421379915e-07,1.2735283160361486e-08,1.0519313327999485e-08,9.26996364506949e-07,2.4617765244984944e-10,3.9587090161257767e-07,3.184360708912276e-09,2.1628457613070222e-10,3.7079341448271504e-10,1.3709508669863755e-14,1.166374311199646e-13,2.078012175014355e-11,1.7509993719767136e-13,4.278701748677627e-16,3.852713817032202e-07,8.37493480131423e-15,9.438891939414266e-20,5.5909360596526866e-12,9.419532083190643e-13,0.0018426410697262622,2.337761713519708e-22,7.671491945321749e-16,1.9125284433035627e-15,2.9963257251303456e-13,1.798331766380347e-10,8.450416810600101e-20,1.3984305840594572e-24,1.0085050684780691e-19,6.6214557527106095e-21,7.889586988833475e-13,1.776237073671276e-21,3.121136608258734e-20,4.6003619764585615e-14,2.2527866204423847e-19,7.634020039205892e-15,4.399122843594186e-23,7.632140517454335e-16,2.6692933445526878e-11,1.929851977724075e-16,1.2189010535344362e-18,5.139911253996972e-22
1.866878666844682e-09,0.19026198220018645,3.76,0.0,0.8455769723790475,0.9981556909057376,2.55406007256845e-11,3.236951719278789e-09,7.001964348584342e-05,6.931681357335669e-05,9.785891740994103e-07,1.1434154029035086e-11,1.0153527882118263e-11,6.846643751144813e-07,6.852974673885924e-07,1.4326316379048525e-08,1.1732921362565701e-08,9.643478556007057e-07,2.64849983157104e-10,4.1271800372515667e-07,3.5611129397688814e-09,2.3494304405322296e-10,4.011671001869821e-10,1.490298970202346e-14,1.3031016769613418e-13,2.1768436363825384e-11,1.9716932560686509e-13,4.816307191938464e-16,4.0079537089875657e-07,9.309610477021906e-15,1.0819430582289174e-19,6.07594555238961e-12,9.885546898992413e-13,0.0018426410589555888,2.6878293897001216e-22,8.65862568393534e-16,2.183445167930368e-15,3.248817644238117e-13,1.8813935637040576e-10,9.845317474461904e-20,1.5921474583457262e-24,1.138301500337703e-19,7.882038876946857e-21,8.612540214772622e-13,2.0027512610057188e-21,3.806982164334049e-20,5.17211730690379e-14,2.545892479143867e-19,7.957763503688496e-15,5.082556777715708e-23,8.250992726948818e-16,2.8885593832777432e-11,2.1711796973462762e-16,1.4262695566197318e-18,6.215876365650714e-22
1.9391938018696554e-09,0.1902620748319479,3.76,0.0,0.8455742056369195,0.9981555981347439,2.964666975894154e-11,3.6185941801336943e-09,7.273206775741146e-05,7.197372211368098e-05,1.0177636643370695e-06,1.2384107196153206e-11,1.0591356649087743e-11,7.379210705616355e-07,7.386334750390705e-07,1.604369036465462e-08,1.3029493183227727e-08,1.0016996431608596e-06,2.841001041718577e-10,4.296699650893238e-07,3.966091504798756e-09,2.5439987800698705e-10,4.3272742400708597e-10,1.615178941064111e-14,1.451803238185862e-13,2.2760108464690166e-11,2.2101759841107644e-13,5.397288966897321e-16,4.163192721355941e-07,1.0314079209879348e-14,1.2332800388754427e-19,6.580977753105721e-12,1.0356462492994085e-12,0.0018426409798931107,3.07530225964952e-22,9.728582116569411e-16,2.4810673641398213e-15,3.512023520604225e-13,1.9657005895683522e-10,1.140351884111911e-19,1.8043709005233688e-24,1.279265733198744e-19,9.327449237537591e-21,9.367901975027999e-13,2.247969614542546e-21,4.6102335206310644e-20,5.789005187606373e-14,2.8646564483427736e-19,8.281522066840701e-15,5.839048207107444e-23,8.888235280762438e-16,3.1164654936767636e-11,2.431706708592073e-16,1.658923585047822e-18,7.461099190577992e-22
