Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56),CH2F(45),C2H2F3O2(908),C2HF3O(401),CH3-CF2(64),CHF2-CH2(63),CFO(50),FC1(F)CO1(1321),CH2O(19),CHF2-CHF(66),HCO(14),[O]O[C](F)F(171)
3.832222415240658e-09,0.11840434586679267,3.76,0.0,0.8475204452296125,0.9999618239400988,3.4326161990835195e-16,4.3261163505446364e-14,1.2141714526601252e-09,1.204860040445393e-09,1.6981622726646945e-10,1.320860882165176e-15,8.465532930970727e-17,9.163887215817781e-12,9.153145067247892e-12,6.853858421735783e-14,4.100759754111133e-14,1.7092852732178508e-10,1.1325741776278652e-12,1.3426862687779739e-13,7.128803903764387e-14,3.415403698543685e-14,6.078879124204227e-14,1.7430717130645058e-21,7.49313928624806e-21,4.748716198073973e-16,2.4573012899150897e-19,2.8243217629851456e-25,9.658253319212131e-14,5.637720477955585e-23,2.476054820995173e-27,5.686483747802985e-20,1.7258875825146603e-21,3.817587851172025e-05,5.860803880236303e-32,9.965540340225857e-24,3.826724149086546e-23,2.5441535013896725e-21,2.779284509988831e-18,4.253672101543678e-26,6.800901831899188e-36,8.728246533362244e-32,2.3869404676202606e-33,3.9713403419412123e-25,1.672350775273312e-33,4.994414265599257e-32,6.924786296142104e-22,3.030676568836651e-31,9.154695367215731e-24
4.537744846589847e-09,0.11840434587150411,3.76,0.0,0.8475204449745529,0.999961823904461,5.880962268253257e-16,6.30620570971865e-14,1.4377217512976477e-09,1.4246663927904843e-09,2.0086428199724807e-10,1.864867825446798e-15,1.0058505150382129e-16,1.2821696370458412e-11,1.2803971327121012e-11,1.1359057586520795e-13,6.29152932369998e-14,2.0240203584346727e-10,1.585301052751911e-12,1.7683128557883978e-13,1.0230373741781646e-13,4.791857371342709e-14,8.515172761806822e-14,2.8832121888641346e-21,1.0794060130698033e-20,6.02441959154028e-16,4.0767738478937824e-19,4.677158185130623e-25,1.1436345489896837e-13,9.362593720523686e-23,4.8268836245100774e-27,8.00841173269872e-20,2.05263431268161e-21,3.817587848233712e-05,1.1527142480613381e-31,1.6514238490538562e-23,6.344850567972649e-23,3.59880252504595e-21,3.3279741827417833e-18,8.253633208817257e-26,1.1431723401725351e-35,1.4652159597376275e-31,4.984200234477583e-33,8.020037768822509e-25,2.795594388714133e-33,1.025209399622388e-31,1.1471035555455717e-21,5.163787342906961e-31,1.0884367595628719e-23
5.243267277939037e-09,0.11840434587621428,3.76,0.0,0.8475204447194731,0.9999618238680609,9.351551227582134e-16,8.739373273215943e-14,1.6612830661010586e-09,1.6438515930700522e-09,2.3185512215912058e-10,2.501808200705606e-15,1.1648024208663918e-16,1.7082689824249316e-11,1.7055499793819853e-11,1.74932263057899e-13,9.009651940544119e-14,2.338781286726159e-10,2.1130540891886287e-12,2.283613704000129e-13,1.3971485342889536e-13,6.400742675770911e-14,1.1358179223225437e-13,4.434168106904435e-21,1.4860277229578365e-20,7.328595112999657e-16,6.284831725747383e-19,7.197834416250434e-25,1.321443209773217e-13,1.4454914839217673e-22,8.526871226318352e-27,1.0726819652865156e-19,2.3806570795344127e-21,3.817587851149193e-05,2.0537697300457136e-31,2.5429978152252265e-23,9.775698106209089e-23,4.8469632498508404e-21,3.895966716288172e-18,1.4513894850856741e-25,1.7790177162941073e-35,2.2877631561902924e-31,9.523576385582993e-33,1.4989832908302048e-24,4.34206918468761e-33,1.9057330690418949e-31,1.765754309784926e-21,8.207937915151274e-31,1.2619021541826749e-23
6.654312140637416e-09,0.11840434588563091,3.76,0.0,0.8475204442092381,0.9999618237932034,2.0269138763071206e-15,1.509892612285472e-13,2.108448342103599e-09,2.080365546260353e-09,2.9368168550797066e-10,4.053320097999531e-15,1.4816740470036745e-16,2.7398880292256452e-11,2.734387354976086e-11,3.563127524755588e-13,1.605097392597889e-13,2.968396310648376e-10,3.3922810882690845e-12,3.637490508051125e-13,2.350369561184406e-13,1.0314851869524247e-13,1.825973782066633e-13,9.01713161965641e-21,2.5708140577608687e-20,9.985246528805809e-16,1.282830055646683e-18,1.4642918950103139e-24,1.677058877094712e-13,2.962173465775235e-22,2.178259262324657e-26,1.7352834975176372e-19,3.0405299670413195e-21,3.817587852284188e-05,5.3380757881593435e-31,5.1791476513521054e-23,1.9932276110679887e-22,7.941567804487649e-21,5.102104239614146e-18,3.673015451032426e-25,3.676466786636586e-35,4.808563143478943e-31,2.8991855739346097e-32,4.47163404598134e-24,8.996826996101004e-33,5.423489376297215e-31,3.593530636270239e-21,1.804664503083265e-30,1.610321343145711e-23
7.924252517065957e-09,0.11840434589410193,3.76,0.0,0.8475204437499195,0.9999618237234589,3.594263532960087e-15,2.2706725511945952e-13,2.5109588711008656e-09,2.471121319634997e-09,3.4917131930286653e-10,5.764584726171648e-15,1.7656869542405644e-16,3.870792826414932e-11,3.8615803623757085e-11,5.998361083157639e-13,2.423820747960612e-13,3.535177322052344e-10,4.796820755518207e-12,5.298335706432216e-13,3.459814214554028e-13,1.4630094931559903e-13,2.5850594477508343e-13,1.5169355423918462e-20,3.920081706301012e-20,1.2391821738745252e-15,2.1636104392618122e-18,2.462822089773247e-24,1.997111111734694e-13,5.016522967936034e-22,4.307614721522609e-26,2.4671607477695797e-19,3.6387777150643525e-21,3.817587851340623e-05,1.0707836746723597e-30,8.718614279461117e-23,3.3588883950347535e-22,1.1432907946332762e-20,6.284213203594118e-18,7.206699901684019e-25,6.243197153307605e-35,8.347611971055716e-31,6.625472134794354e-32,1.0190320383319381e-23,1.5373709773821747e-32,1.1759249199353972e-30,6.04546674889045e-21,3.27815932920329e-30,1.9255873166050864e-23
9.194192893494497e-09,0.11840434590256955,3.76,0.0,0.8475204432904769,0.9999618236514501,5.878324525632587e-15,3.2297269265605664e-13,2.9135425700899116e-09,2.859891708037416e-09,4.0453962165268235e-10,7.77242533706722e-15,2.0485956117241198e-16,5.1911989347999184e-11,5.1769188789855764e-11,9.339926888671507e-13,3.4171782261819395e-13,4.102102348842083e-10,6.439396723077087e-12,7.458865260270688e-13,4.826984754823694e-13,1.9694807365491777e-13,3.474141114460422e-13,2.3614987523673873e-20,5.707746596582026e-20,1.4798991233676813e-15,3.3751516662205795e-18,3.8319758842785686e-24,2.3171616003819256e-13,7.86058387348823e-22,7.673484060298852e-26,3.327404089210017e-19,4.24115688390308e-21,3.817587851026466e-05,1.9336783115468942e-30,1.3576189471544208e-22,5.235786534366836e-22,1.5619658835311167e-20,7.57583999369322e-18,1.2740971919557031e-24,9.782827708048322e-35,1.3437729909662148e-30,1.351327410936921e-31,2.089268980695712e-23,2.4291804401588618e-32,2.2960124233067173e-30,9.407733659733068e-21,5.539098313489682e-30,2.2424449741490626e-23
9.999999999999999e-09,0.11840434591103405,3.76,0.0,0.8475204429988754,0.99996182360459,7.777876803601589e-15,3.949632406988721e-13,3.1690357620341544e-09,3.105550714255384e-09,4.3961998278541604e-10,9.199477172439034e-15,2.227537658097884e-16,6.126300187293697e-11,6.108010673184369e-11,1.199343642227044e-12,4.1372514469547034e-13,4.4619144118998626e-10,7.604318983056205e-12,9.123887304853868e-13,5.836537466629427e-13,2.329663523960745e-13,4.105395578586675e-13,3.0326197542581145e-20,7.112869735308632e-20,1.6325563267851894e-15,4.339130858424925e-18,4.918769324573268e-24,2.520240284360636e-13,1.0135866666688526e-21,1.0623942554322919e-25,3.9397998734144374e-19,4.625522604887636e-21,3.817587850952554e-05,2.6999436723557936e-30,1.7434419113146848e-22,6.7283009032379965e-22,1.864834011346744e-20,8.459971387080355e-18,1.7556992473621507e-24,1.2602242968048663e-34,1.7648007318344943e-30,2.0304889477008715e-31,3.1579942394682786e-23,3.1481963682405404e-32,3.3717793630301986e-30,1.2076527119929654e-20,7.50939426474693e-30,2.4443207764706193e-23
1.0464133269923038e-08,0.11840434591103405,3.76,0.0,0.8475204428308881,0.9999618235771888,9.051683550723893e-15,4.405815924654458e-13,3.3162134938537465e-09,3.2466868008591266e-09,4.5981027984418657e-10,1.0075159161908588e-14,2.330405436165639e-16,6.698915736501616e-11,6.678012744203299e-11,1.372662449899082e-12,4.583422207070447e-13,4.669193539848218e-10,8.318318501777015e-12,1.0195919574455294e-12,6.470329670626389e-13,2.550787960040415e-13,4.4925576397506314e-13,3.4711870562300185e-20,8.029257718132546e-20,1.7204247448537901e-15,4.969506064936171e-18,5.628490873046828e-24,2.637210363815179e-13,1.1628606158250393e-21,1.2656884032733886e-25,4.315978520842756e-19,4.8476663738789505e-21,3.81758785090042e-05,3.2316846276201975e-30,1.9954882308777392e-22,7.703994962157788e-22,2.052700442889675e-20,8.994048598051323e-18,2.0862015183312585e-24,1.44466937018963e-34,2.0465693606775916e-30,2.52790506708159e-31,3.945963562249002e-23,3.6220189963099687e-32,4.150206232525266e-30,1.3819295730377896e-20,8.867084937808656e-30,2.5608871712216266e-23
1.1734073646351578e-08,0.11840434591949568,3.76,0.0,0.8475204423711313,0.9999618235006869,1.3302734263355001e-14,5.817390820377869e-13,3.71898554905069e-09,3.63151663531815e-09,5.150066456705536e-10,1.2671112236514872e-14,2.6111218163803365e-16,8.39177177823959e-11,8.362494952007462e-11,1.929545624463924e-12,5.920489084271635e-13,5.236472782957415e-10,1.0432010241728853e-11,1.3585433812775115e-12,8.408015948573919e-13,3.206849499301733e-13,5.639651301167924e-13,4.881697564204407e-20,1.0993596810466534e-19,1.960782456502426e-15,6.998456581312826e-18,7.908599561652532e-24,2.9572574226338606e-13,1.6457522250057824e-21,1.9680231916871535e-25,5.432849057479614e-19,5.458305086581495e-21,3.817587850513842e-05,5.089571889824771e-30,2.805582403136523e-22,1.0843266814636059e-21,2.6179890322285652e-20,1.0555592081406805e-17,3.2208345816218983e-24,2.0384623898518506e-34,2.9878838128449798e-30,4.420124400755579e-31,6.983234591186339e-23,5.164538682346336e-32,7.072876212014884e-30,1.941751514620024e-20,1.3607589973362417e-29,2.8809074904294667e-23
1.3004014022780119e-08,0.11840434592795471,3.76,0.0,0.847520441911185,0.9999618234219491,1.8835330051219836e-14,7.482599077941484e-13,4.121872468290276e-09,4.0143911970062086e-09,5.701517131086298e-10,1.5558619308897645e-14,2.890750113573835e-16,1.0267614545360608e-10,1.0228021325825665e-10,2.618165430687947e-12,7.426285584200349e-13,5.803961708808239e-10,1.2779008015035304e-11,1.770245067414074e-12,1.0657933397705526e-12,3.9376149981837245e-13,6.914767760376978e-13,6.628703416162984e-20,1.4722981458402191e-19,2.2010069552772822e-15,9.513519604776875e-18,1.0728121292662083e-23,3.277302797279034e-13,2.248709645935203e-21,2.92036805623747e-25,6.677980729840176e-19,6.073071924890708e-21,3.8175878501445403e-05,7.647356076221189e-30,3.807845373814871e-22,1.473311406996936e-21,3.2603051624061995e-20,1.2276919831786632e-17,4.7463709545965414e-24,2.774496694961234e-34,4.219339987385367e-30,7.320604266136238e-31,1.1722019834297636e-22,7.107124638280647e-32,1.1506351826059873e-29,2.6338299573304156e-20,2.0178941352381482e-29,3.202500229744848e-23
1.55438947756372e-08,0.11840434594486605,3.76,0.0,0.8475204409906391,0.9999618232577925,3.4630677286500205e-14,1.1645116168846457e-12,4.928045007976709e-09,4.774314206266188e-09,6.803782714426726e-10,2.2201674631008735e-14,3.4467637763803116e-16,1.4559737234897967e-10,1.4492934633962517e-10,4.443896693663646e-12,1.093579674986776e-12,6.939653950890688e-10,1.8167571279862996e-11,2.8415067916280237e-12,1.616475154649985e-12,5.623199739952788e-13,9.846467330879153e-13,1.1275208309292905e-19,2.5025910168786998e-19,2.681148684788645e-15,1.620681901777942e-17,1.8207338212524956e-23,3.9173885752120863e-13,3.872157849872954e-21,5.774650125357007e-25,9.552887679855388e-19,7.314985596041475e-21,3.8175878496155066e-05,1.5491973902168846e-29,6.4679845889394665e-22,2.5081974841127902e-21,4.7858341425713716e-20,1.6263351436693303e-17,9.26085338362912e-24,4.731890601631362e-34,7.797422804337256e-30,1.7681529269973148e-30,2.9138230878911054e-22,1.2402112806205126e-31,2.7361411888725914e-29,4.4685366112404826e-20,4.0873135612760674e-29,3.850383417942106e-23
1.8083775528494282e-08,0.11840434596177014,3.76,0.0,0.8475204400690828,0.9999618230847775,5.836202399821924e-14,1.7032720759567845e-12,5.734837558395761e-09,5.526534712852959e-09,7.906669900117728e-10,2.999117195289521e-14,3.9984887792824077e-16,1.9558428997794097e-10,1.9454438902734486e-10,6.954639316958059e-12,1.5095336670471892e-12,8.076438357975778e-10,2.447441008680523e-11,4.2916928753133475e-12,2.312857751055508e-12,7.607736436609748e-13,1.328248722857433e-12,1.7697746126615604e-19,4.0168060152728143e-19,3.1612266941501697e-15,2.5456369570283884e-17,2.8507479447378315e-23,4.55746785871762e-13,6.151125908374327e-21,1.0260493143898949e-24,1.2940419934436841e-18,8.573398636675055e-21,3.817587849132552e-05,2.8176049018365476e-29,1.0132733580506017e-21,3.9384505424861366e-21,6.648752828750831e-20,2.1079187075294083e-17,1.6246709345699217e-23,7.432800968139871e-34,1.335999456786694e-29,3.753979270711788e-30,6.366948951264589e-22,1.9944107937747197e-31,5.835721057605351e-29,6.992394986915576e-20,7.594823197432193e-29,4.504504890813093e-23
2.0623656281351363e-08,0.11840434597866902,3.76,0.0,0.8475204391463527,0.999961822902963,9.219413040075804e-14,2.3779941842545355e-12,6.542353738274877e-09,6.271130763520585e-09,9.011891975067126e-10,3.891409942113417e-14,4.54596702919677e-16,2.5247139310485034e-10,2.5094586003540215e-10,1.0252351841090695e-11,1.9888308395954975e-12,9.21447890327223e-10,3.1691647812675803e-11,6.177690184904249e-12,3.168278693805712e-12,9.891907738589292e-13,1.721771322589496e-12,2.6186397207689505e-19,6.158842826805361e-19,3.641915307260163e-15,3.766481261066513e-17,4.2067630611322507e-23,5.197540807355521e-13,9.209138136954992e-21,1.685660016502806e-24,1.684029833156221e-18,9.848302319175427e-21,3.817587848318865e-05,4.7349794829005123e-29,1.4957062516109993e-21,5.8274710993054825e-21,8.868321088455416e-20,2.6845563150106643e-17,2.636781425080178e-23,1.0991457493057272e-33,2.1652278475002146e-29,7.242858548107259e-30,1.2631084213279686e-21,3.019925895374799e-31,1.1478787936511916e-28,1.031008833721131e-19,1.319478518424245e-28,5.164844228103319e-23
2.3163537034208444e-08,0.11840434599556449,3.76,0.0,0.8475204382222888,0.9999618227123974,1.3851205109447986e-13,3.2016816446206036e-12,7.350694500680093e-09,7.008179612708434e-09,1.0121109027856205e-09,4.8957578883433275e-14,5.089240009388572e-16,3.160960350318915e-10,3.139577045216172e-10,1.4436353355893537e-11,2.5298376996104613e-12,1.0353935701423487e-09,3.981297145813353e-11,8.555046942790229e-12,4.195663088714685e-12,1.2476847576943346e-12,2.1647083030735202e-12,3.7036430122328263e-19,9.092126551434144e-19,4.123973089030335e-15,5.3230698697575535e-17,5.932759640046929e-23,5.837607579901154e-13,1.3175721490499e-20,2.6077694660765562e-24,2.1252243980940277e-18,1.1139687939019638e-20,3.8175878476070465e-05,7.48859305434296e-29,2.1094768244695833e-21,8.238928485060082e-21,1.146369379741226e-19,3.367931048159913e-17,4.0318536295965167e-23,1.5520674918722676e-33,3.361552008145823e-29,1.2979534789554525e-29,2.3250362428985602e-21,4.366207920771504e-31,2.1210672286989745e-28,1.4525184800758606e-19,2.170922872316337e-28,5.831391773403493e-23
2.5703417787065525e-08,0.1184043460124584,3.76,0.0,0.8475204372967352,0.9999618225131378,1.999037206614698e-13,4.186918034389588e-12,8.159958289294705e-09,7.737757762691833e-09,1.123593146175605e-09,6.010885911107377e-14,5.62834880094816e-16,3.8629826502847174e-10,3.83407091890678e-10,1.9603485816435198e-11,3.1309529938008377e-12,1.1494965237282968e-09,4.883349642063572e-11,1.1478052093404645e-11,5.4075492814347675e-12,1.536410877611997e-12,2.6565583654280514e-12,5.05501241950261e-19,1.2998527836511667e-18,4.608086494404612e-15,7.254869493977344e-17,8.073018547540356e-23,6.477668334974774e-13,1.8186757704008298e-20,3.8467674672949505e-24,2.617597826152354e-18,1.2447546814890587e-20,3.817587846481623e-05,1.1286533907044847e-28,2.869903760342294e-21,1.123697364298229e-20,1.445400419438163e-19,4.169330006204095e-17,5.881511903586411e-23,2.1132165914794e-33,5.041404185091079e-29,2.1928102032994536e-29,4.0303179995264345e-21,6.085515823511014e-31,3.7267379870278013e-28,1.974059011264744e-19,3.413568850217086e-28,6.504147606545252e-23
2.8243298539922606e-08,0.11840434602935253,3.76,0.0,0.8475204363695388,0.9999618223052205,2.7915677065678273e-13,5.345869464529532e-12,8.97024105519252e-09,8.45994096158106e-09,1.2357920451090133e-09,7.235531613517412e-14,6.16333408170377e-16,4.629208246875301e-10,4.59124407257388e-10,2.5848124567289863e-11,3.790601459604391e-12,1.26377203763078e-09,5.874973766498988e-11,1.4999738909865965e-11,6.816090717269261e-12,1.855565727203659e-12,3.196825154199309e-12,6.703809645473876e-19,1.8078537277539465e-18,5.094907206339728e-15,9.600957469598481e-17,1.0672240959480326e-22,7.117723231382266e-13,2.4384942651569468e-20,5.4599016078598615e-24,3.1611222829956254e-18,1.377187028923217e-20,3.817587846289084e-05,1.6357680565372362e-28,3.792273119133845e-21,1.4886370571628955e-20,1.7858408862160675e-19,5.0996506086542884e-17,8.259647051913218e-23,2.7936809577021064e-33,7.346166776417837e-29,3.529880452481877e-29,6.648945540529877e-21,8.233041123925708e-31,6.277337538269956e-28,2.605877115255816e-19,5.165399002652441e-28,7.183122330235478e-23
3.078317929277969e-08,0.1184043460462485,3.76,0.0,0.84752043544055,0.9999618220887208,3.7926290046185027e-13,6.6902726692816995e-12,9.78163618310966e-09,9.174804177036086e-09,1.3488586599153853e-09,8.568445768112642e-14,6.694236112198432e-16,5.458092341161938e-10,5.409433515608842e-10,3.3262104337012494e-11,4.5072335475803675e-12,1.3782350252501963e-09,6.955963625216266e-11,1.9171846119589908e-11,8.433044553358305e-12,2.2053881315807996e-12,3.785017429645535e-12,8.682045787229843e-19,2.4552147810692105e-18,5.585121219127256e-15,1.2400008189154656e-16,1.3775631694962108e-22,7.757772428318819e-13,3.192033474152546e-20,7.507408267225437e-24,3.755769963628522e-18,1.5112649730674832e-20,3.8175878443297696e-05,2.2952471022831373e-28,4.89185357496737e-21,1.9252594558409066e-20,2.169611447847789e-19,6.169391655221954e-17,1.1242643666804461e-22,3.604507147730569e-33,1.0444961346897223e-28,5.457609756901423e-29,1.0522071882937684e-20,1.0867123604315127e-30,1.019665843460343e-27,3.358186812996746e-19,7.563389304524911e-28,7.868335772323108e-23
3.332306004563677e-08,0.11840434606314792,3.76,0.0,0.8475204345096239,0.9999618218636339,5.034149509995497e-13,8.23143622373181e-12,1.0594234485514563e-08,9.882421590125774e-09,1.4629390114710035e-09,1.0008392420311722e-13,7.221094732340283e-16,6.348118007360057e-10,6.287009468347109e-10,4.19347200675594e-11,5.2793321807469576e-12,1.4929000263425961e-09,8.12625307477003e-11,2.4044816172532072e-11,1.0269772051973554e-11,2.586158723179488e-12,4.420649107966234e-12,1.1022827754421551e-18,3.265921969740691e-18,6.0794123914196154e-15,1.569028993527992e-16,1.7429043005873565e-22,8.397816085709024e-13,4.0950880203129363e-20,1.0052294163883239e-23,4.401513093554265e-18,1.6469876532011052e-20,3.817587845812689e-05,3.134305055773644e-28,6.183925092035277e-21,2.44019709317043e-20,2.598642264726834e-19,7.388658404906362e-17,1.4909011635044948e-22,4.556705640446751e-33,1.453769440701981e-28,8.154958704386911e-29,1.6072044932824016e-20,1.404941819590185e-30,1.6046425327656055e-27,4.2411914347292027e-19,1.0764225135042168e-27,8.559820612688983e-23
3.621135776066205e-08,0.1184043460823717,3.76,0.0,0.8475204334484593,0.9999618215973743,6.781142789472342e-13,1.0236960742301312e-11,1.1519878091039602e-08,1.0678397231562031e-08,1.5940800314285732e-09,1.1774378148387179e-13,7.815363656263306e-16,7.432640687984865e-10,7.35510494132092e-10,5.3436851831361354e-11,6.222863514088364e-12,1.6235580953613597e-09,9.565675518559591e-11,3.050042805011768e-11,1.263947508087338e-11,3.0571771208069056e-12,5.200511777890699e-12,1.4169101516535649e-18,4.419333765057762e-18,6.647247331922209e-15,2.0076981854648605e-16,2.2311466872250037e-22,9.125653427979227e-13,5.324895548348075e-20,1.3633514652805714e-23,5.1978930242565124e-18,1.8033261183316846e-20,3.8175878435335254e-05,4.343957110714861e-28,7.906665822465142e-21,3.129512687342556e-20,3.144003595255753e-19,8.969255038386423e-17,2.001013051273822e-22,5.825322007099039e-33,2.0699684017511506e-28,1.2430742907309387e-28,2.508379053876168e-20,1.841727734348592e-30,2.5995399913350458e-27,5.417160024959041e-19,1.5605418960796702e-27,9.353832145732319e-23
3.909965547568732e-08,0.11840434610160404,3.76,0.0,0.8475204323844011,0.999961821320171,8.93520857061404e-13,1.2526460515588427e-11,1.2447318168951284e-08,1.1465204552824265e-08,1.7269153524008392e-09,1.3675414557498436e-13,8.404512114126698e-16,8.592151571510583e-10,8.495628420815944e-10,6.680311882681811e-11,7.234065458466887e-12,1.754516067583472e-09,1.1120934360655906e-10,3.7996515869223556e-11,1.5323182143656344e-11,3.5691578284051795e-12,6.040399770854264e-12,1.7881628993499052e-18,5.8586291481769795e-18,7.222026533204147e-15,2.520300822444053e-16,2.803592975765575e-22,9.853484055095174e-13,6.795429410236152e-20,1.804139747612439e-23,6.0602716795090315e-18,1.9617891480366988e-20,3.817587842007293e-05,5.869954752179784e-28,9.920899077850608e-21,3.938919945136194e-20,3.7533134556035407e-19,1.0769598362215222e-16,2.621782666171761e-22,7.307245110768293e-33,2.885378882593761e-28,1.8350036973672529e-28,3.785609161911955e-20,2.3679512947670217e-30,4.0806185285300546e-27,6.790522831694912e-19,2.2005705771885576e-27,1.0156079717592697e-22
4.19879531907126e-08,0.11840434612084698,3.76,0.0,0.8475204313172506,0.9999618210320876,1.155161914704581e-12,1.5114729863626894e-11,1.337667715691947e-08,1.2242949161129988e-08,1.8616382328787279e-09,1.5709742829850084e-13,8.988596831889695e-16,9.824541581585735e-10,9.706327502260284e-10,8.21538633197362e-11,8.310843232838668e-12,1.885793702552091e-09,1.279249998762426e-10,4.66016309635284e-11,1.833589395580339e-11,4.122688525770365e-12,6.93962108511376e-12,2.2215865946645457e-18,7.628149252658275e-18,7.804606846036079e-15,3.112284795664986e-16,3.467451037875937e-22,1.0581308210051762e-12,8.534062636696915e-20,2.337875892325175e-23,6.988608362269329e-18,2.1223754895366812e-20,3.817587841101478e-05,7.761889970410737e-28,1.224953042482754e-20,4.878728265025391e-20,4.429512715766508e-19,1.2802914732009777e-16,3.365448629456489e-22,9.018786232518759e-33,3.9468493270458746e-28,2.6349989820236387e-28,5.549721442811326e-20,2.9943534112790663e-30,6.2286043952921734e-27,8.376538476982599e-19,3.0290167101053527e-27,1.0966653086112954e-22
4.4876250905737874e-08,0.11840434614010242,3.76,0.0,0.847520430246815,0.9999618207331938,1.468839007707853e-12,1.8015938347142374e-11,1.4308073687993088e-08,1.3011735447101723e-08,1.9984346560326927e-09,1.787562467495444e-13,9.56767388498376e-16,1.1127743678290332e-09,1.098499944920262e-09,9.960566918699889e-11,9.45114827482249e-12,2.017410201893006e-09,1.458102720529341e-10,5.6382389095218795e-11,2.169202766704575e-11,4.718415184906388e-12,7.897491693292857e-12,2.7230199072945786e-18,9.775559743630577e-18,8.395820542262146e-15,3.789035188589103e-16,4.2301343188444403e-22,1.13091261397247e-12,1.0569822251033552e-19,2.97520212652427e-23,7.982862430912377e-18,2.2850838946864698e-20,3.8175878399560344e-05,1.007274355867083e-27,1.4915711658041217e-20,5.959487162800182e-20,5.175593110075343e-19,1.5081887716404777e-16,4.244527337664542e-22,1.0976373596941066e-32,5.308546246038039e-28,3.6940948007520604e-28,7.932813163319565e-20,3.732345426922114e-30,9.273859955011019e-27,1.0190627829194043e-18,4.081752705651833e-27,1.178565728191586e-22
4.776454862076315e-08,0.11840434615937219,3.76,0.0,0.8475204291729059,0.9999618204235469,1.840616832592786e-12,2.12436455353339e-11,1.5241622666500048e-08,1.377166659644984e-08,2.1374835175318923e-09,2.0171342132160924e-13,1.0141798704542832e-15,1.249973220103531e-09,1.2329490318523078e-09,1.1927143779104703e-10,1.0652978215384513e-11,2.1493842193894994e-09,1.6487346278613453e-10,6.74035054076539e-11,2.540542923593252e-11,5.357040051773487e-12,8.913335465774282e-12,3.2986217181857598e-18,1.2351914564598713e-17,8.996464536557241e-15,4.555874881305693e-16,5.099281187031673e-22,1.2036938095376876e-12,1.2933484468744868e-19,3.727123648581847e-23,9.042993300851941e-18,2.4499131201443725e-20,3.8175878387440386e-05,1.2858888531997662e-27,1.794288219017085e-20,7.192006204584371e-20,5.994603842355084e-19,1.761867738462328e-16,5.271821683215319e-22,1.319658701674527e-32,7.032537712480082e-28,5.071240568168911e-28,1.1090324418451156e-19,4.5940548403690875e-30,1.3505385759049004e-26,1.2248406611945513e-18,5.3979804049795934e-27,1.261321254014998e-22
5.0652846335788425e-08,0.11840434617865803,3.76,0.0,0.847520428095341,0.9999618201032028,2.27681180850336e-12,2.4810816970439627e-11,1.6177435353506805e-08,1.452284460497964e-08,2.2789568270797905e-09,2.2595197317110464e-13,1.0711026085432539e-15,1.393852211046669e-09,1.3737693972914692e-09,1.4126047182538155e-10,1.1914375264886748e-11,2.2817338723215707e-09,1.851245396721429e-10,7.972783376461602e-11,2.9489387020020874e-11,6.039319551380127e-12,9.986484072306987e-12,3.954896472932476e-18,1.5411713857174787e-17,9.607301310623823e-15,5.418065326562552e-16,6.08277173360894e-22,1.2764744333095118e-12,1.5657663323810243e-19,4.605014581847725e-23,1.0168960445959474e-17,2.6168619274520293e-20,3.817587837531728e-05,1.6180090129070536e-27,2.1354804374008026e-20,8.587372153352914e-20,6.889657259987221e-19,2.0424939876761433e-16,6.460433443768814e-22,1.5696189072232645e-32,9.189339827356586e-28,6.833858365247154e-28,1.5202974210389468e-19,5.592372076363597e-30,1.928023705615639e-26,1.4565713440256802e-18,7.020169212947886e-27,1.3449453640723535e-22
5.642944176583897e-08,0.11840434621728414,3.76,0.0,0.847520425928537,0.9999618194306431,3.368912654860329e-12,3.301253566928537e-11,1.805627916695395e-08,1.5999343319320016e-08,2.5698315407943505e-09,2.782062826058459e-13,1.1835004575305598e-15,1.7008764699357053e-09,1.6737048475272958e-09,1.92628032299396e-10,1.4608255139293725e-11,2.5476299359616533e-09,2.2923804314057422e-10,1.0852846070863638e-10,3.881941432325993e-11,7.538127155235986e-12,1.2302060899260516e-11,5.537360901162695e-18,2.3217269809639512e-17,1.0862461664987224e-14,7.449241599064406e-16,8.425602847778333e-22,1.4220340705452264e-12,2.2327753654363005e-19,6.786110393557849e-23,1.2618241758029327e-17,2.957113358564423e-20,3.8175878350480036e-05,2.4683745313498767e-27,2.942974564393703e-20,1.1912468092512228e-19,8.920686366244193e-19,2.6890096712212415e-16,9.375611633368998e-22,2.160170196539647e-32,1.512897938743567e-27,1.1830930759887621e-27,2.7154321458617995e-19,8.05452153348195e-30,3.7291011030796183e-26,2.0043522053983303e-18,1.1368162666714925e-26,1.5148603757110343e-22
