Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48)
1.4036643250004707e-09,0.07948302084915393,3.76,0.0,0.9272938910929587,0.9999976610052046,1.2174454501747361e-10,8.61710030573072e-09,7.59376995575456e-05,7.469983850265522e-05,1.1377127432014931e-06,7.391511969701757e-11,2.485712157074616e-11,1.1874663551454905e-06,1.209809836099724e-06,2.1179420289510924e-08,1.4406394029614548e-08,1.098087702598382e-06,1.180616054691449e-09,3.4640971435286056e-08,8.244550704193693e-09,2.9350031234367167e-10
1.432911888835781e-09,0.0794830429760543,3.76,0.0,0.9272922834409764,0.9999975859716118,1.3201832690340146e-10,9.154101106777798e-09,7.752028082695955e-05,7.623033665767357e-05,1.163262196810173e-06,7.70905566150291e-11,2.5401567725618218e-11,1.2362634911176878e-06,1.2600103276782998e-06,2.2521212853130875e-08,1.5211076222951275e-08,1.1209908437851634e-06,1.2263628196461512e-09,3.6824868614354384e-08,8.762055142685352e-09,3.061231805373862e-10
1.4621594526710914e-09,0.0794830651036371,3.76,0.0,0.9272906756734104,0.9999975098691495,1.429255405362777e-10,9.712670198198983e-09,7.910288778861912e-05,7.775978583384328e-05,1.1889301592646804e-06,8.032989399193229e-11,2.5945787299587863e-11,1.285993932888215e-06,1.3112006863022554e-06,2.3918094749296413e-08,1.604119670628821e-08,1.1438954141033925e-06,1.2728608373245632e-09,3.9097545768399425e-08,9.300413176034922e-09,3.190283485647487e-10
1.4914070165064017e-09,0.07948308723191698,3.76,0.0,0.9272890677876112,0.9999974326981041,1.544913583324922e-10,1.0293209570681007e-08,8.068552136700783e-05,7.928818674736133e-05,1.214719283526196e-06,8.36328957258345e-11,2.6489949385842562e-11,1.3366548505236129e-06,1.3633791201192252e-06,2.5371140848838717e-08,1.6896905015532773e-08,1.1668014424072409e-06,1.320106254939405e-09,4.146068202288856e-08,9.860008123095522e-09,3.322171740416515e-10
1.520654580341712e-09,0.07948310936090859,3.76,0.0,0.9272874597809276,0.9999973544587625,1.667414236467099e-10,1.0896119931662883e-08,8.226818249275132e-05,8.081554011394313e-05,1.2406322241924696e-06,8.699939803841346e-11,2.7033970470044647e-11,1.3882434211912683e-06,1.4165438398682111e-06,2.6881424087474297e-08,1.777834260349674e-08,1.1897089574602847e-06,1.3680954195518835e-09,4.391595137001267e-08,1.0441221677262243e-08,3.456910434028218e-10
1.5499021441770224e-09,0.07948313149062651,3.76,0.0,0.9272858516507072,0.9999972751514119,1.7970183688686338e-10,1.152180072321717e-08,8.385087210105144e-05,8.23418466488059e-05,1.2666716359855419e-06,9.042925634241014e-11,2.7577701141639375e-11,1.4407568289538153e-06,1.470693058756873e-06,2.84500154714942e-08,1.868564441178827e-08,1.2126179879367754e-06,1.4168248683153702e-09,4.646502273903239e-08,1.1044433935826558e-08,3.5945137156391625e-10
1.5791497080123328e-09,0.07948315362108528,3.76,0.0,0.9272842433942989,0.99999719477634,1.9339915126117492e-10,1.2170650127623825e-08,8.543359113100166e-05,8.386710706666414e-05,1.2928401730857063e-06,9.3922282349186e-11,2.8121147114973386e-11,1.49419226458682e-06,1.525824992306325e-06,3.007798407949572e-08,1.961893955726981e-08,1.2355285624220493e-06,1.4662913240143993e-09,4.910956001905815e-08,1.1670023409548376e-08,3.7349960190830927e-10
1.6083972718476431e-09,0.07948317575229952,3.76,0.0,0.9272826350090505,0.9999971133338355,2.0786038635039006e-10,1.2843065051321702e-08,8.701634052678756e-05,8.53913220817489e-05,1.3191404902906245e-06,9.747825895320065e-11,2.8664416931584972e-11,1.5485469256724859e-06,1.5819378583714713e-06,3.176639705988081e-08,2.0578350128455137e-08,1.2584407094114254e-06,1.5164917008427816e-09,5.1851221998517444e-08,1.2318366996652079e-08,3.878372067873703e-10
1.6376448356829535e-09,0.0794831978842837,3.76,0.0,0.9272810264923084,0.999997030824188,2.2311302997508312e-10,1.3539441124074129e-08,8.859912123787501e-05,8.691449240781335e-05,1.345575243205033e-06,1.01096987475039e-10,2.92075559306576e-11,1.6038180167148167e-06,1.6390298772512115e-06,3.3516319633852694e-08,2.15639910006465e-08,1.2813544573101688e-06,1.5674231038652584e-09,5.469166236347931e-08,1.2989839981093882e-08,4.024656876062955e-10
1.6668923995182638e-09,0.0794832200170523,3.76,0.0,0.9272794178414199,0.9999969472476868,2.391850183782383e-10,1.426017272535907e-08,9.01819342171419e-05,8.8436618758111e-05,1.3721470864515008e-06,1.047783093949256e-10,2.975046984719425e-11,1.6600027490863437e-06,1.6970992717546242e-06,3.53288151060572e-08,2.2575971715056824e-08,1.3042698344353603e-06,1.6190828164415994e-09,5.763252980110604e-08,1.3684816074928952e-08,4.173865742042046e-10
1.6961399633535742e-09,0.07948324215061976,3.76,0.0,0.9272778090537341,0.999996862604622,2.5610473066969494e-10,1.5005652992018575e-08,9.176478042022889e-05,8.995770184539015e-05,1.398858673046207e-06,1.0852207018213957e-10,3.029305192112403e-11,1.717098340903676e-06,1.756144267112121e-06,3.7204944868007584e-08,2.3614397131495383e-08,1.3271868690164512e-06,1.6714682953129772e-09,6.067546803057029e-08,1.4403667430918303e-08,4.326014247449404e-10
1.7253875271888845e-09,0.07948326428500055,3.76,0.0,0.9272762001266,0.9999967768952849,2.7390100972787263e-10,1.5776273791912046e-08,9.334766080727047e-05,9.147774238192043e-05,1.425712656057914e-06,1.123280591404678e-10,3.083539432214631e-11,1.7751020169753606e-06,1.8161630908052158e-06,3.9145768390130787e-08,2.4679365688908978e-08,1.3501055891934395e-06,1.7245771801719923e-09,6.38221157025347e-08,1.5146764600623384e-08,4.481118265134858e-10
1.7546350910241949e-09,0.07948328642020905,3.76,0.0,0.9272745910573652,0.9999966901199674,2.926031615406524e-10,1.6572425726098253e-08,9.493057634281421e-05,9.299674107949497e-05,1.4527116885373045e-06,1.1619605773293085e-10,3.137761831642866e-11,1.8340110089086195e-06,1.877153972682422e-06,4.11523432252342e-08,2.5770969489688722e-08,1.3730260230170445e-06,1.7784072917437925e-09,6.707410640908703e-08,1.5914476537669846e-08,4.6391939592946556e-10
1.7838826548595052e-09,0.07948330855625962,3.76,0.0,0.9272729818433798,0.999996602278961,3.122409407887093e-10,1.7394498148722667e-08,9.651352799452397e-05,9.451469864941599e-05,1.479858422280866e-06,1.2012589232507654e-10,3.191968889047538e-11,1.8938225551580843e-06,1.9391151450971204e-06,4.3225725017977746e-08,2.6889295606257987e-08,1.3959481984501207e-06,1.8329566223785606e-09,7.043306876214135e-08,1.6707170629380506e-08,4.800257780825525e-10
1.8131302186948156e-09,0.07948333069316663,3.76,0.0,0.9272713724819952,0.999996513372559,3.3284453636006303e-10,1.824287918651612e-08,9.809651673183968e-05,9.603161580247896e-05,1.507155506550012e-06,1.2411742311156076e-10,3.2461453650038083e-11,1.9545339009171307e-06,2.002044842887249e-06,4.5366967513166326e-08,2.803442742961922e-08,1.4188721433690435e-06,1.8882233264910275e-09,7.39006264702598e-08,1.7525212728112964e-08,4.964326462793656e-10
1.842377782530126e-09,0.07948335283094439,3.76,0.0,0.927269762970565,0.9999964234010545,3.544445834412109e-10,1.9117955723474403e-08,9.967954352695156e-05,9.754749324898825e-05,1.5346055890042501e-06,1.281704581225523e-10,3.300294504369616e-11,2.016142297958669e-06,2.0659413031484243e-06,4.7577122550889115e-08,2.920644369005323e-08,1.4417978855626598e-06,1.944205725359006e-09,7.747839828072835e-08,1.8368967127224822e-08,5.131417025274406e-10
1.871625346365436e-09,0.0794833749696072,3.76,0.0,0.9272681533064427,0.9999963323647415,3.7707217565234735e-10,2.0020113386081253e-08,0.00010126260935581873,9.906233169877345e-05,1.5622113166808625e-06,1.3228475919818748e-10,3.3544359377478215e-11,2.0786450047030713e-06,2.1308027652354076e-06,4.985724006315095e-08,3.040541743497551e-08,1.4647254527312704e-06,2.0009023121183084e-09,8.11679979238233e-08,1.9238796537496677e-08,5.301546780051502e-10
1.900872910200746e-09,0.0794833971091693,3.76,0.0,0.927266543486983,0.9999962402639149,4.007588570101669e-10,2.0949736555471413e-08,0.00010284571519746871,0.00010057613186118386,1.5899753353334703e-06,1.364601613935543e-10,3.408563717204866e-11,2.1420392864631114e-06,2.1966274710602834e-06,5.2208368081777793e-08,3.163141673753238e-08,1.4876548724875066e-06,2.058311746037082e-09,8.497103416141284e-08,2.013506210605358e-08,5.474733328061591e-10
1.9301204740360563e-09,0.07948341924964493,3.76,0.0,0.9272649335095431,0.9999961470988695,4.2553660941640015e-10,2.1907208384615085e-08,0.00010442886203286275,0.00010208889444507572,1.6179002883501446e-06,1.4069656364575256e-10,3.462649594668593e-11,2.2063224153480904e-06,2.2634136650740228e-06,5.46315527464308e-08,3.2884505839416735e-08,1.510586172357554e-06,2.116432844165462e-09,8.888911085487269e-08,2.1058123443838672e-08,5.650994555439464e-10
1.9593680378713665e-09,0.07948344139104827,3.76,0.0,0.9272633233714822,0.999996052869901,4.514378475656446e-10,2.2892910804874638e-08,0.00010601205084437554,0.0001036006201588058,1.6459888162544113e-06,1.4499378734900573e-10,3.516692723026008e-11,2.2714916698807287e-06,2.3311595939149913e-06,5.7127838306687345e-08,3.416474567318332e-08,1.5335193797816315e-06,2.175264576796478e-09,9.292382699173954e-08,2.2008338636788636e-08,5.830348632315003e-10
1.9886156017066766e-09,0.07948346353339356,3.76,0.0,0.9272617130701621,0.9999959575773062,4.784954284095949e-10,2.390722451392392e-08,0.00010759528261659087,0.00010511130971024377,1.6742435574687168e-06,1.4935153007053527e-10,3.570735922920531e-11,2.3375443349253676e-06,2.3998635062843206e-06,5.969826711802111e-08,3.547219306253868e-08,1.5564545221131672e-06,2.234806070963941e-09,9.707677664028644e-08,2.298606422706315e-08,6.012814016562559e-10
2.0178631655419868e-09,0.07948348567669485,3.76,0.0,0.9272601026029453,0.9999958612213816,5.067426616831246e-10,2.4950528964219504e-08,0.00010917855833727091,0.00010662096380678954,1.7026671492553298e-06,1.5376959287090706e-10,3.6247857951324384e-11,2.404477702295737e-06,2.4695236534994267e-06,6.23438796421054e-08,3.6806899753067676e-08,1.5793916266180136e-06,2.2950566150145663e-09,1.0134954890650952e-07,2.3991655193850686e-08,6.198409457584386e-10
2.047110729377297e-09,0.07948350782096635,3.76,0.0,0.9272584919671968,0.9999957638024254,5.362132958308758e-10,2.6023202382892935e-08,0.00011076187899610166,0.00010812958315535988,1.7312622265228152e-06,1.5824789567758694e-10,3.678807315976277e-11,2.4722890707086917e-06,2.540138289536036e-06,6.506571445724268e-08,3.816891367756739e-08,1.6023307204758597e-06,2.356015649600976e-09,1.0574372801262892e-07,2.5025464984715377e-08,6.387153991731463e-10
2.076358293212607e-09,0.07948352996622214,3.76,0.0,0.9272568811602842,0.9999956653207349,5.669415046163437e-10,2.7125621789222918e-08,0.00011234524558346895,0.00010963716846237242,1.7600314206547282e-06,1.627863052717749e-10,3.7327842872888045e-11,2.5409757452811077e-06,2.6117056706055082e-06,6.786480826467907e-08,3.955828018646318e-08,1.6252718307814777e-06,2.4176827587308983e-09,1.102608933660051e-07,2.608784554410416e-08,6.579066938112548e-10
2.105605857047917e-09,0.07948355211247626,3.76,0.0,0.9272552701795789,0.9999955657766098,5.989618888361642e-10,2.8258162992454948e-08,0.00011392865909060322,0.00011114372043374802,1.7889773596505097e-06,1.673845647636778e-10,3.786744121423877e-11,2.610535037358784e-06,2.684224054975771e-06,7.074219588781858e-08,4.097504190218655e-08,1.6482149845445906e-06,2.48005766911833e-09,1.149026195519953e-07,2.7179147310480772e-08,6.774167899538935e-10
2.1348534208832273e-09,0.07948357425974274,3.76,0.0,0.9272536590224537,0.9999954651703488,6.323094955334346e-10,2.9421200568019507e-08,0.00011551212051131965,0.00011264923977493707,1.8181026698008733e-06,1.7204246705159003e-10,3.8406968834506125e-11,2.6809642650396866e-06,2.7576917033870546e-06,7.369891026608782e-08,4.2419236972542246e-08,1.6711602086882279e-06,2.5431402594060317e-09,1.1967047624337193e-07,2.829971917820023e-08,6.972476769345671e-10
2.1641009847185375e-09,0.07948359640803565,3.76,0.0,0.9272520476862833,0.9999953635022524,6.670198170694035e-10,3.061510786026848e-08,0.00011709563084192674,0.00011415372719092174,1.847409975607951e-06,1.767599124266936e-10,3.8946150464206347e-11,2.7522607533013126e-06,2.832106879190464e-06,7.673598245902978e-08,4.3890899166404126e-08,1.6941075300489375e-06,2.60693055839414e-09,1.2456602821241482e-07,2.9449908501510976e-08,7.174013731375988e-10
2.1933485485538476e-09,0.07948361855736893,3.76,0.0,0.9272504361684463,0.9999952607726206,7.031287609024984e-10,3.1840257022791405e-08,0.00011867919107850834,0.00011565718338618123,1.876901897186712e-06,1.815367306149868e-10,3.948496028661068e-11,2.824421833390374e-06,2.907467847918991e-06,7.985444166288223e-08,4.5390060608515825e-08,1.7170569753796337e-06,2.671428727137872e-09,1.2959083548836806e-07,3.0630061158890516e-08,7.378799249929364e-10
2.2225961123891578e-09,0.07948364070775654,3.76,0.0,0.9272488244663247,0.9999951569817549,7.406726540142897e-10,3.3097019012842996e-08,0.00012026280221738415,0.0001171596090646983,1.906581050711896e-06,1.8637268236437439e-10,4.0023616364033154e-11,2.8974448428454674e-06,2.9837728772867654e-06,8.3055315208904e-08,4.6916751317410733e-08,1.7400085713492255e-06,2.736635059821624e-09,1.3474645333730573e-07,3.184052154471058e-08,7.586854071418724e-10
2.251843676224468e-09,0.07948366285921243,3.76,0.0,0.9272472125773038,0.9999950521299569,7.796882596486417e-10,3.438576357032079e-08,0.00012184646525663156,0.00011866100492998126,1.9364500498821475e-06,1.9126757494632043e-10,4.0562174740760144e-11,2.9713271258656993e-06,3.061020237463113e-06,8.633962855729501e-08,4.847099767706294e-08,1.7629623445411641e-06,2.8025499919070936e-09,1.400344321819019e-07,3.30816325356878e-08,7.798199230278964e-10
2.281091240059778e-09,0.0794836850117505,3.76,0.0,0.9272456004987708,0.9999949462175292,8.20212773623901e-10,3.570685922365579e-08,0.00012343018119576168,0.00012016137168506203,1.966511505616407e-06,1.9622125283714208e-10,4.110056218613978e-11,3.0460660332586676e-06,3.139208201046869e-06,8.970840530152443e-08,5.0052822765261016e-08,1.785918321453876e-06,2.8691740967754212e-09,1.4545631762572999e-07,3.435373550023497e-08,8.012856047983862e-10
2.310338803895088e-09,0.07948370716538461,3.76,0.0,0.9272439882281165,0.9999948392447743,8.622838170143821e-10,3.706067330032819e-08,0.00012501395103507612,0.00012166071003248951,1.996768025444176e-06,2.012335591506205e-10,4.163871172408887e-11,3.1216589222970743e-06,3.218335042970347e-06,9.316266717412773e-08,5.166224700283789e-08,1.8088765285015243e-06,2.936508080363727e-09,1.5101365049546378e-07,3.5657170315265776e-08,8.230846130803713e-10
2.3395863677303983e-09,0.07948372932012861,3.76,0.0,0.9272423757627343,0.9999947312119962,9.05939432678667e-10,3.844757193221809e-08,0.00012659777577538487,0.0001231590206743273,2.0272222132419866e-06,2.0630432162160282e-10,4.2176611886162027e-11,3.1981031566578265e-06,3.2983990404627497e-06,9.670343405032e-08,5.3299288439287564e-08,1.8318369920144026e-06,3.0045527780017545e-09,1.5670796686299095e-07,3.6992275374818435e-08,8.452191368813951e-10
2.3688339315657085e-09,0.07948375147599634,3.76,0.0,0.9272407631000228,0.9999946221194987,9.51218084764507e-10,3.986792005703177e-08,0.00012818165641800166,0.00012465630431215513,2.057876669235556e-06,2.1143336009802004e-10,4.2714280379760476e-11,3.275396106430773e-06,3.3793984730655846e-06,1.003317239500915e-07,5.4963962759706235e-08,1.8547997382390546e-06,3.0733091529445952e-09,1.6254079805228854e-07,3.83593875924251e-08,8.676913935882174e-10
2.427329059236329e-09,0.07948379579115813,3.76,0.0,0.9272375371722179,0.9999944007565655,1.046800458061757e-09,4.281041857620025e-08,0.00013134958941797645,0.0001276477933796919,2.119796768558874e-06,2.2186556413507787e-10,4.378893131677347e-11,3.4325176647059828e-06,3.544196773448987e-06,1.0785493564164332e-07,5.837626094312668e-08,1.9007321833920416e-06,3.2129614160946555e-09,1.74628106505545e-07,4.119097377123713e-08,9.136581171788454e-10
2.4799746741398876e-09,0.079483835678785,3.76,0.0,0.9272346331362907,0.9999941979087487,1.1387698530306685e-09,4.557670117544979e-08,0.00013420093035871954,0.00013033662821514453,2.1762357855631902e-06,2.3145208508144125e-10,4.4755389372312006e-11,3.5768034220035136e-06,3.695697219954741e-06,1.1493532978045001e-07,6.154194341504546e-08,1.942079452499673e-06,3.3410946157688504e-09,1.8599567012260552e-07,4.385221551686284e-08,9.562060405821367e-10
2.532620289043446e-09,0.0794838755702665,3.76,0.0,0.9272317284207056,0.9999939916321983,1.23661524827292e-09,4.845698126513139e-08,0.00013705246801492564,0.00013302214644656015,2.2333639408053747e-06,2.41224698933086e-10,4.5721156127954456e-11,3.7237984097987765e-06,3.8502018260815215e-06,1.2231504622146153e-07,6.479729601395167e-08,1.9834345219683307e-06,3.471554304708614e-09,1.9783562083751168e-07,4.662233279683186e-08,9.998839991259731e-10
2.5852659039470044e-09,0.07948391546568223,3.76,0.0,0.9272288230104171,0.999993781928709,1.3405760660257367e-09,5.1453344265802983e-08,0.00013990420823798718,0.0001357043521481521,2.2911962615153756e-06,2.5118240480866234e-10,4.668621232146545e-11,3.873487521460212e-06,4.007700642144747e-06,1.2999995529885577e-07,6.814233152451917e-08,2.0247975418621922e-06,3.604350501613621e-09,2.1015671893111434e-07,4.9503237418630175e-08,1.044705948116629e-09
2.637911518850563e-09,0.07948395536511163,3.76,0.0,0.9272259168904218,0.9999935688000823,1.4508960538863094e-09,5.456786325540726e-08,0.00014275615687951384,0.00013838324938909583,2.3497477323189673e-06,2.613242041859146e-10,4.765054546503866e-11,4.025855716760323e-06,4.168183742700324e-06,1.3799590807706734e-07,7.157704318608331e-08,2.066168661381473e-06,3.7394944243899705e-09,2.2296767570093596e-07,5.249682596150273e-08,1.090686138542169e-09
2.6905571337541213e-09,0.07948399526863374,3.76,0.0,0.9272230100457579,0.9999933522481251,1.5678232590161273e-09,5.7802599018181416e-08,0.00014560831979008109,0.00014105884223353436,2.409033294178584e-06,2.7164909908238814e-10,4.861415617892108e-11,4.180888021594015e-06,4.331641226485808e-06,1.463087363997638e-07,7.510140599380015e-08,2.107548028866229e-06,3.876998456850645e-09,2.362771536756552e-07,5.560497985555707e-08,1.1378391163630646e-09
2.7432027486576797e-09,0.07948403517632745,3.76,0.0,0.927220102461507,0.9999931322746514,1.691610002515628e-09,6.115960009358772e-08,0.000148460702818086,0.00014373113474058463,2.469067843442613e-06,2.821560944765038e-10,4.957704962255226e-11,4.338569527706184e-06,4.498063216370836e-06,1.5494425293937796e-07,7.871537789225514e-08,2.148935791800168e-06,4.016876115780679e-09,2.5009376683004156e-07,5.882956546087983e-08,1.1861797217852085e-09
2.8484939784647965e-09,0.07948411500454344,3.76,0.0,0.9272142850147919,0.999992682070437,1.9607926146037006e-09,6.824853139171877e-08,0.00015416615260326465,0.00014906583495389477,2.591443261750277e-06,3.037124302044759e-10,5.1500697016863936e-11,4.661820838449469e-06,4.8397613262857046e-06,1.7320650578251103e-07,8.621190160809918e-08,2.231737089690133e-06,4.303811864367215e-09,2.7928261301715517e-07,6.5635422340579e-08,1.2864846431956087e-09
2.9537852082719134e-09,0.0794841948503847,3.76,0.0,0.9272084644318267,0.999992218202069,2.26054699184211e-09,7.585080237733859e-08,0.0001598725529405779,0.00015438738240167982,2.7169922347732534e-06,3.259853518446175e-10,5.342147187760946e-11,4.995491689767685e-06,5.193199536084446e-06,1.9282878639527222e-07,9.406597680058233e-08,2.3145737179347984e-06,4.600431281807758e-09,3.1060216291936146e-07,7.292902900045523e-08,1.3917254810705293e-09
3.05907643807903e-09,0.07948427471447202,3.76,0.0,0.9272026405949061,0.9999917406842732,2.5930429807613114e-09,8.398236549032857e-08,0.00016557995043770804,0.00015969580937658684,2.845832245495925e-06,3.4896707018854136e-10,5.5339346572378634e-11,5.339465158300034e-06,5.558299692007851e-06,2.138569110020337e-07,1.0227675930747252e-07,2.3974468259595656e-06,4.906880090685258e-09,3.441196020668258e-07,8.072478177173981e-08,1.5020314715831234e-09
3.164367667886147e-09,0.07948435459742187,3.76,0.0,0.9271968133870873,0.9999912495318722,2.9605163948720035e-09,9.265898186729692e-08,0.0001712883915820375,0.00016499114809144982,2.9780799956511696e-06,3.7264984853012146e-10,5.7254342383306676e-11,5.693625348077261e-06,5.934984021157337e-06,2.3633639377293723e-07,1.1084322230643397e-07,2.480357549847177e-06,5.223319241728819e-09,3.799013593698844e-07,8.90368433074284e-08,1.6175364822890214e-09
3.269658897693264e-09,0.07948443449984642,3.76,0.0,0.9271909826922065,0.9999907447597849,3.365268243334984e-09,1.0189622281425186e-07,0.000176997922718901,0.00017027343067948386,3.113851389664801e-06,3.970260159559963e-10,5.916648098378525e-11,6.05785738219745e-06,6.323175129843082e-06,2.6031244832340853e-07,1.1976417956965038e-07,2.5633070124521404e-06,5.549924047897429e-09,4.180131135731173e-07,9.78791449525031e-08,1.738378985658244e-09
3.3749501275003807e-09,0.07948451442235366,3.76,0.0,0.9271851483948955,0.9999902263830246,3.809663934693668e-09,1.1170947132799277e-07,0.00018270859003015683,0.00017554268919448685,3.25326151909143e-06,4.2208798669090555e-10,6.107571457622826e-11,6.432047394243798e-06,6.72279600188755e-06,2.8582998926539234e-07,1.2903830844960975e-07,2.6462963235188673e-06,5.88688330807434e-09,4.58519799919665e-07,1.0726538919016334e-07,1.8647020313557574e-09
3.4802413573074976e-09,0.0794845943655473,3.76,0.0,0.9271793103805948,0.9999896944166994,4.296132462535836e-09,1.2211392365233842e-07,0.00018842043951638833,0.0001807989556110475,3.3964246507656696e-06,4.4782824161442615e-10,6.298198893059764e-11,6.816082519421191e-06,7.133769996789847e-06,3.1293363379762385e-07,1.3866416927478575e-07,2.729326579802382e-06,6.234398459309923e-09,5.014856169606727e-07,1.1720905213904122e-07,1.9966532163581823e-09
3.5855325871146144e-09,0.07948467433002693,3.76,0.0,0.9271734685355608,0.9999891488760122,4.827165619770659e-09,1.3312459077930717e-07,0.00019413351698483383,0.00018604226182474505,3.5434542204112743e-06,4.742392986383318e-10,6.488534563976853e-11,7.2098508859923624e-06,7.556020847922466e-06,3.416677032430897e-07,1.4864021896415165e-07,2.8123988651845837e-06,6.592682818309996e-09,5.469740331144102e-07,1.27723385956101e-07,2.134384654206175e-09
3.6908238169217312e-09,0.07948475431638795,3.76,0.0,0.9271676227468697,0.9999885897762572,5.40531726611502e-09,1.4475629984912854e-07,0.00019984786803967553,0.0001912726396523368,3.694462828195719e-06,5.013137332791296e-10,6.678584809695754e-11,7.613241607422086e-06,7.989472660968493e-06,3.720762244846268e-07,1.5896482218040604e-07,2.895514250782551e-06,6.9619609033706325e-09,5.95047792776695e-07,1.3882142107368455e-07,2.2780529456982974e-09
3.796115046728848e-09,0.07948483432522162,3.76,0.0,0.9271617729024275,0.9999880171328224,6.033202600656583e-09,1.5702369554274753e-07,0.00020556353806938863,0.0001964901208319469,3.8495622313290895e-06,5.290442203151918e-10,6.868343338360692e-11,8.026144774615436e-06,8.43404991241721e-06,4.0420293139317594e-07,1.696362654154565e-07,2.9786737950562255e-06,7.342467746701034e-09,6.457689223971794e-07,1.5051596842383153e-07,2.4278191508129615e-09
3.901406276535965e-09,0.0794849143571151,3.76,0.0,0.9271559188909779,0.9999874309611869,6.7134973742987796e-09,1.6994124159123268e-07,0.00021128057223236097,0.00020169473702327345,4.008863335372691e-06,5.574235101176286e-10,7.057799359250708e-11,8.448451447331614e-06,8.889677447756152e-06,4.3809126637770254e-07,1.8065277292774972e-07,3.061878543925106e-06,7.734448150772884e-09,6.991987370639414e-07,1.628196218478344e-07,2.5838487585349273e-09
4.006697506343082e-09,0.07948499441265156,3.76,0.0,0.9271500606021064,0.9999868312769211,7.448937067760636e-09,1.8352322235055174e-07,0.0002169990154486339,0.0002068865198078045,4.172476191843844e-06,5.864443684328033e-10,7.246958551560416e-11,8.880053645154746e-06,9.356280479491788e-06,4.737843820068406e-07,1.9201251663007277e-07,3.1451295308897754e-06,8.138155984062248e-09,7.553978473624514e-07,1.7574476060311921e-07,2.7463116528664525e-09
4.111988736150199e-09,0.07948507449241,3.76,0.0,0.9271441979262326,0.9999862180956857,8.242316160893126e-09,1.977837442000232e-07,0.00022271891240228762,0.0002120655006890073,4.340510005680487e-06,6.160996095481051e-10,7.435831237102515e-11,9.320844339731172e-06,9.833784585606293e-06,5.113251424551142e-07,2.037136151581839e-07,3.228427777139432e-06,8.553853677817636e-09,8.144261654440665e-07,1.8930355157614908e-07,2.9153820788827764e-09
4.2172799659573154e-09,0.07948515459696558,3.76,0.0,0.9271383307546122,0.9999855914332295,9.096487456925854e-09,2.1273673683836664e-07,0.00022844030753646933,0.00021723171109250627,4.513073135022679e-06,6.463821491068546e-10,7.624413660190222e-11,9.770717447624638e-06,1.0322115708182389e-05,5.507561248409876e-07,2.1575414018699302e-07,3.3117742916515625e-06,8.981811711500911e-09,8.763429106514077e-07,2.0350795133488735e-07,3.091238613834524e-09
4.322571195764432e-09,0.07948523472688926,3.76,0.0,0.9271324589793446,0.9999849513053914,1.0014361394933978e-08,2.2839595460673602e-07,0.00023416324503904658,0.0002223851823662689,4.690273081789305e-06,6.772849922398518e-10,7.812691996112004e-11,1.022956782284381e-05,1.082120015183103e-05,5.921196205908073e-07,2.2813213214710736e-07,3.395170071293756e-06,9.422308015553777e-09,9.412066152654617e-07,2.183697082271284e-07,3.2740641410508627e-09
4.427862425571549e-09,0.0794853148827482,3.76,0.0,0.9271265824933814,0.9999842977280976,1.0998905269046942e-08,2.447749779911248e-07,0.0002398877688325149,0.00022752594578081831,4.872216487125984e-06,7.088011613574396e-10,8.000667542998247e-11,1.0697291248219131e-05,1.1330964581752788e-05,6.354576369924316e-07,2.4084561187784245e-07,3.478616100939188e-06,9.87562734573066e-09,1.0090751310255024e-06,2.339003647583633e-07,3.46404581810085e-09
4.533153655378666e-09,0.07948539506510555,3.76,0.0,0.9271207011905087,0.9999836307173606,1.2053142396643856e-08,2.618872152179086e-07,0.0002456139225840879,0.000232654032529454,5.059009147177883e-06,7.409237055055297e-10,8.188353238199472e-11,1.1173784426510275e-05,1.185133602189067e-05,6.808118988559181e-07,2.538925722065338e-07,3.5621133535887813e-06,1.0342060817960135e-08,1.0800056360266578e-06,2.501112600999683e-07,3.661375035262347e-09
4.638444885185783e-09,0.07948547527452053,3.76,0.0,0.9271148149653394,0.9999829502892793,1.318015142864852e-08,2.7974590357864147e-07,0.0002513417497093,0.00023776947372843474,5.250756021408095e-06,7.736457667571675e-10,8.375750163815397e-11,1.1658944973181645e-05,1.2382241853544774e-05,7.282238498913843e-07,2.6727097573075266e-07,3.6456627904725135e-06,1.0821905517531285e-08,1.154054640438078e-06,2.670135321680588e-07,3.866247382552677e-09
4.7437361149929e-09,0.07948555551154857,3.76,0.0,0.9271089237133276,0.999982256460038,1.4383065826660332e-08,2.9836411044237303e-07,0.00025707129335636035,0.00024287230041712395,5.447561220649151e-06,8.069605922302862e-10,8.562843199547405e-11,1.2152671410782123e-05,1.2923609814214438e-05,7.777346537574812e-07,2.809787715171328e-07,3.729265361126717e-06,1.1315464095894628e-08,1.231277990867025e-06,2.846181192115251e-07,4.078862630985835e-09
