Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56),CH2F(45),C2H2F3O2(908),C2HF3O(401),CH3-CF2(64),CHF2-CH2(63),CFO(50),FC1(F)CO1(1321),CH2O(19),CHF2-CHF(66),HCO(14),[O]O[C](F)F(171),C2H3F2O2(1300),O[C](F)F(239),H2O2(11),CF2CH(72)
5.148600396515332e-10,0.08248621072338642,3.76,0.0,0.9018541818900153,0.9998721353691223,1.171594128641449e-16,4.9670877250758616e-14,1.2922492379741397e-08,1.289409776142437e-08,7.588209748269398e-10,3.7323304553598385e-15,1.6568457076509488e-15,2.8219665199453186e-11,2.8226632056388592e-11,6.389627156532955e-14,5.644181140625094e-14,7.5965320230366e-10,8.448657854476877e-13,2.4156945970654698e-12,1.0681943202744627e-13,3.720222803831836e-14,9.09782788967191e-14,5.49920659495223e-21,9.206990541585585e-20,2.1295291636491403e-15,4.98344280234053e-19,5.446636151258121e-24,2.364841220304538e-12,2.304689823263557e-22,7.822565159453229e-27,1.6333081764243588e-18,2.882719636945054e-19,0.0001278638419400693,3.251992305775323e-31,1.2823631190630859e-22,4.0518382505423193e-22,9.11622657799379e-20,2.289673778179594e-16,8.43610627880732e-26,2.761540026187018e-34,1.6955091299281814e-29,2.5079419764592654e-31,3.800989358638541e-17,2.750281425323248e-31,7.840249523815823e-31,8.874722915005391e-21,3.534142856351223e-29,1.648273079329315e-21,4.7501472093485197e-32,1.9181123465621266e-21,3.9105431288718233e-16,5.672991101685433e-26
5.255599680558123e-10,0.08248621072729924,3.76,0.0,0.9018541816056176,0.9998721152810093,1.2516504218540343e-16,5.203993046363079e-14,1.319105078017865e-08,1.3161464283302524e-08,7.745746601882746e-10,3.909050169076036e-15,1.6974754128419232e-15,2.94023560941176e-11,2.940977113422083e-11,6.795940162894322e-14,5.987046866734608e-14,7.754404937187092e-10,8.802568463147926e-13,2.46807429789886e-12,1.1158314564535997e-13,3.877623678088438e-14,9.479613024260002e-14,5.828884991894196e-21,9.599188880059067e-20,2.20694433962407e-15,5.301025293906984e-19,5.792853208562353e-24,2.4139876231041987e-12,2.444740680421104e-22,8.487732046604906e-27,1.7072657200829202e-18,2.948608205963117e-19,0.00012788391303666209,3.5310049790864544e-31,1.3639205887717892e-22,4.309838495529678e-22,9.501590170169907e-20,2.337446241582622e-16,9.152344909163616e-26,2.9654506424802656e-34,1.803790767347251e-29,2.685928202562457e-31,3.9842368847996076e-17,2.9274654471983287e-31,8.552421005652685e-31,9.439054452760315e-21,3.759289641185311e-29,1.6851428709728515e-21,5.156744324731571e-32,2.0305872197555592e-21,4.074769839683477e-16,6.033832395548833e-26
5.362598964600915e-10,0.08248621073121203,3.76,0.0,0.9018541813212197,0.9998720978102487,1.335488438767624e-16,5.447512095919237e-14,1.3459609218912225e-08,1.3428806358643253e-08,7.903277623980807e-10,4.089970428509685e-15,1.7381105047308725e-15,3.060922338403241e-11,3.061710549961995e-11,7.219106212893399e-14,6.34292443046207e-14,7.912278046940858e-10,9.163703607034631e-13,2.520588073446279e-12,1.1646192932683776e-13,4.038323499340512e-14,9.869233076791553e-14,6.1714296966760415e-21,9.99991731978918e-20,2.285317793369083e-15,5.631823133361422e-19,6.153428164313479e-24,2.46313401707356e-12,2.5903578733224126e-22,9.194218235907763e-27,1.7828738955341193e-18,3.0145176148647856e-19,0.00012790136675549875,3.8276140298919835e-31,1.4488620267647617e-22,4.578569112071334e-22,9.895035040193441e-20,2.3852319151814038e-16,9.912945907265821e-26,3.1794873156596443e-34,1.9166062788079243e-29,2.8732284719976966e-31,4.171935003547927e-17,3.112075061435218e-31,9.313635253578345e-31,1.002679329467339e-20,3.993826313878922e-29,1.722014118889751e-21,5.588876983568663e-32,2.1470088679886193e-21,4.242374432737093e-16,6.409648807867517e-26
5.469598248643706e-10,0.0824862107351248,3.76,0.0,0.9018541810368217,0.9998720826155211,1.423212852835388e-16,5.697714641274029e-14,1.3728167697383784e-08,1.3696123989679678e-08,8.060802858848226e-10,4.275091351379352e-15,1.778750036569659e-15,3.184026103815045e-11,3.1848629516242085e-11,7.659466424398907e-14,6.712010787349319e-14,8.070151356790687e-10,9.532061122596627e-13,2.573238636374849e-12,1.2145646812531652e-13,4.202324015246751e-14,1.0266687329022707e-13,6.527085546341277e-21,1.0409204285690576e-19,2.3646314357283325e-15,5.976105536626157e-19,6.5286518496295115e-24,2.5122804022182715e-12,2.741651005386801e-22,9.943677864000814e-27,1.860132684682318e-18,3.080447843181382e-19,0.0001279165444161715,4.142545537005391e-31,1.53725600368861e-22,4.858249094350374e-22,1.0296567411880599e-19,2.433031130164078e-16,1.0719673918128181e-25,3.4039108808097603e-34,2.034050435361605e-29,3.070189527021671e-31,4.3640847876500846e-17,3.304263451996026e-31,1.0126255881923512e-30,1.0638413279391043e-20,4.237947781923166e-29,1.7588868208834233e-21,6.047590568727093e-32,2.267419819155896e-21,4.413356911547741e-16,6.800743942206858e-26
5.576597532686497e-10,0.0824862107390376,3.76,0.0,0.9018541807524236,0.9998720694000149,1.5149294357271888e-16,5.95467042709062e-14,1.399672621705654e-08,1.3963417178644944e-08,8.218322350926862e-10,4.464412972537112e-15,1.8193931804289044e-15,3.3095463025985606e-11,3.310433754848376e-11,8.11736183581218e-14,7.094500660056607e-14,8.228024871178033e-10,9.907638848854696e-13,2.6260286986749394e-12,1.2656744687138803e-13,4.3696269403208924e-14,1.0671975062696656e-13,6.896097354368392e-21,1.0827078777870673e-19,2.4448675180483765e-15,6.334141696575716e-19,6.918815047119747e-24,2.561426778543984e-12,2.8987297608119876e-22,1.073779577808026e-26,1.9390420690001906e-18,3.1463988747329586e-19,0.0001279297428301879,4.476540331950694e-31,1.6291710778974036e-22,5.149097460053435e-22,1.0706193507826255e-19,2.480844217612076e-16,1.1574325657034299e-25,3.638982482774847e-34,2.1562181383729187e-29,3.2771675912864494e-31,4.5606872133285336e-17,3.5041839815644442e-31,1.0992715306386456e-30,1.1274388142233443e-20,4.4918492375583124e-29,1.7957609751478874e-21,6.533951334826327e-32,2.391861545553639e-21,4.587717279726065e-16,7.207421351308762e-26
5.683596816729289e-10,0.08248621074295037,3.76,0.0,0.9018541804680252,0.9998720579056251,1.610745056969759e-16,6.218449175187914e-14,1.4265284779414974e-08,1.4230685927772183e-08,8.37583614481989e-10,4.6579352543705176e-15,1.860039212291638e-15,3.437482331764578e-11,3.4384223961508614e-11,8.593133406077783e-14,7.490586562791263e-14,8.385898594499591e-10,1.0290434627404165e-12,2.67896097166022e-12,1.317955501729206e-13,4.540233956577494e-14,1.1085095559551682e-13,7.278709910961225e-21,1.1253570371427443e-19,2.5260086257857205e-15,6.706200782933505e-19,7.324208491156596e-24,2.610573146056344e-12,3.061703904662953e-22,1.1578287438601845e-26,2.0196020296194384e-18,3.2123706967108125e-19,0.00012794122010268633,4.830354000119781e-31,1.7246757954909063e-22,5.451333250503458e-22,1.1123919549408255e-19,2.52867150850018e-16,1.2478729781484603e-25,3.884963555450762e-34,2.2832044214046923e-29,3.49452855988462e-31,4.76174317236419e-17,3.711990188309321e-31,1.1915515601668212e-30,1.1935191515491392e-20,4.755726165616036e-29,1.832636580178667e-21,7.049046408207117e-32,2.5203744843041544e-21,4.765455540977258e-16,7.629984537098422e-26
5.79059610077208e-10,0.08248621074686312,3.76,0.0,0.9018541801836266,0.9998720479079056,1.7107676835872107e-16,6.489120584561246e-14,1.4533843385964625e-08,1.449793023929452e-08,8.533344285295072e-10,4.855658095901658e-15,1.900687499014233e-15,3.567833588386306e-11,3.56882831212713e-11,9.087122014694518e-14,7.900458825469625e-14,8.543772531112984e-10,1.068044630242788e-12,2.732038165967746e-12,1.3714146241517435e-13,4.7141467141655345e-14,1.150604810132846e-13,7.675167983340822e-21,1.1688709216248036e-19,2.608037672234315e-15,7.092551942181603e-19,7.745122868148032e-24,2.6597195047610012e-12,3.2306832829614233e-22,1.2466898822306368e-26,2.1018125474026864e-18,3.2783632989522945e-19,0.000127951200679264,5.204756881745322e-31,1.8238386903530217e-22,5.765175530793057e-22,1.1549751756791712e-19,2.576513333696568e-16,1.3434746763696267e-25,4.142115802702471e-34,2.4151044521037947e-29,3.722648189512646e-31,4.9672534826831197e-17,3.9278357826108595e-31,1.2897229360714956e-30,1.2621296928724663e-20,5.0297743513531275e-29,1.8695136347030948e-21,7.593983787345102e-32,2.6529980573954905e-21,4.94657169910016e-16,8.068736950691081e-26
5.897595384814871e-10,0.08248621075077588,3.76,0.0,0.901854179899228,0.9998720392116807,1.8151063797418646e-16,6.766754331401613e-14,1.4802402038231853e-08,1.476515011544502e-08,8.690846817287315e-10,5.0575813407466626e-15,1.9413374869205294e-15,3.7005994696021553e-11,3.701650939453911e-11,9.599668461726731e-14,8.324305617615068e-14,8.701646685341724e-10,1.1077671720708737e-12,2.7852629915580175e-12,1.4260586776091017e-13,4.8913668319900356e-14,1.193483196977667e-13,8.085716316038802e-21,1.2132526036808218e-19,2.690937892370736e-15,7.493464297482097e-19,8.181848816810634e-24,2.7088658546636006e-12,3.4057778227759746e-22,1.340540632556745e-26,2.185673603000308e-18,3.344376673369139e-19,0.00012795987973619047,5.600534072694356e-31,1.9267282841904384e-22,6.090843389918543e-22,1.198369634893334e-19,2.624370023962863e-16,1.4444268763653452e-25,4.41070118076165e-34,2.5520135340878405e-29,3.9619122887522325e-31,5.177218897617317e-17,4.1518746437914e-31,1.394050055559469e-30,1.3333177809061716e-20,5.314189888276603e-29,1.906392137626671e-21,8.169892343708436e-32,2.7897706913436473e-21,5.131065757986486e-16,8.523981992398775e-26
6.004594668857663e-10,0.08248621075468864,3.76,0.0,0.901854179614829,0.9998720316472255,1.9238713063753658e-16,7.051420069113638e-14,1.5070960737763573e-08,1.5032345558456706e-08,8.848343785900616e-10,5.263704784076391e-15,1.9819886918273635e-15,3.8357793726182845e-11,3.8368897148911486e-11,1.0131113467815917e-13,8.762312971994992e-14,8.859521061479536e-10,1.1482108731641818e-12,2.8386381577150565e-12,1.4818945015049208e-13,5.071895898321952e-14,1.2371446446660945e-13,8.510599631192171e-21,1.2585052131972638e-19,2.7746928368148613e-15,7.909206948608495e-19,8.634676928443177e-24,2.758012195769788e-12,3.5870975323127426e-22,1.439561666806067e-26,2.271185176894938e-18,3.41041081350131e-19,0.00012796742699813703,6.018485425087593e-31,2.0334130865714853e-22,6.428555940914534e-22,1.24257595435858e-19,2.672241909954188e-16,1.5509219502705606e-25,4.690981881973745e-34,2.6940271088327344e-29,4.212716908469524e-31,5.391640114003405e-17,4.384260816888136e-31,1.5048045400035293e-30,1.4071307481500797e-20,5.609169185960216e-29,1.9432720879933167e-21,8.777921823058889e-32,2.930729836484371e-21,5.318937721620138e-16,8.996023011737096e-26
6.111593952900454e-10,0.08248621075860138,3.76,0.0,0.9018541793304299,0.999872025066948,2.0371737208500812e-16,7.343187428332429e-14,1.5339519486127044e-08,1.5299516570562508e-08,9.005835236409455e-10,5.474028178702472e-15,2.022640690323599e-15,3.973372694710946e-11,3.974544075283747e-11,1.0681797674192578e-13,9.214664807999561e-14,9.017395663794101e-10,1.1893755187246104e-12,2.8921663730464895e-12,1.5389289330198524e-13,5.255735471396536e-14,1.281589081376623e-13,8.950062628839581e-21,1.3046319374795802e-19,2.8592863659038794e-15,8.3400489718860035e-19,9.103897747200786e-24,2.8071585280852095e-12,3.774752501006722e-22,1.5439366796753067e-26,2.358347249436186e-18,3.476465714170476e-19,0.00012797399005726914,6.459425547749414e-31,2.143961594965181e-22,6.778532320989182e-22,1.2875947557302067e-19,2.720129322219205e-16,1.6631554137711688e-25,4.983220319775576e-34,2.841240757561102e-29,4.475468532331939e-31,5.610517779263651e-17,4.625148509501076e-31,1.6222653213651186e-30,1.483615916921237e-20,5.914908977852379e-29,1.9801534849562607e-21,9.419242847196057e-32,3.075911985901461e-21,5.510187594076612e-16,9.485163307431952e-26
6.218593236943245e-10,0.08248621076251411,3.76,0.0,0.9018541790460305,0.9998720193425026,2.1551259765907432e-16,7.642126016939403e-14,1.5608078284909635e-08,1.5566663153995293e-08,9.163321214259741e-10,5.688551240398853e-15,2.0632931121446957e-15,4.1133788332286336e-11,4.114613457563147e-11,1.1252061642688329e-13,9.681542954765022e-14,9.175270496530316e-10,1.2312608942175817e-12,2.9458503454836183e-12,1.5971688071124826e-13,5.442887080000398e-14,1.3268164352902657e-13,9.40434998721898e-21,1.3516360212323852e-19,2.944702643877513e-15,8.786259420139534e-19,9.58980177036962e-24,2.856304851615507e-12,3.968852899613657e-22,1.6538523790212132e-26,2.447159800867878e-18,3.5425413712092934e-19,0.00012797969725903462,6.9241838064933715e-31,2.2584422947804787e-22,7.1409916916599885e-22,1.333426660543982e-19,2.768032591200179e-16,1.781325913572814e-25,5.287679114794828e-34,2.9937502031315375e-29,4.7505842674424636e-31,5.833852497597535e-17,4.87469208874172e-31,1.7467187287885403e-30,1.5628205993842858e-20,6.23160632907547e-29,2.0170363277559763e-21,1.0095046916144134e-31,3.2253526939984156e-21,5.704815379522465e-16,9.99170612742631e-26
6.325592520986036e-10,0.08248621076642682,3.76,0.0,0.9018541787616309,0.9998720143622808,2.277841522726346e-16,7.948305420077233e-14,1.58766371357186e-08,1.5833785310987808e-08,9.320801765069347e-10,5.907273652555755e-15,2.103945633504033e-15,4.2557971855940666e-11,4.2570972987487337e-11,1.1842245855748193e-13,1.0163127174044346e-13,9.33314556391314e-10,1.2738667853731362e-12,2.999692782281513e-12,1.6566209565202098e-13,5.633352224047506e-14,1.372826634590983e-13,9.873706363066633e-21,1.3995207665396975e-19,3.030926133172365e-15,9.248107322648476e-19,1.0092679448642085e-23,2.9054511663663243e-12,4.1695089803025007e-22,1.769498476323343e-26,2.5376228113496367e-18,3.6086377812480253e-19,0.0001279846602117567,7.4136043242477155e-31,2.3769236594056974e-22,7.516153238890173e-22,1.380072290216584e-19,2.815952047233025e-16,1.9056352149238377e-25,5.6046210819724895e-34,3.1516513119287417e-29,5.038492035091187e-31,6.061644835396543e-17,5.133046078299171e-31,1.878458575369434e-30,1.6447920975819675e-20,6.559458644216521e-29,2.053920615702783e-21,1.0806546410780758e-31,3.3790865947201212e-21,5.902821082214885e-16,1.0515954668886958e-25
6.539591089071619e-10,0.08248621077425224,3.76,0.0,0.9018541781928311,0.9998720062596517,2.5380217590731444e-16,8.582664896905144e-14,1.641375499994272e-08,1.6367956354582478e-08,9.63574676889797e-10,6.357315122544956e-15,2.185249879623677e-15,4.5478681219406706e-11,4.5493061063629155e-11,1.3083736548483004e-13,1.1171122675095648e-13,9.64889641943239e-10,1.3612392589215342e-12,3.1078638745991897e-12,1.779189401129558e-13,6.024228977117452e-14,1.467195282106472e-13,1.0858604688410258e-20,1.4979457369331046e-19,3.205734053234003e-15,1.0219791489604656e-18,1.1150517341954632e-23,3.0037437695520827e-12,4.590929604227854e-22,2.0187556719072042e-26,2.723500129771426e-18,3.7408928499465447e-19,0.00012799272822730618,8.469882413334413e-31,2.6261622167743944e-22,8.305459729933777e-22,1.4758072092121907e-19,2.911840841266559e-16,2.1734928016313287e-25,6.277006695416564e-34,3.4840127137216003e-29,5.65445056972241e-31,6.530604472270801e-17,5.6768041487939355e-31,2.165010780443337e-30,1.8172246989268876e-20,7.249419528586026e-29,2.1276935245560425e-21,1.2341585624873889e-31,3.6995680136113206e-21,6.308966256818967e-16,1.161878145103391e-25
6.753589657157202e-10,0.08248621078207763,3.76,0.0,0.9018541776240304,0.9998720001248637,2.8186439234138113e-16,9.246822085703702e-14,1.6950873092046468e-08,1.690202971920619e-08,9.950670616277877e-10,6.824149550425837e-15,2.266551564037021e-15,4.8495806846827764e-11,4.851165996085107e-11,1.44089920247045e-13,1.224004891060832e-13,9.964648263838562e-10,1.4514912305420497e-12,3.2167012945185655e-12,1.9066888843543376e-13,6.428377173661446e-14,1.5646944494676823e-13,1.1906714440175641e-20,1.599934412173943e-19,3.383591579517059e-15,1.1257253234711e-18,1.2279734111291844e-23,3.1020363376876087e-12,5.039898021947961e-22,2.2932856703478436e-26,2.9159790448633463e-18,3.873230903683513e-19,0.00012799882830102558,9.6353079356017e-31,2.892224815275552e-22,9.148205775958535e-22,1.574804481685512e-19,3.0077983448821323e-16,2.468404196073803e-25,7.002483133206748e-34,3.839094836418854e-29,6.326991046385304e-31,7.017400630432676e-17,6.257661937564713e-31,2.4844254290924513e-30,2.0012919360269698e-20,7.986377952440892e-29,2.2014722069451633e-21,1.403447728191013e-31,4.0376155755400445e-21,6.728623153744564e-16,1.2796068215940187e-25
6.967588225242784e-10,0.08248621078990301,3.76,0.0,0.9018541770552289,0.9998719954775672,3.12065501765677e-16,9.94133285038116e-14,1.7487991425580777e-08,1.743600542271637e-08,1.0265573678328952e-09,7.307773593927897e-15,2.347849258949138e-15,5.1609300560430025e-11,5.162672467349558e-11,1.5820733287350075e-13,1.337127182475374e-13,1.028040113042804e-09,1.5446209957054916e-12,3.3262266757444704e-12,2.0391739882120216e-13,6.845807829874926e-14,1.6653235622876106e-13,1.3019992128996762e-20,1.7055152725940438e-19,3.564384588787972e-15,1.2362643941150567e-18,1.3482651713000372e-23,3.2003288708180068e-12,5.517299191248267e-22,2.594713328391497e-26,3.1150593962317384e-18,4.0056519309136536e-19,0.00012800344078168265,1.0917165108604635e-30,3.17565881333728e-22,1.0046145758754049e-21,1.6770690747280827e-19,3.1038271969438915e-16,2.7920945274761914e-25,7.783158793206157e-34,4.217669971026173e-29,7.059945629687521e-31,7.522036894618645e-17,6.876861002804362e-31,2.839331340063542e-30,2.1973718639752233e-20,8.771926165871544e-29,2.275256658798728e-21,1.5895672509292405e-31,4.3934749966859446e-21,7.16179181027609e-16,1.405023871368651e-25
7.181586793328367e-10,0.08248621079772832,3.76,0.0,0.9018541764864264,0.999871991954358,3.4450195406724803e-16,1.0666752692235281e-13,1.8025110014393558e-08,1.7969883482968072e-08,1.058045632888098e-09,7.808183677407171e-15,2.42914187218422e-15,5.481911419575247e-11,5.483821021090232e-11,1.7321680070407175e-13,1.4566126395124234e-13,1.0596155052348542e-09,1.6406268542108264e-12,3.436461641170468e-12,2.1766992592532892e-13,7.276531551683662e-14,1.7690820462552587e-13,1.4200393950632884e-20,1.8147177147228005e-19,3.74800321673396e-15,1.3538114612680231e-18,1.4761591384509495e-23,3.298621368988371e-12,6.02401938158904e-22,2.924710656004278e-26,3.320741023111881e-18,4.1381559233840314e-19,0.00012800692907436674,1.2322974224951722e-30,3.4770113809048564e-22,1.1001034464520192e-21,1.7826059535688848e-19,3.199930034619555e-16,3.1463376423039155e-25,8.621144222289298e-34,4.620512886710145e-29,7.8573378633771315e-31,8.044516575959e-17,7.5356451731450466e-31,3.2324854673570416e-30,2.4058423788839465e-20,9.607662595354304e-29,2.349046876408699e-21,1.7935956931499037e-31,4.7673789012965316e-21,7.608472265119562e-16,1.5383715882583083e-25
7.39558536141395e-10,0.0824862108055536,3.76,0.0,0.9018541759176227,0.9998719892809519,3.7927194768817763e-16,1.1423636750296144e-13,1.8562228872622975e-08,1.8503663917813743e-08,1.0895318944437493e-09,8.325376045706895e-15,2.510428570015546e-15,5.812519960199512e-11,5.814607159759875e-11,1.8914550839339568e-13,1.582591730618084e-13,1.0911910062630623e-09,1.7395071102130975e-12,3.547427802881887e-12,2.319319208582627e-13,7.720558550703068e-14,1.8759693271416434e-13,1.5449875795843183e-20,1.9275720506712542e-19,3.934341699775705e-15,1.4785815873148659e-18,1.611887365324791e-23,3.3969138322437766e-12,6.560946177193122e-22,3.284996518801694e-26,3.5330237644873804e-18,4.2707428750263827e-19,0.00012800956746307734,1.386049162188746e-30,3.7968295007448375e-22,1.2014627088358798e-21,1.8914200815888573e-19,3.2961094933821845e-16,3.5329557178909463e-25,9.518551876012922e-34,5.0484008914878645e-29,8.72338880259324e-31,8.584842774644196e-17,8.235260488282714e-31,3.666775721820302e-30,2.6270812188892084e-20,1.0495192090964316e-28,2.4228428563377445e-21,2.016645086079601e-31,5.15954732656684e-21,8.068664558397098e-16,1.6798921849385632e-25
7.609583929499532e-10,0.08248621081337887,3.76,0.0,0.9018541753488182,0.9998719872503848,4.164754284854236e-16,1.221253980165125e-13,1.9099348014690833e-08,1.9037346745103105e-08,1.1210161904134256e-09,8.859346806696849e-15,2.591708716217731e-15,6.152750864232638e-11,6.155026387345541e-11,2.0602062791518082e-13,1.7151919608487616e-13,1.1227666194212288e-09,1.8412600722500463e-12,3.659146762158924e-12,2.467088311877913e-13,8.177898659622139e-14,1.9859848308047276e-13,1.6770393260332685e-20,2.0441095075201373e-19,4.123298222574339e-15,1.6107897966129829e-18,1.7556818345584642e-23,3.4952062606292845e-12,7.128968480164155e-22,3.6773363424117773e-26,3.751907459179001e-18,4.403412781142595e-19,0.0001280115629115429,1.5537709643097533e-30,4.135659969758965e-22,1.308867923879498e-21,2.0035164203354974e-19,3.3923682070119834e-16,3.9538188793199915e-25,1.047749590550907e-33,5.502113892969108e-29,9.662523153316116e-31,9.1430184294191e-17,8.976955145564285e-31,4.145223805159546e-30,2.8614659651619103e-20,1.1436126173050725e-28,2.4966445953454765e-21,2.2598609515238947e-31,5.570188209266021e-21,8.542368731642436e-16,1.829827792951147e-25
7.823582497585115e-10,0.08248621082120412,3.76,0.0,0.9018541747800124,0.9998719857061285,4.562140885916187e-16,1.303401626175491e-13,1.9636467455296165e-08,1.9570931982683025e-08,1.152498558969363e-09,9.410091964533243e-15,2.6729818244147547e-15,6.502599319415325e-11,6.505074209380966e-11,2.2386931856654904e-13,1.8545379363996337e-13,1.1543423479958087e-09,1.945884053267477e-12,3.771640109479803e-12,2.62006100940903e-13,8.648561347030867e-14,2.09912798319338e-13,1.8163901654767334e-20,2.1643622267118737e-19,4.314774771045973e-15,1.7506510754651104e-18,1.9077744595792987e-23,3.5934986541899412e-12,7.728976513634546e-22,4.1035418187642686e-26,3.97739194590577e-18,4.536165637856032e-19,0.00012801307194902365,1.736285659319335e-30,4.494049400307573e-22,1.4224946942327103e-21,2.1188999295375553e-19,3.4887088075981044e-16,4.410844819535525e-25,1.1500091968136156e-33,5.982434459151062e-29,1.0679375419006477e-30,9.719046356280858e-17,9.761979454721703e-31,4.6709880567136926e-30,3.1093740429252134e-20,1.2432083278373555e-28,2.5704520903352644e-21,2.5244223263954193e-31,5.999497854709907e-21,9.029584827797301e-16,1.9884204627255526e-25
8.037581065670697e-10,0.08248621082902934,3.76,0.0,0.9018541742112056,0.999871984529592,4.985913652768337e-16,1.388862018472342e-13,2.0173587209408888e-08,2.0104419648397448e-08,1.183979038537537e-09,9.977607444622252e-15,2.7542475223150525e-15,6.86206051493568e-11,6.864746132956038e-11,2.4271872697241164e-13,2.000751427723905e-13,1.185918195267324e-09,2.0533773706434206e-12,3.884929424523999e-12,2.7782917060556156e-13,9.132555731692542e-14,2.2153982103504442e-13,1.963235601485825e-20,2.2883632634466386e-19,4.508676990872468e-15,1.898380372100598e-18,2.0683970855036954e-23,3.6917910129707766e-12,8.3618618249432545e-22,4.56547061435067e-26,4.209477063318954e-18,4.669001441824142e-19,0.00012801421316520318,1.9344396684990402e-30,4.872544221542477e-22,1.5425186648005366e-21,2.237575567119824e-19,3.585133925540481e-16,4.905998422758897e-25,1.258845706014929e-33,6.490147879266911e-29,1.1778796054615212e-30,1.0312929277524223e-16,1.0591585800318434e-30,5.247366313632167e-30,3.3711827224783104e-20,1.3484689005687599e-28,2.6442653383227865e-21,2.8115417900414924e-31,6.447661388116588e-21,9.530312891208553e-16,2.155912163600634e-25
8.25157963375628e-10,0.08248621083685449,3.76,0.0,0.9018541736423977,0.9998719836310275,5.43712439811274e-16,1.477690526361863e-13,2.0710707292263668e-08,2.0637809760087326e-08,1.2154576677924988e-09,1.0561889112088107e-14,2.8355055252533528e-15,7.231129641450025e-11,7.234037666724035e-11,2.6259598708987055e-13,2.1539514312560096e-13,1.2174941645113932e-09,2.1637383462112273e-12,3.999036276175512e-12,2.9418347713241427e-13,9.62989059627472e-14,2.334794938415125e-13,2.117771111151351e-20,2.4161465860825186e-19,4.704914051376726e-15,2.0541925966633126e-18,2.237781490037917e-23,3.790083337016806e-12,9.028517288842894e-22,5.0650260804669766e-26,4.44816265002022e-18,4.80192019010016e-19,0.00012801507630866798,2.1491029979815326e-30,5.271690680749107e-22,1.6691155232038329e-21,2.359548289218016e-19,3.681646189551674e-16,5.441291391218094e-25,1.3744709368462829e-33,7.02604222468881e-29,1.296585762802438e-30,1.0924669843229627e-16,1.146702860979144e-30,5.87779878493021e-30,3.6472691202263815e-20,1.4595576360767604e-28,2.7180843364165344e-21,3.122465494397448e-31,6.91485318876859e-21,1.0044552967625906e-15,2.332544783846207e-25
8.465578201841863e-10,0.08248621084467966,3.76,0.0,0.9018541730735885,0.9998719829426531,5.916842363288605e-16,1.5699424830723054e-13,2.124782771935386e-08,2.117110233559053e-08,1.2469344856520979e-09,1.1162932785877513e-14,2.9167556159845443e-15,7.609801891101552e-11,7.612944320907227e-11,2.8352822021263777e-13,2.3142542297846327e-13,1.249070258999509e-09,2.2769653062817342e-12,4.113982222526187e-12,3.1107445393645257e-13,1.014057440056636e-13,2.4573175936248683e-13,2.2801921461054333e-20,2.54774707553972e-19,4.9033985144937235e-15,2.218302621204002e-18,2.4161593843808647e-23,3.8883756263730325e-12,9.729837110734956e-22,5.604156965408723e-26,4.693448544575725e-18,4.934921880026576e-19,0.0001280157291612171,2.3811692321317158e-30,5.692034844697431e-22,1.8024610002426023e-21,2.4848230501937367e-19,3.778248226658722e-16,6.018781875133323e-25,1.4970968137840345e-33,7.590908409884532e-29,1.4245860988826795e-30,1.1554270647674289e-16,1.2389564326488466e-30,6.565870939663438e-30,3.938010199716432e-20,1.5766386000880135e-28,2.7919090818004143e-21,3.4584731969336974e-31,7.401237307844495e-21,1.0572305104200037e-15,2.518560130684645e-25
8.679576769927445e-10,0.08248621085250477,3.76,0.0,0.901854172504778,0.999871982413276,6.426154206916565e-16,1.6656731857808172e-13,2.178494850642563e-08,2.1704297392741847e-08,1.2784095312721692e-09,1.1780734249861732e-14,2.997997628778869e-15,7.998072457537234e-11,8.001461607301274e-11,3.0554253497546727e-13,2.4817734515206573e-13,1.280646481999646e-09,2.393056581664592e-12,4.2297888108790604e-12,3.2850753089863446e-13,1.0664615294207311e-13,2.582965602316866e-13,2.4506941335492773e-20,2.6832005247087936e-19,5.10404620857999e-15,2.3909252796757464e-18,2.6037624141286902e-23,3.986667881084439e-12,1.0466716829932015e-21,6.184857128587126e-26,4.945334585529027e-18,5.068006509133218e-19,0.00012801622291546539,2.631555526323991e-30,6.134122601001291e-22,1.9427308703618322e-21,2.613404802649522e-19,3.874942662205014e-16,6.640574105898476e-25,1.626935355075276e-33,8.185540253427183e-29,1.5624341444347443e-30,1.220173424225023e-16,1.3360451387515768e-30,7.315316409448781e-30,4.243782772678713e-20,1.6998766478708319e-28,2.8657395717173727e-21,3.820878296362913e-31,7.906967870745262e-21,1.111356934948095e-15,2.7141999303124697e-25
