Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179)
1.130018128474415e-09,0.09583811166158505,3.76,0.0,0.5535248748397784,0.9999945361451962,1.660954707917561e-10,2.1504781443897393e-08,0.00018711867202665067,0.00018426961893899078,2.6609138712877793e-06,8.133212021245476e-11,6.025651223636861e-11,2.7636735724940842e-06,2.7946674878746433e-06,4.584439594843694e-08,3.861125281087562e-08,2.599511355814443e-06,1.0271151820706462e-09,5.56772741375331e-08,2.1910023914627553e-08,5.783473027453638e-10,1.1664720667508204e-09,1.3604107821486532e-14
1.1768479507029012e-09,0.09583825158268273,3.76,0.0,0.5535170063292215,0.9999941864973975,1.9493866531749454e-10,2.4237742304444118e-08,0.0001948722881339697,0.00019178291348422136,2.7769063052163597e-06,8.836924095315858e-11,6.296002125895899e-11,2.992796594464975e-06,3.0277609065592784e-06,5.1740911107172804e-08,4.328402347066183e-08,2.7072546863338462e-06,1.1032372397249878e-09,6.28157832521316e-08,2.4657785347547722e-08,6.279818219480229e-10,1.2646151831367456e-09,1.540412185518195e-14
1.2236777729313873e-09,0.09583839150972127,3.76,0.0,0.5535091372337384,0.9999938270772618,2.2736863041572661e-10,2.7190615948844377e-08,0.00020262590438225187,0.00019928651601806561,2.8936241054495075e-06,9.568217802502922e-11,6.566095623891558e-11,3.230661067320168e-06,3.269916065169099e-06,5.8118888275970504e-08,4.8293498147129465e-08,2.8150013056260943e-06,1.1814049720504117e-09,7.053343857839409e-08,2.7623052002261087e-08,6.797474260101044e-10,1.3666774781118552e-09,1.736146081861834e-14
1.2705075951598735e-09,0.09583853144302741,3.76,0.0,0.5535012675209686,0.9999934578888241,2.636679664821327e-10,3.037155641627817e-08,0.00021037953094482127,0.00020678043887538462,3.0110996828298617e-06,1.0326882872399232e-10,6.835931142999038e-11,3.4772246656298045e-06,3.521102282247279e-06,6.49966622969296e-08,5.3647819459999046e-08,2.9227514429025577e-06,1.261572645923655e-09,7.885185566748604e-08,3.081363828921236e-08,7.336580329761975e-10,1.4726539153148502e-09,1.9483780661816668e-14
1.3173374173883596e-09,0.09583867138292687,3.76,0.0,0.5534933971583994,0.9999930789361414,3.0412952929401917e-10,3.378867935755129e-08,0.00021813317823350577,0.00021426469437501604,3.129365597931552e-06,1.1112710361330328e-10,7.105508201383172e-11,3.732445224988845e-06,3.7812889532318657e-06,7.239250655806786e-08,5.935482951140876e-08,3.0305053261052753e-06,1.3436976213203792e-09,8.779254431290195e-08,3.4237308708992884e-08,7.897281410466568e-10,1.5825394675530537e-09,2.1778912606150307e-14
1.3641672396168458e-09,0.09583881132974417,3.76,0.0,0.5534855261133735,0.9999926902232915,3.4905638110312603e-10,3.745006216763829e-08,0.0002258868568897914,0.00022173929481979026,3.2484545525914892e-06,1.1925492638655105e-10,7.374826442678906e-11,3.996280741420436e-06,4.0504455502608655e-06,8.032463316833327e-08,6.542207890403625e-08,3.138263181911714e-06,1.4277402409823968e-09,9.737690895445795e-08,3.790177806987636e-08,8.479728318968936e-10,1.696329116925955e-09,2.425487167672114e-14
1.410997061845332e-09,0.09583895128380258,3.76,0.0,0.5534776543530976,0.9999922917543743,3.9876174189891973e-10,4.1363744117625934e-08,0.00023364057777624259,0.00022920425249654786,3.368399381702293e-06,1.2765023385686083e-10,7.643885592981415e-11,4.268689370782324e-06,4.328541621978685e-06,8.881119313191929e-08,7.185683549248881e-08,3.2460252357395204e-06,1.5136637238878005e-09,1.0762624908072873e-07,4.181471170450388e-08,9.084077738207611e-10,1.8140178549519615e-09,2.6919865388472145e-14
1.457826884073818e-09,0.09583909124542436,3.76,0.0,0.5534697818446505,0.9999918835335107,4.5356894084158607e-10,4.5537726486064675e-08,0.00024139435196818078,0.00023665957967615694,3.48923304525895e-06,1.36310975985093e-10,7.912685394655583e-11,4.54962942817592e-06,4.615546793343468e-06,9.787027652188885e-08,7.866609287598112e-08,3.353791711751258e-06,1.6014340623895091e-09,1.1856175962993736e-07,4.598372568572198e-08,9.710492247036589e-10,1.935600682698398e-09,2.978230258956218e-14
1.5046567063023042e-09,0.09583923121493057,3.76,0.0,0.5534619085549912,0.9999914655648424,5.138113678638211e-10,4.9979972689737347e-08,0.0002491481907456134,0.00024410528861352977,3.610988620651746e-06,1.452351158314039e-10,8.181225586595717e-11,4.839059387357367e-06,4.911430765434759e-06,1.0751991265311488e-07,8.585657863992289e-08,3.4615628328591403e-06,1.6910199228951273e-09,1.302045313893081e-07,5.041638704157921e-08,1.0359140348306746e-09,2.0610726109147613e-09,3.2850802465666796e-14
1.5514865285307904e-09,0.0958393711926411,3.76,0.0,0.5534540344509659,0.9999910378525335,5.798324254406238e-10,5.4698408413851645e-08,0.0002569021055854064,0.0002515413915476407,3.733699295198218e-06,1.5442062944494667e-10,8.449505922034121e-11,5.136937880150702e-06,5.2161633152615444e-06,1.1777807025454157e-07,9.343476235375578e-08,3.5693388207297473e-06,1.7823925499662966e-09,1.4257555139288912e-07,5.5120213969484495e-08,1.1030196495348942e-09,2.190428660169374e-09,3.6134203708971744e-14
1.5983163507592765e-09,0.0958395111788747,3.76,0.0,0.5534461594993157,0.9999906004007686,6.51985480526403e-10,5.970092174166219e-08,0.0002646561081536924,0.0002589679007015436,3.857398358907094e-06,1.6386550576717836e-10,8.7175261784529e-11,5.443223695863491e-06,5.529714295571077e-06,1.286626576407684e-07,1.014068633322191e-07,3.6771198957887344e-06,1.875525673719047e-09,1.5569570331784835e-07,6.010267604953003e-08,1.1723841116909031e-09,2.323663860989649e-09,3.9641573855694517e-14
1.6451461729877627e-09,0.09583965117394898,3.76,0.0,0.5534382836666835,0.9999901532137533,7.306338166587048e-10,6.499536328352854e-08,0.0002724102102985081,0.00026638482828238885,3.982119197467291e-06,1.7356774657083895e-10,8.985286146309706e-11,5.757875780704996e-06,5.852053634658544e-06,1.4019152288296057e-07,1.0977885816706456e-07,3.7849062772255274e-06,1.9703954204099776e-09,1.6958576787924817e-07,6.537119445698138e-08,1.2440260640583864e-09,2.460773254006124e-09,4.3382218796033063e-14
1.7388058174447348e-09,0.09583993119188466,3.76,0.0,0.5534225292245952,0.999989229650902,9.089187633440169e-10,7.649124685540252e-08,0.000287918761577331,0.00028118998747410145,4.234760180305738e-06,1.937363924898715e-10,9.520024386536389e-11,6.412115323651518e-06,6.5229774789524385e-06,1.6525317902176876e-07,1.277452652332394e-07,4.000495829837167e-06,2.1652607609826117e-09,1.9975824531519544e-07,7.679584419801003e-08,1.3942200225765765e-09,2.7465948305669255e-09,5.1601807154330146e-14
1.8230994974560096e-09,0.09584018324142542,3.76,0.0,0.5534083468773496,0.9999883651924066,1.0954348890702507e-09,8.791393118159422e-08,0.0003018769206162109,0.0002944819839039474,4.4659681836160864e-06,2.1274857443538086e-10,1.0000396546636893e-10,7.02913489312605e-06,7.156564986602727e-06,1.901899242205464e-07,1.4533790976676574e-07,4.194546748762444e-06,2.3463853891377706e-09,2.2975295414188884e-07,8.812980724079275e-08,1.5373829828246038e-09,3.0170344465637826e-09,5.989581995758471e-14
1.9073931774672847e-09,0.09584043532449855,3.76,0.0,0.5533941611531744,0.9999874692580752,1.3090937253149118e-09,1.004028564205471e-07,0.00031583559412553305,0.00030774312515772584,4.701009628957336e-06,2.3256411982159182e-10,1.0479922213468326e-10,7.672629816290777e-06,7.818162534522447e-06,2.174889673422153e-07,1.6430881453657685e-07,4.388618213177362e-06,2.532866091340795e-09,2.6256069706579416e-07,1.0050381682171085e-07,1.6882425792941567e-09,3.299949795006965e-09,6.910230643635324e-14
1.9916868574785598e-09,0.09584068744291603,3.76,0.0,0.5533799718548429,0.999986541873197,1.5523662568788777e-09,1.1400246918137544e-07,0.00032979485688804073,0.0003209734818548743,4.9400818339327755e-06,2.5317182917441766e-10,1.0958600295376416e-10,8.342366264919612e-06,8.507597451378936e-06,2.4725224231554304e-07,1.8468497301442277e-07,4.582711457309399e-06,2.724639564094241e-09,2.9829899575401663e-07,1.1395943069920445e-07,1.8469294854959523e-09,3.595312338620721e-09,7.928547706842935e-14
2.075980537489835e-09,0.09584093959847827,3.76,0.0,0.5533657787845914,0.9999855830632791,1.8278238048353382e-09,1.287568328047934e-07,0.000343754785081087,0.00033417312444932975,5.1833826324063495e-06,2.745606316765443e-10,1.1436429744150746e-10,9.038112012269769e-06,9.22469784395873e-06,2.795810640636086e-07,2.0649135891698336e-07,4.776827702779209e-06,2.921661515623778e-09,3.3708432199214213e-07,1.2853771516403943e-07,2.0135808121517256e-09,3.9030936591161155e-09,9.051286782773786e-14
2.16027421750111e-09,0.09584119179297411,3.76,0.0,0.5533515817442227,0.9999845928540457,2.1381371491086316e-09,1.4470962971137375e-07,0.0003577154561709191,0.000347342123229876,5.43111027484996e-06,2.967195837730908e-10,1.191340953571616e-10,9.75963642248047e-06,9.969292593684191e-06,3.1457613162271114e-07,2.2975103502616932e-07,4.970968158687319e-06,3.1239054294378873e-09,3.7903210489157485e-07,1.442792489163298e-07,2.1883401298353334e-09,4.2232654606497356e-09,1.0285555263071594e-13
2.244567897512385e-09,0.09584144402818098,3.76,0.0,0.5533373805351993,0.999983571271437,2.4860756565564635e-09,1.6190416373238018e-07,0.0003716769488127486,0.0003604805483204966,5.683463334372394e-06,3.1963786775746644e-10,1.238953867230143e-10,1.0506710440049858e-05,1.0741211353152586e-05,3.523375312394443e-07,2.5448525620728246e-07,5.16513402170039e-06,3.3313614041322945e-09,4.242567380466025e-07,1.6122412691500398e-07,2.3713574879138097e-09,4.5557995734539736e-09,1.1638836322666854e-13
2.32886157752366e-09,0.09584169630586505,3.76,0.0,0.5533231749587345,0.9999825183416081,2.8745064143954403e-09,1.8038336242384642e-07,0.0003856393427561884,0.0003735884696807286,5.94064061802174e-06,3.433047903570301e-10,1.2864816193967796e-10,1.1279106579387819e-05,1.1540284542696997e-05,3.9296473944665903e-07,2.807135670403348e-07,5.359326476137022e-06,3.54403506337707e-09,4.728715866426705e-07,1.7941196420051323e-07,2.562789430068383e-09,4.900667957642753e-09,1.3119011666901097e-13
2.413155257534935e-09,0.09584194862778093,3.76,0.0,0.5533089648158757,0.9999814340909268,3.3063933690589693e-09,2.001897793637641e-07,0.00039960271875593616,0.00038666595710601896,6.202841083238415e-06,3.6770978134829103e-10,1.3339241181714414e-10,1.2076598914446052e-05,1.2366343346969503e-05,4.365566261180176e-07,3.0845389418864565e-07,5.55354669405312e-06,3.761946533941808e-09,5.249889945150637e-07,1.9888189969033264e-07,2.7627990064879325e-09,5.257842707202153e-09,1.4734385076291357e-13
2.49744893754621e-09,0.0958422009956723,3.76,0.0,0.5532947499075851,0.9999803185459728,3.784796470361407e-09,2.2136559643295646e-07,0.0004135671584873093,0.0003997130802280831,6.470263759073019e-06,3.92842392202286e-10,1.3812812751521265e-10,1.289896306842353e-05,1.3219219711546067e-05,4.832114575017161e-07,3.377226338971302e-07,5.74779583532679e-06,3.985129485990952e-09,5.807202911591721e-07,2.1967259994788721e-07,2.9715557830010305e-09,5.627296054170637e-09,1.6493706767504863e-13
2.5817426175574853e-09,0.09584245341127139,3.76,0.0,0.5532805300348149,0.9999791717335372,4.312870820924622e-09,2.439526260799297e-07,0.0004275327444663553,0.00041272990851526467,6.74310767189603e-06,4.1869229474309447e-10,1.4285530049479978e-10,1.3745976203546494e-05,1.409874633955283e-05,5.330268992336227e-07,3.685347348975632e-07,5.9420750477427836e-06,4.213630231509727e-09,6.401757986927613e-07,2.4182226292511973e-07,3.1892358473372427e-09,6.009000373015193e-09,1.8406198597351132e-13
2.6660362975687603e-09,0.09584270587629949,3.76,0.0,0.5532663049985774,0.9999779936806191,4.893865830814732e-09,2.679923135700054e-07,0.00044149955997428,0.0004257165112728982,7.021571775344954e-06,4.4524927981156933e-10,1.4757392252657303e-10,1.461741701092213e-05,1.5004756688313432e-05,5.861000193301112e-07,4.0090377697929284e-07,6.136385467076471e-06,4.447506877081618e-09,7.034648387707588e-07,2.6536862167896634e-07,3.41602181269445e-09,6.4029281852092875e-09,2.0481580135404653e-13
2.7503299775800354e-09,0.09584295839246677,3.76,0.0,0.5532520746000126,0.999976784414426,5.5311243773724e-09,2.9352573921890885e-07,0.00045546768898599205,0.0004386729576436713,7.305854884313547e-06,4.725032559407055e-10,1.5228398571763787e-10,1.551306570046563e-05,1.593708496601733e-05,6.42527291160723e-07,4.3484204542369287e-07,6.330728217177337e-06,4.686828528114867e-09,7.706957394527402e-07,2.9034894806182716e-07,3.6521028187490188e-09,6.809052164019009e-09,2.273009563395017e-13
2.8346236575913105e-09,0.09584321096147246,3.76,0.0,0.5532378386404502,0.9999755439623711,6.228081970206858e-09,3.2059362061102187e-07,0.00046943721610256354,0.00045159931660799076,7.5961556127806465e-06,5.004442480497378e-10,1.5698548251271788e-10,1.643270399090008e-05,1.6895566128408923e-05,7.024045964008476e-07,4.7036060150791536e-07,6.525104410052025e-06,4.931674541549222e-09,8.419758420234185e-07,3.168000563861845e-07,3.897674530249778e-09,7.227345139503355e-09,2.5162541922433657e-13
2.9189173376025856e-09,0.09584346358500478,3.76,0.0,0.5532235969214703,0.999974272352072,6.988265921317966e-09,3.492363148025317e-07,0.0004834082264873941,0.000464495656984348,7.892672315273738e-06,5.290623961560755e-10,1.616784056742505e-10,1.7376115099828615e-05,1.788003587549727e-05,7.658272279646306e-07,5.074693492859893e-07,6.719515145946881e-06,5.1821338240610596e-09,9.174115077665088e-07,3.447583070635555e-07,4.1529391333381105e-09,7.65778010373427e-09,2.779029725283183e-13
3.0032110176138606e-09,0.09584371626474116,3.76,0.0,0.5532093492449572,0.9999729696113497,7.815294520304735e-09,3.7949382050971383e-07,0.0004973808058058741,0.00047736204742968594,8.19560303176444e-06,5.583479541003969e-10,1.6636274826851008e-10,1.8343083733878132e-05,1.8890330648286207e-05,8.328898929183412e-07,5.461770988532488e-07,6.913961513430028e-06,5.4383041728461055e-09,9.971081246923783e-07,3.7425961021799227e-07,4.418105329734534e-09,8.100330216241836e-09,3.062535112155038e-13
3.0875046976251357e-09,0.09584396900234818,3.76,0.0,0.5531950954131544,0.9999716357682263,8.712876214623326e-09,4.114057802825685e-07,0.0005113550401683599,0.0004901985564397678,8.505145435809948e-06,5.882912882832729e-10,1.7103850366658756e-10,1.933339607891374e-05,1.9926287625524535e-05,9.036867153744184e-07,5.864916262828973e-07,7.108444589472968e-06,5.700291656330576e-09,1.0811701142198677e-06,4.053394292743251e-07,4.693388328920377e-09,8.554968809689788e-09,3.368033509354249e-13
3.1717983776364108e-09,0.09584422179948174,3.76,0.0,0.5531808352287106,0.9999702708509239,9.684808794861558e-09,4.4501148266400767e-07,0.0005253310160762851,0.0005030052523495459,8.821496785770304e-06,6.18882876415174e-10,1.7570566554818986e-10,2.0346839790323668e-05,2.098774472047622e-05,9.783112393663903e-07,6.284197304074416e-07,7.302965439531677e-06,5.968210032413903e-09,1.1697009378126317e-06,4.3803278452132003e-07,4.979009838432082e-09,9.02166939578659e-09,3.6968554654307956e-13
3.256092057647686e-09,0.09584447465778693,3.76,0.0,0.5531665684947296,0.9999688748878631,1.0734978584998487e-08,4.803498643347796e-07,0.0005393088203712503,0.0005157822033335314,9.14485387894185e-06,6.501133062814058e-10,1.803642278980585e-10,2.1383203983373773e-05,2.20745405777103e-05,1.0568564317048587e-06,6.719672866070755e-07,7.497525117627247e-06,6.2421802020151825e-09,1.2628031035703189e-06,4.723742566499213e-07,5.275198052378308e-09,9.500405671436981e-09,4.050402211515469e-13
3.340385737658961e-09,0.09584472757889831,3.76,0.0,0.5531522950148113,0.9999674479076603,1.1867359637616622e-08,5.174595122443155e-07,0.0005532885401869289,0.0005285294774061657,9.475413008452848e-06,6.819732745213794e-10,1.850141849976967e-10,2.2442279223631253e-05,2.3186514569910385e-05,1.1394146848147446e-06,7.171392977613002e-07,7.692124666426007e-06,6.522329695792786e-09,1.3605781727749506e-06,5.083979902667481e-07,5.582187638285876e-09,9.991151525138816e-09,4.4301490596564445e-13
3.424679417670236e-09,0.09584498056443981,3.76,0.0,0.5531380145930942,0.9999659899391281,1.3086012934033324e-08,5.563786657276814e-07,0.0005672702629036477,0.0005412471424221898,9.813369922773346e-06,7.144535854208998e-10,1.8965553141945906e-10,2.3523857517456892e-05,2.432350679470357e-05,1.22607781955399e-06,7.639399425140622e-07,7.886765117319204e-06,6.808792192005871e-09,1.4631267663928398e-06,5.461376973830285e-07,5.900219722376255e-09,1.049388104362976e-08,4.83764891139743e-13
3.508973097681511e-09,0.09584523361602477,3.76,0.0,0.5531237270342929,0.9999645010112711,1.4395085589318245e-08,5.971452186088168e-07,0.0005812540761054895,0.0005539352660770177,1.015891978769882e-05,7.475451497170833e-10,1.9428826202441108e-10,2.4627732302565243e-05,2.548535807150844e-05,1.3169370880139156e-06,8.123726209948673e-07,8.081447490502137e-06,7.101707063610962e-09,1.5705485715324067e-06,5.856266608791452e-07,6.2295418733689224e-09,1.1008568518788264e-08,5.274535878984108e-13
3.593266777692786e-09,0.09584548673525628,3.76,0.0,0.5531094321437352,0.9999629811532864,1.5798810062164857e-08,6.397967212902224e-07,0.0005952400675397933,0.0005665939159071081,1.0512257150675928e-05,7.812389834163465e-10,1.9891237196045719e-10,2.5753698438652232e-05,2.6671909938402092e-05,1.4120831763014198e-06,8.624399981296685e-07,8.276172795052872e-06,7.401218952820749e-09,1.6829423478582314e-06,6.268977379449674e-07,6.570408084901846e-09,1.1535188454793077e-08,5.742529021545409e-13
3.677560457704061e-09,0.09584573992372668,3.76,0.0,0.5530951297273946,0.9999614303945605,1.730150336958468e-08,6.843703828292674e-07,0.0006092283250789194,0.0005792231592903359,1.0873575907346073e-05,8.155262066257018e-10,2.0352785665844362e-10,2.6901552198089502e-05,2.788300464900601e-05,1.5116062073032099e-06,9.141440446676078e-07,8.470942029010406e-06,7.707477371471068e-09,1.800405933961685e-06,6.699833634961375e-07,6.92307875665405e-09,1.2073715575545351e-08,6.243436198551821e-13
3.761854137715336e-09,0.09584599318301823,3.76,0.0,0.5530808195919233,0.9999598487646688,1.8907566306393446e-08,7.309030730012658e-07,0.0006232189366841643,0.000591823063446366,1.1243069270188983e-05,8.503980423970423e-10,2.0813471182730223e-10,2.807109125668505e-05,2.9118485169390467e-05,1.6155957434322479e-06,9.67486076043209e-07,8.665756179452396e-06,8.020636325640871e-09,1.9230362536884618e-06,7.14915553566484e-07,7.287820674250673e-09,1.2624124832357308e-08,6.77915804280306e-13
3.846147817726611e-09,0.09584624651470273,3.76,0.0,0.553066501544681,0.9999582362933729,2.0621482669458235e-08,7.794313243494808e-07,0.0006372119903717095,0.0006043936954370255,1.1620929739154262e-05,8.858458155839828e-10,2.1273293345001707e-10,2.9262114684509538e-05,3.0378195174997413e-05,1.7241407893565943e-06,1.0224667891878032e-06,8.86061622257236e-06,8.340853963058496e-09,2.0509293224233585e-06,7.617259086767255e-07,7.664906988026926e-09,1.3186391411911228e-08,7.351692055144422e-13
3.9304414977378864e-09,0.09584649992034175,3.76,0.0,0.5530521753937637,0.9999565930106189,2.2447818486675067e-08,8.299913342222031e-07,0.0006512075741804961,0.0006169351221666769,1.2007349074174462e-05,9.218609517110921e-10,2.1732251778054203e-10,3.0474422936787758e-05,3.166197904758163e-05,1.8373297947108341e-06,1.0790862973981859e-06,9.05552312375645e-06,8.668292241914488e-09,2.18418025333262e-06,8.104456171796347e-07,8.054617190723322e-09,1.3760490744492268e-08,7.963136823058652e-13
4.0147351777491615e-09,0.0958467534014867,3.76,0.0,0.5530378409480281,0.9999549189465367,2.4391221250646758e-08,8.82618966797045e-07,0.0006652057761419268,0.0006294474103825912,1.2402518269458995e-05,9.584349758555468e-10,2.2190346134069153e-10,3.170781784485462e-05,3.296968187216985e-05,1.955250656790258e-06,1.1373441633647206e-06,9.25047783765965e-06,9.003116619787398e-09,2.3228832635641927e-06,8.611054585818305e-07,8.457237094180504e-09,1.434639851249869e-08,8.615696365227969e-13
4.183322537771712e-09,0.09584726059644895,3.76,0.0,0.5530091464114812,0.9999514785958125,2.8648220359214514e-08,9.94218902936117e-07,0.0006932103864449147,0.0006543848374790727,1.3219866250496322e-05,1.0332262796751324e-09,2.3103941355399352e-10,3.423708178058831e-05,3.5656228215750495e-05,2.205636794612448e-06,1.2587706482253715e-06,9.640534469040618e-06,9.69560130882161e-09,2.6170179472995444e-06,9.683666335902317e-07,9.302380697742667e-09,1.5553543398684705e-08,1.0053530293442707e-12
4.335051161792007e-09,0.09584771734550107,3.76,0.0,0.552983291059187,0.9999482773139703,3.292815327403878e-08,1.1020831539139752e-06,0.0007184243718018142,0.0006767295345543802,1.3987303517276477e-05,1.1023668291512833e-09,2.3923218957393617e-10,3.658357551642341e-05,3.815438292639619e-05,2.4480378397862895e-06,1.3736430777238502e-06,9.991758316836538e-06,1.0345819561866063e-08,2.9013123317661265e-06,1.071837470863558e-06,1.0110156885553896e-08,1.668012017036513e-08,1.1512623815766037e-12
4.4867797858123016e-09,0.0958481743628578,3.76,0.0,0.5529574058962469,0.9999449767773945,3.766330425963891e-08,1.2171892457349434e-06,0.0007436482058415879,0.0006989808537582067,1.4786023300922785e-05,1.1731908082742225e-09,2.473969272673178e-10,3.899537005118666e-05,4.0727657629611254e-05,2.7071121157430587e-06,1.4937949560205172e-06,1.0343151442123404e-05,1.1022672851627044e-08,3.204696411987093e-06,1.1820546813609037e-06,1.0964491614936307e-08,1.7844590568855132e-08,1.3144512012723557e-12
4.6385084098325965e-09,0.09584863165720388,3.76,0.0,0.552931489838306,0.9999415771682009,4.288362381652138e-08,1.3397345536140368e-06,0.0007688823982853414,0.0007211391787295978,1.5617108977566862e-05,1.2456522479898085e-09,2.5553361556859493e-10,4.1471358254293395e-05,4.3375173896134225e-05,2.98335261674946e-06,1.6192075828688752e-06,1.0694719034302596e-05,1.1727218031267945e-08,3.5276880658715037e-06,1.2991834173557476e-06,1.1867276844280196e-08,1.9046823115733e-08,1.496648138125897e-12
4.7902370338528915e-09,0.09584908923712109,3.76,0.0,0.5529055418105524,0.9999380786702918,4.8619858093585735e-08,1.4699131124760156e-06,0.0007941274568930643,0.0007432048914882366,1.6481634355811735e-05,1.319706139258877e-09,2.636422459517237e-10,4.4010446741340556e-05,4.609606044286579e-05,3.2772467479756075e-06,1.7498585721326481e-06,1.1046466176040786e-05,1.2460529638180504e-08,3.870796245659936e-06,1.4233847962838082e-06,1.2820468726235102e-08,2.0286689758046007e-08,1.6997317855407854e-12
4.9419656578731864e-09,0.09584954711108858,3.76,0.0,0.5528795607479758,0.9999344814693244,5.490353517931714e-08,1.6079156531511772e-06,0.0008193838871280177,0.0007651783724414591,1.73806634215171e-05,1.3953084139157818e-09,2.7172281236952413e-10,4.661155571369842e-05,4.8889453078325175e-05,3.589276373629215e-06,1.8857222363299695e-06,1.1398397844629992e-05,1.3223696536440212e-08,4.234521088222309e-06,1.5548159596891368e-06,1.382608704588514e-08,2.156406607855522e-08,1.9257411866455674e-12
5.093694281893481e-09,0.09585000528748426,3.76,0.0,0.5528535455955913,0.9999307857526791,6.176695154504387e-08,1.7539296381737373e-06,0.0008446521918568927,0.0007870600003912541,1.8315250117221165e-05,1.4724159259091984e-09,2.797753111934759e-10,4.927361880014504e-05,5.1754494648670595e-05,3.919917864553969e-06,2.0267699348934497e-06,1.1750518913331552e-05,1.4017818924347334e-08,4.619354024013839e-06,1.6936301314202197e-06,1.488621464243131e-08,2.2878831516465067e-08,2.1768868382955303e-12
5.245422905913776e-09,0.09585046377458514,3.76,0.0,0.5528274953086303,0.9999269917094266,6.924315863524588e-08,1.908139297197778e-06,0.0008699328710818431,0.0008088501525412485,1.9286438152364178e-05,1.5509864329091788e-09,2.877997411555107e-10,5.19955829004676e-05,5.469033498426114e-05,4.269642145314073e-06,2.172970390067489e-06,1.2102834152704438e-05,1.4844005663761658e-08,5.0257778847371e-06,1.8399766751019344e-06,1.6002996816773344e-08,2.4230869598524914e-08,2.4555621920653856e-12
5.397151529934071e-09,0.09585092258056865,3.76,0.0,0.5528014088527051,0.9999230995302976,7.736594960677191e-08,2.0707256620275964e-06,0.0008952264217024984,0.0008305492045036748,2.0295260842437596e-05,1.6309785782822593e-09,2.957961032916995e-10,5.47764080310487e-05,5.76961308467646e-05,4.638914740761221e-06,2.3242899723258425e-06,1.2455348231917808e-05,1.5703371909159116e-08,5.454267009696821e-06,1.994001150875263e-06,1.7178640726367256e-08,2.5620068180797848e-08,2.764355669581601e-12
5.548880153954366e-09,0.09585138171351328,3.76,0.0,0.5527752852039446,0.9999191094076504,8.61698462130687e-08,2.241866601274582e-06,0.0009205333373042989,0.0008521575303063179,2.1342740973452446e-05,1.712351873421611e-09,3.037644008868048e-10,5.7615067172377e-05,6.077104587679273e-05,5.0281958221016015e-06,2.4806929589903097e-06,1.2808065720048061e-05,1.659703699558742e-08,5.905287350885496e-06,2.1558453714252263e-06,1.841541476964762e-08,2.704631970104145e-08,3.106063193950802e-12
5.700608777974661e-09,0.09585184118139932,3.76,0.0,0.5527491233491094,0.99991502153544,9.569008583172883e-08,2.42173685464673e-06,0.0009458541079704428,0.0008736755023994432,2.242989068906123e-05,1.795066680424819e-09,3.117046394195159e-10,6.0510546118451746e-05,6.391425054205487e-05,5.437940252472211e-06,2.642141768761356e-06,1.316099108736069e-05,1.7526122555637758e-08,6.379296576818251e-06,2.325647457306598e-06,1.9715647961760618e-08,2.8509521441763153e-08,3.483701244305032e-12
5.852337401994956e-09,0.09585230099210992,3.76,0.0,0.5527229222856863,0.9999108361091869,1.0596260863340264e-07,2.6105080668772518e-06,0.0009711892201151194,0.0008951034916627014,2.355771139803593e-05,1.8790841951113367e-09,3.1961682650889624e-10,6.34618433280476e-05,6.712492208601952e-05,5.868597632036687e-06,2.8085971745005874e-06,1.3514128706576987e-05,1.849175084041382e-08,6.876744175137448e-06,2.503541891578172e-06,2.108172930308571e-08,3.0009575803977074e-08,3.900520438904369e-12
6.004066026015251e-09,0.0958527611534317,3.76,0.0,0.5526966810219626,0.9999065533259461,1.170240448910715e-07,2.80834882129605e-06,0.0009965391563362524,0.00091644186741201,2.4727193700352255e-05,1.9643664303742925e-09,3.2750097186223645e-10,6.646796977781914e-05,7.040224447707706e-05,6.320612342607207e-06,2.9800184960433203e-06,1.3867482854125874e-05,1.9495043225853104e-08,7.398071553998998e-06,2.689659573751653e-06,2.2516107141692726e-08,3.154639059172932e-08,4.36001965397587e-12
6.155794650035546e-09,0.09585322167305571,3.76,0.0,0.5526703985770846,0.9999021733842774,1.2891170242834577e-07,3.0154246730486087e-06,0.0010219043952860172,0.0009376909974064128,2.5939317330164814e-05,2.050876199860596e-09,3.35357087224007e-10,6.95279488172208e-05,7.37454083581962e-05,6.794423591800113e-06,3.1563637747870927e-06,1.4221057711380867e-05,2.053711888623848e-08,7.943712142255225e-06,2.8841278730628484e-06,2.40212885308416e-08,3.3119879307426035e-08,4.865960684004778e-12
6.307523274055841e-09,0.09585368255857811,3.76,0.0,0.5526440739810998,0.999897696484215,1.4166355420531365e-07,3.231898181967191e-06,0.001047285411557426,0.0009588512478549122,2.719505111399541e-05,2.1385771019729616e-09,3.431851863257e-10,7.26408160252149e-05,7.715361099706564e-05,7.290465456733286e-06,3.3375899317653278e-06,1.4574857365882435e-05,2.1619093617174063e-08,8.514091488450244e-06,3.087070681073534e-06,2.559983858259995e-08,3.472996145798011e-08,5.422383448327892e-12
