Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),H(5),O(6),H2(7),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),CH2O(19),F(37),HF(38),CHF(40),CHF3(41),CF2(42),CF3(44),CHFO(46),CF2O(48),CF(49),CFO(50),CHFCF2(54),CH2CF2(56),C2HF(57),CF2CF2(60),CHF2-CH2(63),CH3-CF2(64),CHF2-CHF(66),CH2F-CF2(67),CHF2-CF2(68),CHFCF[Z](71),CF2CH(72),CHF2(81),FC1OO1(129),[O]C([O])F(131),CHO2(135),CFO2(136),CF2O2(144),[O]OC(F)F(163),FC(F)C(F)F(164),[O]C(F)F(170),[O]O[C](F)F(171),O2(177),O[C](F)F(232),C2F4O2(248),FC1OC1(F)F(275),F[C]C(F)F(316),C2HF4O2(419),CF3O2(433),C2HF3O(474),C2H2F3O2(649),C2HF2O3(898),FC1(F)OO1(924),C2HF2O(1009),C2H2F3(1097),FC1(F)CO1(1188),C2H3F2O2(1290),[C]#CF(2151),C2HF(2152),CHF(86),CF2(87),F[C]C(F)F(180),CH2F(89),C2HF(510),C2HFO(390),C2H2(70),HCCO(68),C2HFO3(2756),C2HFO2(557),CH2CO(75)
1.1285243372027153e-06,0.09023569918411956,3.76,0.0,0.7630384615768059,0.9994776732773398,9.115556632090132e-05,9.890801227703317e-06,9.203778194750896e-06,5.618309873236313e-06,0.00011143919570534398,1.7101212488046602e-05,3.46071365010711e-08,3.988012478465585e-08,0.00015235391777770492,1.7475990386373558e-15,2.9559357864299324e-11,1.8765707060809275e-07,0.00032881328906550006,2.018881437361196e-09,5.54383965886893e-07,6.563875246046886e-13,2.055332821491766e-11,1.170125444566465e-06,3.85853729937658e-05,3.865730866989995e-08,8.77916176929421e-09,2.166470482939137e-07,7.904721641317053e-10,2.9726179325258807e-15,7.560053913224125e-12,3.027645985262934e-14,5.410643624408542e-14,1.4390765247443725e-09,3.617489384094367e-11,2.995162083395515e-10,2.923036851891709e-15,3.4413078821195654e-14,0.00033386059674722873,1.409734973969677e-09,2.5364469435147534e-12,7.832006171267085e-12,8.53915916124582e-06,5.353215421544309e-13,1.7805476383737738e-05,1.0423532182168789e-06,3.652682106789146e-09,3.001438363848194e-14,0.00025325446918309424,2.2609695636592136e-11,6.878426099568818e-23,6.370456806876792e-15,3.049464875943128e-12,4.107432881088851e-12,1.2403831147518778e-12,9.802775379327535e-18,3.391549135026141e-12,2.269425528798875e-14,1.8091763819339814e-10,3.2712285733998575e-13,1.898013754070605e-09,8.060536277173062e-16,2.609816780501174e-15,3.592563419022807e-21,2.4211147005522588e-29,1.4765802121466677e-05,1.10822910922746e-07,2.2667464877451976e-09,1.785154331590643e-08,8.002230117826401e-22,1.3114779255698318e-17,1.3079047953017698e-19,5.309212414472712e-20,2.341748849876083e-22,2.43106119143823e-17,9.855942143561238e-21
1.136756568053998e-06,0.09023573763996082,3.76,0.0,0.7630333620020173,0.9994751407244387,9.233128154663683e-05,9.93928262769646e-06,9.208031384235453e-06,5.630285887334865e-06,0.00011240281427107273,1.7236442141123287e-05,3.515633933722285e-08,4.084055266877267e-08,0.00015363369868299194,1.7946662057042713e-15,3.026934861258649e-11,1.8763941302186475e-07,0.0003313928822659673,2.0254461100874956e-09,5.638620445259495e-07,6.64177423864395e-13,2.111928423761498e-11,1.1934640056329747e-06,3.9246025583648755e-05,3.907150971450636e-08,8.82153133559604e-09,2.2132685555927803e-07,8.073719057347416e-10,3.0765314526664824e-15,7.878824775118651e-12,3.0951137829304864e-14,5.5333679851796206e-14,1.4552825759699443e-09,3.6715576953505745e-11,3.1007970991550927e-10,2.9858968492374753e-15,3.513541843279617e-14,0.0003367623479112627,1.4097646233778623e-09,2.536422791328587e-12,7.831783817790687e-12,8.538341314012418e-06,5.476562173596964e-13,1.7963332030607426e-05,1.069618356481158e-06,3.6844311817071483e-09,3.05413032975984e-14,0.0002532538203065376,2.2931010702064944e-11,7.168455488973681e-23,6.511745143454407e-15,3.1018126540505047e-12,4.252552711758481e-12,1.275162326140108e-12,1.0035825671482094e-17,3.4555830003200214e-12,2.3326364644240703e-14,1.8515842372345476e-10,3.3608205692625266e-13,1.933788289189158e-09,8.305173881460007e-16,2.6691553914692004e-15,3.7279478073260845e-21,2.5222033602887396e-29,1.476539909658828e-05,1.1298610980039749e-07,2.306968531415652e-09,1.8034334109869327e-08,8.299950315284258e-22,1.344872950591994e-17,1.364009891531852e-19,5.523007658026947e-20,2.4013736992477896e-22,2.511821986970304e-17,1.0321867132865551e-20
1.1449887989052807e-06,0.09023577609616437,3.76,0.0,0.7630282556588344,0.9994726023732219,9.35127470256107e-05,9.987727381996797e-06,9.212283626513308e-06,5.64224515070059e-06,0.00011336686770351719,1.7371654940195024e-05,3.570995518058993e-08,4.181759445074943e-08,0.000154913441433264,1.8426113071418815e-15,3.099006558903477e-11,1.8762173717302658e-07,0.0003339727117541562,2.0319176496290763e-09,5.734192006269972e-07,6.720010340798319e-13,2.1695977744487174e-11,1.2170954693785557e-06,3.9912400798906494e-05,3.9487125836238854e-08,8.863535713411266e-09,2.2607144015316875e-07,8.245345381533797e-10,3.1833068327131145e-15,8.208389257414489e-12,3.1636860848670896e-14,5.6581265028236907e-14,1.4715149402688878e-09,3.7259778346708764e-11,3.209221438366943e-10,3.0495991021139092e-15,3.586759408824145e-14,0.00033966370989611425,1.4097900918553013e-09,2.536395526986296e-12,7.83156110441663e-12,8.53752265767043e-06,5.601693417732287e-13,1.8121167380838778e-05,1.0973572158277127e-06,3.7161757367627223e-09,3.1072747160955795e-14,0.00025325317706277725,2.3254410782301925e-11,7.468304939425279e-23,6.655061198084005e-15,3.154610853799149e-12,4.401511251247656e-12,1.3106135327772798e-12,1.0272689494549325e-17,3.520167651649808e-12,2.3970673504512555e-14,1.89461701136868e-10,3.4521145807188815e-13,1.969869913584789e-09,8.555516598688957e-16,2.729479081475118e-15,3.8673720049461555e-21,2.6267743403943177e-29,1.4764995433171309e-05,1.1517502253093081e-07,2.3475393588809475e-09,1.8217146133328906e-08,8.606412221105918e-22,1.378899628041428e-17,1.4220958314730837e-19,5.743924950225048e-20,2.4621261163207567e-22,2.594630984786192e-17,1.080648860703177e-20
1.1533966563795309e-06,0.09023581537311415,3.76,0.0,0.763023033396367,0.9994700038926274,9.472534905093992e-05,1.0037168627537395e-05,9.216625671067859e-06,5.6544431618928386e-06,0.00011435193700793196,1.750973473585563e-05,3.627993761384336e-08,4.2832827991572706e-08,0.000156220446714399,1.8924955070851983e-15,3.173730149312803e-11,1.8760366736667606e-07,0.00033660782565659127,2.0384321756011827e-09,5.832618120982818e-07,6.800263078512461e-13,2.2296175353639317e-11,1.2415350477353092e-06,4.0598898731103976e-05,3.991306859902434e-08,8.906069584996743e-09,2.3098453416019347e-07,8.423377781667098e-10,3.2953753240390203e-15,8.556412614861364e-12,3.234875438858053e-14,5.7876724836512e-14,1.4881206235152985e-09,3.781921574679406e-11,3.322888428539259e-10,3.1155358655257715e-15,3.6625627069333297e-14,0.0003426265523856444,1.4098120356508917e-09,2.5363646517770535e-12,7.831333292441643e-12,8.536685789165065e-06,5.731346453574327e-13,1.828234816874968e-05,1.126181014229136e-06,3.748592695238568e-09,3.1620194175560734e-14,0.00025325251888960536,2.358686160391235e-11,7.784948499053376e-23,6.803542297763588e-15,3.2090002793592567e-12,4.5576794515235864e-12,1.3475221940775209e-12,1.0518581349937408e-17,3.5866954627833335e-12,2.4641465697523713e-14,1.9392165653528686e-10,3.5471331398103014e-13,2.0070364911564874e-09,8.817194105825376e-16,2.792119226354287e-15,4.014034522447991e-21,2.737270161205996e-29,1.476458256115258e-05,1.1743729993817722e-07,2.389335388335827e-09,1.8403877159781348e-08,8.928634192941921e-22,1.414313863814543e-17,1.483523312083835e-19,5.97710374102378e-20,2.5253557078376696e-22,2.6813609754428126e-17,1.13213930630392e-20
1.161804513853781e-06,0.0902358546503335,3.76,0.0,0.7630178040858202,0.9994673993755019,9.594394038743813e-05,1.0086573196120644e-05,9.220966846680174e-06,5.666625459885742e-06,0.00011533745963392021,1.7647796465626625e-05,3.685452436034979e-08,4.3865795235861533e-08,0.0001575274119070166,1.943315849242027e-15,3.24958704669566e-11,1.8758558236889986e-07,0.00033924319084279456,2.044851685285293e-09,5.931867824819353e-07,6.880866576089926e-13,2.2907811773975258e-11,1.266283437753779e-06,4.129136439718232e-05,4.034048582936666e-08,8.948243302968596e-09,2.359660569215455e-07,8.604215467361598e-10,3.410553900192927e-15,8.916281401865312e-12,3.307245494106956e-14,5.919393599643825e-14,1.5047534735057924e-09,3.838231168893901e-11,3.4395674747280215e-10,3.1823635885677178e-15,3.7394091326718237e-14,0.0003455889576867747,1.4098301048391974e-09,2.536330892816802e-12,7.831105159213834e-12,8.535848247646618e-06,5.862881643773068e-13,1.844350602406515e-05,1.1555074131269837e-06,3.781004596251177e-09,3.217235106907297e-14,0.0002532518589110723,2.392148544761164e-11,8.112368968810873e-23,6.954167893539119e-15,3.2638593238529212e-12,4.717993137814965e-12,1.3851470263738261e-12,1.076852904566909e-17,3.653791235152676e-12,2.5325278438057757e-14,1.9844753893572437e-10,3.6439678288365495e-13,2.044519734449895e-09,9.085037273945356e-16,2.8558127608389603e-15,4.165102966329361e-21,2.8516022819645e-29,1.4764169143626893e-05,1.197266509646241e-07,2.4314945038738738e-09,1.8590624309160802e-08,9.260380830464758e-22,1.4504066228658825e-17,1.5471353149514897e-19,6.218115225037106e-20,2.58979652663044e-22,2.7703095285417982e-17,1.1857127103630661e-20
1.1702123713280312e-06,0.09023589392776783,3.76,0.0,0.7630125677331003,0.9994647888235941,9.716851667075555e-05,1.0135941779875684e-05,9.225307203149885e-06,5.6787928464611e-06,0.00011632343544012478,1.778583988539763e-05,3.743371590195014e-08,4.49167020068497e-08,0.00015883433688409934,1.9950826899446117e-15,3.326584520469104e-11,1.8756748389067251e-07,0.0003418788097591045,2.051177240494454e-09,6.03194046330857e-07,6.961820359035635e-13,2.3531007744716714e-11,1.2913422908647494e-06,4.198979690567368e-05,4.076937670807536e-08,8.990067127189901e-09,2.4101644115711273e-07,8.787890580607523e-10,3.5289070136832962e-15,9.288299700102247e-12,3.38081085138492e-14,6.053317088238581e-14,1.5214133631461408e-09,3.8949060440230206e-11,3.559310946252739e-10,3.2500885890490986e-15,3.817307425680184e-14,0.0003485509103218369,1.4098445237761629e-09,2.5362944190222626e-12,7.83087673362675e-12,8.535010108808876e-06,5.99630938277285e-13,1.8604640076147877e-05,1.1853406755551775e-06,3.813411269733899e-09,3.2729213078887674e-14,0.0002532511974903807,2.425828121427308e-11,8.450842967920976e-23,7.106952794167521e-15,3.319187869556494e-12,4.8825245108513295e-12,1.4234957308045888e-12,1.1022572127033741e-17,3.721451604362275e-12,2.6022262164682548e-14,2.0303971987061618e-10,3.742639416560502e-13,2.082317767982956e-09,9.359156799740826e-16,2.9205728961914457e-15,4.320676627163626e-21,2.969877005810546e-29,1.4763755233833367e-05,1.220432021522779e-07,2.4740163253442624e-09,1.877738470230679e-08,9.601862032274938e-22,1.4871879911807547e-17,1.612993544286957e-19,6.467169588029923e-20,2.6554665711687926e-22,2.861519030763408e-17,1.2414388587360662e-20
1.1786202288022814e-06,0.09023593320536243,3.76,0.0,0.7630073243439731,0.9994621722391174,9.8399073613608e-05,1.018527501883795e-05,9.229646784609904e-06,5.6909460730751985e-06,0.00011730986428990718,1.792386475160807e-05,3.801751270441308e-08,4.5985755412875176e-08,0.00016014122152880562,2.047806435683663e-15,3.404729826230426e-11,1.875493735123846e-07,0.0003445146848612575,2.057409892901523e-09,6.132835379044309e-07,7.043123940071026e-13,2.41658842115067e-11,1.3167132551837292e-06,4.269419533494536e-05,4.119974041831473e-08,9.031551164051669e-09,2.4613611905352884e-07,8.974435453579113e-10,3.650500023303272e-15,9.672776678914372e-12,3.455586217473198e-14,6.189470394752555e-14,1.5381001742370815e-09,3.951945630136204e-11,3.6821715971886495e-10,3.3187172238495494e-15,3.8962663887624895e-14,0.0003515123949862657,1.4098555043554037e-09,2.5362553895291864e-12,7.830648041645475e-12,8.534171442494383e-06,6.131640021800071e-13,1.876574946529069e-05,1.2156850598953271e-06,3.8458125475584945e-09,3.329077537184039e-14,0.00025325053454015216,2.459724772908312e-11,8.800651739923514e-23,7.261911800752856e-15,3.3749857966168878e-12,5.051346302440178e-12,1.4625760223136435e-12,1.1280750259172837e-17,3.789673181040978e-12,2.6732568229807878e-14,2.076985692977032e-10,3.843168798872655e-13,2.120428702473019e-09,9.63966488058196e-16,2.9864129450360425e-15,4.4808563149877894e-21,3.092202824419767e-29,1.4763340880811252e-05,1.243870798875662e-07,2.516900467802605e-09,1.8964155557475267e-08,9.953290805775223e-22,1.5246681615035114e-17,1.681160989691013e-19,6.72448121644679e-20,2.7223840304008273e-22,2.9550324810704164e-17,1.2993893595108242e-20
1.1954359437507815e-06,0.090236011760814,3.76,0.0,0.7629968164789186,0.9994569209810302,0.00010087811267715136,1.0283837779739811e-05,9.23832377361959e-06,5.715212817721724e-06,0.00011928408059358044,1.8199857851595603e-05,3.9198923872813855e-08,4.8179137085113674e-08,0.00016275486939955732,2.1561665249940484e-15,3.564492885670097e-11,1.8751312278980106e-07,0.00034978721348722925,2.0696006448622135e-09,6.337089397845394e-07,7.206778490175785e-13,2.547116343758543e-11,1.3683980925370172e-06,4.412088611778787e-05,4.206488307372584e-08,9.113539527790926e-09,2.5658508181749457e-07,9.356264757493602e-10,3.903671855222734e-15,1.0480369642043168e-11,3.6088263360619254e-14,6.468577289355839e-14,1.5715541306729247e-09,4.0671166717402644e-11,3.9374573965835704e-10,3.4587110225052964e-15,4.057401854491521e-14,0.0003574338999937732,1.409867939655946e-09,2.5361702557738283e-12,7.830189952800732e-12,8.53249278049491e-06,6.408051188214841e-13,1.9087890866884726e-05,1.2779242036278019e-06,3.910598252732889e-09,3.4427981151330433e-14,0.000253249204050032,2.5281687981248243e-11,9.535422482992735e-23,7.578411323363935e-15,3.4879893046916303e-12,5.4021547517750095e-12,1.5429622945535083e-12,1.1809670941228929e-17,3.927786279496552e-12,2.8193757512758755e-14,2.1721774557607214e-10,4.0498851880357264e-13,2.197581650728638e-09,1.0220303258194732e-15,3.1213865441725932e-15,4.815444884762135e-21,3.3494531405978755e-29,1.4762511022359698e-05,1.29157319737767e-07,2.6037541505912053e-09,1.9337717993615873e-08,1.0686859200247195e-21,1.6017662226531274e-17,1.8246821997004193e-19,7.264755580187769e-20,2.860034917927523e-22,3.1491463981824665e-17,1.4222594394025564e-20
1.2122516586992816e-06,0.09023609031625152,3.76,0.0,0.7629862805342623,0.9994516456185368,0.0001033810246455359,1.0382265642399377e-05,9.246998067132273e-06,5.7394307812465495e-06,0.00012126010752916376,1.8475773826900742e-05,4.0398761262851724e-08,5.044762317781148e-08,0.00016536835476435376,2.2684803908817403e-15,3.728933987873406e-11,1.874768405404275e-07,0.00035506079652730156,2.081432150449846e-09,6.544624562906673e-07,7.371826081774217e-13,2.6824621078227284e-11,1.4213510648587017e-06,4.55714287681372e-05,4.293590728898525e-08,9.194286160030303e-09,2.673163916471117e-07,9.749965820904803e-10,4.170611070875285e-15,1.134163902103342e-11,3.767085629809261e-14,6.756938021901118e-14,1.6051145662352363e-09,4.183739797987315e-11,4.205854661737999e-10,3.602396633435403e-15,4.2228872235049533e-14,0.0003633533534624453,1.4098688757324102e-09,2.5360765899832546e-12,7.829731062056164e-12,8.530812717202393e-06,6.692197089206616e-13,1.9409923552167732e-05,1.342258814205262e-06,3.9753604020119935e-09,3.558392844709855e-14,0.00025324786744295656,2.5974795440757716e-11,1.0319026973257402e-22,7.903784793545661e-15,3.6028688465296652e-12,5.771011051583083e-12,1.6263678338747784e-12,1.2355610792366916e-17,4.068102941136535e-12,2.9710076061542156e-14,2.2700799600421907e-10,4.2642867982495847e-13,2.2759632019322073e-09,1.0827881102563003e-15,3.2608420962630787e-15,5.1697067366075706e-21,3.6242670680802065e-29,1.4761679886547518e-05,1.340383783569095e-07,2.6920523718958397e-09,1.9711291210342418e-08,1.1462854656722983e-21,1.6817845207691975e-17,1.978229825574463e-19,7.840740824808835e-20,3.00289857499341e-22,3.3530080139039074e-17,1.554934386808167e-20
1.2290673736477817e-06,0.0902361688712387,3.76,0.0,0.7629757165518694,0.9994463461691769,0.00010590777751992828,1.0480562085887764e-05,9.255669850798482e-06,5.763604389572682e-06,0.0001232379441283825,1.8751610745652542e-05,4.161702800638048e-08,5.2792917446732566e-08,0.00016798167699131082,2.3848331272840615e-15,3.8981106681515764e-11,1.874405355306634e-07,0.0003603354538927855,2.0929124570982034e-09,6.755435508895908e-07,7.538262369389569e-13,2.8227231888985587e-11,1.4755852288371471e-06,4.704581483068319e-05,4.3812806564083836e-08,9.273866386873557e-09,2.783334859162689e-07,1.0155804045588224e-09,4.451874757389579e-15,1.2259249710496964e-11,3.930485559058245e-14,7.054779636776118e-14,1.638780830091435e-09,4.301810560263405e-11,4.4877993424861006e-10,3.7498263419202345e-15,4.392795205074966e-14,0.00036927063843997964,1.4098596117577409e-09,2.535975364800559e-12,7.829271512010157e-12,8.52913163776519e-06,6.984158991477877e-13,1.9731840988808305e-05,1.4087227813579717e-06,4.0400977108767234e-09,3.6758576245551034e-14,0.0002532465247391004,2.6676558245669713e-11,1.1153889338116369e-22,8.23815047417256e-15,3.719623386755119e-12,6.158516276209262e-12,1.7128548403016253e-12,1.2918891360121337e-17,4.210595223320082e-12,3.1282769171312196e-14,2.3707222410546566e-10,4.486545587133489e-13,2.355557783026998e-09,1.1463352579443047e-15,3.4048897523057888e-15,5.544505859089488e-21,3.917596488056347e-29,1.476084774114542e-05,1.3903126089809399e-07,2.7817918694211254e-09,2.008485617042037e-08,1.2283098800753986e-21,1.764808513018177e-17,2.1423570969986108e-19,8.454311647182728e-20,3.1511274951585516e-22,3.5669845326591656e-17,1.6980579099311343e-20
1.2458830885962818e-06,0.09023624742533978,3.76,0.0,0.7629651245721489,0.9994410226507959,0.0001084583400713731,1.0578729989799917e-05,9.264339254340262e-06,5.787737488904063e-06,0.0001252175894564249,1.9027366681809373e-05,4.285372696900327e-08,5.521674431765162e-08,0.00017059483555085728,2.5053106531623453e-15,4.0720802333408064e-11,1.8740421522294258e-07,0.00036561120557586867,2.104049453050971e-09,6.96951682398568e-07,7.70608281941821e-13,2.967997360183779e-11,1.5311135805371586e-06,4.854403538119358e-05,4.469557438993342e-08,9.352353146481727e-09,2.8963979276477486e-07,1.0574047698326901e-09,4.7480357159409885e-15,1.3235954215365461e-11,4.099149232171077e-14,7.362332424382046e-14,1.6725523866382845e-09,4.421324553232478e-11,4.783733459572004e-10,3.901053066580907e-15,4.567199519646307e-14,0.0003751856400004204,1.4098413004507789e-09,2.535867442019291e-12,7.828811423010107e-12,8.527449869006676e-06,7.284017498407914e-13,2.0053636771698304e-05,1.4773499125527866e-06,4.104808917125852e-09,3.7951882458476473e-14,0.00025324517593662863,2.7386963484879035e-11,1.2042513369715507e-22,8.581626543836518e-15,3.8382518567251266e-12,6.565279883540688e-12,1.8024857132216477e-12,1.3499836038070209e-17,4.355234860530566e-12,3.2913097935931916e-14,2.474133093044844e-10,4.716835704998087e-13,2.4363496421286813e-09,1.212769777906647e-15,3.553641247110766e-15,5.940732724172775e-21,4.230432528780894e-29,1.476001481209744e-05,1.4413696974657527e-07,2.8729692979936396e-09,2.045839508765927e-08,1.314946732644192e-21,1.850925392527192e-17,2.3176403025030444e-19,9.107417058439468e-20,3.3048772675710963e-22,3.7914538594416864e-17,1.8523073424007858e-20
1.262698803544782e-06,0.0902363259781194,3.76,0.0,0.7629545046343007,0.999435675081534,0.00011103268169699667,1.0676771709718327e-05,9.27300636136785e-06,5.811833418204007e-06,0.00012719904260039206,1.930303971437114e-05,4.4108860749801754e-08,5.7720848681950966e-08,0.00017320782999851025,2.629999715830693e-15,4.250899761189786e-11,1.8736788599925114e-07,0.0003708880716294863,2.1148508703315463e-09,7.186863050448295e-07,7.875282719653252e-13,3.118382676725333e-11,1.5879490533752636e-06,5.0066081035190336e-05,4.558420423496973e-08,9.429817050567192e-09,3.012387309398886e-07,1.1004967810051055e-09,5.059682731620459e-15,1.4274593889985572e-11,4.2732013697353414e-14,7.679829853915438e-14,1.7064288057126507e-09,4.542277411864447e-11,5.094105001312732e-10,4.0561303548008685e-15,4.74617489308412e-14,0.0003810982450094524,1.4098149653651318e-09,2.5357535859231724e-12,7.828350897034391e-12,8.525767689464956e-06,7.591852566508018e-13,2.0375304607952815e-05,1.5481739310397837e-06,4.169492778293032e-09,3.9163803911631754e-14,0.0002532438210402804,2.8105997259829182e-11,1.2987483649860174e-22,8.934331085143325e-15,3.958753155104444e-12,6.991919572011717e-12,1.8953230411846015e-12,1.4098770013517082e-17,4.501993294328112e-12,3.4602339483632686e-14,2.580341075471202e-10,4.955333526032468e-13,2.5183228651473253e-09,1.2821923109326294e-15,3.707209866597955e-15,6.359304790307412e-21,4.563806703499145e-29,1.4759181290731012e-05,1.4935650444917448e-07,2.9655812286697053e-09,2.083189131623814e-08,1.4063890972140367e-21,1.940224077633454e-17,2.5046794608134664e-19,9.802082402569044e-20,3.4643065576417636e-22,4.026804804833163e-17,2.0183949565174764e-20
1.279514518493282e-06,0.09023640452914276,3.76,0.0,0.7629438567765188,0.9994303034798467,0.00011363077230088525,1.0774689140042095e-05,9.281671216984273e-06,5.835895069462698e-06,0.0001291823026603657,1.9578627926801014e-05,4.538243168089739e-08,6.030699570940334e-08,0.00017582065996150274,2.7589878938948136e-15,4.434626099572262e-11,1.873315533346967e-07,0.00037616607215130787,2.1253242875131267e-09,7.407468685212128e-07,8.045857187777297e-13,3.273977460506487e-11,1.6461045162666005e-06,5.161194195508217e-05,4.6478689534235775e-08,9.506326446731331e-09,3.1313370963353396e-07,1.1448838079884966e-09,5.387420845328771e-15,1.5378100169060984e-11,4.4527682704419613e-14,8.007508509100464e-14,1.7404097540859454e-09,4.6646648094797973e-11,5.419367825847644e-10,4.2151123784255555e-15,4.929797051097808e-14,0.0003870083419323526,1.4097815153714154e-09,2.5356344743908032e-12,7.827890020654033e-12,8.524085337187209e-06,7.907743519922001e-13,2.06968383046145e-05,1.6212284738911082e-06,4.234148069533818e-09,4.03942963304517e-14,0.00025324246005492307,2.8833644737490484e-11,1.3991466667187514e-22,9.296382079717214e-15,4.081126148358542e-12,7.439061145362077e-12,1.9914295922215525e-12,1.471602025821815e-17,4.6508417009908745e-12,3.635178720575995e-14,2.6893745184758117e-10,5.202217678626653e-13,2.6014613911383974e-09,1.3547061686366486e-15,3.865710416532092e-15,6.801167009422724e-21,4.9187920577202935e-29,1.475834733935479e-05,1.5469086164835959e-07,3.0596241477209746e-09,2.120532925448666e-08,1.5028356504130818e-21,2.0327952022248343e-17,2.7040989977225447e-19,1.054041137577712e-19,3.629577089659221e-22,4.273437287792451e-17,2.1970692921514286e-20
1.3131459483902825e-06,0.09023656162418432,3.76,0.0,0.7629224774498347,0.9994194882546537,0.00011889808204420803,1.0970156695171028e-05,9.298994194115535e-06,5.883925150164045e-06,0.00013315423995564058,2.0129542245211914e-05,4.798489298314714e-08,6.573257889535122e-08,0.00018104582524412077,3.0302160804923337e-15,4.817025443246702e-11,1.8725889578781744e-07,0.0003867255571428616,2.1453166832097105e-09,7.858435943459231e-07,8.391109479477692e-13,3.601189970134536e-11,1.7664265551802798e-06,5.477506800778953e-05,4.828520001893128e-08,9.656744146327163e-09,3.3782537653882996e-07,1.2376536702289698e-09,6.093673501931305e-15,1.779189625185057e-11,4.8289592577515324e-14,8.69437104917125e-14,1.8086843487696079e-09,4.9137261010779714e-11,6.116411574530043e-10,4.545010419326222e-15,5.311289590377797e-14,0.0003988205725088712,1.4096964004865796e-09,2.5353828162398322e-12,7.826967498572357e-12,8.52072089732369e-06,8.564007288655912e-13,2.1339478951174897e-05,1.774163238107461e-06,4.363368121413802e-09,4.291081143984002e-14,0.00025323971983619244,3.0314716974255133e-11,1.6187553273483327e-22,1.0048994824106958e-14,4.331482526648095e-12,8.397392954142175e-12,2.19370227969566e-12,1.6006786074648583e-17,4.954691959658321e-12,4.003655741902054e-14,2.9160299870781973e-10,5.721870944252443e-13,2.7711694563169545e-09,1.509434697841199e-15,4.197973957474939e-15,7.758682331144456e-21,5.698103230818223e-29,1.4756678674532216e-05,1.6570801521097324e-07,3.2519884680677306e-09,2.1951972601643824e-08,1.7115646553492147e-21,2.2281258357279724e-17,3.142703124365551e-19,1.215687913560181e-19,3.9783039856013e-22,4.802203314463662e-17,2.59536183911648e-20
1.346777378287283e-06,0.09023671870699779,3.76,0.0,0.7629009868836634,0.9994085771295623,0.0001242600350581784,1.116514050345908e-05,9.316307989440436e-06,5.931843763161866e-06,0.00013713339415240017,2.0680094379262806e-05,5.0661124166762556e-08,7.150801448333921e-08,0.00018627032947518703,3.3197125657802998e-15,5.219728407685972e-11,1.8718627312367282e-07,0.00039728982175844335,2.1640842970352903e-09,8.322373686322658e-07,8.741797488184966e-13,3.9504262610620454e-11,1.8921812926360402e-06,5.803332598583443e-05,5.011505233043218e-08,9.804110132147096e-09,3.6374186925392645e-07,1.3359383020871631e-09,6.871970074629753e-15,2.0502644261150543e-11,5.228762890207778e-14,9.424872642632625e-14,1.8773751693077038e-09,5.168474545364143e-11,6.878609423780289e-10,4.89119289963578e-15,5.712302718756601e-14,0.0004106214657183217,1.4095913785509167e-09,2.535116502667593e-12,7.82604432469766e-12,8.517357862960707e-06,9.253431223195087e-13,2.1981510799166506e-05,1.936421500438486e-06,4.492459563549586e-09,4.550105131347742e-14,0.0002532369553193379,3.1830044251187204e-11,1.8653787448444136e-22,1.0840406411891039e-14,4.589311294730307e-12,9.445438941652359e-12,2.4098091575390882e-12,1.7374783540251796e-17,5.266550715176857e-12,4.397808973766783e-14,3.1543217320960327e-10,6.277270776040029e-13,2.945342954589703e-09,1.677836816055516e-15,4.551379563789311e-15,8.821408575622418e-21,6.57782719417636e-29,1.475500969299272e-05,1.771963430725181e-07,3.450032426488014e-09,2.2698218093725234e-08,1.9428391786543953e-21,2.4376763452323937e-17,3.638963449883737e-19,1.3975297498324365e-19,4.352412333211077e-22,5.381181415394153e-17,3.053952319387121e-20
