Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),H(5),O(6),H2(7),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),CH2O(19),F(37),HF(38),CHF(40),CHF3(41),CF2(42),CF3(44),CHFO(46),CF2O(48),CF(49),CFO(50),CHFCF2(54),CH2CF2(56),C2HF(57),CF2CF2(60),CHF2-CH2(63),CH3-CF2(64),CHF2-CHF(66),CH2F-CF2(67),CHF2-CF2(68),CHFCF[Z](71),CF2CH(72),CHF2(81),FC1OO1(129),[O]C([O])F(131),CHO2(135),CFO2(136),CF2O2(144),[O]OC(F)F(163),FC(F)C(F)F(164),[O]C(F)F(170),[O]O[C](F)F(171),O2(177),O[C](F)F(232),C2F4O2(248),FC1OC1(F)F(275),F[C]C(F)F(316),C2HF4O2(419),CF3O2(433),C2HF3O(474),C2H2F3O2(649),C2HF2O3(898),FC1(F)OO1(924),C2HF2O(1009),C2H2F3(1097),FC1(F)CO1(1188),C2H3F2O2(1290),[C]#CF(2151),C2HF(2152),CHF(86),CF2(87),F[C]C(F)F(180),CH2F(89),C2HF(510),C2HFO(390),C2H2(70),HCCO(68),C2HFO3(2756),C2HFO2(557),CH2CO(75)
1.2322171035165178e-19,0.09023074779831342,3.76,0.0,0.7636088512479409,0.9999999999996039,1.3443523660434049e-44,1.3252070418057465e-32,1.6734045309555888e-29,6.827216533626226e-27,5.086951100126611e-22,7.961268009604847e-19,2.4712497233756947e-34,8.072683195431921e-47,2.746090433101385e-41,4.7000328726429336e-58,5.357602029479027e-67,1.2672021588078459e-24,1.9231172087220937e-17,3.98558889024803e-34,1.0796266645770833e-37,3.6624581931561437e-41,1.368968644810901e-56,1.4061554541050235e-32,1.3251832308803586e-32,1.1597017058985955e-33,1.2384568998939708e-44,8.025159091633885e-42,1.4157680112240465e-37,3.9688224104036896e-56,6.960198832771368e-54,7.207840032676026e-58,5.31677386010575e-56,4.763039679494909e-46,2.904496783489395e-50,1.7880568908333853e-45,1.3574381170547495e-55,1.6695001002152541e-53,7.961268009603806e-19,1.179808460179672e-34,1.5390656491807773e-33,8.667067448805315e-33,1.663157740979229e-29,2.6222518730044424e-37,1.9096150006038863e-31,1.4961022901467721e-40,1.7143734109009656e-33,1.9886303208764416e-39,3.960510539462514e-13,1.3530820950441878e-48,5.678191730198729e-74,6.5220361197715e-61,1.3889434287431258e-51,9.785985738918641e-58,3.1802115301527044e-69,4.4742876723849275e-64,6.522910126144857e-63,1.2701329907950439e-77,1.5343792065256272e-38,4.7401677931462215e-65,8.327955510473371e-50,4.8948382131745825e-58,5.016654488292317e-68,4.7856790574340485e-81,1.1687154353361256e-82,1.923117208720428e-17,5.086951100126599e-22,6.972078281241308e-42,1.2672021502255995e-24,1.0767434493187515e-74,9.10376042897097e-78,7.690251926272242e-97,1.5917797203929678e-83,1.965018483613029e-91,4.095653583092714e-90,1.0410767319361546e-96
2.4655047692428673e-19,0.09023074779831342,3.76,0.0,0.7636088512479409,0.9999999999992075,1.0762993169758102e-43,5.304281758291679e-32,6.677495199390147e-29,1.3660396198988763e-26,1.0178321792868449e-21,1.5929452846320704e-18,9.891439156146488e-34,6.463055093464468e-46,2.198542086679078e-40,3.762884116815995e-57,8.582139136227597e-66,2.535505292360477e-24,3.847905240388342e-17,1.5952742305384175e-33,4.321320246594814e-37,1.465937741343387e-40,1.0961466347347103e-55,5.628286363286974e-32,5.304186450803276e-32,4.6418290934580645e-33,9.915185541095773e-44,3.2121753583175777e-41,5.666761642822805e-37,3.177471142260734e-55,5.573804033568623e-53,5.770654701455633e-57,4.2566519142031774e-55,1.9145245231981388e-45,2.3259530773022693e-49,7.156888919630571e-45,1.0870514239365497e-54,1.3369541030254897e-52,1.5929452846314491e-18,4.7223085364115585e-34,6.160273513426915e-33,3.469085679955339e-32,6.656965278063277e-29,1.0495841262875068e-36,7.643436602697579e-31,5.988308168398174e-40,6.861961428487873e-33,7.959703790170235e-39,7.924462000753416e-13,1.0832884076864916e-47,9.094974896704256e-73,5.221626343601038e-60,1.1122812256806387e-50,7.834740468262942e-57,5.051749813518058e-68,3.582173591882115e-63,1.0447992364332125e-61,4.068987416375014e-76,6.141515676450865e-38,7.592506409612495e-64,6.669118668542634e-49,3.9188468476041954e-57,8.033188281799427e-67,7.663321775115826e-80,1.871975807484216e-81,3.8479052403816744e-17,1.0178321792868406e-21,2.790648313424207e-41,2.5355052580091248e-24,1.7241924127526374e-73,1.457898281132843e-76,4.9101249282296616e-95,5.099983740567307e-82,6.293842878649519e-90,1.3118146411571887e-88,6.671249635860882e-95
4.932080100695567e-19,0.09023074779831342,3.76,0.0,0.7636088512479409,0.9999999999984147,8.61366563475173e-43,2.122403619488953e-31,2.6677710747334076e-28,2.73268503095922e-26,2.036106317835212e-21,3.1865822519739837e-18,3.9578640820720334e-33,5.1724083293767414e-45,1.7595018506094458e-39,3.0114509067571378e-56,1.3739408567628399e-64,5.072111611023585e-24,7.697481303720838e-17,6.383174863050859e-33,1.7290909766646905e-36,5.865660437145454e-40,8.773061793239624e-55,2.2520476635587614e-31,2.122365482691734e-31,1.8573362636181545e-32,7.935161850253137e-43,1.2853047977091712e-40,2.267442787020665e-36,2.5429426121618697e-54,4.461302317311062e-52,4.61827758093686e-56,3.406615214771542e-54,7.725151829577378e-45,1.8617051825403095e-48,2.8636890326523426e-44,8.700817264933493e-54,1.0701051562494294e-51,3.1865822519710882e-18,1.8895385446314674e-33,2.4649118148466402e-32,1.38808613929248e-31,2.663653221095169e-28,4.199703639983402e-36,3.058370244773812e-30,2.396103322808282e-39,2.745678382329688e-32,3.1849183046801973e-38,1.5852364898524314e-12,8.669599593084907e-47,1.455985882026686e-71,4.17893888600728e-59,8.902757938297724e-50,6.270176039306544e-56,8.053493153921206e-67,2.8668642159377977e-62,1.6725861883404862e-60,1.3028063145282295e-74,2.4574063542663375e-37,1.2154604365840578e-62,5.337997959297895e-48,3.1362685050523115e-56,1.2858336743968822e-65,1.2266305557229988e-78,2.9967871072953825e-80,7.69748130369416e-17,2.0361063178351956e-21,1.1166228440637138e-40,5.07211147357343e-24,2.759830735474002e-72,2.333676586642741e-75,3.1387470678303653e-93,1.6330017189937602e-80,2.0149569136033718e-88,4.199739393112496e-87,4.272276537125052e-93
9.865230763600967e-19,0.09023074779831342,3.76,0.0,0.7636088512479408,0.9999999999968291,6.892241233733513e-42,8.490996516020076e-31,1.0664627868698416e-27,5.466013765031321e-26,4.072654594931946e-21,6.373856186652774e-18,1.5834033534590188e-32,4.13871253352587e-44,1.4078688094464466e-38,2.4096182636931523e-55,2.1989444583471206e-63,1.0145324454581184e-23,1.539663343038583e-16,2.553685592593763e-32,6.917489823073574e-36,2.3466461232786526e-39,7.020005347062663e-54,9.00965709956905e-31,8.490843932896347e-31,7.430554479183617e-32,6.349335092845936e-42,5.142186145545871e-40,9.071247618201675e-36,2.0347404516321989e-53,3.5699457107422403e-51,3.695323742589186e-55,2.7258097557660753e-53,3.1422201332092713e-44,1.4897413264081235e-47,1.1456630749316335e-43,6.962416591930784e-53,8.563009274627888e-51,6.373856186640371e-18,7.559384739322346e-33,9.861252287100652e-32,5.553248408379619e-31,1.0656347351095715e-27,1.6801549148281434e-35,1.2235472469976499e-29,9.585973877580222e-39,1.0984501400246386e-31,1.274174702640333e-37,3.1708170594822463e-12,6.9369968849201656e-46,2.3302095041120855e-70,3.343867414836493e-58,7.124010044195253e-49,5.0170975345793916e-55,1.2862129655804783e-65,2.2939855955927116e-61,2.6768640359404144e-59,4.1701491092530164e-73,9.831226497922336e-37,1.945264377679209e-61,4.2714798413565473e-47,2.509491327941482e-55,2.0577528228799123e-64,1.96300824656548e-77,4.796160394548102e-79,1.53966334302791e-16,4.0726545949318806e-21,4.4672186367550425e-40,1.014532390469106e-23,4.416627700815226e-71,3.734718981172402e-74,2.007602115392089e-91,5.227217168763689e-79,6.449354107846792e-87,1.3442275841723727e-85,2.735113875868733e-91
1.9731532089411763e-18,0.09023074779831342,3.76,0.0,0.7636088512479406,0.999999999993658,5.51431654403828e-41,3.3966750408017824e-30,4.264559619370374e-27,1.0932822880981805e-25,8.145751149125414e-21,1.2748404055990215e-17,6.33412889179639e-32,3.3112844088383526e-43,1.1264019894958887e-37,1.9278776381453306e-54,3.5188224942343033e-62,2.029175096662195e-23,3.079493768371581e-16,1.0215573724252714e-31,2.767221128541972e-35,9.387348441662315e-39,5.616626821271715e-53,3.604156149759404e-30,3.396613993702882e-30,2.97246369382292e-31,5.079950351792545e-41,2.057145882471133e-39,3.6287943623618373e-35,1.6279469225892904e-52,2.8563181554918046e-50,2.95653969519748e-54,2.180854860299418e-52,1.298318807459163e-43,1.191943951686511e-46,4.58303318883142e-43,5.570638471878026e-52,6.851274735290245e-50,1.2748404055938958e-17,3.02400012574213e-32,3.944821927361104e-31,2.2214801367449397e-30,4.262885858426622e-27,6.721166559265578e-35,4.8945873143986694e-29,3.8347018930962354e-38,4.3941581552705915e-31,5.097113549686972e-37,6.341978159044423e-12,5.550124442591097e-45,3.728840933532452e-69,2.675478154883446e-57,5.6999296008253e-48,4.0140656035493706e-54,2.0560634630238257e-64,1.835456572707819e-60,4.2835634469291474e-58,1.334634767883144e-71,3.9328113865837636e-36,3.1128452076584966e-60,3.4176165155472003e-46,2.0077837103501104e-54,3.292739713097941e-63,3.1411327218178453e-76,7.674897597733812e-78,3.0794937683288855e-16,8.145751149125148e-21,1.787033012796172e-39,2.0291748766882393e-23,7.067323230167018e-70,5.976234806978957e-73,1.284482393661088e-89,1.67296740848266e-77,2.0640372157138456e-85,4.302036671238958e-84,1.7507471383230406e-89
3.9464134741033355e-18,0.09023074779831342,3.76,0.0,0.7636088512479403,0.9999999999873156,4.4116626864397615e-40,1.3587253108446962e-29,1.70556551788579e-26,2.1867047704112845e-25,1.6291944257512348e-20,2.5497499794584526e-17,2.5337546559745174e-31,2.6491532872737277e-42,9.01164368946813e-37,1.5423753130201693e-53,5.630525135733603e-61,4.0584607290405975e-23,6.159154619037577e-16,4.086395766339171e-31,1.1069334928770165e-34,3.755092169657684e-38,4.493550659580176e-52,1.441721123960917e-29,1.3587008839055527e-29,1.189033859666318e-30,4.06415317224411e-40,8.229750561432678e-39,1.4515768100857212e-34,1.302419365905705e-51,2.285199167976932e-49,2.3653440426132204e-53,1.7447667149196466e-51,5.5241276800578565e-43,9.536155212391478e-46,1.8332942070521507e-42,4.456792874450269e-51,5.481366735405712e-49,2.5497499794376215e-17,1.209649378314972e-31,1.577992963027843e-30,8.886282028855088e-30,1.705223729391084e-26,2.6885759622574425e-34,1.9579145937703855e-28,1.5339433899306517e-37,1.7577347801058187e-30,2.0389283290934722e-36,1.2684300199378961e-11,4.440310329887697e-44,5.966550042021422e-68,2.1406924960917772e-56,4.560232324395235e-47,3.2114152876102033e-53,3.288199616856497e-63,1.4685851219549604e-59,6.854166336517131e-57,4.271130564321103e-70,1.573189153156747e-35,4.980890118752765e-59,2.7342662801088034e-45,1.6063032604698472e-53,5.26865171361133e-62,5.026067997692052e-75,1.2280668988496414e-76,6.159154618866788e-16,1.6291944257511274e-20,7.148423942830356e-39,4.0584598491089357e-23,1.1308292331259576e-68,9.562571894336392e-72,8.219461466504809e-88,5.35390840949154e-76,6.605342314996796e-84,1.3767399742286032e-82,1.1205659396076938e-87
7.892934004427655e-18,0.09023074779831342,3.76,0.0,0.7636088512479396,0.999999999974631,3.5294139593977283e-39,5.435011879809129e-29,6.821745387302945e-26,4.373792371533472e-25,3.258433047428621e-20,5.09956912714509e-17,1.0135224826025166e-30,2.11937293633047e-41,7.209486038181385e-36,1.2339295125470918e-52,9.00916761935436e-60,8.117033313678578e-23,1.2318476320369561e-15,1.634591562409118e-30,4.4278240559843315e-34,1.5020674252799803e-37,3.5949404847320565e-51,5.76700182590318e-29,5.434914113216019e-29,4.7562322045390485e-30,3.251399647379417e-39,3.292632968972228e-38,5.806425372901741e-34,1.0419602245486478e-50,1.828217193573502e-48,1.8923201498844197e-52,1.3958465034634066e-50,2.4742143106136394e-42,7.629165616548241e-45,7.333376702244427e-42,3.565547142416426e-50,4.385232171047472e-48,5.0995691270611064e-17,4.83869681315232e-31,6.312100136908859e-30,3.554585046976417e-29,6.821033691693855e-26,1.0754522167350959e-33,7.83181771308165e-28,6.135900123785103e-37,7.031082130297804e-30,8.155878805281974e-36,2.536894364488881e-11,3.5523325615995216e-43,9.546803519031994e-67,1.7129280309214806e-55,3.648301320420339e-46,2.569209779663597e-52,5.259918172681836e-62,1.1751362383381426e-58,1.0967037998540075e-55,1.366809671277951e-68,6.292889322040961e-35,7.969694428017297e-58,2.1874822534642635e-44,1.2850731723357076e-52,8.430057282557038e-61,8.04191333291894e-74,1.9649736669893653e-75,1.2318476319686392e-15,3.2584330474281907e-20,2.8594285685776045e-38,8.117029793880052e-23,1.8093727874947513e-67,1.5300747583701542e-70,5.260063004730146e-86,1.7133167272500673e-74,2.1137983502979736e-82,4.405753197279237e-81,7.171902897619487e-86
1.5785975065076295e-17,0.09023074779831346,3.76,0.0,0.7636088512479383,0.9999999999492616,2.8235647361042883e-38,2.1740269157376716e-28,2.7285948154016373e-25,8.748938119793387e-25,6.516910290783389e-20,1.0199207422389455e-16,4.054131171158018e-30,1.695518473676744e-40,5.767657222320769e-35,9.871552836021432e-52,1.4414930351071562e-58,1.6234183762480656e-22,2.4637119723033504e-15,6.538432761605816e-30,1.7711476394110382e-33,6.008330802692351e-37,2.875992808253399e-50,2.3068241964672147e-28,2.1739877632232513e-28,1.9025122350640987e-29,2.601150484068168e-38,1.3175992061058368e-37,2.322593776021859e-33,8.335780725485508e-50,1.462596898877207e-47,1.513874086484689e-51,1.116690455512207e-49,1.201312570278076e-41,6.103429072897111e-44,2.933421062643038e-41,2.8524828527776847e-49,3.508241250163123e-47,1.019920742205221e-16,1.935499099097571e-30,2.524865630627274e-29,1.4218484162236978e-28,2.7284412314450157e-25,4.301852240853062e-33,3.1327589524296838e-27,2.4543863997134357e-36,2.812461431414915e-29,3.262384354203251e-35,5.0738227995271864e-11,2.8418997449846408e-42,1.5275143761543804e-65,1.3708921091287878e-54,2.91868724122102e-45,2.0554187255486127e-51,8.414909400532455e-61,9.405045583455015e-58,1.7547558258179342e-54,4.3738675729547726e-67,2.51718507899731e-34,1.2751727276500182e-56,1.7500134952585245e-43,1.028070837646444e-51,1.3488263274481103e-59,1.2867225015750964e-72,3.1440111708369486e-74,2.4637119720300795e-15,6.516910290781668e-20,1.1437837154882408e-37,1.6234169683141161e-22,2.8950332722244843e-66,2.448220002449864e-69,3.3663147664076706e-84,5.482719192706979e-73,6.764431802474822e-81,1.4098988871756746e-79,4.590107743800373e-84
3.157205718637357e-17,0.09023074779831346,3.76,0.0,0.7636088512479358,0.999999999898523,2.2588652868718828e-37,8.696152281424399e-28,1.0914172578136393e-24,1.7503111800628367e-24,1.3033864777492917e-19,2.0398484012362558e-16,1.6216607166138637e-29,1.3564228316226484e-39,4.614153064700058e-34,7.897288460278624e-51,2.3064099037368571e-57,3.2468505778200694e-22,4.92744065283613e-15,2.615386406799732e-29,7.084626591532598e-33,2.403344530401499e-36,2.3008111142095283e-49,9.227343717370964e-28,8.695995306733435e-28,7.6100876461373e-29,2.0809325688729432e-37,5.274684617718789e-37,9.290422359132792e-33,6.66866415305773e-49,1.17008677676131e-46,1.2111064558981658e-50,8.933576654672831e-49,6.498217558731466e-41,4.8827818897250926e-43,1.1734068267708236e-40,2.2820043395190117e-48,2.8066152046522116e-46,2.0398484011010958e-16,7.742041253701478e-30,1.0099513023870193e-28,5.687422061629955e-28,1.0913820433118225e-24,1.720749339049921e-32,1.2531099538903192e-26,9.817606596792065e-36,1.1249902701035764e-28,1.3049600953397676e-34,1.0147678653349341e-10,2.273533236246128e-41,2.44404344933298e-64,1.097573674034155e-53,2.3349682667810326e-44,1.644387151889859e-50,1.3463091679190504e-59,7.53023171702466e-57,2.807633107843004e-53,1.3996498823472852e-65,1.0068821481134087e-33,2.0402936588998696e-55,1.4000218737880528e-42,8.224617085105209e-51,2.1581358496842855e-58,2.058769113666418e-71,5.030460515493345e-73,4.92744065174304e-15,1.303386477748602e-19,4.575163355487254e-37,3.2468449460538915e-22,4.632082685782501e-65,3.9174576248576746e-68,2.846647884192428e-82,1.7544870515375822e-71,2.164784231883779e-79,4.512023264340759e-78,2.937697726267839e-82
6.314422142896812e-17,0.09023074779831357,3.76,0.0,0.7636088512479307,0.9999999997970457,1.807097741454022e-36,3.478470068803239e-27,4.365627692709752e-24,3.5026987901582835e-24,2.606777375091201e-19,4.0797037190246235e-16,6.486659362508332e-29,1.0851414908334812e-38,3.6913332544546394e-33,6.317848439895544e-50,3.690272922693047e-56,6.493723428219528e-22,9.854898013901653e-15,1.046157222920761e-28,2.8338578431615325e-32,9.613402451954863e-36,1.8406567573219227e-48,3.6909468725347664e-27,3.4784069876970534e-27,3.044042799017667e-28,1.6647507278744518e-36,2.1132880106709238e-36,3.716178395573396e-32,5.334947152793337e-48,9.36073124457471e-46,9.688880394628177e-50,7.146882526847675e-48,3.953651346659707e-40,3.9062409632007813e-42,4.6938987132409455e-40,1.8256106971555753e-47,2.2453010439999128e-45,4.079703718483458e-16,3.0968287605295555e-29,4.039814789367319e-28,2.2749741854041115e-27,4.365539272784553e-24,6.883012384754785e-32,5.01245255703193e-26,3.927061476180544e-35,4.4999723287388825e-28,5.219851386393431e-34,2.0295386295977454e-10,1.8188319041364306e-40,3.9104852268008085e-63,8.794271147543577e-53,1.8679820025096865e-43,1.315581487158436e-49,2.1540349751084723e-58,6.03404423996521e-56,4.492231968200954e-52,4.4788992310091464e-64,4.027562797138859e-33,3.2644836873804393e-54,1.1200219308828401e-41,6.579715716916124e-50,3.4530283269326823e-57,3.294041123297919e-70,8.048770934989291e-72,9.854898009529281e-15,2.606777375088432e-19,1.8300741747651683e-36,6.493700901083656e-22,7.411355858186874e-64,6.268745887379448e-67,1.8287650050840826e-80,5.614385641760678e-70,6.928195257078038e-78,1.4440325132815932e-76,1.880135758281128e-80
1.2628854991415723e-16,0.09023074779831372,3.76,0.0,0.7636088512479204,0.9999999995940912,1.4456805783385884e-35,1.391390044785203e-26,1.7462428080637312e-23,7.013685507682068e-24,5.213559169775092e-19,8.159414353776353e-16,2.5946670439894656e-28,8.681144900064579e-38,2.9530707453220235e-32,5.054284532639697e-49,5.904451101139493e-55,1.29875029181131e-21,1.9709812736032548e-14,4.1846342101984325e-28,1.133544578379732e-31,3.8453657761734474e-35,1.4725303424692955e-47,1.4763806255453286e-26,1.3913645794542537e-26,1.2176186672168125e-27,1.3318021315930682e-35,8.480433209138078e-36,1.4864732493276615e-31,4.2679640563466464e-47,7.488599807409405e-45,7.75111581550735e-49,5.717514500829768e-47,2.664950096206157e-39,3.124998949218778e-41,1.8777694486935354e-39,1.460491452096632e-46,1.796244384814886e-44,8.159414351610641e-16,1.2387365860772505e-28,1.6159274153326262e-27,9.099904914272916e-27,1.7462179274596875e-23,2.753206474097587e-31,2.004983567594058e-25,1.5708336682502442e-34,1.799991063742146e-27,2.087941393719447e-33,4.059078532118193e-10,1.4550675517976117e-39,6.25678684858445e-62,7.057276517732693e-52,1.49438855690331e-42,1.0525753312702866e-48,3.4464126218478e-57,4.8429881623682275e-55,7.18758623796504e-51,1.4332508866509607e-62,1.6110463370846967e-32,5.223184957869457e-53,8.960193187354161e-41,5.26378442538531e-49,5.524854054759392e-56,5.27047439835993e-69,1.2878060772442696e-70,1.9709812718543038e-14,5.213559169763932e-19,7.320339435035874e-36,1.2987412809344031e-21,1.1858188224009907e-62,1.0032535080633308e-65,1.1704749608455424e-78,1.7966077509973304e-68,2.2175742629204084e-76,4.622057058536298e-75,1.2032898424747455e-78
2.525772068845354e-16,0.09023074779831405,3.76,0.0,0.7636088512478999,0.9999999991881832,1.156545705364429e-34,5.565565701792533e-26,6.984954683894325e-23,1.406050494501401e-23,1.042712275914357e-18,1.63188356199798e-15,1.0378674772108895e-27,6.944921223388596e-37,2.3624579660398026e-31,4.043427877673188e-48,9.447135744659744e-54,2.5975197054861586e-21,3.9419642180293736e-14,1.673854746269231e-27,4.5341811941813215e-31,1.538147213001263e-34,1.178029112993708e-46,5.905526250542719e-26,5.565461977551649e-26,4.870477760052253e-27,1.0654418132807038e-34,3.413991788330128e-35,5.945896785206504e-31,3.4143737818642954e-46,5.99088576987733e-44,6.200897253625489e-48,4.574014989357228e-46,1.9327713023961477e-38,2.5000016277655698e-40,7.512743178872782e-39,1.1683943260680998e-45,1.4369969236943214e-43,1.6318835611314854e-15,4.9549775484490235e-28,6.463709329464427e-27,3.639961561155706e-26,6.984876134020501e-23,1.101281705265963e-30,8.019939331816192e-25,6.28339531082366e-34,7.199967580097637e-27,8.351756358453881e-33,8.118151833148808e-10,1.1640546967207269e-38,1.0010860688333083e-60,5.680784104129788e-51,1.1955120262915648e-41,8.422346180772132e-48,5.514239659246343e-56,3.899586389665866e-54,1.150014970715375e-49,4.586407820987639e-61,6.444342802846891e-32,8.357104751925091e-52,7.168161666563547e-40,4.211037132733607e-48,8.839773337594644e-55,8.432766455631597e-68,2.0604919019465727e-69,3.9419642110335664e-14,1.0427122759098293e-18,2.9281643778696825e-35,2.59748366186682e-21,1.897311624596344e-61,1.6060146664791966e-64,7.491034293821959e-77,5.7491518415041745e-67,7.099749202822577e-75,1.4797920562656936e-73,7.701064568157206e-77
3.788658638549136e-16,0.09023074779831437,3.76,0.0,0.7636088512478794,0.9999999987822755,3.3069991383078823e-34,1.182683224168484e-25,1.4843018348429341e-22,2.113217039757808e-23,1.5640686348513169e-18,2.447825688288323e-15,2.2054688011293643e-27,1.985813815532314e-36,6.755153904976935e-31,1.1561674279382652e-47,3.601721383924075e-53,3.896302634915413e-21,5.912947162455433e-14,3.556941997860504e-27,9.635136836285481e-31,3.268563328168074e-34,3.433049917262394e-46,1.254924561939304e-25,1.1826609091562815e-25,1.034976716719468e-26,3.046497144445423e-34,7.291548997008847e-35,1.2635033045059516e-30,9.76297690062989e-46,1.7785446066218112e-43,1.773069396983173e-47,1.3078826596990721e-45,5.569849138472937e-38,7.42188189829347e-40,1.5967384519233333e-38,3.468671426670412e-45,4.266085203993139e-43,2.44782568644689e-15,1.0529370463098222e-27,1.3735378369788486e-26,7.734915770364091e-26,1.4842864535299656e-22,2.3402217339120853e-30,1.7042374211258583e-24,1.3352313117350399e-33,1.5299932128578566e-26,1.7747464244252697e-32,1.2177218630179565e-09,3.3284691905383234e-38,3.7873111930948304e-60,1.6308148995466721e-50,3.549177322988009e-41,2.4085860670043966e-47,2.0579618878330312e-55,1.1197043936066055e-53,4.350740649631383e-49,2.1395495243830677e-60,1.3694456259642734e-31,3.1616630414912486e-51,2.1280481811808064e-39,1.2040948926923845e-47,3.2538270203303635e-54,3.103818737630977e-67,7.795260647086986e-69,5.912947147589339e-14,1.5640686348416013e-18,6.222395597027996e-35,3.8962260420795804e-21,6.983367952706395e-61,5.958083558996595e-64,3.717421033845734e-76,2.689581893576954e-66,3.2616094979815093e-74,6.798136351428292e-73,4.316544214692614e-76
5.051545208252918e-16,0.09023074779831469,3.76,0.0,0.7636088512478588,0.9999999983763687,6.975420892070878e-34,2.0175190966149529e-25,2.5320433792128135e-22,2.8228681878322026e-23,2.0854249937884312e-18,3.2637678142486658e-15,3.762270675996689e-27,4.1886569525862506e-36,1.4248576295717908e-30,2.4386913466114216e-47,9.690697671236357e-53,5.195099080157341e-21,7.883930106881432e-14,6.0677251743416954e-27,1.64364115033204e-30,5.575784873712358e-34,7.36348239834497e-46,2.140753872753555e-25,2.0174806000673202e-25,1.7655486884745744e-26,6.425943329503072e-34,1.2499804260408436e-34,2.1553882036522665e-30,2.0592948000382774e-45,3.875355492183633e-43,3.73991726676337e-47,2.7587036051381603e-45,1.1936170756934418e-37,1.617189247661759e-39,2.7243146504512497e-38,7.558053269350442e-45,9.295575440493763e-43,3.2637678111072804e-15,1.7961933739956925e-27,2.343093162116055e-26,1.3194851334580103e-25,2.532018311981716e-22,3.9921396934088856e-30,2.9072288180701095e-24,2.2777636650474582e-33,2.609988388669165e-26,3.027505551763512e-32,1.6236278923220887e-09,7.020705591506443e-38,9.858346974938082e-60,3.45299429221607e-50,7.733471770372008e-41,5.081055113631421e-47,5.2893033627335836e-55,2.371327370778651e-53,1.132495323184305e-48,6.51494613360031e-60,2.336148734723111e-31,8.229792272171073e-51,4.636904947225912e-39,2.539787990418141e-47,8.253316141288271e-54,7.87195758541214e-67,2.0291020426551227e-68,7.883930081521621e-14,2.0854249937717096e-18,1.061475100345852e-34,5.194968421572685e-21,1.7711334895358348e-60,1.5321166362392126e-63,1.572606695762738e-75,8.676787615221134e-66,9.823114880774339e-74,2.0474218424595322e-72,1.5757611426360237e-75
7.577318347660482e-16,0.09023074779831532,3.76,0.0,0.7636088512478177,0.9999999975645566,1.9052045373174507e-33,4.177019002763449e-25,5.242272290541552e-22,4.2480016986910695e-23,3.128137711663152e-18,4.8956520653948606e-15,7.7893042897205e-27,1.144052266078075e-35,3.891727965213417e-30,6.660819207300832e-47,3.919568201089779e-52,7.792723691606797e-21,1.182589599573329e-13,1.2562455427737973e-26,3.402950548348727e-30,1.1543954842259952e-33,2.0766995017270162e-45,4.43215939081909e-25,4.176937815368631e-25,3.655344642282292e-26,1.7551236316951043e-33,2.6114180585074704e-34,4.462457931985687e-30,5.62457338544455e-45,1.1248962272206562e-42,1.0214875075993839e-46,7.534875943068533e-45,3.404603734423803e-37,4.6942022258378896e-39,5.642136143387655e-38,2.1938698621340808e-44,2.6982186420969044e-42,4.895652058890783e-15,3.718812947529011e-27,4.8510736921671155e-26,2.7318244596526477e-25,5.242222782441127e-22,8.265206305548541e-30,6.0190485332216626e-24,4.715881789196071e-33,5.403648952538914e-26,6.268054705188805e-32,2.4354384244870855e-09,1.9175723467846805e-37,3.617872356531e-59,9.49671809908188e-50,2.2447886391577684e-40,1.388115036105008e-46,1.8967607516245402e-54,6.525042175860314e-53,4.1560976261831965e-48,2.968230415351064e-59,4.8368219413371455e-31,3.020218632336923e-50,1.3459502869086214e-38,6.936966868708208e-47,2.88708929892789e-53,2.752862415659808e-66,7.446518210110715e-68,1.182589594322902e-13,3.12813771162802e-18,2.19767837587233e-34,7.792453178869912e-21,6.193740247372215e-60,5.558965102609867e-63,1.4165049149746113e-74,4.776110921821371e-65,4.4270340057029416e-73,9.227229174375958e-72,1.0263234533495848e-74
