Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),H(5),O(6),H2(7),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),CH2O(19),F(37),HF(38),CHF(40),CHF3(41),CF2(42),CF3(44),CHFO(46),CF2O(48),CF(49),CFO(50),CHFCF2(54),CH2CF2(56),C2HF(57),CF2CF2(60),CHF2-CH2(63),CH3-CF2(64),CHF2-CHF(66),CH2F-CF2(67),CHF2-CF2(68),CHFCF[Z](71),CF2CH(72),CHF2(81),FC1OO1(129),[O]C([O])F(131),CHO2(135),CFO2(136),CF2O2(144),[O]OC(F)F(163),FC(F)C(F)F(164),[O]C(F)F(170),[O]O[C](F)F(171),O2(177),O[C](F)F(232),C2F4O2(248),FC1OC1(F)F(275),F[C]C(F)F(316),C2HF4O2(419),CF3O2(433),C2HF3O(474),C2H2F3O2(649),C2HF2O3(898),FC1(F)OO1(924),C2HF2O(1009),C2H2F3(1097),FC1(F)CO1(1188),C2H3F2O2(1290),[C]#CF(2151),C2HF(2152),CHF(86),CF2(87),F[C]C(F)F(180),CH2F(89),C2HF(510)
4.307178799634857e-06,0.43606946696281074,3.76,0.0,0.4853168743833783,0.940166172214703,0.0186305331357192,0.000901449872183864,0.0011302112903668713,0.0009335013462602517,0.027382320020522256,0.00018344348747459575,1.4594320229895963e-06,0.00600960838225868,0.03253734788254349,4.3282490358100407e-07,8.954227803088994e-05,3.888799000544497e-05,0.09479281852169767,1.974032764762236e-06,0.0005716414194148564,4.8367033341605753e-08,1.0004243414899303e-05,0.009295667257232685,0.01436321185219919,0.0008006964256744979,5.4117897707608225e-05,0.004788987460939239,0.00017567577356366834,5.948995573555836e-06,5.444971170305306e-05,1.0943817510179706e-08,3.590339067921284e-08,4.1812490703088115e-06,8.044751247825581e-07,1.4459193574354745e-05,9.671025545495198e-08,7.717626301898227e-07,0.03897729853395963,2.215144448703382e-09,9.426315438618313e-11,2.879010801274693e-10,0.00022067757535790456,3.7936270417883516e-08,1.8878695996773247e-05,0.001890358511649781,8.230552549303817e-07,9.059454376364866e-11,0.0017308779029547375,1.378951528190493e-07,1.7367182638554382e-16,7.772956961328445e-10,2.3327285935608716e-07,2.3115602278912133e-09,5.483286001206499e-09,5.4917010724633884e-11,5.336129351162137e-10,3.379666145647012e-10,1.3867689046892702e-06,3.84005316210996e-07,1.4230917544265006e-05,2.495776163499154e-09,1.5354822434403943e-11,2.8161206743084164e-09,2.773467907074165e-15,0.0014135409723894598,0.0059645239591238075,3.932473244441348e-06,0.0011686349499794681,1.2672925815319153e-10
4.330539853913259e-06,0.43610422154593764,3.76,0.0,0.48468989168156296,0.9398304528515812,0.018742201984217822,0.0009013795538315738,0.0011311935146193202,0.000934132501562708,0.027521166791649208,0.0001833846613203256,1.4583546888752712e-06,0.0060899844991592345,0.032690303873639505,4.383373767695874e-07,9.05985108928836e-05,3.883173067615735e-05,0.09536884565656674,1.9829244967923765e-06,0.0005735141363873825,4.847063667149218e-08,1.0078133551379234e-05,0.009348338489648946,0.014484148978676835,0.0008052006528274698,5.4419778146731914e-05,0.004827453504813837,0.000178538836035766,6.0807000053687575e-06,5.519538518163346e-05,1.1131020391043805e-08,3.6517858934457426e-08,4.217649154316468e-06,8.115662076048783e-07,1.4589206958670955e-05,9.808264969355566e-08,7.827997527946019e-07,0.039006220817606435,2.2115182556647997e-09,9.41100425715033e-11,2.8766680571356155e-10,0.00022030664585162929,3.831796807383412e-08,1.888459581911508e-05,0.0019051249284532043,8.23304859112468e-07,9.119683835629818e-11,0.0017302598356282854,1.3811994485064848e-07,1.7597351482358162e-16,7.835807692833005e-10,2.347261507357347e-07,2.3313347788528616e-09,5.521485519410416e-09,5.5389173970730864e-11,5.379840964790553e-10,3.426872762988722e-10,1.4007681722567973e-06,3.8953509695976396e-07,1.4353716321419413e-05,2.5484010929519137e-09,1.561089030191034e-11,2.867758496878049e-09,2.8545703649417064e-15,0.0014118625996342646,0.006026363365707312,3.938899679548035e-06,0.001177528615485127,1.2955609723829303e-10
4.353900908191661e-06,0.43613898054809125,3.76,0.0,0.48406385151916015,0.9394948629066967,0.018853821849295793,0.0009013109398521247,0.0011321707511853288,0.000934755174139895,0.027659739002504274,0.00018332869589277634,1.4572902344175162e-06,0.00617082089190941,0.0328430208122071,4.4387833138104016e-07,9.165903977451639e-05,3.877589357435736e-05,0.09594503166312746,1.9918314173696618e-06,0.0005753735214012338,4.857298211041554e-08,1.015181267605749e-05,0.009400716536193465,0.0146051810844674,0.0008096941162446838,5.4720104901048613e-05,0.004865854465003086,0.00018142662090243916,6.2144219335768066e-06,5.5943729916912885e-05,1.131999413643566e-08,3.713816446412148e-08,4.254013524322783e-06,8.186557169642275e-07,1.471889483574728e-05,9.946589520849523e-08,7.939246742595856e-07,0.039034179297789046,2.207910004175879e-09,9.395767038800649e-11,2.874351299863862e-10,0.00021993812968140484,3.870069900266804e-08,1.8890018459005734e-05,0.0019198286686966028,8.235338208757213e-07,9.179894502359905e-11,0.0017296420045926266,1.3834219438377403e-07,1.7828167561804652e-16,7.898552860750717e-10,2.3617261941325988e-07,2.351039670245937e-09,5.559535120051274e-09,5.586058804820656e-11,5.423531153290085e-10,3.474412493154945e-10,1.4148055942214849e-06,3.95107445344333e-07,1.4476562228815257e-05,2.601722625445211e-09,1.5869228454344693e-11,2.9199633976123897e-09,2.937510717247105e-15,0.0014101935994207243,0.006088410809359523,3.9451369152912674e-06,0.0011864201099984566,1.324266094623054e-10
4.377261962470063e-06,0.43617374389616076,3.76,0.0,0.4834387520377477,0.9391594040019784,0.018965392640650253,0.0009012440302298789,0.0011331430670036729,0.0009353695241753496,0.02779803652295022,0.00018327560197963126,1.4562393728459212e-06,0.006252115101888969,0.032995499934808624,4.494476028214317e-07,9.272382596597406e-05,3.8720472620019715e-05,0.09652137121475955,2.000753248474945e-06,0.0005772196455163419,4.8674084794563084e-08,1.0225279161202353e-05,0.009452801015226976,0.014726305281423626,0.0008141767852515266,5.501887537300695e-05,0.004904188516474684,0.00018433907832088499,6.350176894825837e-06,5.669468021838262e-05,1.1510737395280331e-08,3.776430357435733e-08,4.2903402118228685e-06,8.257433170165428e-07,1.4848248798970977e-05,1.0085999066208055e-07,8.05137373893884e-07,0.03906118805676771,2.2043194694363724e-09,9.380603101528861e-11,2.872051042424042e-10,0.00021957199304216657,3.9084450625468424e-08,1.8894971413333086e-05,0.0019344688946218024,8.237424621176147e-07,9.240096724268412e-11,0.0017290244165009568,1.385619431751146e-07,1.805960905752748e-16,7.961189466889054e-10,2.3761219974931267e-07,2.3706736423102664e-09,5.597434087804594e-09,5.633122845597972e-11,5.467198223179112e-10,3.522284327017028e-10,1.4288807050130468e-06,4.007222982968226e-07,1.459945071275851e-05,2.6557429871951472e-09,1.61298322530802e-11,2.9727368466495364e-09,3.022317930019048e-15,0.001408533844488458,0.006150664548766312,3.951187289485066e-06,0.0011953091512372166,1.3534113536289068e-10
4.400623016748465e-06,0.4362085115149615,3.76,0.0,0.48281459137331884,0.9388240777377257,0.019076914270398048,0.0009011788249055698,0.0011341105285209295,0.0009359757097923403,0.027936059234331335,0.00018322538882912484,1.4552027872700342e-06,0.006333864666710492,0.033147742462461056,4.5504502663819104e-07,9.37928308135099e-05,3.8665461835406794e-05,0.09709785902630802,2.00968971348782e-06,0.0005790525784995837,4.87739597335716e-08,1.0298531433948072e-05,0.009504591589477463,0.01484751872696971,0.0008186486303681494,5.531608723279438e-05,0.004942453866330407,0.00018727615685477613,6.487980375078565e-06,5.7448170744468e-05,1.1703248701138375e-08,3.8396272200621106e-08,4.326627283413675e-06,8.328286771084902e-07,1.4977260646260359e-05,1.0226493425317682e-07,8.164378271862507e-07,0.03908726099581021,2.2007464302074138e-09,9.365511702923788e-11,2.869768475650044e-10,0.00021920820267284257,3.946921031395075e-08,1.8899462078339767e-05,0.0019490447921662543,8.239311025502505e-07,9.300286313282603e-11,0.0017284070729023265,1.3877923242314285e-07,1.8291654279043638e-16,8.023714572666585e-10,2.3904482729197087e-07,2.3902354700984764e-09,5.63518173903918e-09,5.680107124481316e-11,5.510840505934198e-10,3.5704872383319565e-10,1.4429930403850696e-06,4.0637959060821467e-07,1.4722377278765137e-05,2.710464337915139e-09,1.639269691161109e-11,3.0260802885878615e-09,3.1090212022595023e-15,0.0014068832094975207,0.006213122844604576,3.957053126534714e-06,0.0012041954585952945,1.383000143925714e-10
4.421647965599026e-06,0.43623980595927186,3.76,0.0,0.48225364791883035,0.9385223988090894,0.019177241633299362,0.0009011215972036681,0.0011349771479757778,0.0009365144253095195,0.028060044623918166,0.0001831826664817612,1.4542826070147262e-06,0.006407826565488504,0.033284559445460674,4.6010664255274544e-07,9.47585102254261e-05,3.8616297965095845e-05,0.09761682048411974,2.017744816470595e-06,0.0005806909964231152,4.8862809758225706e-08,1.03642740712719e-05,0.009550951574120427,0.014956684822462808,0.0008226640131312762,5.558224357970025e-05,0.00497683248517898,0.0001899405348119412,6.613767748866351e-06,5.812843039472649e-05,1.1878019258126903e-08,3.897002454888754e-08,4.359250206329371e-06,8.392033167539261e-07,1.5093072183925911e-05,1.0353865678290754e-07,8.266832412102615e-07,0.03910993785966111,2.1975454739654154e-09,9.351990542509406e-11,2.8677335074462206e-10,0.00021888277034338755,3.9816345478118955e-08,1.89031144521805e-05,0.0019621074452641774,8.240840415085515e-07,9.354442880166611e-11,0.00172785167368,1.3897272343486053e-07,1.850099329603939e-16,8.079889439034441e-10,2.403281951264203e-07,2.4077784489367996e-09,5.669024709820114e-09,5.722322840234107e-11,5.550096010490134e-10,3.61415206799339e-10,1.4557255865673829e-06,4.1150738374104217e-07,1.4833040080987991e-05,2.760314630759538e-09,1.663120406360217e-11,3.0745779039113757e-09,3.1886995984213166e-15,0.0014054053334898488,0.006269508770709626,3.9621765108689225e-06,0.0012121905671750798,1.4100120711643126e-10
4.442672914449588e-06,0.4362711037418158,3.76,0.0,0.48169346202533525,0.938220829721759,0.019277529045362767,0.0009010657497920278,0.0011358399366038323,0.0009370467664743528,0.028183807260650447,0.00018314228850758242,1.453374976751323e-06,0.006482153504746121,0.03342118663183205,4.6519080913515117e-07,9.57275473864589e-05,3.8567457354826833e-05,0.09813589399042108,2.025811350228628e-06,0.000582318834181896,4.8950688123079247e-08,1.042984089439199e-05,0.009597073072805804,0.01506591893413115,0.0008266705857688213,5.584713444400205e-05,0.005011152766890569,0.00019262477325659633,6.741238141392791e-06,5.881064787496883e-05,1.2054219438247318e-08,3.9548491751345063e-08,4.391838141797198e-06,8.45575644203849e-07,1.5208594432185055e-05,1.0482116251768057e-07,8.369996896198607e-07,0.03913187770688977,2.1943583569091255e-09,9.338526521685469e-11,2.8657151529767563e-10,0.00021855918848632408,4.0164277784779805e-08,1.8906403534309763e-05,0.0019751167912745535,8.242212654903572e-07,9.408589798276256e-11,0.0017272964766665325,1.391642843805451e-07,1.8710788197261536e-16,8.13596956639607e-10,2.4160583462905244e-07,2.4252611851603516e-09,5.702744131085938e-09,5.764470375932731e-11,5.589328928499905e-10,3.65808345393783e-10,1.4684875729511498e-06,4.166694477443067e-07,1.4943726942534655e-05,2.8107359018202383e-09,1.6871534818374757e-11,3.123539380987539e-09,3.2699592551836095e-15,0.0014039346559157825,0.006326057715327084,3.967153967054226e-06,0.0012201830331603108,1.437388458370396e-10
4.463697863300149e-06,0.4363024048030773,3.76,0.0,0.48113403232279667,0.9379193715850184,0.019377776447480777,0.0009010112825325754,0.001136698941812712,0.0009375728443370666,0.028307347081403818,0.00018310425862653088,1.4524803343842223e-06,0.006556843682887646,0.03355762488019654,4.702974068342446e-07,9.669991423634036e-05,3.85189358533494e-05,0.09865507577824303,2.033889115923459e-06,0.0005839361401394261,4.903760550158404e-08,1.0495230866539677e-05,0.009642955928707831,0.015175219082424774,0.0008306683292011695,5.6110758664227343e-05,0.005045413470117652,0.00019532883148267504,6.870402733924799e-06,5.949477632007502e-05,1.2231847947453937e-08,4.0131670105222316e-08,4.424389752094005e-06,8.519454288243646e-07,1.532382182844813e-05,1.0611244920085186e-07,8.473871467727065e-07,0.03915309030191084,2.1911849244669365e-09,9.325119282274973e-11,2.8637071171031516e-10,0.00021823743395357547,4.0512998160793693e-08,1.890933451124167e-05,0.001988072284918237,8.243429965249774e-07,9.462731821434835e-11,0.0017267414857615995,1.393539441413213e-07,1.8921023535487655e-16,8.19195292344369e-10,2.428777012658832e-07,2.4426828565306407e-09,5.736339568229349e-09,5.8065480944989725e-11,5.628538095081495e-10,3.702280613525863e-10,1.4812786636099975e-06,4.218657307622987e-07,1.50544347080824e-05,2.861729588566448e-09,1.7113685385259914e-11,3.1729657209121718e-09,3.3528219404448662e-15,0.001402471089288103,0.006382768414887765,3.971987160435933e-06,0.0012281726554497882,1.4651317569949717e-10
4.484722812150711e-06,0.43633370908177016,3.76,0.0,0.4805753574378187,0.9376180254962888,0.019477983782085196,0.0009009581952557603,0.0011375542106731374,0.0009380927686377832,0.028430664030249814,0.00018306857967120347,1.45159909979133e-06,0.006631895296750821,0.03369387503952591,4.754263162103373e-07,9.767558275287886e-05,3.847072937225017e-05,0.09917436210764255,2.041977915584569e-06,0.0005855429619421266,4.91235724818516e-08,1.0560442984097782e-05,0.009688600011940237,0.015284583316300854,0.0008346572250833438,5.637311524126253e-05,0.005079613373835194,0.00019805266780924152,7.0012726725766695e-06,6.0180769123799076e-05,1.2410903422194151e-08,4.071955568026229e-08,4.456903721788274e-06,8.583124432640656e-07,1.543874893874913e-05,1.0741251428878676e-07,8.578455846668591e-07,0.039173585294863054,2.1880250247112875e-09,9.311768154944527e-11,2.86171587591636e-10,0.0002179174839317495,4.086249744376624e-08,1.891191250624395e-05,0.002000973395722277,8.244494579064226e-07,9.516860288056633e-11,0.0017261866998697474,1.3954173124610185e-07,1.9131683889029304e-16,8.247837507041381e-10,2.4414375127122515e-07,2.4600426638368367e-09,5.769810605767888e-09,5.84855439214292e-11,5.667722362470438e-10,3.7467427539613217e-10,1.4940985235894062e-06,4.27096179631685e-07,1.5165160259978966e-05,2.9132970856462952e-09,1.735765188444713e-11,3.222857908664121e-09,3.4373095734030125e-15,0.0014010145473077468,0.006439639607314664,3.976677746406989e-06,0.0012361592340277903,1.4932444109425447e-10
4.505747761001272e-06,0.43636501651535314,3.76,0.0,0.48001743599375474,0.9373167925328243,0.01957815099313018,0.0009009064877596598,0.001138405789921462,0.0009386066478206802,0.028553758058341133,0.00018303525362683903,1.4507316753995246e-06,0.006707306541902238,0.033829937949325414,4.805774179411939e-07,9.86545249523717e-05,3.842283388455254e-05,0.09969374926562985,2.0500775520963466e-06,0.0005871393465616359,4.920859956699846e-08,1.0625476275686327e-05,0.00973400521883973,0.015394009712762913,0.0008386372557887469,5.663420333397023e-05,0.005113751277080533,0.00020079623960406106,7.13385906768828e-06,6.0868579948184935e-05,1.2591384433833854e-08,4.131214432404343e-08,4.489378757502877e-06,8.646764633195578e-07,1.5553370455853126e-05,1.0872135495701591e-07,8.683749729934101e-07,0.03919337222311674,2.1848785081374546e-09,9.298472269729278e-11,2.8597426809609296e-10,0.00021759931593503425,4.12127665198584e-08,1.891414258013075e-05,0.0020138196077680785,8.245408707307844e-07,9.570977632063569e-11,0.0017256321214362356,1.3972767387029718e-07,1.9342753912315588e-16,8.303621340550056e-10,2.4540394164405237e-07,2.4773398309009774e-09,5.803156846878944e-09,5.890487696342003e-11,5.706880600512924e-10,3.7914690725142613e-10,1.5069468187393979e-06,4.32360739916167e-07,1.5275900517920244e-05,2.9654397452150724e-09,1.7603430344899466e-11,3.2732169132934677e-09,3.5234442240119615e-15,0.0013995649448400012,0.0064966700320880765,3.981227370624715e-06,0.0012441425699601305,1.5217288564308563e-10
4.5267727098518335e-06,0.43639632703987874,3.76,0.0,0.47946026661079055,0.9370156737533339,0.019678278026079403,0.0009008561598093011,0.0011392537259611486,0.0009391145890445005,0.028676629123826226,0.00018300428165896968,1.4498784465992187e-06,0.0067830756128477694,0.03396581443976432,4.857505928372939e-07,9.963671288986194e-05,3.8375245423812604e-05,0.10021323356610257,2.058187829184955e-06,0.0005887253403239714,4.929269717575408e-08,1.0690329801528993e-05,0.00977917147144747,0.015503496376523351,0.0008426084043973636,5.689402225598821e-05,0.005147825998757806,0.0002035595033009813,7.268172993405631e-06,6.155816272996043e-05,1.2773289487465945e-08,4.190943166843313e-08,4.521813587718151e-06,8.710372679834383e-07,1.5667681197813534e-05,1.1003896810355432e-07,8.789752791645468e-07,0.03921246051239503,2.181745226821492e-09,9.285231056971665e-11,2.857781833652994e-10,0.00021728290780073295,4.156379636747313e-08,1.8916029731702357e-05,0.0020266104195031617,8.246174504685203e-07,9.62509145160727e-11,0.0017250777549978427,1.3991179984209324e-07,1.955421844376593e-16,8.35930248933121e-10,2.4665823014521813e-07,2.4945736015553464e-09,5.836377912928904e-09,5.932346468532457e-11,5.746011693473166e-10,3.8364587565399385e-10,1.5198232156942482e-06,4.37659355929153e-07,1.538665243850103e-05,3.018158877225034e-09,1.7851016708369947e-11,3.324043688071738e-09,3.611248112556228e-15,0.0013981221978974806,0.006553858430295071,3.985637668770466e-06,0.001252122465391741,1.5505875218945363e-10
4.547797658702395e-06,0.43642764059016803,3.76,0.0,0.4789038479059455,0.9367146702053258,0.019778364827905612,0.0009008072111370173,0.0011400980648588045,0.0009396166981835175,0.028799277191846207,0.00018297566411433337,1.4490397817625836e-06,0.0068592007030431,0.034101505331681055,4.90945721845652e-07,0.00010062211865912929,3.832796008406783e-05,0.10073281134984295,2.0663085514146165e-06,0.0005903009889103656,4.9375875641130436e-08,1.0755002653418038e-05,0.009824098717483274,0.015613041439985898,0.0008465706546952255,5.71525714755673e-05,0.005181836377628629,0.00020634241440072796,7.404225487675917e-06,6.224947168091273e-05,1.2956617020406698e-08,4.2511413132525715e-08,4.554206962674828e-06,8.773946395094635e-07,1.578167610758708e-05,1.113653503477541e-07,8.896464682983799e-07,0.03923085947683257,2.1786250343069172e-09,9.272044312155766e-11,2.855834626515705e-10,0.00021696823768880825,4.191557796147678e-08,1.891757889790445e-05,0.0020393453437323825,8.246794086712642e-07,9.679192877756642e-11,0.0017245235998462707,1.400941366470467e-07,1.9766062495298113e-16,8.414879054968656e-10,2.4790657529723955e-07,2.51174323854232e-09,5.869473443498413e-09,5.974129205263092e-11,5.785114538772757e-10,3.8817109835704725e-10,1.5327273820086628e-06,4.4299197073560483e-07,1.5497413015154426e-05,3.071455749404256e-09,1.8100406834319106e-11,3.375339170539183e-09,3.700743609630564e-15,0.0013966862236392658,0.006611203544630806,3.98991026612596e-06,0.0012600987235464615,1.5798228279811273e-10
4.568822607552956e-06,0.4364589570990419,3.76,0.0,0.4783481784928916,0.936413782915604,0.01987841134722079,0.0009007596414425195,0.0011409388523008863,0.0009401130797189032,0.028921702235094025,0.00018294940048612808,1.4482160312294657e-06,0.006935680005132964,0.03423701143586394,4.961626860210823e-07,0.00010161071439713803,3.828097402303449e-05,0.10125247898708997,2.074439524307101e-06,0.0005918663373468123,4.9458145195048165e-08,1.0819493956795066e-05,0.00986878693207863,0.01572264306546127,0.0008505239912270223,5.740985062601307e-05,0.005215781273969721,0.00020914492740503444,7.542027547762239e-06,6.294246132565744e-05,1.3141365400918039e-08,4.3118083897443206e-08,4.586557656086894e-06,8.837483635581917e-07,1.589535026226249e-05,1.1270049801997571e-07,9.003885031326184e-07,0.039248578309673085,2.175517787559481e-09,9.25891108309169e-11,2.8539040403853285e-10,0.00021665528409980345,4.2268102238705926e-08,1.8918794949625967e-05,0.002052023908729367,8.247269592044281e-07,9.733284342245689e-11,0.0017239696581586225,1.4027471139631103e-07,1.9978271032499326e-16,8.470349164835441e-10,2.4914893645650055e-07,2.5288480312703585e-09,5.902443097395013e-09,6.01583443342061e-11,5.82418805524729e-10,3.927224921080756e-10,1.5456589862295175e-06,4.4835852607796057e-07,1.5608179282559485e-05,3.12533158338952e-09,1.835159648536713e-11,3.4271042821696653e-09,3.791953250524223e-15,0.0013952569404524443,0.0066687041196467935,3.9940467749050825e-06,0.0012680711488351642,1.609437186594393e-10
4.589847556403518e-06,0.43649027650068983,3.76,0.0,0.4777932569822351,0.9361130128934888,0.019978417534188074,0.0009007134503748076,0.0011417761336155526,0.0009406038368056105,0.029043904233361506,0.00018292548949118612,1.44740752875441e-06,0.007012511711398902,0.03437233355368667,5.014013666900153e-07,0.00010260247228272625,3.823428346186348e-05,0.10177223287635871,2.082580554117607e-06,0.0005934214300450411,4.9539515998177844e-08,1.088380286829501e-05,0.009913236115670927,0.015832299443340973,0.0008544683992397775,5.7665859493061586e-05,0.00524965956842051,0.0002119669958886404,7.681590131680532e-06,6.363708650199826e-05,1.3327532946099337e-08,4.372943897149886e-08,4.618864462043243e-06,8.900982287631782e-07,1.600869886013181e-05,1.1404440711855473e-07,9.112013436609782e-07,0.0392656260899237,2.172423345112528e-09,9.245830743713865e-11,2.851988187670565e-10,0.00021634402587621368,4.262136021920819e-08,1.8919682693119548e-05,0.002064645657366662,8.247603102521338e-07,9.787369183083922e-11,0.0017234159328322844,1.4045355084258018e-07,2.0190829234454436e-16,8.525710985927596e-10,2.5038527377339107e-07,2.545887289074804e-09,5.93528655216452e-09,6.0574607137402e-11,5.863231176451702e-10,3.972999725449444e-10,1.5586176977432948e-06,4.537589623942391e-07,1.5718948311820296e-05,3.179787557341963e-09,1.8604581353739127e-11,3.4793399232871427e-09,3.884899728067539e-15,0.0013938342678925647,0.006726358901751174,3.998048803390564e-06,0.0012760395467873308,1.639433001117371e-10
4.610872505254079e-06,0.43652159872206375,3.76,0.0,0.47723908198265597,0.9358123611386591,0.020078383339952946,0.0009006686375860732,0.0011426099539015324,0.0009410890717722585,0.029165883170932973,0.00018290392936661122,1.4466145976182773e-06,0.007089694013838216,0.03450747248055179,5.066616450513746e-07,0.00010359736452151699,3.818788465496668e-05,0.1022920694339079,2.090731447890306e-06,0.0005949663110940337,4.961999812050034e-08,1.0947928564292425e-05,0.009957446284882304,0.015942008781880436,0.0008584038644349258,5.792059795965454e-05,0.005283470154430799,0.00021480857283658351,7.822924171356291e-06,6.433330224346766e-05,1.3515117895947624e-08,4.4345473138018976e-08,4.6511261924270236e-06,8.964440265679335e-07,1.6121717188213294e-05,1.1539707354382035e-07,9.220849491472096e-07,0.039282011824454406,2.1693415663379288e-09,9.232802937079888e-11,2.850084551471287e-10,0.00021603444203217729,4.297534296530173e-08,1.8920246897118722e-05,0.0020772101416134323,8.247796666076934e-07,9.841446697191362e-11,0.0017228624257121532,1.4063068152145055e-07,2.0403722418726108e-16,8.580962708738299e-10,2.5161554790535807e-07,2.5628603328698506e-09,5.968003494952756e-09,6.099006633421806e-11,5.902242845019712e-10,4.019034549940582e-10,1.571603186587456e-06,4.5919321942634186e-07,1.582971720132748e-05,3.2348248212924794e-09,1.8859357051529294e-11,3.532046992353639e-09,3.97960583483174e-15,0.0013924181262198877,0.006784166638567035,4.001917938259283e-06,0.0012840037236747552,1.669812669430644e-10
4.631897454104641e-06,0.43655292369600623,3.76,0.0,0.4766856520995688,0.9355118286334265,0.020178308717354255,0.0009006252026624033,0.0011434403578516816,0.0009415688854935052,0.029287639039818666,0.00018288471752437547,1.4458375432930975e-06,0.007167225104290159,0.03464242900162978,5.119434026474695e-07,0.00010459536336538829,3.814177392767008e-05,0.10281198510709559,2.098892013358686e-06,0.0005965010239380319,4.9699601556292267e-08,1.1011870254969824e-05,0.010001417483627791,0.016051769319880796,0.0008623303732728056,5.817406607266852e-05,0.005317211947669938,0.00021766961023593265,7.966040555176631e-06,6.503106393637175e-05,1.3704118440536219e-08,4.496618099888678e-08,4.6833416824298005e-06,9.027855516052385e-07,1.62344006704588e-05,1.1675849282654442e-07,9.330392758281682e-07,0.039297744395465156,2.16627231322287e-09,9.219827103665865e-11,2.848194759397424e-10,0.0002157265119612322,4.333004152000059e-08,1.8920492259141037e-05,0.002089716929316275,8.247852319876985e-07,9.895514591452505e-11,0.0017223091377444552,1.4080612957991715e-07,2.061693598096282e-16,8.636102557843376e-10,2.528397203821755e-07,2.579766508842238e-09,6.000593633367795e-09,6.140470815644727e-11,5.94122202081531e-10,4.0653285357027393e-10,1.5846151238670724e-06,4.646612354865045e-07,1.594048308619085e-05,3.290444477727501e-09,1.9115919120566364e-11,3.585226362273539e-09,4.076094536594645e-15,0.0013910084369716511,0.006842126079828913,4.005655762845541e-06,0.0012919634869983717,1.7005785799414333e-10
4.652922402955202e-06,0.4365842513489892,3.76,0.0,0.4761329659359016,0.9352114163448639,0.020278193620558847,0.000900583145178856,0.0011442673898437686,0.0009420433777203697,0.029409171838047435,0.00018286785075580475,1.4450766575325307e-06,0.007245103174569979,0.034777203894097275,5.17246521142974e-07,0.00010559644110316607,3.809594765241159e-05,0.10333197636758583,2.1070620591751146e-06,0.0005980256115936517,4.977833622568336e-08,1.1075627176662751e-05,0.010045149777124942,0.01616157932006937,0.0008662479128138845,5.8426264006772545e-05,0.005350883881095067,0.00022055005929367267,8.110950135541039e-06,6.57303272472157e-05,1.3894532723143481e-08,4.559155697699082e-08,4.71550978711837e-06,9.091226012661538e-07,1.6346744842531605e-05,1.1812866032434601e-07,9.440642784699123e-07,0.03931283258785632,2.1632154497889106e-09,9.206902494885225e-11,2.846320676234262e-10,0.00021542021531309257,4.368544693395372e-08,1.8920423423020995e-05,0.002102165600562453,8.247772090429573e-07,9.949573991286158e-11,0.0017217560707584016,1.4097992085925286e-07,2.0830455380879846e-16,8.691128785230087e-10,2.5405775342349693e-07,2.5966051837639152e-09,6.033056690038045e-09,6.181851909652651e-11,5.980167680535221e-10,4.111880816752481e-10,1.5976531815775076e-06,4.7016294796454137e-07,1.605124313756623e-05,3.3466475912525963e-09,1.9374263019805446e-11,3.6388789003371516e-09,4.174388935400332e-15,0.0013896051226444967,0.006900235977015596,4.009263851520413e-06,0.0012999186452610923,1.7317331133439083e-10
4.6739473518057636e-06,0.4366155816096571,3.76,0.0,0.47558102209168623,0.9349111252225577,0.020378038005294166,0.0009005424646500938,0.0011450910938754473,0.0009425126468636213,0.029530481570727445,0.00018285332512936223,1.4443322161630772e-06,0.007323326416723271,0.03491179792578365,5.225708824174306e-07,0.00010660057006759783,3.8050402264787456e-05,0.1038520397160412,2.1152413946500407e-06,0.000599540116531884,4.9856211957885285e-08,1.1139198596287359e-05,0.010088643255238394,0.01627143707318282,0.0008701564708093955,5.867719208464861e-05,0.005384484908109408,0.00022344987031404262,8.257663723161236e-06,6.643104818388343e-05,1.408635882167341e-08,4.622159529641367e-08,4.74762938302416e-06,9.154549761460523e-07,1.6458745365023243e-05,1.195075710674499e-07,9.551599091854175e-07,0.03932728507181529,2.1601708418073127e-09,9.194028568084006e-11,2.84446041140105e-10,0.00021511553207431995,4.404155032848083e-08,1.892004496915191e-05,0.0021145557499420136,8.247557958258619e-07,1.000362718307687e-10,0.0017212032272656836,1.411520808488985e-07,2.104426627315281e-16,8.746039681115368e-10,2.5526961006201446e-07,2.6133757443178915e-09,6.065392405241672e-09,6.223148597452005e-11,6.019078814165754e-10,4.1586905168426457e-10,1.6107170326572025e-06,4.756982929535465e-07,1.6161994560928385e-05,3.4034351824106678e-09,1.963438413184146e-11,3.6930054497982606e-09,4.2745122948862325e-15,0.0013882081068960035,0.0069584950836936894,4.012743767234782e-06,0.0013078690081196759,1.7632786412867214e-10
