Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),H(5),O(6),H2(7),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),CH2O(19),F(37),HF(38),CHF(40),CHF3(41),CF2(42),CF3(44),CHFO(46),CF2O(48),CF(49),CFO(50),CHFCF2(54),CH2CF2(56),C2HF(57),CF2CF2(60),CHF2-CH2(63),CH3-CF2(64),CHF2-CHF(66),CH2F-CF2(67),CHF2-CF2(68),CHFCF[Z](71),CF2CH(72),CHF2(81),FC1OO1(129),[O]C([O])F(131),CHO2(135),CFO2(136),CF2O2(144),[O]OC(F)F(163),FC(F)C(F)F(164),[O]C(F)F(170),[O]O[C](F)F(171),O2(177),O[C](F)F(232),C2F4O2(248),FC1OC1(F)F(275),F[C]C(F)F(316),C2HF4O2(419),CF3O2(433),C2HF3O(474),C2H2F3O2(649),C2HF2O3(898),FC1(F)OO1(924),C2HF2O(1009),C2H2F3(1097),FC1(F)CO1(1188),C2H3F2O2(1290),[C]#CF(2151),C2HF(2152),CHF(86),CF2(87),F[C]C(F)F(180),CH2F(89)
2.341162591122346e-19,0.2742066559882533,3.76,0.0,0.8471328709262557,0.9999999999996231,5.911924447804751e-45,8.080886978166418e-33,1.1291175937130626e-29,7.650594961808474e-27,6.068891798183259e-22,7.288720162081834e-19,1.815316973414531e-34,3.873796460196172e-47,2.33954814773165e-41,3.097826716459724e-58,3.142745804366151e-67,1.82428796318877e-24,1.9833650926088226e-17,2.955090450388811e-34,8.770081408155193e-38,3.495430534678353e-41,9.101457519619561e-57,8.980149143265028e-33,8.081037930971621e-33,8.919835738130788e-34,1.54578700755657e-51,1.288422237992333e-41,1.3582999348913237e-37,8.433402774318411e-56,5.318607682909391e-54,6.537240651640063e-58,4.753868700028993e-56,5.880156944379387e-46,6.111108389319364e-51,1.8924417315471753e-45,1.3376200847892597e-55,1.7633269939243187e-53,7.288720162082457e-19,2.6649299192535644e-35,3.4812571812452787e-34,5.4594860084781883e-33,1.1171583235059672e-29,9.254041682501534e-38,4.772896092428595e-32,1.007026501466373e-40,1.1025231589819286e-33,7.002913829817798e-40,3.768536402365988e-13,2.408494266331314e-49,9.807272476098505e-75,8.31200600431773e-61,9.043480751035749e-52,2.935135710638048e-58,6.43521249019214e-70,6.636338018116199e-64,3.6942525430017926e-64,3.2819787175408165e-78,5.4803778840053054e-39,3.0972593072251184e-65,1.7788188984655985e-50,3.9253000495204514e-58,1.2339547599714633e-68,9.536766328415743e-81,1.4695341842976486e-82,1.983365092607704e-17,6.068891798183251e-22,1.0037481896282325e-41,1.824287957814795e-24
4.684359207084938e-19,0.2742066559882533,3.76,0.0,0.8471328709262557,0.9999999999992459,4.733134262539943e-44,3.2344607320237676e-32,4.495493909536431e-29,1.5307857018760426e-26,1.2143056308615158e-21,1.4583772835160952e-18,7.2659987462223125e-34,3.101392602242745e-46,1.8730610634786145e-40,2.4801449831454045e-57,5.034245092454558e-66,3.6501608962685645e-24,3.9684533521095734e-17,1.1828062989515916e-33,3.510318112437302e-37,1.3990831493155158e-40,7.287577954176739e-56,3.5943999517110974e-32,3.2345211517108903e-32,3.57025887153039e-33,1.2375695107193828e-50,5.157059185771234e-41,5.436739571360115e-37,6.75185008938751e-55,4.25919972351259e-53,5.233767443481613e-57,3.805985515707112e-55,2.3552663870319943e-45,4.893843038159774e-50,7.574699341223028e-45,1.0711809246635401e-54,1.4120917138990427e-52,1.458377283516105e-18,1.0666664709451413e-34,1.3934101138326067e-33,2.1852171852511063e-32,4.471544692626589e-29,3.704028342489051e-37,1.9104022895826012e-31,4.0307304097897696e-40,4.412965893597072e-33,2.802990540891382e-39,7.540346939119664e-13,1.928259880414873e-48,1.5708680015094918e-73,6.65467405577317e-60,7.242119186444044e-51,2.3498934215006278e-57,9.884277800027814e-69,5.313117873040233e-63,5.917224282081093e-63,1.0514119536791476e-76,2.1935794124891626e-38,4.9609976169919856e-64,1.4244977965057186e-49,3.1426267941607415e-57,1.9759366014986385e-67,1.527125162123339e-79,2.353808597156988e-81,3.9684533521050966e-17,1.2143056308615126e-21,4.0176086196054325e-41,3.6501608747586606e-24
9.37075243901012e-19,0.2742066559882533,3.76,0.0,0.8471328709262557,0.9999999999984915,3.787945907980737e-43,1.2942056014967195e-31,1.7939993222372233e-28,3.06224417103461e-26,2.4291385329478955e-21,2.9173878181308224e-18,2.9073459386528612e-33,2.482056658316262e-45,1.4990181120564233e-39,1.9848697511490236e-56,8.059476664069118e-65,7.30190679471336e-24,7.938629871111074e-17,4.7327658723493226e-33,1.4045844850825039e-36,5.598154987113552e-40,5.8326283326073485e-55,1.4382281729572762e-31,1.2942297766218785e-31,1.4285685963636778e-32,9.9043173120985e-50,2.0635054224692343e-40,2.1754039966712024e-36,5.403532096597513e-54,3.409086052930975e-52,4.188604603539255e-56,3.045945129257716e-54,9.437507346984109e-45,3.917057930097801e-49,3.03086684255589e-44,8.57378894551875e-54,1.1302456981882923e-51,2.9173878181303836e-18,4.268055300913679e-34,5.5754554522924955e-33,8.7437151081517e-32,1.7892003227098465e-28,1.4820938063288638e-36,7.644097572481796e-31,1.612817204566645e-39,1.7657611723808633e-32,1.1215613203414424e-38,1.5083967992491075e-12,1.5431939414363314e-47,2.514753101666132e-72,5.325786060072138e-59,5.796630617209104e-50,1.880629181599978e-56,1.5484814404391685e-67,4.252128720363296e-62,9.472697950342034e-62,3.3664054266105265e-75,8.777175169072372e-38,7.941904823049745e-63,1.1401755903350793e-48,2.515056550280007e-56,3.1627863935251277e-66,2.444394795141489e-78,3.768138042336009e-80,7.938629871093158e-17,2.4291385329478816e-21,1.6075667798571213e-40,7.301906708645727e-24
1.8743538902860488e-18,0.2742066559882533,3.76,0.0,0.8471328709262556,0.9999999999969829,3.0309322507219655e-42,5.17766514739786e-31,7.1675978572540465e-28,6.125185340424489e-26,4.8588043371206535e-21,5.835408887355888e-18,1.1631276904583773e-32,1.9860224378348774e-44,1.1994422425526456e-38,1.588197368737311e-55,1.2898911512996165e-63,1.4605398720743788e-23,1.5878982909114075e-16,1.893414528139041e-32,5.619252550813511e-36,2.239626524531798e-39,4.667129308549015e-54,5.75384920975455e-31,5.177761858681833e-31,5.715204613441594e-32,7.924958661695279e-49,8.255445457704715e-40,8.703032524726072e-36,4.323646662743434e-53,2.7279595206490504e-51,3.351520078290466e-55,2.437218888961519e-53,3.7863183518172117e-44,3.1344399376804175e-48,1.2125444599077017e-43,6.860768200075802e-53,9.044255452880747e-51,5.835408887353176e-18,1.7075000552095586e-33,2.2305452297631815e-32,3.4980553917555486e-31,7.157966348047305e-28,5.9293402852322856e-36,3.0581367826811067e-30,6.452319131390205e-39,7.064194480270616e-32,4.486975578709732e-38,3.0171210018690123e-12,1.23478961756324e-46,4.024696704938079e-71,4.261476947207055e-58,4.638478887752366e-49,1.5047895007923722e-55,2.45115268704517e-66,3.402380480395324e-61,1.5160429169933387e-60,1.0775517766595155e-73,3.5114418026764038e-37,1.2710495607744567e-61,9.123714699486907e-48,2.0124273756718627e-55,5.061488751354729e-65,3.9118274995146304e-77,6.030656763281505e-79,1.5878982909042392e-16,4.8588043371205986e-21,6.431314018133855e-40,1.4605398376417204e-23
3.7489111830561215e-18,0.27420665598825333,3.76,0.0,0.8471328709262554,0.9999999999939654,2.424976038404395e-41,2.0712346224456206e-30,2.86535896168786e-27,1.22511646034955e-25,9.71813594546617e-21,1.1671451025788466e-17,4.652889418787106e-32,1.5889688108489851e-43,9.596449045122666e-38,1.2706785310495283e-54,2.0641258023304037e-62,2.9212383089368e-23,3.175968898512007e-16,7.57427451481061e-32,2.247883955445568e-35,8.959235207774142e-39,3.7341141803395275e-53,2.3017270008152475e-30,2.0712733061404836e-30,2.286267904212745e-31,6.340568918381918e-48,3.3025110198828164e-39,3.481496337692385e-35,3.459245759481111e-52,2.182643921571865e-50,2.6814706479774715e-54,1.9499602451599634e-52,1.5232120048349383e-43,2.507869426322168e-47,4.850575502001737e-43,5.4893094626937235e-52,7.236320420986811e-50,1.1671451025775704e-17,6.83055622476704e-33,8.922907050394568e-32,1.3993360296858561e-30,2.863419567210122e-27,2.3719291268531472e-35,1.2233542708680924e-29,2.581137795928038e-38,2.8259077643079322e-31,1.7949362896358216e-37,6.034569374891313e-12,9.879254889945257e-46,6.440388220017486e-70,3.4095675521214523e-57,3.711252925133598e-48,1.2039465817691551e-54,3.90070414837e-65,2.7222131692338453e-60,2.425997709547507e-59,3.448649023131761e-72,1.4046911960745993e-36,2.0339551677663995e-60,7.29989586346875e-47,1.6100947835559339e-54,8.09920652142756e-64,6.25956074136986e-76,9.650359724049399e-78,3.175968898483332e-16,9.71813594546595e-21,2.5727350703653848e-39,2.921238171194952e-23
7.498025768596267e-18,0.2742066559882533,3.76,0.0,0.8471328709262551,0.9999999999879304,1.9400729363692483e-40,8.285275654364728e-30,1.1458075189282959e-26,2.4503510826804774e-25,1.94367991621572e-20,2.3343535302583416e-17,1.8612315015972248e-31,1.2712353961233457e-42,7.677523690634053e-37,1.0165910755131626e-53,3.302841281458514e-61,5.842635389287009e-23,6.352110113713206e-16,3.029833090732803e-31,8.991901705019128e-35,3.583839908912967e-38,2.98745569387595e-52,9.207282650339078e-30,8.285430363702002e-30,9.145443747684709e-31,5.072695943037265e-47,1.3211094285046476e-38,1.3926552026687228e-34,2.767527986342257e-51,1.7462256660232288e-49,2.145278357904438e-53,1.5600422536667534e-51,6.161589938482189e-43,2.0064225392464356e-46,1.94031148687749e-42,4.391725548708768e-51,5.789422782465778e-49,2.334353530252854e-17,2.732333770375177e-32,3.569308037147712e-31,5.597571834220338e-30,1.1454144341057842e-26,9.488102442924584e-35,4.893616205898943e-29,1.0324972011723433e-37,1.1304090999392914e-30,7.18003719149603e-37,1.2069465992065883e-11,7.903779098309594e-45,1.0305319911909347e-68,2.7278831985433986e-56,2.969190277521216e-47,9.632040710632097e-54,6.224212187728206e-64,2.177954463944157e-59,3.881859586441719e-58,1.1036450272460897e-70,5.618994701277929e-36,3.2545489804549836e-59,5.8402863554342524e-46,1.28813700333343e-53,1.295939008777166e-62,1.0015806614720487e-74,1.5441622755084312e-76,6.352110113598501e-16,1.9436799162156325e-20,1.0291359770281766e-38,5.842634838297162e-23
1.4996254939676558e-17,0.2742066559882534,3.76,0.0,0.8471328709262544,0.9999999999758606,1.5520952012913082e-39,3.314177716347276e-29,4.5825579145824393e-26,4.900975406211021e-25,3.887412559553925e-20,4.668770385589246e-17,7.445077477211315e-31,1.0170124565027849e-41,6.142164727318363e-36,8.132921510709742e-53,5.284738087985409e-60,1.1685430376489058e-22,1.2704392544115596e-15,1.2119578936682664e-30,3.5968338599331225e-34,1.4335651281904382e-37,2.390030371625168e-51,3.682987990814681e-29,3.3142395759498114e-29,3.658251926495002e-30,4.0582530801110366e-46,5.284955367255321e-38,5.57073414798586e-34,2.2140749420217853e-50,1.3970247456713104e-48,1.716263423132834e-52,1.248063426719439e-50,2.5194824258494027e-42,1.6051888321682928e-45,7.761422528806825e-42,3.5134916346352513e-50,4.631684808454604e-48,4.6687703855665294e-17,1.0929558252188295e-31,1.427752247214466e-30,2.2390742467144615e-29,4.5817509522383646e-26,3.795318082643115e-34,1.9574863073502555e-28,4.130073392834471e-37,4.521728374934825e-30,2.872073209226448e-36,2.413925871093492e-11,6.323173335658409e-44,1.6489070619412485e-67,2.1825178264591623e-55,2.3754273992294452e-46,7.705832768008365e-53,9.945207310036195e-63,1.742533798191763e-58,6.211185942042107e-57,3.5317878349647804e-69,2.2476446317857133e-35,5.207454944284813e-58,4.6723769555941877e-45,1.030534105939996e-52,2.073555186989431e-61,1.6025698148893305e-73,2.470743419458764e-75,1.270439254365676e-15,3.8874125595535735e-20,4.1166282455170154e-38,1.1685428172484572e-22
2.9992713281837147e-17,0.27420665598825344,3.76,0.0,0.8471328709262531,0.9999999999517211,1.2416909164343226e-38,1.3256845939668861e-28,1.8328887305367644e-25,9.802844368761155e-25,7.774877846230329e-20,9.337604096138715e-17,2.978061285287568e-30,8.136196211437222e-41,4.9137900751236e-35,6.5064142102491636e-52,8.455734675184317e-59,2.3371023656901083e-22,2.5408957404920345e-15,4.847880889658133e-30,1.4387481796689124e-33,5.734318834094432e-37,1.912050743953414e-50,1.473210182538676e-28,1.3257093177462597e-28,1.4633156561582402e-29,3.2466409945178213e-45,2.1143317659167074e-37,2.228316326946124e-33,1.7712809751439814e-49,1.11763748194341e-47,1.3730270333075074e-51,9.98462591015315e-50,1.0516407131174298e-41,1.284171386265658e-44,3.1046155331289656e-41,2.8108377880193934e-49,3.705406480231952e-47,9.337604096046322e-17,4.371868420042521e-31,5.711066961608057e-30,8.956387766681304e-29,1.832719023994179e-25,1.5181425878863806e-33,7.830024878462441e-28,1.6520466117499758e-36,1.8087097332593997e-29,1.1488408903180222e-35,4.827884208675275e-11,5.058598657671067e-43,2.6382959151453583e-66,1.7462901341037876e-54,1.9003719906513276e-45,6.164767050427665e-52,1.590150665487235e-61,1.3942497768028347e-57,9.938065978228208e-56,1.1301919067667574e-67,8.990678167021942e-35,8.332069172686023e-57,3.737960715269167e-44,8.244371374312802e-52,3.317730515066744e-60,2.5641443127006334e-72,3.9532564950319905e-74,2.540895740308499e-15,7.77487784622892e-20,1.6466685163561845e-37,2.3371014840791347e-22
5.998562996615832e-17,0.2742066559882535,3.76,0.0,0.8471328709262504,0.9999999999034418,9.933586582691743e-38,5.302765521944839e-28,7.331286047633711e-25,1.9609063555932007e-24,1.5549808419583123e-19,1.8675271516788307e-16,1.1912305729977265e-29,6.508995592708451e-40,3.931055349667523e-34,5.205161909891891e-51,1.3529298792709552e-57,4.674222344176786e-22,5.081808712652976e-15,1.939162218740818e-29,5.755021990039618e-33,2.293739191206595e-36,1.5296513653640596e-49,5.892870702262502e-28,5.30286425505771e-28,5.853292395434083e-29,2.5973282073160275e-44,8.459995007293801e-37,8.9133106441924e-33,1.4170331888886473e-48,8.941170597639009e-47,1.0984281443859556e-50,7.987748126472198e-49,4.5572859588236163e-41,1.0273452371469395e-43,1.2418644816535487e-40,2.2486880248600532e-48,2.9643486370810608e-46,1.8675271516415666e-16,1.7487567795970728e-30,2.2844383052628338e-29,3.5825730650862066e-28,7.330913380499071e-25,6.0726005301174916e-33,3.1320258799650282e-27,6.608223651082523e-36,7.234875604461644e-29,4.5953862946136127e-35,9.655800059070888e-11,4.046902866816473e-42,4.221308883508914e-65,1.3974486415068434e-53,1.5203096209982227e-44,4.931887183334514e-51,2.543375417336046e-60,1.115736352325742e-56,1.590104029504741e-54,3.6166457784385864e-66,3.596296104077815e-34,1.3331423683150494e-55,2.9903922349414607e-43,6.595537330257982e-51,5.308402587056708e-59,4.102656997682772e-71,6.325264010970264e-73,5.08180871191883e-15,1.5549808419577485e-19,6.586711306027928e-37,4.674218817713271e-22
1.1997146333480065e-16,0.2742066559882538,3.76,0.0,0.8471328709262452,0.9999999998068833,7.946893333468623e-37,2.1211117428864428e-27,2.932460643078032e-24,3.923142697947126e-24,3.109966956628867e-19,3.7350606356290083e-16,4.764934409584275e-29,5.207211922897562e-39,3.144853550961195e-33,4.164141329933996e-50,2.1646977754440748e-56,9.34846759077607e-22,1.0163634656974827e-14,7.756668599455541e-29,2.3020146501755626e-32,9.174980026018858e-36,1.2237257067303468e-48,2.357154274978939e-27,2.1211511062255908e-27,2.3413229119856235e-28,2.07786872963776e-43,3.386106555986611e-36,3.565333325540778e-32,1.133629914802259e-47,7.152964774938328e-46,8.787451222549527e-50,6.390217459739628e-48,2.1034811012477917e-40,8.218794407597023e-43,4.967566175867051e-40,1.7989575411879212e-47,2.37148828978564e-45,3.735060635479339e-16,6.995049043243867e-30,9.137775670485226e-29,1.4330326596196841e-27,2.9323728076476834e-24,2.429045822796286e-32,1.252813536666605e-26,2.6432990570250157e-35,2.8939574998373115e-28,1.8381586805104158e-34,1.9311628460791416e-10,3.237531781535606e-41,6.754121672767262e-64,1.1186154229533427e-52,1.216252508013045e-43,3.9455922973245584e-50,4.068709288145784e-59,8.931195910769695e-56,2.5441772102585715e-53,1.1573317155913986e-64,1.4385273364610228e-33,2.1330368287353463e-54,2.3923232566446608e-42,5.276447268308196e-50,8.493471117691237e-58,6.564272106444375e-70,1.012046531071359e-71,1.0163634654038231e-14,3.109966956626608e-19,2.634694213870979e-36,9.34845348487267e-22
2.3994313007208536e-16,0.2742066559882543,3.76,0.0,0.8471328709262347,0.9999999996137665,6.357524880516198e-36,8.484458878823148e-27,1.172973501384292e-23,7.851585403066107e-24,6.219939185969991e-19,7.470127602810403e-16,1.9059761871958845e-28,4.165775716629903e-38,2.51588647785581e-32,3.3313171212475512e-49,3.463524747031287e-55,1.8696979242549085e-21,2.0327286545618384e-14,3.1026713836396536e-28,9.208070308025871e-32,3.669996619453565e-35,9.789829013140211e-48,9.428629085189282e-27,8.484615292327124e-27,9.36530355268786e-28,1.6622974477621446e-42,1.3561243044690933e-35,1.42613514424074e-31,9.069052775937562e-47,5.722383138515073e-45,7.029971399305908e-49,5.112181549883047e-47,1.0658434609864377e-39,6.575048526686745e-42,1.987105490136846e-39,1.4391688870675818e-46,1.8971943821668703e-44,7.4701276022105e-16,2.798026483596611e-29,3.6551142846005424e-28,5.7321362408126945e-27,1.172950612971937e-23,9.716191112869271e-32,5.011260507694657e-26,1.0573232667383218e-34,1.1575843905482753e-27,7.352639975274923e-34,3.862327206795873e-10,2.590029079313509e-40,1.0806613839337114e-62,8.959387761221798e-52,9.730039305882894e-43,3.15659187160092e-49,6.509385437697331e-58,7.153413114874154e-55,4.070692097633423e-52,3.703469584657583e-63,5.754158554431594e-33,3.412866153834472e-53,1.9138623985034488e-41,4.221166875058445e-49,1.3589575268461273e-56,1.0502852201450093e-68,1.6192778804819e-70,2.0327286533871986e-14,6.219939185960912e-19,1.0538814185012427e-35,1.869692281875597e-21
4.798864635466548e-16,0.2742066559882553,3.76,0.0,0.8471328709262136,0.9999999992275335,5.086024928791775e-35,3.393786604224622e-26,4.6918724888350775e-23,1.5724350900805596e-23,1.2439883644652504e-18,1.4940261534297355e-15,7.623909594237015e-28,3.3326230427254763e-37,2.0127105228643446e-31,2.665054258295257e-48,5.541647300833546e-54,3.739408718095865e-21,4.065459032290491e-14,1.2410693413914638e-27,3.683230463869312e-31,1.4679995350330197e-34,7.831880396705189e-47,3.771454028821601e-26,3.393848337623191e-26,3.74612379971205e-27,1.3298389414854698e-41,5.437940353682037e-35,5.704544208611017e-31,7.255247608133012e-46,4.577911037941304e-44,5.623981278777423e-48,4.089748270591814e-46,6.058977297130841e-39,5.260044015863159e-41,7.949038959623176e-39,1.1513362602490304e-45,1.5177570031228873e-43,1.4940261531895294e-15,1.119213951756923e-28,1.46204613833384e-27,2.2928546049180087e-26,4.69180542228788e-23,3.886475289627505e-31,2.0045054686121863e-25,4.229314151678749e-34,4.630339855431015e-27,2.9410545830764714e-33,7.724650649727048e-10,2.0720244992391812e-39,1.7290588499013684e-61,7.184237307590206e-51,7.784039136439416e-42,2.5254567323229403e-48,1.0414588947784814e-56,5.7362480044747e-54,6.513114047628052e-51,1.1851115548048438e-61,2.301698398588176e-32,5.460591616577704e-52,1.5310914452055377e-40,3.376940482225567e-48,2.174333728533599e-55,1.680457731682801e-67,2.5908473511713047e-69,4.065459027591931e-14,1.2439883644615865e-18,4.215547497187204e-35,3.73938614847806e-21
7.198297970212241e-16,0.2742066559882562,3.76,0.0,0.8471328709261925,0.999999998841301,1.4542857357149565e-34,7.211799196812531e-26,9.970215584887476e-23,2.361299649190055e-23,1.865982810333549e-18,2.2410395462908473e-15,1.6200810914741682e-27,9.529220823758853e-37,5.7550949973191365e-31,7.620388647517967e-48,2.1127531830252493e-53,5.609127975479748e-21,6.098189410019086e-14,2.6372728418859874e-27,7.8268661977269e-31,3.1194995276210297e-34,2.2801434009682295e-46,8.014341305092927e-26,7.211929158243466e-26,7.960514558165085e-27,3.802508942465244e-41,1.157830488263029e-34,1.2122158718793074e-30,2.0745477593041548e-45,1.3590675614416475e-43,1.60810745151095e-47,1.1694126185398651e-45,1.5905405912782106e-38,1.561575991980008e-40,1.689274360686824e-38,3.418030130654769e-45,4.505841271174358e-43,2.241039545780256e-15,2.378333979540568e-28,3.1068478830256916e-27,4.872314964797531e-26,9.970088367916802e-23,8.258756208140918e-31,4.259574904108824e-25,8.987325295834378e-34,9.839473076740578e-27,6.249737344542257e-33,1.1586968814163149e-09,5.924695686427608e-39,6.541379861775749e-61,2.057333708599044e-50,2.310887267059801e-41,7.221564334106885e-48,3.883979449313141e-56,1.6427071840656335e-53,2.464042484707716e-50,5.5285199736563795e-61,4.891159234286645e-32,2.065852950251314e-51,4.545425370449235e-40,9.655949565965611e-48,8.003517425166272e-55,6.18520156633958e-67,9.801702671256703e-69,6.098189400034641e-14,1.8659828103257156e-18,8.958072415812694e-35,5.609080014906328e-21
9.597731304957934e-16,0.2742066559882573,3.76,0.0,0.8471328709261714,0.9999999984550688,3.067510519929608e-34,1.2302484252736675e-25,1.7008002784845297e-22,3.15175221822049e-23,2.4879772562019167e-18,2.9880529388643755e-15,2.7636680147607203e-27,2.009988865676745e-36,1.2139162926145934e-30,1.607360390698718e-47,5.684517181059705e-53,7.478855696463132e-21,8.130919787747623e-14,4.498877639025884e-27,1.3351714231669569e-30,5.321499609492411e-34,4.886463772997888e-46,1.3671524735040957e-25,1.230270403215315e-25,1.357970262833485e-26,8.020593468188016e-41,1.978897761954504e-34,2.067897867960173e-30,4.3758225133844747e-45,2.961336850260082e-43,3.391964706069377e-47,2.4666301543300585e-45,3.217628094706319e-38,3.4025923950308226e-40,2.8818754885244203e-38,7.44770826340569e-45,9.817990487894212e-43,2.9880529379932305e-15,4.057164468553109e-28,5.299916330990495e-27,8.311593818165398e-26,1.7007799441270082e-22,1.4088459486677918e-30,7.266334351276189e-25,1.5331372795551593e-33,1.678498362715024e-26,1.0661310131249781e-32,1.544928170011139e-09,1.2496899468907754e-38,1.7027170941020232e-60,4.345769744927246e-50,5.035302500574622e-41,1.5233049825324615e-47,9.975610892081013e-56,3.4700131386553534e-53,6.413885987466878e-50,1.6834388681113414e-60,8.343820355505082e-32,5.377404110033163e-51,9.90423755389825e-40,2.0367216157696503e-47,2.0300994234274423e-54,1.5687012201239396e-66,2.5513776286060506e-68,8.130919770715333e-14,2.4879772561884795e-18,1.5281472929859377e-34,7.478773881160399e-21
1.4396597974449322e-15,0.2742066559882592,3.76,0.0,0.8471328709261292,0.999999997682606,8.378325282474063e-34,2.5470740537697815e-25,3.5212884759882153e-22,4.7363843201556166e-23,3.731966147938879e-18,4.482079723336493e-15,5.721824126141501e-27,5.489903559587445e-36,3.315582019538889e-30,4.390198190318991e-47,2.2991987622752785e-52,1.121833100215524e-20,1.2196380543204562e-13,9.314355579733184e-27,2.764303100164817e-30,1.1017489685031701e-33,1.3759140230600864e-45,2.8305158070062606e-25,2.547118892956473e-25,2.811505204328425e-26,2.1906730589834404e-40,4.111528862585331e-34,4.281320284245736e-30,1.1951729705976098e-44,8.595847190850092e-43,9.264508589367755e-47,6.737132678931314e-45,8.595216268599986e-38,9.876677494233376e-40,5.967216661961115e-38,2.1618399651505156e-44,2.8498591793413373e-42,4.48207972153262e-15,8.399865590011156e-28,1.0972800583341125e-26,1.7208090139605052e-25,3.5212491655904543e-22,2.9168339708563006e-30,1.5044023662130566e-24,3.1741861088623294e-33,3.4751174683872004e-26,2.2072864397867228e-32,2.317389508374242e-09,3.4132907620577923e-38,6.248728637748691e-60,1.1900679313908608e-49,1.4615932132832312e-40,4.160954082775895e-47,3.572737207256217e-55,9.502899792508222e-53,2.3538037001472105e-49,7.669801225243119e-60,1.7275089041454585e-31,1.9734319654207699e-50,2.8748916475787863e-39,5.562931065288342e-47,7.101589650887915e-54,5.485824983768044e-66,9.36319483808016e-68,1.2196380507941364e-13,3.7319661479108014e-18,3.1638557859283843e-34,1.1218161613259721e-20
1.919546464394071e-15,0.2742066559882612,3.76,0.0,0.847132870926087,0.9999999969101451,1.7530263425740658e-33,4.33190722532562e-25,5.988787018171909e-22,6.326856105805726e-23,4.9759550396762684e-18,5.976106506751069e-15,9.73132470506612e-27,1.1486715309481913e-35,6.937306663685379e-30,9.185759948393804e-47,6.227895747838679e-52,1.495783743199127e-20,1.6261841298661289e-13,1.5841280069400774e-26,4.701355801214347e-30,1.873786467767205e-33,2.944963418156233e-45,4.813966275990174e-25,4.331982411558361e-25,4.7816342183339155e-26,4.5836210891636305e-40,7.017170429028844e-34,7.28140484606149e-30,2.5007017941979474e-44,1.87981476808106e-42,1.9384452110830892e-46,1.409633598957394e-44,1.7896376797386693e-37,2.1599181407595832e-39,1.014979036898801e-37,4.727700096978836e-44,6.232319579429117e-42,5.976106503682882e-15,1.42860061976314e-27,1.8661854291892335e-26,2.92664383643887e-25,5.988722853488847e-22,4.960766197416507e-30,2.558594519071532e-24,5.3984930663032325e-33,5.910264091870805e-26,3.754012077350218e-32,3.0898489056550907e-09,7.141745654237363e-38,1.6203414651474105e-59,2.4960941778782317e-49,3.1963397871478504e-40,8.706764805742735e-47,9.096047501251935e-55,1.9932574924777412e-52,6.103585283742264e-49,2.303752131342548e-59,2.9380835739678522e-31,5.117257169138549e-50,6.287059165188004e-39,1.1639536194091441e-46,1.7748403178923326e-53,1.3707584288669902e-65,2.4279462448322343e-67,1.6261841238687821e-13,4.975955039628102e-18,5.380925268948941e-34,1.4957549344718466e-20
2.3994331313432095e-15,0.2742066559882632,3.76,0.0,0.8471328709260448,0.9999999961376862,3.191318219524299e-33,6.618177442563643e-25,9.149510926493095e-22,7.923584699348823e-23,6.2199439314142585e-18,7.470133289032566e-15,1.4867265784194333e-26,2.091112715928947e-35,1.262910147662881e-29,1.6722318751995426e-46,1.399077377231066e-51,1.8697377209502507e-20,2.0327302054117788e-13,2.4201897284543026e-26,7.182609598990401e-30,2.8627223308103392e-33,5.4463004512419224e-45,7.354652960010986e-25,6.618290631367485e-25,7.30525687990656e-26,8.34430737952537e-40,1.0759101307858867e-33,1.1124341709993255e-29,4.55243225644936e-44,3.5267882532142396e-42,3.528865581553544e-46,2.56618421008746e-44,3.247872596015485e-37,4.05230058315292e-39,1.550833753006276e-37,8.869808706835321e-44,1.169267842908362e-41,7.470133284344798e-15,2.182584357824938e-27,2.851108734448932e-26,4.471247913775944e-25,9.149415606803268e-22,7.578922766291678e-30,3.9089544055346774e-24,8.247730484239225e-33,9.029547055925988e-26,5.735275789043346e-32,3.862306223209775e-09,1.300127413161948e-37,3.542837494591173e-59,4.5555549029762574e-49,5.996768774305954e-40,1.5851577631672655e-46,1.959912647664567e-54,3.6379956933713586e-52,1.3345340558128197e-48,5.748229304638155e-59,4.48879558831955e-31,1.1188764142775592e-49,1.1795372941877786e-38,2.118937463369557e-46,3.766075117007665e-53,2.908213665611756e-65,5.3086475641207015e-67,2.0327301962491874e-13,6.219943931340022e-18,8.220893016802317e-34,1.8696937075490897e-20
